IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MS_20161108_GEN_PRE_REP_TRUMP,USA_MS_20161108_GEN_PRE_DEM_CLINTON,USA_MS_20161108_GEN_PRE_LIB_JOHNSON,USA_MS_20161108_GEN_PRE_GRE_STEIN,USA_MS_20161108_GEN_PRE_CON_CASTLE,USA_MS_20161108_GEN_PRE_PRO_HEDGES,USA_MS_20161108_GEN_PRE_DEL_FUENTE
0,_073,_Greenville,_28073000022,719,20,2,0,2,0,0
0,_073,_Mill Creek,_28073000023,393,60,5,0,5,0,0
0,_073,_Westover,_28073000024,75,216,14,3,2,1,0
0,_075,_1,_28075000101,1030,458,35,9,2,0,0
0,_075,_5,_28075000102,874,450,11,1,3,0,1
0,_075,_Andrews Chapel,_28075000103,524,156,9,0,7,1,0
0,_075,_Bailey,_28075000104,863,272,18,0,2,0,0
0,_075,_West Dalewood,_28075000105,124,20,1,0,0,0,0
0,_075,_Marion,_28075000106,335,306,13,1,1,0,1
0,_075,_New Lauderdale,_28075000107,981,188,24,3,3,0,0
0,_075,_Prospect,_28075000108,259,78,6,1,1,0,0
0,_075,_13,_28075000109,703,616,17,6,15,2,2
0,_075,_6,_28075000201,138,1041,5,2,4,2,0
0,_075,_Alamucha,_28075000202,113,59,3,1,2,0,0
0,_075,_Daleville,_28075000203,64,170,5,0,4,0,0
0,_075,_14,_28075000204,45,329,0,1,0,0,0
0,_075,_Odom,_28075000205,205,169,5,0,0,0,0
0,_075,_East Lauderdale,_28075000206,637,344,6,2,2,0,0
0,_075,_Kewanee,_28075000208,128,108,0,0,0,0,0
0,_075,_Toomsuba,_28075000209,166,154,3,2,0,0,0
0,_075,_Russell,_28075000210,514,255,6,2,3,1,0
0,_075,_2,_28075000301,140,66,4,1,0,0,0
0,_075,_3,_28075000302,199,678,4,3,0,1,1
0,_075,_Center Hill,_28075000303,1022,130,12,6,4,1,0
0,_075,_Collinsville,_28075000304,1146,215,13,4,2,0,2
0,_075,_Martin,_28075000305,800,29,3,0,6,1,0
0,_075,_Suqualena,_28075000309,1152,287,12,3,1,1,0
0,_075,_4,_28075000401,58,344,4,1,0,0,1
0,_075,_9,_28075000402,58,396,3,0,0,0,0
0,_075,_10,_28075000403,54,234,1,3,1,1,0
0,_075,_11,_28075000404,143,636,3,1,2,0,0
0,_075,_12,_28075000405,51,972,2,0,3,1,0
0,_075,_Pickard,_28075000407,307,112,2,4,0,0,1
0,_075,_7,_28075000501,152,496,7,2,1,0,1
0,_075,_8,_28075000502,177,444,4,2,1,0,0
0,_075,_17,_28075000504,334,165,4,1,1,0,0
0,_075,_Clarkdale,_28075000506,1037,76,11,2,3,0,0
0,_075,_Meehan,_28075000508,347,89,9,1,3,0,0
0,_075,_South Nellieburg,_28075000509,284,87,1,1,1,3,1
0,_075,_Valley,_28075000511,95,22,1,0,0,0,0
0,_075,_Causeyville,_28075000512,331,31,2,1,0,0,0
0,_075,_Vimville,_28075000514,737,308,15,2,2,1,0
0,_075,_Whynot,_28075000515,372,66,3,1,4,0,0
0,_075,_Zero,_28075000516,711,117,13,1,4,0,0
0,_075,_Mt. Gilead,_28075000517,331,96,7,0,2,1,0
0,_077,_East Arm,_28077000001,92,110,0,0,2,1,0
0,_077,_Center,_28077000002,140,6,2,1,0,0,1
0,_077,_Cooper's Creek,_28077000003,404,34,2,1,1,0,0
0,_077,_Courthouse,_28077000004,844,184,11,3,0,0,0
0,_077,_Grange,_28077000005,169,29,1,0,1,0,0
0,_077,_Hooker,_28077000006,40,127,0,1,0,1,0
0,_077,_Jayess,_28077000007,320,20,2,3,1,0,0
0,_077,_Monticello Beat 5,_28077000008,4,112,0,0,0,0,0
0,_077,_Armory,_28077000009,92,19,2,0,0,0,0
0,_077,_New Hebron,_28077000010,318,95,5,0,0,0,0
0,_077,_Nola,_28077000011,54,4,0,0,0,0,0
0,_077,_North Silver Creek,_28077000012,47,76,1,0,0,1,0
0,_077,_Oakvale,_28077000013,104,23,1,0,0,0,0
0,_077,_Oma,_28077000014,42,234,1,2,1,0,0
0,_077,_Peyton Town,_28077000015,17,138,1,0,0,1,0
0,_077,_Sontag,_28077000016,212,111,2,1,0,0,0
0,_077,_South Silver Creek,_28077000017,85,155,2,0,0,0,0
0,_077,_Stringer,_28077000018,115,167,1,1,1,1,2
0,_077,_Tilton,_28077000019,130,43,1,0,0,1,0
0,_077,_Wanilla,_28077000021,62,9,0,0,0,0,0
0,_077,_West Arm,_28077000022,77,124,1,0,2,0,0
0,_077,_West Monticello,_28077000023,298,243,1,1,1,1,0
0,_077,_Topeka,_28077000024,267,22,3,0,0,0,0
0,_077,_Nola 91,_28077000025,2,52,0,0,0,0,0
0,_077,_Wanilla 91,_28077000026,6,47,0,0,0,0,0
0,_077,_West District 1,_28077000027,150,11,0,1,3,0,0
0,_079,_Edinburg,_28079000101,375,14,2,2,0,0,0
0,_079,_East Carthage,_28079000102,474,134,3,0,2,1,0
0,_079,_Sunrise,_28079000103,307,15,0,0,0,0,0
0,_079,_Renfroe,_28079000104,258,51,2,1,0,1,0
0,_079,_North Carthage,_28079000201,379,267,4,1,1,0,0
0,_079,_Conway,_28079000202,111,256,2,0,1,0,0
0,_079,_Singleton,_28079000203,405,174,7,0,4,0,0
0,_079,_West Carthage,_28079000301,131,585,3,0,1,0,0
0,_079,_Wiggins,_28079000302,113,215,1,1,1,0,0
0,_079,_Thomastown,_28079000303,157,201,1,1,0,0,0
0,_079,_Ofahoma,_28079000304,39,278,1,4,0,0,0
0,_079,_South Carthage,_28079000401,202,101,2,0,1,0,0
0,_079,_Good Hope,_28079000402,357,119,2,0,2,1,0
0,_079,_Lena,_28079000403,162,224,2,0,0,0,1
0,_079,_Freeny,_28079000404,395,88,2,3,1,1,0
0,_079,_Harmony,_28079000501,103,189,2,0,0,0,0
0,_079,_Walnut Grove,_28079000502,178,560,2,0,1,0,1
0,_079,_Salem,_28079000503,295,20,1,0,1,0,0
0,_079,_Madden,_28079000504,341,93,1,0,8,0,0
0,_081,_Baldwyn,_28081000101,313,329,6,2,2,0,0
0,_081,_Pratts,_28081000102,247,30,2,0,2,1,0
0,_081,_Friendship,_28081000103,152,11,0,0,1,0,0
0,_081,_Guntown,_28081000104,520,164,7,5,0,0,0
0,_081,_Unity,_28081000105,388,21,5,0,1,0,0
0,_081,_Hebron,_28081000106,292,20,3,1,0,0,0
0,_081,_Fellowship,_28081000107,413,59,6,1,6,0,0
0,_081,_Oak Hill,_28081000108,981,230,17,11,4,0,2
0,_081,_Tupelo 1,_28081000109,407,70,6,2,2,0,0
0,_081,_Eggville,_28081000110,377,33,1,1,1,1,0
0,_081,_Mooreville,_28081000112,994,95,9,3,2,0,0
0,_081,_Auburn,_28081000113,875,83,12,4,1,0,0
0,_081,_East Heights,_28081000114,273,56,3,0,1,0,0
0,_081,_Tupelo 2,_28081000115,1600,636,58,14,6,3,1
0,_081,_Tupelo 3,_28081000201,1805,851,37,9,11,0,2
0,_081,_Cedar Hill,_28081000202,964,195,16,2,3,3,0
0,_081,_Euclatubba,_28081000203,213,18,3,4,4,0,0
0,_081,_Birmingham Ridge,_28081000204,873,104,18,5,2,0,1
0,_081,_Saltillo,_28081000205,1706,319,25,5,5,0,1
0,_081,_Davis Box,_28081000206,106,67,6,1,0,0,0
0,_081,_Beech Springs,_28081000208,311,149,4,1,3,0,0
0,_081,_Belden,_28081000301,1114,515,29,6,5,0,0
0,_081,_Bissell,_28081000302,2883,726,52,8,19,2,0
0,_081,_Tupelo 4 South,_28081000303,156,1087,5,3,2,0,2
0,_081,_Tupelo 4 North,_28081000304,379,1257,17,12,2,1,1
0,_081,_Pleasant Grove,_28081000401,311,521,9,0,0,0,1
0,_081,_Old Union,_28081000402,202,174,3,0,0,0,0
0,_081,_Palmetto,_28081000404,391,279,3,2,2,0,2
0,_081,_Nettleton,_28081000501,500,113,6,0,0,0,0
0,_081,_Petersburg,_28081000502,204,19,2,2,2,0,0
0,_081,_Shannon,_28081000503,235,303,5,1,4,1,1
0,_081,_Brewer,_28081000504,329,42,3,0,2,1,0
0,_081,_Plantersville,_28081000505,347,349,5,4,1,1,0
0,_081,_Richmond,_28081000506,292,62,4,1,1,0,0
0,_081,_Kedron,_28081000507,297,111,1,1,3,0,0
0,_081,_Tupelo 5,_28081000508,307,359,5,4,4,0,0
0,_081,_Gilvo,_28081000509,105,16,4,2,0,0,0
0,_081,_Verona,_28081000511,358,556,8,4,5,0,1
0,_083,_Minter City,_28083000035,125,96,1,1,0,0,1
0,_083,_North Greenwood,_28083000036,2010,599,56,8,11,1,3
0,_083,_Money,_28083000037,87,33,1,0,0,0,0
0,_083,_Central Greenwood,_28083000040,83,322,0,0,0,0,1
0,_083,_West Greenwood,_28083000041,118,899,4,2,4,0,0
0,_083,_MVSU,_28083000042,24,380,5,4,0,0,1
0,_083,_Schlater,_28083000043,85,117,0,0,0,0,0
0,_083,_Southwest Greenwood,_28083000044,10,324,1,1,2,1,0
0,_083,_North Itta Bena,_28083000045,101,855,0,1,1,1,0
0,_083,_South Itta Bena,_28083000046,56,236,0,0,1,0,0
0,_083,_Rising Sun,_28083000047,15,442,0,1,2,1,0
0,_083,_Sidon,_28083000048,72,186,1,0,1,0,0
0,_083,_Morgan City,_28083000049,64,112,0,0,0,0,0
0,_083,_Swiftown,_28083000050,26,18,1,1,0,0,0
0,_083,_South Greenwood,_28083000051,5,368,1,1,0,0,0
0,_083,_Southeast Greenwood,_28083000052,213,1063,1,2,0,1,0
0,_083,_Northeast Greenwood,_28083000059,104,589,3,2,1,0,0
0,_083,_East Greenwood,_28083000068,14,1148,3,1,2,1,1
0,_085,_Alexander Jr. High,_28085000101,17,435,1,2,1,0,0
0,_085,_East Lincoln,_28085000102,247,11,0,0,0,0,0
0,_085,_Forrestry,_28085000103,318,194,2,3,1,0,1
0,_085,_Fair River,_28085000104,191,15,1,0,0,0,1
0,_085,_Government Complex,_28085000105,19,447,2,0,2,1,0
0,_085,_High School,_28085000106,29,375,2,1,0,0,0
0,_085,_Little Bahala,_28085000201,133,83,1,1,1,0,0
0,_085,_Heucks Retreat,_28085000202,458,91,5,0,6,1,0
0,_085,_Big Springs,_28085000203,134,47,1,0,0,1,0
0,_085,_Pearlhaven,_28085000204,66,312,1,1,1,0,1
0,_085,_Montgomery,_28085000205,191,113,2,0,0,0,0
0,_085,_New Sight,_28085000206,583,251,7,0,4,0,0
0,_085,_Brignal,_28085000207,32,203,0,1,0,0,1
0,_085,_Rogers Circle,_28085000208,179,262,6,4,2,0,0
0,_085,_City Hall,_28085000301,150,80,2,1,0,1,0
0,_085,_Enterprise,_28085000302,892,61,7,0,2,1,1
0,_085,_Bogue Chitto,_28085000303,168,165,0,1,1,0,0
0,_085,_Ruth,_28085000304,450,21,5,1,1,0,1
0,_085,_Norfield,_28085000305,165,38,0,0,3,0,2
0,_085,_Old Brook,_28085000306,663,121,6,3,6,0,0
0,_085,_West Lincoln,_28085000401,686,38,3,1,0,0,0
0,_085,_Johnson Grove,_28085000402,464,87,4,0,4,0,0
0,_085,_Arlington,_28085000403,433,86,3,2,1,1,0
0,_085,_Johnson,_28085000404,373,74,4,0,4,0,0
0,_085,_Halbert Heights,_28085000405,944,193,11,0,3,0,2
0,_085,_Old Red Star,_28085000501,402,69,5,0,0,1,0
0,_085,_Loyd Star,_28085000502,722,135,5,2,1,0,2
0,_085,_Zetus,_28085000503,462,62,0,1,4,0,0
0,_085,_Vaughn,_28085000504,283,80,0,1,1,1,0
0,_085,_Caseyville,_28085000505,342,87,0,0,1,0,0
0,_085,_Lipsey School,_28085000506,354,222,3,0,0,0,0
0,_087,_Caledonia,_28087000101,2164,345,40,4,11,1,1
0,_087,_Steens,_28087000102,410,62,6,2,2,0,2
0,_087,_East Columbus Gym,_28087000104,683,1158,12,5,5,0,2
0,_087,_Immanuel,_28087000106,413,234,9,1,4,0,0
0,_087,_First Assembly,_28087000201,1905,729,53,12,6,0,2
0,_087,_Brandon,_28087000202,854,648,23,4,5,2,0
0,_087,_Air Base,_28087000204,482,440,22,1,3,0,1
0,_087,_Trinity,_28087000301,246,510,7,7,2,1,1
0,_087,_Rural Hill,_28087000302,1349,444,23,1,3,0,0
0,_087,_New Hope,_28087000303,2972,582,36,11,12,1,0
0,_087,_Coleman,_28087000401,8,250,1,2,1,0,0
0,_087,_Townsend Park,_28087000402,68,842,6,6,1,1,0
0,_087,_Plum Grove,_28087000403,22,298,1,0,0,0,0
0,_087,_Crawford,_28087000404,134,653,4,5,1,1,0
0,_087,_National Guard Armory,_28087000409,379,1820,13,11,9,0,2
0,_087,_Propst Park Community Hut,_28087000412,11,270,2,1,1,0,0
0,_087,_Hunt,_28087000502,14,1126,1,2,1,0,0
0,_087,_Union Academy,_28087000504,101,607,5,2,0,1,1
0,_087,_University,_28087000505,342,282,15,10,1,1,1
0,_087,_West Lowndes,_28087000507,658,246,15,7,2,0,1
0,_087,_Artesia,_28087000508,56,273,1,1,2,0,0
0,_089,_Pleasant Gift Baptist,_28089000101,296,387,6,0,2,0,0
0,_089,_New Life Baptist,_28089000103,1172,213,24,0,6,2,0
0,_089,_Canton 2,_28089000104,551,831,5,3,3,3,2
0,_089,_Canton 3,_28089000105,128,124,4,0,1,0,0
0,_089,_Canton 7,_28089000106,9,202,1,0,0,0,0
0,_089,_Grace Crossing,_28089000107,1889,871,50,6,8,4,0
0,_089,_Ridgeland Rec Center,_28089000108,1703,1422,64,16,9,2,2
0,_089,_Victory Baptist Church,_28089000109,847,206,28,1,7,2,1
0,_089,_First Presbyterian,_28089000201,1287,355,32,3,5,0,2
0,_089,_Victory Christian,_28089000202,1463,281,45,8,9,0,3
0,_089,_First Baptist,_28089000203,1784,582,70,7,15,0,0
0,_089,_Ridgeland 4,_28089000204,240,418,14,4,4,0,0
0,_089,_Highland Chapel,_28089000211,2253,742,63,8,11,0,1
0,_089,_Ridgeland 1st Methodist,_28089000301,857,567,39,6,11,0,0
0,_089,_Gluckstadt St Joe Catholic,_28089000302,2673,949,100,10,11,1,2
0,_089,_Twin Lakes Baptist,_28089000303,615,440,18,6,2,0,1
0,_089,_Colonial Heights Baptist,_28089000304,426,591,14,7,4,1,1
0,_089,_Tougaloo,_28089000305,2,329,1,8,0,0,1
0,_089,_Trace Ridge Baptist,_28089000306,1106,579,29,5,9,4,0
0,_089,_Highland Colony Baptist,_28089000307,2037,936,80,6,10,0,1
0,_089,_China Grove AME,_28089000308,1460,443,36,7,5,0,2
0,_089,_Smith School,_28089000401,244,23,6,0,0,0,0
0,_089,_Magnolia Heights,_28089000402,217,705,3,4,0,1,0
0,_089,_Ferns Chapel Freewill,_28089000403,823,398,7,0,0,0,0
0,_089,_Virlilia,_28089000404,219,64,4,2,1,0,0
0,_089,_Canton 5,_28089000405,11,934,2,0,3,1,0
0,_089,_Greater Mt. Levi Church,_28089000406,12,622,1,0,3,1,0
0,_089,_Canton Fire Station #4,_28089000407,103,248,2,0,2,0,0
0,_089,_Mad. Co. Bap. Family Life,_28089000408,9,697,3,0,1,0,0
0,_089,_Lake Caroline Clubhouse,_28089000410,1714,280,21,1,6,0,1
0,_089,_Cameron Bethel MB,_28089000501,87,80,0,0,0,0,0
0,_089,_Couparle United Methodist,_28089000502,16,30,1,0,0,0,0
0,_089,_Camden Community Center,_28089000503,62,605,6,1,2,0,1
0,_089,_Sharon,_28089000504,60,482,2,0,0,1,0
0,_089,_Canton 1,_28089000505,267,875,2,3,4,0,1
0,_089,_Canton 4,_28089000506,141,1148,3,1,0,0,0
0,_089,_Farmhaven Fire Station,_28089000507,91,564,7,1,1,0,0
0,_089,_Canton Bible Church,_28089000508,6,391,0,1,0,1,0
0,_089,_Cedar Grove Baptist,_28089000996,118,14,1,0,1,0,2
0,_089,_Bear Creek,_28089000997,285,438,11,2,3,1,0
0,_089,_Sunnybrook Village,_28089000998,372,112,15,4,6,1,0
0,_089,_NorthBay Bayview,_28089000999,610,165,22,2,3,1,0
0,_091,_Morris,_28091000001,793,439,6,3,8,3,0
0,_091,_National Guard,_28091000002,1123,104,10,7,1,0,0
0,_091,_Union,_28091000003,250,9,1,1,0,0,0
0,_091,_Popetown,_28091000004,351,392,6,2,2,1,1
0,_091,_Carley,_28091000005,683,48,9,1,2,0,0
0,_091,_Cedar Grove,_28091000006,260,109,5,0,1,0,0
0,_091,_Goss,_28091000007,339,54,7,1,0,1,0
0,_091,_Foxworth,_28091000008,562,296,8,2,1,0,0
0,_091,_Morgantown,_28091000009,393,19,5,0,0,0,2
0,_091,_Little Rock,_28091000010,232,218,8,4,0,0,0
0,_091,_City Hall,_28091000011,141,120,5,0,0,0,0
0,_091,_Darbun,_28091000013,211,39,1,0,2,1,0
0,_091,_Courthouse,_28091000014,336,121,12,1,1,0,1
0,_091,_Balls Mill,_28091000015,422,113,5,1,1,0,0
0,_091,_Kokomo,_28091000016,377,130,5,2,0,1,0
0,_091,_Pittman,_28091000017,423,19,1,0,1,0,0
0,_091,_Sandy Hook,_28091000018,222,117,0,1,1,0,0
0,_091,_South Columbia,_28091000019,5,129,1,1,0,0,0
0,_091,_Jefferson School,_28091000020,6,174,0,0,0,0,0
0,_091,_Hub,_28091000021,156,222,5,1,4,0,0
0,_091,_East Columbia,_28091000022,260,703,6,4,3,1,0
0,_091,_Pine Burr,_28091000023,291,102,1,0,1,0,0
0,_093,_N. Holly Springs Dist. 1,_28093000101,40,718,3,3,1,1,0
0,_093,_West Holly Springs,_28093000102,124,900,3,3,3,2,1
0,_093,_Red Banks,_28093000103,394,374,6,4,2,0,2
0,_093,_N. Holly Springs Dist. 2,_28093000201,145,544,8,3,3,0,0
0,_093,_Early Grove,_28093000202,104,130,0,0,1,0,0
0,_093,_Hudsonville,_28093000203,163,212,3,1,0,1,0
0,_093,_Slayden,_28093000204,290,212,3,2,6,0,0
0,_093,_Mt. Pleasant,_28093000205,604,264,6,7,6,0,0
0,_093,_North Cayce,_28093000206,219,218,3,1,0,2,0
0,_093,_Byhalia,_28093000301,810,534,12,7,3,0,0
0,_093,_Cayce,_28093000302,252,259,2,0,2,0,0
0,_093,_Barton,_28093000303,678,114,11,4,6,0,0
0,_093,_Victoria,_28093000401,108,264,1,0,3,0,1
0,_093,_Warsaw,_28093000402,224,288,1,2,2,0,0
0,_093,_Watson,_28093000403,206,188,3,0,3,2,1
0,_093,_Wall Hill,_28093000404,128,376,4,2,3,1,1
0,_093,_Marianna,_28093000405,202,296,1,3,4,0,0
0,_093,_Chulahoma,_28093000406,67,391,1,0,0,0,0
0,_093,_Laws Hill,_28093000407,94,105,1,1,0,0,0
0,_093,_South Holly Springs,_28093000501,617,1035,15,10,1,3,1
0,_093,_Potts Camp,_28093000502,472,333,2,0,2,0,0
0,_093,_Cornersville,_28093000503,111,6,0,0,0,0,1
0,_093,_Bethlehem,_28093000504,257,45,0,0,3,0,0
0,_093,_Waterford,_28093000505,278,217,6,2,4,0,1
0,_095,_Smithville,_28095000102,675,101,9,2,5,0,1
0,_095,_Williams,_28095000103,69,9,0,0,0,0,1
0,_095,_Parham,_28095000104,136,24,1,0,0,0,0
0,_095,_Hatley,_28095000105,1252,98,6,4,3,0,0
0,_095,_Amory 1,_28095000107,564,82,2,1,0,3,0
0,_095,_Bigbee,_28095000108,152,8,0,1,0,0,0
0,_095,_Boyds,_28095000109,310,29,2,0,3,0,1
0,_095,_Sipsey,_28095000201,188,10,0,0,1,0,0
0,_095,_Greenwood Springs,_28095000202,116,7,0,0,0,0,0
0,_095,_Becker,_28095000204,777,80,7,1,3,0,0
0,_095,_Amory 2,_28095000205,1227,336,20,2,5,2,1
0,_095,_Bartahatchie,_28095000302,239,20,1,0,0,0,0
0,_095,_Hamilton,_28095000304,1059,254,10,3,5,2,1
0,_095,_Lackey,_28095000305,575,105,8,2,0,1,0
0,_095,_Aberdeen,_28095000306,343,263,4,1,1,0,0
0,_095,_Athens,_28095000307,323,75,3,0,0,0,0
0,_095,_South Aberdeen,_28095000401,143,824,1,1,1,0,0
0,_095,_Darracott,_28095000402,113,23,1,0,0,0,0
0,_095,_Prairie,_28095000405,59,420,3,1,0,0,0
0,_095,_Gibson,_28095000406,78,297,2,0,3,0,0
0,_095,_North Aberdeen,_28095000407,407,714,7,4,1,3,1
0,_095,_Willis,_28095000501,140,509,5,1,1,0,0
0,_095,_Central Grove,_28095000502,104,210,2,1,1,0,0
0,_095,_Nettleton,_28095000503,429,312,10,0,2,0,0
0,_095,_Wren,_28095000505,679,161,6,1,2,0,0
0,_095,_Amory 5,_28095000506,10,553,0,2,1,0,0
0,_097,_Mt. Pisgah,_28097000101,137,20,1,0,0,0,0
0,_097,_North Winona,_28097000102,589,113,7,0,2,0,0
0,_097,_North Mt. Pisgah/Sweethome,_28097000103,67,48,3,0,1,0,0
0,_097,_Duck Hill,_28097000201,277,185,0,0,0,1,0
0,_097,_West Winona,_28097000202,436,127,2,1,2,0,0
0,_097,_North Duck Hill,_28097000203,89,106,1,0,0,0,1
0,_097,_East Winona,_28097000302,179,313,2,3,2,3,0
0,_097,_Lodi,_28097000303,41,139,2,0,0,1,0
0,_097,_North Kilmichael,_28097000304,14,70,0,0,1,0,0
0,_097,_Kilmichael,_28097000401,260,227,7,2,3,1,0
0,_097,_Stewart,_28097000402,71,6,0,0,0,0,0
0,_097,_Nations,_28097000403,210,32,2,0,1,0,2
0,_097,_Poplar Creek,_28097000501,90,7,0,0,0,0,0
0,_097,_South Winona,_28097000502,249,658,4,1,1,0,0
0,_097,_Southeast Winona,_28097000503,109,64,1,1,1,0,0
0,_099,_Zephyr Hill,_28099000101,189,57,6,0,2,1,1
0,_099,_Tucker District 1,_28099000102,12,43,1,3,1,0,0
0,_099,_Arlington,_28099000103,306,9,2,1,1,0,1
0,_099,_Fork,_28099000104,214,10,4,0,0,2,0
0,_099,_Hope,_28099000106,165,45,1,1,0,0,0
0,_099,_Fairview,_28099000107,158,30,0,1,0,0,0
0,_099,_Pearl River,_28099000108,51,178,7,2,2,0,1
0,_099,_North Bend,_28099000201,402,21,1,1,4,0,1
0,_099,_Center,_28099000202,275,39,5,0,1,0,0
0,_099,_Forestdale,_28099000204,232,41,2,0,1,1,1
0,_099,_Bogue Chitto,_28099000205,25,32,0,1,1,1,0
0,_099,_Northeast Philadelphia,_28099000206,1116,200,16,1,3,0,2
0,_099,_Southeast Philadelphia,_28099000301,806,185,6,2,2,0,0
0,_099,_County Line,_28099000303,306,12,3,2,1,0,0
0,_099,_Tucker District 3,_28099000304,425,25,3,0,1,0,0
0,_099,_House,_28099000305,404,32,4,0,1,0,0
0,_099,_Herbert,_28099000306,270,15,1,1,0,0,0
0,_099,_South Philadelphia,_28099000401,100,19,1,0,1,0,0
0,_099,_McDonald,_28099000402,503,29,2,0,1,2,0
0,_099,_Dixon,_28099000403,280,167,2,0,1,3,0
0,_099,_Deemer,_28099000404,165,10,3,0,0,0,1
0,_099,_Hays,_28099000406,246,40,0,0,0,0,0
0,_099,_Neshoba,_28099000407,284,46,1,0,0,0,0
0,_099,_Northwest Philadelphia,_28099000501,169,1013,6,4,4,4,1
0,_099,_Burnside,_28099000502,152,231,0,0,2,0,0
0,_099,_East Neshoba,_28099000503,100,183,3,0,0,1,1
0,_099,_Fusky,_28099000504,324,3,3,0,1,0,0
0,_101,_Union 1,_28101000101,113,172,2,0,2,0,0
0,_101,_Decatur 1,_28101000102,399,176,2,1,1,2,1
0,_101,_Newton 1,_28101000104,67,665,4,4,4,2,0
0,_101,_Union 2,_28101000201,446,36,7,0,2,0,0
0,_101,_Duffee,_28101000202,473,35,3,3,0,1,0
0,_101,_Decatur 2,_28101000203,368,73,6,1,1,0,0
0,_101,_Little Rock,_28101000204,657,39,4,0,2,0,1
0,_101,_Union 3,_28101000301,283,67,1,0,2,0,0
0,_101,_Decatur 3/Scanlan,_28101000302,478,122,7,0,1,0,0
0,_101,_Conehatta,_28101000303,284,128,0,3,0,0,1
0,_101,_Prospect,_28101000304,331,15,2,0,0,0,0
0,_101,_Lawrence,_28101000401,615,319,5,1,6,2,0
0,_101,_Newton 4,_28101000402,559,407,8,3,5,0,1
0,_101,_Chunky,_28101000501,370,24,4,0,1,0,2
0,_101,_Hickory,_28101000502,818,292,9,1,2,0,0
0,_101,_Newton 5,_28101000504,287,186,3,5,2,1,0
0,_103,_Cliftonville,_28103000101,34,458,1,1,1,1,0
0,_103,_Prairie Point,_28103000103,119,373,0,0,0,0,0
0,_103,_Earl Nash Gym,_28103000203,207,1021,0,3,2,0,0
0,_103,_Central District 3,_28103000302,168,987,1,0,1,1,0
0,_103,_Mashulaville,_28103000401,169,157,2,1,0,1,0
0,_103,_Summerville,_28103000403,94,37,1,0,0,0,0
0,_103,_Shuqualak,_28103000404,133,509,3,0,1,0,0
0,_103,_Brooksville,_28103000501,276,805,4,1,1,0,0
0,_105,_West Starkville,_28105000101,1109,1163,81,17,20,0,2
0,_105,_South Adaton,_28105000102,216,128,4,1,3,0,0
0,_105,_North Longview,_28105000103,429,175,19,4,2,2,0
0,_105,_Double Springs,_28105000104,370,68,4,0,4,0,0
0,_105,_Osborn,_28105000201,234,551,12,1,3,1,1
0,_105,_Northeast Starkville,_28105000202,276,351,39,9,5,0,0
0,_105,_Hickory Grove,_28105000203,504,536,31,7,2,0,0
0,_105,_North Starkville 2,_28105000204,138,535,15,3,2,1,2
0,_105,_East Starkville,_28105000301,277,220,23,5,0,0,0
0,_105,_North Starkville 3,_28105000302,683,711,46,13,7,2,2
0,_105,_Bell Schoolhouse,_28105000303,104,220,2,0,1,0,0
0,_105,_North Adaton,_28105000304,289,265,6,0,1,2,1
0,_105,_Maben,_28105000305,89,144,2,0,1,0,0
0,_105,_South Starkville,_28105000401,2124,1176,100,22,32,3,0
0,_105,_South Longview,_28105000402,117,44,4,1,0,0,0
0,_105,_Craig Springs,_28105000403,181,13,2,0,0,0,0
0,_105,_Sturgis,_28105000405,546,180,6,0,1,1,0
0,_105,_Central Starkville,_28105000501,189,770,22,6,6,3,0
0,_105,_Needmore,_28105000502,251,612,26,7,4,1,0
0,_105,_Sessums,_28105000503,226,592,14,2,4,0,0
0,_105,_Oktoc,_28105000504,224,405,6,3,1,1,0
0,_107,_North Sardis,_28107000101,347,668,3,2,3,3,2
0,_107,_Como Library,_28107000103,305,847,8,2,2,1,1
0,_107,_Pleasant Mount,_28107000105,197,230,2,0,1,0,0
0,_107,_Cold Springs,_28107000106,89,156,2,0,1,0,0
0,_107,_Longtown Fire Station,_28107000201,91,120,4,0,1,0,0
0,_107,_Crenshaw City Hall,_28107000202,125,246,0,0,0,0,0
0,_107,_Pleasant Grove FS,_28107000203,146,69,2,0,0,1,0
0,_107,_South Sardis,_28107000204,241,762,4,0,4,1,2
0,_107,_Curtis,_28107000206,87,369,1,0,0,0,0
0,_107,_Macedonia-Concord,_28107000207,44,224,1,0,1,0,0
0,_107,_Enon Water Bldg,_28107000301,81,47,0,0,0,0,0
0,_107,_Tocowa Comm Center,_28107000303,567,102,2,1,3,0,0
0,_107,_Pope City Hall,_28107000304,557,238,4,1,4,1,0
0,_107,_Courtland,_28107000305,344,768,2,1,4,1,2
0,_107,_Batesville 3,_28107000306,422,129,4,1,2,0,1
0,_107,_East Crowder,_28107000307,59,152,1,0,1,0,0
0,_107,_Coles Point,_28107000401,296,33,2,1,2,1,1
0,_107,_North Springport,_28107000402,451,231,4,4,3,0,0
0,_107,_South Springport,_28107000403,574,301,11,1,4,0,0
0,_107,_Eureka Comm Center,_28107000404,657,210,5,0,1,0,0
0,_107,_East Batesville 4,_28107000405,422,123,8,0,1,1,0
0,_107,_North Batesville A,_28107000502,444,288,9,2,4,1,0
0,_107,_North Batesville B,_28107000503,85,901,2,0,1,1,0
