IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MN_20161108_GEN_PRE_REP_TRUMP,USA_MN_20161108_GEN_PRE_DEM_CLINTON,USA_MN_20161108_GEN_PRE_CON_CASTLE,USA_MN_20161108_GEN_PRE_MAR_VACEK,USA_MN_20161108_GEN_PRE_SOC_KENNEDY,USA_MN_20161108_GEN_PRE_GRE_STEIN,USA_MN_20161108_GEN_PRE_DEL_FUENTE,USA_MN_20161108_GEN_PRE_IND_MCMULLIN,USA_MN_20161108_GEN_PRE_LIB_JOHNSON,USA_MN_20161108_GEN_PRE_OTH_WRITEIN
0,_001,_Aitkin,_0005,552,358,3,7,1,2,0,21,36,6
0,_001,_Aitkin Twp,_0010,356,154,1,2,0,5,0,7,18,4
0,_001,_Ball Bluff Twp,_0015,96,57,0,1,0,1,0,2,6,1
0,_001,_Balsam Twp,_0020,9,8,0,0,0,0,0,0,0,1
0,_001,_Beaver Twp,_0025,16,19,0,2,0,0,0,0,0,0
0,_001,_Clark Twp,_0030,47,30,0,1,0,1,0,0,0,0
0,_001,_Cornish Twp,_0035,11,9,0,0,0,0,0,0,2,0
0,_001,_Unorg 47-24 (Davidson Unorg),_0038,15,9,0,0,0,0,0,0,0,0
0,_001,_Farm Island Twp,_0040,432,267,0,2,0,6,0,8,16,2
0,_001,_Fleming Twp,_0045,144,78,0,1,0,3,0,1,11,1
0,_001,_Glen Twp,_0050,174,105,1,2,0,0,0,6,13,2
0,_001,_Haugen Twp,_0055,61,38,0,0,0,0,0,3,5,0
0,_001,_Hazelton Twp,_0060,329,189,0,1,0,4,0,7,10,3
0,_001,_Hill City,_0065,204,97,0,3,0,0,0,2,7,0
0,_001,_Hill Lake Twp,_0070,126,78,1,0,1,2,0,1,5,1
0,_001,_Idun Twp,_0075,79,27,0,0,0,0,0,0,5,0
0,_001,_Jevne Twp,_0080,121,43,0,1,0,0,0,3,5,1
0,_001,_Unorg 45-24 (Jewett Unorg),_0082,18,4,1,0,0,0,0,0,0,2
0,_001,_Kimberly Twp,_0085,71,44,0,0,0,1,0,5,2,0
0,_001,_Lakeside Twp,_0090,175,87,1,1,0,4,0,3,3,2
0,_001,_Lee Twp,_0095,22,7,0,0,0,0,0,0,1,0
0,_001,_Libby Twp P-East,_0100,15,5,0,0,0,0,0,0,0,0
0,_001,_Libby Twp P-West,_0105,6,8,0,1,0,1,0,0,1,0
0,_001,_Logan Twp,_0110,72,36,0,0,1,2,0,0,5,0
0,_001,_McGrath,_0115,16,4,0,4,0,0,0,0,2,0
0,_001,_McGregor,_0120,74,62,0,0,0,2,0,4,3,1
0,_001,_McGregor Twp,_0125,36,10,0,0,0,0,0,1,0,1
0,_001,_Macville Twp,_0130,57,37,0,1,0,1,0,1,1,0
0,_001,_Millward Twp,_0132,12,13,0,0,0,0,0,0,2,0
0,_001,_Malmo Twp,_0135,127,77,2,1,0,0,1,4,5,2
0,_001,_Morrison Twp,_0140,62,25,1,0,0,1,1,1,5,0
0,_001,_Nordland Twp,_0145,406,230,3,2,0,5,0,12,22,3
0,_001,_Palisade,_0150,40,31,0,1,0,1,0,1,4,2
0,_001,_Pliny Twp,_0155,37,9,2,0,0,0,0,0,1,0
0,_001,_Rice River Twp,_0160,52,20,0,1,0,3,0,0,4,1
0,_001,_Salo Twp,_0165,27,24,0,0,1,3,0,0,0,0
0,_001,_Seavey Twp,_0170,31,4,0,0,0,1,0,0,2,1
0,_001,_Shamrock Twp,_0175,402,291,1,3,0,6,1,9,18,4
0,_001,_Spalding Twp,_0180,52,43,1,2,1,3,0,1,2,1
0,_001,_Spencer Twp,_0185,203,107,1,1,0,1,0,5,18,1
0,_001,_Tamarack,_0190,13,16,0,0,0,1,0,0,0,0
0,_001,_Turner Twp,_0195,60,39,0,0,0,2,0,1,6,0
0,_001,_Verdon Twp,_0200,18,9,0,0,0,0,0,2,0,0
0,_001,_Wagner Twp,_0205,120,55,1,2,0,0,0,2,2,1
0,_001,_Waukenabo Twp,_0210,126,65,0,1,0,0,0,2,3,0
0,_001,_Wealthwood Twp,_0215,121,82,0,1,1,2,0,3,1,0
0,_001,_White Pine Twp,_0220,11,5,0,1,0,0,0,1,2,0
0,_001,_Williams Twp,_0225,44,19,1,0,0,2,0,0,2,0
0,_001,_Workman Twp,_0230,76,37,0,2,0,1,0,2,1,1
0,_001,_Northeast Aitkin Unorg,_0240,21,5,0,1,0,0,0,1,0,0
0,_001,_Unorg 48-27 (Blind Lake Unorg),_0255,9,8,0,0,0,0,0,0,0,0
0,_001,_Northwest Aitkin Unorg P-2,_0260,53,30,0,0,0,0,0,2,4,0
0,_001,_Unorg 51-27 (Lemay Unorg),_0285,21,12,0,1,0,0,0,0,0,0
0,_001,_Northwest Aitkin Unorg P-1,_0290,38,8,1,0,0,0,0,0,2,1
0,_003,_Andover P-1,_0005,1288,565,6,5,1,16,0,38,58,21
0,_003,_Andover P-2,_0010,1069,623,8,7,0,31,0,41,66,17
0,_003,_Andover P-3,_0015,1148,732,7,9,2,17,0,53,104,25
0,_003,_Andover P-4,_0020,858,623,4,6,0,17,1,37,85,23
0,_003,_Andover P-5,_0025,1246,757,5,9,1,14,0,41,83,15
0,_003,_Andover P-6,_0030,1015,441,2,6,0,15,0,28,53,14
0,_003,_Andover P-7,_0035,859,495,3,1,0,18,1,39,70,14
0,_003,_Andover P-8,_0040,997,592,3,6,0,8,2,25,74,19
0,_003,_Andover P-9,_0045,964,623,3,2,0,19,1,39,80,19
0,_003,_Andover P-10,_0050,1143,744,8,10,1,19,1,39,83,15
0,_003,_Anoka P-1,_0105,348,402,3,10,0,14,1,15,37,18
0,_003,_Anoka P-2,_0110,506,516,2,6,1,11,1,13,57,9
0,_003,_Anoka P-3,_0115,666,470,2,9,0,22,1,15,52,7
0,_003,_Anoka P-4,_0120,491,482,3,8,2,18,0,17,65,13
0,_003,_Anoka P-5,_0125,482,417,5,8,0,18,0,20,60,14
0,_003,_Anoka P-6,_0130,475,535,10,13,0,24,0,30,46,10
0,_003,_Anoka P-7,_0135,558,433,4,11,1,21,1,11,51,10
0,_003,_Anoka P-8,_0140,549,422,6,8,1,25,0,17,40,7
0,_003,_Bethel P-1,_0205,182,50,2,1,0,3,0,6,15,3
0,_003,_Blaine W-1 P-1,_0305,520,652,3,2,1,15,0,31,43,16
0,_003,_Blaine W-1 P-2,_0310,619,696,6,6,0,27,1,25,45,12
0,_003,_Blaine W-1 P-3,_0315,532,511,3,7,1,14,0,16,63,11
0,_003,_Blaine W-1 P-4,_0320,427,339,3,5,1,12,2,24,29,13
0,_003,_Blaine W-1 P-5,_0325,870,770,3,5,0,26,3,44,67,27
0,_003,_Blaine W-1 P-6,_0330,541,439,3,7,2,8,0,25,52,13
0,_003,_Blaine W-1 P-7,_0335,485,462,3,6,1,15,3,19,39,15
0,_003,_Blaine W-1 P-8,_0340,594,447,2,7,1,8,1,28,78,5
0,_003,_Blaine W-2 P-1,_0405,527,523,8,7,2,21,0,29,43,8
0,_003,_Blaine W-2 P-2A,_0410,495,527,3,0,0,8,0,24,48,10
0,_003,_Blaine W-2 P-2B,_0415,597,650,2,9,1,16,1,24,64,11
0,_003,_Blaine W-2 P-3,_0420,513,598,2,7,2,11,0,23,52,13
0,_003,_Blaine W-2 P-4A,_0425,672,700,1,5,1,10,1,33,65,20
0,_003,_Blaine W-2 P-4B,_0430,617,574,4,4,0,6,0,23,44,14
0,_003,_Blaine W-2 P-5,_0435,556,447,2,6,2,10,0,18,51,12
0,_003,_Blaine W-2 P-6,_0440,1196,917,6,3,0,13,1,53,92,24
0,_003,_Blaine W-3 P-1,_0505,605,612,7,5,2,15,1,40,83,25
0,_003,_Blaine W-3 P-2,_0510,704,577,5,9,0,11,1,27,72,9
0,_003,_Blaine W-3 P-3,_0515,632,636,6,5,2,15,0,31,54,12
0,_003,_Blaine W-3 P-4,_0520,846,661,3,6,0,14,0,31,73,10
0,_003,_Blaine W-3 P-5,_0525,686,593,5,3,0,13,0,38,73,12
0,_003,_Blaine W-3 P-6,_0530,1234,1105,11,5,1,18,1,65,106,22
0,_003,_Blaine W-3 P-7,_0535,1120,1090,4,14,2,27,1,50,81,19
0,_003,_Blaine W-3 P-8,_0540,407,323,4,1,0,6,0,8,44,7
0,_003,_Centerville P-1,_0605,1241,829,9,13,1,18,3,49,97,12
0,_003,_Circle Pines P-1,_0705,565,444,6,5,2,11,0,26,66,7
0,_003,_Circle Pines P-2,_0710,709,984,6,7,0,21,0,52,76,15
0,_003,_Columbia Heights P-1,_0805,354,1028,9,6,3,21,0,19,55,17
0,_003,_Columbia Heights P-2,_0810,312,835,9,10,2,27,0,17,47,16
0,_003,_Columbia Heights P-3,_0815,309,801,3,5,1,26,2,34,33,11
0,_003,_Columbia Heights P-4,_0820,322,798,9,3,1,19,0,11,44,10
0,_003,_Columbia Heights P-5,_0825,346,757,15,5,1,26,0,34,39,13
0,_003,_Columbia Heights P-6,_0830,337,613,6,8,2,25,1,29,50,9
0,_003,_Columbia Heights P-7,_0835,350,720,1,8,1,22,1,21,35,12
0,_003,_Columbia Heights P-8,_0840,353,675,4,11,0,21,0,22,55,14
0,_003,_Columbus P-1,_0905,1537,805,9,10,2,22,0,29,96,12
0,_003,_Coon Rapids W-1 P-1,_1005,1119,950,6,5,0,26,0,47,91,17
0,_003,_Coon Rapids W-1 P-2,_1010,1002,818,12,2,0,14,0,47,96,16
0,_003,_Coon Rapids W-1 P-3,_1015,851,620,4,11,1,23,2,37,78,15
0,_003,_Coon Rapids W-1 P-4,_1020,500,473,8,8,1,16,4,26,53,14
0,_003,_Coon Rapids W-2 P-1,_1105,801,759,12,7,0,14,0,29,48,20
0,_003,_Coon Rapids W-2 P-2,_1110,566,465,5,4,1,15,1,20,43,13
0,_003,_Coon Rapids W-2 P-3,_1115,826,746,2,5,1,22,3,26,66,21
0,_003,_Coon Rapids W-2 P-4,_1120,553,446,9,6,1,15,2,33,46,15
0,_003,_Coon Rapids W-2 P-5,_1125,572,650,8,12,1,17,1,32,46,17
0,_003,_Coon Rapids W-3 P-1,_1205,712,621,4,11,1,17,1,34,54,13
0,_003,_Coon Rapids W-3 P-2,_1210,681,620,11,11,1,13,2,41,67,17
0,_003,_Coon Rapids W-3 P-3,_1215,620,675,6,5,1,13,0,22,70,7
0,_003,_Coon Rapids W-3 P-4,_1220,617,660,7,9,0,21,4,24,73,14
0,_003,_Coon Rapids W-4 P-1,_1305,765,706,4,4,0,12,1,52,63,7
0,_003,_Coon Rapids W-4 P-2,_1310,730,667,6,5,1,23,2,29,76,12
0,_003,_Coon Rapids W-4 P-3,_1315,599,668,5,5,0,13,1,18,68,14
0,_003,_Coon Rapids W-4 P-4,_1320,981,857,5,12,1,27,0,53,93,25
0,_003,_Coon Rapids W-5 P-1,_1405,735,635,5,7,1,24,0,33,82,13
0,_003,_Coon Rapids W-5 P-2,_1410,856,733,8,7,0,18,3,26,81,12
0,_003,_Coon Rapids W-5 P-3,_1415,453,459,2,7,0,21,0,15,44,5
0,_003,_Coon Rapids W-5 P-4,_1420,310,347,4,7,0,12,0,12,41,7
0,_003,_Coon Rapids W-5 P-5,_1425,578,662,1,4,1,14,1,25,53,11
0,_003,_East Bethel P-1,_1505,1469,555,9,8,1,23,3,31,82,20
0,_003,_East Bethel P-2,_1510,1394,600,6,12,0,12,2,27,100,9
0,_003,_East Bethel P-3,_1515,1258,568,3,9,0,12,0,38,75,15
0,_003,_Fridley W-1 P-1,_1605,427,637,2,10,1,19,0,27,50,13
0,_003,_Fridley W-1 P-2,_1610,440,596,3,7,0,13,1,26,45,12
0,_003,_Fridley W-1 P-3,_1615,388,741,7,3,2,25,1,24,62,5
0,_003,_Fridley W-1 P-4,_1620,319,567,6,7,1,11,0,21,34,10
0,_003,_Fridley W-2 P-1,_1705,340,517,2,4,1,15,0,18,38,10
0,_003,_Fridley W-2 P-2,_1710,287,534,4,11,2,14,0,15,41,9
0,_003,_Fridley W-2 P-3,_1715,499,753,6,6,0,22,1,33,62,13
0,_003,_Fridley W-2 P-4,_1720,477,752,2,2,0,15,0,19,45,16
0,_003,_Fridley W-3 P-1,_1805,438,620,5,8,0,15,1,14,53,10
0,_003,_Fridley W-3 P-2,_1810,562,784,7,15,1,28,0,32,60,12
0,_003,_Fridley W-3 P-3,_1815,240,487,4,5,1,18,0,11,30,6
0,_003,_Fridley W-3 P-4,_1820,311,505,5,8,0,16,0,22,38,10
0,_003,_Ham Lake P-1,_1905,767,391,3,8,1,24,0,26,61,12
0,_003,_Ham Lake P-2,_1910,1144,554,3,8,2,12,1,30,57,16
0,_003,_Ham Lake P-3A,_1915,1121,485,4,8,1,16,0,27,64,13
0,_003,_Ham Lake P-4A,_1920,1056,477,9,2,1,12,0,20,67,8
0,_003,_Ham Lake P-5,_1925,849,384,5,3,0,9,0,38,52,10
0,_003,_Ham Lake P-6A,_1930,929,442,5,5,0,12,0,41,55,12
0,_003,_Hilltop P-1,_2005,54,162,0,1,0,11,0,2,5,2
0,_003,_Lexington P-1,_2105,498,359,5,10,1,10,2,15,43,3
0,_003,_Lino Lakes P-1,_2205,650,429,5,4,0,16,0,17,50,10
0,_003,_Lino Lakes P-2,_2210,952,720,2,7,1,13,2,31,89,9
0,_003,_Lino Lakes P-3,_2215,692,568,6,3,0,14,0,33,63,21
0,_003,_Lino Lakes P-4,_2220,1031,867,6,6,1,11,2,48,84,29
0,_003,_Lino Lakes P-5,_2225,558,492,4,5,0,10,0,28,38,11
0,_003,_Lino Lakes P-6,_2230,1020,674,6,3,0,12,2,50,100,20
0,_003,_Lino Lakes P-7,_2235,972,800,11,8,0,15,2,41,94,23
0,_003,_Linwood Twp P-1,_2305,1257,545,4,11,0,18,2,23,92,6
0,_003,_Linwood Twp P-2,_2310,677,372,3,4,0,10,0,18,47,7
0,_003,_Nowthen P-1A,_2405,1187,418,2,7,1,15,0,35,63,18
0,_003,_Nowthen P-2A,_2410,687,213,1,2,0,2,1,22,25,8
0,_003,_Oak Grove P-1,_2505,945,463,4,5,1,8,1,26,46,6
0,_003,_Oak Grove P-2,_2510,933,334,4,4,1,13,0,23,42,10
0,_003,_Oak Grove P-3,_2515,930,318,5,7,0,21,0,24,37,11
0,_003,_Oak Grove P-4,_2520,545,214,3,3,1,4,1,13,35,8
0,_003,_Ramsey W-1 P-1,_2605,1443,932,7,15,1,44,3,56,132,15
0,_003,_Ramsey W-1 P-2,_2610,490,231,3,1,0,9,0,21,20,8
0,_003,_Ramsey W-2 P-1,_2705,875,378,2,2,0,14,0,26,52,13
0,_003,_Ramsey W-2 P-2,_2710,1487,731,13,13,1,34,1,41,98,20
0,_003,_Ramsey W-3 P-1,_2805,1262,861,10,9,0,33,0,33,88,24
0,_003,_Ramsey W-3 P-2,_2810,571,352,4,10,0,16,0,22,31,3
0,_003,_Ramsey W-4 P-1,_2905,938,667,7,6,0,10,2,41,72,16
0,_003,_Ramsey W-4 P-2,_2910,965,609,5,8,0,19,1,35,74,15
0,_003,_Saint Francis P-1,_3005,1396,492,12,12,2,26,1,47,79,19
0,_003,_Saint Francis P-2,_3010,1119,423,8,12,0,11,1,20,49,8
0,_003,_Spring Lake Park P-1A,_3105,393,409,2,0,0,5,0,22,36,6
0,_003,_Spring Lake Park P-2,_3110,425,494,7,14,1,20,0,20,38,7
0,_003,_Spring Lake Park P-3,_3115,671,727,5,9,1,18,0,35,68,12
0,_005,_Atlanta Twp,_0005,46,12,1,0,0,0,0,0,2,1
0,_005,_Audubon,_0010,183,43,0,0,0,0,0,1,10,1
0,_005,_Audubon Twp,_0015,229,100,1,1,0,3,0,6,19,6
0,_005,_Burlington Twp,_0020,602,199,4,0,1,7,0,8,32,6
0,_005,_Callaway,_0025,44,45,1,0,0,2,0,2,3,2
0,_005,_Callaway Twp,_0030,70,39,2,2,0,2,0,2,3,2
0,_005,_Carsonville Twp,_0035,70,39,0,2,0,3,0,1,7,1
0,_005,_Cormorant Twp,_0040,425,232,0,2,0,2,0,9,18,1
0,_005,_Cuba Twp,_0045,101,37,0,1,0,0,0,2,5,1
0,_005,_Detroit Twp P-1,_0050,427,212,1,1,1,2,0,1,20,5
0,_005,_Detroit Twp P-2,_0051,310,100,3,1,1,3,1,15,21,4
0,_005,_Detroit Twp P-3,_0052,0,0,0,0,0,0,0,0,0,0
0,_005,_Detroit Lakes W-1 P-1,_0055,796,412,5,5,1,13,1,18,51,14
0,_005,_Detroit Lakes W-2 P-1,_0065,785,595,5,6,3,19,2,18,53,14
0,_005,_Detroit Lakes W-3 P-1,_0075,1086,574,1,2,1,13,0,14,72,10
0,_005,_Eagle View Twp,_0082,34,40,0,0,0,2,0,0,4,0
0,_005,_Erie Twp,_0085,708,264,4,1,1,3,1,3,31,5
0,_005,_Evergreen Twp,_0090,97,29,3,1,0,1,0,2,6,1
0,_005,_Forest Twp,_0095,39,29,0,0,0,0,0,2,4,1
0,_005,_Frazee,_0100,364,129,3,5,1,4,0,3,23,6
0,_005,_Green Valley Twp,_0105,126,43,1,0,0,0,0,1,8,1
0,_005,_Hamden Twp,_0110,81,30,1,0,0,0,0,1,2,3
0,_005,_Height of Land Twp,_0115,257,96,1,0,1,4,0,3,5,0
0,_005,_Holmesville Twp,_0120,212,82,0,1,0,4,0,6,7,1
0,_005,_Lake Eunice Twp,_0125,591,312,3,3,0,0,0,7,37,5
0,_005,_Lake Park,_0130,190,131,0,1,0,2,0,3,16,7
0,_005,_Lake Park Twp,_0135,167,91,1,1,0,2,0,4,11,0
0,_005,_Lake View Twp,_0140,644,318,1,3,0,9,0,4,31,4
0,_005,_Maple Grove Twp,_0145,91,100,1,0,0,3,0,0,1,2
0,_005,_Ogema,_0150,24,20,1,0,0,2,0,1,1,1
0,_005,_Osage Twp,_0155,333,91,2,2,1,4,0,7,8,1
0,_005,_Pine Point Twp,_0160,30,41,0,0,0,1,0,1,0,4
0,_005,_Riceville Twp,_0165,32,13,0,0,0,2,0,2,3,0
0,_005,_Richwood Twp,_0170,222,106,1,1,0,1,0,3,7,1
0,_005,_Round Lake Twp,_0175,38,42,1,0,0,0,0,0,4,0
0,_005,_Runeberg Twp,_0180,194,44,0,1,0,2,0,2,6,2
0,_005,_Savannah Twp,_0185,62,36,1,1,0,1,0,1,2,1
0,_005,_Shell Lake Twp,_0190,117,52,0,0,0,3,0,2,8,2
0,_005,_Silver Leaf Twp,_0195,178,50,3,0,0,0,0,3,3,3
0,_005,_Spring Creek Twp,_0200,29,9,0,0,0,1,0,0,0,1
0,_005,_Spruce Grove Twp,_0205,135,36,0,1,0,1,0,1,5,1
0,_005,_Sugar Bush Twp,_0210,167,115,1,2,0,2,0,0,5,3
0,_005,_Toad Lake Twp,_0215,195,64,0,0,0,3,0,1,7,1
0,_005,_Two Inlets Twp,_0220,115,38,0,1,0,1,0,5,9,0
0,_005,_Walworth Twp,_0225,21,24,1,0,0,0,0,0,0,0
0,_005,_White Earth Twp,_0230,71,70,2,0,1,3,0,3,5,5
0,_005,_Wolf Lake,_0235,29,7,0,0,0,0,0,0,1,0
0,_005,_Wolf Lake Twp,_0240,113,17,0,0,0,0,0,3,4,1
0,_007,_Alaska Twp,_0005,50,57,0,1,0,1,0,0,6,1
0,_007,_Battle Twp,_0010,9,3,0,0,0,0,0,1,0,0
0,_007,_Bemidji Twp,_0015,834,520,4,0,0,26,2,57,55,16
0,_007,_Bemidji W-1,_0020,502,523,4,9,0,52,1,26,96,20
0,_007,_Bemidji W-2,_0025,466,493,2,5,2,27,1,21,30,14
0,_007,_Bemidji W-3 P-1,_0030,633,489,3,8,1,34,1,22,71,17
0,_007,_Bemidji W-3 P-2,_0032,111,77,0,0,0,6,0,4,5,2
0,_007,_Bemidji W-4,_0035,524,553,6,7,5,27,2,31,64,14
0,_007,_Bemidji W-5,_0040,676,658,3,7,1,33,0,41,59,21
0,_007,_Benville Twp,_0045,33,9,1,0,0,0,0,1,3,0
0,_007,_Birch Twp,_0050,34,23,0,0,0,0,0,2,2,0
0,_007,_Blackduck,_0055,194,69,2,3,0,4,0,3,9,2
0,_007,_Buzzle Twp,_0060,120,50,0,0,0,1,0,1,4,0
0,_007,_Cormant Twp,_0065,61,15,1,0,0,0,0,0,0,1
0,_007,_Durand Twp,_0070,71,27,0,0,0,1,0,2,4,1
0,_007,_Eckles Twp,_0075,469,213,1,2,0,17,0,11,26,5
0,_007,_Frohn Twp,_0080,466,328,1,1,0,8,0,19,36,7
0,_007,_Funkley,_0085,4,3,0,0,0,0,0,0,0,0
0,_007,_Grant Valley Twp,_0090,628,366,2,4,0,10,0,28,54,12
0,_007,_Hagali Twp,_0095,136,47,0,0,0,3,0,3,6,4
0,_007,_Hamre Twp,_0100,7,2,0,0,0,0,0,0,0,0
0,_007,_Hines Twp,_0105,279,87,1,0,0,5,0,6,16,2
0,_007,_Hornet Twp,_0110,78,24,0,0,0,3,0,1,2,1
0,_007,_Jones Twp,_0115,96,24,2,1,0,0,0,2,8,1
0,_007,_Kelliher,_0120,81,39,0,0,0,0,0,3,4,1
0,_007,_Kelliher Twp,_0125,40,18,0,0,0,0,0,0,4,1
0,_007,_Lammers Twp,_0130,200,63,1,0,0,1,0,8,13,4
0,_007,_Langor Twp,_0135,95,11,0,0,0,0,0,0,1,0
0,_007,_Lee Twp,_0140,16,4,0,0,0,0,0,0,0,0
0,_007,_Liberty Twp,_0145,237,118,1,4,0,10,0,11,14,3
0,_007,_Maple Ridge Twp,_0150,38,19,0,0,0,2,0,0,5,1
0,_007,_Minnie Twp,_0155,8,4,0,0,0,0,0,0,2,0
0,_007,_Moose Lake Twp,_0160,71,38,2,1,0,4,0,4,1,1
0,_007,_Nebish Twp,_0165,84,61,1,1,0,0,0,7,1,1
0,_007,_Northern Twp P-1,_0170,1314,757,6,1,0,33,1,49,79,38
0,_007,_Northern Twp P-2,_0172,0,0,0,0,0,0,0,0,0,0
0,_007,_O'Brien Twp,_0175,27,0,0,0,0,0,0,0,0,0
0,_007,_Ponemah Prec,_0180,2,289,0,6,1,8,2,3,3,6
0,_007,_Port Hope Twp,_0185,252,124,1,2,0,9,1,13,13,2
0,_007,_Quiring Twp,_0190,23,9,1,0,0,1,0,0,1,1
0,_007,_Red Lake Agency Prec,_0195,14,528,1,14,1,31,1,0,3,6
0,_007,_Redby Prec,_0200,12,407,2,7,1,19,0,2,4,5
0,_007,_Little Rock Prec,_0202,18,293,0,10,0,16,0,0,0,1
0,_007,_Roosevelt Twp,_0205,78,51,0,1,0,2,0,0,5,1
0,_007,_Shooks Twp,_0210,90,4,0,0,0,0,0,1,1,0
0,_007,_Shotley Twp,_0215,17,8,0,0,0,0,0,0,1,0
0,_007,_Solway,_0220,24,13,2,1,0,0,0,0,4,0
0,_007,_Spruce Grove Twp,_0225,20,13,0,0,0,0,0,3,1,1
0,_007,_Steenerson Twp,_0230,17,5,0,0,0,0,0,0,0,0
0,_007,_Sugar Bush Twp,_0235,42,42,0,0,0,4,0,4,2,1
0,_007,_Summit Twp,_0240,137,19,0,0,0,0,0,2,2,1
0,_007,_Taylor Twp,_0245,43,11,0,0,0,1,0,0,2,1
0,_007,_Ten Lake Twp,_0250,139,273,1,5,0,7,0,11,9,4
0,_007,_Tenstrike,_0255,65,25,0,1,0,0,0,0,1,0
0,_007,_Turtle Lake Twp,_0260,478,301,4,0,1,8,2,16,22,11
0,_007,_Turtle River,_0265,20,29,0,0,0,0,0,1,1,1
0,_007,_Turtle River Twp,_0270,404,319,7,3,0,3,0,18,14,9
0,_007,_Unorg Dist 1,_0275,10,6,0,0,0,0,0,0,0,0
0,_007,_Unorg Dist 2,_0280,10,5,0,0,0,0,0,0,0,0
0,_007,_Unorg Dist 3,_0285,49,40,1,0,0,1,0,1,1,3
0,_007,_Waskish Twp,_0290,39,24,2,0,0,1,0,2,3,1
0,_007,_Wilton,_0295,59,47,1,0,1,1,0,3,5,2
0,_007,_Woodrow Twp,_0300,29,11,0,1,0,0,0,0,2,0
0,_009,_Alberta Twp,_0005,329,68,1,1,0,2,1,5,12,2
0,_009,_Foley,_0010,814,289,2,3,0,18,0,19,37,7
0,_009,_Gilman,_0015,77,20,0,1,0,0,1,4,6,2
0,_009,_Gilmanton Twp,_0020,375,94,3,2,0,2,0,5,10,1
0,_009,_Glendorado Twp,_0025,352,76,1,2,0,7,1,8,14,0
0,_009,_Graham Twp,_0030,280,50,1,0,0,5,0,6,4,0
0,_009,_Granite Ledge Twp,_0035,343,58,0,1,0,1,0,8,9,4
0,_009,_Langola Twp,_0040,473,104,1,1,2,5,1,3,14,3
0,_009,_Mayhew Lake Twp,_0045,384,89,3,0,1,5,0,9,7,2
0,_009,_Maywood Twp,_0050,378,118,2,1,1,7,0,8,13,0
0,_009,_Minden Twp P-1,_0055,742,174,6,0,1,8,1,14,34,4
0,_009,_Minden Twp P-2,_0056,2,2,0,0,0,0,0,0,0,0
0,_009,_Rice,_0060,656,191,3,4,3,13,0,16,32,4
0,_009,_Royalton,_0067,0,1,0,0,0,0,0,0,1,0
0,_009,_Saint Cloud W-2 P-1,_0070,476,407,3,6,2,12,0,22,49,12
0,_009,_Saint Cloud W-2 P-3,_0080,423,439,3,6,0,32,1,13,44,14
0,_009,_Saint Cloud W-2 P-4,_0085,251,333,2,4,2,21,0,7,31,9
0,_009,_Saint George Twp,_0090,509,116,1,0,0,2,1,7,18,3
0,_009,_Sartell P-2,_0095,607,360,5,5,1,12,2,14,33,12
0,_009,_Sauk Rapids P-1,_0100,675,360,1,3,0,8,0,15,32,9
0,_009,_Sauk Rapids P-2,_0105,671,369,3,10,0,21,0,17,38,11
0,_009,_Sauk Rapids P-3,_0110,944,482,5,3,0,15,0,32,57,9
0,_009,_Sauk Rapids P-4,_0111,647,433,6,4,0,16,0,24,51,15
0,_009,_Sauk Rapids P-5,_0112,999,489,2,1,1,18,0,37,80,13
0,_009,_Sauk Rapids P-6,_0113,0,0,0,0,0,0,0,0,0,0
0,_009,_Sauk Rapids Twp,_0115,237,88,0,1,0,2,0,3,10,3
0,_009,_Watab Twp,_0120,1228,430,3,4,1,13,2,29,47,8
0,_011,_Akron Twp,_0005,42,45,0,1,0,2,0,4,5,0
0,_011,_Almond Twp,_0010,32,28,0,0,0,0,0,0,3,2
0,_011,_Artichoke Twp,_0015,22,27,0,0,0,1,0,5,1,0
0,_011,_Barry,_0020,3,7,0,0,0,0,0,0,0,0
0,_011,_Big Stone Twp,_0025,126,50,1,0,1,2,0,2,11,1
0,_011,_Browns Valley Twp,_0030,34,32,1,0,0,0,0,2,1,1
0,_011,_Beardsley,_0031,49,37,0,1,0,1,0,2,5,1
0,_011,_Clinton,_0035,99,75,0,1,0,2,0,1,6,0
0,_011,_Correll,_0040,10,6,0,0,0,0,0,0,0,1
0,_011,_Foster Twp,_0045,45,32,1,0,0,0,0,1,4,0
0,_011,_Graceville,_0050,195,117,2,0,0,2,0,12,8,3
0,_011,_Graceville Twp,_0055,34,14,1,0,0,2,0,1,3,1
0,_011,_Johnson,_0056,12,5,0,0,0,0,0,1,0,0
0,_011,_Malta Twp,_0060,24,9,1,0,0,1,0,0,0,3
0,_011,_Moonshine Twp,_0065,27,13,1,0,0,0,0,1,4,1
0,_011,_Odessa,_0070,29,17,0,1,0,1,0,0,2,0
0,_011,_Odessa Twp,_0075,57,13,0,1,0,1,0,4,2,1
0,_011,_Ortonville P-1,_0080,391,225,3,7,0,3,1,11,24,8
0,_011,_Ortonville P-2,_0085,226,100,3,0,0,1,0,4,11,1
0,_011,_Ortonville Twp,_0086,33,15,0,0,0,1,0,1,1,1
0,_011,_Otrey Twp,_0090,31,16,0,0,0,0,0,2,1,0
0,_011,_Prior Twp,_0095,67,33,0,0,0,0,0,4,2,0
0,_011,_Toqua Twp,_0100,20,5,0,0,0,0,0,1,0,0
