IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_LA_20161108_GEN_PRE_REP_TRUMP,USA_LA_20161108_GEN_PRE_DEM_CLINTON,USA_LA_20161108_GEN_PRE_LIB_JOHNSON,USA_LA_20161108_GEN_PRE_GRE_STEIN,USA_LA_20161108_GEN_PRE_COU_MCMULLIN,USA_LA_20161108_GEN_PRE_CON_CASTLE,USA_LA_20161108_GEN_PRE_OTH_OTHER,USA_LA_20161108_GEN_USS_REP_KENNEDY,USA_LA_20161108_GEN_USS_REP_BOUSTANY,USA_LA_20161108_GEN_USS_REP_FLEMING,USA_LA_20161108_GEN_USS_REP_MANESS,USA_LA_20161108_GEN_USS_REP_DUKE,USA_LA_20161108_GEN_USS_REP_CRAWFORD,USA_LA_20161108_GEN_USS_REP_CAO,USA_LA_20161108_GEN_USS_REP_MARSALA,USA_LA_20161108_GEN_USS_REP_PATEL,USA_LA_20161108_GEN_USS_DEM_CAMPBELL,USA_LA_20161108_GEN_USS_DEM_FAYARD,USA_LA_20161108_GEN_USS_DEM_EDWARDS,USA_LA_20161108_GEN_USS_DEM_LANDRIEU,USA_LA_20161108_GEN_USS_DEM_PELLERIN,USA_LA_20161108_GEN_USS_DEM_WILLIAMS,USA_LA_20161108_GEN_USS_DEM_MENDOZA,USA_LA_20161108_GEN_USS_LIB_CLEMENTS,USA_LA_20161108_GEN_USS_LIB_GILLAM,USA_LA_20161108_GEN_USS_OTH_LANG_JR,USA_LA_20161108_GEN_USS_OTH_TAYLOR_JR,USA_LA_20161108_GEN_USS_NPA_BILLIOT,USA_LA_20161108_GEN_USS_NPA_HEBERT,USA_LA_20161108_GEN_USS_NPA_MARONE,USA_LA_20161108_GEN_USS_NPA_WELLS,USA_LA_20161108_GEN_US1_REP_KENNEDY,USA_LA_20161108_GEN_US1_DEM_CAMPBELL
0,_001,_1-1,_1-1,920,99,14,7,3,1,0,207,485,32,102,44,9,7,1,3,49,30,4,4,0,1,0,11,0,0,0,14,8,0,0,390,67
0,_001,_1-2A,_1-2A,337,45,8,6,0,1,0,73,193,24,33,6,7,0,0,2,15,17,2,6,0,0,2,1,0,0,0,4,0,1,0,102,30
0,_001,_1-2B,_1-2B,197,125,3,1,1,0,0,34,135,13,17,6,6,4,0,0,34,32,6,6,0,5,0,3,0,0,0,2,2,3,1,164,18
0,_001,_1-3A,_1-3A,482,47,8,1,0,1,6,117,269,21,39,11,9,4,0,0,28,17,4,2,4,0,0,4,0,2,0,0,4,0,0,253,35
0,_001,_1-3B,_1-3B,275,127,4,4,3,0,3,58,198,7,17,5,2,3,0,0,45,38,4,4,0,3,0,0,2,0,0,5,2,0,0,88,54
0,_001,_1-4A,_1-4A,326,42,4,0,1,5,1,74,206,11,17,14,1,4,1,0,14,16,4,1,2,0,0,3,0,0,0,1,0,1,0,146,27
0,_001,_1-4B,_1-4B,344,92,7,1,0,0,3,75,244,13,28,11,6,5,0,0,23,13,1,3,3,4,2,1,0,0,1,2,4,1,0,180,28
0,_001,_1-5A,_1-5A,231,50,7,3,1,0,1,62,136,13,23,3,0,3,3,0,15,5,4,6,2,0,1,1,0,0,3,1,0,0,0,100,38
0,_001,_1-5B,_1-5B,114,172,3,1,0,1,0,31,87,1,10,5,1,0,1,0,61,36,11,6,3,2,0,1,0,0,1,6,0,0,0,45,76
0,_001,_1-6,_1-6,25,345,1,0,1,1,5,12,96,1,0,5,1,0,0,1,109,54,9,11,7,2,7,1,0,2,0,8,2,1,2,8,92
0,_001,_1-7,_1-7,64,318,1,3,4,3,0,15,94,7,8,6,4,1,0,1,100,56,19,17,3,5,1,1,2,0,0,15,2,0,0,41,100
0,_001,_1-8,_1-8,461,137,5,3,0,0,3,93,241,29,45,18,7,2,1,0,57,44,13,3,6,2,0,0,0,0,0,9,5,1,0,220,52
0,_001,_1-9,_1-9,549,42,6,5,3,0,0,167,284,36,31,15,2,1,0,0,20,21,2,1,2,0,0,1,2,0,0,4,1,3,0,269,29
0,_001,_2-1,_2-1,816,94,10,4,0,4,1,160,435,41,90,36,13,6,1,1,35,26,6,1,3,0,1,5,2,1,0,1,4,0,0,384,64
0,_001,_2-2,_2-2,642,35,6,1,4,0,3,178,321,24,71,35,2,1,3,0,10,18,1,0,2,0,1,1,1,1,0,5,8,0,0,362,37
0,_001,_2-3,_2-3,361,92,5,1,0,1,0,117,179,21,40,19,1,1,0,0,41,21,4,3,2,0,0,3,0,0,0,2,1,0,0,189,44
0,_001,_2-4,_2-4,471,24,5,1,0,1,1,112,271,15,55,15,6,4,0,0,8,7,0,0,3,0,0,1,0,0,0,2,3,0,1,203,15
0,_001,_2-5,_2-5,411,32,1,4,7,1,0,85,267,12,41,8,4,0,0,0,12,13,1,1,2,0,0,0,0,0,0,0,0,0,0,209,25
0,_001,_3-1,_3-1,535,176,14,3,0,5,3,149,302,28,51,25,7,1,1,0,64,54,9,7,3,0,0,4,1,0,0,6,7,0,0,233,92
0,_001,_3-2,_3-2,711,34,3,3,3,1,1,194,322,33,89,39,4,2,0,0,23,16,2,4,1,0,1,3,1,0,0,1,4,0,1,326,34
0,_001,_3-3A,_3-3A,696,136,10,4,0,3,2,154,428,25,71,25,6,2,1,1,47,25,7,16,1,1,5,0,1,0,0,4,11,1,1,306,59
0,_001,_3-3B,_3-3B,269,116,4,3,1,0,1,62,165,4,30,15,5,0,0,0,43,23,5,3,1,1,0,2,1,0,0,3,4,0,0,123,43
0,_001,_3-4,_3-4,60,424,3,3,1,0,4,19,98,5,5,5,2,0,0,0,113,133,35,14,3,4,4,2,0,1,1,10,0,4,0,29,199
0,_001,_3-5,_3-5,247,41,4,0,1,0,1,74,102,9,37,15,2,2,0,0,19,13,4,3,0,1,0,1,0,0,0,0,0,0,0,97,18
0,_001,_3-6,_3-6,284,76,3,0,0,1,0,62,136,9,43,16,5,1,3,0,39,21,7,3,0,0,0,1,0,1,0,1,0,0,0,119,48
0,_001,_3-7,_3-7,678,100,12,0,0,5,2,156,365,20,98,27,10,6,3,0,49,21,9,3,0,0,0,2,1,1,0,2,1,0,0,303,59
0,_001,_4-1,_4-1,497,52,3,4,0,0,0,88,261,24,49,23,7,2,5,0,32,24,0,11,0,0,1,0,0,0,0,0,1,0,0,237,39
0,_001,_4-2,_4-2,610,100,4,3,1,0,0,106,278,32,104,29,16,2,1,0,64,27,6,4,0,0,0,0,4,1,0,2,8,1,0,284,66
0,_001,_4-4,_4-4,895,67,4,3,1,0,5,195,471,25,130,26,18,4,4,0,20,36,6,9,1,1,0,1,3,1,0,0,8,0,0,449,50
0,_001,_4-5,_4-5,633,46,6,1,3,0,1,127,347,34,53,33,15,4,0,0,31,14,4,4,0,1,0,0,1,0,0,1,5,0,1,265,42
0,_001,_4-6,_4-6,523,35,4,2,0,1,1,113,273,17,84,18,6,5,0,0,19,16,1,0,0,0,0,0,0,0,0,2,3,0,1,280,37
0,_001,_5-1A,_5-1A,245,37,4,1,3,2,1,51,112,12,31,11,6,1,2,0,16,19,4,3,0,0,0,0,0,1,0,3,0,0,0,120,29
0,_001,_5-2A,_5-2A,279,49,4,1,0,1,2,40,183,11,24,16,4,4,0,0,20,12,4,1,0,1,0,1,1,0,0,1,0,0,0,125,23
0,_001,_5-3,_5-3,510,30,3,4,7,0,2,132,249,17,54,28,11,1,0,0,19,16,4,0,0,0,1,1,0,0,0,3,1,0,0,216,34
0,_001,_5-4,_5-4,357,39,1,5,0,2,0,79,215,3,29,16,5,2,0,0,12,17,1,0,0,0,0,2,0,0,2,0,1,1,0,174,34
0,_001,_5-5,_5-5,177,20,0,0,0,0,0,47,95,5,8,13,1,0,0,0,5,12,2,0,0,1,0,0,0,0,0,0,0,0,0,70,16
0,_001,_6-1,_6-1,210,484,8,1,1,0,2,43,228,7,24,7,4,1,0,1,151,99,19,23,4,13,1,6,3,1,0,6,4,0,0,92,150
0,_001,_6-10,_6-10,210,25,3,0,0,0,0,47,137,5,7,11,2,2,0,0,7,10,0,0,0,0,0,0,0,1,0,1,0,0,1,92,25
0,_001,_6-11,_6-11,7,441,1,1,0,0,1,11,77,1,0,0,1,4,0,1,159,113,27,21,3,6,4,1,0,3,0,15,1,1,0,6,203
0,_001,_6-12,_6-12,397,64,5,1,0,0,6,67,276,12,23,11,2,2,0,0,20,27,6,4,1,1,0,1,0,0,0,3,1,1,0,192,33
0,_001,_6-13,_6-13,214,13,4,1,0,1,0,36,127,16,28,5,1,0,2,0,9,4,0,1,0,0,4,0,0,0,0,2,1,0,0,92,13
0,_001,_6-14,_6-14,511,27,8,0,4,0,1,119,285,20,49,8,12,0,0,0,22,14,1,1,0,0,0,0,0,3,0,3,5,1,0,243,38
0,_001,_6-15,_6-15,184,11,1,1,1,0,0,36,121,11,6,3,4,0,0,0,5,2,1,1,4,0,0,1,0,0,0,0,1,0,0,81,9
0,_001,_6-16,_6-16,238,47,5,0,0,0,1,69,112,13,29,5,5,2,0,1,23,13,2,3,0,0,0,0,1,0,0,2,1,0,0,137,26
0,_001,_6-2,_6-2,271,51,5,2,1,1,1,39,182,23,16,6,4,2,0,0,16,21,4,1,0,0,0,0,1,0,0,1,7,0,0,152,26
0,_001,_6-3A,_6-3A,202,193,9,4,0,0,1,48,144,16,13,3,10,1,0,0,62,46,9,11,4,2,0,1,0,0,1,7,4,0,0,114,111
0,_001,_6-3B,_6-3B,174,17,1,0,0,0,1,39,104,17,17,2,4,0,0,0,4,1,0,0,0,0,3,0,0,0,0,1,1,0,0,122,18
0,_001,_6-4,_6-4,348,212,6,4,3,1,4,67,268,21,24,11,7,1,0,0,80,25,14,3,4,2,1,2,3,1,0,3,3,1,1,173,67
0,_001,_6-6,_6-6,1,221,0,1,0,0,0,5,36,0,0,1,0,0,0,0,93,45,16,7,1,1,1,2,0,0,0,7,0,0,0,1,97
0,_001,_6-7,_6-7,305,56,16,2,0,0,4,67,207,12,17,11,1,2,0,0,24,14,1,6,0,0,1,1,1,0,0,2,4,0,0,134,24
0,_001,_6-8,_6-8,391,95,3,0,0,0,0,59,273,13,34,5,5,0,2,0,26,21,13,3,1,0,1,2,0,0,0,6,7,1,0,147,48
0,_001,_6-9,_6-9,209,44,5,1,1,2,1,53,137,12,11,7,0,2,0,0,12,18,0,1,0,0,0,0,0,0,1,0,1,0,0,85,16
0,_001,_7-2,_7-2,482,64,3,0,1,1,1,105,248,15,77,14,5,0,0,0,19,31,2,4,1,1,0,0,0,0,1,2,3,0,0,206,43
0,_001,_7-3,_7-3,902,46,9,0,4,1,0,236,376,88,120,33,7,7,5,0,28,14,2,3,1,2,0,2,3,0,1,3,4,0,0,384,25
0,_001,_7-4,_7-4,674,31,5,1,9,2,1,154,302,58,107,32,8,2,0,0,23,7,1,4,0,0,0,1,0,0,0,1,1,0,1,325,28
0,_003,_1-1,_1-1,111,69,5,4,2,0,0,20,58,13,6,12,3,0,0,0,31,12,10,7,0,2,0,1,2,0,0,0,2,0,0,56,30
0,_003,_1-2,_1-2,114,30,2,0,0,2,0,23,58,11,2,6,1,1,0,0,19,11,5,3,1,1,0,0,0,0,0,3,0,0,0,55,24
0,_003,_1-3,_1-3,113,61,2,0,0,0,0,26,43,19,4,9,2,0,0,0,36,9,1,4,0,1,0,3,1,0,0,2,1,0,0,48,22
0,_003,_1-4,_1-4,12,207,5,1,0,0,2,4,20,0,1,1,1,2,0,2,85,50,4,16,4,5,1,0,1,0,0,2,1,3,0,8,104
0,_003,_1-5,_1-5,42,43,1,0,0,0,0,14,29,2,4,1,1,0,0,0,12,9,7,5,1,1,0,0,0,0,0,1,3,0,0,22,22
0,_003,_1-6,_1-6,209,64,5,3,4,2,5,45,88,23,7,20,7,1,0,0,36,11,6,10,0,0,0,0,1,0,0,9,4,2,1,81,15
0,_003,_2-1,_2-1,203,84,4,5,3,0,5,41,109,32,9,5,5,1,2,0,34,31,6,8,0,0,3,1,0,0,0,0,1,0,0,60,27
0,_003,_2-2,_2-2,419,34,4,3,4,5,3,48,195,132,25,17,4,1,1,0,18,13,0,4,3,0,0,5,0,0,0,1,0,0,0,135,38
0,_003,_2-2-A,_2-2-A,132,61,0,3,2,0,0,24,61,34,7,7,1,1,0,2,28,17,2,3,0,0,0,1,0,0,0,2,0,0,0,41,20
0,_003,_2-3,_2-3,311,21,5,0,0,2,2,49,146,63,29,15,2,6,0,0,10,4,1,4,0,0,1,0,1,0,0,1,0,0,0,143,5
0,_003,_2-4-C,_2-4-C,351,84,7,3,2,0,2,49,148,83,25,18,2,4,0,2,43,18,11,1,3,1,0,6,1,2,0,9,0,0,1,95,28
0,_003,_2-4-O,_2-4-O,351,156,6,3,0,2,0,57,139,128,15,8,8,2,1,0,70,30,7,15,3,1,0,1,0,2,0,3,0,1,0,134,50
0,_003,_2-5,_2-5,7,103,0,1,0,0,0,2,9,1,0,0,2,1,0,0,52,18,8,7,0,1,1,1,0,0,0,0,1,0,0,1,43
0,_003,_2-6,_2-6,254,37,4,4,1,0,3,33,106,85,18,7,1,1,0,2,26,4,4,3,0,1,0,0,1,0,1,0,1,0,1,89,22
0,_003,_3-1,_3-1,280,21,2,2,1,2,3,43,112,63,19,25,7,0,1,0,12,8,1,4,0,1,0,3,0,0,0,1,0,0,0,105,28
0,_003,_3-2,_3-2,595,60,5,2,6,2,0,92,279,86,59,35,17,2,1,0,35,17,8,8,0,0,1,2,1,0,0,5,1,0,0,186,52
0,_003,_4-2,_4-2,322,7,1,0,4,2,2,62,139,69,15,16,8,2,0,1,5,2,1,3,0,1,0,1,0,0,0,2,1,1,0,131,13
0,_003,_4-3,_4-3,344,29,5,2,6,0,2,69,133,43,25,40,11,1,3,0,22,7,8,1,0,0,0,1,2,0,1,2,1,0,0,100,19
0,_003,_5-10,_5-10,472,29,3,0,1,0,1,104,149,111,28,29,18,1,0,0,26,11,3,5,1,1,0,2,1,0,0,2,0,1,0,202,44
0,_003,_5-12,_5-12,22,58,3,1,0,0,1,9,4,10,0,0,2,0,0,0,28,11,2,3,0,0,1,2,0,2,1,1,0,0,0,6,17
0,_003,_5-13,_5-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_003,_5-2,_5-2,526,24,11,1,4,3,0,113,163,112,37,34,22,4,9,0,17,7,2,5,0,1,0,4,1,0,0,8,1,1,0,144,14
0,_003,_5-3,_5-3,293,29,0,2,1,0,2,62,107,51,7,17,9,5,0,0,23,11,8,3,3,0,0,0,1,0,0,4,1,0,0,84,14
0,_003,_5-4-C,_5-4-C,438,105,4,1,3,0,3,97,165,68,21,25,18,1,2,0,55,31,7,15,0,0,1,1,0,0,0,7,1,3,1,162,48
0,_003,_5-4-O,_5-4-O,333,28,4,1,1,0,1,69,127,39,19,33,9,5,0,0,34,8,1,0,1,1,0,5,1,0,0,3,4,1,0,118,18
0,_003,_5-5,_5-5,206,10,0,2,0,0,0,41,51,55,2,20,3,0,0,0,10,4,2,7,0,0,1,2,0,0,0,2,7,1,0,70,12
0,_003,_5-7,_5-7,42,441,3,0,0,3,3,15,22,6,2,6,2,2,0,0,134,169,34,28,7,5,4,2,5,0,0,3,4,6,0,20,118
0,_003,_5-8A,_5-8A,30,20,1,0,0,0,0,5,10,9,5,1,2,1,0,0,4,7,2,3,0,0,0,1,0,0,0,0,0,0,0,15,11
0,_003,_5-9,_5-9,335,191,10,6,0,1,9,82,148,57,11,27,9,5,0,0,76,38,22,31,3,3,0,4,1,0,0,8,4,1,0,113,73
0,_005,_1,_1,1090,311,32,7,7,4,7,553,232,162,100,28,24,15,0,2,122,125,13,13,0,0,0,15,2,0,0,3,2,2,3,533,149
0,_005,_10,_10,1096,210,36,12,13,3,0,543,223,138,96,29,38,17,0,2,86,93,14,9,2,0,2,16,6,0,0,9,5,5,0,478,98
0,_005,_11,_11,1120,423,33,12,11,0,7,539,218,132,91,46,45,17,5,2,172,154,37,29,1,5,5,12,4,2,0,22,6,4,0,376,158
0,_005,_12,_12,981,205,39,11,5,7,4,474,143,126,85,66,27,16,1,0,98,98,13,15,4,2,2,11,4,2,0,12,8,1,2,347,101
0,_005,_13,_13,953,185,30,4,0,3,6,444,158,122,72,57,37,8,7,2,66,100,9,15,3,2,3,9,1,2,0,12,13,2,0,323,54
0,_005,_14,_14,680,88,14,6,0,2,6,315,136,79,44,31,23,5,0,0,42,42,15,7,3,0,3,5,3,0,2,7,9,1,0,197,35
0,_005,_15,_15,862,130,16,7,4,0,0,425,129,104,60,49,17,8,0,2,75,78,7,7,3,0,1,7,4,2,0,5,10,2,0,326,53
0,_005,_16,_16,936,265,45,11,9,2,7,464,243,112,91,26,21,8,9,0,90,131,13,14,1,3,5,10,0,0,2,6,4,0,2,442,135
0,_005,_17,_17,736,492,27,4,4,2,0,325,187,98,61,36,19,13,5,2,195,180,22,45,4,4,3,9,1,2,0,15,5,1,0,289,155
0,_005,_18,_18,1045,211,32,4,12,0,6,474,186,130,81,39,31,22,5,3,110,108,22,7,1,2,3,20,6,0,0,9,9,2,0,342,80
0,_005,_2,_2,1411,231,47,9,20,0,9,723,287,207,110,38,38,22,4,5,101,93,19,10,4,4,2,9,2,0,0,9,9,2,0,577,93
0,_005,_20,_20,643,180,24,10,4,0,2,374,108,73,37,20,13,5,4,0,81,68,19,17,3,2,0,6,1,0,0,9,11,4,0,285,69
0,_005,_21,_21,432,99,4,1,0,0,4,215,67,47,46,13,10,0,3,0,39,45,5,7,4,2,0,5,4,2,0,4,0,2,0,142,37
0,_005,_22,_22,484,71,16,1,1,0,2,255,52,49,42,24,21,5,3,0,48,41,0,3,0,4,3,5,0,0,0,4,0,0,0,149,25
0,_005,_23,_23,268,100,1,1,7,2,3,138,44,27,16,16,9,4,1,0,51,37,5,2,3,2,5,2,0,0,0,2,1,1,0,138,30
0,_005,_24,_24,246,77,12,2,1,0,3,135,42,33,11,10,6,2,3,0,26,35,5,3,1,0,1,5,0,0,0,1,3,0,0,94,19
0,_005,_25,_25,725,124,17,6,4,4,10,375,106,73,62,36,15,9,4,2,66,76,4,10,1,0,1,9,1,0,0,11,1,2,0,261,42
0,_005,_26,_26,1384,228,32,9,1,0,4,684,187,154,107,79,43,11,0,2,132,83,16,29,3,4,0,8,1,0,0,19,11,6,2,374,94
0,_005,_27,_27,932,119,27,10,3,0,2,508,119,73,87,45,31,10,4,0,65,59,12,7,0,0,1,7,1,2,0,13,1,4,0,326,30
0,_005,_28,_28,214,257,10,4,1,0,6,112,41,18,10,10,8,8,3,1,105,71,12,26,1,6,3,10,0,2,0,8,0,7,2,102,92
0,_005,_3,_3,964,217,18,14,12,3,2,449,199,115,66,47,40,12,3,8,110,93,14,16,0,0,0,13,1,0,2,10,6,1,0,342,97
0,_005,_30,_30,121,291,5,2,1,1,6,71,17,17,11,10,6,4,0,0,112,80,22,17,3,2,1,5,0,3,5,5,5,4,0,53,113
0,_005,_31,_31,300,357,11,8,8,1,1,139,67,29,39,19,13,6,1,0,153,98,12,17,1,3,0,9,0,2,0,11,3,1,0,170,162
0,_005,_32,_32,450,374,16,7,3,3,3,210,104,61,35,24,7,5,1,0,181,109,24,19,1,3,5,9,3,1,0,10,3,1,0,241,226
0,_005,_33,_33,1028,132,33,8,4,0,1,527,155,95,99,45,34,9,4,1,66,63,12,9,1,2,0,8,6,0,0,8,9,2,0,291,45
0,_005,_34,_34,572,217,10,2,0,3,4,239,106,47,49,34,24,10,4,1,106,72,18,15,0,3,5,6,0,1,0,4,5,1,2,158,85
0,_005,_35,_35,781,108,16,4,1,0,3,381,114,69,52,53,27,8,3,1,52,55,9,10,1,0,1,8,0,0,0,6,6,4,2,253,26
0,_005,_36,_36,195,672,18,8,1,1,6,135,47,30,15,12,8,2,0,0,278,158,49,48,10,0,5,4,1,1,3,13,6,5,0,74,242
0,_005,_37,_37,186,1159,30,9,3,1,13,132,48,26,11,15,12,3,0,0,532,298,71,105,7,8,3,10,2,0,0,18,7,2,0,77,581
0,_005,_39,_39,130,194,2,0,0,0,1,71,20,18,11,9,1,4,0,0,106,38,5,10,0,0,0,0,0,0,0,5,0,2,0,62,88
0,_005,_4,_4,685,200,18,3,3,2,2,313,127,78,56,42,19,10,3,0,86,78,9,16,3,6,3,7,4,0,0,2,5,5,0,200,61
0,_005,_40,_40,1315,660,41,13,15,0,5,630,308,188,128,35,35,16,7,2,268,225,50,45,4,1,1,16,0,0,0,12,1,1,0,673,358
0,_005,_41,_41,585,86,16,6,3,0,1,298,105,57,53,25,6,7,0,0,54,55,1,5,1,0,3,7,1,1,0,1,0,0,0,167,25
0,_005,_42,_42,121,224,6,2,1,0,0,51,24,12,23,13,8,5,0,0,87,64,20,14,1,7,1,4,0,0,2,1,0,0,0,49,89
0,_005,_43,_43,640,91,22,7,4,3,3,323,110,60,47,35,17,9,1,0,64,42,4,7,1,0,0,10,3,1,0,1,4,1,0,237,32
0,_005,_44,_44,119,583,2,0,0,0,3,72,48,8,9,9,6,1,1,0,266,128,32,28,1,3,5,5,0,0,3,8,0,0,0,50,250
0,_005,_45,_45,26,174,0,0,0,0,0,25,5,3,0,0,0,0,0,0,77,48,8,7,0,0,0,1,1,0,2,4,0,0,0,25,64
0,_005,_47,_47,53,830,1,5,0,6,3,61,10,7,0,7,2,5,0,1,318,187,49,64,3,7,3,6,0,5,5,19,4,1,1,28,252
0,_005,_48,_48,156,95,4,0,1,0,0,88,23,16,14,10,0,1,0,0,42,30,8,10,0,0,0,2,0,0,0,2,0,0,0,95,40
0,_005,_5,_5,745,246,27,8,4,0,6,351,122,79,73,35,31,8,4,2,117,119,15,12,3,0,3,7,1,0,0,7,9,2,0,222,90
0,_005,_50,_50,164,110,5,0,1,0,1,76,33,10,14,8,3,1,0,0,55,50,3,10,0,1,0,2,0,0,0,4,0,1,0,68,40
0,_005,_51,_51,31,514,1,2,1,1,1,24,11,7,1,9,7,1,0,0,191,126,51,41,1,10,3,2,3,0,0,8,3,5,0,6,147
0,_005,_52,_52,149,76,4,2,0,0,0,90,15,14,16,6,3,0,0,0,30,25,1,3,6,0,0,2,0,0,0,4,0,0,0,89,28
0,_005,_53,_53,218,194,5,1,1,0,1,120,18,29,9,15,5,2,0,0,70,82,26,14,0,1,0,4,4,0,0,5,4,0,0,106,72
0,_005,_54,_54,163,314,2,1,1,0,6,84,30,22,13,7,3,1,1,0,134,86,20,29,1,7,0,2,0,1,0,7,1,1,0,79,166
0,_005,_55,_55,54,350,1,6,1,0,0,32,4,10,0,1,0,1,1,1,156,68,35,26,1,1,3,2,1,3,0,4,3,0,0,30,174
0,_005,_56,_56,8,102,0,0,0,0,1,5,1,0,0,2,0,0,0,0,30,23,11,9,1,0,0,0,1,0,3,2,0,0,0,4,33
0,_005,_57,_57,19,238,0,1,1,0,0,15,3,4,3,0,0,1,0,0,113,50,15,19,3,0,0,1,1,0,1,5,0,2,0,6,125
0,_005,_58,_58,442,236,18,5,1,1,3,232,87,38,33,22,14,10,3,0,98,78,15,17,0,4,1,7,1,0,0,2,4,1,0,175,82
0,_005,_6,_6,1890,691,67,10,14,7,14,974,426,232,139,59,41,33,6,7,301,228,40,41,6,5,7,17,7,2,2,10,20,12,2,854,286
0,_005,_60,_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_005,_7,_7,1284,490,75,10,17,6,4,632,347,203,70,25,28,25,8,5,197,207,21,14,7,3,5,19,4,2,2,7,2,5,0,585,193
0,_005,_70,_70,64,23,1,0,0,0,0,25,17,5,1,9,1,1,0,0,8,11,3,0,0,0,0,0,0,0,0,0,2,0,0,20,2
0,_005,_71,_71,1061,509,30,9,14,3,1,485,220,157,88,30,30,22,8,4,244,169,36,22,9,2,4,2,4,0,0,4,8,0,0,357,225
0,_005,_72,_72,492,181,27,6,5,1,0,238,98,53,30,22,21,3,5,0,71,85,11,19,0,1,1,6,6,0,0,4,6,4,3,179,64
0,_005,_73,_73,253,30,2,1,4,0,0,136,36,20,24,13,3,3,0,0,23,14,1,7,1,0,0,1,0,0,0,0,2,0,0,106,14
0,_005,_74,_74,0,139,0,0,0,0,0,3,0,0,0,0,1,0,0,0,48,46,5,19,0,0,0,1,0,0,1,0,1,0,0,4,59
0,_005,_75,_75,53,59,2,2,0,0,3,24,11,10,1,7,3,0,0,0,19,18,8,5,0,0,0,0,0,0,0,1,2,1,0,34,31
0,_005,_76,_76,1021,178,29,6,3,6,0,461,209,108,75,47,26,16,1,3,102,83,9,21,3,1,3,9,1,0,0,8,4,1,5,272,72
0,_005,_77,_77,518,185,24,8,5,0,4,252,130,83,46,19,6,8,5,1,75,65,16,10,6,0,1,10,3,0,0,5,0,4,0,239,78
0,_005,_78,_78,717,206,27,1,5,0,1,325,205,89,47,21,15,10,1,0,90,78,7,9,1,4,0,10,3,0,0,5,5,1,0,269,94
0,_005,_8,_8,1129,323,42,9,8,2,4,571,226,163,67,27,27,20,6,5,139,141,14,6,6,2,2,17,3,2,0,2,8,2,0,477,113
0,_005,_9,_9,1003,412,32,7,10,3,10,523,201,131,111,29,21,7,4,3,153,158,32,24,4,0,6,13,8,3,0,11,5,0,0,423,213
0,_007,_1-1,_1-1,53,386,1,4,3,2,2,29,11,8,1,8,0,0,0,1,116,178,21,19,3,5,1,1,3,0,0,4,0,1,0,22,160
0,_007,_1-2,_1-2,364,482,13,5,3,4,3,159,83,31,24,24,10,11,0,1,232,141,47,34,5,2,1,2,2,0,0,9,1,0,0,149,212
0,_007,_2-1,_2-1,298,55,4,3,0,2,3,159,71,31,21,9,3,2,0,0,22,14,4,3,2,0,0,1,0,0,0,1,0,0,0,122,15
0,_007,_2-2,_2-2,65,12,0,0,0,0,0,32,7,1,6,4,0,5,0,0,6,9,1,2,0,0,0,0,0,0,0,1,0,0,0,29,4
0,_007,_2-3,_2-3,376,153,9,4,3,0,1,213,54,32,25,22,6,5,1,0,67,58,7,3,0,2,1,4,2,3,1,9,1,0,0,171,59
0,_007,_2-4,_2-4,193,32,7,0,0,1,0,116,25,10,18,10,3,1,0,0,17,16,3,3,1,0,0,0,0,0,0,2,1,0,0,79,13
0,_007,_2-5,_2-5,73,18,2,0,2,0,0,42,9,0,5,8,4,3,0,0,5,5,0,0,0,0,1,2,2,0,0,1,0,0,0,46,9
0,_007,_3-1,_3-1,172,35,4,0,0,0,0,87,21,16,21,13,4,0,0,0,9,24,1,1,0,0,1,2,0,0,0,1,0,1,0,78,9
0,_007,_3-2,_3-2,677,61,18,0,0,3,5,257,140,67,65,55,25,3,1,1,24,37,10,10,1,0,0,5,0,1,0,7,10,1,1,255,29
0,_007,_4-1,_4-1,103,144,4,3,0,0,3,59,8,7,6,19,6,0,1,0,62,36,10,6,0,3,0,1,2,1,0,1,0,0,0,46,52
0,_007,_4-2,_4-2,152,489,3,3,0,1,3,73,30,18,12,21,11,7,1,0,235,101,23,9,1,1,1,7,1,0,4,9,3,0,0,59,190
0,_007,_4-3,_4-3,136,112,3,1,0,0,4,76,17,10,7,12,2,0,0,0,42,22,11,7,1,0,1,1,0,0,0,3,0,2,0,64,33
0,_007,_5-1,_5-1,45,265,0,1,1,1,4,28,5,8,0,0,1,0,0,0,117,70,21,6,0,4,1,0,0,0,0,8,1,1,0,17,128
0,_007,_5-2,_5-2,350,169,9,0,4,3,0,192,65,24,32,20,12,5,0,0,84,30,14,3,0,3,0,4,0,0,0,7,0,4,0,158,88
0,_007,_5-3,_5-3,205,45,0,1,0,0,0,93,24,20,5,24,10,2,0,0,29,12,5,3,0,0,1,1,0,0,0,3,3,1,0,69,17
0,_007,_5-5,_5-5,20,3,0,0,0,0,1,11,2,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
