IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20201103_GEN_PRE_DEM_BIDEN,USA_CA_20201103_GEN_PRE_REP_TRUMP,USA_CA_20201103_GEN_PRE_LIB_JORGENSEN,USA_CA_20201103_GEN_PRE_GRE_HAWKINS,USA_CA_20201103_GEN_PRE_AIP_FUENTE,USA_CA_20201103_GEN_PRE_PFP_RIVA
0,_Merced,_409,_6047409,140,119,1,1,1,3
0,_Merced,_410,_6047410,248,246,7,4,8,2
0,_Merced,_411,_6047411,796,345,9,4,5,13
0,_Merced,_412,_6047412,848,447,13,7,15,4
0,_Merced,_413,_6047413,131,106,0,0,0,3
0,_Merced,_414,_6047414,70,59,1,2,0,1
0,_Merced,_415,_6047415,9,8,0,0,0,0
0,_Merced,_416,_6047416,73,64,3,0,0,2
0,_Merced,_417,_6047417,5,13,0,0,0,0
0,_Merced,_418,_6047418,41,65,0,0,1,0
0,_Merced,_419,_6047419,140,278,6,1,1,0
0,_Merced,_420,_6047420,21,48,0,0,0,0
0,_Merced,_421,_6047421,25,31,0,0,1,0
0,_Merced,_422,_6047422,271,292,12,2,2,4
0,_Merced,_423,_6047423,212,274,5,1,3,2
0,_Merced,_424,_6047424,275,230,3,3,0,2
0,_Merced,_425,_6047425,53,53,2,0,0,1
0,_Merced,_426,_6047426,98,75,0,0,1,0
0,_Merced,_427,_6047427,58,46,2,2,0,0
0,_Merced,_428,_6047428,26,22,0,1,0,0
0,_Merced,_429,_6047429,75,203,5,1,0,0
0,_Merced,_430,_6047430,365,941,13,7,3,2
0,_Merced,_431,_6047431,93,341,6,0,1,0
0,_Merced,_432,_6047432,226,822,11,4,4,0
0,_Merced,_433,_6047433,136,453,4,1,0,1
0,_Merced,_434,_6047434,68,119,7,0,0,1
0,_Merced,_435,_6047435,10,13,0,1,0,0
0,_Merced,_436,_6047436,7,2,0,0,0,0
0,_Merced,_437,_6047437,0,0,0,0,0,0
0,_Merced,_438,_6047438,3,1,0,0,0,0
0,_Merced,_439,_6047439,45,64,2,0,1,0
0,_Merced,_440,_6047440,0,0,0,0,0,0
0,_Merced,_441,_6047441,1,3,0,0,0,0
0,_Merced,_442,_6047442,0,0,0,0,0,0
0,_Merced,_443,_6047443,5,3,0,2,0,0
0,_Merced,_444,_6047444,48,40,4,0,0,0
0,_Merced,_445,_6047445,55,58,2,0,2,1
0,_Merced,_446,_6047446,97,193,4,0,0,1
0,_Merced,_447,_6047447,194,413,4,2,2,3
0,_Merced,_448,_6047448,27,32,0,0,1,0
0,_Merced,_449,_6047449,31,73,0,0,0,0
0,_Merced,_450,_6047450,11,24,0,0,0,0
0,_Merced,_451,_6047451,64,146,2,0,0,0
0,_Merced,_452,_6047452,21,69,1,1,0,0
0,_Merced,_453,_6047453,62,251,2,1,1,1
0,_Merced,_454,_6047454,41,71,1,0,0,1
0,_Merced,_455,_6047455,26,44,1,0,0,0
0,_Merced,_456,_6047456,11,9,1,0,0,0
0,_Merced,_457,_6047457,388,299,6,0,7,4
0,_Merced,_458,_6047458,594,293,10,3,2,3
0,_Merced,_459,_6047459,481,253,2,2,1,10
0,_Merced,_501,_6047501,170,322,2,1,5,0
0,_Merced,_502,_6047502,25,25,0,0,0,0
0,_Merced,_503,_6047503,4,0,0,0,0,0
0,_Merced,_504,_6047504,4,6,0,0,0,0
0,_Merced,_505,_6047505,466,364,2,7,0,8
0,_Merced,_506,_6047506,430,471,6,3,4,0
0,_Merced,_507,_6047507,64,100,0,3,0,2
0,_Merced,_508,_6047508,15,24,1,0,0,0
0,_Merced,_509,_6047509,0,0,0,0,0,0
0,_Merced,_510,_6047510,356,263,8,2,3,2
0,_Merced,_511,_6047511,522,343,9,2,6,7
0,_Merced,_512,_6047512,427,394,9,1,1,5
0,_Merced,_513,_6047513,362,408,9,4,4,3
0,_Merced,_514,_6047514,575,278,5,4,3,3
0,_Merced,_515,_6047515,236,178,3,3,2,2
0,_Merced,_516,_6047516,707,453,14,3,6,2
0,_Merced,_517,_6047517,147,363,5,1,2,1
0,_Merced,_518,_6047518,802,422,13,7,5,2
0,_Merced,_519,_6047519,629,292,6,6,3,7
0,_Merced,_520,_6047520,734,271,16,2,8,4
0,_Merced,_521,_6047521,965,340,13,7,7,8
0,_Merced,_522,_6047522,461,377,8,1,7,1
0,_Merced,_523,_6047523,543,220,6,1,2,1
0,_Merced,_524,_6047524,315,140,1,3,2,2
0,_Merced,_525,_6047525,283,68,3,1,3,3
0,_Merced,_526,_6047526,184,83,4,2,2,0
0,_Merced,_527,_6047527,119,50,0,2,0,1
0,_Merced,_528,_6047528,84,66,2,0,1,0
0,_Merced,_529,_6047529,75,25,2,1,0,1
0,_Merced,_530,_6047530,0,0,0,0,0,0
0,_Merced,_531,_6047531,225,65,2,1,2,0
0,_Merced,_532,_6047532,48,88,1,0,1,0
0,_Merced,_533,_6047533,2,6,0,0,0,0
0,_Merced,_534,_6047534,1,0,0,0,0,0
0,_Merced,_535,_6047535,99,213,5,5,2,1
0,_Merced,_536,_6047536,62,137,1,0,0,0
0,_Merced,_537,_6047537,0,0,0,0,0,0
0,_Merced,_538,_6047538,1,1,0,0,0,0
0,_Merced,_539,_6047539,6,4,0,0,0,0
0,_Merced,_540,_6047540,0,0,0,0,0,0
0,_Merced,_541,_6047541,0,12,1,0,0,0
0,_Merced,_542,_6047542,342,210,8,1,3,3
0,_Merced,_543,_6047543,72,113,0,0,0,0
0,_Merced,_544,_6047544,0,14,0,0,0,0
0,_Merced,_545,_6047545,5,6,0,0,0,0
0,_Merced,_546,_6047546,0,0,0,0,0,0
0,_Merced,_547,_6047547,0,0,0,0,0,0
0,_Merced,_548,_6047548,0,0,0,0,0,0
0,_Merced,_549,_6047549,114,314,3,2,1,1
0,_Merced,_550,_6047550,119,87,3,0,1,3
0,_Modoc,_100,_6049100,43,101,0,1,1,0
0,_Modoc,_140,_6049140,23,58,0,0,1,0
0,_Modoc,_160,_6049160,13,53,1,0,0,0
0,_Modoc,_180,_6049180,89,358,2,0,2,0
0,_Modoc,_20,_6049020,39,52,2,0,0,0
0,_Modoc,_200,_6049200,34,110,2,0,2,0
0,_Modoc,_260,_6049260,140,290,5,1,1,4
0,_Modoc,_280,_6049280,71,195,4,1,2,2
0,_Modoc,_320,_6049320,118,183,4,2,2,0
0,_Modoc,_360,_6049360,32,113,0,0,0,0
0,_Modoc,_380,_6049380,22,73,0,0,0,0
0,_Modoc,_40,_6049040,30,79,0,0,0,0
0,_Modoc,_400,_6049400,53,255,0,1,1,0
0,_Modoc,_410,_6049410,89,192,5,3,0,2
0,_Modoc,_420,_6049420,42,118,4,0,1,0
0,_Modoc,_440,_6049440,36,145,0,2,0,0
0,_Modoc,_460,_6049460,40,154,0,0,0,1
0,_Modoc,_480,_6049480,18,38,2,0,0,1
0,_Modoc,_500,_6049500,77,252,3,2,0,0
0,_Modoc,_60,_6049060,126,238,2,2,0,2
0,_Modoc,_80,_6049080,15,52,3,0,0,0
0,_Mono,_1,_605101,210,301,19,1,0,1
0,_Mono,_10,_605110,443,180,4,3,1,3
0,_Mono,_11,_605111,198,73,4,1,0,0
0,_Mono,_12,_605112,619,236,9,5,8,2
0,_Mono,_13,_605113,381,150,12,5,1,1
0,_Mono,_3,_605103,149,223,6,2,3,1
0,_Mono,_4,_605104,234,394,13,4,2,0
0,_Mono,_5,_605105,223,153,6,3,3,0
0,_Mono,_6,_605106,179,76,7,2,2,2
0,_Mono,_7,_605107,470,305,17,4,1,6
0,_Mono,_8,_605108,320,125,18,4,1,0
0,_Mono,_9,_605109,587,297,11,8,3,2
0,_Monterey,_1001,_60531001,798,124,8,0,2,7
0,_Monterey,_1002,_60531002,902,225,7,4,6,5
0,_Monterey,_1003,_60531003,674,96,3,2,8,2
0,_Monterey,_1004,_60531004,426,82,5,2,1,2
0,_Monterey,_1005,_60531005,513,98,6,4,0,4
0,_Monterey,_1006,_60531006,964,172,5,4,5,6
0,_Monterey,_1007,_60531007,573,195,9,7,4,0
0,_Monterey,_1008,_60531008,735,232,12,7,5,8
0,_Monterey,_1009,_60531009,739,321,13,3,6,4
0,_Monterey,_1010,_60531010,467,104,4,2,1,3
0,_Monterey,_1011,_60531011,580,164,6,2,1,4
0,_Monterey,_1012,_60531012,1121,216,13,1,3,7
0,_Monterey,_1013,_60531013,811,207,5,5,3,8
0,_Monterey,_1014,_60531014,578,212,4,3,2,2
0,_Monterey,_1015,_60531015,431,217,2,4,6,2
0,_Monterey,_1016,_60531016,778,257,13,8,2,4
0,_Monterey,_1017,_60531017,469,125,7,1,5,2
0,_Monterey,_1018,_60531018,747,244,6,9,4,10
0,_Monterey,_1019,_60531019,440,152,5,0,0,3
0,_Monterey,_1020,_60531020,331,131,4,1,1,0
0,_Monterey,_1021,_60531021,500,233,7,5,1,4
0,_Monterey,_1022,_60531022,626,227,11,5,6,3
0,_Monterey,_2023,_60532023,371,62,1,0,0,3
0,_Monterey,_2024,_60532024,779,198,4,2,4,4
0,_Monterey,_2025,_60532025,831,271,17,7,4,3
0,_Monterey,_2026,_60532026,951,553,25,12,1,3
0,_Monterey,_2027,_60532027,860,337,14,3,6,2
0,_Monterey,_2028,_60532028,1061,633,26,8,5,3
0,_Monterey,_2029,_60532029,1085,228,10,5,7,5
0,_Monterey,_2030,_60532030,312,78,2,0,0,2
0,_Monterey,_2031,_60532031,848,424,23,4,6,3
0,_Monterey,_2032,_60532032,630,509,18,10,9,2
0,_Monterey,_2033,_60532033,752,673,10,3,3,3
0,_Monterey,_2034,_60532034,890,561,18,5,7,5
0,_Monterey,_2035,_60532035,448,326,1,5,3,2
0,_Monterey,_2036,_60532036,642,358,11,1,2,1
0,_Monterey,_2037,_60532037,425,114,8,3,1,2
0,_Monterey,_2038,_60532038,649,227,6,3,6,2
0,_Monterey,_2039,_60532039,944,227,7,5,4,7
0,_Monterey,_2040,_60532040,453,164,5,4,4,1
0,_Monterey,_2041,_60532041,986,271,16,4,6,2
0,_Monterey,_2042,_60532042,771,319,10,5,3,6
0,_Monterey,_2043,_60532043,409,289,2,1,4,4
0,_Monterey,_2044,_60532044,942,255,12,4,3,8
0,_Monterey,_2045,_60532045,541,178,6,3,7,1
0,_Monterey,_2046,_60532046,700,259,8,1,5,2
0,_Monterey,_2047,_60532047,831,319,6,3,4,3
0,_Monterey,_2048,_60532048,746,289,6,6,7,3
0,_Monterey,_2049,_60532049,610,243,6,1,0,1
0,_Monterey,_2050,_60532050,1077,330,8,4,9,7
0,_Monterey,_2051,_60532051,903,326,16,7,1,4
0,_Monterey,_2052,_60532052,416,173,7,1,2,2
0,_Monterey,_3053,_60533053,596,147,3,1,5,6
0,_Monterey,_3054,_60533054,797,154,9,4,3,5
0,_Monterey,_3055,_60533055,972,238,8,4,3,3
0,_Monterey,_3056,_60533056,663,334,6,5,2,1
0,_Monterey,_3057,_60533057,1050,290,24,1,5,8
0,_Monterey,_3058,_60533058,851,302,5,5,4,3
0,_Monterey,_3059,_60533059,708,175,8,4,5,4
0,_Monterey,_3060,_60533060,1145,372,15,6,11,15
0,_Monterey,_3061,_60533061,1084,324,5,6,6,9
0,_Monterey,_3062,_60533062,1098,300,9,6,5,11
0,_Monterey,_3063,_60533063,799,215,2,9,12,3
0,_Monterey,_3064,_60533064,1129,257,12,6,6,14
0,_Monterey,_3065,_60533065,1077,234,11,9,1,8
0,_Monterey,_3066,_60533066,494,542,29,1,4,3
0,_Monterey,_3067,_60533067,164,440,8,0,2,0
0,_Monterey,_3068,_60533068,492,223,6,1,8,4
0,_Monterey,_3069,_60533069,329,184,5,3,2,4
0,_Monterey,_3070,_60533070,403,102,6,0,3,6
0,_Monterey,_4071,_60534071,727,342,15,5,4,1
0,_Monterey,_4072,_60534072,1017,426,36,16,5,3
0,_Monterey,_4073,_60534073,562,233,13,0,3,2
0,_Monterey,_4074,_60534074,762,319,21,4,5,2
0,_Monterey,_4075,_60534075,1087,332,11,5,12,7
0,_Monterey,_4076,_60534076,901,273,10,8,7,4
0,_Monterey,_4077,_60534077,876,237,13,5,4,6
0,_Monterey,_4078,_60534078,1052,189,21,5,2,6
0,_Monterey,_4079,_60534079,957,275,15,5,7,7
0,_Monterey,_4080,_60534080,580,216,7,9,2,4
0,_Monterey,_4081,_60534081,841,342,17,5,2,2
0,_Monterey,_4082,_60534082,948,472,26,16,2,1
0,_Monterey,_4083,_60534083,624,253,9,6,4,2
0,_Monterey,_4084,_60534084,662,207,19,6,3,4
0,_Monterey,_4085,_60534085,1138,380,18,15,2,0
0,_Monterey,_4086,_60534086,881,354,14,10,2,3
0,_Monterey,_4087,_60534087,977,408,25,10,3,4
0,_Monterey,_4088,_60534088,922,349,23,10,7,5
0,_Monterey,_4089,_60534089,1021,130,22,7,3,6
0,_Monterey,_4090,_60534090,882,386,16,6,5,2
0,_Monterey,_4091,_60534091,682,259,14,10,7,2
0,_Monterey,_4092,_60534092,480,277,10,4,1,2
0,_Monterey,_4093,_60534093,942,548,27,7,8,2
0,_Monterey,_4094,_60534094,622,421,11,3,2,2
0,_Monterey,_4095,_60534095,492,281,14,6,3,3
0,_Monterey,_4096,_60534096,867,390,9,8,4,4
0,_Monterey,_4097,_60534097,552,288,9,3,2,1
0,_Monterey,_4098,_60534098,715,464,6,6,7,4
0,_Monterey,_4099,_60534099,668,428,13,1,1,0
0,_Monterey,_4188,_60534188,730,263,9,4,8,0
0,_Monterey,_5100,_60535100,1038,322,11,9,2,1
0,_Monterey,_5101,_60535101,1210,325,16,14,5,8
0,_Monterey,_5102,_60535102,1427,375,15,10,5,4
0,_Monterey,_5103,_60535103,983,393,14,11,8,6
0,_Monterey,_5104,_60535104,1014,369,26,12,5,5
0,_Monterey,_5105,_60535105,596,273,6,4,1,2
0,_Monterey,_5106,_60535106,776,270,11,5,2,1
0,_Monterey,_5107,_60535107,933,328,11,9,0,1
0,_Monterey,_5108,_60535108,859,272,21,2,4,4
0,_Monterey,_5109,_60535109,744,214,16,7,2,2
0,_Monterey,_5110,_60535110,702,325,14,1,3,0
0,_Monterey,_5111,_60535111,1052,346,16,2,2,4
0,_Monterey,_5112,_60535112,1117,319,15,9,5,3
0,_Monterey,_5113,_60535113,1128,281,15,9,3,1
0,_Monterey,_5114,_60535114,996,288,14,6,1,2
0,_Monterey,_5115,_60535115,1002,232,15,5,4,2
0,_Monterey,_5116,_60535116,1050,357,13,11,5,2
0,_Monterey,_5117,_60535117,953,243,10,4,3,5
0,_Monterey,_5118,_60535118,1081,629,20,8,2,4
0,_Monterey,_5119,_60535119,725,530,19,4,2,1
0,_Monterey,_5120,_60535120,882,375,10,4,5,3
0,_Monterey,_5121,_60535121,764,336,14,1,3,0
0,_Monterey,_5122,_60535122,796,291,13,2,3,1
0,_Monterey,_5123,_60535123,1103,473,20,6,4,1
0,_Monterey,_5124,_60535124,812,378,12,4,3,2
0,_Monterey,_5125,_60535125,513,211,3,5,0,0
0,_Monterey,_5126,_60535126,702,381,13,2,1,0
0,_Monterey,_5127,_60535127,905,427,9,2,3,0
0,_Monterey,_5128,_60535128,850,343,13,3,1,1
0,_Monterey,_5129,_60535129,698,241,14,3,5,1
0,_Monterey,_5130,_60535130,868,271,15,11,0,3
0,_Monterey,_5131,_60535131,387,45,14,2,0,2
0,_Monterey,_5132,_60535132,354,187,5,1,1,2
0,_Monterey,_5133,_60535133,561,542,9,1,2,3
0,_Monterey,_5134,_60535134,988,728,27,4,4,6
0,_Monterey,_5135,_60535135,741,694,19,5,8,5
0,_Monterey,_5136,_60535136,915,699,23,6,3,1
0,_Monterey,_5137,_60535137,588,659,22,6,7,2
0,_Monterey,_9101,_60539101,20,15,0,0,0,0
0,_Monterey,_9102,_60539102,191,56,0,0,0,0
0,_Monterey,_9103,_60539103,54,32,2,0,0,0
0,_Monterey,_9204,_60539204,4,5,0,0,0,0
0,_Monterey,_9205,_60539205,0,1,0,0,0,0
0,_Monterey,_9206,_60539206,459,217,12,3,2,1
0,_Monterey,_9207,_60539207,335,158,5,3,2,3
0,_Monterey,_9208,_60539208,238,95,5,1,2,2
0,_Monterey,_9209,_60539209,30,20,0,1,0,0
0,_Monterey,_9210,_60539210,59,41,0,1,0,0
0,_Monterey,_9211,_60539211,36,20,0,0,1,0
0,_Monterey,_9212,_60539212,22,19,0,0,0,0
0,_Monterey,_9213,_60539213,166,115,3,2,1,0
0,_Monterey,_9214,_60539214,21,12,0,0,0,1
0,_Monterey,_9215,_60539215,27,45,0,0,0,0
0,_Monterey,_9216,_60539216,15,22,1,0,0,1
0,_Monterey,_9217,_60539217,0,0,0,0,0,0
0,_Monterey,_9318,_60539318,249,197,8,0,1,0
0,_Monterey,_9319,_60539319,0,0,0,0,0,0
0,_Monterey,_9320,_60539320,2,14,0,0,0,0
0,_Monterey,_9321,_60539321,83,102,2,0,0,0
0,_Monterey,_9322,_60539322,32,73,1,0,1,0
0,_Monterey,_9323,_60539323,130,119,2,1,1,2
0,_Monterey,_9324,_60539324,105,113,4,1,3,0
0,_Monterey,_9325,_60539325,55,38,0,0,0,0
0,_Monterey,_9326,_60539326,165,226,10,1,2,0
0,_Monterey,_9327,_60539327,108,272,7,1,0,0
0,_Monterey,_9328,_60539328,6,7,0,0,0,0
0,_Monterey,_9329,_60539329,60,175,2,0,0,0
0,_Monterey,_9330,_60539330,207,96,2,4,0,0
0,_Monterey,_9331,_60539331,290,181,7,1,3,3
0,_Monterey,_9432,_60539432,16,11,1,0,0,0
0,_Monterey,_9433,_60539433,21,19,1,0,0,0
0,_Monterey,_9434,_60539434,64,32,0,0,0,0
0,_Monterey,_9435,_60539435,0,0,0,0,0,0
0,_Monterey,_9436,_60539436,881,358,18,8,6,3
0,_Monterey,_9437,_60539437,125,67,2,4,2,0
0,_Monterey,_9438,_60539438,2,1,0,0,0,0
0,_Monterey,_9439,_60539439,4,0,0,0,0,0
0,_Monterey,_9540,_60539540,192,99,12,4,0,0
0,_Monterey,_9541,_60539541,292,164,4,1,2,0
0,_Monterey,_9542,_60539542,185,100,5,1,0,1
0,_Monterey,_9543,_60539543,271,230,6,4,0,0
0,_Monterey,_9544,_60539544,410,304,7,2,4,1
0,_Monterey,_9545,_60539545,263,183,4,1,1,1
0,_Monterey,_9546,_60539546,552,230,7,4,3,0
0,_Monterey,_9547,_60539547,235,51,4,8,0,0
0,_Monterey,_9548,_60539548,138,30,5,1,1,1
0,_Monterey,_9549,_60539549,62,32,5,3,1,0
0,_Monterey,_9550,_60539550,9,3,0,0,0,0
0,_Monterey,_9551,_60539551,39,23,1,0,0,0
0,_Monterey,_9552,_60539552,40,36,2,1,0,1
0,_Monterey,_9553,_60539553,86,65,2,2,1,0
0,_Napa,_111131,_6055111131,249,90,6,2,0,0
0,_Napa,_111132,_6055111132,3,1,0,0,0,0
0,_Napa,_111141,_6055111141,0,0,0,0,0,0
0,_Napa,_111151,_6055111151,33,7,1,0,0,0
0,_Napa,_111152,_6055111152,190,117,6,1,2,0
0,_Napa,_111153,_6055111153,3,0,0,0,0,0
0,_Napa,_111154,_6055111154,23,10,1,0,0,0
0,_Napa,_111155,_6055111155,16,7,0,0,0,0
0,_Napa,_111431,_6055111431,6,5,0,0,0,0
0,_Napa,_111751,_6055111751,65,25,2,0,1,0
0,_Napa,_111752,_6055111752,15,5,0,0,0,0
0,_Napa,_111753,_6055111753,120,94,3,0,0,0
0,_Napa,_121131,_6055121131,121,33,3,1,0,0
0,_Napa,_121132,_6055121132,203,79,3,1,1,1
0,_Napa,_121133,_6055121133,404,108,2,1,3,1
0,_Napa,_121134,_6055121134,172,57,3,0,0,0
0,_Napa,_121135,_6055121135,434,141,7,1,1,2
0,_Napa,_121136,_6055121136,526,195,9,4,6,1
0,_Napa,_121137,_6055121137,115,52,5,2,1,0
0,_Napa,_121151,_6055121151,185,64,1,1,1,1
0,_Napa,_121152,_6055121152,532,265,20,5,1,1
0,_Napa,_121153,_6055121153,136,44,3,4,1,0
0,_Napa,_121154,_6055121154,61,19,0,0,0,0
0,_Napa,_121155,_6055121155,164,64,4,1,3,0
0,_Napa,_121156,_6055121156,298,104,9,1,1,1
0,_Napa,_121157,_6055121157,291,90,9,3,3,2
0,_Napa,_121158,_6055121158,366,145,1,0,0,0
0,_Napa,_121159,_6055121159,46,16,0,1,0,0
0,_Napa,_121161,_6055121161,192,151,4,5,1,1
0,_Napa,_121162,_6055121162,368,208,6,4,0,0
0,_Napa,_121221,_6055121221,127,40,1,2,1,0
0,_Napa,_121222,_6055121222,64,12,0,0,0,0
0,_Napa,_121223,_6055121223,90,29,0,0,1,0
0,_Napa,_121224,_6055121224,63,19,2,0,0,0
0,_Napa,_121231,_6055121231,23,11,0,1,0,0
0,_Napa,_121232,_6055121232,212,32,6,1,1,0
0,_Napa,_121233,_6055121233,469,95,7,8,3,1
0,_Napa,_121234,_6055121234,367,75,5,0,1,2
0,_Napa,_121235,_6055121235,304,72,4,2,0,1
0,_Napa,_121236,_6055121236,281,93,7,2,1,1
0,_Napa,_121237,_6055121237,169,59,2,1,2,1
0,_Napa,_121238,_6055121238,363,127,9,4,0,3
0,_Napa,_121239,_6055121239,406,118,6,1,2,2
0,_Napa,_121431,_6055121431,258,110,4,2,1,1
0,_Napa,_121432,_6055121432,230,73,6,0,1,0
0,_Napa,_121551,_6055121551,110,23,1,2,0,0
0,_Napa,_121552,_6055121552,165,45,2,0,3,0
0,_Napa,_121751,_6055121751,3,4,1,0,0,0
0,_Napa,_121752,_6055121752,385,201,11,1,3,1
0,_Napa,_121753,_6055121753,221,96,3,0,1,0
0,_Napa,_211161,_6055211161,46,16,3,0,0,0
0,_Napa,_211162,_6055211162,7,11,0,0,0,0
0,_Napa,_211561,_6055211561,338,102,4,3,5,0
0,_Napa,_211562,_6055211562,291,144,3,7,1,3
0,_Napa,_211563,_6055211563,23,8,0,0,0,0
0,_Napa,_211751,_6055211751,55,20,1,0,0,0
0,_Napa,_211761,_6055211761,203,80,0,0,0,0
0,_Napa,_211762,_6055211762,13,9,0,0,0,0
0,_Napa,_211771,_6055211771,1,0,0,0,0,0
0,_Napa,_221161,_6055221161,197,92,3,0,1,1
0,_Napa,_221162,_6055221162,300,129,5,1,2,0
0,_Napa,_221163,_6055221163,230,125,3,1,1,1
0,_Napa,_221231,_6055221231,250,52,3,3,1,1
0,_Napa,_221232,_6055221232,276,71,4,3,1,0
0,_Napa,_221233,_6055221233,34,8,0,0,1,1
0,_Napa,_221551,_6055221551,429,85,8,1,2,3
0,_Napa,_221552,_6055221552,264,70,5,1,0,1
0,_Napa,_221553,_6055221553,207,45,4,1,0,0
0,_Napa,_221561,_6055221561,110,42,1,1,0,0
0,_Napa,_221562,_6055221562,351,170,6,1,1,2
0,_Napa,_221563,_6055221563,422,187,5,2,4,2
0,_Napa,_221564,_6055221564,430,194,6,3,1,3
0,_Napa,_221565,_6055221565,349,216,11,1,3,2
0,_Napa,_221566,_6055221566,311,130,8,3,1,1
0,_Napa,_221571,_6055221571,688,300,24,2,1,2
0,_Napa,_221572,_6055221572,479,256,11,6,2,2
0,_Napa,_221573,_6055221573,352,161,4,4,1,0
0,_Napa,_221574,_6055221574,567,232,4,7,4,0
0,_Napa,_221575,_6055221575,702,352,10,2,7,2
0,_Napa,_221671,_6055221671,219,96,1,1,0,1
0,_Napa,_221672,_6055221672,459,258,8,1,2,0
0,_Napa,_221673,_6055221673,265,151,4,0,1,1
0,_Napa,_221674,_6055221674,413,251,12,0,2,0
0,_Napa,_221675,_6055221675,528,271,8,4,5,0
0,_Napa,_221676,_6055221676,226,112,7,1,1,1
0,_Napa,_221677,_6055221677,216,72,4,0,2,2
0,_Napa,_221761,_6055221761,0,0,0,0,0,0
0,_Napa,_221762,_6055221762,404,187,6,1,3,0
0,_Napa,_221771,_6055221771,0,0,0,0,0,0
0,_Napa,_311411,_6055311411,15,8,1,0,0,0
0,_Napa,_311471,_6055311471,29,30,1,0,0,0
0,_Napa,_311571,_6055311571,33,24,1,2,0,0
0,_Napa,_311572,_6055311572,5,13,0,0,0,0
0,_Napa,_311611,_6055311611,280,205,11,1,1,2
0,_Napa,_311612,_6055311612,21,14,0,1,0,1
0,_Napa,_311671,_6055311671,150,103,3,1,1,0
0,_Napa,_311672,_6055311672,38,26,5,3,1,0
0,_Napa,_311712,_6055311712,21,0,0,0,0,0
0,_Napa,_312401,_6055312401,2,3,0,0,0,0
0,_Napa,_312601,_6055312601,76,52,0,0,0,1
0,_Napa,_312602,_6055312602,216,88,2,1,0,0
0,_Napa,_312701,_6055312701,24,22,1,0,1,0
0,_Napa,_312702,_6055312702,28,26,0,0,0,0
0,_Napa,_312703,_6055312703,2,3,0,0,0,1
0,_Napa,_312704,_6055312704,86,50,3,2,0,0
0,_Napa,_312705,_6055312705,222,101,8,1,0,0
0,_Napa,_312706,_6055312706,174,67,4,0,0,1
0,_Napa,_312707,_6055312707,146,58,1,1,2,0
0,_Napa,_312708,_6055312708,246,117,7,0,1,1
0,_Napa,_312709,_6055312709,197,108,5,0,3,0
0,_Napa,_313701,_6055313701,319,110,6,1,2,3
0,_Napa,_313702,_6055313702,149,86,1,0,0,0
0,_Napa,_314701,_6055314701,918,504,40,15,9,5
0,_Napa,_315701,_6055315701,93,71,3,0,1,2
0,_Napa,_315702,_6055315702,76,93,5,0,1,1
0,_Napa,_321411,_6055321411,0,0,0,0,0,0
0,_Napa,_321671,_6055321671,316,168,3,2,0,1
0,_Napa,_321672,_6055321672,279,141,5,2,0,0
0,_Napa,_332601,_6055332601,535,177,8,6,2,2
0,_Napa,_332602,_6055332602,370,108,5,0,0,1
0,_Napa,_332603,_6055332603,495,152,8,2,5,1
0,_Napa,_332604,_6055332604,481,125,9,1,4,0
0,_Napa,_332605,_6055332605,315,99,8,1,0,0
0,_Napa,_332606,_6055332606,213,68,0,0,2,0
0,_Napa,_343701,_6055343701,638,168,22,5,1,1
0,_Napa,_343702,_6055343702,284,88,3,0,0,0
0,_Napa,_343703,_6055343703,326,64,2,1,0,1
0,_Napa,_343704,_6055343704,269,57,0,3,2,4
0,_Napa,_343705,_6055343705,260,87,0,4,2,0
0,_Napa,_351611,_6055351611,256,153,1,1,1,0
0,_Napa,_351612,_6055351612,345,127,7,0,0,1
0,_Napa,_351613,_6055351613,435,142,7,1,2,0
0,_Napa,_351614,_6055351614,162,74,1,2,0,0
0,_Napa,_411221,_6055411221,65,36,1,0,0,0
0,_Napa,_411411,_6055411411,108,78,3,0,1,0
0,_Napa,_411412,_6055411412,119,146,4,4,1,0
0,_Napa,_411413,_6055411413,221,110,3,0,2,0
0,_Napa,_411414,_6055411414,80,52,2,1,1,0
0,_Napa,_411415,_6055411415,323,199,5,0,0,3
0,_Napa,_411416,_6055411416,360,233,12,1,2,1
0,_Napa,_411417,_6055411417,21,14,2,0,0,0
0,_Napa,_411418,_6055411418,74,116,4,2,0,0
0,_Napa,_411419,_6055411419,429,294,4,3,1,0
0,_Napa,_411711,_6055411711,150,152,4,3,0,1
0,_Napa,_411712,_6055411712,186,117,6,3,1,0
0,_Napa,_411713,_6055411713,84,40,2,0,0,0
0,_Napa,_416801,_6055416801,72,97,2,0,0,0
0,_Napa,_421221,_6055421221,272,93,5,0,5,1
0,_Napa,_421222,_6055421222,301,110,6,2,0,0
0,_Napa,_421223,_6055421223,60,22,2,0,1,0
0,_Napa,_421224,_6055421224,372,102,7,1,2,4
0,_Napa,_421225,_6055421225,357,105,7,2,1,1
0,_Napa,_421226,_6055421226,287,81,2,1,0,2
0,_Napa,_421227,_6055421227,43,40,0,1,0,0
0,_Napa,_421228,_6055421228,88,49,4,0,0,0
0,_Napa,_421229,_6055421229,81,26,1,1,0,1
0,_Napa,_421413,_6055421413,0,0,0,0,0,0
0,_Napa,_421421,_6055421421,75,29,0,1,1,0
