IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20201103_GEN_PRE_DEM_BIDEN,USA_CA_20201103_GEN_PRE_REP_TRUMP,USA_CA_20201103_GEN_PRE_LIB_JORGENSEN,USA_CA_20201103_GEN_PRE_GRE_HAWKINS,USA_CA_20201103_GEN_PRE_AIP_FUENTE,USA_CA_20201103_GEN_PRE_PFP_RIVA
0,_Alameda,_200100,_6001200100,2927,146,15,16,7,9
0,_Alameda,_200200,_6001200200,1631,76,8,22,3,4
0,_Alameda,_201400,_6001201400,2155,65,11,19,1,11
0,_Alameda,_201800,_6001201800,1289,77,15,23,6,15
0,_Alameda,_202010,_6001202010,175,5,1,5,0,0
0,_Alameda,_202500,_6001202500,479,39,11,8,2,7
0,_Alameda,_202540,_6001202540,324,27,3,5,1,5
0,_Alameda,_203100,_6001203100,2804,120,9,21,5,7
0,_Alameda,_203500,_6001203500,1184,67,11,23,2,3
0,_Alameda,_203800,_6001203800,1192,28,6,9,2,7
0,_Alameda,_204000,_6001204000,204,5,0,2,0,0
0,_Alameda,_204210,_6001204210,1619,102,11,17,3,5
0,_Alameda,_204300,_6001204300,973,38,9,15,5,4
0,_Alameda,_204510,_6001204510,1826,75,12,31,5,16
0,_Alameda,_204900,_6001204900,857,44,7,11,2,6
0,_Alameda,_205200,_6001205200,3717,150,14,23,4,4
0,_Alameda,_205700,_6001205700,3194,126,25,35,1,7
0,_Alameda,_206200,_6001206200,1998,71,8,24,1,8
0,_Alameda,_206600,_6001206600,1537,71,9,22,8,14
0,_Alameda,_207000,_6001207000,1489,39,10,21,4,3
0,_Alameda,_207640,_6001207640,193,15,2,3,1,2
0,_Alameda,_207700,_6001207700,2227,126,9,30,7,21
0,_Alameda,_208010,_6001208010,1924,93,14,31,2,8
0,_Alameda,_208300,_6001208300,3016,107,15,29,5,20
0,_Alameda,_208600,_6001208600,616,10,1,11,1,2
0,_Alameda,_208650,_6001208650,317,4,2,2,1,1
0,_Alameda,_208800,_6001208800,2661,114,18,25,5,21
0,_Alameda,_208810,_6001208810,3245,112,9,36,7,17
0,_Alameda,_209200,_6001209200,2095,89,7,22,4,7
0,_Alameda,_209300,_6001209300,2828,137,28,42,6,16
0,_Alameda,_209310,_6001209310,4077,144,17,38,8,23
0,_Alameda,_209700,_6001209700,2087,100,14,27,5,7
0,_Alameda,_209900,_6001209900,3105,133,11,24,10,13
0,_Alameda,_213100,_6001213100,3512,381,40,11,8,3
0,_Alameda,_213600,_6001213600,2006,163,8,23,0,2
0,_Alameda,_214100,_6001214100,2152,162,22,12,2,2
0,_Alameda,_214400,_6001214400,3143,188,21,19,2,7
0,_Alameda,_214500,_6001214500,1890,98,11,17,3,4
0,_Alameda,_215200,_6001215200,2157,47,12,17,5,12
0,_Alameda,_215500,_6001215500,2257,80,12,11,3,7
0,_Alameda,_215700,_6001215700,3401,138,13,44,7,19
0,_Alameda,_215900,_6001215900,717,32,7,12,4,4
0,_Alameda,_223010,_6001223010,3388,125,14,32,4,27
0,_Alameda,_224000,_6001224000,3788,229,31,12,5,5
0,_Alameda,_224200,_6001224200,1160,78,4,7,0,4
0,_Alameda,_224300,_6001224300,156,15,0,1,0,2
0,_Alameda,_224420,_6001224420,47,7,1,0,1,0
0,_Alameda,_224500,_6001224500,2620,176,10,17,1,9
0,_Alameda,_224700,_6001224700,1340,74,6,9,2,2
0,_Alameda,_225300,_6001225300,3060,123,21,20,7,9
0,_Alameda,_225710,_6001225710,2443,106,12,35,10,7
0,_Alameda,_225900,_6001225900,2464,112,20,12,4,8
0,_Alameda,_244300,_6001244300,3125,242,27,13,6,4
0,_Alameda,_244400,_6001244400,4062,310,28,19,9,8
0,_Alameda,_244900,_6001244900,504,44,5,2,0,0
0,_Alameda,_245100,_6001245100,1659,96,10,8,4,3
0,_Alameda,_245300,_6001245300,1121,116,11,4,1,0
0,_Alameda,_260100,_6001260100,3057,284,30,33,6,26
0,_Alameda,_261300,_6001261300,3055,285,11,20,3,7
0,_Alameda,_262000,_6001262000,3527,239,28,22,3,10
0,_Alameda,_280700,_6001280700,3311,526,57,13,6,3
0,_Alameda,_281600,_6001281600,3724,325,37,14,5,1
0,_Alameda,_300110,_6001300110,1661,371,26,8,14,5
0,_Alameda,_300130,_6001300130,2097,546,20,19,7,3
0,_Alameda,_300150,_6001300150,3371,697,33,16,17,10
0,_Alameda,_301200,_6001301200,3651,629,40,24,12,8
0,_Alameda,_301900,_6001301900,3376,571,37,24,2,10
0,_Alameda,_302000,_6001302000,3750,652,58,28,16,6
0,_Alameda,_302700,_6001302700,3209,566,37,29,14,16
0,_Alameda,_303800,_6001303800,3133,497,42,25,7,10
0,_Alameda,_304600,_6001304600,3276,500,31,22,8,10
0,_Alameda,_305010,_6001305010,3324,545,30,22,14,9
0,_Alameda,_305100,_6001305100,3124,570,29,25,6,10
0,_Alameda,_305700,_6001305700,2714,490,29,24,7,12
0,_Alameda,_310000,_6001310000,2952,128,14,36,7,17
0,_Alameda,_310400,_6001310400,3905,89,22,47,9,20
0,_Alameda,_311200,_6001311200,2960,91,19,44,7,20
0,_Alameda,_311400,_6001311400,3363,108,22,42,18,26
0,_Alameda,_323200,_6001323200,2607,140,21,25,5,13
0,_Alameda,_323400,_6001323400,0,0,0,0,0,0
0,_Alameda,_325300,_6001325300,3407,201,25,38,7,23
0,_Alameda,_325400,_6001325400,2580,111,18,27,12,15
0,_Alameda,_325500,_6001325500,2576,91,19,22,2,18
0,_Alameda,_333200,_6001333200,3351,190,19,45,9,18
0,_Alameda,_333210,_6001333210,419,56,9,1,0,3
0,_Alameda,_333300,_6001333300,62,6,2,0,1,1
0,_Alameda,_333410,_6001333410,1462,97,17,7,4,2
0,_Alameda,_333420,_6001333420,9,0,0,0,0,0
0,_Alameda,_333800,_6001333800,2298,197,14,32,6,17
0,_Alameda,_333900,_6001333900,2239,477,12,20,6,19
0,_Alameda,_334000,_6001334000,2837,484,21,30,13,19
0,_Alameda,_334510,_6001334510,4,0,0,1,0,0
0,_Alameda,_334800,_6001334800,2177,266,14,21,11,22
0,_Alameda,_335200,_6001335200,636,42,4,9,4,8
0,_Alameda,_335300,_6001335300,3441,214,22,36,8,20
0,_Alameda,_335400,_6001335400,2853,154,17,36,14,38
0,_Alameda,_336100,_6001336100,2796,181,23,42,11,21
0,_Alameda,_336200,_6001336200,3044,148,24,36,9,14
0,_Alameda,_336710,_6001336710,2388,118,12,29,16,21
0,_Alameda,_336810,_6001336810,46,1,1,0,0,0
0,_Alameda,_336900,_6001336900,684,68,5,6,1,2
0,_Alameda,_336910,_6001336910,561,19,8,3,3,1
0,_Alameda,_337100,_6001337100,958,93,10,9,8,5
0,_Alameda,_344000,_6001344000,1705,207,5,8,11,8
0,_Alameda,_344020,_6001344020,99,9,1,1,1,0
0,_Alameda,_344100,_6001344100,448,76,2,10,1,3
0,_Alameda,_344500,_6001344500,1861,147,20,18,3,7
0,_Alameda,_344700,_6001344700,1333,79,12,9,4,8
0,_Alameda,_344900,_6001344900,2722,246,16,19,5,13
0,_Alameda,_345100,_6001345100,2962,242,19,24,4,14
0,_Alameda,_345310,_6001345310,2509,162,7,19,3,10
0,_Alameda,_345900,_6001345900,1064,107,7,5,2,0
0,_Alameda,_347110,_6001347110,350,38,2,1,1,1
0,_Alameda,_347210,_6001347210,186,38,3,0,0,0
0,_Alameda,_347300,_6001347300,1778,129,11,9,8,6
0,_Alameda,_353310,_6001353310,3681,307,20,28,7,25
0,_Alameda,_353800,_6001353800,475,35,5,4,2,3
0,_Alameda,_354100,_6001354100,2353,229,19,24,3,14
0,_Alameda,_354300,_6001354300,2480,484,13,19,14,15
0,_Alameda,_354700,_6001354700,2816,422,18,29,12,26
0,_Alameda,_354910,_6001354910,2474,328,12,25,9,26
0,_Alameda,_355210,_6001355210,264,29,0,3,0,2
0,_Alameda,_356000,_6001356000,2808,360,17,20,15,12
0,_Alameda,_356210,_6001356210,1591,203,8,19,4,5
0,_Alameda,_361000,_6001361000,1011,90,6,10,5,6
0,_Alameda,_361200,_6001361200,1226,133,5,3,6,15
0,_Alameda,_361300,_6001361300,451,33,3,1,3,0
0,_Alameda,_361500,_6001361500,2490,282,12,14,18,10
0,_Alameda,_362200,_6001362200,1402,120,8,6,9,8
0,_Alameda,_362510,_6001362510,2593,177,16,13,15,15
0,_Alameda,_362600,_6001362600,3397,162,11,27,11,14
0,_Alameda,_363000,_6001363000,2473,153,15,12,16,17
0,_Alameda,_364020,_6001364020,10,0,0,0,0,0
0,_Alameda,_364200,_6001364200,994,158,4,7,5,1
0,_Alameda,_364400,_6001364400,2409,249,21,8,10,2
0,_Alameda,_364510,_6001364510,733,82,2,9,1,0
0,_Alameda,_364800,_6001364800,3142,183,17,27,18,8
0,_Alameda,_373000,_6001373000,1,0,0,0,0,0
0,_Alameda,_373010,_6001373010,0,0,0,0,0,0
0,_Alameda,_373030,_6001373030,0,0,0,0,0,0
0,_Alameda,_373500,_6001373500,2101,171,13,7,12,8
0,_Alameda,_380300,_6001380300,2455,142,16,13,6,9
0,_Alameda,_380400,_6001380400,3135,319,24,18,6,14
0,_Alameda,_394000,_6001394000,3,3,0,0,0,0
0,_Alameda,_394200,_6001394200,3,0,0,0,0,0
0,_Alameda,_400100,_6001400100,581,57,7,4,2,0
0,_Alameda,_400200,_6001400200,1944,124,9,5,10,7
0,_Alameda,_400900,_6001400900,2817,188,20,9,9,8
0,_Alameda,_410110,_6001410110,2735,226,24,14,19,16
0,_Alameda,_410600,_6001410600,2699,225,17,13,9,14
0,_Alameda,_410700,_6001410700,2723,233,20,22,19,11
0,_Alameda,_415500,_6001415500,627,66,5,3,1,3
0,_Alameda,_415800,_6001415800,2136,188,24,21,11,10
0,_Alameda,_416220,_6001416220,0,0,0,0,0,0
0,_Alameda,_420010,_6001420010,0,0,0,0,0,0
0,_Alameda,_420030,_6001420030,78,24,1,0,0,0
0,_Alameda,_420220,_6001420220,13,0,0,0,0,0
0,_Alameda,_420240,_6001420240,0,0,0,0,0,0
0,_Alameda,_420250,_6001420250,1211,286,4,14,8,12
0,_Alameda,_420300,_6001420300,122,38,0,0,1,1
0,_Alameda,_420310,_6001420310,12,20,0,1,0,0
0,_Alameda,_420400,_6001420400,0,2,0,0,0,0
0,_Alameda,_420510,_6001420510,1,0,0,0,0,0
0,_Alameda,_420900,_6001420900,581,146,2,8,1,3
0,_Alameda,_421100,_6001421100,3105,907,30,21,26,13
0,_Alameda,_421800,_6001421800,1876,494,21,11,11,12
0,_Alameda,_422000,_6001422000,2627,793,25,10,5,9
0,_Alameda,_422810,_6001422810,2462,783,11,18,6,18
0,_Alameda,_422920,_6001422920,2318,712,15,12,8,7
0,_Alameda,_422940,_6001422940,0,0,0,0,0,0
0,_Alameda,_422950,_6001422950,0,0,0,0,0,0
0,_Alameda,_423000,_6001423000,2829,707,23,16,12,12
0,_Alameda,_423100,_6001423100,3010,1025,11,15,16,16
0,_Alameda,_423620,_6001423620,0,0,0,0,0,0
0,_Alameda,_423700,_6001423700,0,0,0,0,0,0
0,_Alameda,_423800,_6001423800,2,0,0,0,0,0
0,_Alameda,_423820,_6001423820,0,0,0,0,0,0
0,_Alameda,_424200,_6001424200,38,13,1,0,0,0
0,_Alameda,_424500,_6001424500,371,118,5,6,1,3
0,_Alameda,_424600,_6001424600,1499,422,11,9,9,11
0,_Alameda,_430010,_6001430010,0,0,0,0,0,0
0,_Alameda,_430020,_6001430020,0,0,0,0,0,0
0,_Alameda,_430110,_6001430110,0,0,0,0,0,0
0,_Alameda,_430120,_6001430120,0,0,0,0,0,0
0,_Alameda,_430130,_6001430130,0,0,0,0,0,0
0,_Alameda,_430150,_6001430150,0,0,0,0,0,0
0,_Alameda,_430410,_6001430410,3,1,0,0,0,0
0,_Alameda,_430420,_6001430420,0,0,0,0,0,0
0,_Alameda,_430500,_6001430500,1,0,0,0,0,0
0,_Alameda,_430600,_6001430600,1269,286,12,11,5,11
0,_Alameda,_430700,_6001430700,326,68,0,3,1,2
0,_Alameda,_430720,_6001430720,108,34,0,0,0,0
0,_Alameda,_430730,_6001430730,189,19,0,0,1,4
0,_Alameda,_430800,_6001430800,357,55,1,2,3,1
0,_Alameda,_431100,_6001431100,1789,424,16,22,13,9
0,_Alameda,_431110,_6001431110,10,1,0,0,0,0
0,_Alameda,_431120,_6001431120,5,0,0,0,0,0
0,_Alameda,_431130,_6001431130,431,81,6,4,3,1
0,_Alameda,_431210,_6001431210,31,4,1,0,1,0
0,_Alameda,_431300,_6001431300,56,30,1,2,0,0
0,_Alameda,_431400,_6001431400,241,63,2,3,1,1
0,_Alameda,_431500,_6001431500,109,20,0,1,0,0
0,_Alameda,_431610,_6001431610,30,8,0,0,0,0
0,_Alameda,_431700,_6001431700,132,44,3,1,4,0
0,_Alameda,_431900,_6001431900,152,31,2,0,1,1
0,_Alameda,_432010,_6001432010,2264,510,25,21,25,13
0,_Alameda,_432200,_6001432200,2829,734,12,27,14,12
0,_Alameda,_432600,_6001432600,2377,668,21,14,7,14
0,_Alameda,_432810,_6001432810,2734,751,30,22,12,18
0,_Alameda,_432900,_6001432900,1029,242,10,8,6,2
0,_Alameda,_433200,_6001433200,2548,584,37,19,10,18
0,_Alameda,_433400,_6001433400,2199,581,24,15,16,5
0,_Alameda,_433630,_6001433630,761,208,5,5,4,1
0,_Alameda,_433700,_6001433700,2041,524,24,18,8,14
0,_Alameda,_438120,_6001438120,0,0,0,0,0,0
0,_Alameda,_438130,_6001438130,0,0,0,0,0,0
0,_Alameda,_438140,_6001438140,0,0,0,0,0,0
0,_Alameda,_438200,_6001438200,6,2,0,0,0,0
0,_Alameda,_438500,_6001438500,1,5,1,0,0,0
0,_Alameda,_440300,_6001440300,2488,901,36,18,18,10
0,_Alameda,_440610,_6001440610,1678,616,17,7,7,7
0,_Alameda,_440900,_6001440900,2317,831,40,18,7,8
0,_Alameda,_441400,_6001441400,2572,762,21,14,14,15
0,_Alameda,_442610,_6001442610,201,73,3,3,3,1
0,_Alameda,_442700,_6001442700,1716,394,16,4,16,13
0,_Alameda,_443100,_6001443100,1635,393,8,8,8,9
0,_Alameda,_443400,_6001443400,1950,391,14,11,7,14
0,_Alameda,_443600,_6001443600,251,64,2,0,2,1
0,_Alameda,_443700,_6001443700,260,87,3,2,1,1
0,_Alameda,_443710,_6001443710,0,0,0,0,0,0
0,_Alameda,_443720,_6001443720,0,0,0,0,0,0
0,_Alameda,_443800,_6001443800,226,39,1,2,2,2
0,_Alameda,_447010,_6001447010,1,0,0,0,0,0
0,_Alameda,_447100,_6001447100,13,2,0,0,1,0
0,_Alameda,_447200,_6001447200,1137,267,7,6,7,6
0,_Alameda,_447210,_6001447210,3,3,0,0,0,0
0,_Alameda,_447300,_6001447300,213,76,11,2,3,0
0,_Alameda,_447510,_6001447510,24,9,1,0,0,0
0,_Alameda,_447600,_6001447600,599,175,4,4,0,5
0,_Alameda,_447700,_6001447700,250,110,2,4,0,3
0,_Alameda,_447710,_6001447710,0,0,0,0,0,0
0,_Alameda,_450200,_6001450200,2106,769,25,20,12,6
0,_Alameda,_450610,_6001450610,2014,889,22,12,7,9
0,_Alameda,_450620,_6001450620,0,0,0,0,0,0
0,_Alameda,_450800,_6001450800,722,274,5,6,3,2
0,_Alameda,_450920,_6001450920,0,0,0,0,0,0
0,_Alameda,_450930,_6001450930,0,1,0,0,0,0
0,_Alameda,_451600,_6001451600,1404,547,28,10,3,15
0,_Alameda,_451900,_6001451900,733,279,10,4,5,1
0,_Alameda,_452400,_6001452400,2394,758,22,17,10,10
0,_Alameda,_453300,_6001453300,498,144,4,2,2,2
0,_Alameda,_453500,_6001453500,1715,566,17,18,7,8
0,_Alameda,_453920,_6001453920,588,142,2,6,2,5
0,_Alameda,_454100,_6001454100,778,235,4,5,1,4
0,_Alameda,_454220,_6001454220,39,13,0,0,0,0
0,_Alameda,_454230,_6001454230,0,0,0,0,0,0
0,_Alameda,_454510,_6001454510,0,0,0,0,0,0
0,_Alameda,_454600,_6001454600,0,0,0,0,0,0
0,_Alameda,_454700,_6001454700,195,91,5,2,0,2
0,_Alameda,_455010,_6001455010,247,61,0,0,0,2
0,_Alameda,_455100,_6001455100,598,89,4,3,3,4
0,_Alameda,_455200,_6001455200,348,91,2,1,2,3
0,_Alameda,_455300,_6001455300,1602,448,14,15,3,6
0,_Alameda,_455400,_6001455400,1148,250,9,9,2,5
0,_Alameda,_455700,_6001455700,377,86,1,2,3,0
0,_Alameda,_456100,_6001456100,1181,243,7,10,4,5
0,_Alameda,_456200,_6001456200,2694,638,29,32,7,7
0,_Alameda,_456500,_6001456500,611,88,3,0,0,2
0,_Alameda,_456610,_6001456610,0,0,0,0,0,0
0,_Alameda,_457300,_6001457300,2053,289,16,10,7,6
0,_Alameda,_457500,_6001457500,2268,365,23,18,15,8
0,_Alameda,_458300,_6001458300,1838,357,24,14,5,6
0,_Alameda,_458500,_6001458500,651,132,4,3,6,0
0,_Alameda,_458800,_6001458800,1860,526,21,6,10,11
0,_Alameda,_464000,_6001464000,3,0,0,0,0,0
0,_Alameda,_464010,_6001464010,0,0,0,0,0,0
0,_Alameda,_464310,_6001464310,0,0,0,0,0,0
0,_Alameda,_464320,_6001464320,0,0,0,0,0,0
0,_Alameda,_464500,_6001464500,28,27,0,0,0,1
0,_Alameda,_464660,_6001464660,140,101,5,1,2,2
0,_Alameda,_464710,_6001464710,0,0,0,0,0,0
0,_Alameda,_470100,_6001470100,137,48,3,0,1,0
0,_Alameda,_470600,_6001470600,1350,470,19,5,8,9
0,_Alameda,_470700,_6001470700,296,54,3,1,2,1
0,_Alameda,_470800,_6001470800,795,289,18,7,2,8
0,_Alameda,_471300,_6001471300,2897,1084,33,22,20,14
0,_Alameda,_471900,_6001471900,2107,780,49,26,6,7
0,_Alameda,_472400,_6001472400,2160,857,43,18,9,15
0,_Alameda,_472920,_6001472920,1,0,0,0,0,0
0,_Alameda,_473300,_6001473300,1510,625,31,7,11,2
0,_Alameda,_473800,_6001473800,1864,834,51,22,11,5
0,_Alameda,_473900,_6001473900,738,281,19,3,5,3
0,_Alameda,_474200,_6001474200,1447,542,25,11,10,6
0,_Alameda,_475000,_6001475000,1546,593,29,9,7,3
0,_Alameda,_475200,_6001475200,1605,770,32,6,12,6
0,_Alameda,_475210,_6001475210,6,1,1,0,0,0
0,_Alameda,_475540,_6001475540,2083,656,26,15,10,9
0,_Alameda,_475600,_6001475600,76,64,5,0,0,0
0,_Alameda,_475640,_6001475640,0,0,0,0,0,0
0,_Alameda,_476100,_6001476100,1569,472,13,9,5,6
0,_Alameda,_476120,_6001476120,0,0,0,0,0,0
0,_Alameda,_480010,_6001480010,0,0,0,0,0,0
0,_Alameda,_481110,_6001481110,11,2,0,0,0,0
0,_Alameda,_481200,_6001481200,1080,368,9,6,5,7
0,_Alameda,_481410,_6001481410,639,202,7,10,2,2
0,_Alameda,_481430,_6001481430,0,0,0,0,0,0
0,_Alameda,_481500,_6001481500,1214,252,5,5,3,11
0,_Alameda,_481550,_6001481550,0,0,0,0,0,0
0,_Alameda,_481900,_6001481900,389,84,3,3,6,4
0,_Alameda,_481940,_6001481940,10,0,0,0,0,0
0,_Alameda,_481950,_6001481950,0,0,0,0,0,0
0,_Alameda,_481960,_6001481960,0,0,0,0,0,0
0,_Alameda,_481970,_6001481970,0,0,0,0,0,0
0,_Alameda,_482000,_6001482000,84,21,0,2,1,1
0,_Alameda,_482040,_6001482040,2,5,0,0,0,0
0,_Alameda,_482050,_6001482050,15,1,0,0,0,0
0,_Alameda,_484000,_6001484000,1,1,0,0,0,0
0,_Alameda,_490100,_6001490100,26,27,1,1,0,0
0,_Alameda,_490200,_6001490200,0,0,0,0,0,0
0,_Alameda,_490300,_6001490300,2,0,0,0,0,0
0,_Alameda,_490400,_6001490400,0,0,0,0,0,0
0,_Alameda,_491000,_6001491000,1640,367,15,12,8,5
0,_Alameda,_491010,_6001491010,0,0,0,0,0,0
0,_Alameda,_491040,_6001491040,0,0,0,0,0,0
0,_Alameda,_491210,_6001491210,1076,337,8,7,11,5
0,_Alameda,_491300,_6001491300,1567,471,16,10,3,9
0,_Alameda,_491410,_6001491410,21,7,0,0,0,0
0,_Alameda,_491600,_6001491600,231,101,4,0,1,0
0,_Alameda,_491650,_6001491650,3,0,0,0,0,0
0,_Alameda,_492000,_6001492000,87,64,3,1,0,0
0,_Alameda,_492110,_6001492110,9,0,0,0,0,0
0,_Alameda,_498200,_6001498200,11,18,0,0,0,0
0,_Alameda,_498300,_6001498300,17,20,0,0,1,0
0,_Alameda,_498320,_6001498320,0,0,0,0,0,0
0,_Alameda,_499010,_6001499010,0,0,0,0,0,0
0,_Alameda,_500130,_6001500130,2545,1599,78,9,14,5
0,_Alameda,_500200,_6001500200,2287,1298,60,17,11,13
0,_Alameda,_500310,_6001500310,987,604,18,6,3,5
0,_Alameda,_500350,_6001500350,1879,1003,55,21,9,1
0,_Alameda,_500410,_6001500410,2072,1135,57,11,7,4
0,_Alameda,_500600,_6001500600,2571,1319,59,19,12,9
0,_Alameda,_501400,_6001501400,1835,892,46,9,7,5
0,_Alameda,_501410,_6001501410,1870,1075,54,12,6,3
0,_Alameda,_501640,_6001501640,2516,1617,58,3,9,8
0,_Alameda,_501900,_6001501900,34,15,0,0,0,0
0,_Alameda,_501910,_6001501910,1748,984,37,11,8,2
0,_Alameda,_502020,_6001502020,2048,1329,57,6,12,7
0,_Alameda,_502300,_6001502300,2098,1142,57,9,9,2
0,_Alameda,_502600,_6001502600,2021,1021,52,10,18,13
0,_Alameda,_502720,_6001502720,1584,966,44,15,13,8
0,_Alameda,_502920,_6001502920,2249,1131,58,9,12,1
0,_Alameda,_510100,_6001510100,83,186,4,1,0,0
0,_Alameda,_510120,_6001510120,0,5,0,0,0,0
0,_Alameda,_510150,_6001510150,1,6,0,0,0,0
0,_Alameda,_510300,_6001510300,354,481,19,3,3,0
0,_Alameda,_510400,_6001510400,36,82,0,0,0,0
0,_Alameda,_510700,_6001510700,0,0,0,0,0,0
0,_Alameda,_510730,_6001510730,3,1,0,0,0,0
0,_Alameda,_510840,_6001510840,64,106,0,1,1,0
0,_Alameda,_510890,_6001510890,0,0,0,0,0,0
0,_Alameda,_510910,_6001510910,0,0,0,0,0,0
0,_Alameda,_510920,_6001510920,0,0,0,0,0,0
0,_Alameda,_510950,_6001510950,0,0,0,0,0,0
0,_Alameda,_510960,_6001510960,0,0,0,0,0,0
0,_Alameda,_510970,_6001510970,0,0,0,0,0,0
0,_Alameda,_510980,_6001510980,0,0,0,0,0,0
0,_Alameda,_510990,_6001510990,0,0,0,0,0,0
0,_Alameda,_511000,_6001511000,0,0,0,0,0,0
0,_Alameda,_520220,_6001520220,2743,1367,58,16,13,8
0,_Alameda,_520230,_6001520230,2668,1217,55,17,17,7
0,_Alameda,_520250,_6001520250,253,95,5,2,2,0
0,_Alameda,_520500,_6001520500,2035,926,48,10,11,6
0,_Alameda,_520630,_6001520630,1763,745,20,19,10,3
0,_Alameda,_520700,_6001520700,2008,794,44,9,15,7
0,_Alameda,_520710,_6001520710,2418,1054,46,17,8,6
0,_Alameda,_520730,_6001520730,0,0,0,0,0,0
0,_Alameda,_520860,_6001520860,3166,1117,48,28,21,4
0,_Alameda,_520900,_6001520900,3,0,0,0,1,0
0,_Alameda,_520910,_6001520910,1,0,0,0,0,0
0,_Alameda,_521200,_6001521200,1101,513,22,5,7,2
0,_Alameda,_521500,_6001521500,1775,720,28,13,8,3
0,_Alameda,_522110,_6001522110,2527,1051,56,11,10,3
0,_Alameda,_522130,_6001522130,2475,1000,49,21,6,2
0,_Alameda,_523100,_6001523100,656,268,6,1,8,3
0,_Alameda,_523120,_6001523120,500,213,3,2,1,2
0,_Alameda,_523700,_6001523700,2248,1047,46,17,13,5
0,_Alameda,_530200,_6001530200,0,0,0,0,0,0
0,_Alameda,_532000,_6001532000,0,0,0,0,0,0
0,_Alameda,_532100,_6001532100,3,1,0,0,0,0
0,_Alameda,_532200,_6001532200,0,0,0,0,0,0
0,_Alameda,_532300,_6001532300,0,0,0,0,0,0
0,_Alameda,_532400,_6001532400,0,0,0,0,0,0
0,_Alameda,_535000,_6001535000,0,0,0,0,0,0
0,_Alameda,_535020,_6001535020,0,0,0,0,0,0
0,_Alameda,_535040,_6001535040,1,0,1,0,0,0
0,_Alameda,_535050,_6001535050,0,0,0,0,0,0
0,_Alameda,_535060,_6001535060,0,0,0,0,0,0
0,_Alameda,_535080,_6001535080,0,0,0,0,0,0
0,_Alameda,_535090,_6001535090,0,0,0,0,0,0
0,_Alameda,_535200,_6001535200,0,0,0,0,0,0
0,_Alameda,_535300,_6001535300,38,34,0,0,0,0
0,_Alameda,_535500,_6001535500,0,2,0,0,0,0
0,_Alameda,_535600,_6001535600,0,0,0,0,0,0
0,_Alameda,_535700,_6001535700,0,0,0,0,0,0
0,_Alameda,_535900,_6001535900,0,0,0,0,0,0
0,_Alameda,_540300,_6001540300,1394,657,27,2,6,3
0,_Alameda,_540400,_6001540400,537,171,6,4,2,0
0,_Alameda,_540600,_6001540600,2008,782,31,10,15,2
0,_Alameda,_542000,_6001542000,2227,1027,35,10,13,9
0,_Alameda,_543300,_6001543300,2575,989,45,17,14,6
0,_Alameda,_545500,_6001545500,944,296,21,4,3,1
0,_Alameda,_546100,_6001546100,1865,531,17,12,6,4
0,_Alameda,_546200,_6001546200,1947,453,29,8,2,7
0,_Alameda,_547750,_6001547750,2514,865,35,10,13,4
0,_Alameda,_547760,_6001547760,1684,551,9,7,7,5
0,_Alameda,_547770,_6001547770,807,225,6,6,7,0
0,_Alameda,_547900,_6001547900,2689,816,19,20,8,3
0,_Alameda,_810900,_6001810900,0,0,0,0,0,0
0,_Alameda,_815110,_6001815110,0,0,0,0,0,0
0,_Alameda,_815140,_6001815140,8,2,0,0,0,0
0,_Alameda,_819020,_6001819020,6,4,0,0,0,0
0,_Alameda,_819100,_6001819100,2,0,0,0,0,0
0,_Alameda,_820200,_6001820200,292,109,4,3,2,0
0,_Alameda,_821120,_6001821120,2340,734,19,12,14,12
0,_Alameda,_821210,_6001821210,1945,627,15,10,12,5
0,_Alameda,_821310,_6001821310,37,5,0,0,0,0
0,_Alameda,_821700,_6001821700,2183,667,24,15,6,3
0,_Alameda,_821710,_6001821710,471,232,5,3,1,0
0,_Alameda,_821800,_6001821800,2894,917,19,15,14,2
0,_Alameda,_821900,_6001821900,2282,657,22,14,8,3
0,_Alameda,_822000,_6001822000,2564,743,18,16,12,7
0,_Alameda,_823020,_6001823020,0,1,0,0,0,0
0,_Alameda,_823030,_6001823030,0,0,0,0,0,0
0,_Alameda,_823200,_6001823200,1584,386,9,12,7,8
0,_Alameda,_823300,_6001823300,1291,309,9,13,6,12
0,_Alameda,_823400,_6001823400,1397,399,9,9,5,7
0,_Alameda,_823410,_6001823410,142,42,1,2,4,0
0,_Alameda,_823500,_6001823500,551,163,4,1,5,1
0,_Alameda,_823710,_6001823710,2309,714,23,14,9,9
0,_Alameda,_823720,_6001823720,633,228,3,5,0,2
0,_Alameda,_824100,_6001824100,820,299,10,4,4,5
0,_Alameda,_830210,_6001830210,2449,646,28,13,5,5
0,_Alameda,_830220,_6001830220,3083,995,23,26,19,10
0,_Alameda,_830500,_6001830500,1723,472,17,9,2,6
0,_Alameda,_831200,_6001831200,1877,655,26,7,9,7
0,_Alameda,_831220,_6001831220,11,1,0,0,0,0
0,_Alameda,_831410,_6001831410,2115,744,19,11,9,3
0,_Alameda,_831500,_6001831500,1879,648,21,10,9,6
0,_Alameda,_831610,_6001831610,1247,427,13,7,4,6
0,_Alameda,_831670,_6001831670,0,0,0,0,0,0
0,_Alameda,_831730,_6001831730,165,75,1,1,0,0
