IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_IL_20201103_GEN_PRE_DEM_BIDEN,USA_IL_20201103_GEN_PRE_REP_TRUMP,USA_IL_20201103_GEN_PRE_LIB_JORGENSEN,USA_IL_20201103_GEN_PRE_GRE_HAWKINS,USA_IL_20201103_GEN_PRE_AMS_CARROLL,USA_IL_20201103_GEN_PRE_SOC_RIVA,USA_IL_20201103_GEN_USS_DEM_DURBIN,USA_IL_20201103_GEN_USS_REP_CURRAN_JR,USA_IL_20201103_GEN_USS_WIL_WILSON,USA_IL_20201103_GEN_USS_LIB_MALOUF,USA_IL_20201103_GEN_USS_GRE_BLACK
0,_001,_CLAYTON,_001001,91,383,2,1,0,1,98,361,5,6,2
0,_001,_NORTHEAST,_002001,69,381,12,2,0,1,75,376,4,6,1
0,_001,_CAMP POINT 1,_003001,59,349,8,4,1,0,65,344,5,7,0
0,_001,_CAMP POINT 2,_003002,49,403,3,3,0,0,56,395,0,4,3
0,_001,_HOUSTON,_004001,18,117,1,0,0,0,23,112,0,1,0
0,_001,_HONEY CREEK,_005001,63,338,3,2,1,0,66,332,4,2,0
0,_001,_KEENE,_006001,63,267,3,0,0,2,66,254,3,3,3
0,_001,_MENDON 1,_007001,47,328,3,0,0,0,48,319,3,3,1
0,_001,_MENDON 2,_007002,60,337,3,0,0,0,75,314,4,3,2
0,_001,_LIMA,_008001,44,251,5,0,0,1,54,235,2,6,3
0,_001,_URSA,_009001,96,503,13,1,0,0,106,487,1,12,3
0,_001,_CONCORD,_010001,19,102,2,0,0,0,25,94,1,2,0
0,_001,_MCKEE,_011001,9,102,0,0,0,0,16,91,1,0,0
0,_001,_BEVERLY,_012001,21,147,0,0,0,0,21,144,0,2,1
0,_001,_COLUMBUS,_013001,36,334,2,0,0,0,38,328,1,2,1
0,_001,_LIBERTY,_014001,98,674,7,1,0,0,127,635,6,5,0
0,_001,_RICHFIELD,_015001,23,204,3,0,0,0,31,191,2,1,1
0,_001,_GILMER,_016001,99,545,13,1,2,0,117,521,4,6,2
0,_001,_BURTON,_017001,67,494,8,1,0,0,80,477,2,5,0
0,_001,_PAYSON 1,_018001,89,476,8,1,0,0,106,451,3,11,0
0,_001,_PAYSON 2,_018002,42,258,2,0,0,1,54,241,2,2,1
0,_001,_ELLINGTON 1,_019001,105,511,4,0,2,0,105,501,1,2,1
0,_001,_ELLINGTON 2,_019002,142,463,11,3,0,0,146,447,3,3,5
0,_001,_ELLINGTON 3,_019003,102,372,15,1,0,0,115,361,4,9,0
0,_001,_MELROSE 1,_020001,106,451,7,1,0,0,103,452,1,7,0
0,_001,_MELROSE 2,_020002,158,593,16,3,0,0,166,578,8,7,2
0,_001,_MELROSE 3,_020003,141,392,6,2,1,0,139,383,8,5,4
0,_001,_MELROSE 4,_020004,84,356,4,0,1,0,91,343,2,3,2
0,_001,_MELROSE 5,_020005,94,355,6,2,0,0,91,353,2,2,1
0,_001,_MELROSE 6,_020006,108,441,7,2,1,0,115,439,1,1,2
0,_001,_FALL CREEK,_021001,53,278,1,1,0,0,54,273,0,2,1
0,_001,_RIVERSIDE 1,_022001,101,379,6,0,0,0,99,379,1,3,1
0,_001,_RIVERSIDE 2,_022002,85,318,2,1,0,0,93,307,1,2,0
0,_001,_RIVERSIDE 3,_022003,116,466,5,2,2,0,105,480,0,5,2
0,_001,_QUINCY 1,_023001,159,337,5,1,0,1,150,339,6,4,3
0,_001,_QUINCY 2,_023002,129,246,3,1,3,1,125,227,8,5,8
0,_001,_QUINCY 3,_023003,123,205,9,4,2,2,127,194,7,10,4
0,_001,_QUINCY 4,_023004,176,322,6,1,5,0,177,305,5,8,3
0,_001,_QUINCY 5,_023005,139,156,4,4,2,1,131,152,9,5,5
0,_001,_QUINCY 6,_023006,69,78,1,1,0,1,70,69,3,1,2
0,_001,_QUINCY 7,_023007,98,58,5,0,0,1,81,56,12,5,3
0,_001,_QUINCY 8,_023008,105,290,8,0,0,0,111,283,3,4,1
0,_001,_QUINCY 9,_023009,163,406,11,2,2,1,156,420,1,4,3
0,_001,_QUINCY 10,_023010,107,151,6,1,1,0,103,150,4,5,3
0,_001,_QUINCY 11,_023011,133,298,7,1,1,2,143,284,5,4,4
0,_001,_QUINCY 12,_023012,125,281,10,1,0,0,131,272,3,6,3
0,_001,_QUINCY 13,_023013,106,206,2,3,1,0,110,201,2,4,2
0,_001,_QUINCY 14,_023014,144,199,5,1,1,1,142,195,3,5,2
0,_001,_QUINCY 15,_023015,174,431,14,0,3,0,183,417,3,11,2
0,_001,_QUINCY 16,_023016,202,348,17,0,7,0,193,342,5,19,7
0,_001,_QUINCY 17,_023017,189,313,12,1,1,0,187,313,0,10,3
0,_001,_QUINCY 18,_023018,188,438,3,1,0,0,179,438,1,7,1
0,_001,_QUINCY 19,_023019,85,105,1,3,0,1,79,110,2,3,1
0,_001,_QUINCY 20,_023020,215,317,9,5,2,0,197,333,2,7,4
0,_001,_QUINCY 21,_023021,220,378,13,3,0,0,216,387,2,9,4
0,_001,_QUINCY 22,_023022,199,313,10,2,2,0,195,319,2,4,3
0,_001,_QUINCY 23,_023023,145,308,0,1,2,0,149,300,1,6,2
0,_001,_QUINCY 24,_023024,163,562,6,2,1,0,157,570,2,2,2
0,_001,_QUINCY 25,_023025,254,551,5,0,0,0,245,544,7,7,3
0,_001,_QUINCY 26,_023026,189,363,10,1,0,0,168,368,8,8,5
0,_001,_QUINCY 27,_023027,174,438,11,0,2,0,174,443,3,3,2
0,_001,_QUINCY 28,_023028,179,411,6,1,2,0,185,409,0,6,1
0,_001,_QUINCY 29,_023029,188,383,8,2,0,0,188,374,3,6,6
0,_001,_QUINCY 30,_023030,122,254,5,0,1,0,124,247,1,1,4
0,_001,_QUINCY 31,_023031,164,423,11,2,2,0,168,416,4,7,3
0,_001,_QUINCY 32,_023032,173,369,13,3,2,0,185,350,6,12,1
0,_001,_QUINCY 33,_023033,149,350,8,4,2,1,163,332,3,8,2
0,_001,_QUINCY 34,_023034,138,218,9,1,2,0,136,212,5,10,2
0,_001,_QUINCY 35,_023035,125,342,7,4,0,0,131,334,2,4,1
0,_001,_QUINCY 36,_023036,86,133,8,0,0,0,98,121,2,3,1
0,_001,_QUINCY 37,_023037,138,234,5,1,0,2,149,208,9,4,3
0,_001,_QUINCY 38,_023038,138,262,8,2,1,0,151,239,4,8,6
0,_001,_QUINCY 39,_023039,148,190,9,3,1,1,152,179,7,9,2
0,_001,_QUINCY 40,_023040,155,185,2,4,2,3,157,175,6,9,3
0,_003,_CAIRO 1,_000101,153,26,1,0,0,1,149,20,0,4,1
0,_003,_CAIRO 2,_000102,111,13,0,0,0,0,109,8,4,0,1
0,_003,_CAIRO 3,_000103,77,10,0,0,0,0,75,7,1,0,0
0,_003,_CAIRO 4,_000104,184,105,2,1,0,2,187,95,1,6,1
0,_003,_CAIRO 5,_000105,85,32,0,0,0,0,87,25,0,0,0
0,_003,_CACHE,_000201,64,45,0,1,0,0,68,40,1,1,0
0,_003,_SANDUSKY,_000301,77,46,0,0,0,1,82,37,1,0,0
0,_003,_TAMMS,_000401,160,376,0,3,0,0,185,339,2,4,2
0,_003,_MCCLURE,_000601,86,238,1,0,0,2,101,200,7,2,1
0,_003,_THEBES,_000801,51,262,1,0,0,0,66,233,1,2,1
0,_003,_OLIVE BRANCH,_000901,66,333,2,0,0,0,109,280,0,4,0
0,_005,_BURGESS 1,_00BG01,115,327,12,4,1,0,151,278,7,8,5
0,_005,_BURGESS 2,_00BG02,76,254,7,1,1,0,89,236,3,5,3
0,_005,_BURGESS 3,_00BG03,58,297,5,3,2,0,80,272,1,4,3
0,_005,_CENTRAL 1,_00CN01,191,348,19,5,6,0,199,339,6,12,8
0,_005,_CENTRAL 2,_00CN02,105,147,6,2,1,1,107,139,3,8,2
0,_005,_CENTRAL 3,_00CN03,114,162,8,2,1,0,112,156,3,7,7
0,_005,_CENTRAL 4,_00CN04,123,173,8,3,1,2,132,162,3,9,3
0,_005,_CENTRAL 5,_00CN05,115,266,3,0,4,0,138,240,2,4,2
0,_005,_CENTRAL 6,_00CN06,111,239,11,2,0,0,132,216,0,6,1
0,_005,_CENTRAL 7,_00CN07,103,264,9,4,0,0,134,226,2,9,6
0,_005,_CENTRAL 1A,_00CN1A,170,294,12,4,3,0,188,266,5,9,6
0,_005,_LAGRANGE 1,_00LG01,48,189,9,1,0,1,67,174,0,3,2
0,_005,_LAGRANGE 2,_00LG02,137,357,7,1,0,1,158,340,1,4,2
0,_005,_MULBERRY GROVE 1,_00MG01,95,290,5,2,0,1,116,259,1,11,1
0,_005,_MULBERRY GROVE 2,_00MG02,68,192,1,0,0,1,91,166,1,4,1
0,_005,_MILLS,_00ML00,68,242,1,0,0,2,87,217,1,2,1
0,_005,_OLD RIPLEY,_00OR00,117,371,13,2,0,0,145,336,3,12,3
0,_005,_PLEASANT MOUND 1,_00PM01,57,202,2,0,0,0,81,169,3,2,0
0,_005,_PLEASANT MOUND 2,_00PM02,85,193,2,3,0,1,107,157,3,10,3
0,_005,_SHOAL CREEK 1,_00SH01,53,145,5,1,0,0,68,124,4,3,0
0,_005,_SHOAL CREEK 2,_00SH02,44,77,2,0,2,0,48,69,2,5,2
0,_005,_SHOAL CREEK 3,_00SH03,52,108,0,0,0,0,66,84,3,2,1
0,_005,_SHOAL CREEK 4,_00SH04,113,290,8,1,0,0,136,260,1,8,2
0,_005,_TAMALCO 1,_00TM01,37,111,3,0,0,0,44,97,3,5,0
0,_005,_TAMALCO 2,_00TM02,33,87,0,0,0,0,38,79,0,2,0
0,_007,_BELVIDERE 1,_001001,198,195,5,3,0,0,194,177,2,6,8
0,_007,_BELVIDERE 2,_001002,169,196,11,1,1,0,168,187,8,4,8
0,_007,_BELVIDERE 3,_001003,172,169,3,4,0,2,170,155,3,7,5
0,_007,_BELVIDERE 4,_001004,327,252,7,4,0,1,310,233,12,10,8
0,_007,_BELVIDERE 5,_001005,163,149,3,2,0,0,163,140,3,2,4
0,_007,_BELVIDERE 6,_001006,159,196,3,3,1,0,150,181,8,9,8
0,_007,_BELVIDERE 7,_001007,198,200,9,6,1,2,202,183,5,11,8
0,_007,_BELVIDERE 8,_001008,289,245,6,4,1,0,282,240,9,5,4
0,_007,_BELVIDERE 9,_001009,204,239,7,4,0,2,191,229,6,11,10
0,_007,_BELVIDERE 10,_001010,108,98,4,1,1,0,107,89,0,5,2
0,_007,_BELVIDERE 11,_001011,255,291,13,3,0,1,236,289,11,8,4
0,_007,_BELVIDERE 12,_001012,409,453,20,7,0,0,399,451,10,14,6
0,_007,_BELVIDERE 13,_001013,180,180,1,4,0,1,179,159,10,7,6
0,_007,_BELVIDERE 14,_001014,134,188,2,2,0,0,143,157,7,9,4
0,_007,_BELVIDERE 15,_001015,286,288,10,5,0,1,279,270,5,14,10
0,_007,_BELVIDERE 16,_001016,624,926,21,6,5,0,580,926,22,25,9
0,_007,_BELVIDERE 17,_001017,647,806,16,11,3,4,618,801,18,14,22
0,_007,_BELVIDERE 18,_001018,200,417,9,1,1,0,190,418,3,11,3
0,_007,_BELVIDERE 19,_001019,232,401,11,2,0,1,220,412,7,4,6
0,_007,_BELVIDERE 20,_001020,255,394,8,4,0,0,226,421,6,5,2
0,_007,_BELVIDERE 21,_001021,240,382,11,6,0,0,215,404,6,8,3
0,_007,_BELVIDERE 22,_001022,307,444,9,5,1,0,271,469,4,11,7
0,_007,_FLORA 1,_002001,436,413,8,5,0,1,413,393,11,16,17
0,_007,_FLORA 2,_002002,186,334,8,2,1,0,180,320,5,10,2
0,_007,_CALEDONIA 1,_003001,803,1149,29,9,4,0,748,1177,14,28,6
0,_007,_CALEDONIA 2,_003002,428,526,19,6,2,0,407,509,24,26,6
0,_007,_CALEDONIA 3,_003003,366,457,9,5,0,1,355,432,6,28,4
0,_007,_MANCHESTER,_004001,197,355,6,1,0,0,194,349,2,8,5
0,_007,_SPRING,_005001,147,334,4,2,0,0,161,307,9,7,3
0,_007,_BONUS 1,_006001,129,280,4,2,0,0,129,267,9,6,2
0,_007,_BONUS 2,_006002,196,365,2,1,0,1,181,362,13,3,3
0,_007,_BONUS 3,_006003,613,534,16,4,2,1,586,520,16,18,18
0,_007,_BOONE 1,_007001,116,245,7,0,0,0,111,236,8,5,3
0,_007,_BOONE 2,_007002,194,249,7,1,1,0,179,249,5,6,5
0,_007,_LEROY,_008001,74,199,7,3,0,0,71,190,5,6,3
0,_007,_POPLAR GROVE 1,_009001,572,797,31,14,1,1,558,765,24,33,17
0,_007,_POPLAR GROVE 2,_009002,123,221,4,1,0,1,125,206,6,1,7
0,_007,_POPLAR GROVE 3,_009003,206,316,10,2,0,1,199,306,6,10,6
0,_009,_BUCKHORN,_000101,4,50,0,0,0,0,10,44,0,0,0
0,_009,_COOPERSTOWN,_000201,27,154,3,1,4,3,42,144,1,1,2
0,_009,_ELKHORN,_000301,33,153,1,1,7,0,46,142,0,1,0
0,_009,_LEE,_000401,25,119,4,0,0,1,34,107,1,3,1
0,_009,_MISSOURI,_000501,15,65,0,0,5,1,21,65,2,0,0
0,_009,_MT STERLING 1,_000601,120,353,11,1,7,2,143,334,3,6,3
0,_009,_MT STERLING 2,_000602,61,178,6,2,3,1,76,170,1,3,1
0,_009,_MT STERLING 3,_000603,18,99,2,0,2,0,30,87,0,2,0
0,_009,_MT STERLING 4,_000604,44,178,5,3,3,0,49,172,3,6,3
0,_009,_MT STERLING 5,_000605,52,140,6,1,1,0,62,129,1,4,1
0,_009,_PEA RIDGE,_000701,11,105,4,0,2,0,21,93,0,6,1
0,_009,_RIPLEY,_000801,8,40,0,1,0,0,12,35,1,1,0
0,_009,_VERSAILLES 1,_000901,34,135,3,0,2,0,46,119,2,0,2
0,_009,_VERSAILLES 2,_000902,34,162,2,0,3,0,43,146,1,0,2
0,_011,_CLARION,_001001,52,146,3,0,3,0,57,134,8,1,0
0,_011,_LA MOILLE 1,_002001,161,280,5,0,1,0,170,258,6,4,2
0,_011,_LA MOILLE 2,_002002,36,108,0,1,0,0,42,96,3,3,1
0,_011,_OHIO 1,_003001,107,200,4,5,0,0,120,180,4,8,3
0,_011,_OHIO 2,_003002,30,85,3,0,0,0,30,85,3,1,0
0,_011,_WALNUT 1,_004001,152,258,10,1,0,0,158,247,7,7,3
0,_011,_WALNUT 2,_004002,116,292,5,3,3,0,135,266,7,5,2
0,_011,_GREENVILLE,_005001,41,139,2,0,1,0,51,125,2,4,0
0,_011,_FAIRFIELD,_006001,28,91,0,0,0,0,27,86,2,2,1
0,_011,_WESTFIELD 1,_007001,59,102,0,1,0,0,66,88,4,1,1
0,_011,_WESTFIELD 2,_007002,154,185,8,6,0,1,164,162,9,8,5
0,_011,_BERLIN,_008001,117,257,2,0,1,0,131,219,5,9,6
0,_011,_DOVER,_009001,94,215,2,3,0,0,103,191,6,5,2
0,_011,_BUREAU,_010001,37,111,1,0,1,1,45,104,2,0,0
0,_011,_MANLIUS,_011001,89,216,2,3,0,0,102,189,3,6,2
0,_011,_GOLD,_012001,26,84,1,0,0,0,24,85,2,0,0
0,_011,_HALL 1,_013001,169,101,3,1,0,0,175,82,7,8,3
0,_011,_HALL 2,_013002,189,158,1,2,1,0,188,135,13,3,2
0,_011,_HALL 3,_013003,343,232,5,2,1,0,371,198,7,4,2
0,_011,_HALL 4,_013004,141,148,4,0,0,0,135,136,7,5,2
0,_011,_HALL 5,_013005,112,199,3,1,0,2,126,180,5,4,0
0,_011,_HALL 6,_013006,328,246,0,2,0,1,334,215,11,3,3
0,_011,_HALL 7,_013007,195,209,3,1,2,1,206,177,13,5,6
0,_011,_HALL 8,_013008,246,242,8,3,0,0,270,197,12,8,3
0,_011,_HALL 9,_013009,208,217,4,2,0,0,222,191,7,5,1
0,_011,_HALL 10,_013010,156,158,5,2,0,0,167,140,5,5,3
0,_011,_SELBY 1,_014001,76,137,3,1,0,0,85,113,10,7,1
0,_011,_SELBY 2,_014002,159,144,6,3,2,0,167,131,5,5,5
0,_011,_SELBY 3,_014003,181,104,2,0,0,0,189,87,3,2,2
0,_011,_PRINCETON 1,_015001,264,377,7,1,2,1,247,384,9,8,6
0,_011,_PRINCETON 2,_015002,218,327,7,2,0,1,232,306,6,5,3
0,_011,_PRINCETON 3,_015003,216,380,10,5,2,0,219,362,9,9,4
0,_011,_PRINCETON 4,_015004,184,348,6,3,0,0,202,308,9,8,4
0,_011,_PRINCETON 5,_015005,148,257,13,7,0,0,163,242,3,9,5
0,_011,_PRINCETON 6,_015006,219,336,7,4,2,0,221,318,5,11,3
0,_011,_PRINCETON 7,_015007,185,268,10,2,0,0,194,249,5,5,3
0,_011,_PRINCETON 8,_015008,251,310,5,6,1,0,252,306,6,5,1
0,_011,_PRINCETON 9,_015009,237,427,5,2,2,0,230,420,9,10,2
0,_011,_WYANET 1,_016001,93,257,8,3,3,1,101,240,8,6,7
0,_011,_WYANET 2,_016002,73,210,3,2,1,0,88,186,4,4,1
0,_011,_CONCORD 1,_017001,162,319,10,1,0,0,173,292,9,12,4
0,_011,_CONCORD 2,_017002,81,216,6,2,5,0,102,177,1,15,4
0,_011,_MINERAL,_018001,83,176,3,2,0,0,88,165,3,5,2
0,_011,_LEEPERTOWN,_019001,50,107,0,3,0,1,55,92,3,4,3
0,_011,_ARISPIE,_020001,136,303,2,2,0,0,147,284,8,3,3
0,_011,_INDIANTOWN,_021001,85,270,7,2,1,0,107,242,5,3,3
0,_011,_MACON,_022001,15,81,0,1,0,0,16,76,3,1,1
0,_011,_NEPONSET,_023001,117,231,2,2,0,3,121,216,2,3,4
0,_011,_WHEATLAND,_024001,17,65,2,0,1,0,20,59,3,2,1
0,_011,_MILO,_025001,33,82,1,0,1,0,41,66,1,3,2
0,_013,_BELLEVIEW,_000001,24,113,0,0,0,0,34,103,0,1,0
0,_013,_CRATER-CARLIN,_000002,105,269,7,2,0,0,122,241,3,7,3
0,_013,_HAMBURG,_000003,67,204,2,1,0,0,97,168,0,0,3
0,_013,_HARDIN,_000004,155,511,9,2,0,0,242,394,6,9,4
0,_013,_GILEAD,_000005,34,159,3,0,0,0,48,131,2,4,2
0,_013,_RICHWOODS,_000006,125,362,7,3,0,1,168,303,2,5,4
0,_013,_POINT,_000007,167,428,8,0,4,0,219,357,4,4,2
0,_015,_CHERRY GROVE/SHANNON 1,_00CS01,92,275,5,1,0,1,93,276,2,1,0
0,_015,_CHERRY GROVE/SHANNON 2,_00CS02,136,358,11,5,1,0,136,342,7,12,3
0,_015,_ELKHORN GROVE,_00EK00,30,83,3,1,0,0,35,76,1,3,1
0,_015,_FREEDOM,_00FD00,177,389,1,2,2,0,167,398,5,2,0
0,_015,_FAIR HAVEN,_00FH00,124,314,6,3,1,0,144,285,4,7,2
0,_015,_MT CARROLL 1,_00MC01,120,186,5,3,0,0,123,169,7,6,2
0,_015,_MT CARROLL 2,_00MC02,194,341,6,0,0,0,205,320,5,5,2
0,_015,_MT CARROLL 3,_00MC03,108,174,6,0,1,1,113,162,2,6,0
0,_015,_ROCK CREEK/LIMA 1,_00RL01,186,310,3,1,1,0,195,286,9,8,3
0,_015,_ROCK CREEK/LIMA 2,_00RL02,174,387,15,3,1,4,174,370,6,18,4
0,_015,_SAVANNA 1,_00SA01,98,98,2,0,1,1,101,87,1,6,0
0,_015,_SAVANNA 2,_00SA02,83,87,1,0,0,0,73,83,4,3,1
0,_015,_SAVANNA 3,_00SA03,77,71,3,0,0,0,75,73,1,2,1
0,_015,_SAVANNA 4,_00SA04,144,168,3,3,0,1,140,159,3,3,4
0,_015,_SAVANNA 5,_00SA05,113,164,3,1,0,1,117,149,4,4,4
0,_015,_SAVANNA 6,_00SA06,162,232,7,1,0,0,170,208,7,6,2
0,_015,_SALEM,_00SM00,52,159,1,0,0,0,57,149,1,3,0
0,_015,_WOODLAND,_00WD00,59,112,5,2,0,1,63,112,0,2,2
0,_015,_WASHINGTON,_00WN00,76,127,5,2,2,0,79,121,6,2,1
0,_015,_WYSOX 1,_00WY01,127,282,7,4,0,0,133,271,4,1,3
0,_015,_WYSOX 2,_00WY02,85,203,4,3,0,0,81,210,2,2,2
0,_015,_YORK,_00YK00,331,585,9,4,1,0,361,534,10,5,4
0,_017,_ARENZVILLE 11,_000111,85,342,5,1,0,0,98,325,1,6,2
0,_017,_ASHLAND 20,_000220,63,198,2,2,1,0,71,187,1,2,2
0,_017,_ASHLAND 21,_000221,112,289,7,0,3,0,117,275,2,2,3
0,_017,_BEARDSTOWN 1,_000301,85,99,1,1,0,0,87,92,0,2,2
0,_017,_BEARDSTOWN 2,_000302,111,185,0,0,0,1,124,165,1,1,2
0,_017,_BEARDSTOWN 3,_000303,52,84,1,0,0,1,68,68,0,1,1
0,_017,_BEARDSTOWN 4,_000304,91,101,2,1,0,0,98,88,0,2,5
0,_017,_BEARDSTOWN 5,_000305,68,90,2,0,0,0,66,82,1,1,6
0,_017,_BEARDSTOWN 6,_000306,124,138,1,2,0,0,134,125,2,2,1
0,_017,_BEARDSTOWN 7,_000307,170,314,3,4,1,0,222,247,6,3,1
0,_017,_BEARDSTOWN 8,_000308,57,87,0,0,0,0,66,71,1,2,1
0,_017,_BLUFF SPRINGS 10,_000410,135,386,5,1,1,0,159,351,4,4,1
0,_017,_CHANDLERVILLE 18,_000518,53,169,3,1,0,0,62,144,1,5,1
0,_017,_HAGENER 9,_000609,41,145,1,1,0,0,53,128,0,1,1
0,_017,_NEWMANSVILLE 19,_000719,4,34,1,1,0,0,7,33,0,0,0
0,_017,_PANTHER CREEK 17,_000817,43,134,4,1,0,1,58,122,1,3,0
0,_017,_PHILADELPHIA 16,_000916,35,84,0,0,0,0,37,77,1,1,1
0,_017,_SANGAMON VALLEY 12,_001012,39,143,3,1,0,0,58,132,1,1,0
0,_017,_VIRGINIA 13,_001113,86,165,2,0,0,1,88,156,1,4,0
0,_017,_VIRGINIA 14,_001114,56,155,2,0,0,0,71,132,2,1,2
0,_017,_VIRGINIA 15,_001115,105,283,5,0,0,0,118,260,2,3,2
0,_019,_Ayers,_AYE000,61,196,2,1,0,0,64,185,2,3,3
0,_019,_Brown Fisher,_BF1000,229,654,15,5,1,0,248,618,10,15,3
0,_019,_Brown Foosland,_BFO000,32,110,3,0,0,0,32,106,1,1,1
0,_019,_City of Champaign 01,_CC0100,590,34,2,2,1,6,532,28,58,5,4
0,_019,_City of Champaign 02,_CC0200,615,64,11,10,2,4,574,79,7,17,25
0,_019,_City of Champaign 03,_CC0300,1073,209,28,9,3,6,1007,232,10,35,18
0,_019,_City of Champaign 04,_CC0400,593,215,11,6,4,0,533,229,12,15,19
0,_019,_City of Champaign 05,_CC0500,680,116,12,9,2,1,640,122,8,15,19
0,_019,_City of Champaign 06,_CC0600,1035,264,16,16,4,4,958,253,56,21,35
0,_019,_City of Champaign 07,_CC0700,1328,207,21,13,1,12,1256,229,16,24,35
0,_019,_City of Champaign 08,_CC0800,1063,190,23,14,3,2,996,201,21,25,28
0,_019,_City of Champaign 09,_CC0900,618,98,6,8,2,1,578,84,37,15,14
0,_019,_City of Champaign 10,_CC1000,458,113,5,2,0,3,425,104,23,12,12
0,_019,_City of Champaign 11,_CC1100,968,152,21,14,0,8,918,173,16,22,32
0,_019,_City of Champaign 12,_CC1200,780,142,15,16,2,5,750,153,8,17,28
0,_019,_City of Champaign 13,_CC1300,856,149,13,7,3,7,834,149,13,18,22
0,_019,_City of Champaign 14,_CC1400,308,64,5,5,3,0,292,61,5,9,14
0,_019,_City of Champaign 15,_CC1500,552,151,8,9,2,1,528,156,16,15,8
0,_019,_City of Champaign 16,_CC1600,391,180,10,7,2,0,387,184,7,8,7
0,_019,_City of Champaign 17,_CC1700,1048,485,27,7,6,5,1019,458,40,25,19
0,_019,_City of Champaign 18,_CC1800,662,322,18,6,1,1,631,307,31,21,13
0,_019,_City of Champaign 19,_CC1900,557,156,10,8,3,3,535,157,8,14,18
0,_019,_City of Champaign 20,_CC2000,668,180,13,7,5,2,652,198,10,9,7
0,_019,_City of Champaign 21,_CC2100,386,123,5,3,1,3,373,137,3,2,6
0,_019,_City of Champaign 22,_CC2200,233,111,9,3,0,0,222,124,1,8,4
0,_019,_City of Champaign 23,_CC2300,278,143,10,3,7,1,264,155,11,8,8
0,_019,_City of Champaign 24,_CC2400,960,432,20,6,7,3,918,480,10,14,12
0,_019,_City of Champaign 25,_CC2500,369,149,20,6,4,2,356,154,8,19,10
0,_019,_City of Champaign 26,_CC2600,597,230,14,8,5,2,567,240,11,16,17
0,_019,_City of Champaign 27,_CC2700,337,137,8,2,0,2,334,140,4,7,4
0,_019,_City of Champaign 28,_CC2800,265,113,10,4,2,0,256,116,9,5,10
0,_019,_City of Champaign 29,_CC2900,347,184,11,2,3,0,329,190,10,10,6
0,_019,_City of Champaign 30,_CC3000,534,115,8,5,0,4,495,117,21,16,19
0,_019,_City of Champaign 31,_CC3100,453,162,8,4,0,1,439,139,21,11,14
0,_019,_City of Champaign 32,_CC3200,632,299,11,5,4,2,589,335,13,7,7
0,_019,_City of Champaign 33,_CC3300,778,404,13,6,4,1,749,413,10,16,13
0,_019,_City of Champaign 34,_CC3400,1441,754,47,8,9,1,1388,762,42,45,22
0,_019,_City of Champaign 35,_CC3500,709,331,9,9,6,3,702,306,18,19,15
0,_019,_City of Champaign 36,_CC3600,570,282,18,7,9,0,542,312,11,15,8
0,_019,_City of Champaign 37,_CC3700,1135,557,28,9,4,3,1099,564,33,25,13
0,_019,_City of Champaign 38,_CC3800,996,432,22,3,4,1,948,470,20,18,6
0,_019,_City of Champaign 39,_CC3900,868,350,10,7,2,3,825,370,12,12,11
0,_019,_Compromise Gifford,_CGI000,91,510,9,2,2,0,120,480,9,5,2
0,_019,_Champaign 1,_CH1000,97,37,2,1,0,0,95,39,3,0,1
0,_019,_Champaign 2,_CH2000,828,584,24,7,5,4,790,637,12,16,8
0,_019,_Champaign 3,_CH3000,813,712,23,9,6,0,767,779,13,11,9
0,_019,_Champaign 4,_CH4000,1288,613,37,13,9,4,1231,676,21,24,21
0,_019,_Champaign 5,_CH5000,893,560,26,8,3,0,854,596,20,25,5
0,_019,_Champaign 6,_CH6000,885,461,33,7,5,2,864,498,7,21,13
0,_019,_Cunningham 1,_CN0100,753,62,7,9,2,5,684,51,70,12,15
0,_019,_Cunningham 2,_CN0200,353,32,4,11,0,5,331,32,12,5,13
0,_019,_Cunningham 3,_CN0300,281,27,5,0,1,3,278,27,3,3,2
0,_019,_Cunningham 4,_CN0400,292,34,9,4,3,4,267,44,6,10,9
0,_019,_Cunningham 5,_CN0500,407,29,6,2,2,1,355,30,17,8,8
0,_019,_Cunningham 6,_CN0600,488,94,10,8,2,5,459,101,23,11,12
0,_019,_Cunningham 7,_CN0700,437,38,5,8,7,6,426,45,4,13,10
0,_019,_Cunningham 8,_CN0800,686,43,20,14,2,13,659,51,12,18,34
0,_019,_Cunningham 9,_CN0900,700,49,12,9,1,3,679,61,2,11,14
0,_019,_Cunningham 10,_CN1000,510,38,2,7,0,4,507,40,2,4,8
0,_019,_Cunningham 11,_CN1100,382,39,6,1,2,2,365,51,4,5,8
0,_019,_Cunningham 12,_CN1200,841,84,10,14,1,8,795,96,14,17,37
0,_019,_Cunningham 13,_CN1300,509,114,10,12,3,6,496,122,7,13,19
0,_019,_Cunningham 14,_CN1400,623,122,13,7,2,0,606,135,5,10,8
0,_019,_Cunningham 15,_CN1500,413,104,7,4,4,1,404,110,9,9,4
0,_019,_Cunningham 16,_CN1600,449,115,4,9,2,5,439,111,10,6,20
0,_019,_Cunningham 17,_CN1700,540,289,13,13,0,3,518,283,22,16,14
0,_019,_Cunningham 18,_CN1800,521,243,12,9,2,6,514,246,7,7,16
0,_019,_Cunningham 19,_CN1900,998,292,11,8,3,7,946,275,44,26,17
