IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_IL_20201103_GEN_PRE_DEM_BIDEN,USA_IL_20201103_GEN_PRE_REP_TRUMP,USA_IL_20201103_GEN_PRE_LIB_JORGENSEN,USA_IL_20201103_GEN_PRE_GRE_HAWKINS,USA_IL_20201103_GEN_PRE_AMS_CARROLL,USA_IL_20201103_GEN_PRE_SOC_RIVA,USA_IL_20201103_GEN_USS_DEM_DURBIN,USA_IL_20201103_GEN_USS_REP_CURRAN_JR,USA_IL_20201103_GEN_USS_WIL_WILSON,USA_IL_20201103_GEN_USS_LIB_MALOUF,USA_IL_20201103_GEN_USS_GRE_BLACK
0,_031,_Wd 28 Pct 12,_028012,359,12,1,2,1,1,272,6,87,1,4
0,_031,_Wd 28 Pct 13,_028013,466,25,2,3,0,1,328,11,153,3,4
0,_031,_Wd 28 Pct 14,_028014,378,11,2,1,2,0,292,6,88,2,2
0,_031,_Wd 28 Pct 15,_028015,81,1,0,1,1,0,53,1,27,1,0
0,_031,_Wd 28 Pct 16,_028016,251,10,1,2,1,0,194,4,57,2,2
0,_031,_Wd 28 Pct 17,_028017,331,13,0,2,0,1,246,5,80,1,2
0,_031,_Wd 28 Pct 18,_028018,319,15,0,1,1,1,248,10,76,1,1
0,_031,_Wd 28 Pct 19,_028019,314,46,1,3,1,0,296,32,23,4,4
0,_031,_Wd 28 Pct 20,_028020,318,16,3,1,0,1,235,9,73,4,8
0,_031,_Wd 28 Pct 21,_028021,305,9,1,3,0,0,234,7,66,3,3
0,_031,_Wd 28 Pct 22,_028022,361,16,2,4,2,1,308,10,61,4,3
0,_031,_Wd 28 Pct 23,_028023,481,23,2,6,1,2,380,9,114,1,8
0,_031,_Wd 28 Pct 24,_028024,312,31,1,3,0,0,243,16,77,4,4
0,_031,_Wd 28 Pct 25,_028025,556,31,3,3,0,5,427,15,130,3,13
0,_031,_Wd 28 Pct 26,_028026,386,13,2,1,0,0,286,1,100,1,3
0,_031,_Wd 28 Pct 27,_028027,340,118,8,6,6,0,332,105,22,10,8
0,_031,_Wd 28 Pct 28,_028028,453,123,8,1,1,0,432,104,26,4,13
0,_031,_Wd 28 Pct 29,_028029,202,17,1,1,1,1,148,7,60,1,2
0,_031,_Wd 28 Pct 30,_028030,54,2,0,0,0,0,45,0,11,1,0
0,_031,_Wd 28 Pct 31,_028031,484,24,0,3,4,3,341,13,142,5,4
0,_031,_Wd 28 Pct 32,_028032,369,13,0,2,0,2,293,7,82,0,4
0,_031,_Wd 28 Pct 33,_028033,414,17,0,1,0,0,321,6,97,4,1
0,_031,_Wd 28 Pct 34,_028034,671,42,5,6,1,1,537,16,141,10,10
0,_031,_Wd 28 Pct 35,_028035,449,24,1,0,1,1,338,9,119,6,4
0,_031,_Wd 28 Pct 36,_028036,206,9,2,1,0,0,156,3,53,1,0
0,_031,_Wd 28 Pct 37,_028037,442,17,0,1,1,1,347,9,95,4,2
0,_031,_Wd 28 Pct 38,_028038,138,11,1,1,1,0,109,7,31,1,1
0,_031,_Wd 28 Pct 39,_028039,294,18,0,1,1,1,232,10,69,0,2
0,_031,_Wd 28 Pct 40,_028040,480,16,2,2,0,0,394,11,91,3,1
0,_031,_Wd 28 Pct 41,_028041,259,11,0,0,0,1,219,5,44,1,2
0,_031,_Wd 28 Pct 42,_028042,393,16,3,4,0,2,287,8,114,1,3
0,_031,_Wd 28 Pct 43,_028043,510,12,0,1,1,2,385,4,122,8,1
0,_031,_Wd 28 Pct 44,_028044,290,12,0,2,0,0,223,6,66,0,2
0,_031,_Wd 28 Pct 45,_028045,553,108,15,5,1,0,507,105,20,18,9
0,_031,_Wd 28 Pct 46,_028046,660,125,8,10,0,1,594,101,84,10,19
0,_031,_Wd 29 Pct 01,_029001,560,117,6,2,2,0,507,85,74,6,4
0,_031,_Wd 29 Pct 02,_029002,608,22,1,4,2,1,497,11,127,4,2
0,_031,_Wd 29 Pct 03,_029003,506,21,1,3,1,1,421,11,95,1,3
0,_031,_Wd 29 Pct 04,_029004,538,36,1,2,2,2,442,19,105,4,6
0,_031,_Wd 29 Pct 05,_029005,373,28,0,1,2,0,294,7,90,1,4
0,_031,_Wd 29 Pct 06,_029006,376,11,0,1,0,0,281,4,93,1,1
0,_031,_Wd 29 Pct 07,_029007,456,60,1,4,0,1,388,42,82,3,3
0,_031,_Wd 29 Pct 08,_029008,429,22,4,6,1,2,324,7,121,9,8
0,_031,_Wd 29 Pct 09,_029009,421,127,4,5,0,1,366,91,91,1,9
0,_031,_Wd 29 Pct 10,_029010,522,116,5,4,0,1,485,80,68,8,4
0,_031,_Wd 29 Pct 11,_029011,267,14,0,2,2,0,213,4,60,4,2
0,_031,_Wd 29 Pct 12,_029012,541,33,2,3,0,2,438,18,112,6,2
0,_031,_Wd 29 Pct 13,_029013,483,22,0,3,2,1,359,16,118,3,3
0,_031,_Wd 29 Pct 14,_029014,419,11,2,1,1,0,331,1,92,0,4
0,_031,_Wd 29 Pct 15,_029015,504,22,0,2,1,1,407,12,101,2,4
0,_031,_Wd 29 Pct 16,_029016,450,15,0,3,0,0,366,14,84,0,3
0,_031,_Wd 29 Pct 17,_029017,437,14,0,7,1,1,352,7,90,1,6
0,_031,_Wd 29 Pct 18,_029018,461,14,2,2,1,1,369,12,95,2,6
0,_031,_Wd 29 Pct 19,_029019,462,20,2,3,1,1,374,12,98,1,3
0,_031,_Wd 29 Pct 20,_029020,485,15,2,4,0,1,357,12,127,4,3
0,_031,_Wd 29 Pct 21,_029021,638,26,1,3,1,5,500,14,155,8,5
0,_031,_Wd 29 Pct 22,_029022,386,39,1,1,0,2,303,20,85,1,4
0,_031,_Wd 29 Pct 23,_029023,433,182,4,2,1,1,421,129,57,2,8
0,_031,_Wd 29 Pct 24,_029024,441,20,0,3,1,4,368,13,75,1,4
0,_031,_Wd 29 Pct 25,_029025,524,17,2,3,0,0,418,11,105,3,1
0,_031,_Wd 29 Pct 26,_029026,426,23,2,4,2,1,357,19,81,1,2
0,_031,_Wd 29 Pct 27,_029027,428,12,1,1,0,1,345,8,75,1,1
0,_031,_Wd 29 Pct 28,_029028,587,14,1,7,0,2,445,5,147,1,7
0,_031,_Wd 29 Pct 29,_029029,415,247,0,11,0,0,406,185,58,3,10
0,_031,_Wd 29 Pct 30,_029030,587,112,4,0,0,1,531,75,85,4,4
0,_031,_Wd 29 Pct 31,_029031,331,292,8,0,1,1,319,233,49,11,3
0,_031,_Wd 29 Pct 32,_029032,349,264,6,4,1,2,345,194,58,6,12
0,_031,_Wd 29 Pct 33,_029033,338,14,0,0,0,1,268,9,66,1,6
0,_031,_Wd 29 Pct 34,_029034,339,40,2,0,0,0,284,27,56,0,2
0,_031,_Wd 29 Pct 35,_029035,355,11,1,1,0,3,285,5,70,4,2
0,_031,_Wd 29 Pct 36,_029036,385,22,0,1,0,0,311,8,84,6,2
0,_031,_Wd 29 Pct 37,_029037,417,29,1,2,5,1,301,12,133,2,6
0,_031,_Wd 29 Pct 38,_029038,473,167,2,9,1,1,446,130,49,5,12
0,_031,_Wd 29 Pct 39,_029039,413,218,3,5,1,0,401,155,55,5,6
0,_031,_Wd 29 Pct 40,_029040,515,17,1,7,1,3,419,9,109,1,1
0,_031,_Wd 29 Pct 41,_029041,387,22,2,6,1,2,312,9,88,3,4
0,_031,_Wd 29 Pct 42,_029042,521,19,2,4,0,0,399,10,128,3,6
0,_031,_Wd 29 Pct 43,_029043,552,64,3,5,0,1,474,53,77,8,6
0,_031,_Wd 29 Pct 44,_029044,595,39,1,0,2,2,472,19,135,4,4
0,_031,_Wd 30 Pct 01,_030001,496,137,4,2,1,4,470,102,38,9,11
0,_031,_Wd 30 Pct 02,_030002,448,186,1,1,2,2,436,124,49,4,5
0,_031,_Wd 30 Pct 03,_030003,381,62,4,3,0,3,362,59,5,14,10
0,_031,_Wd 30 Pct 04,_030004,410,170,5,2,3,2,402,135,32,6,6
0,_031,_Wd 30 Pct 05,_030005,360,98,0,2,0,1,351,58,30,1,4
0,_031,_Wd 30 Pct 06,_030006,372,104,1,0,2,0,366,72,21,8,1
0,_031,_Wd 30 Pct 07,_030007,497,121,3,2,4,1,482,86,33,9,11
0,_031,_Wd 30 Pct 08,_030008,556,112,3,6,1,5,536,87,25,4,22
0,_031,_Wd 30 Pct 09,_030009,384,144,2,4,0,2,373,101,31,7,10
0,_031,_Wd 30 Pct 10,_030010,483,143,6,3,1,0,471,98,43,6,8
0,_031,_Wd 30 Pct 11,_030011,470,95,1,4,1,2,444,63,46,5,8
0,_031,_Wd 30 Pct 12,_030012,419,117,6,3,0,3,402,94,30,9,12
0,_031,_Wd 30 Pct 13,_030013,416,154,5,2,0,1,412,103,39,7,9
0,_031,_Wd 30 Pct 14,_030014,349,101,0,2,1,0,337,58,34,7,8
0,_031,_Wd 30 Pct 15,_030015,415,79,6,6,0,1,386,80,21,7,10
0,_031,_Wd 30 Pct 16,_030016,261,91,2,1,0,0,247,66,17,2,6
0,_031,_Wd 30 Pct 17,_030017,452,158,8,3,0,0,428,120,31,10,7
0,_031,_Wd 30 Pct 18,_030018,620,73,7,4,0,3,581,62,24,8,17
0,_031,_Wd 30 Pct 19,_030019,483,108,1,2,0,4,455,74,47,4,4
0,_031,_Wd 30 Pct 20,_030020,504,129,4,4,0,0,477,97,44,8,6
0,_031,_Wd 30 Pct 21,_030021,295,147,2,0,0,2,292,107,30,4,6
0,_031,_Wd 30 Pct 22,_030022,700,100,9,9,3,3,680,80,22,18,14
0,_031,_Wd 30 Pct 23,_030023,576,120,8,10,0,4,566,89,22,13,14
0,_031,_Wd 30 Pct 24,_030024,714,119,8,4,1,2,683,89,32,12,17
0,_031,_Wd 30 Pct 25,_030025,709,128,9,10,1,5,663,94,44,11,21
0,_031,_Wd 30 Pct 26,_030026,286,83,2,2,0,1,276,64,17,4,5
0,_031,_Wd 30 Pct 27,_030027,327,105,1,0,0,1,322,79,19,1,1
0,_031,_Wd 30 Pct 28,_030028,496,64,3,3,0,3,477,60,18,5,6
0,_031,_Wd 30 Pct 29,_030029,337,75,3,2,4,2,318,52,28,5,3
0,_031,_Wd 30 Pct 30,_030030,213,43,0,2,0,0,207,27,8,1,6
0,_031,_Wd 30 Pct 31,_030031,300,76,2,1,0,0,281,56,30,2,6
0,_031,_Wd 30 Pct 32,_030032,416,59,2,1,0,1,395,54,17,4,6
0,_031,_Wd 31 Pct 01,_031001,301,66,4,2,0,0,284,41,29,6,9
0,_031,_Wd 31 Pct 02,_031002,291,53,2,0,0,0,278,31,14,2,6
0,_031,_Wd 31 Pct 03,_031003,286,101,2,5,1,0,285,76,22,2,5
0,_031,_Wd 31 Pct 04,_031004,433,44,2,3,1,3,405,38,27,3,11
0,_031,_Wd 31 Pct 05,_031005,313,77,5,3,1,2,301,47,32,9,7
0,_031,_Wd 31 Pct 06,_031006,235,46,2,0,3,0,223,37,14,2,1
0,_031,_Wd 31 Pct 07,_031007,519,45,5,3,2,0,487,39,20,6,10
0,_031,_Wd 31 Pct 08,_031008,283,61,0,3,1,1,263,46,22,5,6
0,_031,_Wd 31 Pct 09,_031009,354,71,1,4,0,2,330,67,10,1,11
0,_031,_Wd 31 Pct 10,_031010,389,62,2,0,1,0,372,38,24,6,4
0,_031,_Wd 31 Pct 11,_031011,269,75,0,4,0,0,261,62,17,2,4
0,_031,_Wd 31 Pct 12,_031012,252,94,3,2,2,0,244,77,17,6,5
0,_031,_Wd 31 Pct 13,_031013,353,74,1,3,2,3,349,49,15,6,8
0,_031,_Wd 31 Pct 14,_031014,302,89,0,0,0,1,295,51,21,3,9
0,_031,_Wd 31 Pct 15,_031015,307,102,2,1,0,0,283,69,32,4,11
0,_031,_Wd 31 Pct 16,_031016,415,44,5,2,0,1,381,41,23,5,8
0,_031,_Wd 31 Pct 17,_031017,290,81,2,2,0,6,279,54,23,3,8
0,_031,_Wd 31 Pct 18,_031018,308,64,0,2,4,1,291,48,17,4,6
0,_031,_Wd 31 Pct 19,_031019,274,86,1,1,1,3,268,66,14,4,3
0,_031,_Wd 31 Pct 20,_031020,268,79,1,1,1,2,264,52,16,5,9
0,_031,_Wd 31 Pct 21,_031021,271,83,0,1,0,3,273,47,22,2,4
0,_031,_Wd 31 Pct 22,_031022,300,45,4,2,0,0,297,21,10,5,8
0,_031,_Wd 31 Pct 23,_031023,338,64,2,2,1,3,312,56,32,4,6
0,_031,_Wd 31 Pct 24,_031024,343,76,4,1,1,1,326,43,26,4,6
0,_031,_Wd 31 Pct 25,_031025,297,85,2,1,1,2,284,66,21,5,1
0,_031,_Wd 31 Pct 26,_031026,320,90,1,2,0,3,319,71,18,0,5
0,_031,_Wd 31 Pct 27,_031027,340,106,3,3,2,1,324,71,27,8,3
0,_031,_Wd 31 Pct 28,_031028,268,71,0,3,0,2,253,46,29,3,4
0,_031,_Wd 31 Pct 29,_031029,299,73,2,1,0,4,288,40,33,7,4
0,_031,_Wd 31 Pct 30,_031030,265,49,3,0,0,1,263,31,9,4,7
0,_031,_Wd 31 Pct 31,_031031,267,87,3,0,1,0,253,68,15,6,1
0,_031,_Wd 31 Pct 32,_031032,258,67,0,5,1,0,251,46,13,4,6
0,_031,_Wd 31 Pct 33,_031033,304,85,0,6,0,1,291,52,25,6,9
0,_031,_Wd 31 Pct 34,_031034,311,93,2,6,0,1,302,63,19,7,10
0,_031,_Wd 31 Pct 35,_031035,373,86,0,5,0,2,358,59,27,4,9
0,_031,_Wd 31 Pct 36,_031036,334,80,1,3,1,0,308,58,29,4,10
0,_031,_Wd 31 Pct 37,_031037,315,62,1,3,0,0,311,41,21,4,1
0,_031,_Wd 31 Pct 38,_031038,297,59,0,6,0,0,288,34,20,5,7
0,_031,_Wd 31 Pct 39,_031039,382,50,2,2,1,5,363,38,23,8,9
0,_031,_Wd 31 Pct 40,_031040,381,52,5,5,0,6,366,36,22,8,13
0,_031,_Wd 31 Pct 41,_031041,308,64,2,1,0,2,283,50,21,3,10
0,_031,_Wd 32 Pct 01,_032001,765,134,12,6,0,2,708,134,36,12,16
0,_031,_Wd 32 Pct 02,_032002,721,98,16,1,1,0,652,141,17,16,4
0,_031,_Wd 32 Pct 03,_032003,668,63,5,5,3,2,641,61,25,7,15
0,_031,_Wd 32 Pct 04,_032004,610,71,6,3,0,1,559,94,11,8,13
0,_031,_Wd 32 Pct 05,_032005,696,71,7,3,0,3,666,88,12,5,7
0,_031,_Wd 32 Pct 06,_032006,800,65,14,3,0,0,748,96,21,12,5
0,_031,_Wd 32 Pct 07,_032007,743,96,16,4,1,1,693,128,14,14,7
0,_031,_Wd 32 Pct 08,_032008,791,150,21,2,5,1,707,209,28,15,10
0,_031,_Wd 32 Pct 09,_032009,665,93,11,4,2,1,609,118,22,13,13
0,_031,_Wd 32 Pct 10,_032010,695,148,20,6,1,1,631,171,33,18,8
0,_031,_Wd 32 Pct 11,_032011,577,39,5,2,0,5,542,46,15,7,14
0,_031,_Wd 32 Pct 12,_032012,448,33,2,9,3,6,432,25,23,1,11
0,_031,_Wd 32 Pct 13,_032013,704,151,19,3,3,1,648,184,12,14,8
0,_031,_Wd 32 Pct 14,_032014,679,50,5,3,2,4,652,51,12,16,12
0,_031,_Wd 32 Pct 15,_032015,586,108,9,3,1,3,544,136,12,10,6
0,_031,_Wd 32 Pct 16,_032016,624,86,5,2,1,1,582,105,13,11,6
0,_031,_Wd 32 Pct 17,_032017,607,46,10,4,0,6,579,49,19,9,17
0,_031,_Wd 32 Pct 18,_032018,600,132,10,3,0,1,538,176,13,7,8
0,_031,_Wd 32 Pct 19,_032019,617,78,13,4,0,1,571,106,14,7,15
0,_031,_Wd 32 Pct 20,_032020,611,40,1,10,1,1,592,33,16,4,10
0,_031,_Wd 32 Pct 21,_032021,649,79,12,2,1,2,594,120,13,7,10
0,_031,_Wd 32 Pct 22,_032022,755,56,10,5,1,6,721,61,16,8,19
0,_031,_Wd 32 Pct 23,_032023,672,103,13,1,3,1,622,145,4,10,6
0,_031,_Wd 32 Pct 24,_032024,530,146,13,3,0,0,470,184,13,13,7
0,_031,_Wd 32 Pct 25,_032025,625,94,6,3,2,0,590,106,13,9,8
0,_031,_Wd 32 Pct 26,_032026,638,58,4,7,0,6,619,64,17,3,11
0,_031,_Wd 32 Pct 27,_032027,645,177,18,2,3,0,592,206,17,12,3
0,_031,_Wd 32 Pct 28,_032028,625,51,9,3,0,1,595,57,15,7,12
0,_031,_Wd 32 Pct 29,_032029,674,84,3,2,2,1,651,72,19,8,12
0,_031,_Wd 32 Pct 30,_032030,649,134,8,5,0,0,601,182,10,4,3
0,_031,_Wd 32 Pct 31,_032031,666,126,16,1,0,3,607,160,15,17,5
0,_031,_Wd 32 Pct 32,_032032,760,87,14,4,0,0,698,121,15,16,7
0,_031,_Wd 32 Pct 33,_032033,611,116,11,4,1,0,558,133,26,15,10
0,_031,_Wd 32 Pct 34,_032034,731,83,18,2,0,0,684,98,21,13,9
0,_031,_Wd 32 Pct 35,_032035,632,118,10,1,1,2,584,146,13,6,8
0,_031,_Wd 32 Pct 36,_032036,716,95,13,1,0,1,647,141,5,12,6
0,_031,_Wd 32 Pct 37,_032037,740,123,14,5,0,0,676,142,24,17,12
0,_031,_Wd 32 Pct 38,_032038,640,119,13,5,0,1,596,146,21,7,6
0,_031,_Wd 32 Pct 39,_032039,727,171,10,1,1,0,651,230,17,8,3
0,_031,_Wd 32 Pct 40,_032040,662,102,12,2,0,0,609,136,12,8,11
0,_031,_Wd 32 Pct 41,_032041,668,119,16,2,2,0,612,161,14,16,8
0,_031,_Wd 32 Pct 42,_032042,609,122,14,0,0,1,559,149,13,13,7
0,_031,_Wd 32 Pct 43,_032043,564,51,11,4,0,1,530,65,14,13,10
0,_031,_Wd 33 Pct 01,_033001,656,92,4,1,1,7,634,75,26,3,7
0,_031,_Wd 33 Pct 02,_033002,816,185,5,10,5,2,792,142,40,12,27
0,_031,_Wd 33 Pct 03,_033003,860,108,13,8,1,4,836,91,24,12,25
0,_031,_Wd 33 Pct 04,_033004,820,139,7,9,0,7,783,123,26,11,28
0,_031,_Wd 33 Pct 05,_033005,621,101,7,5,0,1,572,100,31,9,15
0,_031,_Wd 33 Pct 06,_033006,559,72,8,5,0,1,525,67,36,6,10
0,_031,_Wd 33 Pct 07,_033007,656,110,2,8,0,3,640,77,25,9,13
0,_031,_Wd 33 Pct 08,_033008,788,82,5,12,3,4,743,94,24,9,22
0,_031,_Wd 33 Pct 09,_033009,674,132,6,9,1,2,629,122,27,14,15
0,_031,_Wd 33 Pct 10,_033010,538,97,3,5,2,3,505,86,27,5,12
0,_031,_Wd 33 Pct 11,_033011,616,113,7,10,0,5,602,92,23,9,17
0,_031,_Wd 33 Pct 12,_033012,617,109,11,6,0,4,583,85,33,15,25
0,_031,_Wd 33 Pct 13,_033013,594,83,3,3,1,3,577,73,19,6,11
0,_031,_Wd 33 Pct 14,_033014,306,42,2,3,0,0,292,39,9,2,10
0,_031,_Wd 33 Pct 15,_033015,632,88,5,7,3,4,614,65,30,12,9
0,_031,_Wd 33 Pct 16,_033016,829,172,7,4,0,3,803,120,50,10,26
0,_031,_Wd 33 Pct 17,_033017,625,117,10,6,3,1,592,101,33,9,19
0,_031,_Wd 33 Pct 18,_033018,904,121,10,14,2,6,858,107,38,12,38
0,_031,_Wd 33 Pct 19,_033019,749,127,4,7,0,2,703,118,29,13,23
0,_031,_Wd 33 Pct 20,_033020,797,103,4,8,2,4,769,78,22,8,26
0,_031,_Wd 33 Pct 21,_033021,668,75,2,6,0,3,628,67,18,10,18
0,_031,_Wd 33 Pct 22,_033022,551,129,2,4,0,0,530,94,37,6,14
0,_031,_Wd 33 Pct 23,_033023,689,97,1,8,1,2,664,87,18,5,17
0,_031,_Wd 33 Pct 24,_033024,753,83,12,9,1,0,717,97,27,9,14
0,_031,_Wd 33 Pct 25,_033025,732,126,3,8,1,7,702,102,35,8,17
0,_031,_Wd 33 Pct 26,_033026,503,55,3,4,0,2,486,40,13,4,16
0,_031,_Wd 33 Pct 27,_033027,722,141,4,12,2,0,682,112,28,16,19
0,_031,_Wd 33 Pct 28,_033028,591,60,5,3,0,4,556,49,18,13,13
0,_031,_Wd 34 Pct 01,_034001,469,10,0,0,0,1,386,4,89,2,3
0,_031,_Wd 34 Pct 02,_034002,367,14,1,6,2,1,296,6,89,2,3
0,_031,_Wd 34 Pct 03,_034003,434,16,2,2,0,3,346,4,99,1,3
0,_031,_Wd 34 Pct 04,_034004,325,15,0,0,0,0,248,6,82,3,2
0,_031,_Wd 34 Pct 05,_034005,392,12,3,1,1,1,326,6,72,3,3
0,_031,_Wd 34 Pct 06,_034006,485,24,3,4,0,0,377,14,121,0,3
0,_031,_Wd 34 Pct 07,_034007,474,8,6,2,1,3,379,2,107,3,3
0,_031,_Wd 34 Pct 08,_034008,387,8,0,2,0,0,307,6,82,0,2
0,_031,_Wd 34 Pct 09,_034009,295,19,1,1,0,0,241,6,69,0,0
0,_031,_Wd 34 Pct 10,_034010,435,21,1,2,0,1,373,5,76,2,5
0,_031,_Wd 34 Pct 11,_034011,370,20,0,3,2,3,292,8,95,0,3
0,_031,_Wd 34 Pct 12,_034012,469,13,0,2,0,1,383,8,88,1,1
0,_031,_Wd 34 Pct 13,_034013,431,15,1,2,0,0,340,9,101,1,6
0,_031,_Wd 34 Pct 14,_034014,354,11,0,1,2,0,286,9,70,1,2
0,_031,_Wd 34 Pct 15,_034015,405,15,2,2,1,0,314,5,96,2,6
0,_031,_Wd 34 Pct 16,_034016,386,16,1,1,1,0,317,1,83,0,0
0,_031,_Wd 34 Pct 17,_034017,533,21,0,7,0,1,433,6,114,2,5
0,_031,_Wd 34 Pct 18,_034018,310,12,1,1,0,1,234,7,80,1,2
0,_031,_Wd 34 Pct 19,_034019,490,22,0,1,0,2,409,12,90,1,4
0,_031,_Wd 34 Pct 20,_034020,474,14,0,2,0,0,377,6,102,1,5
0,_031,_Wd 34 Pct 21,_034021,504,10,1,0,0,0,422,6,84,1,4
0,_031,_Wd 34 Pct 22,_034022,431,15,1,4,0,0,343,1,99,2,3
0,_031,_Wd 34 Pct 23,_034023,367,12,0,0,0,0,290,2,83,0,1
0,_031,_Wd 34 Pct 24,_034024,381,13,1,3,1,0,279,4,106,2,3
0,_031,_Wd 34 Pct 25,_034025,662,14,0,1,1,2,522,4,143,3,6
0,_031,_Wd 34 Pct 26,_034026,501,11,0,3,0,2,429,4,79,1,3
0,_031,_Wd 34 Pct 27,_034027,362,14,1,1,1,0,290,8,79,3,1
0,_031,_Wd 34 Pct 28,_034028,291,10,1,2,0,0,228,4,65,1,1
0,_031,_Wd 34 Pct 29,_034029,368,9,0,1,1,0,298,3,74,1,1
0,_031,_Wd 34 Pct 30,_034030,399,17,0,3,0,1,330,13,71,1,6
0,_031,_Wd 34 Pct 31,_034031,358,14,0,0,2,1,261,3,95,3,6
0,_031,_Wd 34 Pct 32,_034032,434,15,0,1,0,2,352,6,88,0,2
0,_031,_Wd 34 Pct 33,_034033,364,15,0,3,0,0,288,4,85,1,1
0,_031,_Wd 34 Pct 34,_034034,494,11,0,3,0,1,390,9,106,0,5
0,_031,_Wd 34 Pct 35,_034035,534,26,1,4,0,1,428,8,115,0,8
0,_031,_Wd 34 Pct 36,_034036,377,10,0,2,0,0,301,5,77,0,2
0,_031,_Wd 34 Pct 37,_034037,245,12,0,2,0,2,194,7,51,1,3
0,_031,_Wd 34 Pct 38,_034038,212,12,2,1,0,2,156,9,61,2,3
0,_031,_Wd 34 Pct 39,_034039,320,17,1,2,0,1,253,4,76,3,3
0,_031,_Wd 34 Pct 40,_034040,496,16,1,2,0,1,419,1,88,1,3
0,_031,_Wd 34 Pct 41,_034041,274,10,1,2,0,0,221,3,55,1,3
0,_031,_Wd 34 Pct 42,_034042,428,6,2,3,0,0,356,3,78,1,2
0,_031,_Wd 34 Pct 43,_034043,378,13,3,1,0,0,310,2,77,0,2
0,_031,_Wd 34 Pct 44,_034044,421,13,0,4,1,0,342,4,93,0,2
0,_031,_Wd 34 Pct 45,_034045,438,18,0,2,0,1,367,5,75,2,3
0,_031,_Wd 34 Pct 46,_034046,299,8,1,0,0,0,252,0,49,0,1
0,_031,_Wd 34 Pct 47,_034047,405,8,0,1,1,0,332,4,70,3,0
0,_031,_Wd 34 Pct 48,_034048,435,10,0,5,2,0,364,5,78,0,3
0,_031,_Wd 34 Pct 49,_034049,406,11,1,4,0,2,314,1,101,1,3
0,_031,_Wd 34 Pct 50,_034050,358,13,0,2,0,0,291,3,74,1,6
0,_031,_Wd 34 Pct 51,_034051,453,18,3,8,0,0,369,6,101,0,2
0,_031,_Wd 34 Pct 52,_034052,322,13,1,2,0,0,273,2,66,0,3
0,_031,_Wd 34 Pct 53,_034053,293,13,2,4,1,1,226,4,77,3,1
0,_031,_Wd 35 Pct 01,_035001,561,80,6,13,0,0,555,59,25,6,15
0,_031,_Wd 35 Pct 02,_035002,552,72,4,4,0,0,513,61,26,1,17
0,_031,_Wd 35 Pct 03,_035003,478,75,6,3,0,2,448,59,29,8,11
0,_031,_Wd 35 Pct 04,_035004,503,96,11,4,0,2,472,82,37,6,16
0,_031,_Wd 35 Pct 05,_035005,477,62,4,2,0,3,456,48,22,6,9
0,_031,_Wd 35 Pct 06,_035006,562,60,7,10,0,1,553,43,13,13,8
0,_031,_Wd 35 Pct 07,_035007,585,47,2,3,1,2,555,37,19,10,23
0,_031,_Wd 35 Pct 08,_035008,543,72,4,7,1,4,523,44,21,9,19
0,_031,_Wd 35 Pct 09,_035009,488,138,1,5,1,1,485,87,29,2,13
0,_031,_Wd 35 Pct 10,_035010,654,44,2,9,0,4,632,40,16,5,15
0,_031,_Wd 35 Pct 11,_035011,624,86,7,4,1,4,602,66,22,12,12
0,_031,_Wd 35 Pct 12,_035012,370,77,8,5,0,3,354,53,24,9,11
0,_031,_Wd 35 Pct 13,_035013,416,74,3,3,0,2,377,47,39,7,5
0,_031,_Wd 35 Pct 14,_035014,439,71,3,3,0,4,420,53,15,5,16
0,_031,_Wd 35 Pct 15,_035015,642,70,8,9,1,10,631,49,23,17,14
0,_031,_Wd 35 Pct 16,_035016,315,55,0,5,0,1,297,38,22,3,7
0,_031,_Wd 35 Pct 17,_035017,584,59,5,2,0,2,544,48,27,6,19
0,_031,_Wd 35 Pct 18,_035018,357,76,0,1,0,2,338,45,28,3,6
0,_031,_Wd 35 Pct 19,_035019,355,71,0,2,0,3,320,53,37,2,7
0,_031,_Wd 35 Pct 20,_035020,541,87,7,5,2,7,531,56,27,5,14
0,_031,_Wd 35 Pct 21,_035021,568,56,5,4,0,3,539,40,22,7,16
0,_031,_Wd 35 Pct 22,_035022,643,90,3,7,3,7,629,63,28,11,14
0,_031,_Wd 35 Pct 23,_035023,540,94,6,8,0,5,514,81,22,7,19
0,_031,_Wd 35 Pct 24,_035024,490,59,6,6,0,5,471,41,26,9,10
0,_031,_Wd 35 Pct 25,_035025,554,66,7,7,3,3,534,56,20,10,13
0,_031,_Wd 35 Pct 26,_035026,444,80,3,2,1,2,417,77,22,5,9
0,_031,_Wd 35 Pct 27,_035027,491,74,7,4,1,6,479,57,22,9,6
0,_031,_Wd 35 Pct 28,_035028,529,57,7,6,1,2,508,46,20,11,10
0,_031,_Wd 35 Pct 29,_035029,497,126,5,3,4,4,486,90,27,6,15
0,_031,_Wd 35 Pct 30,_035030,514,104,5,4,0,1,488,74,30,11,11
0,_031,_Wd 35 Pct 31,_035031,550,102,7,6,2,3,534,83,23,10,13
0,_031,_Wd 36 Pct 01,_036001,401,118,4,4,0,1,395,88,29,8,6
0,_031,_Wd 36 Pct 02,_036002,438,97,1,6,0,1,410,47,50,9,10
0,_031,_Wd 36 Pct 03,_036003,362,101,1,1,1,2,351,66,39,1,4
