IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_OR_20161108_GEN_PRE_DEM_CLINTON,USA_OR_20161108_GEN_PRE_REP_TRUMP,USA_OR_20161108_GEN_PRE_LIB_JOHNSON,USA_OR_20161108_GEN_PRE_GRE_STEIN,USA_OR_20161108_GEN_PRE_OTH_WRITEIN,USA_OR_20161108_GEN_USS_DEM_WYDEN,USA_OR_20161108_GEN_USS_REP_CALLAHAN,USA_OR_20161108_GEN_USS_LIB_LINDSAY,USA_OR_20161108_GEN_USS_GRE_NAVICKAS,USA_OR_20161108_GEN_USS_WOR_LEWALLEN,USA_OR_20161108_GEN_USS_IND_REYNOLDS,USA_OR_20161108_GEN_USS_OTH_WRITEIN,USA_OR_20161108_GEN_GOV_DEM_BROWN,USA_OR_20161108_GEN_GOV_REP_PIERCE,USA_OR_20161108_GEN_GOV_LIB_FOSTER,USA_OR_20161108_GEN_GOV_CON_AUER,USA_OR_20161108_GEN_GOV_IND_THOMASON,USA_OR_20161108_GEN_GOV_OTH_WRITEIN,USA_OR_20161108_GEN_ATG_DEM_ROSENBLUM,USA_OR_20161108_GEN_ATG_REP_CROWE,USA_OR_20161108_GEN_ATG_LIB_HEDBOR,USA_OR_20161108_GEN_ATG_OTH_WRITEIN,USA_OR_20161108_GEN_SOS_DEM_AVAKIAN,USA_OR_20161108_GEN_SOS_REP_RECHARDSON,USA_OR_20161108_GEN_SOS_LIB_DURBIN,USA_OR_20161108_GEN_SOS_GRE_ZUNDEL,USA_OR_20161108_GEN_SOS_CON_MARSH,USA_OR_20161108_GEN_SOS_IND_WELLS,USA_OR_20161108_GEN_SOS_OTH_WRITEIN,USA_OR_20161108_GEN_TRE_DEM_READ,USA_OR_20161108_GEN_TRE_REP_GUDMAN,USA_OR_20161108_GEN_TRE_PRO_HENRY,USA_OR_20161108_GEN_TRE_IND_TELFER,USA_OR_20161108_GEN_TRE_OTH_WRITEIN
0,_Wallowa,_Joseph #6,_06,194,487,23,16,29,292,394,8,15,6,19,0,218,486,13,4,20,0,223,455,21,0,170,491,5,11,13,28,0,172,460,27,46,1
0,_Wallowa,_Wallowa #7,_07,61,255,18,2,14,125,195,4,2,6,12,0,71,248,6,2,14,0,68,246,13,0,57,256,6,2,2,15,0,59,231,9,32,0
0,_Wallowa,_Wallowa #8,_08,82,261,18,8,11,145,197,4,4,4,21,0,104,241,9,8,10,0,106,233,14,0,82,254,8,4,6,11,0,84,223,14,35,1
0,_Wallowa,_Lostine #9,_09,99,231,6,8,7,160,167,1,6,6,7,0,100,232,3,1,8,0,113,200,2,0,80,222,5,5,2,12,0,77,201,4,31,0
0,_Wallowa,_Imnaha #10,_10,20,98,2,5,3,29,77,4,4,6,5,0,23,93,2,2,6,0,29,85,5,2,24,89,3,1,2,6,0,15,92,6,10,0
0,_Wallowa,_Flora #11,_11,14,35,4,0,0,25,25,0,0,0,1,0,17,34,0,0,1,0,18,28,0,0,13,34,0,0,1,1,0,14,33,0,2,0
0,_Wallowa,_Troy #12,_12,12,26,1,0,0,14,23,0,0,0,2,0,12,25,0,1,1,0,12,26,0,0,12,24,0,0,1,2,0,11,26,0,1,0
0,_Wasco,_N/A,_00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Wasco,_West The Dalles,_01,680,825,95,32,65,973,531,31,15,57,58,2,782,763,53,20,39,4,765,707,61,4,584,792,75,20,38,64,4,600,675,71,190,5
0,_Wasco,_Colonel Wright,_02,905,829,136,39,89,1135,600,32,36,59,74,0,905,880,59,24,43,1,918,787,77,3,732,883,78,30,18,89,0,743,769,79,198,1
0,_Wasco,_Mid The Dalles,_03,700,695,129,38,38,882,531,33,23,56,57,3,723,715,56,19,44,4,736,662,78,3,588,738,62,25,15,75,5,597,650,72,165,5
0,_Wasco,_East The Dalles,_04,526,666,82,21,63,745,491,14,10,28,48,1,540,716,30,13,29,2,554,648,38,2,400,742,42,23,11,53,2,452,601,41,146,0
0,_Wasco,_Rowena-Mosier,_05,733,597,63,47,43,888,414,22,31,41,52,0,765,607,35,15,45,0,773,543,41,1,610,629,42,44,13,55,1,596,549,86,138,0
0,_Wasco,_Chenowith Area,_06,124,156,20,3,16,177,104,6,4,7,9,0,137,156,8,2,9,0,134,144,8,1,115,153,11,2,1,14,1,115,124,11,36,1
0,_Wasco,_Cherry Hts/Mill Creek/Dry Hollow,_07,259,476,43,16,31,382,372,11,8,12,33,1,255,503,21,16,16,1,284,449,31,0,230,503,11,10,8,27,1,224,436,19,90,0
0,_Wasco,_Petersburg-Dufur,_08,59,188,18,3,1,112,125,5,2,5,13,0,68,177,9,2,3,0,77,144,11,0,53,168,5,2,2,16,1,53,144,7,33,0
0,_Wasco,_Tygh Valley-Wamic,_09,196,333,15,7,16,295,220,1,3,14,19,1,222,293,6,22,9,1,228,280,10,1,168,321,19,1,5,20,0,186,271,12,53,0
0,_Wasco,_Maupin City/W Maupin/Warm Springs,_10,254,295,25,15,29,364,199,3,9,19,21,0,282,303,11,5,14,0,304,265,14,0,222,290,15,16,7,29,0,225,256,30,66,1
0,_Wasco,_Rural TD,_11,105,178,15,2,6,153,130,2,2,5,9,0,106,179,5,5,3,0,105,169,6,0,72,193,8,2,1,10,1,85,155,9,28,0
0,_Wasco,_Dufur & Petersburg,_12,177,400,28,11,15,291,268,7,8,18,22,1,190,397,11,3,19,1,214,351,21,1,131,408,17,12,11,26,1,140,346,23,68,1
0,_Wasco,_Tygh Valley,_13,41,72,4,2,2,67,37,0,1,7,11,0,49,62,2,2,7,0,52,57,5,0,41,63,3,1,2,9,1,39,56,5,14,0
0,_Wasco,_Antelope/Shaniko/E Maupin,_14,22,123,16,3,8,48,102,8,3,7,3,0,33,123,8,2,5,0,37,111,8,2,21,120,9,5,0,4,1,16,98,5,37,0
0,_Washington,_301,_301,554,825,70,30,70,682,709,14,29,38,36,1,544,878,31,14,37,2,586,797,40,2,463,903,25,28,6,45,1,471,799,58,112,2
0,_Washington,_302,_302,948,680,114,62,83,1049,574,26,31,65,86,3,955,732,59,16,55,2,985,678,66,3,825,743,57,40,17,93,3,820,663,89,155,1
0,_Washington,_303,_303,360,377,47,20,38,410,339,8,14,23,31,0,355,410,11,10,22,0,367,369,29,0,293,433,18,17,5,20,0,315,379,32,48,0
0,_Washington,_304,_304,1299,912,164,52,107,1463,757,39,47,86,78,1,1288,999,76,28,72,1,1299,925,105,4,1084,1064,66,50,19,110,2,1085,943,128,177,4
0,_Washington,_305,_305,260,438,55,11,39,300,400,14,7,21,35,3,259,468,22,10,17,3,262,444,43,3,198,493,25,9,9,23,3,218,447,33,54,3
0,_Washington,_306,_306,389,147,34,18,23,372,140,7,20,41,21,0,379,171,17,6,17,1,390,159,18,2,319,193,17,19,5,25,0,291,172,43,66,1
0,_Washington,_307,_307,754,534,106,27,84,811,486,26,20,53,55,5,710,627,52,16,39,4,720,607,42,5,593,662,45,25,14,56,4,584,591,39,150,5
0,_Washington,_308,_308,56,70,8,1,3,59,64,2,4,2,3,1,41,84,4,1,3,2,50,64,8,1,32,87,4,1,1,3,2,43,65,4,11,1
0,_Washington,_309,_309,1663,885,212,65,125,1681,883,53,69,93,103,5,1579,1102,78,30,63,5,1584,1032,104,4,1333,1220,82,54,15,88,4,1340,1074,103,224,4
0,_Washington,_310,_310,544,764,69,29,42,688,625,12,23,36,41,2,547,796,20,20,31,1,585,713,38,3,441,830,25,29,8,33,2,459,718,51,105,3
0,_Washington,_311,_311,247,265,54,10,24,260,252,15,16,19,22,2,248,290,21,3,17,1,246,271,27,1,213,299,18,11,7,20,1,192,272,27,56,4
0,_Washington,_312,_312,266,363,33,11,23,316,298,11,11,18,28,0,252,380,18,7,20,2,284,346,18,0,215,388,17,14,9,26,0,219,353,29,59,0
0,_Washington,_313,_313,3,2,0,0,0,4,1,0,0,0,0,0,4,1,0,0,0,0,4,1,0,0,4,1,0,0,0,0,0,4,1,0,0,0
0,_Washington,_314,_314,86,171,19,9,7,118,155,3,4,2,6,0,89,187,11,2,2,0,87,173,9,0,78,191,4,5,1,4,0,77,170,9,15,0
0,_Washington,_315,_315,403,403,40,10,20,413,408,6,10,16,23,0,324,506,15,3,14,1,356,458,20,2,291,515,9,11,0,22,1,278,453,27,68,1
0,_Washington,_316,_316,285,360,36,12,21,335,308,10,14,14,19,1,258,393,25,2,15,1,276,345,21,1,199,408,14,17,4,32,0,209,375,26,56,0
0,_Washington,_317,_317,294,502,50,9,30,366,454,11,5,13,19,1,273,565,11,4,16,1,292,504,15,1,209,583,16,10,6,22,0,234,503,11,70,1
0,_Washington,_318,_318,1225,956,156,64,105,1367,847,35,33,93,87,1,1219,1062,76,21,60,1,1261,986,70,3,1008,1146,73,55,16,89,1,1064,964,118,191,2
0,_Washington,_319,_319,3308,1772,329,143,270,3400,1623,92,131,180,200,4,3162,2028,189,51,140,8,3219,1839,239,7,2662,2205,197,141,41,193,2,2728,1895,234,463,9
0,_Washington,_320,_320,1317,785,145,56,102,1389,686,38,62,83,73,3,1268,885,67,32,61,4,1285,814,84,4,1085,931,74,52,13,81,5,1080,830,112,179,3
0,_Washington,_321,_321,89,152,25,4,11,125,115,4,3,15,12,0,101,146,13,7,12,0,105,146,15,2,89,145,8,5,6,18,1,88,138,12,28,1
0,_Washington,_322,_322,92,103,13,0,21,112,94,1,5,7,6,0,98,115,6,2,4,0,100,100,9,1,91,112,3,2,2,8,0,90,100,4,23,0
0,_Washington,_323,_323,16,3,1,0,4,17,5,0,0,2,0,0,14,7,2,0,1,0,12,6,2,0,13,6,1,0,0,1,0,10,7,1,1,0
0,_Washington,_324,_324,150,225,35,7,20,201,167,9,10,9,20,4,155,220,18,10,14,2,178,190,28,2,122,225,17,10,9,24,2,138,201,22,37,2
0,_Washington,_325,_325,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0
0,_Washington,_326,_326,549,947,79,24,47,652,808,25,29,46,56,2,529,969,53,17,41,3,564,881,77,2,448,1000,34,23,15,54,2,449,888,45,150,3
0,_Washington,_327,_327,1713,1116,192,77,140,1750,1049,43,49,113,103,1,1637,1268,94,20,79,4,1677,1185,83,9,1378,1353,84,56,17,122,3,1377,1216,135,243,3
0,_Washington,_328,_328,686,842,97,34,81,854,748,20,19,34,51,2,686,943,39,7,37,1,714,830,67,2,548,967,48,25,15,63,1,592,819,56,156,3
0,_Washington,_329,_329,3928,1830,410,176,286,3899,1812,118,158,214,199,4,3714,2256,197,49,138,6,3722,2093,231,10,3050,2508,191,160,28,244,7,3091,2222,271,504,6
0,_Washington,_330,_330,559,602,98,30,79,635,535,31,22,53,50,4,530,687,52,16,42,3,587,610,58,2,489,650,47,25,13,65,2,492,584,53,131,4
0,_Washington,_331,_331,1350,520,123,56,107,1313,543,30,34,78,60,2,1273,682,53,11,48,3,1253,627,63,2,1074,749,51,40,13,50,0,1068,673,72,122,1
0,_Washington,_332,_332,1421,459,141,73,93,1325,425,49,85,122,87,4,1352,557,99,14,61,4,1375,517,108,4,1179,580,103,72,20,76,4,1158,553,131,157,6
0,_Washington,_333,_333,2037,697,194,100,133,1919,620,73,116,162,111,6,1922,803,131,24,109,9,1937,755,148,6,1645,866,137,107,18,115,8,1589,795,196,259,5
0,_Washington,_334,_334,53,68,8,2,6,61,70,1,3,3,0,0,52,75,3,2,5,0,57,75,2,0,43,82,2,0,0,6,0,55,67,2,9,0
0,_Washington,_335,_335,1974,1496,315,71,246,2048,1593,47,72,119,128,1,1807,1916,120,31,91,5,1877,1781,121,7,1485,2051,93,73,21,142,2,1546,1761,135,357,4
0,_Washington,_336,_336,1205,912,187,53,110,1357,788,50,40,74,75,4,1161,1049,80,16,68,4,1239,930,92,5,980,1051,83,55,23,103,3,1020,918,92,225,8
0,_Washington,_337,_337,1800,1202,223,94,137,1930,1024,61,76,160,113,5,1785,1295,131,35,101,9,1820,1231,138,10,1520,1384,116,85,31,116,10,1540,1220,175,272,9
0,_Washington,_338,_338,2081,1440,238,95,145,2270,1097,61,78,192,152,7,2114,1464,117,36,110,10,2176,1325,141,6,1806,1514,118,96,38,158,4,1833,1341,180,309,5
0,_Washington,_339,_339,2214,1655,289,137,206,2493,1345,78,104,178,163,5,2278,1719,148,62,144,7,2283,1616,203,14,1882,1847,153,98,44,187,13,1844,1653,236,402,11
0,_Washington,_340,_340,2533,2240,344,121,274,2838,2025,84,95,136,206,5,2482,2509,163,52,142,10,2526,2375,185,11,2057,2715,132,110,32,197,1,2095,2363,200,458,2
0,_Washington,_341,_341,100,192,9,5,6,132,155,3,2,4,7,0,90,193,6,3,3,1,94,169,10,0,62,200,2,1,3,15,0,80,177,5,11,0
0,_Washington,_342,_342,18,29,2,2,4,24,29,0,0,1,1,0,23,31,0,0,2,0,20,30,2,0,20,33,0,0,0,2,0,21,30,2,3,0
0,_Washington,_343,_343,1952,1398,302,99,208,2093,1319,75,69,149,167,4,1895,1674,123,38,106,8,1959,1546,134,8,1609,1810,119,64,20,137,6,1570,1563,146,391,8
0,_Washington,_344,_344,2059,1085,240,106,162,2163,926,63,108,160,127,6,2063,1175,129,30,117,7,2082,1139,132,14,1718,1291,109,110,34,146,9,1682,1131,205,336,9
0,_Washington,_345,_345,13,8,1,0,0,11,9,0,0,0,1,0,10,7,0,0,1,0,9,9,0,0,6,11,1,0,0,0,0,8,6,0,3,0
0,_Washington,_346,_346,87,137,13,7,15,113,129,1,8,4,4,0,90,154,6,4,4,0,92,145,6,0,71,160,6,7,1,6,0,80,137,9,23,0
0,_Washington,_347,_347,24,26,5,1,0,27,23,1,1,2,2,0,27,26,2,0,0,0,26,24,2,0,20,29,1,3,2,0,0,22,24,4,4,0
0,_Washington,_348,_348,14,9,0,0,0,10,11,0,0,1,0,0,12,10,0,0,0,0,10,12,0,0,4,16,1,0,0,0,2,9,12,0,1,0
0,_Washington,_349,_349,1391,594,121,82,87,1388,526,32,73,89,66,3,1313,692,64,18,60,5,1338,631,85,8,1120,749,75,66,17,75,3,1138,644,135,142,6
0,_Washington,_350,_350,1729,694,116,111,117,1780,563,39,95,108,77,7,1702,780,77,17,67,2,1719,710,89,1,1401,873,90,86,18,88,4,1447,701,150,225,6
0,_Washington,_351,_351,1279,661,121,61,86,1334,530,48,66,94,68,5,1278,676,70,32,64,7,1273,629,113,7,1101,720,78,67,19,77,3,1106,653,120,143,10
0,_Washington,_352,_352,522,127,35,43,34,502,104,10,44,51,26,0,521,146,25,13,29,0,535,136,33,3,445,171,29,27,10,37,2,421,144,71,62,1
0,_Washington,_353,_353,1268,372,87,76,82,1263,350,23,65,84,39,1,1192,502,43,15,52,7,1220,439,64,5,1030,537,61,75,14,49,2,988,451,110,183,4
0,_Washington,_354,_354,2116,1022,189,73,134,2195,955,47,83,79,75,1,1995,1265,73,19,54,6,2005,1143,95,6,1664,1381,86,76,10,92,3,1690,1200,119,244,4
0,_Washington,_355,_355,1677,764,165,76,104,1731,656,42,65,91,100,2,1651,854,89,29,59,5,1649,766,109,4,1387,928,87,79,20,95,5,1350,814,150,222,6
0,_Washington,_356,_356,907,460,104,36,60,937,398,24,23,68,68,2,855,553,42,18,41,2,877,473,64,5,739,583,52,30,14,52,2,747,493,74,134,3
0,_Washington,_357,_357,757,401,61,41,54,800,358,15,18,51,35,2,741,465,29,15,29,6,738,431,51,4,628,494,49,30,9,40,1,613,441,58,108,1
0,_Washington,_358,_358,1526,620,135,40,111,1534,610,37,53,65,58,3,1409,820,58,12,51,3,1399,756,62,4,1207,905,64,35,13,56,6,1160,785,98,185,7
0,_Washington,_359,_359,1499,478,128,35,96,1438,484,36,56,68,59,6,1368,649,65,7,47,3,1348,585,74,1,1127,740,68,49,6,53,4,1150,592,102,156,4
0,_Washington,_360,_360,1693,645,178,85,117,1661,594,51,87,131,95,5,1649,772,90,22,69,6,1672,713,109,5,1437,842,83,83,17,78,4,1378,733,143,245,5
0,_Washington,_361,_361,1081,275,81,69,69,982,266,26,84,89,53,3,1024,350,56,11,48,2,1011,326,67,6,858,396,66,67,9,51,3,832,348,111,129,2
0,_Washington,_362,_362,2105,804,170,82,134,2139,773,33,76,94,91,0,1954,1070,75,16,60,3,1961,962,80,8,1615,1231,57,69,14,92,4,1560,1023,128,285,9
0,_Washington,_363,_363,2053,768,190,96,122,2034,757,54,90,107,98,1,1884,1045,94,19,68,1,1937,884,111,4,1562,1133,81,99,21,97,5,1529,987,155,266,5
0,_Washington,_364,_364,2684,969,202,53,167,2606,1142,34,55,67,68,3,2227,1579,66,5,51,1,2264,1355,83,8,1828,1745,61,67,6,95,1,1834,1489,98,294,7
0,_Washington,_365,_365,1860,606,139,45,112,1905,661,29,30,49,42,4,1607,984,53,3,24,9,1655,817,75,2,1341,1108,51,45,6,54,3,1350,928,65,190,4
0,_Washington,_366,_366,1474,366,112,48,72,1435,361,38,52,60,50,6,1327,553,74,5,30,5,1335,483,58,3,1098,642,57,59,5,56,5,1097,524,88,157,5
0,_Washington,_367,_367,2390,969,129,37,93,2390,950,12,39,68,62,7,2103,1311,37,16,37,6,2088,1156,70,7,1762,1445,47,35,4,90,6,1770,1277,78,187,6
0,_Washington,_368,_368,2131,865,196,83,171,2127,929,44,60,101,85,4,2007,1152,86,14,53,2,1937,1068,96,4,1630,1324,68,71,5,110,4,1588,1149,121,268,3
0,_Washington,_369,_369,939,489,99,34,80,965,470,26,28,46,60,4,885,604,51,8,34,5,883,546,55,4,686,695,45,39,13,53,5,717,583,59,132,3
0,_Washington,_370,_370,1149,604,115,33,90,1209,577,27,29,42,55,2,1062,790,43,8,31,1,1075,694,63,4,856,874,44,37,10,58,5,877,737,68,169,3
0,_Washington,_371,_371,1248,530,121,42,108,1273,557,28,42,54,49,1,1120,754,52,12,40,3,1132,691,59,1,887,865,59,52,6,67,1,919,704,89,178,4
0,_Washington,_372,_372,1109,368,72,21,71,1139,365,23,28,25,32,0,979,558,35,4,26,3,1023,465,40,1,804,642,38,36,5,39,2,823,519,55,130,1
0,_Washington,_373,_373,133,118,10,5,14,134,113,2,11,8,8,1,114,137,11,2,9,1,124,129,7,1,102,143,4,8,2,8,1,104,120,11,24,1
0,_Washington,_374,_374,3,8,1,0,0,3,6,0,0,0,3,0,3,7,2,0,0,0,3,7,2,0,0,10,0,0,0,1,0,3,6,0,3,0
0,_Washington,_375,_375,190,40,11,3,9,187,45,1,4,4,4,0,159,73,6,0,2,0,157,60,6,1,116,101,7,2,0,5,1,124,75,2,20,1
0,_Washington,_376,_376,1009,490,101,27,95,1058,507,16,23,36,41,1,931,678,32,4,27,3,899,640,39,2,796,729,30,31,3,44,1,762,646,57,124,3
0,_Washington,_377,_377,1274,638,97,31,84,1315,630,25,32,38,33,2,1111,878,34,9,25,1,1111,769,36,0,885,960,36,38,5,38,0,873,821,40,190,1
0,_Washington,_378,_378,1229,284,82,37,54,1222,284,33,37,46,32,2,1130,401,59,5,24,5,1137,372,51,4,946,499,35,38,2,52,4,945,382,83,137,2
0,_Washington,_379,_379,3799,1367,308,213,233,3790,1251,94,199,237,204,8,3654,1652,199,48,167,13,3717,1506,244,14,3093,1886,191,173,42,209,10,3249,1500,334,427,12
0,_Washington,_380,_380,3611,1646,302,151,233,3788,1523,61,131,156,148,7,3463,2018,134,28,114,10,3466,1803,169,15,2839,2288,134,164,24,161,10,3017,1844,225,428,9
0,_Washington,_381,_381,48,34,4,3,2,52,32,2,1,1,2,0,42,44,4,0,0,0,42,35,7,0,36,48,3,1,0,2,0,39,38,5,3,0
0,_Washington,_382,_382,1145,510,97,64,83,1130,431,34,55,91,68,6,1105,562,73,19,47,9,1120,518,72,7,937,627,58,54,14,64,8,949,527,102,138,7
0,_Washington,_383,_383,657,202,50,31,39,674,203,12,26,25,17,0,635,285,11,1,13,2,637,234,21,0,476,356,21,18,1,21,1,553,240,31,74,1
0,_Washington,_384,_384,2089,554,108,65,104,2116,520,22,77,77,53,2,1931,784,56,14,44,2,1969,654,59,2,1570,957,50,72,16,61,1,1764,655,107,198,2
0,_Washington,_385,_385,1449,517,105,58,87,1493,504,24,54,53,43,3,1331,725,35,6,48,7,1343,615,57,4,1052,855,49,56,4,57,2,1175,649,91,136,6
0,_Washington,_386,_386,1846,525,147,51,91,1863,574,28,52,47,47,3,1605,864,46,13,33,8,1652,727,60,6,1273,1030,50,56,5,51,6,1472,727,87,182,3
0,_Washington,_387,_387,745,160,48,18,28,716,169,16,21,22,23,0,655,241,35,4,24,0,672,213,29,1,549,284,31,27,3,36,0,573,241,33,68,2
0,_Washington,_388,_388,518,209,34,26,15,540,165,9,16,31,23,0,496,241,15,7,16,1,507,210,23,0,413,267,18,25,7,25,1,433,224,34,61,0
0,_Washington,_389,_389,3201,1476,279,96,223,3243,1480,63,85,142,127,5,2941,1925,119,30,95,10,2976,1692,144,10,2364,2169,117,90,26,176,7,2673,1710,182,333,6
0,_Washington,_390,_390,1182,629,72,28,68,1214,599,13,25,38,41,0,1035,826,28,8,19,2,1038,723,29,2,832,917,29,21,3,33,5,836,754,44,172,3
0,_Washington,_391,_391,206,42,15,15,14,184,40,3,22,22,7,0,201,58,9,1,7,2,186,56,10,1,154,70,7,11,4,15,1,149,58,21,29,0
0,_Washington,_392,_392,133,29,8,5,10,130,24,2,12,10,1,1,125,47,5,1,3,0,132,37,4,1,113,41,7,7,0,7,1,116,35,10,11,1
0,_Washington,_393,_393,435,95,22,17,12,432,103,6,10,17,5,0,409,143,7,1,3,1,389,127,13,1,331,173,13,11,1,12,0,361,137,17,33,0
0,_Washington,_394,_394,144,75,14,2,12,137,78,5,3,7,6,0,125,103,7,1,3,0,125,82,11,1,113,95,6,2,1,8,1,103,91,9,16,1
0,_Washington,_395,_395,3583,1568,295,114,265,3572,1573,65,111,159,169,9,3174,2165,127,28,112,6,3221,1895,157,9,2686,2315,124,105,20,158,11,2825,1933,197,368,7
0,_Washington,_396,_396,508,252,56,13,28,562,214,12,9,22,20,3,458,345,15,4,20,2,473,307,23,2,360,390,15,11,4,28,2,385,332,20,63,2
0,_Washington,_397,_397,1158,834,135,25,82,1237,811,31,24,44,54,4,1038,1050,52,10,39,4,1074,953,58,5,842,1143,48,26,9,69,3,872,1025,55,142,3
0,_Washington,_398,_398,739,588,83,12,87,806,600,10,9,21,25,0,623,793,19,7,17,1,687,678,31,0,534,823,21,19,2,25,1,543,732,31,91,1
0,_Washington,_399,_399,1277,535,102,56,66,1327,444,20,50,79,59,1,1224,615,54,9,54,3,1269,552,49,5,1032,703,53,47,6,59,2,1036,567,92,155,6
0,_Washington,_400,_400,1922,838,177,78,129,1900,761,50,88,154,91,4,1795,1030,91,18,84,6,1856,901,99,8,1475,1133,94,90,14,104,5,1468,942,155,309,3
0,_Washington,_401,_401,1166,305,85,52,51,1221,291,13,34,29,49,2,1105,446,36,3,33,4,1143,371,40,3,931,518,31,41,7,55,1,995,390,61,121,1
0,_Washington,_402,_402,3602,2203,412,117,313,3746,2250,67,110,156,206,8,3222,2940,151,49,140,7,3321,2662,169,7,2673,3129,156,112,23,200,10,2693,2786,197,509,5
0,_Washington,_403,_403,741,352,75,19,60,737,383,6,21,30,34,3,663,488,33,4,20,2,657,449,40,2,546,534,22,18,2,50,3,560,468,29,93,3
0,_Washington,_404,_404,3030,1399,280,132,215,3117,1275,64,130,181,163,6,2858,1741,116,35,131,8,2910,1557,140,1,2363,1901,137,115,26,184,6,2410,1590,221,422,0
0,_Washington,_405,_405,4010,2212,369,116,262,4213,2095,71,106,171,180,7,3732,2785,128,25,136,12,3749,2519,176,11,2963,3132,133,117,26,204,12,3045,2598,200,628,8
0,_Washington,_406,_406,272,57,16,22,9,258,42,13,13,21,14,0,269,53,15,8,14,0,263,67,17,0,237,78,10,16,3,10,0,207,68,33,34,1
0,_Washington,_407,_407,1165,317,76,31,62,1175,332,23,30,32,27,2,1023,509,41,4,21,2,1043,411,43,3,858,592,34,33,4,43,2,848,464,66,139,4
0,_Washington,_408,_408,56,25,2,1,3,57,21,2,1,2,2,0,48,26,3,0,6,2,42,29,4,1,35,36,4,0,0,3,2,37,29,1,9,2
0,_Washington,_409,_409,2360,1138,205,95,210,2379,1144,45,86,118,98,5,2185,1482,102,22,72,4,2212,1351,105,4,1790,1623,88,83,17,139,5,1847,1397,156,284,3
0,_Washington,_410,_410,1515,864,136,30,130,1572,854,19,42,49,78,3,1340,1143,57,12,48,3,1367,1017,68,8,1101,1209,62,33,11,89,3,1131,1059,68,216,4
0,_Washington,_411,_411,32,21,4,1,0,30,21,1,0,0,5,0,23,31,0,0,2,0,22,29,1,0,20,33,0,0,0,2,0,19,30,0,4,0
0,_Washington,_412,_412,980,523,90,29,65,987,500,28,27,38,41,4,873,668,33,11,34,1,849,601,42,5,701,734,31,36,8,47,4,750,632,53,102,1
0,_Washington,_413,_413,512,292,46,17,29,532,277,5,10,31,14,0,461,363,19,7,15,1,472,325,23,1,384,406,15,5,3,25,2,368,374,16,65,0
0,_Washington,_414,_414,274,200,21,1,32,280,212,2,5,12,6,1,214,271,12,4,5,0,228,238,9,0,152,307,6,8,3,15,0,182,246,8,46,0
0,_Washington,_415,_415,221,202,21,2,11,256,171,3,6,5,10,0,204,244,5,0,2,0,215,193,9,0,141,266,8,2,0,14,0,169,206,5,49,0
0,_Washington,_416,_416,5,15,1,0,0,7,12,0,0,0,1,0,5,16,0,0,0,0,5,14,1,0,2,17,0,0,0,1,0,4,14,1,1,0
0,_Washington,_417,_417,682,368,58,31,64,740,305,17,30,44,39,1,668,418,24,12,43,2,690,375,36,4,559,466,29,20,7,46,1,560,386,50,103,2
0,_Washington,_418,_418,1086,541,106,29,74,1107,544,21,22,44,44,2,963,713,37,8,32,6,971,620,60,4,790,790,27,26,7,53,3,876,656,51,99,4
0,_Washington,_419,_419,912,603,32,26,30,991,514,12,22,20,26,1,867,676,10,8,19,2,876,593,33,0,655,764,37,26,9,36,0,738,593,38,150,0
0,_Washington,_420,_420,1655,1003,190,61,146,1734,974,36,51,94,91,5,1516,1278,76,16,74,4,1552,1155,90,8,1224,1400,64,56,17,105,2,1255,1195,101,268,5
0,_Washington,_421,_421,130,93,21,8,11,142,90,6,1,10,15,0,124,119,7,0,6,0,117,117,4,0,99,130,9,6,0,4,0,113,110,4,19,0
0,_Washington,_422,_422,5,13,0,0,0,7,10,1,0,0,1,0,4,13,1,0,1,0,4,14,1,0,4,14,0,0,0,1,0,4,14,0,1,0
0,_Washington,_423,_423,1692,849,172,63,139,1713,775,49,72,130,89,1,1610,1018,97,22,62,5,1625,943,107,5,1365,1076,89,71,15,100,8,1368,961,113,234,3
0,_Washington,_424,_424,1908,1597,274,64,206,2030,1607,55,55,110,100,1,1755,1957,104,27,81,4,1764,1815,118,8,1403,2090,94,71,9,123,3,1447,1849,133,286,1
0,_Washington,_425,_425,395,446,39,12,36,448,396,8,9,21,21,0,359,521,15,3,7,1,369,459,26,0,287,544,20,13,5,17,0,306,462,25,77,0
0,_Washington,_426,_426,145,197,26,6,15,190,177,6,5,7,4,0,131,239,6,1,8,0,157,197,12,0,109,253,7,4,1,6,0,132,191,8,38,0
0,_Washington,_427,_427,17,7,2,0,0,17,7,0,0,1,1,0,15,11,0,0,0,0,15,10,0,0,16,9,0,0,0,0,0,16,7,0,1,0
0,_Washington,_428,_428,732,493,87,25,52,769,445,26,19,53,47,1,684,569,45,16,32,2,700,529,55,2,593,613,36,23,8,52,1,582,561,41,95,3
0,_Washington,_429,_429,1411,796,171,52,95,1426,747,57,58,80,78,3,1294,972,92,22,56,2,1293,893,113,3,1115,1025,78,50,8,84,4,1113,936,99,176,4
