IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_OR_20161108_GEN_PRE_DEM_CLINTON,USA_OR_20161108_GEN_PRE_REP_TRUMP,USA_OR_20161108_GEN_PRE_LIB_JOHNSON,USA_OR_20161108_GEN_PRE_GRE_STEIN,USA_OR_20161108_GEN_PRE_OTH_WRITEIN,USA_OR_20161108_GEN_USS_DEM_WYDEN,USA_OR_20161108_GEN_USS_REP_CALLAHAN,USA_OR_20161108_GEN_USS_LIB_LINDSAY,USA_OR_20161108_GEN_USS_GRE_NAVICKAS,USA_OR_20161108_GEN_USS_WOR_LEWALLEN,USA_OR_20161108_GEN_USS_IND_REYNOLDS,USA_OR_20161108_GEN_USS_OTH_WRITEIN,USA_OR_20161108_GEN_GOV_DEM_BROWN,USA_OR_20161108_GEN_GOV_REP_PIERCE,USA_OR_20161108_GEN_GOV_LIB_FOSTER,USA_OR_20161108_GEN_GOV_CON_AUER,USA_OR_20161108_GEN_GOV_IND_THOMASON,USA_OR_20161108_GEN_GOV_OTH_WRITEIN,USA_OR_20161108_GEN_ATG_DEM_ROSENBLUM,USA_OR_20161108_GEN_ATG_REP_CROWE,USA_OR_20161108_GEN_ATG_LIB_HEDBOR,USA_OR_20161108_GEN_ATG_OTH_WRITEIN,USA_OR_20161108_GEN_SOS_DEM_AVAKIAN,USA_OR_20161108_GEN_SOS_REP_RECHARDSON,USA_OR_20161108_GEN_SOS_LIB_DURBIN,USA_OR_20161108_GEN_SOS_GRE_ZUNDEL,USA_OR_20161108_GEN_SOS_CON_MARSH,USA_OR_20161108_GEN_SOS_IND_WELLS,USA_OR_20161108_GEN_SOS_OTH_WRITEIN,USA_OR_20161108_GEN_TRE_DEM_READ,USA_OR_20161108_GEN_TRE_REP_GUDMAN,USA_OR_20161108_GEN_TRE_PRO_HENRY,USA_OR_20161108_GEN_TRE_IND_TELFER,USA_OR_20161108_GEN_TRE_OTH_WRITEIN
0,_Washington,_430,_430,485,581,63,20,80,550,568,15,20,21,38,1,422,739,17,9,20,1,471,647,32,3,361,735,22,26,5,26,3,373,638,36,98,2
0,_Washington,_431,_431,503,637,60,10,53,596,571,20,20,12,30,0,463,732,25,8,18,0,482,660,32,0,395,748,23,16,4,37,0,403,687,27,87,0
0,_Washington,_432,_432,157,105,18,4,15,155,96,7,8,10,14,0,151,115,10,2,13,0,148,113,7,0,122,131,6,7,1,8,0,112,126,10,24,0
0,_Washington,_433,_433,1050,711,149,39,93,1110,717,30,27,67,59,1,1005,898,47,15,37,1,1014,818,70,1,816,968,50,36,9,69,1,849,843,65,152,3
0,_Washington,_434,_434,1835,1024,169,77,147,1925,950,34,65,83,89,5,1730,1243,83,16,57,8,1740,1131,93,6,1414,1334,76,68,15,120,6,1456,1141,137,228,7
0,_Washington,_435,_435,1664,1411,226,76,184,1819,1352,36,59,94,105,8,1566,1727,74,21,73,2,1572,1573,99,4,1299,1803,68,65,11,112,2,1294,1601,109,284,2
0,_Washington,_436,_436,992,777,137,14,117,1080,846,12,15,19,39,3,828,1118,27,5,25,4,885,981,35,5,668,1211,26,14,3,39,5,716,1053,35,117,6
0,_Washington,_437,_437,33,16,1,0,1,34,11,0,1,0,2,0,30,20,0,0,0,0,31,14,1,0,23,22,2,2,0,0,0,26,15,4,1,0
0,_Washington,_438,_438,70,139,17,3,7,87,130,4,4,1,8,0,69,155,5,3,9,0,77,139,11,0,50,160,8,5,4,4,0,53,142,12,21,0
0,_Washington,_439,_439,240,125,17,3,19,221,127,4,4,17,11,0,195,169,6,2,14,1,203,152,10,1,182,162,9,3,0,13,1,177,157,7,23,0
0,_Washington,_440,_440,642,359,80,32,49,649,336,22,19,49,51,0,612,410,50,13,34,3,641,371,54,0,543,430,45,25,8,43,0,525,408,50,100,0
0,_Washington,_441,_441,52,10,3,0,1,54,1,2,2,2,1,0,46,12,0,0,3,1,47,8,2,1,40,13,3,2,0,0,1,38,11,1,8,1
0,_Washington,_442,_442,1016,845,155,26,132,1071,910,21,28,49,38,0,922,1099,36,9,41,1,950,1012,45,1,776,1136,37,27,11,64,0,784,1037,51,143,1
0,_Washington,_443,_443,0,8,0,0,0,3,5,0,0,0,0,0,1,7,0,0,0,0,0,7,0,0,1,7,0,0,0,0,0,1,6,0,1,0
0,_Wheeler,_Fossil,_01,85,251,28,5,13,201,138,1,4,12,22,0,112,249,5,6,15,0,112,224,12,0,77,263,3,6,1,18,0,87,217,13,40,0
0,_Wheeler,_Mitchell,_03,42,153,9,1,1,81,114,1,0,2,5,0,45,153,5,1,0,0,52,126,12,0,33,155,6,0,1,2,0,35,136,3,18,1
0,_Wheeler,_Spray,_04,28,187,9,4,2,73,132,2,1,5,9,0,37,173,7,5,7,0,49,150,7,0,38,168,3,3,5,5,0,33,140,12,29,0
0,_Yamhill,"_Newberg Rural N,S,E",_01,796,1059,120,31,82,931,990,18,24,39,52,3,735,1235,39,14,38,4,764,1137,45,3,569,1298,26,34,7,49,5,617,1139,44,157,4
0,_Yamhill,_Newberg City Districts 3&6,_02,1514,1603,250,84,200,1695,1428,53,86,126,157,3,1502,1779,121,63,90,3,1529,1675,130,3,1206,1855,100,81,42,124,6,1218,1683,162,282,6
0,_Yamhill,_Newberg City Districts 4&5,_03,1524,1884,298,69,233,1776,1780,67,50,92,147,4,1528,2143,111,42,84,5,1573,1977,117,7,1195,2274,94,71,17,129,2,1256,1956,161,345,3
0,_Yamhill,_Newberg City Districts 1&2,_04,1212,1280,235,88,176,1398,1192,46,50,85,120,2,1211,1491,85,42,60,4,1265,1341,103,3,943,1560,82,67,26,112,4,974,1374,114,246,3
0,_Yamhill,_Dundee City & Rural,_07,727,763,117,35,74,835,694,27,24,43,54,1,714,868,29,11,44,3,725,781,59,2,608,888,27,39,7,51,3,595,766,82,144,1
0,_Yamhill,_Newberg Rural W,_09,1179,1432,178,40,119,1375,1335,33,33,67,74,2,1096,1710,58,13,35,4,1168,1475,92,8,904,1716,53,40,16,93,2,937,1487,86,251,4
0,_Yamhill,_Dayton City & Rural,_10,824,1188,149,45,93,1072,972,30,25,63,83,1,821,1262,61,31,64,4,924,1110,76,6,718,1251,60,39,29,84,0,734,1103,89,184,3
0,_Yamhill,_Gaston Area,_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Yamhill,_Amity City & Rural,_12,811,1530,136,60,110,1110,1237,48,34,63,108,3,800,1609,77,36,65,2,944,1393,117,6,717,1542,78,40,34,106,2,745,1376,110,222,3
0,_Yamhill,_Yamhill City & Rural,_13,886,1569,168,56,88,1099,1376,30,42,74,84,3,859,1697,53,32,48,7,996,1470,77,3,748,1683,55,38,17,91,3,796,1442,96,221,8
0,_Yamhill,_McMinnville Ward 1,_14,934,956,144,51,92,1078,819,31,38,66,82,0,924,1070,38,22,59,2,977,922,68,1,790,1040,50,42,22,86,1,798,925,79,177,2
0,_Yamhill,_McMinnville Ward 1,_15,937,905,108,55,74,1045,753,33,47,57,80,2,928,965,47,20,54,5,993,860,54,2,789,960,47,52,18,84,3,753,858,110,195,1
0,_Yamhill,_McMinnville Ward 3,_16,769,791,110,34,72,878,663,31,31,73,55,0,761,838,48,20,50,2,814,733,71,2,649,862,47,18,13,69,5,685,747,55,120,1
0,_Yamhill,_McMinnville City Ward 2,_17,925,913,118,51,86,1128,722,24,40,68,62,0,925,1018,47,16,34,0,1009,842,50,2,767,1049,36,43,10,60,1,791,845,83,209,1
0,_Yamhill,_McMinnville City Ward 2,_18,1764,1445,171,63,164,1974,1319,40,43,72,91,3,1663,1746,59,19,52,5,1748,1512,77,9,1329,1839,64,50,20,116,2,1419,1530,111,283,2
0,_Yamhill,_McMinnville Ward 3,_19,1383,997,155,83,95,1537,767,43,63,108,109,3,1391,1053,79,38,68,2,1469,911,105,4,1171,1102,72,62,40,102,4,1171,945,134,230,5
0,_Yamhill,_McMinnville & Sheridan Rural,_20,664,948,114,35,63,785,842,27,25,38,66,3,595,1087,51,12,41,2,681,963,52,1,519,1076,36,35,11,62,2,537,936,63,166,2
0,_Yamhill,_Carlton City & Rural,_21,688,1070,131,29,83,872,878,33,28,47,81,0,669,1161,42,28,50,1,772,974,69,2,588,1115,48,35,20,65,3,585,973,81,175,1
0,_Yamhill,_Lafayette City & Rural,_22,827,1062,164,41,69,929,914,31,44,75,97,4,775,1151,76,26,59,5,881,996,91,7,633,1163,68,28,27,105,3,676,1002,102,202,4
0,_Yamhill,_Sheridan City & Rural,_26,559,1010,101,30,65,740,796,34,29,50,76,6,591,998,45,29,60,4,669,885,74,3,512,974,65,28,22,72,3,536,865,80,158,4
0,_Yamhill,_Willaminia City & Rural,_27,122,285,35,14,24,191,201,12,14,14,30,1,137,280,18,15,20,1,176,244,25,0,129,262,13,12,11,27,0,133,219,26,67,2
0,_Yamhill,_Grand Ronde Area,_28,256,560,72,22,50,359,472,24,16,30,34,2,257,612,41,14,23,0,318,527,44,0,215,590,36,13,17,42,0,227,534,42,80,1
