IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_NE_20161108_GEN_PRE_REP_TRUMP,USA_NE_20161108_GEN_PRE_DEM_CLINTON,USA_NE_20161108_GEN_PRE_LIB_JOHNSON,USA_NE_20161108_GEN_PRE_GRE_STEIN
0,_109,_10E15,_10E15,384,257,37,9
0,_109,_10E16,_10E16,723,590,60,6
0,_109,_10F01,_10F01,190,318,17,13
0,_109,_10F02,_10F02,175,171,18,9
0,_109,_10F03,_10F03,197,239,22,7
0,_109,_10F04,_10F04,280,318,28,5
0,_109,_10F05,_10F05,306,338,31,7
0,_109,_10F06,_10F06,260,216,28,6
0,_109,_10F07,_10F07,257,268,26,4
0,_109,_10F10,_10F10,316,234,28,7
0,_109,_10F11,_10F11,307,375,37,9
0,_109,_10F12,_10F12,245,245,27,5
0,_109,_10F14,_10F14,409,364,28,5
0,_109,_10F15,_10F15,260,259,23,2
0,_109,_10F16,_10F16,489,279,23,1
0,_109,_10G01,_10G01,214,265,16,5
0,_109,_10G02,_10G02,331,222,26,4
0,_109,_10G03,_10G03,310,280,42,20
0,_109,_10G04,_10G04,289,207,28,4
0,_109,_10G05,_10G05,313,193,18,5
0,_109,_10G06,_10G06,423,329,18,5
0,_109,_10G07,_10G07,288,220,26,5
0,_109,_10H01,_10H01,389,296,33,5
0,_109,_10H02,_10H02,604,259,21,10
0,_109,_10H03,_10H03,680,465,56,10
0,_109,_10H04,_10H04,549,350,38,10
0,_109,_10H05,_10H05,690,439,43,6
0,_109,_10H06,_10H06,433,361,36,6
0,_109,_10H07,_10H07,392,257,34,0
0,_109,_11A01,_11A01,176,288,44,15
0,_109,_11A02,_11A02,229,303,43,20
0,_109,_11B01,_11B01,290,348,36,17
0,_109,_11D02,_11D02,194,276,43,22
0,_109,_11E01,_11E01,269,321,42,21
0,_109,_11E03,_11E03,288,444,58,10
0,_109,_11E05,_11E05,185,240,27,16
0,_109,_11E06,_11E06,232,387,36,12
0,_109,_11E07,_11E07,215,213,29,12
0,_109,_11E10,_11E10,220,193,21,7
0,_109,_12A04,_12A04,408,446,76,28
0,_109,_12A05,_12A05,319,351,50,15
0,_109,_12A07,_12A07,450,373,48,9
0,_109,_12A08,_12A08,345,221,29,1
0,_109,_12A09,_12A09,333,245,37,2
0,_109,_12A10,_12A10,665,605,82,6
0,_109,_12B01,_12B01,319,396,38,17
0,_109,_12B02,_12B02,269,286,22,10
0,_109,_12B04,_12B04,361,296,39,15
0,_109,_12B06,_12B06,290,334,58,11
0,_109,_12B07,_12B07,330,255,39,4
0,_109,_12B08,_12B08,477,368,49,6
0,_109,_12C02,_12C02,384,406,55,8
0,_109,_12C06,_12C06,319,314,40,13
0,_109,_12C07,_12C07,470,565,75,8
0,_109,_12D00,_12D00,280,375,58,7
0,_109,_12F00,_12F00,282,272,27,10
0,_109,_12G01,_12G01,349,460,60,20
0,_109,_12G02,_12G02,185,183,25,4
0,_109,_Buda,_Buda,372,125,21,7
0,_109,_Centerville,_Centerville,614,203,22,16
0,_109,_Denton,_Denton,815,388,38,16
0,_109,_Elk,_Elk,431,173,40,5
0,_109,_Garfield 1,_Garfield 1,5,6,0,1
0,_109,_Grant 1,_Grant 1,515,240,36,4
0,_109,_Grant 2,_Grant 2,181,70,9,0
0,_109,_Grant 3,_Grant 3,429,224,26,4
0,_109,_Grant 4,_Grant 4,0,0,0,0
0,_109,_Hickman,_Hickman,744,334,61,12
0,_109,_Middle Creek,_Middle Creek,372,150,21,6
0,_109,_Murdock South,_Murdock South,124,55,4,5
0,_109,_Nemaha,_Nemaha,539,316,55,16
0,_109,_North Bluff,_North Bluff,9,4,0,0
0,_109,_Oak,_Oak,447,152,34,4
0,_109,_Panama,_Panama,329,134,31,2
0,_109,_Rock Creek,_Rock Creek,305,142,28,0
0,_109,_Saltillo 1,_Saltillo 1,384,186,29,4
0,_109,_Saltillo 2,_Saltillo 2,567,209,23,8
0,_109,_South Pass,_South Pass,436,152,42,4
0,_109,_Stevens Creek,_Stevens Creek,254,92,15,0
0,_109,_Stockton,_Stockton,312,129,21,0
0,_109,_Waverly 2,_Waverly 2,403,174,39,4
0,_109,_Waverly North,_Waverly North,581,236,50,2
0,_109,_Waverly South,_Waverly South,616,262,47,7
0,_109,_West Salt,_West Salt,475,188,31,7
0,_109,_Yankee Hill East,_Yankee Hill East,141,108,7,6
0,_109,_Yankee Hill West,_Yankee Hill West,562,311,34,4
0,_111,_Brady Precinct,_Brady Precinct,461,70,15,5
0,_111,_Hall Precinct,_Hall Precinct,810,96,36,2
0,_111,_Hershey Precinct,_Hershey Precinct,710,100,34,5
0,_111,_Hinman Precinct,_Hinman Precinct,295,48,15,3
0,_111,_Maxwell Precinct,_Maxwell Precinct,342,59,16,3
0,_111,_Medicine Precinct,_Medicine Precinct,152,10,0,0
0,_111,_Osgood Precinct,_Osgood Precinct,962,158,42,8
0,_111,_Sellers Precinct,_Sellers Precinct,483,81,16,7
0,_111,_Sutherland Precinct,_Sutherland Precinct,693,119,41,3
0,_111,_Voting District W1/P-1,_Voting District W1/P-1,513,163,44,5
0,_111,_Voting District W-1/P-2,_Voting District W-1/P-2,391,135,34,6
0,_111,_Voting District W-1/P-3,_Voting District W-1/P-3,308,102,34,1
0,_111,_Voting District W-1/P-4,_Voting District W-1/P-4,305,56,15,1
0,_111,_Voting District W-2/P-5,_Voting District W-2/P-5,232,70,25,2
0,_111,_Voting District W-2/P-6,_Voting District W-2/P-6,898,319,34,7
0,_111,_Voting District W-2/P-7,_Voting District W-2/P-7,660,199,35,3
0,_111,_Voting District W-2/P-8,_Voting District W-2/P-8,591,186,25,1
0,_111,_Voting District W-3/P-10,_Voting District W-3/P-10,747,226,62,14
0,_111,_Voting District W-3/P-12,_Voting District W-3/P-12,411,162,45,5
0,_111,_Voting District W-3/P-9,_Voting District W-3/P-9,543,167,50,3
0,_111,_Voting District W-4/P-13,_Voting District W-4/P-13,723,210,42,9
0,_111,_Voting District W4/P-15,_Voting District W4/P-15,300,81,19,8
0,_111,_Voting District W-4/P-16,_Voting District W-4/P-16,344,71,29,6
0,_111,_Wallace Precinct,_Wallace Precinct,290,25,3,0
0,_113,_Logan Precinct,_Logan Precinct,400,32,18,1
0,_115,_Sawyer Precinct,_Sawyer Precinct,323,48,10,1
0,_117,_Tryon Precinct,_Tryon Precinct,257,14,14,1
0,_119,_BC-Battle Creek Precinct,_BC-Battle Creek Precinct,701,103,39,9
0,_119,_Fairview-Kalamazoo-Green Garden Precinct,_Fairview-Kalamazoo-Green Garden Precinct,217,8,6,0
0,_119,_Madison,_Madison,404,192,29,12
0,_119,_Meadow Grove-Jefferson-Grove-Highland Precinct,_Meadow Grove-Jefferson-Grove-Highland Precinct,430,88,30,5
0,_119,_Norfolk 1-1 Precinct,_Norfolk 1-1 Precinct,659,155,37,10
0,_119,_Norfolk 1-2 Precinct,_Norfolk 1-2 Precinct,483,165,40,7
0,_119,_Norfolk 1-3 Precinct,_Norfolk 1-3 Precinct,454,133,32,7
0,_119,_Norfolk 2-1 Precinct,_Norfolk 2-1 Precinct,970,219,46,6
0,_119,_Norfolk 2-2 Precinct,_Norfolk 2-2 Precinct,810,181,43,2
0,_119,_Norfolk 2-3 Precinct,_Norfolk 2-3 Precinct,748,174,48,7
0,_119,_Norfolk 3-1 Precinct,_Norfolk 3-1 Precinct,453,190,49,9
0,_119,_Norfolk 3-2 Precinct,_Norfolk 3-2 Precinct,409,132,49,11
0,_119,_Norfolk 3-3 Precinct,_Norfolk 3-3 Precinct,584,161,34,6
0,_119,_Norfolk 4-1 Precinct,_Norfolk 4-1 Precinct,324,150,28,9
0,_119,_Norfolk 4-2 Precinct,_Norfolk 4-2 Precinct,556,151,37,7
0,_119,_Norfolk 4-3 Precinct,_Norfolk 4-3 Precinct,405,184,40,7
0,_119,_Norfolk Precinct,_Norfolk Precinct,536,95,18,6
0,_119,_Schoolcraft-Emerick-SCrk-NG Precinct,_Schoolcraft-Emerick-SCrk-NG Precinct,386,79,24,2
0,_119,_Tilden 2nd Ward Precinct,_Tilden 2nd Ward Precinct,222,34,21,1
0,_119,_Union-Madison Precinct,_Union-Madison Precinct,202,11,2,2
0,_119,_Valley Precinct,_Valley Precinct,479,72,5,1
0,_119,_Warnerville Precinct,_Warnerville Precinct,196,34,12,0
0,_121,_Central City Ward 1,_Central City Ward 1,472,116,36,7
0,_121,_Central City Ward 2,_Central City Ward 2,471,103,27,4
0,_121,_Central Precinct,_Central Precinct,38,6,3,1
0,_121,_Chapman Precinct,_Chapman Precinct,205,31,8,1
0,_121,_Clarksville East Precinct,_Clarksville East Precinct,139,29,6,0
0,_121,_Clarksville West Precinct,_Clarksville West Precinct,106,16,9,0
0,_121,_Lone Tree North Precinct,_Lone Tree North Precinct,188,33,7,1
0,_121,_Lone Tree South Precinct,_Lone Tree South Precinct,94,15,4,1
0,_121,_Loup Precinct,_Loup Precinct,230,60,18,1
0,_121,_Mead Precinct,_Mead Precinct,76,13,3,1
0,_121,_Midland Precinct,_Midland Precinct,99,19,6,0
0,_121,_Prairie Creek Precinct,_Prairie Creek Precinct,187,21,7,0
0,_121,_Prairie Island Precinct,_Prairie Island Precinct,83,15,5,0
0,_121,_Silver Creek Precinct,_Silver Creek Precinct,233,22,18,6
0,_121,_Vieregg Precinct,_Vieregg Precinct,305,103,8,6
0,_123,_Broadwater Precinct,_Broadwater Precinct,145,12,10,3
0,_123,_East Bayard Precinct,_East Bayard Precinct,386,56,16,4
0,_123,_East Camp Clarke Precinct,_East Camp Clarke Precinct,345,66,18,3
0,_123,_Gilchrist Precinct,_Gilchrist Precinct,39,0,0,0
0,_123,_Haynes Precinct,_Haynes Precinct,72,4,1,0
0,_123,_North Campe Clarke Precinct,_North Campe Clarke Precinct,208,29,6,0
0,_123,_Redington Precinct,_Redington Precinct,48,13,5,0
0,_123,_West Bayard Precinct,_West Bayard Precinct,283,53,14,1
0,_123,_West Camp Clarke Precinct,_West Camp Clarke Precinct,276,51,14,3
0,_125,_BGCP Precinct,_BGCP Precinct,261,46,9,0
0,_125,_CLFWE Precinct,_CLFWE Precinct,199,35,1,0
0,_125,_CTS Precinct,_CTS Precinct,122,23,5,8
0,_125,_Fullerton Ward,_Fullerton Ward,377,110,17,4
0,_125,_Genoa Ward 1,_Genoa Ward 1,146,38,9,1
0,_125,_Genoa Ward 2,_Genoa Ward 2,156,29,7,1
0,_127,_1st Douglas Precinct,_1st Douglas Precinct,236,117,18,0
0,_127,_2nd Douglas Precinct,_2nd Douglas Precinct,278,128,32,2
0,_127,_3rd Douglas Precinct,_3rd Douglas Precinct,330,108,34,5
0,_127,_4th Douglas Precinct,_4th Douglas Precinct,332,113,28,6
0,_127,_Brownville Precinct,_Brownville Precinct,154,74,12,2
0,_127,_Lafayette Precinct,_Lafayette Precinct,91,35,6,1
0,_127,_Nemaha Precinct,_Nemaha Precinct,118,26,2,4
0,_127,_Peru Precinct,_Peru Precinct,206,82,15,1
0,_127,_Washington Precinct,_Washington Precinct,371,102,33,6
0,_129,_Beaver 1 Precinct,_Beaver 1 Precinct,284,74,22,6
0,_129,_Beaver 2 Precinct,_Beaver 2 Precinct,249,61,8,3
0,_129,_Beaver 3 Precinct,_Beaver 3 Precinct,237,52,13,4
0,_129,_Elk Precinct,_Elk Precinct,138,26,7,0
0,_129,_Hardy Precinct,_Hardy Precinct,131,18,3,1
0,_129,_Nelson Precinct,_Nelson Precinct,391,63,12,3
0,_129,_Spring Creek Precinct,_Spring Creek Precinct,84,14,9,2
0,_129,_Victor Precinct,_Victor Precinct,212,45,14,1
0,_131,_Berlin Precinct,_Berlin Precinct,271,105,12,6
0,_131,_Delaware Precinct,_Delaware Precinct,333,75,33,1
0,_131,_McWilliams Precinct,_McWilliams Precinct,291,70,12,5
0,_131,_NC11,_NC11,319,109,20,5
0,_131,_NC12,_NC12,250,126,18,0
0,_131,_NC13,_NC13,459,148,27,6
0,_131,_NC14,_NC14,239,125,17,2
0,_131,_NC15,_NC15,381,121,35,1
0,_131,_NC16,_NC16,431,195,23,6
0,_131,_Palmyra Precinct,_Palmyra Precinct,568,313,50,5
0,_131,_Russell Precinct,_Russell Precinct,247,141,32,8
0,_131,_So. Branch Precinct,_So. Branch Precinct,261,107,21,5
0,_131,_Syracuse Precinct,_Syracuse Precinct,810,390,75,8
0,_133,_Burchard Precinct,_Burchard Precinct,160,24,6,0
0,_133,_Pawnee Precinct 1,_Pawnee Precinct 1,241,93,19,5
0,_133,_Pawnee Precinct 2,_Pawnee Precinct 2,218,81,14,2
0,_133,_Steinauer Precinct,_Steinauer Precinct,186,52,8,1
0,_133,_Table Rock Precinct,_Table Rock Precinct,169,29,8,2
0,_135,_Precinct 1,_Precinct 1,392,47,15,3
0,_135,_Precinct 2,_Precinct 2,419,61,18,0
0,_135,_Precinct 3,_Precinct 3,406,53,21,2
0,_137,_Anderson-Cottonwood Precinct,_Anderson-Cottonwood Precinct,137,14,18,0
0,_137,_Bertrand Precinct,_Bertrand Precinct,331,72,10,0
0,_137,_Divide and Lake Precinct,_Divide and Lake Precinct,262,20,4,1
0,_137,_Garfield-Union Precinct,_Garfield-Union Precinct,122,27,3,3
0,_137,_Holdrege Ward 1 Precinct,_Holdrege Ward 1 Precinct,445,77,31,2
0,_137,_Holdrege Ward 2 Precinct,_Holdrege Ward 2 Precinct,452,97,33,1
0,_137,_Holdrege Ward 3 Precinct,_Holdrege Ward 3 Precinct,505,102,26,4
0,_137,_Holdrege Ward 4 Precinct,_Holdrege Ward 4 Precinct,597,86,29,6
0,_137,_Laird Precinct,_Laird Precinct,283,22,6,0
0,_137,_Prarie and Sheridan Precinct,_Prarie and Sheridan Precinct,258,9,3,1
0,_137,_Rockfalls-Industry Precinct,_Rockfalls-Industry Precinct,129,14,8,0
0,_137,_Westmark-Center Precinct,_Westmark-Center Precinct,190,13,3,0
0,_137,_Westside - Willaimsburg Precinct,_Westside - Willaimsburg Precinct,138,19,16,0
0,_139,_Hadar Area/South Branch Precinct,_Hadar Area/South Branch Precinct,362,32,16,2
0,_139,_Osmond Area Precinct,_Osmond Area Precinct,741,69,27,5
0,_139,_Pierce City Precinct,_Pierce City Precinct,669,122,38,5
0,_139,_Pierce Rural Area Precinct,_Pierce Rural Area Precinct,682,55,15,4
0,_139,_Plainview Area Voting District,_Plainview Area Voting District,598,104,29,5
0,_141,_Bismark Precinct,_Bismark Precinct,224,29,8,0
0,_141,_Butler/Loup Precinct,_Butler/Loup Precinct,293,49,7,0
0,_141,_Columbus Twp A Precinct,_Columbus Twp A Precinct,400,79,15,3
0,_141,_Columbus Twp B Precinct,_Columbus Twp B Precinct,658,138,21,5
0,_141,_Columbus Ward 1A,_Columbus Ward 1A,522,174,32,9
0,_141,_Columbus Ward 1B,_Columbus Ward 1B,328,96,12,1
0,_141,_Columbus Ward 1C,_Columbus Ward 1C,365,104,25,6
0,_141,_Columbus Ward 1D,_Columbus Ward 1D,398,116,19,6
0,_141,_Columbus Ward 2A,_Columbus Ward 2A,213,73,22,6
0,_141,_Columbus Ward 2B,_Columbus Ward 2B,492,111,22,4
0,_141,_Columbus Ward 2C,_Columbus Ward 2C,360,127,22,3
0,_141,_Columbus Ward 2D,_Columbus Ward 2D,310,138,30,1
0,_141,_Columbus Ward 3A,_Columbus Ward 3A,647,153,24,4
0,_141,_Columbus Ward 3B,_Columbus Ward 3B,313,131,21,6
0,_141,_Columbus Ward 3C,_Columbus Ward 3C,624,124,27,3
0,_141,_Columbus Ward 3D,_Columbus Ward 3D,593,153,21,1
0,_141,_Columbus Ward 4A,_Columbus Ward 4A,313,131,40,6
0,_141,_Columbus Ward 4B,_Columbus Ward 4B,400,136,16,3
0,_141,_Columbus Ward 4C,_Columbus Ward 4C,538,166,26,1
0,_141,_Columbus Ward 4D,_Columbus Ward 4D,309,106,16,6
0,_141,_Creston Precinct,_Creston Precinct,196,10,3,0
0,_141,_Granville Precinct,_Granville Precinct,488,63,10,0
0,_141,_Humphrey Precinct,_Humphrey Precinct,193,26,0,2
0,_141,_Joliet Precinct,_Joliet Precinct,64,3,1,0
0,_141,_Lost Creek/Burrows Precinct,_Lost Creek/Burrows Precinct,302,41,14,4
0,_141,_Oconee/Monroe Precinct,_Oconee/Monroe Precinct,273,53,10,1
0,_141,_Shell Creek Precinct,_Shell Creek Precinct,374,61,9,2
0,_141,_Sherman/Grand Prairie Precinct,_Sherman/Grand Prairie Precinct,307,23,7,2
0,_141,_St. Bernard Precinct,_St. Bernard Precinct,284,11,9,1
0,_141,_Walker/Woodville Precinct,_Walker/Woodville Precinct,184,21,6,0
0,_143,_East Stromberg Precinct,_East Stromberg Precinct,350,59,13,0
0,_143,_North Osceola Precinct,_North Osceola Precinct,198,34,9,0
0,_143,_South Canada Precinct,_South Canada Precinct,418,81,23,5
0,_143,_South Osceola Precinct,_South Osceola Precinct,436,113,23,0
0,_143,_West Pleasant Home Precinct,_West Pleasant Home Precinct,267,62,18,1
0,_143,_West Stromberg Precinct,_West Stromberg Precinct,359,64,16,0
0,_145,_Bartley Precinct,_Bartley Precinct,221,16,11,2
0,_145,_Beaver Precinct,_Beaver Precinct,155,14,3,0
0,_145,_Indianola Precinct,_Indianola Precinct,519,38,10,5
0,_145,_Northwest Precinct,_Northwest Precinct,368,40,13,1
0,_145,_Southwest Precinct,_Southwest Precinct,212,29,10,0
0,_145,_W-1 P-1 Precinct,_W-1 P-1 Precinct,286,58,11,1
0,_145,_W-1 P-2 Precinct,_W-1 P-2 Precinct,373,53,17,7
0,_145,_W-1 P-3 Precinct,_W-1 P-3 Precinct,299,73,12,0
0,_145,_W-2 P-1 Precinct,_W-2 P-1 Precinct,408,56,19,4
0,_145,_W-2 P-2 Precinct,_W-2 P-2 Precinct,380,67,31,1
0,_145,_W-3 P-1 Precinct,_W-3 P-1 Precinct,314,68,18,2
0,_145,_W-3 P-3 Precinct,_W-3 P-3 Precinct,308,64,19,0
0,_145,_W-4 P-1 Precinct,_W-4 P-1 Precinct,415,69,17,3
0,_147,_Arago/Barada Precinct,_Arago/Barada Precinct,164,40,8,1
0,_147,_East Muddy Precinct,_East Muddy Precinct,80,22,7,2
0,_147,_Falls City Rural/Ohio Precinct,_Falls City Rural/Ohio Precinct,241,26,9,1
0,_147,_Falls City Ward 1,_Falls City Ward 1,402,136,21,3
0,_147,_Falls City Ward 2,_Falls City Ward 2,299,92,21,3
0,_147,_Falls City Ward 3,_Falls City Ward 3,293,108,16,4
0,_147,_Falls City Ward 4,_Falls City Ward 4,190,105,12,3
0,_147,_Franklin/Humboldt Rural/Speiser Precinct,_Franklin/Humboldt Rural/Speiser Precinct,165,34,7,2
0,_147,_Grant/Nemaha Precinct,_Grant/Nemaha Precinct,147,34,11,3
0,_147,_Humboldt Ward 1,_Humboldt Ward 1,146,46,8,2
0,_147,_Humboldt Ward 2,_Humboldt Ward 2,141,45,6,2
0,_147,_Jefferson/Rulo Precinct,_Jefferson/Rulo Precinct,164,56,8,0
0,_147,_Liberty Precinct,_Liberty Precinct,128,20,10,0
0,_147,_Salem Precinct,_Salem Precinct,75,11,7,0
0,_147,_West Muddy/Porter Precinct,_West Muddy/Porter Precinct,134,43,8,1
0,_149,_Rock Precinct,_Rock Precinct,687,70,33,4
0,_151,_C and B Precinct,_C and B Precinct,256,115,16,0
0,_151,_Crete 1 Precinct,_Crete 1 Precinct,304,311,39,8
0,_151,_Crete 2 Precinct,_Crete 2 Precinct,201,232,35,9
0,_151,_Crete 3 Precinct,_Crete 3 Precinct,250,285,39,5
0,_151,_Dewitt Precinct,_Dewitt Precinct,247,105,24,7
0,_151,_Dorchester Precinct,_Dorchester Precinct,338,155,21,7
0,_151,_Friend Ward 1,_Friend Ward 1,261,75,18,4
0,_151,_Friend Ward 2,_Friend Ward 2,252,80,19,0
0,_151,_Olive Precinct,_Olive Precinct,108,59,10,1
0,_151,_South Fork Precinct,_South Fork Precinct,166,54,13,4
0,_151,_Wilbur 1 Precinct,_Wilbur 1 Precinct,329,158,28,2
0,_151,_Wilbur 2 Precinct,_Wilbur 2 Precinct,292,104,22,5
0,_153,_1,_1,443,478,41,23
0,_153,_10,_10,455,310,82,21
0,_153,_11,_11,1000,601,126,15
0,_153,_12,_12,947,462,97,14
0,_153,_13,_13,921,597,87,22
0,_153,_16,_16,765,609,79,25
0,_153,_17,_17,768,546,59,27
0,_153,_18,_18,544,505,78,10
0,_153,_19,_19,1235,748,127,24
0,_153,_2,_2,551,337,65,15
0,_153,_20,_20,794,664,74,15
0,_153,_21,_21,1211,683,118,15
0,_153,_22,_22,716,536,113,17
0,_153,_23,_23,1242,656,112,13
0,_153,_24,_24,602,316,78,10
0,_153,_25,_25,560,386,88,16
0,_153,_26,_26,769,440,106,11
0,_153,_3,_3,776,578,84,23
0,_153,_31,_31,1398,906,147,20
0,_153,_32,_32,631,453,74,14
0,_153,_33,_33,682,616,78,17
0,_153,_34,_34,806,650,107,25
0,_153,_35,_35,774,525,84,18
0,_153,_36,_36,912,463,55,9
0,_153,_37,_37,1350,805,113,17
0,_153,_38,_38,795,542,89,19
0,_153,_39,_39,942,518,100,18
0,_153,_4,_4,720,470,93,13
0,_153,_40,_40,856,474,94,16
0,_153,_41,_41,1077,649,110,17
0,_153,_42,_42,887,545,103,14
0,_153,_46,_46,803,292,53,6
0,_153,_47,_47,490,217,57,12
0,_153,_48,_48,1139,530,91,15
0,_153,_49,_49,972,630,123,22
0,_153,_5,_5,586,408,64,12
0,_153,_51,_51,1414,785,113,11
0,_153,_52,_52,1331,797,115,18
0,_153,_53,_53,1001,770,118,16
0,_153,_54,_54,971,699,105,13
0,_153,_55,_55,1250,765,121,13
0,_153,_56,_56,818,530,69,19
0,_153,_57,_57,715,487,86,14
0,_153,_58,_58,769,280,42,8
0,_153,_59,_59,820,335,78,13
0,_153,_6,_6,658,529,93,25
0,_153,_60,_60,675,356,72,13
0,_153,_61,_61,1818,747,121,19
0,_153,_62,_62,783,520,94,16
0,_153,_7,_7,657,441,66,13
0,_153,_8,_8,684,411,56,7
0,_153,_9,_9,660,436,84,18
0,_155,_Ashland Rural Precinct,_Ashland Rural Precinct,492,184,34,7
0,_155,_Ashland W1 Voting District,_Ashland W1 Voting District,319,177,40,4
0,_155,_Ashland W2 Voting District,_Ashland W2 Voting District,354,159,36,7
0,_155,_Cedar Bluffs Precinct,_Cedar Bluffs Precinct,509,163,34,12
0,_155,_Center Precinct,_Center Precinct,238,63,24,2
0,_155,_Ceresco Precinct,_Ceresco Precinct,588,226,48,9
0,_155,_District 4 Precinct,_District 4 Precinct,759,251,22,1
0,_155,_Malmo Precinct,_Malmo Precinct,232,60,16,0
0,_155,_Marietta Precinct,_Marietta Precinct,306,93,21,3
0,_155,_Prague Precinct,_Prague Precinct,360,84,20,5
0,_155,_Valparaiso Precinct,_Valparaiso Precinct,512,180,18,8
0,_155,_Wahoo Rural Precinct,_Wahoo Rural Precinct,352,61,27,5
0,_155,_Wahoo W1 Voting District,_Wahoo W1 Voting District,498,225,38,11
0,_155,_Wahoo W2 Voting District,_Wahoo W2 Voting District,428,133,28,2
0,_155,_Wahoo W3 Voting District,_Wahoo W3 Voting District,424,169,27,5
0,_155,_Weston Precinct,_Weston Precinct,325,76,23,3
0,_155,_Yutan Precinct,_Yutan Precinct,859,219,59,13
0,_157,_Castle Rock A Precinct,_Castle Rock A Precinct,163,22,12,1
0,_157,_Castle Rock B Precinct,_Castle Rock B Precinct,121,17,6,0
0,_157,_Dewey-Tabor Precinct,_Dewey-Tabor Precinct,387,74,10,0
0,_157,_East Winter Creek Precinct,_East Winter Creek Precinct,238,61,17,0
0,_157,_Fanning Precinct,_Fanning Precinct,504,61,19,3
0,_157,_Ford A & B Precinct,_Ford A & B Precinct,222,35,8,0
0,_157,_Funston Precinct,_Funston Precinct,228,41,8,3
0,_157,_Gering 1 Precinct,_Gering 1 Precinct,714,188,47,10
0,_157,_Gering 2 Precinct,_Gering 2 Precinct,644,194,49,7
0,_157,_Gering 3 Precinct,_Gering 3 Precinct,382,136,37,5
0,_157,_Gering 4 Precinct,_Gering 4 Precinct,635,173,44,4
0,_157,_Gering Precinct,_Gering Precinct,266,44,14,2
0,_157,_Highland Precinct,_Highland Precinct,144,38,4,1
0,_157,_Kiowa-Lyman Precinct,_Kiowa-Lyman Precinct,270,51,12,4
0,_157,_Minitare 1 & 2 Precinct,_Minitare 1 & 2 Precinct,197,79,12,1
0,_157,_Mitchell 1 Precinct,_Mitchell 1 Precinct,233,94,6,1
0,_157,_Mitchell 2 Precinct,_Mitchell 2 Precinct,264,50,9,2
0,_157,_Mitchell Precinct,_Mitchell Precinct,194,37,12,2
0,_157,_Roubadeau Precinct,_Roubadeau Precinct,64,9,1,0
0,_157,_Scottsbluff 1 Precinct,_Scottsbluff 1 Precinct,694,181,41,10
0,_157,_Scottsbluff 2 Precinct,_Scottsbluff 2 Precinct,504,286,38,13
0,_157,_Scottsbluff 3 Precinct,_Scottsbluff 3 Precinct,200,203,27,5
0,_157,_Scottsbluff 4 Precinct,_Scottsbluff 4 Precinct,97,140,22,13
0,_157,_Scottsbluff 5 Precinct,_Scottsbluff 5 Precinct,432,160,37,4
0,_157,_Scottsbluff 6 Precinct,_Scottsbluff 6 Precinct,332,168,47,7
0,_157,_Scottsbluff 7 Precinct,_Scottsbluff 7 Precinct,423,185,41,6
0,_157,_Scottsbluff 8 Precinct,_Scottsbluff 8 Precinct,447,202,39,5
0,_157,_Terrytown Precinct,_Terrytown Precinct,256,84,17,6
0,_157,_Village of Morrill Precinct,_Village of Morrill Precinct,332,81,26,5
0,_157,_West Winter Creek Precinct,_West Winter Creek Precinct,489,113,21,6
0,_159,_B Precinct,_B Precinct,156,31,12,4
0,_159,_C Precinct,_C Precinct,223,72,16,2
0,_159,_City of Seward Ward 1,_City of Seward Ward 1,607,251,38,2
0,_159,_City of Seward Ward 2,_City of Seward Ward 2,602,311,25,11
0,_159,_City of Seward Ward 3,_City of Seward Ward 3,461,223,37,16
0,_159,_City of Seward Ward 4,_City of Seward Ward 4,286,124,29,9
0,_159,_E Precinct,_E Precinct,381,84,29,8
0,_159,_G Precinct,_G Precinct,185,66,7,0
0,_159,_H Precinct,_H Precinct,420,159,31,1
0,_159,_I Precinct,_I Precinct,466,122,25,15
0,_159,_J Precinct,_J Precinct,168,49,8,1
0,_159,_K Precinct,_K Precinct,246,82,14,1
0,_159,_M-BX Precinct,_M-BX Precinct,243,51,15,5
0,_159,_M-CO Precinct,_M-CO Precinct,196,50,6,1
0,_159,_O-1 Precinct,_O-1 Precinct,349,83,21,4
0,_159,_O-2 Precinct,_O-2 Precinct,465,117,24,4
0,_161,_East Gordon Precinct,_East Gordon Precinct,340,64,4,1
0,_161,_Hay Springs Precinct,_Hay Springs Precinct,422,54,14,4
0,_161,_Mirage Precinct,_Mirage Precinct,167,18,1,1
0,_161,_North Rushville Precinct,_North Rushville Precinct,334,46,11,1
0,_161,_South Rushville Precinct,_South Rushville Precinct,243,45,8,1
0,_161,_South Sheridan Precinct,_South Sheridan Precinct,183,7,9,0
0,_161,_West Gordon Precinct,_West Gordon Precinct,361,47,19,10
0,_161,_Wounded Knee Precinct,_Wounded Knee Precinct,161,6,4,0
0,_163,_Ashton Precinct,_Ashton Precinct,177,35,12,3
0,_163,_Central Loup City Precinct,_Central Loup City Precinct,128,48,6,2
0,_163,_Harrison Precinct,_Harrison Precinct,275,44,17,2
0,_163,_North Loup City Precinct,_North Loup City Precinct,200,106,9,4
0,_163,_Rockville Precinct,_Rockville Precinct,171,46,8,1
0,_163,_South Loup City Precinct,_South Loup City Precinct,199,61,7,1
0,_165,_Bowen Precinct,_Bowen Precinct,369,57,21,1
