IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_IA_20080103_PRI_PRE_REP_GIULIANI,USA_IA_20080103_PRI_PRE_REP_HUCKABEE,USA_IA_20080103_PRI_PRE_REP_MCCAIN,USA_IA_20080103_PRI_PRE_REP_PAUL,USA_IA_20080103_PRI_PRE_REP_ROMNEY,USA_IA_20080103_PRI_PRE_REP_THOMPSON,USA_IA_20080103_PRI_PRE_REP_OTHERS
0,Warren,Indianola 2,IN2,15,85,17,13,44,59,3
0,Warren,Indianola 3,IN3,5,81,14,7,33,26,0
0,Warren,Indianola 4,IN4,1,76,15,14,25,11,0
0,Warren,Jackson,JK,0,35,5,4,7,6,0
0,Warren,Jefferson,JF,2,49,8,8,24,28,1
0,Warren,Liberty,LB,0,3,1,4,1,14,0
0,Warren,Lincoln,LC,5,94,10,34,31,17,5
0,Warren,Linn,LN,1,52,7,9,23,14,0
0,Warren,Norwalk 1,NW1,2,63,20,14,41,24,1
0,Warren,Norwalk 2,NW2,5,84,40,12,51,28,0
0,Warren,Norwalk 3,NW3,4,52,9,7,21,23,0
0,Warren,Otter,OT,4,27,3,3,8,7,0
0,Warren,Palmyra,PM,1,27,6,9,2,12,0
0,Warren,Richland,RL,0,24,2,3,7,8,0
0,Warren,Squaw,SQ,1,24,2,3,2,16,0
0,Warren,Union,UN,1,18,0,3,4,6,0
0,Warren,Virginia,VA,1,35,1,13,11,8,2
0,Warren,White Breast,WB,1,17,4,2,3,3,1
0,Warren,White Oak,WO,1,34,11,9,9,15,0
0,Washington,Ainsworth Precinct,P10,1,44,9,27,15,22,0
0,Washington,Brighton Precinct,P9,3,19,6,10,9,11,0
0,Washington,English River Precinct,P2,2,42,5,12,8,20,1
0,Washington,Kalona Precinct,P3,17,27,6,11,13,7,0
0,Washington,Riverside Precinct,P4,0,16,7,1,18,10,2
0,Washington,Washington Ward 1 Precinct,P5,2,28,9,3,26,21,0
0,Washington,Washington Ward 2 Precinct,P6,0,2,2,13,8,10,1
0,Washington,Washington Ward 3 Precinct,P8,4,22,13,11,28,11,1
0,Washington,Washington Ward 4 Precinct,P7,0,39,7,15,21,13,0
0,Washington,Wellman Precinct,P1,4,46,4,12,33,20,0
0,Wayne,All,ALL,1,160,22,19,31,24,1
0,Webster,Badger-North Cooper Township,BD/NC,0,37,2,4,10,16,0
0,Webster,Clay-Roland Township,CR,3,19,5,2,1,3,0
0,Webster,Colfax-Duncombe Township,CD,0,5,1,3,1,1,0
0,Webster,Dayton-Burnside Township,DA/BU,1,18,6,2,2,8,0
0,Webster,Deer Creek-Jackson Township,DJ,1,18,7,2,10,7,0
0,Webster,Douglas Township,DO,0,13,10,1,14,11,1
0,Webster,Elkhorn Township,EL,0,15,2,4,0,1,0
0,Webster,Fd #01,1,10,61,29,8,35,17,1
0,Webster,Fd #02,2,13,31,13,4,33,7,0
0,Webster,Fd #03,3,5,19,13,0,17,10,0
0,Webster,Fd #04,4,0,4,1,0,3,0,0
0,Webster,Fd #05,5,4,16,11,3,11,10,0
0,Webster,Fd #06,6,0,8,2,1,3,1,0
0,Webster,Fd #07,7,0,8,3,1,1,2,0
0,Webster,Fd #08,8,0,12,3,5,6,4,0
0,Webster,Fd #09,9,1,3,3,1,5,2,1
0,Webster,Fd #10,10,2,32,15,11,21,6,0
0,Webster,Fd #11,11,5,32,26,6,43,22,2
0,Webster,Fd #12,12,1,17,12,1,21,5,1
0,Webster,Fulton Township,FU,2,4,1,2,7,7,0
0,Webster,Gowrie Township,GO,4,20,1,1,14,6,0
0,Webster,Johnson Township,JO,1,4,1,0,0,6,1
0,Webster,Lost Grove Township,LG,1,10,3,0,0,1,0
0,Webster,Newark Township,NE,0,3,1,0,0,13,0
0,Webster,Northeast Douglas Township,ND,0,8,3,2,5,4,0
0,Webster,Otho Township,OT,1,12,0,7,0,0,0
0,Webster,Pleasant Valley-Washington Township,PV/WA,1,12,2,3,3,11,0
0,Webster,South Cooper Township,SC,0,5,0,0,0,0,0
0,Webster,Sumner-Webster-Yell-Hardin Township,SWYH,0,7,2,1,3,7,1
0,Winnebago,Buffalo Grant Precinct,BUGR,0,35,1,0,9,8,0
0,Winnebago,Center Precinct,CELM,1,35,17,5,16,19,0
0,Winnebago,Eden Logan Norway Precinct,EDLONO,0,25,4,4,7,8,0
0,Winnebago,FC3 Forest D3 Precinct,FC3D3,0,27,3,2,8,3,0
0,Winnebago,Forest City Ward 1 Precinct,FC 1,0,16,8,4,11,3,1
0,Winnebago,Forest City Ward 2 Precinct,FC 2,1,29,4,2,8,0,1
0,Winnebago,Forest City Ward 4 Precinct,FC 4,0,21,13,3,8,8,0
0,Winnebago,King Linden Precinct,KILI,3,14,8,1,4,6,1
0,Winnebago,Lincoln Precinct,LCRA,1,3,2,0,1,5,0
0,Winnebago,Mt. Valley Forest D2 Precinct,MVFOD2,0,17,4,7,2,5,1
0,Winnebago,Newton Forest D1 Precinct,NEFOD1,2,23,5,12,6,3,0
0,Winneshiek,Bloomfield (CS) Frankville Glenwood,7,0,7,3,7,22,15,1
0,Winneshiek,Bluffton Burr Oak Canoe Hesper Highland Pleasant,1,1,16,15,2,16,7,0
0,Winneshiek,Calmar Twp (CA) (SP),4,1,9,4,14,12,5,0
0,Winneshiek,Decorah 1st Ward,9,1,3,5,1,9,10,0
0,Winneshiek,Decorah 2nd Ward,10,0,11,7,10,12,5,0
0,Winneshiek,Decorah 3A Ward,11,0,0,0,0,0,0,0
0,Winneshiek,Decorah 3B Ward,12,4,18,9,5,19,6,0
0,Winneshiek,Decorah 4th Ward,13,4,13,18,3,27,4,0
0,Winneshiek,Decorah 5th Ward,14,1,9,23,5,38,12,0
0,Winneshiek,Decorah Twp; Springfield,8,2,5,11,4,22,3,0
0,Winneshiek,Fremont Lincoln (RI) Orleans Sumner,2,0,10,8,2,5,5,1
0,Winneshiek,Jackson Washington (JJ) (FA),5,0,2,0,9,5,5,0
0,Winneshiek,Madison,3,0,15,3,3,8,2,0
0,Winneshiek,Military (OS),6,1,4,2,4,6,12,0
0,Woodbury,01 Sioux City,1,4,36,26,16,67,20,1
0,Woodbury,02 Sioux City,2,0,7,4,3,2,5,0
0,Woodbury,03 Sioux City,3,1,26,5,3,24,13,0
0,Woodbury,04 Sioux City,4,1,4,0,5,7,8,1
0,Woodbury,05 Sioux City,5,0,11,0,1,7,4,0
0,Woodbury,06 Sioux City,6,3,35,9,9,40,15,0
0,Woodbury,07 Sioux City,7,2,18,5,0,22,13,0
0,Woodbury,08 Sioux City,8,2,1,1,2,3,9,0
0,Woodbury,09 Sioux City,9,2,19,21,17,50,24,3
0,Woodbury,10 Sioux City,10,19,36,44,11,129,23,0
0,Woodbury,11 Sioux City,11,0,0,0,4,6,2,0
0,Woodbury,12 Sioux City,12,4,2,0,1,1,3,0
0,Woodbury,13 Sioux City,13,0,7,0,11,11,1,0
0,Woodbury,14 Sioux City,14,1,10,3,4,12,4,0
0,Woodbury,15 Sioux City,15,2,9,1,1,11,2,0
0,Woodbury,16 Sioux City,16,6,14,9,5,27,8,1
0,Woodbury,17 Sioux City,17,7,26,22,4,66,18,0
0,Woodbury,18 Sioux City,18,2,14,5,4,17,7,0
0,Woodbury,19 Sioux City,19,5,50,16,3,49,24,0
0,Woodbury,20 Sioux City,20,12,57,35,5,120,28,1
0,Woodbury,21 Sioux City,21,1,33,7,1,34,13,0
0,Woodbury,22 Sioux City,22,0,20,15,11,38,18,0
0,Woodbury,23 Sioux City,23,4,17,5,7,24,13,1
0,Woodbury,24 Sioux City,24,1,21,8,9,28,17,0
0,Woodbury,25 Sioux City,25,2,14,11,7,48,14,0
0,Woodbury,26 Sioux City,26,8,52,35,18,131,26,2
0,Woodbury,27 Sioux City,27,2,33,7,12,31,23,2
0,Woodbury,28 Sioux City,28,0,6,4,1,2,1,0
0,Woodbury,29 Woodbury,29,0,35,17,5,39,23,0
0,Woodbury,30 Sloan (City),30,9,3,4,5,26,4,0
0,Woodbury,31 Willow,31,0,4,3,11,6,10,0
0,Woodbury,32 Oto (City),32,0,1,1,0,0,0,0
0,Woodbury,33 Rutland,33,0,9,7,4,11,4,0
0,Woodbury,34 Sergeant Bluff (City),34,0,38,15,10,47,23,0
0,Woodbury,35 Arl/Mov/Wol,35,1,29,8,10,51,33,3
0,Woodbury,36 Ban/Con,36,0,26,23,21,38,38,2
0,Woodbury,37 Floyd,37,0,8,2,3,11,14,0
0,Woodbury,38 Grg/Lib/Lak,38,0,14,7,2,20,7,0
0,Woodbury,39 Grt/Wes,39,0,4,4,2,11,9,0
0,Woodbury,40 Union,40,1,12,16,3,11,21,0
0,Woodbury,41 Lis/Mor,41,0,1,1,5,10,5,0
0,Woodbury,42 Little Sioux,42,0,1,5,11,4,3,0
0,Woodbury,43 Ked/Mil,43,1,14,7,7,14,12,0
0,Woodbury,44 Rock,44,0,3,4,1,3,5,0
0,Worth,Brookfield,W23,0,3,1,2,3,1,0
0,Worth,Fertile,W26,1,17,3,2,9,3,0
0,Worth,Grafton Union Barton,W11,0,13,3,0,0,2,0
0,Worth,Hanlontown Danville,W25,0,2,1,0,2,4,0
0,Worth,Joice Bristol,W22,0,11,4,0,0,1,0
0,Worth,Kensett,W24,0,3,4,2,0,4,0
0,Worth,Manly Lincoln Danville,W12,0,11,7,0,7,5,0
0,Worth,Northwood Hartland Grove Deer Creek,W31,0,9,16,1,14,7,1
0,Worth,Silver Lake,W21,0,0,0,0,0,0,0
0,Wright,Belmond,BM,1,51,5,16,17,2,0
0,Wright,Blaine Vernon,BL/VN,0,18,2,6,8,10,2
0,Wright,Boone Liberty,BO,0,21,3,0,13,7,0
0,Wright,Clarion,CL,2,52,5,12,26,17,0
0,Wright,Dayton Lake Grant Lincoln,DY,0,34,4,7,15,12,0
0,Wright,Eagle Grove Pct 1,EG1,0,6,0,2,0,1,1
0,Wright,Eagle Grove Pct 2,EG2,1,2,4,0,2,4,0
0,Wright,Eagle Grove Pct 3,EG3,0,23,3,5,5,2,0
0,Wright,Eagle Grove Pct 4,EG4,0,11,3,1,9,3,0
0,Wright,Eagle Grove Troy,EGT,1,11,0,1,12,7,0
0,Wright,Iowa,IA,0,12,0,3,2,0,0
0,Wright,Woolstock Wall Lake,WS,0,2,0,1,3,7,0
