IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_IA_20080103_PRI_PRE_REP_GIULIANI,USA_IA_20080103_PRI_PRE_REP_HUCKABEE,USA_IA_20080103_PRI_PRE_REP_MCCAIN,USA_IA_20080103_PRI_PRE_REP_PAUL,USA_IA_20080103_PRI_PRE_REP_ROMNEY,USA_IA_20080103_PRI_PRE_REP_THOMPSON,USA_IA_20080103_PRI_PRE_REP_OTHERS
0,Polk,Des Moines 009,DM 9,1,23,8,9,12,7,2
0,Polk,Des Moines 010,DM 10,3,29,5,5,7,8,0
0,Polk,Des Moines 011,DM 11,3,35,9,5,18,13,0
0,Polk,Des Moines 012,DM 12,2,67,15,16,26,16,4
0,Polk,Des Moines 013,DM 13,3,20,8,4,6,2,1
0,Polk,Des Moines 014,DM 14,2,38,11,8,14,9,1
0,Polk,Des Moines 015,DM 15,0,28,4,8,10,8,2
0,Polk,Des Moines 016,DM 16,4,32,21,7,20,13,0
0,Polk,Des Moines 017,DM 17,3,21,18,9,29,8,1
0,Polk,Des Moines 018,DM 18,4,34,17,4,24,9,0
0,Polk,Des Moines 019,DM 19,5,31,19,12,22,15,4
0,Polk,Des Moines 020,DM 20,0,17,5,4,2,15,0
0,Polk,Des Moines 021,DM 21,1,21,2,7,8,7,1
0,Polk,Des Moines 022,DM 22,0,17,3,8,6,2,0
0,Polk,Des Moines 023,DM 23,0,28,4,5,3,7,0
0,Polk,Des Moines 024,DM 24,3,21,4,9,5,6,0
0,Polk,Des Moines 025,DM 25,2,12,1,7,3,5,1
0,Polk,Des Moines 026,DM 26,5,20,6,10,7,5,0
0,Polk,Des Moines 027,DM 27,1,40,11,10,3,1,2
0,Polk,Des Moines 028,DM 28,3,22,8,7,5,4,1
0,Polk,Des Moines 029,DM 29,8,105,11,16,23,24,0
0,Polk,Des Moines 030,DM 30,6,23,3,1,10,11,0
0,Polk,Des Moines 031,DM 31,0,24,2,8,4,9,2
0,Polk,Des Moines 032,DM 32,1,40,2,16,10,4,1
0,Polk,Des Moines 033,DM 33,0,22,2,3,2,2,1
0,Polk,Des Moines 034,DM 34,0,15,1,2,0,2,0
0,Polk,Des Moines 035,DM 35,0,14,1,4,5,4,0
0,Polk,Des Moines 036,DM 36,0,1,1,5,1,1,0
0,Polk,Des Moines 037,DM 37,0,7,1,3,0,0,0
0,Polk,Des Moines 038,DM 38,0,4,1,3,2,0,0
0,Polk,Des Moines 039,DM 39,1,2,2,2,1,2,1
0,Polk,Des Moines 040,DM 40,0,4,4,0,11,4,0
0,Polk,Des Moines 041,DM 41,1,2,9,3,1,0,0
0,Polk,Des Moines 042,DM 42,1,2,9,3,1,0,0
0,Polk,Des Moines 043,DM 43,0,0,3,0,0,0,0
0,Polk,Des Moines 044,DM 44,0,0,0,0,0,0,0
0,Polk,Des Moines 045,DM 45,3,11,4,7,5,2,0
0,Polk,Des Moines 046,DM 46,3,42,20,10,27,17,0
0,Polk,Des Moines 047,DM 47,1,31,10,21,19,10,0
0,Polk,Des Moines 048,DM 48,4,29,10,12,10,20,0
0,Polk,Des Moines 049,DM 49,5,39,25,10,17,22,0
0,Polk,Des Moines 050,DM 50,1,34,11,12,12,18,0
0,Polk,Des Moines 051,DM 51,3,31,12,6,21,9,1
0,Polk,Des Moines 052,DM 52,2,19,19,12,15,16,2
0,Polk,Des Moines 053,DM 53,4,15,12,9,18,3,0
0,Polk,Des Moines 054,DM 54,4,26,10,16,13,18,0
0,Polk,Des Moines 055,DM 55,2,14,4,8,2,6,0
0,Polk,Des Moines 056,DM 56,2,19,2,4,6,4,0
0,Polk,Des Moines 057,DM 57,0,3,0,0,4,0,0
0,Polk,Des Moines 058,DM 58,1,4,3,5,2,2,0
0,Polk,Des Moines 059,DM 59,1,15,3,13,10,14,2
0,Polk,Des Moines 060,DM 60,2,11,0,6,5,1,0
0,Polk,Des Moines 061,DM 61,0,6,1,1,10,3,1
0,Polk,Des Moines 062,DM 62,0,6,0,1,0,0,0
0,Polk,Des Moines 063,DM 63,0,8,2,5,1,0,0
0,Polk,Des Moines 064,DM 64,6,20,19,16,13,7,0
0,Polk,Des Moines 065,DM 65,2,11,6,7,7,1,0
0,Polk,Des Moines 066,DM 66,2,7,1,10,2,4,0
0,Polk,Des Moines 067,DM 67,11,23,28,16,17,2,0
0,Polk,Des Moines 068,DM 68,0,14,12,21,17,3,1
0,Polk,Des Moines 069,DM 69,7,26,29,18,17,10,0
0,Polk,Des Moines 070,DM 70,14,19,55,13,39,21,0
0,Polk,Des Moines 071,DM 71,21,29,40,7,35,16,1
0,Polk,Des Moines 072,DM 72,3,8,7,5,6,4,0
0,Polk,Des Moines 073,DM 73,24,18,56,13,51,29,0
0,Polk,Des Moines 074,DM 74,18,17,61,12,51,15,0
0,Polk,Des Moines 075,DM 75,4,41,18,11,34,10,0
0,Polk,Des Moines 076,DM 76,2,27,13,12,36,17,1
0,Polk,Des Moines 077,DM 77,1,8,0,2,2,8,1
0,Polk,Des Moines 078,DM 78,0,3,0,4,0,1,0
0,Polk,Des Moines 079,DM 79,0,27,4,6,8,9,1
0,Polk,Des Moines 080,DM 80,1,23,1,13,2,5,0
0,Polk,Des Moines 081,DM 81,1,21,3,5,3,8,0
0,Polk,Des Moines 082,DM 82,0,12,4,6,3,0,2
0,Polk,Des Moines 083,DM 83,0,17,1,5,1,5,1
0,Polk,Des Moines 084,DM 84,0,22,2,4,7,8,0
0,Polk,Des Moines 085,DM 85,3,10,7,5,8,5,0
0,Polk,Des Moines 086,DM 86,3,22,6,11,15,11,1
0,Polk,Des Moines 087,DM 87,1,43,19,19,18,15,1
0,Polk,Des Moines 088,DM 88,1,5,7,4,3,1,0
0,Polk,Des Moines 089,DM 89,0,23,7,5,15,9,0
0,Polk,Des Moines 090,DM 90,1,28,6,5,12,2,1
0,Polk,Des Moines 091,DM 91,0,23,3,4,6,11,3
0,Polk,Des Moines 092,DM 92,1,24,6,15,8,7,1
0,Polk,Des Moines 093,DM 93,2,25,8,2,9,18,0
0,Polk,Des Moines 094,DM 94,1,12,1,13,3,7,0
0,Polk,Des Moines 095,DM 95,0,26,1,10,6,1,0
0,Polk,Des Moines 096,DM 96,0,51,5,5,18,11,1
0,Polk,Des Moines 097,DM 97,11,43,49,4,52,40,2
0,Polk,Des Moines 098,DM 98,1,23,10,3,13,7,0
0,Polk,Des Moines 099,DM 99,4,26,6,17,15,8,1
0,Polk,Des Moines 100,DM 100,4,40,11,15,25,32,1
0,Polk,Des Moines 101,DM 101,0,10,1,3,5,3,3
0,Polk,Des Moines 102,DM 102,0,58,13,15,22,22,0
0,Polk,Douglas 1 (455),DOUGLAS,5,46,13,12,23,13,0
0,Polk,Elkhart 1 (461),ELKHART,3,52,5,13,26,10,0
0,Polk,Four Mile 1 (465),FOUR MI,6,99,11,13,32,42,8
0,Polk,Franklin 1 (471),FRANKLI,1,42,1,18,30,14,0
0,Polk,Grimes 1 (475),GRIMES1,9,72,14,12,31,29,0
0,Polk,Grimes 2 (476),GRIMES2,0,88,23,19,66,29,2
0,Polk,Jefferson 1 (481),JEFF 1,9,107,31,11,47,81,4
0,Polk,Johnston 1 (485),JOHN 1,25,127,66,20,102,61,4
0,Polk,Johnston 2 (486),JOHN 2,6,83,25,13,64,35,7
0,Polk,Johnston 3 (487),JOHN 3,28,219,104,33,208,26,14
0,Polk,Mitchellville 1 (491),MITCHEL,4,92,17,6,26,31,2
0,Polk,Pleasant Hill 1 (495),PH 1,2,64,24,15,31,21,0
0,Polk,Pleasant Hill 2 (496),PH 2,3,76,5,20,23,18,1
0,Polk,Pleasant Hill 3 (497),PH 3,5,52,15,12,19,30,1
0,Polk,Polk City 1 (501),POLK CI,3,90,28,16,24,34,1
0,Polk,Runnells 1 (505),RUNNELL,3,60,6,36,18,32,1
0,Polk,Saylor 1 (511),SAYLOR1,0,8,2,2,8,1,0
0,Polk,Saylor 2 (512),SAYLOR2,0,52,8,4,19,21,2
0,Polk,Saylor 3 (513),SAYLOR3,1,70,8,8,20,23,1
0,Polk,Sheldahl 1 Union Twp (515),SHELDAH,0,10,13,4,2,2,1
0,Polk,Urbandale 01 (521),URB 1,6,70,34,21,26,41,0
0,Polk,Urbandale 02 (522),URB 2,12,75,15,13,40,37,1
0,Polk,Urbandale 03 (523),URB 3,7,70,29,13,59,29,3
0,Polk,Urbandale 04 (524),URB 4,11,54,27,22,57,30,3
0,Polk,Urbandale 05 (525),URB 5,7,69,26,17,25,32,2
0,Polk,Urbandale 06 (526),URB 6,6,130,30,16,82,33,1
0,Polk,Urbandale 07 (527),URB 7,8,82,29,6,41,31,1
0,Polk,Urbandale 08 (528),URB 8,18,114,65,14,82,36,0
0,Polk,Urbandale 09 (529),URB 9,15,81,65,20,97,33,4
0,Polk,Urbandale 10 (530),URB 10,6,101,28,14,65,37,0
0,Polk,Urbandale 11 (531),URB 11,25,107,84,15,99,34,0
0,Polk,Washington 1 (535),WASH 1,0,7,3,2,2,11,0
0,Polk,Webster 1 (541),WB 1,0,11,4,3,7,3,0
0,Polk,West Des Moines 111 (546),WDM-111,7,33,19,8,21,13,0
0,Polk,West Des Moines 112 (547),WDM-112,8,33,10,6,18,18,2
0,Polk,West Des Moines 113 (548),WDM-113,2,20,5,5,17,16,1
0,Polk,West Des Moines 114 (549),WDM-114,15,55,59,16,74,25,1
0,Polk,West Des Moines 115 (550),WDM-115,13,59,34,11,61,24,0
0,Polk,West Des Moines 116 (551),WDM-116,4,42,0,21,21,11,0
0,Polk,West Des Moines 211 (552),WDM-211,11,53,43,20,63,20,1
0,Polk,West Des Moines 212 (553),WDM-212,9,65,45,17,97,20,1
0,Polk,West Des Moines 213 (554),WDM-213,12,45,61,20,77,20,1
0,Polk,West Des Moines 214 (555),WDM-214,15,54,55,12,81,37,4
0,Polk,West Des Moines 215 (556),WDM-215,8,33,27,9,52,16,0
0,Polk,West Des Moines 311 (557),WDM-311,13,52,34,15,99,12,1
0,Polk,West Des Moines 312 (558),WDM-312,5,78,35,14,59,26,0
0,Polk,West Des Moines 313 (559),WDM-313,24,58,73,31,96,44,0
0,Polk,West Des Moines 314 (560),WDM-314,40,105,88,19,170,25,0
0,Polk,West Des Moines 315 (561),WDM-315,4,46,45,8,93,15,0
0,Polk,West Des Moines 316 (562),WDM-316,10,74,31,13,66,26,0
0,Polk,Windsor Heights 1 (565),WHTS 1,10,45,29,16,23,18,0
0,Polk,Windsor Heights 2 (566),WHTS 2,12,30,41,12,38,21,2
0,Polk,Windsor Heights 3 (567),WHTS 3,6,40,21,22,13,11,2
0,Pottawattamie,Belknap/James,BN,4,13,13,5,19,6,1
0,Pottawattamie,Boomer/Rockford,BO,2,12,7,14,16,2,0
0,Pottawattamie,Carson,CA,8,4,9,0,13,6,0
0,Pottawattamie,Carter Lake,CL,9,18,9,2,13,11,5
0,Pottawattamie,Council Bluffs 01,1,5,7,1,8,4,2,0
0,Pottawattamie,Council Bluffs 02,2,0,15,5,14,22,7,0
0,Pottawattamie,Council Bluffs 03,3,2,15,3,8,12,8,0
0,Pottawattamie,Council Bluffs 04,4,3,10,0,8,4,2,0
0,Pottawattamie,Council Bluffs 05,5,2,6,0,8,1,6,0
0,Pottawattamie,Council Bluffs 06,6,8,20,4,11,28,12,0
0,Pottawattamie,Council Bluffs 07,7,2,19,9,14,34,11,2
0,Pottawattamie,Council Bluffs 08,8,5,25,26,11,54,12,0
0,Pottawattamie,Council Bluffs 09,9,9,16,17,3,43,10,0
0,Pottawattamie,Council Bluffs 10,10,8,46,32,19,73,22,0
0,Pottawattamie,Council Bluffs 11,11,2,10,6,13,24,11,0
0,Pottawattamie,Council Bluffs 12,12,6,20,19,13,33,15,1
0,Pottawattamie,Council Bluffs 13,13,2,12,6,3,13,5,1
0,Pottawattamie,Council Bluffs 14,14,4,5,2,8,8,12,0
0,Pottawattamie,Council Bluffs 15,15,1,11,2,6,0,1,0
0,Pottawattamie,Council Bluffs 16,16,0,5,2,5,4,1,0
0,Pottawattamie,Council Bluffs 17,17,7,11,15,3,26,17,2
0,Pottawattamie,Council Bluffs 18,18,0,10,2,3,12,5,0
0,Pottawattamie,Council Bluffs 19,19,6,8,7,9,16,9,1
0,Pottawattamie,Council Bluffs 20,20,4,8,8,5,22,2,0
0,Pottawattamie,Crescent,CR,2,11,8,3,39,1,0
0,Pottawattamie,Garner,GA,9,31,19,12,74,20,1
0,Pottawattamie,Grove,GR,1,4,2,2,5,0,0
0,Pottawattamie,Hardin,HA,7,11,15,3,26,17,1
0,Pottawattamie,Keg Creek Silver Creek,KC,11,27,12,4,43,13,0
0,Pottawattamie,Knox,KN,6,7,3,3,7,6,2
0,Pottawattamie,Lake,LK,3,11,10,9,8,5,0
0,Pottawattamie,Layton,LA,0,11,5,2,4,9,1
0,Pottawattamie,Lewis 1,L1,5,24,19,12,26,13,0
0,Pottawattamie,Lewis 2,L2,3,28,16,23,41,32,0
0,Pottawattamie,Lincoln/Wright/Center /Waveland,LI,3,8,3,2,6,7,0
0,Pottawattamie,Macedonia,MA,2,7,1,2,9,3,0
0,Pottawattamie,Minden Pleasant,MI,1,2,5,6,9,4,0
0,Pottawattamie,Neola,NE,0,3,11,3,9,4,0
0,Pottawattamie,Norwalk/Hazel Dell,NO,1,49,15,18,32,15,2
0,Pottawattamie,Valley,VA,1,4,1,3,6,2,0
0,Pottawattamie,Washington York,YO,0,7,3,0,16,9,0
0,Poweshiek,1st Ward,6,7,27,12,6,22,9,1
0,Poweshiek,2nd Ward,7,1,49,15,9,22,17,0
0,Poweshiek,3rd Ward,8,1,14,12,0,5,5,0
0,Poweshiek,4th Ward,9,4,31,8,4,18,4,0
0,Poweshiek,BMWJ,2,1,72,14,10,43,20,0
0,Poweshiek,CGWS,5,4,80,4,10,14,13,0
0,Poweshiek,DRL,3,3,5,5,12,6,8,0
0,Poweshiek,JUPS,10,2,33,22,4,18,33,1
0,Poweshiek,Montezuma,11,4,13,2,5,15,11,0
0,Poweshiek,MS,4,1,28,6,1,4,1,0
0,Ringgold,Athens,AT,0,7,1,0,4,3,0
0,Ringgold,Clinton,CL,0,5,0,2,5,0,0
0,Ringgold,Mt Ayr Ward 1,M1,0,19,2,6,10,4,2
0,Ringgold,Mt Ayr Ward 2,M2,0,22,0,3,4,15,0
0,Ringgold,Tingley,TG,0,8,4,1,1,0,0
0,Ringgold,Union,UN,2,8,9,2,8,3,0
0,Ringgold,Washington,WS,1,8,1,4,3,4,0
0,Sac,Auburn Pct 8,8,1,17,3,0,2,5,0
0,Sac,Early Pct 3,3,2,16,0,5,2,12,0
0,Sac,Lake View Pct 7,7,0,24,12,3,15,9,1
0,Sac,Lytton Pct 5,5,0,10,1,0,5,5,0
0,Sac,Nemaha Pct 2,2,0,15,3,0,15,11,0
0,Sac,Odeboldt Pct 6,6,0,25,7,4,12,30,0
0,Sac,Sac City Pct 4,4,3,34,20,18,17,8,1
0,Sac,Schaller Pct 1,1,0,17,0,3,11,12,0
0,Sac,Wall Lake Pct 9,9,0,7,6,1,8,9,1
0,Scott,Allens Grove,1,0,10,6,3,12,12,0
0,Scott,Bettendorf City B11,2,10,16,38,18,46,30,0
0,Scott,Bettendorf City B12,3,6,17,29,11,42,21,3
0,Scott,Bettendorf City B21,4,3,11,24,12,36,24,1
0,Scott,Bettendorf City B22,5,6,30,12,5,52,22,1
0,Scott,Bettendorf City B23,65,3,13,13,2,19,2,0
0,Scott,Bettendorf City B31,6,13,36,90,24,59,15,0
0,Scott,Bettendorf City B32,7,3,19,17,3,28,9,0
0,Scott,Bettendorf City B41,8,15,66,44,18,116,16,0
0,Scott,Bettendorf City B42,9,10,48,34,7,77,14,1
0,Scott,Bettendorf City B51,10,6,13,23,3,38,3,0
0,Scott,Bettendorf City B52,11,23,91,86,9,172,24,1
0,Scott,Blue Grass City,12,2,9,9,7,13,9,0
0,Scott,Blue Grass Twp,13,2,10,6,10,7,20,0
0,Scott,Buffalo City,14,0,10,1,0,5,4,0
0,Scott,Buffalo Twp,15,7,42,20,12,37,18,0
0,Scott,Butler Twp,16,3,52,22,6,46,15,1
0,Scott,Cleona Twp,17,1,5,2,1,5,0,0
0,Scott,Cody (Leclaire Twp),18,8,23,26,7,26,20,0
0,Scott,Davenport City D11,19,3,11,9,14,15,11,0
0,Scott,Davenport City D12,20,1,15,5,9,14,13,0
0,Scott,Davenport City D13,21,1,4,0,6,4,3,0
0,Scott,Davenport City D14,22,3,11,8,16,4,7,0
0,Scott,Davenport City D21,23,1,14,4,4,23,11,0
0,Scott,Davenport City D22,24,5,11,16,2,20,17,0
0,Scott,Davenport City D23,25,3,28,6,10,14,10,0
0,Scott,Davenport City D24,26,1,7,1,5,6,4,1
0,Scott,Davenport City D31,27,0,7,0,11,4,0,0
0,Scott,Davenport City D32,28,1,1,3,5,8,1,0
0,Scott,Davenport City D33,29,0,3,3,5,4,1,0
0,Scott,Davenport City D34,30,0,0,0,1,2,3,0
0,Scott,Davenport City D41,31,0,23,11,4,13,11,1
0,Scott,Davenport City D42,32,1,13,7,10,27,10,2
0,Scott,Davenport City D43,33,3,13,16,8,22,7,0
0,Scott,Davenport City D44,34,1,23,9,11,11,9,3
0,Scott,Davenport City D51,35,4,9,8,7,11,9,0
0,Scott,Davenport City D52,36,0,8,5,8,2,6,0
0,Scott,Davenport City D53,37,3,15,17,14,21,5,0
0,Scott,Davenport City D54,38,2,12,13,8,18,11,0
0,Scott,Davenport City D61,39,24,21,39,20,53,24,2
0,Scott,Davenport City D62,40,15,40,49,13,44,22,0
0,Scott,Davenport City D63,41,21,61,54,13,77,22,0
0,Scott,Davenport City D64,42,9,28,46,15,63,21,1
0,Scott,Davenport City D71,44,6,18,19,4,35,8,0
0,Scott,Davenport City D72,45,2,14,9,13,21,22,0
0,Scott,Davenport City D73,46,1,32,5,8,31,5,0
0,Scott,Davenport City D74,47,5,18,23,7,15,10,1
0,Scott,Davenport City D81,48,1,36,22,4,31,11,0
0,Scott,Davenport City D82,49,2,10,5,9,28,16,0
0,Scott,Davenport City D83,50,0,19,13,3,34,8,0
0,Scott,Davenport City D84,51,4,13,8,1,24,11,0
0,Scott,Eldridge City 1,52,3,40,14,9,15,6,0
0,Scott,Eldridge City 2,64,6,53,29,2,35,15,1
0,Scott,Hickory Grove,53,1,7,3,0,20,12,0
0,Scott,Leclaire City,54,10,35,22,26,27,16,1
0,Scott,Liberty,55,0,2,3,2,12,7,0
0,Scott,Lincoln,56,0,12,6,2,12,4,0
0,Scott,Pleasant Valley,57,3,12,15,1,23,15,0
0,Scott,Princeton,58,3,6,2,2,22,11,1
0,Scott,Riverdale,59,6,9,8,1,6,0,0
0,Scott,Sheridan,60,4,15,8,9,25,14,0
0,Scott,Walcott,61,0,24,9,2,10,5,0
0,Scott,Winfield,62,1,11,6,2,13,4,1
0,Shelby,CASS-CENTER-JACKSON-LINCOLN,2,0,35,9,5,26,9,10
0,Shelby,CLAY-MONROE,3,0,22,3,0,7,6,4
0,Shelby,DOUGLAS-GREELEY-JEFFERSON-POLK,4,0,28,1,3,3,6,3
0,Shelby,FAIRVIEW-SHELBY,5,2,10,1,6,1,7,0
0,Shelby,GROVE-UNION-WASHINGTON-WESTPHALIA,6,1,15,2,10,7,7,0
0,Shelby,HARLAN - WARD 1,7,0,14,5,2,9,2,1
0,Shelby,HARLAN - WARD 2,8,3,34,15,1,8,11,0
0,Shelby,HARLAN - WARD 3,9,1,22,5,1,18,4,0
0,Shelby,HARLAN - WARD 4,10,1,19,3,5,9,4,0
0,Sioux,Alton Nassau,AT,1,43,9,6,25,5,0
0,Sioux,Capel Sheridan,CP,0,62,2,3,14,11,1
0,Sioux,Eagle Center,EG,0,14,10,1,7,7,0
0,Sioux,East Orange,EO,0,5,0,0,7,2,0
0,Sioux,Floyd Lynn,FL,0,78,7,3,12,12,1
0,Sioux,Grant,GT,0,9,0,3,0,5,0
0,Sioux,Hawarden Buncombe Logan Washington,HW,1,53,18,4,21,15,1
0,Sioux,Holland West Branch S 1/2,HD,5,36,15,4,9,8,0
0,Sioux,Lincoln,LN,3,97,22,22,16,18,1
0,Sioux,Orange City 1,OC1,4,161,50,14,16,10,3
0,Sioux,Orange City 2,OC2,5,137,61,9,38,16,0
0,Sioux,Plato Garfield Settlers Sioux S 1/2,PL,0,29,8,5,21,13,0
0,Sioux,Reading,RD,0,19,7,2,7,7,0
0,Sioux,Rock Sioux N 1/2,RK,0,37,1,4,10,10,0
0,Sioux,Rock Valley,RV,3,93,17,25,13,18,4
0,Sioux,Sherman,SM,0,21,8,3,4,8,0
0,Sioux,Sioux Center 1 West Branch N 1/2,SC1,1,144,61,14,47,27,1
0,Sioux,Sioux Center 2,SC2,1,78,40,14,27,14,0
0,Sioux,Welcome,WC,2,31,10,1,13,7,0
0,Story,Ames11,1,7,74,14,30,39,20,1
0,Story,Ames12,2,2,31,3,17,21,9,1
0,Story,Ames13,3,1,53,7,16,15,6,1
0,Story,Ames14,4,3,29,10,25,17,9,1
0,Story,Ames15,5,2,53,34,14,59,24,2
0,Story,Ames21,6,1,78,16,13,31,12,0
0,Story,Ames22,7,1,10,7,14,4,3,1
0,Story,Ames23,8,8,24,9,13,32,13,1
0,Story,Ames24,9,13,126,64,23,97,32,1
0,Story,Ames25,10,16,88,53,24,89,16,0
0,Story,Ames31,11,2,80,24,28,52,27,1
0,Story,Ames32,12,3,10,4,19,8,0,0
0,Story,Ames33,13,0,7,1,13,1,3,0
0,Story,Ames34,14,1,49,8,21,13,4,0
0,Story,Ames35,15,14,39,37,15,63,16,1
0,Story,Ames41,16,10,56,23,22,51,26,2
0,Story,Ames42,17,7,53,10,25,33,14,1
0,Story,Ames43,18,0,19,9,29,2,2,0
0,Story,Ames44,19,0,2,0,4,0,1,0
0,Story,Ames45,20,1,2,0,3,1,0,0
0,Story,Cambridge/Union Twp,41,0,30,7,7,17,15,2
0,Story,Collins/Collins Twp,21,0,30,6,9,9,13,1
0,Story,Colo/New Albany Twp,35,0,12,3,5,12,20,0
0,Story,Gilbert/Franklin Twp,22,6,147,29,23,70,40,1
0,Story,Grant Twp,23,4,19,2,12,5,8,0
0,Story,Huxley/Palestine 1 Twp,36,4,113,21,21,31,30,1
0,Story,Kelley,26,0,13,0,4,6,1,0
0,Story,Maxwell/Indian Creek Twp,25,1,28,6,7,19,16,0
0,Story,Mccallsburg/Warren Twp,42,0,35,0,2,6,4,1
0,Story,Milford Twp,29,1,24,7,12,11,9,0
0,Story,Nevada 1,30,3,20,7,6,9,1,0
0,Story,Nevada 2,31,2,44,9,3,14,2,1
0,Story,Nevada 3,32,3,21,11,5,19,5,3
0,Story,Nevada 4,33,3,33,14,9,24,5,0
0,Story,Nevada Twp,34,2,15,10,5,19,4,0
0,Story,Richland Twp,38,1,11,2,1,11,4,0
0,Story,Roland/Howard Twp,24,2,64,8,25,25,25,0
0,Story,Sherman Twp,39,0,2,1,1,3,6,0
0,Story,Slater/Sheldahl/Palestine 2twp,37,1,55,6,13,35,8,0
0,Story,Story City 1,40,4,83,8,3,27,12,0
0,Story,Story City 2/Lafayette Twp,27,4,111,12,5,36,16,0
0,Story,Washington 1 Twp,43,2,24,6,11,17,8,0
0,Story,Zearing/Lincoln Twp,28,0,31,2,4,16,3,1
0,Tama,Carlton,CT,7,17,6,1,8,8,2
0,Tama,Carroll Oneida,CR/ON,1,8,1,0,2,7,0
0,Tama,Clark Geneseo,CK/GE,0,33,8,2,36,16,0
0,Tama,Columbia,CB,0,3,0,1,2,0,0
0,Tama,Grant,GR,0,2,0,0,0,4,1
0,Tama,Highland Indian Village,HL/IV,1,28,2,1,2,6,0
0,Tama,Indian Settlement,IS,0,2,0,0,0,0,0
0,Tama,Lincoln,LI,0,5,0,4,7,4,0
0,Tama,Perry E Crystal Buckingham,PY/CY/B,2,26,20,12,25,24,6
0,Tama,Richland Salt Creek,RL/ST,2,7,1,3,3,5,0
0,Tama,Spring Creek West Crystal,SP/WC,0,24,21,9,28,17,0
0,Tama,Tama Otter Creek Part Toledo,TM/OC,6,33,8,2,25,22,1
0,Tama,Toledo 1 Toledo Howard,TL1,0,42,2,8,9,10,0
0,Tama,Toledo 2,TL2,0,14,1,0,4,1,1
0,Tama,Toledo 3,TL3,1,11,6,2,5,4,0
0,Tama,York,YK,0,3,0,3,2,9,0
0,Taylor,Bedford Pct 1,BE1,0,6,2,5,5,8,0
0,Taylor,Bedford Pct 2,BE2,0,2,1,0,1,3,0
0,Taylor,Bedford Pct 3 & S Townships,BE3,0,16,0,0,6,11,0
0,Taylor,Blockton Jefferson Gay Athelstan,BK,0,5,0,0,6,2,0
0,Taylor,Clearfield Grant,CF,0,4,4,0,2,0,0
0,Taylor,Lenox Shpsbg Guss & Townships,PT,0,18,2,2,14,6,0
0,Taylor,New Market N Polk Mason S Dallas,NM,0,1,5,6,4,1,0
0,Taylor,Wash S Marshall Gravity Conway,WS,3,4,0,1,7,2,0
0,Union,Afton,AF,2,11,7,10,5,9,0
0,Union,Arispe,AR,2,11,8,3,12,4,0
0,Union,Creston Pct 1,CS1,1,8,8,7,10,0,0
0,Union,Creston Pct 2,CS2,4,49,11,6,27,14,0
0,Union,Creston Pct 3,CS3,0,16,6,4,14,4,0
0,Union,Creston Pct 4,CS4,1,17,4,0,2,5,0
0,Union,Creston Pct 5,CS5,4,32,7,12,13,8,0
0,Union,Lorimor,LR,0,12,4,5,0,4,0
0,Union,Platte,PT,0,2,1,0,2,5,0
0,Van Buren,Birmingham Pct,BI,0,16,3,10,7,4,1
0,Van Buren,Bonaparte Pct,BO,0,20,5,16,2,8,1
0,Van Buren,Cantril Pct,CN,2,2,1,2,2,1,1
0,Van Buren,Douds Pct,DO,0,7,2,4,11,5,0
0,Van Buren,Farmington Pct,FM,2,29,5,4,7,1,0
0,Van Buren,Keosauqua Pct,KE,3,26,9,18,19,10,1
0,Van Buren,Milton Pct,ML,0,3,4,8,3,1,0
0,Van Buren,Stockport Pct,SP,0,5,3,2,4,2,0
0,Wapello,Adams Twp; Blakesurg City; Po,AD,0,24,1,4,8,9,0
0,Wapello,Agency City; Twp; Pleasant Twp,AG,0,30,2,7,3,0,0
0,Wapello,Cass Township,CS,0,3,0,3,3,0,0
0,Wapello,Center Township,CN,3,32,2,6,10,2,0
0,Wapello,Columbia Township,CB,0,8,0,0,0,0,0
0,Wapello,Dahlonega Township,DA,1,19,3,2,7,2,0
0,Wapello,Green Township,GR,0,31,0,1,0,2,1
0,Wapello,Highland Twp; Competine Twp,HI,0,22,2,2,1,2,0
0,Wapello,Keokuk Township,KE,0,16,2,5,3,1,0
0,Wapello,Ottumwa 1,OT01,2,32,1,4,8,4,0
0,Wapello,Ottumwa 10,OT10,3,36,0,3,7,4,0
0,Wapello,Ottumwa 2,OT02,4,57,9,10,30,8,0
0,Wapello,Ottumwa 3,OT03,1,59,9,8,42,10,0
0,Wapello,Ottumwa 4,OT04,2,17,3,6,2,0,0
0,Wapello,Ottumwa 5,OT05,2,20,2,6,5,6,0
0,Wapello,Ottumwa 6,OT06,0,33,2,2,6,1,0
0,Wapello,Ottumwa 7,OT07,0,22,0,1,1,1,1
0,Wapello,Ottumwa 8,OT08,0,33,4,9,8,0,0
0,Wapello,Ottumwa 9,OT09,2,46,2,9,11,4,0
0,Wapello,Richland Township,RL,2,12,0,1,2,4,0
0,Wapello,Washington Township,WA,0,16,0,7,0,1,0
0,Warren,Allen 1,AL1,1,56,14,9,19,16,1
0,Warren,Allen 2,AL2,0,37,10,15,21,22,2
0,Warren,Belmont,BM,0,53,6,5,12,19,0
0,Warren,Greenfield 1,GR1,4,47,5,17,16,15,2
0,Warren,Greenfield 2,GR2,1,27,6,9,23,12,4
0,Warren,Indianola 1,IN1,4,84,16,15,40,16,1
