IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_SD_20201103_GEN_PRE_REP_TRUMP,USA_SD_20201103_GEN_PRE_DEM_BIDEN,USA_SD_20201103_GEN_PRE_LIB_JORGENSEN,USA_SD_20201103_GEN_USS_REP_ROUNDS,USA_SD_20201103_GEN_USS_DEM_AHLERS,USA_SD_20201103_GEN_HAL_REP_JOHNSON,USA_SD_20201103_GEN_HAL_DEM_LUALLIN,USA_SD_20201103_GEN_PUC_REP_HANSON,USA_SD_20201103_GEN_PUC_DEM_EAGLE,USA_SD_20201103_GEN_PUC_LIB_SAXON
0,_129,_Precinct 05,_VTD-05,241,96,11,266,80,272,56,229,88,14
0,_129,_Precinct 06,_VTD-06,345,151,7,372,131,415,73,349,121,17
0,_129,_Precinct 07,_VTD-07,340,130,10,366,114,416,39,367,86,12
0,_129,_Precinct 08,_VTD-08,86,5,1,80,9,83,7,77,3,4
0,_129,_Precinct 09,_VTD-09,69,17,2,67,18,77,8,70,9,2
0,_129,_Precinct 10,_VTD-10,132,25,2,136,21,143,10,140,12,5
0,_135,_Precinct 01 Yankton,_VTD-1,430,399,27,457,382,550,187,441,273,51
0,_135,_Precinct 10 Volin,_VTD-10,38,26,4,40,25,48,12,38,18,8
0,_135,_Precinct 11 Mission Hill,_VTD-11,39,33,4,41,32,49,16,39,23,8
0,_135,_Precinct 12 Utica,_VTD-12,19,18,1,20,17,24,8,19,12,2
0,_135,_Precinct 13 Lesterville,_VTD-13,50,15,2,54,15,64,7,52,10,3
0,_135,_Precinct 14,_VTD-14,238,151,6,253,144,304,71,244,103,12
0,_135,_Precinct 16 Jamesville,_VTD-16,60,11,1,64,11,77,5,62,8,2
0,_135,_Precinct 17 Odessa,_VTD-17,55,18,1,59,17,71,8,57,12,1
0,_135,_Precinct 18 Lesterville,_VTD-18,50,21,1,53,20,63,10,51,14,2
0,_135,_Precinct 19 Central,_VTD-19,75,46,3,80,43,96,21,77,31,6
0,_135,_Precinct 02 Yankton,_VTD-2,554,493,35,589,473,708,232,567,338,66
0,_135,_Precinct 22 Volin,_VTD-22,95,25,4,101,24,121,12,97,17,7
0,_135,_Precinct 23 Mission Hill,_VTD-23,162,63,5,172,60,207,29,166,43,10
0,_135,_Precinct 24 Utica,_VTD-24,131,96,5,139,92,167,45,134,66,9
0,_135,_Precinct 25 Ziskov,_VTD-25,48,31,2,51,30,61,15,49,21,4
0,_135,_Precinct 26,_VTD-26,1153,587,49,1225,563,1472,276,1180,402,92
0,_135,_Precinct 28,_VTD-28,213,125,12,226,120,272,59,218,86,23
0,_135,_Precinct 29 Gayville,_VTD-29,81,31,2,86,30,104,15,83,21,4
0,_135,_Precinct 03 Yankton,_VTD-3,621,378,28,660,362,794,178,636,259,53
0,_135,_Precinct 04 Yankton,_VTD-4,782,557,41,831,534,998,262,800,381,77
0,_135,_Precinct 05 Yankton,_VTD-5,1593,808,63,1693,774,2034,380,1631,553,120
0,_135,_Precinct 09 Gayville,_VTD-9,94,84,7,100,80,120,39,96,57,13
0,_137,_Precinct 01 Bridger,_VTD-BR,14,27,0,18,23,26,11,15,26,0
0,_137,_Precinct 02 Cherry Creek,_VTD-CC,11,82,6,33,69,29,50,7,89,5
0,_137,_Precinct 03 Davis,_VTD-DV,79,170,7,88,162,119,107,61,172,13
0,_137,_Precinct 04 Glad Valley,_VTD-GV,54,8,0,52,12,55,6,52,4,2
0,_137,_Precinct 05/06/08 Dupree/Redelm,_VTD-ND,229,161,6,236,159,275,103,212,147,26
0,_137,_Precinct 07 Red Scaffold,_VTD-RS,17,33,2,23,33,27,20,14,35,6
