IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_SD_20201103_GEN_PRE_REP_TRUMP,USA_SD_20201103_GEN_PRE_DEM_BIDEN,USA_SD_20201103_GEN_PRE_LIB_JORGENSEN,USA_SD_20201103_GEN_USS_REP_ROUNDS,USA_SD_20201103_GEN_USS_DEM_AHLERS,USA_SD_20201103_GEN_HAL_REP_JOHNSON,USA_SD_20201103_GEN_HAL_DEM_LUALLIN,USA_SD_20201103_GEN_PUC_REP_HANSON,USA_SD_20201103_GEN_PUC_DEM_EAGLE,USA_SD_20201103_GEN_PUC_LIB_SAXON
0,_003,_Precinct 01,_0VTD-1,254,57,8,247,72,287,23,262,36,13
0,_003,_Precinct 02,_0VTD-2,128,17,1,119,30,130,15,125,13,5
0,_003,_Precinct 03,_0VTD-3,307,96,18,279,142,369,46,304,66,22
0,_003,_Precinct 05,_0VTD-5,130,58,1,126,65,162,22,134,38,6
0,_003,_Precinct 07,_0VTD-7,233,89,8,231,94,276,38,248,54,9
0,_005,_Precinct 01,_VTD-01,897,350,25,928,342,1050,170,929,234,55
0,_005,_Precinct 02,_VTD-02,364,237,24,406,216,436,143,361,191,49
0,_005,_Precinct 03,_VTD-03,337,220,22,367,210,449,93,381,148,27
0,_005,_Precinct 12,_VTD-12,722,182,8,721,198,797,104,717,122,38
0,_005,_Precinct 15,_VTD-15,298,57,3,303,58,328,24,302,39,6
0,_005,_Precinct 17,_VTD-17,209,74,13,218,79,254,34,209,56,10
0,_005,_Precinct 7-1,_VTDW71,548,238,29,593,226,687,96,595,153,31
0,_005,_Precinct 7-2,_VTDW72,531,286,12,583,247,681,107,611,163,28
0,_005,_Precinct 8-1,_VTDW81,396,242,16,446,212,553,73,468,145,22
0,_005,_Precinct 8-2,_VTDW82,506,221,14,539,198,622,92,558,121,35
0,_007,_Allen,_0VTD-1,59,194,4,81,172,103,121,59,176,12
0,_007,_Vetal-Tuthill,_0VTD-4,152,17,1,147,18,151,10,136,15,4
0,_007,_Martin City,_VTD-05,214,143,9,227,136,264,80,197,131,18
0,_007,_Martin Rural 26/27,_VTD-27,269,112,9,274,111,289,77,239,107,17
0,_009,_Precinct 01 Scotland,_0VTD-1,460,105,5,442,126,501,56,465,67,19
0,_009,_Precinct 02 Avon,_0VTD-2,389,110,9,373,132,435,60,377,79,27
0,_009,_Precinct 03 Tyndall,_0VTD-3,484,223,12,481,233,578,111,482,143,38
0,_009,_Precinct 04 Tabor,_0VTD-4,403,154,7,365,201,461,86,369,116,26
0,_009,_Precinct 05 Springfield,_0VTD-5,499,129,12,495,142,544,76,500,86,27
0,_011,_Precinct 01,_0VTD-1,313,272,26,344,256,421,124,334,196,42
0,_011,_Precinct 02,_0VTD-2,418,480,35,459,451,561,219,445,345,56
0,_011,_Precinct 03,_0VTD-3,412,490,40,453,461,553,224,439,352,64
0,_011,_Precinct 04,_0VTD-4,744,747,46,818,703,1000,341,793,537,74
0,_011,_Precinct 05,_0VTD-5,1464,1216,85,1609,1143,1966,555,1560,873,138
0,_011,_Precinct 06,_0VTD-6,1272,971,71,1398,913,1707,444,1355,697,115
0,_011,_Precinct 08,_0VTD-8,446,301,21,491,283,599,137,476,216,33
0,_011,_Precinct 09,_0VTD-9,474,243,22,521,228,636,111,505,174,35
0,_011,_Precinct 10,_VTD-10,411,195,17,452,183,552,89,438,140,28
0,_011,_Precinct 11,_VTD-11,460,304,30,505,286,617,139,490,219,48
0,_011,_Precinct 12,_VTD-12,197,79,5,216,74,264,36,209,56,8
0,_011,_Precinct 13,_VTD-13,160,91,6,175,86,214,42,170,66,9
0,_011,_Precinct 14,_VTD-14,802,502,33,882,473,1078,230,855,361,53
0,_011,_Precinct 15,_VTD-15,102,81,4,112,76,137,37,108,58,6
0,_011,_Precinct 16,_VTD-16,325,138,16,357,130,436,63,346,99,26
0,_013,_Precinct 01,_0VTD-1,806,502,34,851,482,1044,218,847,348,65
0,_013,_Precinct 02,_0VTD-2,397,320,19,419,307,515,139,417,222,36
0,_013,_Precinct 03,_0VTD-3,907,569,39,958,547,1175,247,953,394,73
0,_013,_Precinct 04,_0VTD-4,395,281,23,417,270,512,122,415,195,44
0,_013,_Precinct 05,_0VTD-5,279,244,21,295,235,362,106,294,169,40
0,_013,_Precinct 06,_0VTD-6,1286,677,45,1358,651,1666,294,1352,470,85
0,_013,_Precinct 07,_0VTD-7,1346,668,47,1420,642,1743,291,1414,463,90
0,_013,_Precinct 08,_0VTD-8,642,463,38,678,445,832,201,675,321,72
0,_013,_Precinct 09,_0VTD-9,590,316,22,622,304,764,137,619,219,41
0,_013,_Precinct 10,_VTD-10,265,205,18,280,197,343,89,279,142,35
0,_013,_Precinct 11,_VTD-11,358,282,19,378,271,464,123,376,195,36
0,_013,_Precinct 12,_VTD-12,484,196,14,511,189,627,85,509,136,27
0,_013,_Precinct 13,_VTD-13,232,157,8,245,151,300,68,243,109,15
0,_013,_Precinct 14,_VTD-14,143,127,6,151,122,185,55,150,88,11
0,_013,_Precinct 15,_VTD-15,694,283,19,732,272,899,123,729,196,36
0,_013,_Precinct 16,_VTD-16,260,116,7,275,111,337,50,274,80,13
0,_013,_Precinct 17,_VTD-17,373,255,11,394,245,484,111,392,177,20
0,_013,_Precinct 18,_VTD-18,136,116,4,143,111,176,50,143,80,8
0,_013,_Precinct 19,_VTD-19,652,427,22,688,410,844,186,685,296,42
0,_013,_Precinct 20,_VTD-20,80,72,3,85,70,104,32,84,50,6
0,_013,_Precinct 21,_VTD-21,124,138,4,130,132,160,60,130,95,8
0,_013,_Precinct 22,_VTD-22,131,124,6,138,119,170,54,138,86,11
0,_015,_Precinct 01,_0VTD-1,836,452,40,859,469,1066,210,866,325,75
0,_015,_Precinct 02,_0VTD-2,449,98,12,424,137,492,58,430,73,24
0,_015,_Precinct 03,_0VTD-3,305,94,10,297,110,341,52,317,63,18
0,_015,_Precinct 04,_0VTD-4,72,13,3,69,18,80,6,66,15,6
0,_015,_Precinct 05,_0VTD-5,88,16,2,86,22,94,12,95,10,1
0,_017,_Precinct 01,_0VTD-1,98,22,1,89,31,104,13,101,11,2
0,_017,_Precinct 02,_0VTD-2,39,44,0,45,37,61,18,32,45,1
0,_017,_Precinct 03,_0VTD-3,46,286,13,89,254,141,165,41,284,12
0,_019,_Precinct 06,_0VTD-6,41,2,1,38,7,39,3,41,1,1
0,_019,_Precinct 08/13/14,_0VTD-8,477,70,13,469,89,472,77,442,67,31
0,_019,_Precinct 11,_VTD-11,64,10,0,65,10,63,8,60,9,5
0,_019,_Precinct 12,_VTD-12,90,14,0,87,16,87,13,86,12,3
0,_019,_Precinct 16,_VTD-16,649,131,18,653,140,663,112,619,108,39
0,_019,_Precinct 17,_VTD-17,349,60,7,345,65,362,40,333,42,24
0,_019,_Precinct 18,_VTD-18,88,25,11,97,27,93,27,84,22,13
0,_019,_Precinct 20,_VTD-20,199,38,5,195,46,196,44,179,40,17
0,_019,_Precinct 21,_VTD-21,189,81,7,198,79,217,47,173,67,24
0,_019,_Precinct 22,_VTD-22,151,62,11,164,59,166,47,138,57,22
0,_019,_Precinct 23,_VTD-23,174,56,10,182,52,183,46,171,39,17
0,_019,_Precinct 24,_VTD-24,259,90,18,271,92,292,60,251,70,28
0,_019,_Precinct 25,_VTD-25,303,85,5,318,73,354,28,307,57,13
0,_019,_Precinct 26,_VTD-26,197,51,12,199,58,212,40,186,45,16
0,_019,_Precinct 27,_VTD-27,201,57,5,208,52,220,34,197,31,23
0,_019,_Precinct 28,_VTD-28,300,107,9,320,96,358,46,310,70,18
0,_021,_Precinct 01 Herreid,_0VTD-1,129,24,2,128,25,137,12,128,15,6
0,_021,_Precinct 02,_0VTD-2,150,29,2,155,26,160,17,151,17,7
0,_021,_Precinct 03,_0VTD-3,151,20,1,150,22,162,10,149,15,3
0,_021,_Precinct 04,_0VTD-4,148,24,2,148,24,155,12,145,14,2
0,_021,_Precinct 05,_0VTD-5,169,20,2,164,25,176,13,161,14,8
0,_023,_Precinct 01,_0VTD-1,314,156,6,303,173,348,109,298,148,14
0,_023,_Precinct 02,_0VTD-2,134,65,2,127,74,151,44,134,57,5
0,_023,_Precinct 04,_0VTD-4,73,124,2,83,116,97,88,78,116,1
0,_023,_Precinct 05,_0VTD-5,229,133,2,220,143,261,76,219,123,9
0,_023,_Precinct 07 Pickstown,_0VTD-7,94,46,1,93,49,121,16,105,29,4
0,_023,_Precinct 08,_0VTD-8,159,21,4,148,35,171,10,154,15,6
0,_023,_Precinct 09,_0VTD-9,345,55,3,341,65,365,23,340,39,11
0,_023,_Precinct 10,_VTD-10,134,11,5,134,17,141,6,134,8,2
0,_023,_Precinct 11 Platte,_VTD11,577,130,10,595,129,667,51,602,81,12
0,_023,_Precinct 12 Geddes,_VTD12,74,13,5,64,28,76,13,69,20,0
0,_023,_Precinct 13,_VTD-13,52,29,0,51,31,56,18,50,26,1
0,_023,_Precinct 03 Wagner,_VTD-3,266,267,12,281,267,336,168,256,249,23
0,_023,_Precinct 06 Lake Andes,_VTD-6,101,127,2,102,132,131,81,93,125,9
0,_025,_Precinct 01,_00VTD1,120,41,7,125,42,137,24,116,23,16
0,_025,_Precinct 02,_00VTD2,101,40,1,104,35,109,23,99,20,9
0,_025,_Precinct 03,_00VTD3,78,21,4,78,25,89,9,79,14,4
0,_025,_Precinct 04,_00VTD4,97,26,1,96,28,107,13,93,20,6
0,_025,_Precinct 05/06,_00VTD6,175,50,4,179,50,207,16,178,33,7
0,_025,_Precinct 07,_00VTD7,94,29,2,98,30,109,15,100,18,6
0,_025,_Precinct 08,_00VTD8,105,33,2,107,32,121,15,109,21,3
0,_025,_Precinct 09,_00VTD9,90,7,3,93,7,92,5,89,6,2
0,_025,_Precinct 10,_0VTD10,88,21,2,82,31,96,13,87,18,4
0,_025,_Precinct 11 Clark Ward 1,_VTD-W1,126,51,4,124,56,148,26,122,32,13
0,_025,_Precinct 12 Clark Ward 2,_VTD-W2,120,50,4,119,51,138,32,118,38,9
0,_025,_Precinct 13 Clark Ward 3,_VTD-W3,179,68,6,192,63,218,31,192,32,16
0,_027,_Precinct C1/C2,_VTD-C1,156,460,20,205,428,299,237,179,374,38
0,_027,_Precinct E1/E2,_VTDNE1,206,306,22,251,273,304,178,218,236,35
0,_027,_Precinct W1/W2,_VTDNW1,444,634,32,519,577,676,315,477,521,54
0,_027,_Precinct S1/S2,_VTDSE1,547,934,44,674,850,979,358,688,672,54
0,_027,_Precinct 01,_VTD-W1,297,123,6,313,118,370,49,318,77,10
0,_027,_Precinct 02,_VTD-W2,250,134,12,258,134,310,64,265,80,24
0,_027,_Precinct 03,_VTD-W3,556,492,23,637,427,812,177,633,339,37
0,_029,_Eden/Phipps/Wallace,_0VTD-2,99,32,5,92,43,119,17,93,25,8
0,_029,_Kampeska/Richland,_0VTD-2,187,61,2,193,60,224,20,196,38,6
0,_029,_Graceland/Henry,_0VTD-2,184,38,10,191,44,206,23,180,23,17
0,_029,_Fuller/Florence,_0VTD-2,229,69,7,228,75,261,34,214,52,12
0,_029,_Germantown/Rauville,_0VTD-3,191,56,8,183,69,208,39,171,42,15
0,_029,_Dexter,_0VTD-3,90,21,3,84,28,101,8,80,15,7
0,_029,_Leola/South Shore,_0VTD-5,93,47,4,106,38,122,20,104,24,10
0,_029,_Elmira,_0VTD-5,167,87,3,184,73,209,36,189,42,9
0,_029,_Kranzburg,_0VTD-5,214,38,4,207,47,232,19,213,22,7
0,_029,_Waverly,_0VTD-5,83,25,3,79,32,92,14,85,17,4
0,_029,_Sheridan,_0VTD-5,180,52,8,190,49,200,32,185,31,13
0,_029,_Watertown Ward A1,_VTD-A1,807,306,26,875,269,985,122,868,156,45
0,_029,_Watertown Ward A2,_VTD-A2,339,206,15,391,167,451,79,398,109,22
0,_029,_Watertown Ward A3/A4,_VTD-A3,522,230,18,558,208,634,91,551,127,41
0,_029,_Watertown Ward B1/B4/E5,_VTD-B1,558,228,19,608,197,685,90,604,123,29
0,_029,_Watertown Ward B2,_VTD-B2,558,358,40,620,334,722,188,593,231,59
0,_029,_Watertown Ward B3/C1,_VTD-B3,444,215,18,472,204,545,97,469,129,32
0,_029,_Watertown Ward C2/D4,_VTD-C2,242,165,18,252,162,301,92,241,126,23
0,_029,_Watertown Ward C3/C4/Pelican,_VTD-C3,908,431,57,948,418,1044,262,904,287,94
0,_029,_Watertown Ward D1,_VTD-D1,413,180,11,440,165,491,81,426,111,30
0,_029,_Watertown Ward D2,_VTD-D2,356,148,20,379,145,405,92,346,111,32
0,_029,_Watertown Ward D3,_VTD-D3,278,149,12,300,139,339,72,283,104,22
0,_029,_Watertown Ward E1/E4/Lake,_VTD-E1,951,387,38,985,392,1079,237,968,261,70
0,_029,_Watertown Ward E2/E3,_VTD-E2,865,308,17,914,268,1030,116,924,146,39
0,_031,_South McIntosh,_VTD-AR,26,3,0,25,4,24,3,24,2,1
0,_031,_Bullhead,_VTD-BH,3,61,0,8,53,13,33,4,58,1
0,_031,_Oak Creek,_VTD-BU,29,32,1,37,25,38,18,30,30,2
0,_031,_West Rural McLaughlin,_VTD-CD,26,65,0,35,53,38,35,26,63,1
0,_031,_Grand Valley,_VTD-GV,76,4,0,73,7,77,3,75,4,1
0,_031,_Kenel,_VTD-KN,11,64,0,11,61,19,34,8,61,2
0,_031,_Lincoln,_VTD-LC,30,8,1,32,7,32,6,27,8,1
0,_031,_Little Eagle,_VTD-LE,19,70,2,27,62,37,44,16,67,3
0,_031,_Stone Church,_VTD-LO,93,8,0,91,10,94,6,84,10,0
0,_031,_McIntosh,_VTD-MI,101,26,4,107,25,114,12,102,20,5
0,_031,_Morristown,_VTD-MT,111,18,0,111,19,112,12,104,13,7
0,_031,_Ridgeland,_VTD-RL,49,13,0,47,13,46,10,45,15,1
0,_031,_McLaughlin,_VTD-SM,62,146,4,67,139,80,90,52,148,6
0,_031,_Wakpala,_VTD-WK,11,104,2,10,105,31,59,8,106,2
0,_033,_Precinct 06 Custer Ward 1,_VTD6-1,260,146,10,275,141,301,91,260,114,29
0,_033,_Precinct 07 Custer Ward 2,_VTD7-1,160,80,7,161,81,187,47,151,66,18
0,_033,_Precinct 08 Custer Ward 3,_VTD8-1,312,175,12,331,171,394,80,311,138,24
0,_033,_Precinct 03 Buffalo Gap,_VTD-BG,150,59,2,150,54,167,31,142,53,6
0,_033,_Precinct 09 Bear Rock,_VTD-BR,963,404,35,1011,387,1120,219,942,325,72
0,_033,_Precinct 10 Elk Mountain,_VTD-EM,134,42,5,139,40,137,34,123,41,9
0,_033,_Precinct 02 Fairburn,_VTD-FB,146,26,5,147,28,156,21,138,23,9
0,_033,_Precinct 01 Hermosa,_VTD-HE,863,249,25,884,249,928,165,817,201,59
0,_033,_Precinct 04 Pringle,_VTD-PR,341,129,2,338,124,360,89,321,106,24
0,_033,_Precinct 05 Sentinel Hill,_VTD-SD,523,212,17,537,208,586,125,487,176,51
0,_035,_Precinct 12/13/14,_0VTD12,677,355,24,724,327,840,164,707,229,59
0,_035,_Precinct 15/16/17/18,_0VTD15,764,478,38,814,458,1038,193,856,294,66
0,_035,_Precinct 19/20,_0VTD19,772,432,26,820,403,1051,139,872,246,45
0,_035,_Precinct 06/07/08,_VTD-06,912,491,29,969,459,1200,175,1014,296,61
0,_035,_Precinct 09/10/11,_VTD-09,858,449,34,915,425,1089,204,886,305,81
0,_035,_Precinct 01/02/03,_VTD-C1,1073,268,23,1071,299,1221,122,1093,155,61
0,_035,_Precinct 04/05,_VTD-C4,557,175,19,580,169,662,72,582,106,33
0,_037,_Precinct 05 Waubay Ward 1/2,_0VTD-5,134,59,1,132,62,160,31,134,48,6
0,_037,_Precinct 06 Waubay Ward 3,_0VTD-6,158,143,4,158,147,206,77,171,117,7
0,_037,_Precinct 01 Webster Ward 1,_VTD1W1,148,96,2,164,84,197,31,174,49,13
0,_037,_Precinct 02 Webster Ward 2/3,_VTD2W2,185,86,6,193,86,221,46,183,61,16
0,_037,_Precinct 03 Webster Ward 4,_VTD3W3,105,55,3,112,53,136,23,114,28,9
0,_037,_Precinct 04 Webster Ward 5,_VTD4W1,125,73,0,125,70,153,30,142,32,8
0,_037,_Precinct 10 AT,_VTD-AT,76,28,0,71,33,93,10,76,19,4
0,_037,_Precinct 14 BR,_VTD-BR,162,85,6,167,89,207,38,173,49,8
0,_037,_Precinct 09 BW,_VTD-BW,161,70,1,162,67,186,32,175,36,7
0,_037,_Precinct 12 FP,_VTD-FP,129,92,7,137,93,174,43,148,57,10
0,_037,_Precinct 13 GK,_VTD-GK,126,79,5,138,72,168,33,136,49,13
0,_037,_Precinct 08 LT,_VTD-LT,82,45,5,77,58,107,23,85,36,8
0,_037,_Precinct 11 RR,_VTD-RR,156,77,1,142,86,185,34,163,43,8
0,_037,_Precinct 07 RW,_VTD-RW,122,64,2,117,69,143,34,125,42,10
0,_039,_Precinct 01,_0VTD-1,117,51,1,120,46,146,16,122,25,8
0,_039,_Precinct 03,_0VTD-3,241,81,7,248,83,288,40,250,52,16
0,_039,_Precinct 04,_0VTD-4,136,46,5,139,47,161,25,136,23,20
0,_039,_Precinct 05,_0VTD-5,130,74,10,138,75,174,30,146,46,10
0,_039,_Precinct 06,_0VTD-6,139,62,1,145,59,178,21,150,42,3
0,_039,_Precinct 07,_0VTD-7,158,42,5,153,50,172,26,155,26,11
0,_039,_Precinct 08,_0VTD-8,237,70,3,233,75,265,44,219,64,14
0,_039,_Precinct 09,_0VTD-9,235,65,3,229,73,262,33,228,43,15
0,_039,_Precinct 10,_VTD-10,141,50,2,144,50,170,20,144,37,6
0,_039,_Precinct 11,_VTD-11,165,68,5,165,70,189,39,154,58,12
0,_041,_Precinct 02,_0VTD-2,42,2,2,43,3,38,8,39,2,4
0,_041,_Precinct 03/04,_0VTD-3,270,99,12,277,97,289,67,251,94,10
0,_041,_Precinct 05,_0VTD-5,48,17,0,40,22,46,15,37,17,5
0,_041,_Precinct 06,_0VTD-6,119,24,1,113,31,120,15,114,21,1
0,_041,_Precinct 07,_0VTD-7,33,250,7,56,231,83,154,23,253,8
0,_041,_Precinct 08,_0VTD-8,10,54,2,15,51,26,33,6,60,1
0,_041,_Precinct 09,_0VTD-9,28,47,1,34,41,41,26,22,48,5
0,_041,_Precinct 10/11,_VTD-10,14,91,4,20,88,36,60,14,82,8
0,_041,_Precinct 12/13,_VTD-13,90,167,6,109,154,138,97,77,178,6
0,_041,_Precinct 14,_VTD-14,60,261,7,88,239,130,157,45,269,10
0,_041,_Precinct 15,_VTD-15,76,119,3,89,105,118,61,66,125,5
0,_043,_Precinct 01,_0VTD-1,382,15,0,374,35,389,19,365,12,11
0,_043,_Precinct 02,_0VTD-2,286,67,3,282,75,328,15,302,23,7
0,_043,_Precinct 03,_0VTD-3,273,49,3,275,44,291,22,271,40,5
0,_043,_Precinct 04 Armour,_0VTD-4,218,62,14,226,58,242,35,228,28,10
0,_043,_Precinct 05,_0VTD-5,309,23,3,312,23,318,15,309,18,3
0,_045,_Precinct 01,_000001,355,118,5,358,118,412,43,369,69,16
0,_045,_Precinct 02,_000002,306,86,6,310,93,347,50,296,58,20
0,_045,_Precinct 03,_000003,256,51,5,261,53,289,18,254,42,7
0,_045,_Precinct 04,_000004,199,60,9,196,70,229,29,193,42,15
0,_045,_Precinct 05,_000005,302,67,5,301,73,335,26,309,42,7
0,_045,_Precinct 06,_000006,120,35,0,113,41,129,18,112,27,6
0,_047,_Beaver,_VTD-BE,131,12,4,132,12,130,14,121,9,15
0,_047,_Cascade,_VTD-CA,158,41,4,164,37,155,40,150,31,13
0,_047,_Edgemont,_VTD-ED,472,102,16,487,102,494,77,450,79,38
0,_047,_Hot Springs 1,_VTD-H1,294,160,18,320,150,348,109,298,135,25
0,_047,_Hot Springs 2,_VTD-H2,326,167,16,350,151,380,104,317,127,30
0,_047,_Hot Springs 3,_VTD-H3,270,161,19,285,162,316,112,271,134,32
0,_047,_Hot Springs 4,_VTD-H4,226,124,11,241,114,263,69,205,107,29
0,_047,_Jackson,_VTD-JA,803,257,18,827,240,857,183,787,193,63
0,_047,_Oelrichs,_VTD-OE,198,29,5,203,25,199,27,190,21,9
0,_049,_Precinct 01,_0VTD-1,146,34,1,147,34,161,16,144,21,3
0,_049,_Precinct 02,_0VTD-2,116,9,1,115,13,118,5,109,9,2
0,_049,_Precinct 03,_0VTD-3,110,19,1,107,23,116,9,106,14,3
0,_049,_Precinct 04,_0VTD-4,83,14,1,81,17,86,11,80,10,4
0,_049,_Precinct 05,_0VTD-5,101,17,0,95,21,105,10,96,14,4
0,_049,_Precinct 06,_0VTD-6,196,43,4,202,42,224,15,192,26,11
0,_049,_Precinct 07,_0VTD-7,212,62,12,228,63,255,24,215,39,12
0,_051,_Precinct 46,_0VDT46,156,55,9,167,51,199,19,170,40,7
0,_051,_Precinct 41,_0VTD41,157,89,2,159,91,187,47,163,65,10
0,_051,_Precinct 42,_0VTD42,230,79,2,238,71,272,27,238,39,16
0,_051,_Precinct 43,_0VTD43,311,127,11,326,121,357,71,314,80,23
0,_051,_Precinct 44,_0VTD44,99,33,0,102,30,114,15,106,18,2
0,_051,_Precinct 45,_0VTD45,106,49,2,107,51,132,20,114,34,5
0,_051,_Precinct 47,_0VTD47,194,34,6,193,41,214,20,191,19,16
0,_051,_Precinct 49,_0VTD49,92,26,2,87,31,105,12,96,16,6
0,_051,_Precinct 52,_0VTD52,70,24,3,71,23,77,14,67,15,6
0,_051,_Precinct 53,_0VTD53,42,12,0,42,13,44,9,36,14,1
0,_051,_Precinct 54,_0VTD54,125,47,5,129,49,157,20,126,33,8
0,_051,_Precinct 1-1,_VTD1-1,251,109,12,266,102,304,50,252,84,15
0,_051,_Precinct 1-2,_VTD1-2,52,23,0,51,27,61,14,56,13,1
0,_051,_Precinct 2-1,_VTD2-1,69,33,4,77,30,92,9,76,14,9
0,_051,_Precinct 2-2,_VTD2-2,271,123,6,291,115,345,47,296,71,13
0,_051,_Precinct 3-1,_VTD3-1,44,19,0,45,20,53,8,47,12,4
0,_051,_Precinct 3-2,_VTD3-2,77,34,1,78,32,97,13,87,20,3
0,_051,_Precinct 3-3,_VTD3-3,272,140,6,294,128,354,47,286,84,18
0,_053,_Precinct 01,_0VTD-1,805,198,21,807,212,910,79,790,157,31
0,_053,_Precinct 02,_0VTD-2,643,171,5,633,190,735,70,625,142,17
0,_053,_Precinct 03,_0VTD-3,323,86,6,326,86,364,30,317,59,12
0,_055,_Precinct 01,_0VTD-1,88,4,1,89,5,90,4,92,2,0
0,_055,_Precinct 04,_0VTD-4,132,8,0,132,11,134,6,125,8,2
0,_055,_Precinct 16,_VTD-16,199,23,3,200,23,207,13,198,20,3
0,_055,_Precinct 17,_VTD-17,199,30,1,207,21,211,12,206,9,2
0,_055,_Precinct 19,_VTD-19,207,21,1,204,26,212,14,202,14,7
0,_055,_Precinct 20,_VTD-20,201,19,0,200,20,207,10,192,9,4
0,_057,_Precinct 23 Bryant,_VTD-BY,264,64,4,267,64,294,27,274,34,9
0,_057,_Precinct 21 Castlewood,_VTD-CW,564,190,20,575,196,637,110,565,114,44
0,_057,_Precinct 25 Estelline,_VTD-ES,324,185,23,340,190,420,92,351,128,19
0,_057,_Precinct 26 Hayti,_VTD-HI,391,40,4,393,43,403,28,384,26,9
0,_057,_Precinct 22 Hazel,_VTD-HZ,132,11,1,132,11,137,7,124,9,6
0,_057,_Precinct 24 Lake Norden,_VTD-ND,550,139,9,563,133,603,83,543,99,23
0,_057,_Precinct 02 Oxford,_VTD-OX,147,18,3,143,20,150,12,143,11,3
0,_059,_Precinct 01,_0VTD-1,120,19,1,117,24,129,9,116,17,2
0,_059,_Precinct 02,_0VTD-2,74,10,3,71,16,77,8,74,11,3
0,_059,_Precinct 03,_0VTD-3,72,9,1,76,10,81,5,76,1,4
0,_059,_Precinct 04,_0VTD-4,30,7,2,35,4,37,2,34,1,3
0,_059,_Precinct 05,_0VTD-5,153,24,5,158,26,171,4,158,14,7
0,_059,_Precinct 06,_0VTD-6,149,53,4,152,54,169,26,143,39,12
0,_059,_Precinct 07,_0VTD-7,98,27,1,93,33,106,16,94,24,4
0,_059,_Precinct 08,_0VTD-8,14,4,0,16,5,18,2,15,5,0
0,_059,_Precinct 09,_0VTD-9,82,4,0,75,11,81,5,78,5,0
0,_059,_Precinct 10,_VTD-10,42,5,0,42,7,44,3,41,5,1
0,_059,_Precinct 11,_VTD-11,275,88,7,300,78,332,39,300,57,11
0,_059,_Precinct 12,_VTD-12,324,123,6,345,110,402,40,356,66,11
0,_061,_Precinct 01,_0VTD-1,787,323,19,802,305,848,150,750,262,31
0,_061,_Precinct 02,_0VTD-2,297,113,7,293,120,348,51,317,68,10
0,_061,_Precinct 03,_0VTD-3,245,58,6,244,66,267,31,244,32,14
0,_061,_Precinct 04,_0VTD-4,271,44,5,266,51,270,38,261,28,18
0,_061,_Precinct 05,_0VTD-5,193,19,1,191,22,205,5,186,14,3
0,_063,_Precinct 01 Buffalo Town,_VTD-BU,148,14,4,145,18,150,13,135,11,7
0,_063,_Precinct 02 Camp Crook,_VTD-CC,102,15,3,99,22,106,11,88,17,5
0,_063,_Precinct 03 Fillmore,_VTD-FI,53,7,0,55,5,56,2,53,4,2
0,_063,_Precinct 05 Hilton,_VTD-HI,117,7,4,109,13,114,5,108,8,3
0,_063,_Precinct 06 Ladner,_VTD-LA,50,0,0,48,0,48,1,46,0,2
0,_063,_Precinct 07 Ludlow,_VTD-LU,91,2,1,86,6,87,5,84,3,4
0,_063,_Precinct 08 Poplar Grove,_VTD-PG,62,2,0,64,1,62,3,57,1,4
0,_063,_Precinct 09 Reva,_VTD-RE,125,2,4,121,8,124,8,119,6,5
0,_065,_Precinct 05,_0VTD-5,164,74,6,184,63,212,32,183,50,8
0,_065,_Precinct 07,_0VTD-7,94,26,2,106,22,122,11,105,18,3
0,_065,_Precinct 09,_0VTD-9,45,88,3,51,76,58,38,50,60,4
0,_065,_Precinct 11,_VTD-11,1033,365,34,1163,314,1337,157,1152,247,47
0,_065,_Precinct 21 Pierre,_VTD-21,263,227,20,296,196,341,98,293,154,27
0,_065,_Precinct 23 Pierre,_VTD-23,325,232,18,366,200,421,100,362,157,24
0,_065,_Precinct 24 Pierre,_VTD-24,377,282,20,425,243,488,122,420,191,27
0,_065,_Precinct 26 Pierre,_VTD-26,357,205,18,401,177,461,89,397,139,24
0,_065,_Precinct 28 Pierre,_VTD-28,340,207,23,383,179,440,90,380,141,31
0,_065,_Precinct 29 Pierre,_VTD-29,185,144,10,209,124,240,62,206,97,14
0,_065,_Precinct 30 Pierre,_VTD-30,544,330,26,612,285,704,143,606,224,36
0,_065,_Precinct 31 Pierre,_VTD-31,560,245,20,630,212,725,106,624,166,27
0,_065,_Precinct 32 Pierre,_VTD-32,338,142,13,381,123,438,62,377,97,18
0,_065,_Precinct 33 Pierre,_VTD-33,312,144,14,351,124,404,62,348,97,19
0,_065,_Precinct 34 Pierre,_VTD-34,585,242,21,659,208,757,104,652,164,28
0,_067,_Precinct 01,_0VTD-1,656,133,13,672,129,700,82,643,85,23
0,_067,_Precinct 02,_0VTD-2,594,202,20,616,199,678,102,622,128,32
0,_067,_Precinct 03,_0VTD-3,124,30,1,122,31,133,14,124,21,3
0,_067,_Precinct 04,_0VTD-4,452,99,5,438,118,509,40,445,63,14
0,_067,_Precinct 05 Parkston,_0VTD-5,534,215,14,565,194,664,72,582,108,19
0,_067,_Precinct 06,_0VTD-6,376,62,7,375,69,409,29,382,33,13
0,_067,_Precinct 07,_0VTD-7,208,21,1,194,32,208,12,204,11,3
0,_069,_Precinct 01,_0VTD-1,142,18,2,143,19,158,9,141,14,4
0,_069,_Precinct 02,_0VTD-2,120,45,2,121,48,133,23,118,35,4
