IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_KY_20201103_GEN_PRE_REP_TRUMP,USA_KY_20201103_GEN_PRE_DEM_BIDEN,USA_KY_20201103_GEN_PRE_LIB_JORGENSEN,USA_KY_20201103_GEN_PRE_IND_WEST,USA_KY_20201103_GEN_PRE_IND_PIERCE,USA_KY_20201103_GEN_USS_REP_MCCONNELL,USA_KY_20201103_GEN_USS_DEM_MCGRATH,USA_KY_20201103_GEN_USS_LIB_BARRON
0,_111,_PRECINCT 182 33 DISTRICT,_00F182,492,700,24,7,3,467,720,39
0,_111,_PRECINCT 183 29 DISTRICT,_00B183,853,644,21,9,2,850,646,43
0,_111,_PRECINCT 183 32 DISTRICT,_00E183,272,374,8,1,0,283,367,10
0,_111,_PRECINCT 183 33 DISTRICT,_00F183,257,171,3,1,0,260,164,9
0,_111,_PRECINCT 184 29 DISTRICT,_00B184,20,1,0,0,0,20,1,0
0,_111,_PRECINCT 184 32 DISTRICT,_00E184,288,341,9,0,2,299,336,9
0,_111,_PRECINCT 184 33 DISTRICT,_00F184,412,491,10,3,0,409,484,25
0,_111,_PRECINCT 185 29 DISTRICT,_00B185,181,181,4,0,3,171,189,12
0,_111,_PRECINCT 185 32 DISTRICT,_00E185,84,202,5,2,2,79,205,12
0,_111,_PRECINCT 185 33 DISTRICT,_00F185,234,535,9,5,2,214,551,24
0,_111,_PRECINCT 186 33 DISTRICT,_00F186,353,808,33,10,5,335,836,47
0,_111,_PRECINCT 187 33 DISTRICT,_00F187,265,415,13,5,1,256,415,30
0,_113,_JESSAMINE CD 2,_CD02,5134,2364,164,31,18,5135,2358,278
0,_113,_JESSAMINE CD 6,_CD06,11962,6203,283,61,31,11353,6503,699
0,_115,_BARNETTS CREEK,_00C102,313,45,5,3,1,300,55,11
0,_115,_BRIDGEFORD,_00A104,213,50,2,2,0,199,55,12
0,_115,_BUFFALO,_00B106,266,52,2,1,0,242,64,11
0,_115,_DANIELS CREEK,_00B102,287,55,1,3,1,259,67,20
0,_115,_EAST POINT,_00A109,97,6,4,1,0,93,9,6
0,_115,_FLAT GAP,_00C103,491,52,2,1,2,454,59,31
0,_115,_GREASY CREEK,_00B107,345,66,2,2,0,314,75,17
0,_115,_HAGER HILL,_00A106,485,89,7,1,1,450,114,19
0,_115,_JENNYS CREEK,_00C107,456,68,2,1,4,425,81,22
0,_115,_KING ADDITION,_00A108,429,101,2,2,0,399,118,16
0,_115,_LITTLE GAP,_00C108,184,32,1,0,0,168,34,12
0,_115,_LOW GAP,_00C105,200,38,3,1,3,196,42,7
0,_115,_LOWER WARD,_00A103,152,43,1,1,0,137,47,11
0,_115,_MIDDLE WARD,_00A102,241,66,2,1,3,231,77,6
0,_115,_MINGO,_00B104,317,55,5,0,1,306,63,8
0,_115,_MOUTH OF RUSH,_00B110,391,57,7,2,2,372,74,16
0,_115,_MUDDY BRANCH,_00A110,157,21,2,2,1,144,30,9
0,_115,_OIL SPRINGS,_00C101,292,45,0,0,1,271,52,13
0,_115,_POWELL ADDITION,_00B103,292,55,3,0,0,270,64,15
0,_115,_RED BUSH,_00C106,169,36,0,0,0,155,39,8
0,_115,_SITKA,_00C110,229,31,2,0,0,218,34,10
0,_115,_SOUTH SIDE,_00A107,218,79,3,0,0,202,81,12
0,_115,_STAFFORDSVILLE,_00A105,604,117,4,4,2,573,131,25
0,_115,_STAMBAUGH,_00C109,236,45,2,1,1,223,51,11
0,_115,_SYCAMORE,_00C111,260,28,3,0,1,255,34,3
0,_115,_THELMA,_00B109,247,53,6,1,0,230,63,12
0,_115,_UPPER WARD,_00A101,243,63,1,1,2,223,67,15
0,_115,_VAN LEAR,_00B105,214,60,2,0,0,196,67,14
0,_115,_VOLGA,_00C104,122,39,0,0,0,123,37,2
0,_115,_WEST VAN LEAR,_00B101,244,53,0,0,0,219,73,8
0,_115,_WHITE HOUSE,_00B108,56,8,1,0,0,51,11,4
0,_117,_KENTON COUNTY,_,48129,32271,1360,225,135,44700,34461,3030
0,_119,_ANCO,_00B106,59,16,0,1,0,54,18,3
0,_119,_BREEDINGS CREEK,_00B103,132,46,2,0,2,121,48,9
0,_119,_CARRIE,_00A104,433,107,3,1,1,408,122,13
0,_119,_CLEAR CREEK,_00A103,195,72,1,1,0,185,74,14
0,_119,_FISTY,_00C110,62,27,0,0,1,52,30,4
0,_119,_GARNER,_00A106,138,47,0,0,0,127,50,5
0,_119,_HINDMAN #2,_00C108,174,54,0,0,1,161,60,6
0,_119,_HINDMAN-RIGHT WARD,_00A101,318,102,2,3,1,290,120,13
0,_119,_IRISHMAN,_00B104,147,22,0,0,2,127,38,4
0,_119,_LEBURN,_00A108,143,41,1,0,2,127,54,5
0,_119,_LOTTS CREEK,_00A105,183,60,2,1,2,172,69,7
0,_119,_LOWER BALL,_00C101,137,41,2,0,0,126,47,10
0,_119,_LOWER BEAVER,_00D103,225,73,1,2,0,182,98,22
0,_119,_LOWER CANEY,_00D102,60,37,0,1,0,55,37,5
0,_119,_LOWER JONES FORK,_00C111,28,14,0,0,0,25,16,1
0,_119,_LOWER QUICKSAND,_00C106,31,3,0,0,0,29,3,0
0,_119,_MALLIE,_00B107,241,72,1,2,1,219,87,6
0,_119,_MIDDLE BALL,_00C107,113,39,0,0,0,109,42,1
0,_119,_MIDDLE BEAVER,_00D107,197,45,1,0,1,180,55,6
0,_119,_MIDDLE CARR,_00B102,222,66,2,1,0,203,80,7
0,_119,_MIDDLE JONES FORK,_00C112,144,63,1,0,1,121,77,7
0,_119,_ROCK FORK,_00C105,96,20,0,0,0,88,21,5
0,_119,_SALT LICK,_00C104,32,7,0,0,1,27,11,2
0,_119,_SASSAFRAS,_00B105,137,41,0,0,0,121,47,8
0,_119,_UPPER BALL,_00C102,288,72,2,0,0,265,82,9
0,_119,_UPPER BEAVER,_00D104,181,51,0,0,1,156,67,9
0,_119,_UPPER CANEY,_00D105,250,84,5,1,0,223,102,10
0,_119,_UPPER CARR,_00B101,321,50,1,1,0,293,65,10
0,_119,_UPPER JONES FORK,_00C109,76,32,0,0,0,73,33,3
0,_119,_UPPER QUICKSAND,_00C103,17,8,1,0,0,12,11,2
0,_121,_KNOX COUNTY,_,11012,2114,109,32,6,10291,2413,536
0,_123,_LARUE COUNTY,_,5685,1504,86,19,7,5137,1747,407
0,_125,_LAUREL COUNTY,_,23237,4475,282,55,52,22040,4883,1217
0,_127,_LAWRENCE COUNTY,_,5633,1238,50,20,14,5089,1520,313
0,_129,_LEE COUNTY,_,2273,481,28,7,12,2114,560,109
0,_131,_BAD CREEK,_00B102,178,33,1,0,1,157,46,5
0,_131,_BEECHFORK,_00A101,180,10,2,0,0,174,15,6
0,_131,_BIG CREEK,_00B104,160,9,0,0,0,148,12,8
0,_131,_BULLSKIN NO. 17,_00D105,65,2,0,0,0,60,2,4
0,_131,_GREASY,_00A103,29,2,0,0,0,30,2,0
0,_131,_HYDEN #1,_00D101,259,36,2,0,1,248,40,8
0,_131,_HYDEN #2,_00D102,209,41,1,1,1,199,51,6
0,_131,_HYDEN-JEFF,_00A104,357,40,2,1,0,335,45,14
0,_131,_JACKS CREEK,_00B101,467,42,3,2,2,450,55,14
0,_131,_MARROWBONE,_00A105,115,12,2,0,0,103,13,12
0,_131,_MIDWAY,_00D104,274,32,3,4,0,260,35,17
0,_131,_ROCKHOUSE,_00B103,200,11,2,1,1,192,15,6
0,_131,_STINNETT,_00A102,457,39,0,0,0,438,50,7
0,_131,_TRACE FORK,_00C102,261,28,0,0,0,240,35,14
0,_131,_WILDER,_00D103,160,26,1,0,2,150,31,5
0,_131,_WOLF,_00C103,460,50,1,1,0,429,63,22
0,_131,_WOOTON,_00C101,490,33,3,2,1,448,52,21
0,_133,_LETCHER COUNTY,_,7226,1799,69,28,13,6441,2245,391
0,_135,_LEWIS COUNTY,_,4986,823,61,6,7,4500,991,366
0,_137,_LINCOLN ED1 HUSTONVILLE,_ED1HUS,120,35,2,1,0,114,42,4
0,_137,_LINCOLN ED1/ED2,_ED0OUT,3535,851,54,10,11,3274,958,230
0,_137,_LINCOLN ED2 STANFORD,_ED2STA,316,127,9,3,1,274,145,32
0,_137,_LINCOLN ED3,_ED3OUT,1098,278,10,2,0,1013,316,50
0,_137,_LINCOLN ED3 STANFORD,_ED3STA,791,382,24,4,1,727,400,72
0,_137,_LINCOLN ED4,_ED4OUT,1301,282,10,1,3,1175,329,90
0,_137,_LINCOLN ED5,_ED5OUT,1067,243,17,2,2,1002,270,56
0,_137,_LINCOLN ED5 CRAB ORCHARD,_ED5CRA,261,56,3,0,0,241,61,18
0,_139,_LIVINGSTON COUNTY,_,4010,939,44,6,4,3701,1110,186
0,_141,_LOGAN ED1 ADAIRVILLE,_ED1ADA,180,145,0,1,0,168,143,14
0,_141,_LOGAN ED1 RUSSELLVILLE S,_ED1SRU,136,42,5,0,1,126,48,8
0,_141,_LOGAN ED1/ED2 MD6 N,_ED0M6N,96,37,4,0,0,85,39,13
0,_141,_LOGAN ED1/ED2 MD6 R,_ED0M6R,81,38,2,0,0,74,41,5
0,_141,_LOGAN ED1/ED2 MD6 S,_ED0M6S,660,217,16,2,1,604,250,42
0,_141,_LOGAN ED1/ED2 N,_ED0NOR,690,195,7,2,0,622,216,53
0,_141,_LOGAN ED1/ED2 S,_ED0SOU,981,253,13,0,1,880,312,52
0,_141,_LOGAN ED2 AUBURN N,_ED2NAU,169,102,8,1,1,153,113,16
0,_141,_LOGAN ED2 AUBURN S,_ED2SAU,267,104,12,0,0,232,118,30
0,_141,_LOGAN ED3 N,_ED3NOR,1372,289,19,2,5,1235,341,112
0,_141,_LOGAN ED4 LEWISBURG,_ED4LEW,218,53,7,0,0,195,62,21
0,_141,_LOGAN ED4 N,_ED4NOR,1604,316,15,2,5,1455,388,93
0,_141,_LOGAN ED4 RUSSELLVILLE,_ED4RUS,62,22,2,0,0,50,26,10
0,_141,_LOGAN ED5 N,_ED5NOR,402,80,6,1,1,359,102,27
0,_141,_LOGAN ED5 RUSSELLVILLE N,_ED5NRU,25,6,0,0,0,23,7,0
0,_141,_LOGAN ED5 RUSSELLVILLE S,_ED5SRU,105,34,0,1,0,97,36,7
0,_141,_LOGAN ED5 S,_ED5SOU,687,173,3,1,2,630,208,30
0,_141,_LOGAN RI MD6 N,_RI0M6N,138,188,1,1,0,119,198,8
0,_141,_LOGAN RI MD6 S,_RI0M6S,249,293,3,4,0,224,293,28
0,_141,_LOGAN RI N,_RI0NOR,410,202,10,0,0,375,213,34
0,_141,_LOGAN RI S,_RI0SOU,535,305,12,4,1,474,349,37
0,_143,_A101/A102,_00A10X,1076,344,10,3,2,1005,377,48
0,_143,_B101/B102,_00B10X,997,385,9,2,1,927,427,47
0,_143,_C101/C102,_00C10X,1027,363,6,2,1,952,400,46
0,_143,_X001,_00X001,0,0,0,0,0,0,0,0
0,_145,_MCCRACKEN COUNTY,_,21820,11195,376,92,43,20883,11627,1051
0,_147,_MCCREARY COUNTY,_,5664,725,34,8,4,5179,889,322
0,_149,_BEECH GROVE,_00D102,454,165,5,1,2,403,193,40
0,_149,_CALHOUN #1,_00C101,446,117,7,2,1,395,130,43
0,_149,_CALHOUN #2,_00D101,552,142,8,2,1,487,168,40
0,_149,_ISLAND,_00B102,395,139,8,1,1,347,160,39
0,_149,_LIVERMORE #1,_00B101,456,151,8,2,1,402,177,45
0,_149,_LIVERMORE #2,_00C102,534,121,6,1,1,468,140,47
0,_149,_RUMSEY,_00A101,242,69,4,0,0,215,82,16
0,_149,_SACRAMENTO,_00A102,554,170,10,2,1,494,191,53
0,_151,_MADISON COUNTY,_,27356,15581,730,140,104,26069,16271,1683
0,_153,_ATKINSON,_00C104,276,70,1,1,0,258,78,12
0,_153,_BAYES,_00B105,167,60,1,0,0,154,64,9
0,_153,_BLOOMINGTON,_00A102,391,106,2,1,0,359,120,19
0,_153,_BRADLEY,_00C105,369,89,2,1,1,345,107,11
0,_153,_CARTY BRANCH,_00A104,465,143,6,0,3,440,160,13
0,_153,_FLAT FORK,_00B104,227,77,0,1,0,216,81,7
0,_153,_JOHNSON FORK,_00A103,244,56,2,2,0,234,64,7
0,_153,_LAKEVILLE,_00C103,266,70,5,1,0,249,79,12
0,_153,_MEADOWS,_00C101,215,79,3,0,0,199,88,7
0,_153,_NEW IVYTOWN,_00B103,199,19,3,1,0,183,28,10
0,_153,_SALYERSVILLE WARD #1,_00B101,428,167,5,1,3,387,195,21
0,_153,_SALYERSVILLE WARD #2,_00A101,317,135,1,0,1,284,151,17
0,_153,_STATE ROAD,_00B102,376,102,3,1,0,328,129,20
0,_153,_WIREMAN,_00C102,234,41,6,0,1,221,49,12
0,_155,_MARION COUNTY,_,6113,2722,55,24,14,5274,3144,474
0,_157,_MARSHALL ED1 MD1,_ED1MD1,322,92,7,0,0,302,110,14
0,_157,_MARSHALL ED1 MD1 BENTON,_MD1BEN,1119,416,15,3,1,1064,442,51
0,_157,_MARSHALL ED1 MD2,_ED1MD2,75,19,0,1,0,68,22,4
0,_157,_MARSHALL ED1 MD2 BENTON,_MD2BEN,491,228,12,1,4,440,255,41
0,_157,_MARSHALL ED2 MD2,_ED2MD2,2471,756,28,6,2,2309,840,116
0,_157,_MARSHALL ED2/ED3,_ED0OUT,1653,442,17,7,1,1559,486,73
0,_157,_MARSHALL ED3 CALVERT CITY,_ED3CAL,936,385,14,6,2,862,421,61
0,_157,_MARSHALL ED4,_ED4OUT,1753,465,21,4,3,1661,515,77
0,_157,_MARSHALL ED4 MD2,_ED4MD2,1598,357,17,7,6,1471,415,92
0,_157,_MARSHALL ED5,_ED5OUT,2739,851,30,9,4,2530,959,144
0,_157,_MARSHALL ED5 HARDIN,_ED5HAR,140,60,4,0,1,118,67,18
0,_159,_BLACKLOG,_00B101,143,15,0,0,1,140,19,2
0,_159,_COLDWATER,_00B102,395,26,2,0,1,375,41,9
0,_159,_EMILY,_00D102,209,27,2,0,1,200,35,2
0,_159,_HIMLERVILLE,_00E101,200,29,0,0,0,187,38,4
0,_159,_JOHN DAVIS,_00B103,263,26,1,2,1,254,33,6
0,_159,_LICK BRANCH,_00C102,271,30,1,1,0,251,39,13
0,_159,_LONG BRANCH,_00D101,175,24,1,0,0,169,27,3
0,_159,_LOWER INEZ,_00A101,325,56,2,1,0,315,59,5
0,_159,_PIGEON ROOST,_00D103,248,15,2,0,0,241,21,4
0,_159,_SAM MOORE,_00D104,100,4,0,0,0,96,3,5
0,_159,_TOMAHAWK,_00C101,444,62,5,0,1,420,80,12
0,_159,_TURKEY,_00A103,195,19,0,2,0,190,25,2
0,_159,_UPPER INEZ,_00A102,186,25,1,1,0,178,28,7
0,_159,_WARFIELD,_00E102,342,45,0,1,1,332,49,6
0,_161,_MASON COUNTY,_,5477,2362,85,19,15,4999,2601,329
0,_163,_MEADE ED1 BRANDENBURG,_ED1BRA,44,26,2,1,0,39,31,3
0,_163,_MEADE ED1 MD1,_ED1MD1,308,63,6,1,0,280,81,16
0,_163,_MEADE ED1 MD2,_ED1MD2,2013,719,29,3,5,1822,812,123
0,_163,_MEADE ED1 MULDRAUGH,_ED1MUL,181,101,2,1,0,155,116,13
0,_163,_MEADE ED2 MD1,_ED2MD1,445,292,15,3,0,391,327,36
0,_163,_MEADE ED2/ED3,_ED0OUT,2757,869,75,11,10,2483,1007,225
0,_163,_MEADE ED3 BRANDENBURG,_ED3BRA,711,395,17,1,0,609,454,55
0,_163,_MEADE ED4,_ED4OUT,1769,512,44,6,7,1536,632,159
0,_163,_MEADE ED4 EKRON,_ED4EKR,42,21,0,0,0,39,20,4
0,_163,_MEADE ED5,_ED5OUT,1915,634,45,6,4,1716,745,137
0,_165,_FRENCHBURG,_00A101,228,93,4,2,3,196,114,15
0,_165,_FRENCHBURG 2,_00A102,212,55,3,0,0,194,63,11
0,_165,_MARIBA,_00E101,388,142,4,4,1,354,159,20
0,_165,_MEANS,_00C101,457,110,4,1,0,408,134,25
0,_165,_POMEROYTON,_00D101,418,133,2,1,0,367,166,18
0,_165,_WELLINGTON,_00B101,608,217,7,4,1,552,246,34
0,_167,_MERCER COUNTY,_,8506,3033,140,40,16,7956,3247,501
0,_169,_METCALFE COUNTY,_,3959,975,56,12,10,3538,1129,302
0,_171,_MONROE COUNTY,_,4628,657,30,10,5,4320,763,191
0,_173,_MONTGOMERY COUNTY,_,8993,3630,154,41,19,8345,3983,488
0,_175,_MORGAN COUNTY,_,4301,1175,27,21,18,3918,1378,229
0,_177,_MUHLENBERG COUNTY,_,10497,3545,138,34,17,9222,4175,763
0,_179,_NELSON COUNTY,_,15703,7188,268,45,41,14219,7943,1042
0,_181,_A101,_MD1OUT,407,135,4,0,1,366,158,19
0,_181,_A101 CARLISLE,_MD1CAR,22,14,1,0,0,16,18,3
0,_181,_B101/D101,_MD0OUT,518,206,6,1,0,472,229,26
0,_181,_B101/D101 CARLISLE,_MD0CAR,449,234,8,1,0,404,258,34
0,_181,_C101,_MD3OUT,505,155,5,1,0,439,187,37
0,_181,_C101 CARLISLE,_MD3CAR,12,6,0,0,0,8,8,2
0,_181,_E101,_MD5OUT,392,141,2,0,2,356,158,22
0,_181,_E101 CARLISLE,_MD5CAR,103,64,1,0,0,90,72,6
0,_183,_OHIO COUNTY,_,8582,2404,99,29,13,7619,2765,694
0,_185,_OLDHAM COUNTY,_,22654,14505,601,113,67,22025,14715,1330
0,_187,_OWEN COUNTY,_,4292,1098,46,10,10,3958,1235,253
0,_189,_OWSLEY COUNTY,_,1671,216,6,3,0,1517,280,80
0,_191,_PENDLETON ED1,_ED1OUT,895,194,4,4,2,833,223,42
0,_191,_PENDLETON ED1 FALMOUTH,_ED1FAL,259,57,1,0,1,218,78,19
0,_191,_PENDLETON ED2 FALMOUTH,_ED2FAL,367,131,6,3,2,325,152,32
0,_191,_PENDLETON ED2/ED5,_ED0OUT,1517,401,15,4,5,1365,465,107
0,_191,_PENDLETON ED3,_ED3OUT,1068,256,19,5,2,980,300,70
0,_191,_PENDLETON ED4,_ED4OUT,1259,238,11,2,2,1140,298,72
0,_191,_PENDLETON ED4 WILLIAMSTOWN,_ED4WIL,0,0,0,0,0,0,0,0
0,_191,_PENDLETON ED5 BUTLER,_ED5BUT,150,45,0,0,0,132,54,8
0,_193,_PERRY COUNTY,_,8129,2356,100,29,12,7390,2788,375
0,_195,_PIKE COUNTY,_,20284,4866,154,47,26,18366,6017,883
0,_197,_CLAY CITY #5,_00B101,261,79,4,2,1,231,97,17
0,_197,_CLAY CITY #9,_00B102,545,138,16,2,2,501,169,34
0,_197,_FURNACE MTN #10,_00E102,429,125,7,4,3,401,138,25
0,_197,_HARDWICKS CREEK #6,_00A102,494,163,6,0,2,442,191,30
0,_197,_ROSSLYN #3,_00D101,420,172,6,1,0,373,203,21
0,_197,_SLADE #11,_00D103,98,53,2,0,0,92,55,6
0,_197,_SOUTH FORK #4,_00D102,173,80,0,0,1,146,95,13
0,_197,_STANTON #2,_00C101,349,119,3,1,1,315,135,24
0,_197,_STANTON #7,_00C102,383,147,9,3,1,348,170,25
0,_197,_STANTON #8,_00E101,492,175,11,3,3,455,197,30
0,_197,_VIRDEN #1,_00A101,397,116,3,0,0,338,141,35
0,_199,_PULASKI COUNTY,_,25442,5666,323,78,31,23900,6120,1496
0,_201,_ROBERTSON COUNTY,_,884,253,6,2,1,796,288,55
0,_203,_BROWN,_00C101,752,94,0,0,3,710,111,30
0,_203,_BULLOCK,_00C103,185,11,3,1,0,177,17,6
0,_203,_CLIMAX,_00D103,106,46,2,0,0,96,53,5
0,_203,_CONWAY,_00D101,750,149,11,0,0,698,165,43
0,_203,_EAST LIVINGSTON,_00E103,243,44,3,0,0,224,49,13
0,_203,_EAST MT VERNON,_00E101,426,77,6,1,0,396,84,29
0,_203,_NORTH BRODHEAD,_00A101,940,162,10,5,0,874,177,57
0,_203,_NORTH MT VERNON,_00A102,442,71,1,2,0,421,74,19
0,_203,_ORLANDO,_00E102,378,39,2,1,0,349,47,20
0,_203,_ROUNDSTONE,_00D102,388,84,3,0,0,376,83,15
0,_203,_SOUTH MT VERNON,_00B101,441,69,4,3,0,422,71,23
0,_203,_WEST BRODHEAD,_00C102,629,99,5,0,0,603,100,31
0,_203,_WEST LIVINGSTON,_00E105,156,40,1,0,0,138,41,16
0,_203,_WEST MT VERNON,_00B102,658,125,3,0,0,631,129,23
0,_203,_WILDIE,_00E104,83,24,2,0,0,79,24,6
0,_205,_MOREHEAD 1,_MOREH1,621,942,24,7,2,570,977,54
0,_205,_MOREHEAD 2,_MOREH2,109,144,5,0,0,93,155,11
0,_205,_ROWAN ED 1,_ROWED1,785,440,15,2,1,694,474,73
0,_205,_ROWAN ED 2,_ROWED2,2217,1232,48,7,7,2049,1319,142
0,_205,_ROWAN ED 3,_ROWED3,1442,637,32,8,3,1278,722,104
0,_205,_ROWAN ED 4,_ROWED4,820,485,13,7,3,719,528,80
0,_207,_RUSSELL COUNTY,_,7519,1331,84,11,9,6919,1552,461
0,_209,_SCOTT COUNTY,_,17767,10567,480,90,52,16408,11251,1314
0,_211,_SHELBY ED1 SIMPSONVILLE,_ED1SIM,1015,558,21,5,3,940,580,92
0,_211,_SHELBY ED1/ED4,_ED0OUT,5453,2281,98,20,6,5225,2328,321
0,_211,_SHELBY ED1/ED4 SHELBYVILLE,_ED0SHE,441,254,8,2,5,401,275,37
0,_211,_SHELBY ED2,_ED2OUT,1577,1120,35,4,6,1434,1156,156
0,_211,_SHELBY ED2 SHELBYVILLE,_ED2SHE,1201,968,35,9,3,1104,983,133
0,_211,_SHELBY ED3,_ED3OUT,3322,1129,52,9,12,3099,1195,226
0,_211,_SHELBY ED3 SHELBYVILLE,_ED3SHE,337,196,3,1,0,323,198,19
0,_211,_SHELBY ED4 PLEASUREVILLE,_ED4PLE,11,7,0,0,0,11,6,1
0,_211,_SHELBY ED5,_ED5OUT,87,110,4,1,0,74,118,10
0,_211,_SHELBY ED5 SHELBYVILLE,_ED5SHE,1611,1454,46,22,3,1502,1493,154
0,_213,_SIMPSON COUNTY,_,5888,2681,128,17,18,5302,2976,421
0,_215,_SPENCER CD 2,_CD02,2469,636,32,2,4,2229,727,170
0,_215,_SPENCER CD 4,_CD04,6268,1894,92,19,13,5797,2100,384
0,_217,_TAYLOR COUNTY,_,9376,2963,119,35,19,8637,3279,582
0,_219,_ALLEGRE,_00A101,308,31,3,2,1,266,46,22
0,_219,_ALLENSVILLE,_00D101,94,68,2,0,0,83,79,9
0,_219,_CLIFTY,_00B102,358,27,7,1,1,321,40,27
0,_219,_ELKTON #1,_00A102,350,41,4,1,1,310,56,16
0,_219,_ELKTON #3,_00C101,436,238,7,3,4,386,282,34
0,_219,_ELKTON #4,_00D102,689,256,9,2,1,612,303,36
0,_219,_FAIRVIEW,_00A103,289,22,3,1,0,249,37,17
0,_219,_GUTHRIE,_00E10X,521,337,11,6,1,444,384,66
0,_219,_KIRKMANSVILLE,_00B104,91,10,1,0,0,77,15,12
0,_219,_SHARON GROVE/ELKTON #2,_00B10X,529,57,5,1,1,464,79,38
0,_219,_TRENTON,_00C102,397,118,8,2,2,355,143,31
0,_221,_TRIGG COUNTY,_,5487,1791,75,8,14,5000,2034,334
0,_223,_TRIMBLE ED1,_ED1OUT,669,176,12,1,2,604,208,44
0,_223,_TRIMBLE ED1 MILTON,_ED1MIL,172,59,5,1,0,157,68,13
0,_223,_TRIMBLE ED2 MILTON,_ED2MIL,53,14,0,0,0,49,15,3
0,_223,_TRIMBLE ED2/ED3,_ED0OUT,918,309,14,3,4,817,370,58
0,_223,_TRIMBLE ED3 BEDFORD,_ED3BED,76,30,3,0,2,68,35,8
0,_223,_TRIMBLE ED4,_ED4OUT,627,170,12,3,1,554,201,54
0,_223,_TRIMBLE ED4 BEDFORD,_ED4BED,11,10,0,0,0,8,12,1
0,_223,_TRIMBLE ED5,_ED5OUT,629,218,10,2,1,577,241,37
0,_223,_TRIMBLE ED5 BEDFORD,_ED5BED,72,26,4,0,0,55,33,12
0,_225,_UNION COUNTY,_,4965,1529,67,9,6,4351,1803,399
0,_227,_WARREN COUNTY,_,31791,22479,823,184,77,29719,23347,2367
0,_229,_WASHINGTON CD 1,_CD01,205,50,5,0,1,189,54,14
0,_229,_WASHINGTON CD 2,_CD02,4277,1594,67,11,13,3918,1715,303
0,_231,_WAYNE COUNTY,_,7430,1700,69,29,12,6689,1978,483
0,_233,_WEBSTER COUNTY,_,4506,1412,54,16,3,4029,1600,347
0,_235,_WHITLEY COUNTY,_,12567,2552,177,34,17,11634,2887,777
0,_237,_WOLFE COUNTY,_,2097,839,21,9,13,1912,945,124
0,_239,_WOODFORD COUNTY,_,8362,6530,237,50,32,8119,6612,518
