IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_ND_20201103_GEN_PRE_REP_TRUMP,USA_ND_20201103_GEN_PRE_DEM_BIDEN,USA_ND_20201103_GEN_PRE_LIB_JORGENSEN,USA_ND_20201103_GEN_PRE_OTH_WRITEIN,USA_ND_20201103_GEN_HAL_REP_ARMSTRONG,USA_ND_20201103_GEN_HAL_DEM_RAKNERUD,USA_ND_20201103_GEN_HAL_LIB_PETERSON,USA_ND_20201103_GEN_HAL_OTH_WRITEIN,USA_ND_20201103_GEN_GOV_REP_BURGUM,USA_ND_20201103_GEN_GOV_DEM_LENZ,USA_ND_20201103_GEN_GOV_LIB_HENDRICKSON,USA_ND_20201103_GEN_GOV_OTH_WRITEIN,USA_ND_20201103_GEN_AUD_REP_GALLION,USA_ND_20201103_GEN_AUD_DEM_HART,USA_ND_20201103_GEN_AUD_OTH_WRITEIN,USA_ND_20201103_GEN_TRE_REP_BEADLE,USA_ND_20201103_GEN_TRE_DEM_HAUGEN,USA_ND_20201103_GEN_TRE_OTH_WRITEIN,USA_ND_20201103_GEN_INS_REP_GODFREAD,USA_ND_20201103_GEN_INS_OTH_WRITEIN,USA_ND_20201103_GEN_PSC_REP_KROSHUS,USA_ND_20201103_GEN_PSC_DEM_BUCKMANN,USA_ND_20201103_GEN_PSC_OTH_WRITEIN
0,_059,_Precinct 08,_Precinct 08,411,175,19,0,409,160,23,0,356,159,35,45,394,184,1,377,200,2,489,14,375,193,0
0,_059,_Precinct 17,_Precinct 17,1349,388,58,3,1348,351,68,1,1098,353,98,229,1297,419,6,1250,472,6,1529,35,1285,419,6
0,_059,_Precinct 18,_Precinct 18,461,126,13,1,461,111,16,2,383,113,31,64,435,135,2,405,168,2,504,7,436,137,2
0,_059,_Precinct 20,_Precinct 20,216,35,7,0,210,32,9,1,179,24,22,26,192,48,1,188,53,1,228,2,197,40,1
0,_059,_Precinct 23,_Precinct 23,231,33,1,0,225,27,7,0,181,24,12,43,213,39,0,201,49,3,222,1,211,38,0
0,_059,_Precinct 24,_Precinct 24,719,128,13,2,716,113,20,0,562,128,42,116,677,148,3,636,177,10,762,11,686,141,0
0,_059,_Precinct 32,_Precinct 32,1417,286,30,8,1395,256,60,2,1131,266,92,223,1333,340,1,1304,366,4,1528,17,1338,325,2
0,_059,_Precinct 33,_Precinct 33,723,132,18,5,723,119,21,2,499,118,43,202,687,153,3,634,196,6,760,9,698,145,1
0,_059,_Precinct 34,_Precinct 34,140,11,6,0,132,11,10,0,89,16,13,34,132,22,0,129,22,1,141,0,133,20,0
0,_059,_Precinct 36,_Precinct 36,478,47,9,1,477,39,9,0,361,50,32,75,453,53,1,431,64,11,475,1,439,59,0
0,_059,_Precinct 38,_Precinct 38,366,54,8,1,364,50,10,0,269,45,20,82,360,56,2,348,66,4,391,2,342,57,1
0,_061,_Precinct 01,_Precinct 01,818,130,23,1,821,110,26,1,775,94,45,48,819,132,1,802,152,2,911,5,795,150,2
0,_061,_Precinct 02,_Precinct 02,200,545,16,1,216,499,33,1,246,483,19,6,198,546,1,191,557,3,527,36,188,543,1
0,_061,_Precinct 03,_Precinct 03,251,241,3,4,250,224,13,0,267,205,18,5,238,246,0,224,260,0,374,25,235,242,0
0,_061,_Precinct 04,_Precinct 04,195,26,5,1,184,31,5,1,169,24,18,12,174,43,0,172,45,0,210,0,182,31,0
0,_061,_Precinct 05,_Precinct 05,288,26,2,0,285,25,4,0,243,28,14,27,269,34,0,258,48,0,294,2,264,32,1
0,_061,_Precinct 06,_Precinct 06,148,17,2,0,143,14,6,0,97,15,14,39,143,17,0,133,28,0,148,1,140,22,0
0,_061,_Precinct 07,_Precinct 07,360,40,10,2,359,36,13,0,336,28,19,21,345,52,0,338,60,0,382,0,350,48,0
0,_061,_Precinct 08,_Precinct 08,356,177,11,1,355,169,13,0,353,151,19,21,340,191,0,341,189,0,455,8,333,183,0
0,_061,_Precinct 09,_Precinct 09,208,54,3,0,206,46,9,0,205,44,4,11,192,66,0,199,59,0,230,2,188,58,0
0,_063,_Precinct 1 Nelson County,_Precinct 1 Nelson County,1141,586,43,7,1195,495,52,1,1192,504,40,41,1104,594,0,1089,610,9,1456,24,1091,596,0
0,_065,_Precinct 01-SouthEast Oliver,_Precinct 01-SouthEast Oliver,210,27,0,0,212,23,3,0,162,30,6,35,189,35,0,169,49,6,202,0,192,37,0
0,_065,_Precinct 02-Center/West Side,_Precinct 02-Center/West Side,104,17,5,0,99,18,6,0,89,16,8,10,94,25,0,87,31,1,105,1,88,30,0
0,_065,_Precinct 03-Hensler,_Precinct 03-Hensler,91,17,3,0,91,16,0,0,76,16,4,12,90,17,0,81,25,0,97,0,86,23,0
0,_065,_Precinct 04-Fort Clark,_Precinct 04-Fort Clark,67,7,2,0,67,4,4,0,50,8,3,13,60,12,0,58,15,0,69,0,63,10,0
0,_065,_Precinct 05-Far West Oliver,_Precinct 05-Far West Oliver,131,13,2,0,129,11,5,0,102,12,9,22,131,12,0,117,23,1,133,0,120,19,0
0,_065,_Precinct 06-Hannover,_Precinct 06-Hannover,170,21,3,1,167,22,4,0,132,17,8,35,167,21,0,149,37,0,177,0,161,24,0
0,_065,_Precinct 07-Center/ East Side,_Precinct 07-Center/ East Side,145,27,3,0,141,27,6,0,130,24,6,11,141,30,0,135,36,0,158,0,138,33,0
0,_067,_Precinct 10-01,_Precinct 10-01,448,124,13,7,454,113,15,0,427,109,16,31,417,157,0,436,138,0,506,5,426,124,0
0,_067,_Precinct 10-02,_Precinct 10-02,503,128,9,4,497,122,14,0,492,113,10,25,463,150,1,463,152,0,547,6,463,136,0
0,_067,_Precinct 10-03,_Precinct 10-03,552,182,21,0,577,153,16,0,561,129,22,41,538,197,0,529,190,6,653,15,524,185,1
0,_067,_Precinct 10-04,_Precinct 10-04,537,173,11,4,561,136,19,0,550,119,28,20,519,173,0,521,175,0,624,7,515,159,0
0,_067,_Precinct 10-05,_Precinct 10-05,169,73,4,0,176,59,9,1,166,63,5,9,163,80,1,169,74,1,218,3,160,74,1
0,_067,_Precinct 10-06,_Precinct 10-06,251,106,8,4,253,102,7,0,255,92,10,7,239,119,0,241,117,0,303,6,237,112,0
0,_069,_Precinct 01,_Precinct 01,118,24,3,0,115,22,4,0,92,30,7,13,112,27,0,109,29,0,126,2,110,27,0
0,_069,_Precinct 02,_Precinct 02,121,39,1,1,120,38,0,0,94,37,4,24,112,45,0,111,43,2,134,1,115,41,1
0,_069,_Precinct 03,_Precinct 03,268,51,7,0,269,46,6,0,245,37,9,29,258,53,0,240,68,1,281,3,243,64,0
0,_069,_Precinct 04 - 1ST WARD 1ST,_Precinct 04 - 1ST WARD 1ST,141,55,7,3,144,50,9,0,136,44,7,16,133,67,0,138,63,0,180,0,135,64,0
0,_069,_Precinct 05 - 1ST WARD 2ND,_Precinct 05 - 1ST WARD 2ND,56,26,1,1,59,20,3,1,58,19,2,3,52,26,0,54,24,2,70,0,53,24,0
0,_069,_Precinct 06 - 2ND WARD,_Precinct 06 - 2ND WARD,308,108,3,1,321,88,7,2,317,72,12,20,299,103,1,295,110,2,365,6,301,99,2
0,_069,_Precinct 07 - 3RD WARD,_Precinct 07 - 3RD WARD,219,73,6,0,225,59,6,0,217,45,11,21,203,75,1,198,84,3,245,1,202,71,0
0,_069,_Precinct 08 - 4TH WARD,_Precinct 08 - 4TH WARD,354,121,10,2,380,88,11,0,363,89,9,26,345,122,0,322,138,3,415,6,332,124,0
0,_071,_Precinct 01,_Precinct 01,1805,1010,82,18,1907,851,116,2,1956,769,107,75,1758,1051,2,1745,1075,9,2416,46,1734,1053,7
0,_071,_Precinct 02,_Precinct 02,534,210,9,5,588,150,17,1,576,138,19,24,548,188,0,528,208,1,665,4,527,203,1
0,_071,_Precinct 03,_Precinct 03,902,286,32,5,941,249,33,0,886,236,47,58,893,306,0,843,340,12,1069,8,870,322,1
0,_071,_Precinct 04,_Precinct 04,336,133,5,0,350,112,5,1,343,96,8,26,330,128,1,317,135,3,388,8,314,134,1
0,_073,_Precinct 1,_Precinct 1,190,167,10,1,201,150,15,0,226,126,7,9,196,162,0,193,171,0,302,4,195,155,0
0,_073,_Precinct 2,_Precinct 2,374,226,24,0,398,187,28,2,412,160,27,22,374,229,1,366,231,4,510,9,384,207,1
0,_073,_Precinct 3,_Precinct 3,493,405,34,2,529,347,42,1,569,298,51,11,513,388,1,488,411,3,738,22,486,384,2
0,_073,_Precinct 4,_Precinct 4,361,147,18,2,364,134,17,0,396,109,12,10,317,175,0,327,171,0,450,12,325,163,1
0,_075,_GLENBURN,_GLENBURN,261,49,8,0,259,43,13,0,254,35,15,8,248,48,1,242,55,0,277,3,253,46,1
0,_075,_MOHALL,_MOHALL,424,101,11,1,431,80,18,1,431,71,16,17,418,101,0,410,108,2,481,4,403,106,0
0,_075,_SHERWOOD,_SHERWOOD,202,29,10,1,207,30,7,0,205,27,7,8,199,41,0,193,44,0,219,0,196,37,0
0,_075,_TOLLEY,_TOLLEY,123,24,3,0,122,24,3,0,115,25,5,3,116,29,0,114,32,0,132,2,114,29,0
0,_075,_WHITE ASH,_WHITE ASH,55,17,0,0,54,17,2,0,59,10,0,3,52,20,0,48,23,0,67,1,50,19,0
0,_077,_ABERCROMBIE,_ABERCROMBIE,233,70,13,2,238,66,11,0,244,63,7,5,230,73,0,226,81,0,278,4,230,74,0
0,_077,_BARRIE-HELENDALE,_BARRIE-HELENDALE,155,34,9,5,163,30,7,0,156,28,11,5,157,37,0,154,43,0,178,0,153,39,1
0,_077,_CHRISTINE,_CHRISTINE,144,70,4,0,153,51,11,0,143,51,13,5,138,70,0,146,63,1,182,3,143,65,0
0,_077,_COLFAX,_COLFAX,268,126,7,4,276,113,8,0,262,111,18,11,264,124,0,251,136,1,325,4,245,126,0
0,_077,_FAIRMOUNT,_FAIRMOUNT,196,87,9,1,206,73,9,0,212,72,7,2,188,87,0,185,93,0,243,8,188,88,0
0,_077,_HANKINSON 25,_HANKINSON 25,381,179,14,2,391,151,19,0,392,142,19,12,367,174,0,358,184,1,462,10,366,171,1
0,_077,_HANKINSON 26,_HANKINSON 26,191,68,2,0,198,55,3,0,198,53,8,5,171,73,1,173,72,0,213,4,170,63,0
0,_077,_LIDGERWOOD,_LIDGERWOOD,361,145,23,2,357,135,25,0,359,127,24,12,325,166,0,319,177,2,420,6,332,145,2
0,_077,_MOORETON,_MOORETON,139,83,3,0,143,75,5,1,156,69,2,0,133,89,0,135,87,0,190,5,129,94,0
0,_077,_WAHPETON CITY HALL,_WAHPETON CITY HALL,497,227,22,1,510,193,29,1,545,181,14,4,492,219,1,488,225,1,628,14,492,216,2
0,_077,_WAHPETON COMM CENTER,_WAHPETON COMM CENTER,528,304,21,3,550,258,38,1,574,248,30,3,519,313,1,520,316,1,732,13,512,319,1
0,_077,_WAHPETON FAITH CHURCH,_WAHPETON FAITH CHURCH,663,378,19,7,706,311,31,1,788,252,21,4,691,333,1,664,365,1,907,9,677,350,1
0,_077,_WAHPETON RICHLAND LEC,_WAHPETON RICHLAND LEC,687,378,25,5,741,295,35,0,768,269,35,11,694,351,1,706,345,2,915,20,709,334,1
0,_077,_WALCOTT,_WALCOTT,216,114,7,1,229,93,15,0,232,90,15,1,228,104,0,221,108,0,289,5,221,108,1
0,_077,_WYNDMERE,_WYNDMERE,413,247,13,6,415,225,26,0,429,207,12,22,395,251,0,383,268,2,516,17,380,245,1
0,_079,_Dunseith #4,_Dunseith #4,220,546,14,2,237,497,14,0,277,465,19,6,205,541,0,209,538,1,462,23,213,525,0
0,_079,_Rolette #5,_Rolette #5,319,198,9,0,341,170,14,0,354,147,9,16,308,193,1,292,218,1,410,12,303,200,1
0,_079,_Rolla #1,_Rolla #1,377,257,12,0,384,236,19,0,385,226,18,11,348,269,1,338,282,1,511,15,342,271,0
0,_079,_St John #2,_St John #2,179,259,10,0,190,237,11,1,224,212,7,4,174,254,1,176,257,1,315,18,179,246,2
0,_079,_Turtle Mtn Reservation #3,_Turtle Mtn Reservation #3,162,1222,15,3,192,1152,42,1,256,1101,27,2,165,1208,1,172,1203,3,769,55,156,1200,5
0,_081,_Cogswell #3,_Cogswell #3,174,79,4,1,181,67,4,1,183,60,8,6,172,76,0,174,75,2,219,1,173,75,0
0,_081,_Forman-Havana #4,_Forman-Havana #4,333,209,12,2,331,195,12,0,371,170,10,1,311,222,1,309,225,1,427,7,310,217,0
0,_081,_Gwinner #2,_Gwinner #2,307,160,15,1,323,136,16,0,346,111,16,8,309,158,0,290,176,2,414,6,304,163,0
0,_081,_Milnor #1,_Milnor #1,296,194,22,0,316,177,18,0,340,155,12,7,293,206,0,289,211,2,428,6,290,199,0
0,_081,_Rutland-Cayuga #5,_Rutland-Cayuga #5,156,96,9,0,144,99,8,0,174,75,7,0,143,104,0,140,110,0,198,6,140,106,0
0,_083,_Precinct 01,_Precinct 01,688,104,16,4,684,103,17,0,516,101,43,135,663,125,0,618,162,7,721,5,648,135,1
0,_085,_Cannonball,_Cannonball,16,130,1,0,26,115,6,0,31,110,2,4,23,123,1,23,123,1,63,6,25,120,1
0,_085,_FY East,_FY East,16,253,6,1,28,231,15,0,37,224,14,0,15,252,2,22,251,1,127,21,21,246,0
0,_085,_FY West,_FY West,21,205,1,3,31,183,12,0,44,174,9,2,23,201,2,29,196,0,108,16,29,195,0
0,_085,_Porcupine,_Porcupine,23,88,0,0,28,76,4,0,32,74,3,1,22,87,0,23,85,0,52,12,20,88,0
0,_085,_Selfridge,_Selfridge,120,47,1,0,117,45,2,0,105,41,9,10,110,54,0,103,56,2,129,3,107,55,0
0,_085,_Solen,_Solen,44,27,3,0,46,24,3,0,37,26,4,4,40,25,2,38,26,2,48,3,36,27,2
0,_087,_Amidon Courthouse,_Amidon Courthouse,152,19,1,0,151,17,3,0,120,19,9,21,146,21,0,136,29,0,149,2,141,24,0
0,_087,_Marmarth Community Center,_Marmarth Community Center,105,13,0,1,102,8,2,0,92,10,4,11,101,13,0,97,17,1,104,2,102,12,0
0,_087,_Pierce Church,_Pierce Church,123,12,1,0,124,12,2,0,117,11,3,8,124,15,0,118,20,0,125,1,123,15,0
0,_089,_Belfield,_Belfield,584,58,17,1,579,49,22,0,438,44,34,132,575,59,1,540,75,14,599,2,556,61,1
0,_089,_Dickinson 36th,_Dickinson 36th,2059,425,82,6,2092,340,97,1,1804,350,153,226,2031,435,4,1948,490,30,2253,28,1950,464,2
0,_089,_Dickinson 37th,_Dickinson 37th,6305,1563,203,30,6518,1214,242,8,5582,1231,411,746,6214,1509,13,5925,1729,84,6954,88,6105,1567,15
0,_089,_Gladstone,_Gladstone,267,59,8,0,268,52,8,1,230,46,14,37,262,61,0,251,69,2,275,2,250,62,0
0,_089,_Range 95/96,_Range 95/96,1430,178,36,5,1455,142,44,2,1237,131,62,194,1400,181,2,1311,251,27,1462,11,1347,191,1
0,_089,_Richardton,_Richardton,488,84,22,2,500,71,16,0,421,67,27,77,482,91,1,450,116,10,512,8,468,86,0
0,_089,_South Heart,_South Heart,739,97,22,1,752,82,18,0,583,76,45,143,725,98,1,670,130,23,754,10,694,111,2
0,_089,_Taylor,_Taylor,238,35,6,0,244,31,3,1,204,32,8,35,229,35,0,212,47,4,242,2,225,36,0
0,_091,_Precinct 1,_Precinct 1,129,64,12,0,145,54,3,0,139,58,5,4,136,66,0,140,61,0,167,3,135,65,0
0,_091,_Precinct 2,_Precinct 2,146,84,13,0,156,77,6,0,152,82,5,2,148,82,0,140,91,0,193,2,138,91,0
0,_091,_Precinct 3,_Precinct 3,122,91,3,1,130,78,4,0,143,66,5,3,114,96,0,113,99,1,176,6,121,91,0
0,_091,_Precinct 4,_Precinct 4,126,79,8,3,137,71,8,0,147,64,5,2,125,90,0,121,95,0,179,6,129,85,0
0,_091,_Precinct 5,_Precinct 5,129,74,2,2,136,64,4,0,133,63,4,6,123,72,0,123,74,0,159,1,117,73,0
0,_093,_Precinct J1,_Precinct J1,693,375,25,5,721,305,42,0,748,263,34,35,675,347,2,662,365,4,851,11,641,339,2
0,_093,_Precinct J2,_Precinct J2,1109,546,47,9,1144,449,54,1,1188,406,56,31,1045,528,2,1046,543,5,1289,16,1003,505,4
0,_093,_Precinct J3,_Precinct J3,782,360,30,7,789,293,41,1,808,258,50,35,699,360,2,697,369,0,856,13,658,369,1
0,_093,_Precinct J4,_Precinct J4,749,242,23,5,738,214,31,1,745,192,37,29,692,256,4,705,265,1,818,9,690,264,1
0,_093,_Precinct J5,_Precinct J5,748,361,46,2,746,303,51,2,748,269,74,40,710,348,1,710,346,3,837,19,664,357,0
0,_093,_Precinct J6,_Precinct J6,594,222,16,5,579,194,28,0,582,181,38,25,534,236,1,533,235,2,633,9,496,234,0
0,_093,_Precinct P1,_Precinct P1,242,41,4,1,235,40,9,0,225,34,9,18,223,48,0,225,43,0,249,0,233,39,0
0,_093,_Precinct P2,_Precinct P2,152,37,6,2,150,29,6,0,144,28,13,7,140,42,0,139,45,0,168,1,142,41,0
0,_093,_Precinct P3,_Precinct P3,316,113,10,1,313,97,14,1,326,75,13,22,295,108,0,288,114,3,342,3,304,104,0
0,_093,_Precinct P4,_Precinct P4,604,147,19,1,586,124,32,0,584,112,29,32,554,149,0,545,157,6,590,2,562,140,0
0,_093,_Precinct P5,_Precinct P5,436,68,5,1,432,59,12,0,397,50,23,31,421,75,1,423,72,3,451,1,429,67,0
0,_093,_Precinct P6,_Precinct P6,569,164,18,1,572,145,16,0,576,124,19,22,528,178,1,525,180,2,616,7,518,184,0
0,_095,_Cando,_Cando,564,176,18,0,577,153,15,0,575,131,22,28,547,186,0,516,223,2,650,1,523,200,0
0,_095,_Egeland,_Egeland,144,50,3,1,156,41,1,0,145,37,4,9,139,51,0,130,64,2,168,1,138,55,0
0,_095,_Rocklake,_Rocklake,122,91,4,1,133,77,2,0,141,66,4,5,116,90,0,106,104,0,164,1,110,92,0
0,_097,_Precinct 1,_Precinct 1,150,59,2,0,150,53,2,0,152,53,4,2,144,57,0,133,67,0,178,2,140,59,0
0,_097,_Precinct 10,_Precinct 10,257,144,14,1,268,135,12,0,263,131,13,10,261,149,0,260,151,0,347,6,260,146,1
0,_097,_Precinct 11,_Precinct 11,476,306,26,2,508,267,32,1,529,244,25,12,491,307,0,493,302,1,691,23,501,289,1
0,_097,_Precinct 12,_Precinct 12,218,186,14,3,243,156,17,1,248,155,11,5,232,179,0,225,184,0,339,10,215,191,1
0,_097,_Precinct 2,_Precinct 2,273,164,7,1,296,136,11,0,312,123,7,4,282,151,0,259,174,2,380,4,272,153,0
0,_097,_Precinct 3,_Precinct 3,143,68,6,0,158,54,2,0,147,59,5,3,142,66,2,133,74,1,190,6,145,66,1
0,_097,_Precinct 4,_Precinct 4,118,76,5,1,140,58,1,0,143,51,2,5,131,64,0,125,71,1,160,4,132,62,0
0,_097,_Precinct 5,_Precinct 5,89,45,4,0,96,34,7,0,101,28,6,4,94,42,0,90,47,0,126,2,94,41,0
0,_097,_Precinct 6,_Precinct 6,60,34,3,0,62,32,2,1,67,26,0,2,57,34,0,58,34,0,78,3,59,35,0
0,_097,_Precinct 7,_Precinct 7,343,166,11,2,367,135,11,1,363,133,10,7,348,158,0,331,171,0,446,10,348,158,0
