IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_ND_20201103_GEN_PRE_REP_TRUMP,USA_ND_20201103_GEN_PRE_DEM_BIDEN,USA_ND_20201103_GEN_PRE_LIB_JORGENSEN,USA_ND_20201103_GEN_PRE_OTH_WRITEIN,USA_ND_20201103_GEN_HAL_REP_ARMSTRONG,USA_ND_20201103_GEN_HAL_DEM_RAKNERUD,USA_ND_20201103_GEN_HAL_LIB_PETERSON,USA_ND_20201103_GEN_HAL_OTH_WRITEIN,USA_ND_20201103_GEN_GOV_REP_BURGUM,USA_ND_20201103_GEN_GOV_DEM_LENZ,USA_ND_20201103_GEN_GOV_LIB_HENDRICKSON,USA_ND_20201103_GEN_GOV_OTH_WRITEIN,USA_ND_20201103_GEN_AUD_REP_GALLION,USA_ND_20201103_GEN_AUD_DEM_HART,USA_ND_20201103_GEN_AUD_OTH_WRITEIN,USA_ND_20201103_GEN_TRE_REP_BEADLE,USA_ND_20201103_GEN_TRE_DEM_HAUGEN,USA_ND_20201103_GEN_TRE_OTH_WRITEIN,USA_ND_20201103_GEN_INS_REP_GODFREAD,USA_ND_20201103_GEN_INS_OTH_WRITEIN,USA_ND_20201103_GEN_PSC_REP_KROSHUS,USA_ND_20201103_GEN_PSC_DEM_BUCKMANN,USA_ND_20201103_GEN_PSC_OTH_WRITEIN
0,_015,_Wing Fire Hall 0803,_Wing Fire Hall 0803,202,24,4,0,191,21,12,0,140,24,18,45,185,34,0,169,40,4,193,2,183,33,0
0,_017,_1101 Olivet Lutheran Church,_1101 Olivet Lutheran Church,1382,1951,96,20,1570,1687,133,3,1789,1525,87,29,1500,1817,6,1520,1807,12,2462,144,1512,1803,4
0,_017,_1102 Ramada Inn,_1102 Ramada Inn,1498,1936,92,27,1600,1708,168,8,1781,1564,124,43,1560,1849,8,1572,1851,10,2603,134,1556,1843,6
0,_017,_1301 Westside Elem School,_1301 Westside Elem School,1442,1074,89,12,1574,887,116,2,1674,803,96,29,1548,978,3,1488,1040,9,2206,70,1527,986,2
0,_017,_1302 West Fargo City Hall,_1302 West Fargo City Hall,881,868,53,14,943,769,67,2,1035,677,63,19,920,830,2,929,816,6,1458,54,918,820,4
0,_017,_1303 Doubletree Inn,_1303 Doubletree Inn,1932,1483,91,19,2153,1214,116,4,2293,1089,108,27,2081,1307,6,2060,1333,22,2894,81,2096,1278,3
0,_017,_1601 Meadowridge Bible Chapel,_1601 Meadowridge Bible Chapel,999,1148,66,10,1047,1012,116,6,1157,922,93,17,1043,1081,4,1036,1103,6,1693,89,1018,1069,4
0,_017,_1602 Lutheran Church of the Cross,_1602 Lutheran Church of the Cross,1077,1192,68,17,1171,1020,117,4,1234,982,89,31,1107,1160,3,1112,1150,10,1807,83,1119,1109,5
0,_017,_1603 Scheels Arena,_1603 Scheels Arena,2296,2165,154,34,2531,1806,226,3,2663,1703,181,49,2458,1966,3,2473,1966,7,3686,135,2424,1957,4
0,_017,_1604 Journey In Faith Church,_1604 Journey In Faith Church,834,607,44,13,952,473,44,1,1037,418,30,9,917,506,0,912,532,1,1229,33,921,486,0
0,_017,_2001 Northern Cass PSD,_2001 Northern Cass PSD,284,147,15,2,306,119,18,0,332,89,13,12,288,144,0,289,143,2,388,9,284,138,0
0,_017,_2101 Robert D Johnson Rec Ctr,_2101 Robert D Johnson Rec Ctr,1106,2025,79,26,1223,1803,162,5,1433,1654,113,22,1200,1921,6,1239,1877,8,2090,172,1217,1887,4
0,_017,_2102 Fargo Public Library,_2102 Fargo Public Library,976,1376,108,35,1029,1258,151,1,1150,1166,116,21,1053,1316,6,1048,1326,6,1752,130,1002,1350,2
0,_017,_2201 Page Senior Ctr,_2201 Page Senior Ctr,150,59,3,1,150,54,8,0,160,46,3,3,150,56,0,149,61,0,185,3,152,52,0
0,_017,_2202 Arthur Community Hall,_2202 Arthur Community Hall,331,143,18,5,349,127,14,1,391,90,5,9,329,151,2,325,156,2,435,8,336,135,1
0,_017,_2203 Buffalo Community Center,_2203 Buffalo Community Center,195,83,6,0,205,69,4,0,211,59,10,5,189,81,0,182,90,0,236,3,182,80,1
0,_017,_2204 Casselton City Auditorium,_2204 Casselton City Auditorium,1047,536,53,10,1123,415,76,3,1207,359,42,29,1052,522,2,1059,521,4,1406,31,1018,523,5
0,_017,_2205 Mapleton Community Ctr,_2205 Mapleton Community Ctr,621,314,27,2,630,279,41,0,654,239,47,22,608,316,1,607,314,4,812,15,614,307,1
0,_017,_2206 Triumph West Church,_2206 Triumph West Church,2219,1534,107,13,2448,1200,150,3,2555,1106,118,67,2367,1311,10,2303,1386,11,3172,102,2360,1292,4
0,_017,_2207 Davenport Community Ctr,_2207 Davenport Community Ctr,378,163,15,3,390,150,10,0,396,138,13,11,374,168,0,368,177,0,478,13,379,160,0
0,_017,_2208 Horace Senior Center,_2208 Horace Senior Center,1884,1265,101,19,2045,1051,104,3,2206,896,111,37,1993,1115,0,1923,1194,4,2709,66,1975,1092,0
0,_017,_2401 Tower City Community Ctr,_2401 Tower City Community Ctr,120,73,4,2,122,61,9,0,127,57,8,7,118,65,0,116,74,0,166,4,115,67,0
0,_017,_2402 Alice Quality Seed Office,_2402 Alice Quality Seed Office,240,101,11,3,247,84,20,1,245,72,16,19,237,103,1,236,103,4,301,4,234,104,1
0,_017,_2501 Hickson Community Center,_2501 Hickson Community Center,318,127,11,4,352,89,12,0,345,87,17,8,331,112,0,316,124,1,400,2,337,102,1
0,_017,_2502 Kindred City Hall,_2502 Kindred City Hall,441,196,15,2,455,160,26,2,455,141,30,21,440,190,0,439,189,3,549,12,447,181,2
0,_017,_2701 West Acres-Main Entrance,_2701 West Acres-Main Entrance,387,661,41,10,439,554,82,0,487,538,53,7,414,624,4,427,613,4,787,40,405,636,4
0,_017,_2702 Bethany on 42nd,_2702 Bethany on 42nd,2122,2114,126,43,2389,1750,172,3,2590,1604,128,42,2287,1907,3,2367,1851,7,3444,126,2297,1876,3
0,_017,_2703 Calvary United Methodist,_2703 Calvary United Methodist,3456,2836,188,30,3792,2326,245,4,4040,2133,200,75,3701,2505,9,3691,2560,23,5210,171,3710,2471,10
0,_017,_4101 Dr. James Carlson Library,_4101 Dr. James Carlson Library,2033,2125,128,45,2276,1787,201,3,2523,1593,132,51,2218,1948,4,2259,1937,4,3291,154,2248,1920,5
0,_017,_4102 Northview Church,_4102 Northview Church,1725,1622,90,36,1934,1346,118,2,2113,1233,73,34,1877,1451,11,1888,1432,12,2697,103,1872,1422,4
0,_017,_4401 Broadway Station,_4401 Broadway Station,1437,2272,121,42,1575,2030,208,3,1754,1899,161,34,1575,2157,12,1590,2159,8,2589,187,1529,2195,4
0,_017,_4402 Grace Covenant Chrch,_4402 Grace Covenant Chrch,1550,1653,100,23,1759,1380,129,2,1903,1282,108,29,1672,1494,5,1672,1523,9,2487,82,1708,1454,3
0,_017,_4501 FargoDome,_4501 FargoDome,1672,1752,98,35,1869,1492,139,3,2050,1364,87,33,1811,1608,9,1803,1616,9,2731,123,1821,1592,6
0,_017,_4502 Reiles Acres Community Cn,_4502 Reiles Acres Community Cn,819,416,32,2,869,344,39,0,877,322,45,16,853,380,0,823,411,1,1081,29,844,375,1
0,_017,_4503 Harwood Community Center,_4503 Harwood Community Center,746,364,34,8,801,294,41,0,863,250,23,13,764,341,1,752,360,2,998,16,775,326,0
0,_017,_4504 Argusville Fire Hall,_4504 Argusville Fire Hall,331,140,11,2,354,117,11,0,369,102,5,10,332,141,0,324,150,1,430,4,329,141,1
0,_017,_4601 The Bowler,_4601 The Bowler,942,1174,70,17,1073,995,88,2,1158,939,69,12,1036,1076,4,1030,1092,2,1623,77,1014,1060,6
0,_017,_4602 Atonement Lutheran,_4602 Atonement Lutheran,1655,1731,81,31,1914,1414,94,3,2069,1281,68,34,1787,1513,8,1777,1536,10,2646,92,1823,1433,4
0,_017,_4603 Riverview Place,_4603 Riverview Place,1267,1079,63,14,1401,904,76,0,1527,787,68,21,1328,991,0,1317,1006,3,1921,67,1342,957,1
0,_019,_Precinct 1,_Precinct 1,1499,474,40,7,1548,400,43,1,1551,343,55,62,1391,514,3,1379,517,3,1642,14,1357,478,4
0,_021,_Precinct 01,_Precinct 01,725,208,30,8,759,176,34,0,733,160,35,49,725,216,1,696,243,4,841,5,737,205,0
0,_021,_Precinct 02,_Precinct 02,123,39,2,0,128,32,3,0,126,30,3,2,107,41,0,108,42,2,128,0,111,37,0
0,_021,_Precinct 03,_Precinct 03,894,361,31,3,909,324,39,1,932,289,34,29,864,386,0,861,397,0,1107,22,838,382,1
0,_023,_Precinct 1,_Precinct 1,425,139,20,1,442,125,17,1,454,101,20,9,425,142,1,413,157,1,502,3,436,138,1
0,_023,_Precinct 2,_Precinct 2,205,71,7,2,204,68,11,0,208,58,4,13,195,84,0,195,82,0,239,1,203,76,0
0,_023,_Precinct 3,_Precinct 3,138,32,3,0,135,29,6,0,133,23,7,7,134,32,0,126,41,0,140,0,135,31,0
0,_023,_Precinct 4,_Precinct 4,136,23,0,0,132,20,2,0,123,18,9,9,124,30,0,122,33,0,144,0,128,24,0
0,_025,_Antelope - Twin Buttes,_Antelope - Twin Buttes,39,74,3,0,38,72,4,0,44,65,6,1,40,74,0,40,75,0,79,5,36,74,0
0,_025,_Collins/Halliday,_Collins/Halliday,179,26,3,0,173,24,8,0,163,25,8,9,177,26,0,166,35,2,184,3,169,28,0
0,_025,_Dodge/Loring,_Dodge/Loring,78,10,1,1,73,14,1,0,81,4,0,5,68,16,0,69,15,0,78,1,67,16,0
0,_025,_Dunn Center/Decorah,_Dunn Center/Decorah,295,33,1,0,296,29,4,0,256,28,3,39,284,37,0,273,48,0,307,1,277,40,0
0,_025,_Killdeer City 36,_Killdeer City 36,20,3,0,0,18,3,1,1,16,3,4,0,19,3,1,19,3,0,21,1,16,4,1
0,_025,_Killdeer City 39,_Killdeer City 39,449,51,16,3,453,47,20,0,402,42,20,50,441,57,2,438,59,7,471,3,437,62,1
0,_025,_Killdeer Unorganized,_Killdeer Unorganized,170,13,2,0,170,11,2,0,152,7,7,16,159,21,0,155,23,1,173,0,155,20,1
0,_025,_Kyseth,_Kyseth,82,7,0,1,85,4,0,1,72,5,4,9,81,6,0,71,14,3,86,0,77,8,0
0,_025,_Manning,_Manning,297,23,1,0,296,23,3,0,236,19,14,44,283,31,0,264,44,3,284,4,270,33,0
0,_025,_New Hradec,_New Hradec,215,32,5,1,220,24,8,0,182,21,21,23,204,36,0,196,50,1,227,1,201,37,0
0,_025,_North Fox,_North Fox,20,61,1,0,20,57,3,0,21,57,1,2,19,61,0,18,62,0,42,14,19,61,0
0,_025,_Oakdale,_Oakdale,107,9,6,0,106,11,6,0,86,4,11,22,110,12,0,101,14,4,116,2,109,11,0
0,_027,_Precinct 01,_Precinct 01,442,203,16,1,452,179,25,1,468,161,16,11,434,210,1,431,207,3,553,16,428,208,0
0,_027,_Precinct 02,_Precinct 02,412,180,6,1,422,157,10,0,379,146,21,51,407,169,0,382,198,2,497,15,400,173,1
0,_029,_Precinct 1,_Precinct 1,406,63,5,0,401,57,9,0,315,58,19,67,378,65,0,342,91,6,398,4,371,73,0
0,_029,_Precinct 2,_Precinct 2,375,44,3,0,377,33,7,0,273,42,24,72,356,55,0,339,62,6,380,3,355,50,0
0,_029,_Precinct 3,_Precinct 3,359,60,8,3,358,55,9,0,295,59,25,40,338,69,1,330,75,0,375,0,344,65,0
0,_029,_Precinct 4,_Precinct 4,282,29,6,1,286,23,2,1,239,34,11,29,258,41,0,248,47,4,280,0,264,33,0
0,_029,_Precinct 5,_Precinct 5,316,41,5,3,314,39,7,2,253,32,19,50,307,41,1,293,53,10,320,4,295,47,1
0,_031,_Precinct 01,_Precinct 01,88,22,1,0,88,18,3,0,82,19,2,7,82,22,0,82,23,0,97,2,83,21,0
0,_031,_Precinct 02,_Precinct 02,53,16,0,0,53,15,0,0,44,8,2,12,47,19,0,46,20,0,55,0,47,19,0
0,_031,_Precinct 03,_Precinct 03,77,22,1,6,79,22,3,0,70,18,2,12,76,28,0,72,30,0,92,1,73,28,0
0,_031,_Precinct 04,_Precinct 04,382,58,8,1,386,49,9,0,364,45,19,21,379,62,0,366,73,0,415,3,378,56,0
0,_031,_Precinct 05,_Precinct 05,380,138,13,2,395,113,18,0,376,112,22,18,356,155,0,361,154,0,460,9,357,148,0
0,_031,_Precinct 06,_Precinct 06,382,117,10,1,390,101,4,1,381,88,11,22,364,120,1,362,120,4,422,5,364,115,1
0,_033,_Precinct #1,_Precinct #1,871,137,16,2,871,114,21,1,792,105,46,71,823,139,0,790,182,6,890,7,829,146,0
0,_035,_Alerus 01,_Alerus 01,537,246,8,5,572,206,11,2,594,183,11,9,538,232,1,528,243,3,680,12,543,223,0
0,_035,_Alerus 05,_Alerus 05,1681,1258,96,19,1855,1033,87,2,1920,958,107,22,1733,1140,1,1739,1127,8,2402,64,1718,1125,4
0,_035,_Alerus 24,_Alerus 24,674,681,42,8,766,558,47,0,769,551,43,14,717,601,1,714,606,2,1033,41,710,602,1
0,_035,_Alerus 25,_Alerus 25,409,463,27,5,461,376,32,0,507,351,21,10,408,436,0,419,430,0,659,9,401,434,1
0,_035,_Alerus 26,_Alerus 26,940,861,38,12,1018,709,62,1,1066,679,59,21,964,769,2,966,765,3,1377,38,949,759,4
0,_035,_Alerus 27,_Alerus 27,882,816,48,8,956,681,55,1,1003,651,50,9,881,751,5,885,763,6,1263,60,866,762,3
0,_035,_Bible Baptist Church,_Bible Baptist Church,390,169,9,3,395,142,16,1,386,142,22,9,371,167,2,361,175,4,457,14,361,171,2
0,_035,_Emerado Community Hall,_Emerado Community Hall,404,139,22,3,405,109,34,0,415,99,25,8,398,126,1,397,128,3,467,3,393,126,1
0,_035,_Gilby Presbyterian Church,_Gilby Presbyterian Church,287,110,13,4,290,89,25,0,312,74,19,9,272,119,0,276,114,0,343,7,284,102,0
0,_035,_Grand Forks City Hall 08,_Grand Forks City Hall 08,405,403,25,7,424,356,31,1,439,340,29,9,391,386,0,390,387,6,583,31,365,379,3
0,_035,_Grand Forks City Hall 09,_Grand Forks City Hall 09,348,356,32,8,375,305,42,1,399,286,37,12,360,339,0,361,345,3,554,31,341,340,1
0,_035,_Grand Forks City Hall 10,_Grand Forks City Hall 10,597,638,54,16,666,551,56,2,710,512,46,18,619,610,1,601,630,1,925,46,587,608,2
0,_035,_Holy Family 02,_Holy Family 02,1120,1018,59,26,1259,842,67,4,1316,802,56,26,1188,911,1,1124,978,3,1652,74,1131,958,2
0,_035,_Holy Family 11,_Holy Family 11,64,125,8,1,85,107,5,0,87,104,7,0,77,116,1,75,118,2,122,10,69,120,0
0,_035,_Holy Family 12,_Holy Family 12,801,690,48,6,869,600,47,1,927,522,62,15,805,639,2,779,669,11,1174,26,748,657,4
0,_035,_ICON Arena/Park District Office 03,_ICON Arena/Park District Office 03,949,754,28,15,1053,615,45,1,1115,572,34,17,977,679,1,980,688,7,1362,38,979,665,1
0,_035,_ICON Arena/Park District Office 04,_ICON Arena/Park District Office 04,1522,1003,51,19,1707,788,46,2,1802,700,40,19,1563,881,3,1553,897,5,2067,46,1546,891,4
0,_035,_ICON Arena/Park District Office 23,_ICON Arena/Park District Office 23,105,148,7,2,121,118,15,0,120,123,11,2,118,128,0,114,132,0,187,9,112,136,1
0,_035,_Larimore Senior Citizens Center,_Larimore Senior Citizens Center,806,297,24,12,847,249,25,2,812,225,23,68,809,280,5,788,302,5,980,17,803,287,2
0,_035,_Manvel Public School,_Manvel Public School,375,159,18,5,387,140,16,0,405,127,13,8,357,175,0,367,159,4,465,3,366,168,0
0,_035,_Northwood Community Center,_Northwood Community Center,499,171,13,2,499,171,12,0,525,123,18,14,484,171,1,477,172,4,603,8,480,169,0
0,_035,_Public Works 19,_Public Works 19,580,449,46,9,629,377,46,0,651,378,34,6,580,441,1,583,442,1,841,32,575,421,1
0,_035,_Public Works 20,_Public Works 20,332,458,48,8,357,400,54,1,379,373,56,6,368,407,1,355,413,3,582,32,357,402,0
0,_035,_Thompson Community Center,_Thompson Community Center,1196,473,35,13,1262,399,39,0,1273,349,46,41,1209,443,1,1147,507,5,1468,28,1162,462,1
0,_035,_UND Wellness Center 07,_UND Wellness Center 07,233,203,18,2,248,174,18,0,260,159,20,4,213,208,1,219,210,0,338,10,206,211,0
0,_035,_UND Wellness Center 21,_UND Wellness Center 21,296,263,22,3,321,216,24,0,325,194,32,9,299,225,2,289,235,2,426,11,279,234,2
0,_035,_UND Wellness Center 22,_UND Wellness Center 22,555,529,35,8,600,435,58,1,633,429,34,10,583,472,1,552,504,5,839,29,531,497,1
0,_037,_Carson,_Carson,124,33,1,0,124,29,4,0,96,25,13,19,116,34,0,119,31,1,134,2,114,35,0
0,_037,_Elgin,_Elgin,220,55,4,0,221,50,6,1,209,43,11,18,219,57,0,201,70,3,250,2,212,58,2
0,_037,_New Leipzig,_New Leipzig,116,20,7,0,119,18,4,0,108,17,5,12,118,22,1,110,30,1,133,2,117,22,1
0,_037,_Rural Grant County,_Rural Grant County,685,99,16,1,699,92,12,0,551,86,42,117,671,115,0,633,148,2,728,0,662,124,0
0,_039,_Precinct 01,_Precinct 01,180,54,7,0,184,45,7,0,172,44,4,17,171,60,0,167,67,2,209,1,173,60,0
0,_039,_Precinct 02,_Precinct 02,212,68,3,0,218,56,1,0,218,55,4,3,210,67,0,203,75,0,248,1,212,62,1
0,_039,_Precinct 03,_Precinct 03,149,72,8,0,157,63,4,0,171,49,8,0,147,72,0,142,79,0,198,0,150,71,0
0,_039,_Precinct 04,_Precinct 04,205,37,6,1,210,29,6,0,193,34,11,9,199,36,0,188,47,1,220,0,202,32,0
0,_039,_Precinct 05,_Precinct 05,161,77,10,0,172,67,8,0,170,65,6,8,165,78,0,157,84,2,210,1,164,80,0
0,_041,_Indian Creek #4,_Indian Creek #4,126,15,2,0,129,11,0,0,98,12,5,26,122,14,0,120,18,0,134,0,118,19,0
0,_041,_Mott #1,_Mott #1,487,88,14,2,500,68,16,0,437,64,25,54,477,87,0,456,109,8,509,3,471,94,0
0,_041,_New England #3,_New England #3,388,81,6,0,405,62,7,0,308,68,30,57,385,77,0,370,89,6,422,11,379,81,1
0,_041,_Regent #2,_Regent #2,90,12,1,0,92,8,3,0,80,9,5,10,87,13,0,82,19,0,99,1,83,18,0
0,_043,_Dawson,_Dawson,148,13,1,0,145,11,5,0,99,13,12,33,145,14,0,145,15,0,148,0,141,15,0
0,_043,_Pettibone,_Pettibone,82,21,1,0,81,21,1,0,67,20,3,15,75,24,0,75,24,0,91,0,74,22,1
0,_043,_Robinson,_Robinson,79,26,1,0,79,25,1,0,68,21,3,13,71,31,0,71,30,0,88,2,71,29,0
0,_043,_Steele,_Steele,534,96,12,0,535,95,13,0,411,98,35,92,491,137,0,483,138,1,569,5,498,123,0
0,_043,_Tappen,_Tappen,274,29,5,2,275,28,6,0,204,31,18,52,273,33,0,259,44,2,291,2,258,41,0
0,_043,_Tuttle,_Tuttle,98,36,2,0,102,32,1,0,79,32,4,19,93,35,0,89,41,0,99,3,92,32,0
0,_045,_Precinct 1,_Precinct 1,335,127,10,2,341,114,8,0,321,97,12,39,321,133,1,322,133,2,383,3,330,125,0
0,_045,_Precinct 2,_Precinct 2,565,195,14,1,580,167,23,2,572,152,21,28,563,186,1,555,195,4,662,12,561,192,1
0,_045,_Precinct 3,_Precinct 3,177,33,2,0,185,24,3,0,186,19,6,2,172,31,0,167,37,0,189,0,170,32,0
0,_045,_Precinct 4,_Precinct 4,568,172,18,0,589,132,26,1,587,123,30,12,553,179,0,545,189,1,664,5,563,171,0
0,_047,_Precinct 01 - American Legion,_Precinct 01 - American Legion,255,28,4,1,248,28,7,0,173,31,15,59,223,42,0,216,46,4,246,1,233,34,1
0,_047,_Precinct 02 - American Legion,_Precinct 02 - American Legion,354,50,4,2,351,38,7,0,285,36,20,66,332,57,0,315,72,0,352,0,324,57,1
0,_047,_Precinct 03 - Gackle School,_Precinct 03 - Gackle School,190,39,3,0,185,34,11,0,167,34,13,15,175,50,1,177,52,2,204,2,185,45,0
0,_047,_Precinct 04 - Lehr Com Cent.,_Precinct 04 - Lehr Com Cent.,59,5,0,0,58,7,0,0,52,3,0,9,52,11,0,56,4,2,56,0,58,5,0
0,_047,_Precinct 05 - Fredonia Mini Ml,_Precinct 05 - Fredonia Mini Ml,72,6,3,1,72,6,3,0,62,5,6,8,73,6,0,72,8,0,72,0,73,7,0
0,_049,_Precinct 16,_Precinct 16,173,26,9,1,174,25,8,0,168,20,9,8,174,30,0,167,32,3,192,0,167,31,0
0,_049,_Precinct 18,_Precinct 18,501,103,10,2,492,104,17,1,437,80,44,52,460,132,1,445,145,4,539,7,451,118,3
0,_049,_Precinct 27,_Precinct 27,131,38,0,0,127,34,5,0,122,25,8,11,124,40,0,113,49,0,151,0,113,40,0
0,_049,_Precinct 41,_Precinct 41,276,40,13,1,272,43,12,0,250,36,22,20,268,55,0,253,71,1,305,1,263,55,0
0,_049,_Precinct 47,_Precinct 47,749,235,22,1,757,232,11,0,728,192,29,51,720,253,0,693,282,3,884,14,680,268,0
0,_049,_Precinct 55,_Precinct 55,157,60,4,0,160,54,3,0,153,41,11,12,148,67,0,147,71,0,185,3,138,64,1
0,_049,_Precinct 58,_Precinct 58,197,36,6,2,199,35,8,0,193,27,6,12,189,44,0,185,49,0,216,0,184,39,0
0,_049,_Precinct 62,_Precinct 62,180,26,4,0,177,27,4,0,160,26,7,15,171,31,0,163,39,0,188,1,162,33,0
0,_051,_Precinct 1-City of Ashley,_Precinct 1-City of Ashley,306,64,5,2,308,53,10,1,322,40,7,4,300,60,0,292,72,0,332,0,292,70,0
0,_051,_Precinct 2-Rural Ashley,_Precinct 2-Rural Ashley,161,48,9,1,162,49,6,0,145,49,15,9,155,56,0,147,61,1,182,2,144,64,0
0,_051,_Precinct 3-Lehr/Rural Lehr,_Precinct 3-Lehr/Rural Lehr,57,19,1,0,58,16,1,0,55,16,3,5,57,19,0,53,24,0,64,2,54,20,0
0,_051,_Precinct 4-City of Wishek,_Precinct 4-City of Wishek,348,87,11,5,382,60,11,0,361,58,12,14,371,74,1,351,93,0,415,2,361,80,0
0,_051,_Precinct 5-Rural Wishek,_Precinct 5-Rural Wishek,142,23,1,2,145,19,2,0,132,18,10,6,131,31,0,127,34,2,149,3,137,24,0
0,_051,_Precinct 6-Zeeland/Rural,_Precinct 6-Zeeland/Rural,139,20,3,1,136,23,3,0,94,20,17,26,131,25,0,123,32,0,139,0,129,26,0
0,_053,_04-01 Four Bears,_04-01 Four Bears,38,159,2,1,41,141,15,1,53,143,3,0,44,156,0,42,155,1,125,15,35,162,1
0,_053,_04-02 Mandaree,_04-02 Mandaree,31,203,3,1,36,180,10,0,44,181,5,0,25,203,0,35,190,0,149,14,32,194,0
0,_053,_39-03 Yellowstone,_39-03 Yellowstone,137,20,0,0,131,18,2,0,140,9,3,1,129,18,1,133,16,0,135,1,128,18,1
0,_053,_39-04 Sioux,_39-04 Sioux,120,11,1,0,119,10,1,0,115,10,3,5,116,10,0,116,13,0,118,0,115,11,0
0,_053,_39-05 Alexander,_39-05 Alexander,430,35,11,0,419,35,16,1,399,34,17,24,413,49,2,406,49,4,431,1,406,49,1
0,_053,_39-06 Arnegard,_39-06 Arnegard,268,23,4,1,262,20,8,0,251,12,10,17,256,26,0,257,26,0,266,3,255,26,0
0,_053,_39-07 Bennie Pierre,_39-07 Bennie Pierre,90,4,1,1,90,4,0,0,87,2,1,1,88,6,0,88,5,0,90,0,86,8,0
0,_053,_39-08 Rhoades,_39-08 Rhoades,164,11,2,0,166,8,2,0,149,9,8,11,164,10,0,158,13,2,158,1,163,10,0
0,_053,_39-09 Ideal/Schafer,_39-09 Ideal/Schafer,1388,99,28,5,1349,97,49,1,1302,79,53,67,1321,120,5,1284,155,10,1362,9,1320,123,3
0,_053,_39-11 Watford City,_39-11 Watford City,1596,221,54,3,1567,184,85,0,1561,162,77,44,1542,230,4,1499,264,5,1639,17,1504,246,4
0,_053,_39-12 Blue Buttes,_39-12 Blue Buttes,220,28,4,1,215,22,10,0,204,18,12,15,210,25,1,193,39,3,206,2,199,32,1
0,_055,_LEGISLATIVE 4-McLEAN LESS 0402,_LEGISLATIVE 4-McLEAN LESS 0402,561,135,10,1,550,133,16,0,450,140,31,79,519,159,1,489,192,4,589,12,518,160,2
0,_055,_LEGISLATIVE 8-McLEAN COUNTY,_LEGISLATIVE 8-McLEAN COUNTY,3593,866,78,11,3613,790,107,0,2951,763,261,495,3435,931,2,3188,1167,18,3843,53,3377,1000,1
0,_055,_WHITE SHIELD/ZIEGLER RURAL,_WHITE SHIELD/ZIEGLER RURAL,44,229,8,0,57,196,11,3,65,191,13,5,46,218,4,47,221,2,171,13,37,223,3
0,_057,_Precinct 0401,_Precinct 0401,3,7,0,0,5,4,1,0,6,4,0,0,2,8,0,5,5,0,9,0,3,7,0
0,_057,_Precinct 3301,_Precinct 3301,248,84,10,2,247,89,10,0,206,80,15,41,239,100,0,224,116,0,276,5,224,114,0
0,_057,_Precinct 3303,_Precinct 3303,296,77,7,1,292,77,6,1,285,60,5,28,290,78,0,278,90,3,320,5,291,79,0
0,_057,_Precinct 3313,_Precinct 3313,314,58,2,0,311,53,4,0,280,47,9,30,300,63,0,295,67,1,337,2,298,65,0
0,_057,_Precinct 3314,_Precinct 3314,223,28,5,0,217,27,7,0,172,30,13,37,205,39,1,200,47,1,227,1,202,43,1
0,_057,_Precinct 3316,_Precinct 3316,153,36,1,2,157,32,1,0,143,30,11,7,143,44,0,144,44,0,158,0,138,50,0
0,_057,_Precinct 3320,_Precinct 3320,227,21,2,0,228,18,3,0,186,21,10,30,224,24,0,224,22,0,235,2,222,26,0
0,_057,_Precinct 3321,_Precinct 3321,436,39,11,2,441,34,9,0,361,27,25,66,419,50,0,414,48,9,458,0,424,46,1
0,_057,_Precinct 3322,_Precinct 3322,360,36,10,1,360,37,7,1,308,35,13,43,357,41,1,344,52,1,376,1,344,54,1
0,_057,_Precinct 3323,_Precinct 3323,372,54,9,1,380,41,12,0,335,39,16,41,368,60,0,364,64,0,403,7,367,63,0
0,_057,_Precinct 3324,_Precinct 3324,245,21,5,1,245,19,4,0,195,18,5,50,236,28,0,230,33,3,251,1,236,30,0
0,_057,_Precinct 3381,_Precinct 3381,277,72,12,2,279,71,8,0,247,64,15,32,262,87,0,254,92,1,318,8,253,96,1
0,_057,_Precinct 3382,_Precinct 3382,377,106,14,0,385,98,11,1,331,87,19,54,378,114,0,366,117,2,433,8,373,120,0
0,_057,_Precinct 3383,_Precinct 3383,325,65,14,1,324,68,12,0,297,49,19,37,327,66,0,316,76,0,364,6,314,81,0
0,_059,_Precinct 01,_Precinct 01,1447,489,41,6,1476,411,69,1,1235,412,104,204,1414,485,4,1331,569,5,1680,34,1397,486,5
0,_059,_Precinct 02,_Precinct 02,1685,648,61,16,1772,527,66,1,1564,502,108,185,1657,610,3,1621,641,6,1992,37,1664,580,2
0,_059,_Precinct 03,_Precinct 03,580,347,47,10,596,313,54,2,544,311,51,67,562,373,8,551,386,4,775,34,566,351,4
0,_059,_Precinct 04,_Precinct 04,545,249,30,5,553,232,27,2,483,211,33,87,523,263,3,487,304,3,694,13,526,251,0
0,_059,_Precinct 05,_Precinct 05,347,187,19,5,362,158,23,0,335,153,25,38,342,190,0,330,208,1,458,17,344,186,2
0,_059,_Precinct 06,_Precinct 06,675,327,36,5,683,293,56,1,601,286,64,82,669,334,2,631,379,1,838,22,643,337,4
0,_059,_Precinct 07,_Precinct 07,453,210,16,4,480,172,24,0,384,170,40,84,461,201,1,442,222,4,563,14,445,200,1
