IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MI_20201103_GEN_PRE_DEM_BIDEN,USA_MI_20201103_GEN_PRE_REP_TRUMP,USA_MI_20201103_GEN_PRE_LIB_JORGENSEN,USA_MI_20201103_GEN_PRE_TAX_BLANKENSHIP,USA_MI_20201103_GEN_PRE_GRE_HAWKINS,USA_MI_20201103_GEN_PRE_NAT_FUENTE,USA_MI_20201103_GEN_USS_DEM_PETERS,USA_MI_20201103_GEN_USS_REP_JAMES,USA_MI_20201103_GEN_USS_TAX_WILLIS,USA_MI_20201103_GEN_USS_GRE_SQUIER,USA_MI_20201103_GEN_USS_NAT_DERN
0,_Kalamazoo Township,"_Kalamazoo Township, Precinct 4",_Kalamazoo Twp 4,977,278,20,1,6,0,948,299,7,17,0
0,_Kalamazoo Township,"_Kalamazoo Township, Precinct 5",_Kalamazoo Twp 5,760,307,10,2,4,1,728,323,9,12,2
0,_Kalamazoo Township,"_Kalamazoo Township, Precinct 6",_Kalamazoo Twp 6,987,258,22,0,1,0,930,280,18,13,1
0,_Kalamazoo Township,"_Kalamazoo Township, Precinct 7",_Kalamazoo Twp 7,1137,702,24,4,9,1,1068,761,21,16,4
0,_Kalamazoo Township,"_Kalamazoo Township, Precinct 8",_Kalamazoo Twp 8,771,336,19,2,9,2,753,339,15,20,5
0,_Kalamazoo Township,"_Kalamazoo Township, Precinct 9",_Kalamazoo Twp 9,572,249,16,3,5,0,550,249,17,18,2
0,_Kalamo Township,"_Kalamo Township, Precinct 1",_Kalamo Twp 1,274,713,12,5,2,0,297,677,12,6,4
0,_Kalkaska Township,"_Kalkaska Township, Precinct 1",_Kalkaska Twp 1,406,1085,22,5,1,1,392,1089,11,11,3
0,_Kalkaska Township,"_Kalkaska Township, Precinct 2",_Kalkaska Twp 2,361,869,22,2,3,0,360,851,9,14,4
0,_Kasson Township,"_Kasson Township, Precinct 1",_Kasson Twp 1,502,593,12,1,2,0,491,604,7,3,1
0,_Kawkawlin Township,"_Kawkawlin Township, Precinct 1",_Kawkawlin Twp 1,525,982,22,5,3,0,580,902,18,14,2
0,_Kawkawlin Township,"_Kawkawlin Township, Precinct 2",_Kawkawlin Twp 2,457,780,14,2,4,2,491,728,6,6,5
0,_Kearney Township,"_Kearney Township, Precinct 1",_Kearney Twp 1,471,743,16,0,3,0,466,754,7,7,1
0,_Keego Harbor City,"_Keego Harbor City, Precinct 1",_Keego Harbor 1,828,747,9,1,5,1,798,735,14,15,2
0,_Keeler Township,"_Keeler Township, Precinct 1",_Keeler Twp 1,344,706,17,3,2,0,334,709,9,8,3
0,_Keene Township,"_Keene Township, Precinct 1",_Keene Twp 1,314,737,10,2,5,1,289,741,15,5,2
0,_Kenockee Township,"_Kenockee Township, Precinct 1",_Kenockee Twp 1,375,1065,15,1,1,0,428,986,9,4,5
0,_Kentwood City,"_Kentwood City, Ward 1, Precinct 1",_Kentwood 1-1,793,574,16,3,4,2,763,579,22,13,5
0,_Kentwood City,"_Kentwood City, Ward 1, Precinct 2",_Kentwood 1-2,1195,922,42,4,6,4,1153,957,23,20,3
0,_Kentwood City,"_Kentwood City, Ward 1, Precinct 3",_Kentwood 1-3,676,518,20,4,2,2,645,547,12,12,3
0,_Kentwood City,"_Kentwood City, Ward 1, Precinct 4",_Kentwood 1-4,516,378,10,0,2,1,500,356,15,12,5
0,_Kentwood City,"_Kentwood City, Ward 1, Precinct 5",_Kentwood 1-5,439,379,16,4,4,0,403,410,6,8,3
0,_Kentwood City,"_Kentwood City, Ward 1, Precinct 6",_Kentwood 1-6,825,708,20,1,5,0,800,692,25,15,7
0,_Kentwood City,"_Kentwood City, Ward 1, Precinct 7",_Kentwood 1-7,929,507,19,0,2,1,895,519,20,11,2
0,_Kentwood City,"_Kentwood City, Ward 1, Precinct 8",_Kentwood 1-8,1125,795,25,2,8,0,1061,868,15,10,2
0,_Kentwood City,"_Kentwood City, Ward 1, Precinct 9",_Kentwood 1-9,942,563,30,2,9,0,907,583,27,13,3
0,_Kentwood City,"_Kentwood City, Ward 2, Precinct 10",_Kentwood 2-10,1051,753,21,2,2,3,1008,792,12,8,2
0,_Kentwood City,"_Kentwood City, Ward 2, Precinct 11",_Kentwood 2-11,1410,905,31,4,2,2,1319,1004,6,9,4
0,_Kentwood City,"_Kentwood City, Ward 2, Precinct 12",_Kentwood 2-12,842,461,12,2,3,0,813,472,8,10,3
0,_Kentwood City,"_Kentwood City, Ward 2, Precinct 13",_Kentwood 2-13,857,596,11,2,6,1,795,652,9,10,2
0,_Kentwood City,"_Kentwood City, Ward 2, Precinct 14",_Kentwood 2-14,393,225,11,0,1,0,362,253,8,5,2
0,_Kentwood City,"_Kentwood City, Ward 2, Precinct 15",_Kentwood 2-15,1311,524,19,3,7,1,1267,534,16,24,8
0,_Kentwood City,"_Kentwood City, Ward 2, Precinct 16",_Kentwood 2-16,1284,879,26,0,5,0,1193,973,8,13,2
0,_Kentwood City,"_Kentwood City, Ward 2, Precinct 17",_Kentwood 2-17,714,285,8,2,3,0,682,303,18,6,1
0,_Kentwood City,"_Kentwood City, Ward 2, Precinct 18",_Kentwood 2-18,916,382,29,1,5,1,856,424,12,25,4
0,_Kimball Township,"_Kimball Township, Precinct 1",_Kimball Twp 1,451,906,25,0,2,2,484,832,28,11,14
0,_Kimball Township,"_Kimball Township, Precinct 2",_Kimball Twp 2,609,1217,26,5,1,1,596,1186,41,11,4
0,_Kimball Township,"_Kimball Township, Precinct 3",_Kimball Twp 3,598,1421,29,3,3,0,616,1344,26,18,6
0,_Kinderhook Township,"_Kinderhook Township, Precinct 1",_Kinderhook Twp 1,258,672,6,0,3,0,244,677,6,3,3
0,_Kingsford City,"_Kingsford City, Precinct 1",_Kingsford 1,435,798,11,1,2,1,446,785,7,8,1
0,_Kingsford City,"_Kingsford City, Precinct 2",_Kingsford 2,491,920,24,3,2,2,508,894,12,10,3
0,_Kingston Township,"_Kingston Township, Precinct 1",_Kingston Twp 1,159,608,7,1,2,0,169,583,12,3,4
0,_Kinross Township,"_Kinross Township, Precinct 1",_Kinross Twp 1,461,1002,22,4,1,1,491,961,18,8,5
0,_Klacking Township,"_Klacking Township, Precinct 1",_Klacking Twp 1,93,284,6,0,1,0,112,262,8,1,0
0,_Kochville Township,"_Kochville Township, Precinct 1",_Kochville Twp 1,556,798,20,1,6,0,565,782,14,9,3
0,_Koehler Township,"_Koehler Township, Precinct 1",_Koehler Twp 1,207,480,7,0,1,0,207,478,5,3,2
0,_Koylton Township,"_Koylton Township, Precinct 1",_Koylton Twp 1,176,634,6,0,1,1,196,601,5,7,3
0,_Krakow Township,"_Krakow Township, Precinct 1",_Krakow Twp 1,176,306,5,0,0,0,180,299,2,3,0
0,_Lafayette Township,"_Lafayette Township, Precinct 1",_Lafayette Twp 1,86,238,3,0,0,0,95,233,0,0,0
0,_LaGrange Township,"_LaGrange Township, Precinct 1",_LaGrange Twp 1,752,786,21,3,5,2,711,794,16,15,5
0,_Laingsburg City,"_Laingsburg City, Precinct 1",_Laingsburg 1,316,400,8,4,1,2,316,398,5,4,1
0,_Laird Township,"_Laird Township, Precinct 1",_Laird Twp 1,99,210,1,1,0,0,110,200,1,0,0
0,_Lake Angelus City,"_Lake Angelus City, Precinct 1",_Lake Angelus 1,81,144,3,1,0,0,63,164,0,0,0
0,_Lake City,"_Lake City, Precinct 1",_Lake City 1,169,316,7,1,0,0,170,317,2,2,1
0,_Lake Township,"_Lake Township, Precinct 1",_Lake Twp 1,357,343,4,0,1,0,345,365,0,1,2
0,_Lake Township,"_Lake Township, Precinct 1",_Lake Twp 1,672,1401,27,2,4,0,620,1419,20,19,1
0,_Lake Township,"_Lake Township, Precinct 1",_Lake Twp 1,215,329,5,0,2,0,227,312,5,5,0
0,_Lake Township,"_Lake Township, Precinct 1",_Lake Twp 1,92,202,1,0,0,0,87,193,4,1,1
0,_Lake Township,"_Lake Township, Precinct 1",_Lake Twp 1,527,1219,30,2,2,1,505,1238,12,8,4
0,_Lake Township,"_Lake Township, Precinct 1",_Lake Twp 1,279,529,7,1,1,1,302,507,6,6,1
0,_Lake Township,"_Lake Township, Precinct 7",_Lake Twp 7,198,339,11,0,1,0,197,338,6,2,3
0,_Lakefield Township,"_Lakefield Township, Precinct 1",_Lakefield Twp 1,182,556,8,5,3,1,188,547,7,3,5
0,_Lakefield Township,"_Lakefield Township, Precinct 1",_Lakefield Twp 1,171,415,5,0,1,0,183,395,3,2,2
0,_Laketon Township,"_Laketon Township, Precinct 1",_Laketon Twp 1,627,784,20,3,4,1,582,816,11,11,1
0,_Laketon Township,"_Laketon Township, Precinct 2",_Laketon Twp 2,902,1067,22,5,5,0,896,1037,19,18,3
0,_Laketon Township,"_Laketon Township, Precinct 3",_Laketon Twp 3,674,879,21,3,4,1,660,852,25,14,3
0,_Laketown Township,"_Laketown Township, Precinct 1",_Laketown Twp 1,733,838,5,0,5,0,669,893,4,8,1
0,_Laketown Township,"_Laketown Township, Precinct 2",_Laketown Twp 2,618,1297,16,2,2,0,563,1363,5,7,1
0,_Laketown Township,"_Laketown Township, Precinct 3",_Laketown Twp 3,350,393,7,0,0,1,318,423,4,6,1
0,_Lamotte Township,"_Lamotte Township, Precinct 1",_Lamotte Twp 1,79,344,2,0,1,1,88,325,4,1,3
0,_L'Anse Township,"_L'Anse Township, Precinct 1",_L'Anse Twp 1,647,1133,15,0,5,0,657,1092,13,6,2
0,_Lansing City,"_Lansing City, Ward 1, Precinct 1",_Lansing 1-1,920,488,20,2,5,1,917,445,29,12,14
0,_Lansing City,"_Lansing City, Ward 1, Precinct 10",_Lansing 1-10,415,116,14,6,3,0,414,119,10,9,1
0,_Lansing City,"_Lansing City, Ward 1, Precinct 2",_Lansing 1-2,884,285,21,2,9,3,871,270,25,25,6
0,_Lansing City,"_Lansing City, Ward 1, Precinct 3",_Lansing 1-3,777,433,13,1,1,0,752,470,5,5,0
0,_Lansing City,"_Lansing City, Ward 1, Precinct 4",_Lansing 1-4,891,259,11,0,3,1,853,284,6,15,2
0,_Lansing City,"_Lansing City, Ward 1, Precinct 45",_Lansing 1-45,870,274,15,1,6,3,844,297,3,11,4
0,_Lansing City,"_Lansing City, Ward 1, Precinct 5",_Lansing 1-5,892,205,14,1,5,1,882,203,8,22,4
0,_Lansing City,"_Lansing City, Ward 1, Precinct 6",_Lansing 1-6,859,245,17,3,4,1,845,231,19,20,3
0,_Lansing City,"_Lansing City, Ward 1, Precinct 7",_Lansing 1-7,929,246,19,1,9,1,919,235,15,27,2
0,_Lansing City,"_Lansing City, Ward 1, Precinct 8",_Lansing 1-8,882,267,14,0,8,0,879,253,8,14,6
0,_Lansing City,"_Lansing City, Ward 1, Precinct 9",_Lansing 1-9,842,255,15,2,8,2,823,248,25,14,5
0,_Lansing City,"_Lansing City, Ward 2, Precinct 11",_Lansing 2-11,883,354,18,4,7,3,876,345,14,17,5
0,_Lansing City,"_Lansing City, Ward 2, Precinct 12",_Lansing 2-12,1035,422,25,5,8,0,1019,429,16,14,5
0,_Lansing City,"_Lansing City, Ward 2, Precinct 13",_Lansing 2-13,862,371,14,1,6,1,880,335,16,12,2
0,_Lansing City,"_Lansing City, Ward 2, Precinct 14",_Lansing 2-14,937,430,19,5,1,2,934,422,20,10,4
0,_Lansing City,"_Lansing City, Ward 2, Precinct 15",_Lansing 2-15,799,251,16,1,4,0,770,272,11,10,2
0,_Lansing City,"_Lansing City, Ward 2, Precinct 16",_Lansing 2-16,1142,307,29,3,5,1,1115,314,8,27,7
0,_Lansing City,"_Lansing City, Ward 2, Precinct 17",_Lansing 2-17,732,343,22,0,11,2,740,336,8,18,7
0,_Lansing City,"_Lansing City, Ward 2, Precinct 18",_Lansing 2-18,496,151,11,1,1,1,483,155,12,10,2
0,_Lansing City,"_Lansing City, Ward 2, Precinct 19",_Lansing 2-19,1015,440,20,5,7,1,1000,426,29,15,3
0,_Lansing City,"_Lansing City, Ward 2, Precinct 20",_Lansing 2-20,864,378,17,3,2,3,853,368,14,18,3
0,_Lansing City,"_Lansing City, Ward 2, Precinct 21",_Lansing 2-21,1053,369,17,4,5,0,1037,372,13,15,3
0,_Lansing City,"_Lansing City, Ward 3, Precinct 22",_Lansing 3-22,550,115,8,2,4,1,548,102,10,12,3
0,_Lansing City,"_Lansing City, Ward 3, Precinct 23",_Lansing 3-23,1098,194,11,2,5,1,1088,170,17,21,1
0,_Lansing City,"_Lansing City, Ward 3, Precinct 24",_Lansing 3-24,847,362,11,2,2,1,832,336,23,12,6
0,_Lansing City,"_Lansing City, Ward 3, Precinct 25",_Lansing 3-25,946,259,6,2,10,1,928,252,14,19,2
0,_Lansing City,"_Lansing City, Ward 3, Precinct 26",_Lansing 3-26,871,361,19,7,8,3,875,333,20,17,6
0,_Lansing City,"_Lansing City, Ward 3, Precinct 27",_Lansing 3-27,884,292,18,2,7,0,865,267,34,18,5
0,_Lansing City,"_Lansing City, Ward 3, Precinct 28",_Lansing 3-28,953,333,13,4,5,0,942,325,15,14,1
0,_Lansing City,"_Lansing City, Ward 3, Precinct 29",_Lansing 3-29,1239,260,14,4,3,1,1240,242,28,9,1
0,_Lansing City,"_Lansing City, Ward 3, Precinct 30",_Lansing 3-30,1206,380,15,3,7,0,1184,377,19,16,5
0,_Lansing City,"_Lansing City, Ward 3, Precinct 31",_Lansing 3-31,1141,353,13,0,3,0,1128,361,9,10,2
0,_Lansing City,"_Lansing City, Ward 4, Precinct 32",_Lansing 4-32,828,330,17,6,2,0,824,323,14,8,3
0,_Lansing City,"_Lansing City, Ward 4, Precinct 33",_Lansing 4-33,807,286,11,0,1,0,803,296,3,2,0
0,_Lansing City,"_Lansing City, Ward 4, Precinct 34",_Lansing 4-34,479,203,7,0,5,1,469,193,8,13,5
0,_Lansing City,"_Lansing City, Ward 4, Precinct 35",_Lansing 4-35,1014,166,11,1,11,2,999,160,9,17,6
0,_Lansing City,"_Lansing City, Ward 4, Precinct 36",_Lansing 4-36,881,91,12,0,5,0,864,101,7,15,0
0,_Lansing City,"_Lansing City, Ward 4, Precinct 37",_Lansing 4-37,941,130,16,0,0,0,920,147,4,8,3
0,_Lansing City,"_Lansing City, Ward 4, Precinct 38",_Lansing 4-38,1064,255,25,2,5,4,1060,250,13,13,10
0,_Lansing City,"_Lansing City, Ward 4, Precinct 39",_Lansing 4-39,933,212,14,1,6,3,923,206,15,11,7
0,_Lansing City,"_Lansing City, Ward 4, Precinct 40",_Lansing 4-40,670,249,21,4,4,2,685,231,15,10,5
0,_Lansing City,"_Lansing City, Ward 4, Precinct 41",_Lansing 4-41,1060,428,22,5,3,0,1031,440,12,15,4
0,_Lansing City,"_Lansing City, Ward 4, Precinct 42",_Lansing 4-42,747,403,12,1,5,0,750,373,15,17,7
0,_Lansing City,"_Lansing City, Ward 4, Precinct 43",_Lansing 4-43,707,279,9,1,3,1,718,261,7,9,1
0,_Lansing City,"_Lansing City, Ward 4, Precinct 44",_Lansing 4-44,702,237,13,7,6,3,693,234,15,8,3
0,_Lansing Township,"_Lansing Township, Precinct 1",_Lansing Twp 1,511,147,8,0,4,0,506,147,4,9,1
0,_Lansing Township,"_Lansing Township, Precinct 2",_Lansing Twp 2,756,259,6,2,3,0,726,275,8,7,2
0,_Lansing Township,"_Lansing Township, Precinct 3",_Lansing Twp 3,636,271,15,6,1,0,625,272,13,9,1
0,_Lansing Township,"_Lansing Township, Precinct 4",_Lansing Twp 4,603,292,9,2,3,0,600,288,7,8,2
0,_Lansing Township,"_Lansing Township, Precinct 6",_Lansing Twp 6,627,271,13,1,8,0,623,266,11,10,3
0,_Lapeer City,"_Lapeer City, Ward 1, Precinct 1",_Lapeer 1-1,514,655,10,2,0,1,504,640,17,7,3
0,_Lapeer City,"_Lapeer City, Ward 1, Precinct 2",_Lapeer 1-2,355,516,20,2,8,0,345,517,16,9,3
0,_Lapeer City,"_Lapeer City, Ward 1, Precinct 3",_Lapeer 1-3,337,479,19,4,2,1,334,463,10,7,4
0,_Lapeer City,"_Lapeer City, Ward 1, Precinct 4",_Lapeer 1-4,417,537,12,2,7,1,425,500,18,19,3
0,_Lapeer Township,"_Lapeer Township, Precinct 1",_Lapeer Twp 1,374,833,18,0,1,0,381,800,18,6,9
0,_Lapeer Township,"_Lapeer Township, Precinct 2",_Lapeer Twp 2,618,1315,21,3,3,0,620,1294,20,9,2
0,_Larkin Township,"_Larkin Township, Precinct 1",_Larkin Twp 1,508,834,11,1,2,1,463,861,3,5,3
0,_Larkin Township,"_Larkin Township, Precinct 2",_Larkin Twp 2,459,658,18,1,1,0,404,708,4,3,2
0,_Larkin Township,"_Larkin Township, Precinct 3",_Larkin Twp 3,457,552,14,0,1,0,417,601,5,4,0
0,_LaSalle Township,"_LaSalle Township, Precinct 1",_LaSalle Twp 1,408,908,16,3,1,0,426,844,18,7,3
0,_LaSalle Township,"_LaSalle Township, Precinct 2",_LaSalle Twp 2,523,1164,13,3,3,0,548,1095,21,6,7
0,_Lathrup Village City,"_Lathrup Village City, Precinct 1",_Lathrup Village 1,1349,235,5,4,4,1,1322,247,10,9,3
0,_Lathrup Village City,"_Lathrup Village City, Precinct 2",_Lathrup Village 2,1353,163,7,0,2,0,1334,172,8,11,0
0,_Lawrence Township,"_Lawrence Township, Precinct 1",_Lawrence Twp 1,600,913,19,2,5,4,567,918,13,18,7
0,_Leavitt Township,"_Leavitt Township, Precinct 1",_Leavitt Twp 1,101,275,5,0,0,0,112,260,2,3,1
0,_Lebanon Township,"_Lebanon Township, Precinct 1",_Lebanon Twp 1,84,254,6,1,2,0,95,248,2,1,0
0,_Lee Township,"_Lee Township, Precinct 1",_Lee Twp 1,498,651,13,0,1,1,478,646,18,8,2
0,_Lee Township,"_Lee Township, Precinct 1",_Lee Twp 1,146,449,12,0,2,0,161,428,2,9,3
0,_Lee Township,"_Lee Township, Precinct 1",_Lee Twp 1,339,751,13,0,3,1,373,704,8,6,4
0,_Lee Township,"_Lee Township, Precinct 2",_Lee Twp 2,277,663,9,2,0,0,281,643,13,3,3
0,_Leelanau Township,"_Leelanau Township, Precinct 1",_Leelanau Twp 1,1078,665,14,0,4,0,1018,726,5,7,2
0,_Leighton Township,"_Leighton Township, Precinct 1",_Leighton Twp 1,629,1780,41,6,5,1,597,1806,22,16,6
0,_Leighton Township,"_Leighton Township, Precinct 2",_Leighton Twp 2,401,1074,23,1,1,1,360,1116,5,10,2
0,_Leland Township,"_Leland Township, Precinct 1",_Leland Twp 1,863,745,14,1,2,1,801,801,6,13,1
0,_Lenox Township,"_Lenox Township, Precinct 1",_Lenox Twp 1,242,819,6,3,2,0,272,742,16,5,4
0,_Lenox Township,"_Lenox Township, Precinct 2",_Lenox Twp 2,599,1125,18,2,4,1,608,1064,28,16,6
0,_Lenox Township,"_Lenox Township, Precinct 3",_Lenox Twp 3,873,932,30,2,3,2,862,886,30,19,7
0,_Lenox Township,"_Lenox Township, Precinct 4",_Lenox Twp 4,419,466,13,1,1,0,416,452,7,4,2
0,_Leoni Township,"_Leoni Township, Precinct 1",_Leoni Twp 1,741,1286,24,4,3,2,768,1212,37,15,5
0,_Leoni Township,"_Leoni Township, Precinct 2",_Leoni Twp 2,700,1179,21,2,5,0,757,1083,25,15,4
0,_Leoni Township,"_Leoni Township, Precinct 3",_Leoni Twp 3,633,952,21,3,3,3,687,860,27,8,6
0,_Leoni Township,"_Leoni Township, Precinct 4",_Leoni Twp 4,578,1076,21,5,4,0,615,1001,30,9,3
0,_Leonidas Township,"_Leonidas Township, Precinct 1",_Leonidas Twp 1,130,412,5,1,3,0,137,390,11,7,5
0,_Leroy Township,"_Leroy Township, Precinct 1",_Leroy Twp 1,352,902,14,1,1,0,358,882,16,3,2
0,_Leroy Township,"_Leroy Township, Precinct 1",_Leroy Twp 1,717,1270,33,1,4,1,737,1228,22,13,13
0,_LeRoy Township,"_LeRoy Township, Precinct 1",_LeRoy Twp 1,163,510,4,2,2,0,162,505,4,3,0
0,_Leroy Township,"_Leroy Township, Precinct 2",_Leroy Twp 2,403,747,13,4,0,0,400,732,13,6,0
0,_Leslie City,"_Leslie City, Precinct 1",_Leslie 1,363,559,14,3,2,0,390,506,18,8,4
0,_Leslie Township,"_Leslie Township, Precinct 1",_Leslie Twp 1,541,896,15,3,3,2,560,838,21,9,3
0,_Lexington Township,"_Lexington Township, Precinct 1",_Lexington Twp 1,811,1340,25,2,4,0,811,1315,15,17,1
0,_Liberty Township,"_Liberty Township, Precinct 1",_Liberty Twp 1,392,781,11,2,4,0,392,753,16,9,1
0,_Liberty Township,"_Liberty Township, Precinct 1",_Liberty Twp 1,100,372,4,1,0,0,97,378,2,1,1
0,_Liberty Township,"_Liberty Township, Precinct 2",_Liberty Twp 2,271,558,9,0,2,0,275,534,15,1,1
0,_Lilley Township,"_Lilley Township, Precinct 1",_Lilley Twp 1,143,308,5,0,0,1,154,289,3,3,3
0,_Lima Township,"_Lima Township, Precinct 1",_Lima Twp 1,749,667,16,0,5,1,694,711,8,13,1
0,_Lima Township,"_Lima Township, Precinct 2",_Lima Twp 2,747,536,8,2,4,3,712,548,6,15,1
0,_Limestone Township,"_Limestone Township, Precinct 1",_Limestone Twp 1,109,148,1,0,1,1,109,147,1,2,1
0,_Lincoln Park City,"_Lincoln Park City, Precinct 10",_Lincoln Park 10,835,600,12,3,2,0,844,520,22,25,8
0,_Lincoln Park City,"_Lincoln Park City, Precinct 12",_Lincoln Park 12,840,606,10,2,6,1,838,554,21,15,1
0,_Lincoln Park City,"_Lincoln Park City, Precinct 14",_Lincoln Park 14,811,634,26,2,3,1,796,600,34,14,12
0,_Lincoln Park City,"_Lincoln Park City, Precinct 16",_Lincoln Park 16,1029,810,27,2,1,1,1033,751,32,21,8
0,_Lincoln Park City,"_Lincoln Park City, Precinct 18",_Lincoln Park 18,1049,863,14,3,5,0,1036,798,39,17,11
0,_Lincoln Park City,"_Lincoln Park City, Precinct 2",_Lincoln Park 2,1095,521,20,3,4,1,1065,472,47,28,11
0,_Lincoln Park City,"_Lincoln Park City, Precinct 20",_Lincoln Park 20,654,534,10,2,7,1,666,486,21,16,4
0,_Lincoln Park City,"_Lincoln Park City, Precinct 22",_Lincoln Park 22,596,555,9,3,8,4,601,507,23,18,6
0,_Lincoln Park City,"_Lincoln Park City, Precinct 24",_Lincoln Park 24,458,430,6,1,2,0,465,398,15,6,1
0,_Lincoln Park City,"_Lincoln Park City, Precinct 4",_Lincoln Park 4,600,401,14,2,5,3,592,373,21,15,3
0,_Lincoln Park City,"_Lincoln Park City, Precinct 6",_Lincoln Park 6,763,530,9,1,5,2,766,484,22,16,3
0,_Lincoln Park City,"_Lincoln Park City, Precinct 8",_Lincoln Park 8,750,551,8,2,6,2,728,510,32,22,7
0,_Lincoln Township,"_Lincoln Township, Precinct 1",_Lincoln Twp 1,124,369,2,1,1,2,138,339,6,1,4
0,_Lincoln Township,"_Lincoln Township, Precinct 1",_Lincoln Twp 1,739,1152,28,1,4,0,642,1241,14,10,3
0,_Lincoln Township,"_Lincoln Township, Precinct 1",_Lincoln Twp 1,395,671,5,1,1,0,407,640,9,5,1
0,_Lincoln Township,"_Lincoln Township, Precinct 1",_Lincoln Twp 1,98,307,4,1,2,0,114,280,5,6,1
0,_Lincoln Township,"_Lincoln Township, Precinct 1",_Lincoln Twp 1,394,777,11,4,3,2,401,755,13,6,3
0,_Lincoln Township,"_Lincoln Township, Precinct 1",_Lincoln Twp 1,564,1025,15,3,4,1,572,994,14,10,2
0,_Lincoln Township,"_Lincoln Township, Precinct 1",_Lincoln Twp 1,232,506,10,1,2,0,223,497,11,7,4
0,_Lincoln Township,"_Lincoln Township, Precinct 1",_Lincoln Twp 1,203,657,8,0,4,0,213,639,7,3,2
0,_Lincoln Township,"_Lincoln Township, Precinct 2",_Lincoln Twp 2,539,772,15,1,5,2,464,819,5,12,1
0,_Lincoln Township,"_Lincoln Township, Precinct 3",_Lincoln Twp 3,851,1062,20,0,2,0,781,1103,10,12,3
0,_Lincoln Township,"_Lincoln Township, Precinct 4",_Lincoln Twp 4,715,1067,19,1,3,0,627,1137,12,7,3
0,_Lincoln Township,"_Lincoln Township, Precinct 5",_Lincoln Twp 5,459,676,17,5,4,0,421,706,10,7,4
0,_Lincoln Township,"_Lincoln Township, Precinct 6",_Lincoln Twp 6,349,620,17,0,3,0,315,639,6,10,1
0,_Linden City,"_Linden City, Precinct 1",_Linden 1,424,601,9,2,0,0,443,559,10,5,2
0,_Linden City,"_Linden City, Precinct 2",_Linden 2,570,955,10,0,2,0,578,921,6,5,3
0,_Litchfield City,"_Litchfield City, Precinct 1",_Litchfield 1,153,500,8,0,0,0,169,466,7,7,0
0,_Litchfield Township,"_Litchfield Township, Precinct 1",_Litchfield Twp 1,115,430,5,1,1,0,126,404,8,1,3
0,_Little Traverse Township,"_Little Traverse Township, Precinct 1",_Little Traverse Twp 1,788,976,21,3,3,0,740,1006,6,17,1
0,_Littlefield Township,"_Littlefield Township, Precinct 1",_Littlefield Twp 1,638,1005,31,2,4,1,610,1016,14,16,4
0,_Livingston Township,"_Livingston Township, Precinct 1",_Livingston Twp 1,517,1070,17,0,3,1,513,1078,4,3,2
0,_Livonia City,"_Livonia City, Precinct 10A",_Livonia 10A,631,662,13,3,1,0,601,679,9,9,1
0,_Livonia City,"_Livonia City, Precinct 11A",_Livonia 11A,933,850,12,1,6,1,928,832,8,10,2
0,_Livonia City,"_Livonia City, Precinct 12A",_Livonia 12A,830,622,13,0,6,0,799,629,12,11,6
0,_Livonia City,"_Livonia City, Precinct 13A",_Livonia 13A,889,681,21,2,2,2,875,680,9,11,4
0,_Livonia City,"_Livonia City, Precinct 14A",_Livonia 14A,884,808,16,3,2,2,849,823,9,10,5
0,_Livonia City,"_Livonia City, Precinct 15A",_Livonia 15A,703,806,17,1,4,1,700,804,7,6,1
0,_Livonia City,"_Livonia City, Precinct 16A",_Livonia 16A,639,797,18,3,0,0,634,797,3,6,3
0,_Livonia City,"_Livonia City, Precinct 16B",_Livonia 16B,493,525,7,0,3,0,473,547,3,5,1
0,_Livonia City,"_Livonia City, Precinct 17A",_Livonia 17A,719,760,13,0,3,1,684,784,5,5,0
0,_Livonia City,"_Livonia City, Precinct 17B",_Livonia 17B,624,671,17,1,1,1,597,687,10,6,2
0,_Livonia City,"_Livonia City, Precinct 18A",_Livonia 18A,758,941,8,1,1,1,719,960,6,9,0
0,_Livonia City,"_Livonia City, Precinct 19A",_Livonia 19A,642,731,17,0,2,1,645,714,12,5,3
0,_Livonia City,"_Livonia City, Precinct 19B",_Livonia 19B,781,837,15,2,7,3,756,835,7,9,5
0,_Livonia City,"_Livonia City, Precinct 1A",_Livonia 1A,1046,769,35,4,6,1,1032,748,30,13,9
0,_Livonia City,"_Livonia City, Precinct 1B",_Livonia 1B,454,361,18,2,4,1,449,355,6,16,3
0,_Livonia City,"_Livonia City, Precinct 20A",_Livonia 20A,810,893,18,2,3,1,801,895,5,10,3
0,_Livonia City,"_Livonia City, Precinct 21A",_Livonia 21A,785,754,20,0,2,1,749,773,6,8,3
0,_Livonia City,"_Livonia City, Precinct 22A",_Livonia 22A,799,745,24,1,6,1,772,767,10,8,1
0,_Livonia City,"_Livonia City, Precinct 22B",_Livonia 22B,614,624,18,1,1,1,592,636,4,11,4
0,_Livonia City,"_Livonia City, Precinct 23A",_Livonia 23A,715,627,19,2,5,1,709,623,7,10,2
0,_Livonia City,"_Livonia City, Precinct 23B",_Livonia 23B,461,548,14,0,2,0,446,551,9,6,3
0,_Livonia City,"_Livonia City, Precinct 24A",_Livonia 24A,826,594,21,1,9,3,797,592,18,19,3
0,_Livonia City,"_Livonia City, Precinct 24B",_Livonia 24B,736,604,13,4,6,0,730,577,15,11,4
