IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MI_20201103_GEN_PRE_DEM_BIDEN,USA_MI_20201103_GEN_PRE_REP_TRUMP,USA_MI_20201103_GEN_PRE_LIB_JORGENSEN,USA_MI_20201103_GEN_PRE_TAX_BLANKENSHIP,USA_MI_20201103_GEN_PRE_GRE_HAWKINS,USA_MI_20201103_GEN_PRE_NAT_FUENTE,USA_MI_20201103_GEN_USS_DEM_PETERS,USA_MI_20201103_GEN_USS_REP_JAMES,USA_MI_20201103_GEN_USS_TAX_WILLIS,USA_MI_20201103_GEN_USS_GRE_SQUIER,USA_MI_20201103_GEN_USS_NAT_DERN
0,_Cadillac City,"_Cadillac City, Precinct 3",_Cadillac 3,659,958,29,3,6,0,636,988,8,19,1
0,_Caldwell Township,"_Caldwell Township, Precinct 1",_Caldwell Twp 1,132,598,8,0,1,0,133,596,5,0,0
0,_Caledonia Township,"_Caledonia Township, Precinct 1",_Caledonia Twp 1,245,508,4,0,0,0,261,485,4,1,0
0,_Caledonia Township,"_Caledonia Township, Precinct 1",_Caledonia Twp 1,424,544,19,0,2,0,382,585,4,8,1
0,_Caledonia Township,"_Caledonia Township, Precinct 1",_Caledonia Twp 1,723,887,18,3,3,0,736,845,15,12,1
0,_Caledonia Township,"_Caledonia Township, Precinct 2",_Caledonia Twp 2,382,539,12,3,3,1,410,511,9,6,2
0,_Caledonia Township,"_Caledonia Township, Precinct 2",_Caledonia Twp 2,624,1132,27,3,2,1,546,1207,8,10,2
0,_Caledonia Township,"_Caledonia Township, Precinct 3",_Caledonia Twp 3,576,1206,27,5,4,1,525,1255,15,13,1
0,_Caledonia Township,"_Caledonia Township, Precinct 4",_Caledonia Twp 4,371,829,15,1,0,0,323,878,6,5,0
0,_Caledonia Township,"_Caledonia Township, Precinct 5",_Caledonia Twp 5,761,1378,26,2,5,3,667,1475,10,13,2
0,_Caledonia Township,"_Caledonia Township, Precinct 6",_Caledonia Twp 6,669,996,18,2,3,1,610,1043,14,13,2
0,_California Township,"_California Township, Precinct 1",_California Twp 1,51,204,1,0,1,0,52,198,5,2,1
0,_Calumet Township,"_Calumet Township, Precinct 1",_Calumet Twp 1,430,666,11,5,2,2,444,653,8,4,0
0,_Calumet Township,"_Calumet Township, Precinct 2",_Calumet Twp 2,275,592,7,1,2,0,302,561,5,7,3
0,_Calumet Township,"_Calumet Township, Precinct 5",_Calumet Twp 5,141,139,6,0,2,0,150,132,2,5,3
0,_Calumet Township,"_Calumet Township, Precinct 9",_Calumet Twp 9,399,596,13,0,5,0,408,586,2,9,0
0,_Calvin Township,"_Calvin Township, Precinct 1",_Calvin Twp 1,426,572,7,3,0,0,382,596,12,6,1
0,_Cambria Township,"_Cambria Township, Precinct 1",_Cambria Twp 1,294,1023,14,3,2,0,320,978,11,5,3
0,_Cambridge Township,"_Cambridge Township, Precinct 1",_Cambridge Twp 1,429,975,16,2,3,0,439,944,15,7,2
0,_Cambridge Township,"_Cambridge Township, Precinct 2",_Cambridge Twp 2,492,772,11,1,6,0,476,765,12,11,0
0,_Cambridge Township,"_Cambridge Township, Precinct 3",_Cambridge Twp 3,414,659,9,0,3,0,389,681,2,3,4
0,_Camden Township,"_Camden Township, Precinct 1",_Camden Twp 1,153,665,9,1,1,0,174,627,8,4,2
0,_Campbell Township,"_Campbell Township, Precinct 1",_Campbell Twp 1,368,1066,22,4,7,0,365,1062,18,4,3
0,_Cannon Township,"_Cannon Township, Precinct 1",_Cannon Twp 1,742,1106,32,2,5,2,652,1212,6,15,4
0,_Cannon Township,"_Cannon Township, Precinct 2",_Cannon Twp 2,610,1052,26,1,2,0,544,1118,8,9,2
0,_Cannon Township,"_Cannon Township, Precinct 3",_Cannon Twp 3,579,789,26,0,1,1,521,852,7,12,2
0,_Cannon Township,"_Cannon Township, Precinct 4",_Cannon Twp 4,903,1153,27,3,4,0,798,1263,15,10,4
0,_Cannon Township,"_Cannon Township, Precinct 5",_Cannon Twp 5,502,826,18,3,2,1,444,879,11,7,2
0,_Cannon Township,"_Cannon Township, Precinct 6",_Cannon Twp 6,643,961,22,7,4,1,575,1026,8,13,0
0,_Canton Township,"_Canton Township, Precinct 1",_Canton Twp 1,1003,611,12,1,2,1,976,633,10,6,1
0,_Canton Township,"_Canton Township, Precinct 10",_Canton Twp 10,700,356,9,1,2,0,668,377,2,4,0
0,_Canton Township,"_Canton Township, Precinct 11",_Canton Twp 11,961,685,19,1,7,0,902,725,11,12,4
0,_Canton Township,"_Canton Township, Precinct 12",_Canton Twp 12,617,443,8,1,1,1,596,456,3,5,0
0,_Canton Township,"_Canton Township, Precinct 13",_Canton Twp 13,945,640,15,1,7,1,907,648,12,15,6
0,_Canton Township,"_Canton Township, Precinct 14",_Canton Twp 14,1024,690,17,2,3,1,991,712,7,8,1
0,_Canton Township,"_Canton Township, Precinct 15",_Canton Twp 15,452,292,8,3,4,2,445,269,21,10,8
0,_Canton Township,"_Canton Township, Precinct 16",_Canton Twp 16,906,564,13,2,2,0,862,574,14,7,4
0,_Canton Township,"_Canton Township, Precinct 17",_Canton Twp 17,823,642,13,1,2,0,812,628,12,6,1
0,_Canton Township,"_Canton Township, Precinct 18",_Canton Twp 18,951,538,14,0,5,0,920,567,6,1,0
0,_Canton Township,"_Canton Township, Precinct 19",_Canton Twp 19,887,612,13,8,5,2,829,653,10,10,0
0,_Canton Township,"_Canton Township, Precinct 2",_Canton Twp 2,872,627,13,3,3,0,845,635,13,7,1
0,_Canton Township,"_Canton Township, Precinct 20",_Canton Twp 20,844,468,7,0,5,0,803,495,11,9,3
0,_Canton Township,"_Canton Township, Precinct 21",_Canton Twp 21,751,568,17,1,1,1,737,584,7,5,1
0,_Canton Township,"_Canton Township, Precinct 22",_Canton Twp 22,877,651,15,1,3,1,841,672,10,5,2
0,_Canton Township,"_Canton Township, Precinct 23",_Canton Twp 23,756,514,10,0,3,0,722,527,14,5,2
0,_Canton Township,"_Canton Township, Precinct 24",_Canton Twp 24,821,650,14,1,1,0,798,661,12,6,4
0,_Canton Township,"_Canton Township, Precinct 25",_Canton Twp 25,893,624,12,0,3,0,852,643,12,4,3
0,_Canton Township,"_Canton Township, Precinct 26",_Canton Twp 26,963,668,9,0,3,1,924,680,11,11,3
0,_Canton Township,"_Canton Township, Precinct 27",_Canton Twp 27,873,427,12,0,4,0,850,445,2,8,2
0,_Canton Township,"_Canton Township, Precinct 28",_Canton Twp 28,809,361,7,1,1,0,777,366,9,7,1
0,_Canton Township,"_Canton Township, Precinct 29",_Canton Twp 29,908,265,9,1,3,0,867,283,10,5,3
0,_Canton Township,"_Canton Township, Precinct 3",_Canton Twp 3,1046,596,20,0,7,1,1024,584,16,19,4
0,_Canton Township,"_Canton Township, Precinct 30",_Canton Twp 30,946,481,8,3,4,0,949,455,13,9,1
0,_Canton Township,"_Canton Township, Precinct 31",_Canton Twp 31,843,366,12,1,4,0,841,344,11,13,1
0,_Canton Township,"_Canton Township, Precinct 32",_Canton Twp 32,550,143,11,1,2,0,537,140,10,7,4
0,_Canton Township,"_Canton Township, Precinct 33",_Canton Twp 33,1089,735,11,1,0,0,1052,754,8,6,4
0,_Canton Township,"_Canton Township, Precinct 34",_Canton Twp 34,1118,524,10,2,1,1,1100,523,5,6,2
0,_Canton Township,"_Canton Township, Precinct 35",_Canton Twp 35,935,605,6,0,1,0,896,625,4,6,0
0,_Canton Township,"_Canton Township, Precinct 36",_Canton Twp 36,983,441,6,0,3,1,949,448,9,7,1
0,_Canton Township,"_Canton Township, Precinct 37",_Canton Twp 37,1036,566,7,1,1,1,975,615,4,8,2
0,_Canton Township,"_Canton Township, Precinct 38",_Canton Twp 38,1040,609,6,0,4,0,984,666,6,3,0
0,_Canton Township,"_Canton Township, Precinct 39",_Canton Twp 39,686,463,6,0,1,0,650,497,6,1,1
0,_Canton Township,"_Canton Township, Precinct 4",_Canton Twp 4,671,573,17,1,1,1,653,586,5,7,3
0,_Canton Township,"_Canton Township, Precinct 40",_Canton Twp 40,708,384,4,2,2,0,675,391,10,11,3
0,_Canton Township,"_Canton Township, Precinct 5",_Canton Twp 5,1036,591,11,1,1,1,1007,597,12,5,5
0,_Canton Township,"_Canton Township, Precinct 6",_Canton Twp 6,653,266,7,1,2,0,637,270,10,6,2
0,_Canton Township,"_Canton Township, Precinct 7",_Canton Twp 7,936,754,19,2,3,0,882,785,10,8,2
0,_Canton Township,"_Canton Township, Precinct 8",_Canton Twp 8,1084,837,23,0,2,3,1007,913,5,9,0
0,_Canton Township,"_Canton Township, Precinct 9",_Canton Twp 9,1068,676,19,0,6,1,1016,700,13,16,4
0,_Carlton Township,"_Carlton Township, Precinct 1",_Carlton Twp 1,425,989,21,3,0,1,414,992,20,3,3
0,_Carmel Township,"_Carmel Township, Precinct 1",_Carmel Twp 1,645,1099,26,5,7,1,666,1043,25,13,5
0,_Caro City,"_Caro City, Precinct 1",_Caro 1,494,721,16,1,4,0,515,698,13,5,4
0,_Caro City,"_Caro City, Precinct 2",_Caro 2,291,470,17,1,3,0,314,446,7,7,1
0,_Carp Lake Township,"_Carp Lake Township, Precinct 1",_Carp Lake Twp 1,194,309,4,1,3,0,191,310,3,6,0
0,_Carp Lake Township,"_Carp Lake Township, Precinct 1",_Carp Lake Twp 1,149,234,5,0,3,0,159,223,3,2,1
0,_Carrollton Township,"_Carrollton Township, Precinct 1",_Carrollton Twp 1,688,502,14,5,5,0,716,461,15,6,2
0,_Carrollton Township,"_Carrollton Township, Precinct 2",_Carrollton Twp 2,944,736,22,3,3,2,955,687,29,18,1
0,_Carson City,"_Carson City, Precinct 1",_Carson City 1,204,342,12,2,0,0,204,335,9,2,1
0,_Cascade Township,"_Cascade Township, Precinct 1",_Cascade Twp 1,591,670,13,0,2,0,502,769,1,2,0
0,_Cascade Township,"_Cascade Township, Precinct 10",_Cascade Twp 10,498,682,21,3,7,0,432,763,3,10,0
0,_Cascade Township,"_Cascade Township, Precinct 2",_Cascade Twp 2,718,765,15,0,3,0,611,884,1,4,0
0,_Cascade Township,"_Cascade Township, Precinct 3",_Cascade Twp 3,474,543,11,1,3,3,421,608,3,4,1
0,_Cascade Township,"_Cascade Township, Precinct 4",_Cascade Twp 4,785,715,26,0,2,1,659,852,5,4,3
0,_Cascade Township,"_Cascade Township, Precinct 5",_Cascade Twp 5,910,1120,31,0,4,0,755,1289,9,9,0
0,_Cascade Township,"_Cascade Township, Precinct 6",_Cascade Twp 6,727,579,16,2,3,1,665,648,5,5,1
0,_Cascade Township,"_Cascade Township, Precinct 7",_Cascade Twp 7,516,534,7,0,1,0,469,580,3,4,1
0,_Cascade Township,"_Cascade Township, Precinct 8",_Cascade Twp 8,656,529,11,0,0,0,602,586,2,5,0
0,_Cascade Township,"_Cascade Township, Precinct 9",_Cascade Twp 9,652,574,19,0,4,1,574,658,6,10,0
0,_Casco Township,"_Casco Township, Precinct 1",_Casco Twp 1,767,865,24,3,7,0,733,889,13,12,3
0,_Casco Township,"_Casco Township, Precinct 1",_Casco Twp 1,275,732,10,2,4,2,300,681,11,10,5
0,_Casco Township,"_Casco Township, Precinct 2",_Casco Twp 2,348,937,13,3,4,0,383,873,17,5,2
0,_Case Township,"_Case Township, Precinct 1",_Case Twp 1,157,317,1,0,1,0,160,303,4,5,0
0,_Caseville City,"_Caseville City, Precinct 1",_Caseville 1,167,291,1,0,1,1,176,272,5,1,2
0,_Caseville Township,"_Caseville Township, Precinct 1",_Caseville Twp 1,486,752,13,1,1,3,490,476,3,2,5
0,_Casnovia Township,"_Casnovia Township, Precinct 1",_Casnovia Twp 1,387,1119,21,2,3,1,393,1104,9,6,2
0,_Caspian City,"_Caspian City, Precinct 1",_Caspian 1,163,244,4,0,1,0,169,236,1,4,1
0,_Castleton Township,"_Castleton Township, Precinct 1",_Castleton Twp 1,457,1038,14,1,6,1,473,989,19,10,9
0,_Cato Township,"_Cato Township, Precinct 1",_Cato Twp 1,475,1000,17,3,3,0,458,985,17,8,8
0,_Cedar Creek Township,"_Cedar Creek Township, Precinct 1",_Cedar Creek Twp 1,604,1140,14,3,9,1,612,1071,33,22,6
0,_Cedar Creek Township,"_Cedar Creek Township, Precinct 1",_Cedar Creek Twp 1,236,683,13,3,4,0,244,658,18,5,2
0,_Cedar Springs City,"_Cedar Springs City, Precinct 1",_Cedar Springs 1,558,956,30,6,2,1,533,966,20,15,5
0,_Cedar Township,"_Cedar Township, Precinct 1",_Cedar Twp 1,91,211,1,0,0,0,95,206,2,0,0
0,_Cedarville Township,"_Cedarville Township, Precinct 1",_Cedarville Twp 1,52,117,2,0,0,0,50,114,1,0,1
0,_Center Line City,"_Center Line City, Precinct 1",_Center Line 1,509,419,12,3,3,0,510,405,11,7,2
0,_Center Line City,"_Center Line City, Precinct 2",_Center Line 2,542,277,14,2,4,1,547,251,12,17,3
0,_Center Line City,"_Center Line City, Precinct 3",_Center Line 3,761,471,12,0,9,1,753,441,24,19,10
0,_Center Line City,"_Center Line City, Precinct 4",_Center Line 4,339,262,5,3,0,0,345,245,10,1,2
0,_Center Line City,"_Center Line City, Precinct 5",_Center Line 5,336,267,6,2,0,1,334,247,13,6,3
0,_Center Township,"_Center Township, Precinct 5",_Center Twp 5,135,218,5,0,2,1,131,222,1,2,4
0,_Centerville Township,"_Centerville Township, Precinct 1",_Centerville Twp 1,425,487,7,1,5,0,408,499,2,5,3
0,_Central Lake Township,"_Central Lake Township, Precinct 1",_Central Lake Twp 1,549,906,16,1,6,0,520,933,9,9,3
0,_Champion Township,"_Champion Township, Precinct 1",_Champion Twp 1,86,84,1,0,1,0,95,73,1,0,1
0,_Chandler Township,"_Chandler Township, Precinct 1",_Chandler Twp 1,44,207,2,0,0,0,59,185,4,0,0
0,_Chandler Township,"_Chandler Township, Precinct 3",_Chandler Twp 3,60,119,1,0,1,0,57,119,0,0,1
0,_Chapin Township,"_Chapin Township, Precinct 1",_Chapin Twp 1,127,352,3,1,0,1,138,321,8,2,6
0,_Charleston Township,"_Charleston Township, Precinct 1",_Charleston Twp 1,416,746,20,5,8,2,405,745,6,15,4
0,_Charlevoix City,"_Charlevoix City, Ward 1, Precinct 18",_Charlevoix 1-18,338,300,3,0,2,0,310,327,1,2,1
0,_Charlevoix City,"_Charlevoix City, Ward 2, Precinct 19",_Charlevoix 2-19,262,220,3,0,1,0,257,221,3,1,1
0,_Charlevoix City,"_Charlevoix City, Ward 3, Precinct 20",_Charlevoix 3-20,235,306,4,0,0,0,234,302,5,1,1
0,_Charlevoix Township,"_Charlevoix Township, Precinct 4",_Charlevoix Twp 4,556,583,12,1,2,0,534,608,4,3,2
0,_Charlotte City,"_Charlotte City, Ward 1, Precinct 1",_Charlotte 1-1,606,626,12,5,5,1,611,601,18,9,6
0,_Charlotte City,"_Charlotte City, Ward 1, Precinct 2",_Charlotte 1-2,435,497,13,4,2,0,437,480,13,10,1
0,_Charlotte City,"_Charlotte City, Ward 2, Precinct 1",_Charlotte 2-1,519,589,29,0,5,1,530,565,11,9,4
0,_Charlotte City,"_Charlotte City, Ward 2, Precinct 2",_Charlotte 2-2,551,657,26,3,2,2,559,617,19,13,4
0,_Charlton Township,"_Charlton Township, Precinct 1",_Charlton Twp 1,282,683,12,3,0,0,300,663,8,1,1
0,_Chase Township,"_Chase Township, Precinct 1",_Chase Twp 1,131,470,6,0,2,0,141,454,4,3,0
0,_Chassell Township,"_Chassell Township, Precinct 1",_Chassell Twp 1,365,801,27,2,6,2,384,804,8,8,2
0,_Cheboygan City,"_Cheboygan City, Precinct 1",_Cheboygan 1,71,108,5,0,1,0,65,114,2,2,0
0,_Cheboygan City,"_Cheboygan City, Precinct 2",_Cheboygan 2,680,964,29,4,5,0,682,931,22,19,6
0,_Cheboygan City,"_Cheboygan City, Precinct 3",_Cheboygan 3,110,145,2,1,2,1,106,148,5,0,1
0,_Chelsea City,"_Chelsea City, Precinct 1",_Chelsea 1,1445,689,20,1,5,1,1353,766,8,14,1
0,_Chelsea City,"_Chelsea City, Precinct 2",_Chelsea 2,1040,549,8,4,3,1,998,572,6,9,4
0,_Cherry Grove Township,"_Cherry Grove Township, Precinct 1",_Cherry Grove Twp 1,584,1079,14,0,1,0,552,1101,10,6,1
0,_Cherry Valley Township,"_Cherry Valley Township, Precinct 2",_Cherry Valley Twp 2,94,156,2,1,1,0,99,145,7,0,0
0,_Chesaning Township,"_Chesaning Township, Precinct 1",_Chesaning Twp 1,613,554,21,1,0,2,604,545,8,13,4
0,_Chesaning Township,"_Chesaning Township, Precinct 2",_Chesaning Twp 2,547,827,12,1,6,0,563,783,17,8,5
0,_Cheshire Township,"_Cheshire Township, Precinct 1",_Cheshire Twp 1,383,685,9,1,1,1,362,679,14,8,2
0,_Chester Township,"_Chester Township, Precinct 1",_Chester Twp 1,302,735,16,3,1,0,336,696,13,2,4
0,_Chester Township,"_Chester Township, Precinct 1",_Chester Twp 1,235,581,8,2,1,1,233,571,8,3,2
0,_Chester Township,"_Chester Township, Precinct 1",_Chester Twp 1,323,928,18,0,1,1,321,920,9,10,2
0,_Chesterfield Township,"_Chesterfield Township, Precinct 1",_Chesterfield Twp 1,606,949,11,1,3,0,619,889,14,15,3
0,_Chesterfield Township,"_Chesterfield Township, Precinct 10",_Chesterfield Twp 10,549,1397,16,2,3,0,552,1364,18,8,5
0,_Chesterfield Township,"_Chesterfield Township, Precinct 11",_Chesterfield Twp 11,474,809,11,0,5,1,464,763,20,11,3
0,_Chesterfield Township,"_Chesterfield Township, Precinct 12",_Chesterfield Twp 12,775,905,19,1,6,0,763,864,26,10,6
0,_Chesterfield Township,"_Chesterfield Township, Precinct 13",_Chesterfield Twp 13,746,1106,15,0,3,0,724,1067,22,16,6
0,_Chesterfield Township,"_Chesterfield Township, Precinct 14",_Chesterfield Twp 14,390,731,8,0,4,0,389,707,8,6,1
0,_Chesterfield Township,"_Chesterfield Township, Precinct 15",_Chesterfield Twp 15,687,1146,21,2,5,1,682,1122,13,10,6
0,_Chesterfield Township,"_Chesterfield Township, Precinct 16",_Chesterfield Twp 16,444,838,17,4,3,0,460,804,14,2,1
0,_Chesterfield Township,"_Chesterfield Township, Precinct 17",_Chesterfield Twp 17,628,487,18,4,2,0,620,456,13,19,7
0,_Chesterfield Township,"_Chesterfield Township, Precinct 18",_Chesterfield Twp 18,444,690,15,0,0,0,468,642,7,9,4
0,_Chesterfield Township,"_Chesterfield Township, Precinct 19",_Chesterfield Twp 19,544,760,19,2,3,1,548,727,10,8,2
0,_Chesterfield Township,"_Chesterfield Township, Precinct 2",_Chesterfield Twp 2,599,1041,17,2,4,0,596,997,22,17,4
0,_Chesterfield Township,"_Chesterfield Township, Precinct 3",_Chesterfield Twp 3,414,861,5,3,3,0,431,812,12,5,2
0,_Chesterfield Township,"_Chesterfield Township, Precinct 4",_Chesterfield Twp 4,520,762,7,0,5,0,525,725,12,12,4
0,_Chesterfield Township,"_Chesterfield Township, Precinct 5",_Chesterfield Twp 5,557,948,14,2,4,2,577,878,20,15,8
0,_Chesterfield Township,"_Chesterfield Township, Precinct 6",_Chesterfield Twp 6,480,950,12,0,3,0,508,893,9,5,0
0,_Chesterfield Township,"_Chesterfield Township, Precinct 7",_Chesterfield Twp 7,428,760,10,1,0,1,443,710,17,5,2
0,_Chesterfield Township,"_Chesterfield Township, Precinct 8",_Chesterfield Twp 8,413,788,16,0,2,2,440,739,15,8,4
0,_Chesterfield Township,"_Chesterfield Township, Precinct 9",_Chesterfield Twp 9,614,837,10,2,5,2,619,803,11,10,4
0,_Chestonia Township,"_Chestonia Township, Precinct 1",_Chestonia Twp 1,93,197,3,0,0,0,96,196,1,0,0
0,_Chikaming Township,"_Chikaming Township, Precinct 1",_Chikaming Twp 1,1163,946,17,2,7,0,1090,995,11,8,1
0,_China Township,"_China Township, Precinct 1",_China Twp 1,395,843,12,2,4,0,400,812,9,6,1
0,_China Township,"_China Township, Precinct 2",_China Twp 2,247,691,11,0,1,0,258,643,11,7,1
0,_Chippewa Township,"_Chippewa Township, Precinct 1",_Chippewa Twp 1,23,90,2,0,1,0,28,82,2,1,0
0,_Chippewa Township,"_Chippewa Township, Precinct 1",_Chippewa Twp 1,682,668,22,2,3,3,683,633,23,15,4
0,_Chippewa Township,"_Chippewa Township, Precinct 1",_Chippewa Twp 1,215,483,13,2,2,0,228,471,4,3,1
0,_Chippewa Township,"_Chippewa Township, Precinct 2",_Chippewa Twp 2,329,445,5,0,3,0,327,435,3,4,3
0,_Chocolay Township,"_Chocolay Township, Precinct 1",_Chocolay Twp 1,987,858,24,0,10,0,986,858,3,12,2
0,_Chocolay Township,"_Chocolay Township, Precinct 2",_Chocolay Twp 2,995,927,24,2,4,1,975,929,6,20,2
0,_Churchill Township,"_Churchill Township, Precinct 1",_Churchill Twp 1,278,762,10,1,4,0,314,708,8,7,3
0,_Clam Lake Township,"_Clam Lake Township, Precinct 1",_Clam Lake Twp 1,519,1037,13,0,2,0,489,1055,8,6,2
0,_Clam Union Township,"_Clam Union Township, Precinct 1",_Clam Union Twp 1,70,425,5,1,0,1,76,414,4,4,0
0,_Clare City,"_Clare City, Precinct 1",_Clare 1,623,808,17,0,9,0,607,814,10,10,4
0,_Clare City,"_Clare City, Precinct 1",_Clare 1,9,18,0,1,0,0,8,19,1,0,0
0,_Clarence Township,"_Clarence Township, Precinct 1",_Clarence Twp 1,319,856,12,2,3,1,340,810,18,5,7
0,_Clarendon Township,"_Clarendon Township, Precinct 1",_Clarendon Twp 1,149,476,5,1,1,0,151,452,6,2,3
0,_Clark Township,"_Clark Township, Precinct 1",_Clark Twp 1,546,788,15,3,3,1,543,790,7,4,3
0,_Clarkston City,"_Clarkston City, Precinct 1",_Clarkston 1,309,334,12,2,2,1,292,351,4,6,2
0,_Clawson City,"_Clawson City, Precinct 1",_Clawson 1,1196,797,21,2,6,1,1151,813,12,14,6
0,_Clawson City,"_Clawson City, Precinct 2",_Clawson 2,820,526,17,4,3,1,776,560,8,7,4
0,_Clawson City,"_Clawson City, Precinct 3",_Clawson 3,794,587,13,1,3,2,765,600,11,7,5
0,_Clawson City,"_Clawson City, Precinct 4",_Clawson 4,746,492,22,0,1,1,715,515,9,6,2
0,_Clawson City,"_Clawson City, Precinct 5",_Clawson 5,971,750,24,0,5,0,951,751,8,14,1
0,_Clay Township,"_Clay Township, Precinct 1",_Clay Twp 1,424,1261,16,2,1,0,460,1171,18,10,9
0,_Clay Township,"_Clay Township, Precinct 3",_Clay Twp 3,396,1171,9,0,1,0,428,1095,16,6,6
0,_Clay Township,"_Clay Township, Precinct 4",_Clay Twp 4,245,591,9,0,0,0,267,557,3,6,4
0,_Clay Township,"_Clay Township, Precinct 5",_Clay Twp 5,453,1270,11,3,2,1,466,1215,17,10,6
0,_Claybanks Township,"_Claybanks Township, Precinct 1",_Claybanks Twp 1,188,351,11,1,1,0,189,352,7,1,2
0,_Clayton Township,"_Clayton Township, Precinct 1",_Clayton Twp 1,163,358,3,2,1,1,177,340,7,1,3
0,_Clayton Township,"_Clayton Township, Precinct 1",_Clayton Twp 1,786,830,10,2,4,1,777,813,11,10,3
0,_Clayton Township,"_Clayton Township, Precinct 2",_Clayton Twp 2,627,678,14,0,3,1,648,628,17,6,1
0,_Clayton Township,"_Clayton Township, Precinct 3",_Clayton Twp 3,442,469,15,1,5,1,467,448,3,7,2
0,_Clayton Township,"_Clayton Township, Precinct 4",_Clayton Twp 4,356,527,19,5,3,0,362,504,16,13,2
0,_Clearwater Township,"_Clearwater Township, Precinct 1",_Clearwater Twp 1,518,1070,20,1,6,1,525,1047,18,9,3
0,_Clement Township,"_Clement Township, Precinct 1",_Clement Twp 1,183,394,2,0,0,0,209,355,4,1,2
0,_Cleon Township,"_Cleon Township, Precinct 1",_Cleon Twp 1,159,401,6,3,1,0,166,386,7,6,2
0,_Cleveland Township,"_Cleveland Township, Precinct 1",_Cleveland Twp 1,441,362,7,0,2,1,416,387,2,6,1
0,_Climax Township,"_Climax Township, Precinct 1",_Climax Twp 1,459,902,15,3,1,1,440,897,20,5,4
0,_Clinton Township,"_Clinton Township, Precinct 1",_Clinton Twp 1,302,518,6,1,2,0,292,516,7,6,2
0,_Clinton Township,"_Clinton Township, Precinct 1",_Clinton Twp 1,559,615,5,3,2,1,536,596,13,11,8
0,_Clinton Township,"_Clinton Township, Precinct 1",_Clinton Twp 1,82,221,0,2,2,1,91,207,3,0,1
0,_Clinton Township,"_Clinton Township, Precinct 10",_Clinton Twp 10,356,625,10,0,0,0,352,616,4,5,0
0,_Clinton Township,"_Clinton Township, Precinct 11",_Clinton Twp 11,727,515,13,1,3,1,729,482,22,12,6
0,_Clinton Township,"_Clinton Township, Precinct 12",_Clinton Twp 12,336,290,6,0,0,1,327,278,15,5,4
0,_Clinton Township,"_Clinton Township, Precinct 13",_Clinton Twp 13,722,742,17,3,7,0,705,704,34,19,9
0,_Clinton Township,"_Clinton Township, Precinct 14",_Clinton Twp 14,205,312,8,1,0,0,220,291,6,5,2
0,_Clinton Township,"_Clinton Township, Precinct 15",_Clinton Twp 15,460,538,12,3,1,0,457,513,18,12,3
0,_Clinton Township,"_Clinton Township, Precinct 16",_Clinton Twp 16,658,666,10,2,1,0,671,626,10,6,2
0,_Clinton Township,"_Clinton Township, Precinct 17",_Clinton Twp 17,450,581,11,0,3,0,462,539,16,10,2
0,_Clinton Township,"_Clinton Township, Precinct 18",_Clinton Twp 18,422,599,9,1,4,1,434,567,10,6,2
0,_Clinton Township,"_Clinton Township, Precinct 19",_Clinton Twp 19,429,641,4,1,2,1,420,632,8,5,3
0,_Clinton Township,"_Clinton Township, Precinct 2",_Clinton Twp 2,677,756,35,2,0,0,641,768,19,10,6
0,_Clinton Township,"_Clinton Township, Precinct 2",_Clinton Twp 2,236,323,10,0,3,0,241,300,11,8,1
0,_Clinton Township,"_Clinton Township, Precinct 20",_Clinton Twp 20,279,78,5,0,1,0,275,71,11,2,1
0,_Clinton Township,"_Clinton Township, Precinct 21",_Clinton Twp 21,459,254,5,2,2,0,446,241,14,4,4
0,_Clinton Township,"_Clinton Township, Precinct 22",_Clinton Twp 22,1000,468,12,2,4,0,983,455,17,10,4
0,_Clinton Township,"_Clinton Township, Precinct 23",_Clinton Twp 23,717,852,23,0,1,0,725,818,10,8,4
0,_Clinton Township,"_Clinton Township, Precinct 24",_Clinton Twp 24,414,514,7,1,0,0,415,493,15,5,1
0,_Clinton Township,"_Clinton Township, Precinct 25",_Clinton Twp 25,625,589,9,1,5,2,633,561,14,9,5
0,_Clinton Township,"_Clinton Township, Precinct 26",_Clinton Twp 26,609,722,14,1,3,0,602,714,11,5,3
0,_Clinton Township,"_Clinton Township, Precinct 27",_Clinton Twp 27,410,687,5,1,1,0,428,648,7,4,1
0,_Clinton Township,"_Clinton Township, Precinct 28",_Clinton Twp 28,927,382,11,1,6,0,910,355,25,16,9
0,_Clinton Township,"_Clinton Township, Precinct 29",_Clinton Twp 29,634,837,10,2,3,0,626,821,14,2,2
0,_Clinton Township,"_Clinton Township, Precinct 3",_Clinton Twp 3,748,648,18,4,6,3,736,606,36,21,6
0,_Clinton Township,"_Clinton Township, Precinct 30",_Clinton Twp 30,674,521,14,3,4,0,643,517,20,16,4
0,_Clinton Township,"_Clinton Township, Precinct 31",_Clinton Twp 31,749,793,11,1,4,0,752,734,23,18,5
0,_Clinton Township,"_Clinton Township, Precinct 32",_Clinton Twp 32,377,476,5,1,3,0,383,461,4,1,2
0,_Clinton Township,"_Clinton Township, Precinct 33",_Clinton Twp 33,1050,953,16,1,6,2,1041,919,27,10,6
0,_Clinton Township,"_Clinton Township, Precinct 34",_Clinton Twp 34,1097,568,29,3,7,1,1058,566,12,21,6
