IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MS_20140603_PRI_USS_REP_COCHRAN,USA_MS_20140603_PRI_USS_REP_MCDANIEL,USA_MS_20140603_PRI_USS_REP_CAREY
0,Rankin,Antioch,Antioch,52,76,4
0,Rankin,Brandon Central,Brandon Central,297,248,3
0,Rankin,Briar Hill,Briar Hill,76,117,2
0,Rankin,Castlewoods East,Castlewoods East,519,425,4
0,Rankin,Castlewoods West,Castlewoods West,483,399,9
0,Rankin,Cato,Cato,141,193,3
0,Rankin,City Hall,City Hall,206,204,5
0,Rankin,Clear Branch,Clear Branch,104,161,1
0,Rankin,Cleary,Cleary,285,317,4
0,Rankin,Crest Park,Crest Park,246,229,7
0,Rankin,Crossroads,Crossroads,132,131,3
0,Rankin,Cunningham Heights,Cunningham Heights,108,140,4
0,Rankin,Dry Creek,Dry Creek,114,151,4
0,Rankin,East Brandon,East Brandon,350,358,4
0,Rankin,East Crossgates,East Crossgates,637,572,6
0,Rankin,East Steen Creek,East Steen Creek,333,383,7
0,Rankin,Eldorado,Eldorado,279,260,6
0,Rankin,Fannin,Fannin,271,263,5
0,Rankin,Flowood Library,Flowood Library,374,369,6
0,Rankin,Grant's Ferry,Grant's Ferry,468,427,14
0,Rankin,Greenfield,Greenfield,211,258,11
0,Rankin,Highlands/Patrick Farms,Highlands/Patrick Farms,157,187,3
0,Rankin,Johns,Johns,98,92,1
0,Rankin,Leesburg,Leesburg,123,148,2
0,Rankin,Liberty,Liberty,339,229,2
0,Rankin,Mayton,Mayton,37,43,1
0,Rankin,Mountain Creek,Mountain Creek,56,70,2
0,Rankin,North Brandon,North Brandon,340,300,9
0,Rankin,North Mclaurin,North Mclaurin,150,159,6
0,Rankin,North Richland,North Richland,195,233,6
0,Rankin,Northeast Brandon,Northeast Brandon,462,443,11
0,Rankin,Northshore,Northshore,531,390,6
0,Rankin,Oakdale,Oakdale,400,495,7
0,Rankin,Pelahatchie,Pelahatchie,350,324,12
0,Rankin,Pisgah,Pisgah,69,67,6
0,Rankin,Puckett,Puckett,104,109,3
0,Rankin,Reservoir East,Reservoir East,440,342,5
0,Rankin,Reservoir West,Reservoir West,361,311,5
0,Rankin,Shiloh,Shiloh,53,56,3
0,Rankin,South Brandon,South Brandon,126,153,6
0,Rankin,South Mclaurin,South Mclaurin,194,183,4
0,Rankin,South Pearson,South Pearson,41,42,2
0,Rankin,South Richland,South Richland,302,373,10
0,Rankin,Springhill,Springhill,312,231,5
0,Rankin,Star,Star,108,172,3
0,Rankin,West Brandon,West Brandon,214,180,4
0,Rankin,West Crossgates,West Crossgates,546,405,11
0,Rankin,West Pearl,West Pearl,128,135,6
0,Rankin,West Steen Creek,West Steen Creek,289,323,1
0,Rankin,YMCA,YMCA,183,129,5
0,Scott,Beat 1/Harperville,Beat 1/Harperville,49,43,0
0,Scott,Beat 1/Hillsboro,Beat 1/Hillsboro,39,40,1
0,Scott,Beat 1/North Forest,Beat 1/North Forest,34,30,1
0,Scott,Beat 2/High Hill,Beat 2/High Hill,25,27,0
0,Scott,Beat 2/Homewood,Beat 2/Homewood,34,37,0
0,Scott,Beat 2/Lake,Beat 2/Lake,24,35,0
0,Scott,Beat 2/South Forest,Beat 2/South Forest,103,58,1
0,Scott,Beat 2/Usry,Beat 2/Usry,42,33,0
0,Scott,Beat 3/Cooperville,Beat 3/Cooperville,37,51,3
0,Scott,Beat 3/Eastwest Morton,Beat 3/Eastwest Morton,113,112,0
0,Scott,Beat 3/Northwest Forest,Beat 3/Northwest Forest,26,25,0
0,Scott,Beat 3/Pulaski,Beat 3/Pulaski,28,42,1
0,Scott,Beat 3/Springfield,Beat 3/Springfield,63,46,0
0,Scott,Beat 4/Clifton,Beat 4/Clifton,13,9,1
0,Scott,Beat 4/Contrell,Beat 4/Contrell,19,18,0
0,Scott,Beat 4/Frokville,Beat 4/Frokville,53,52,1
0,Scott,Beat 4/Liberty,Beat 4/Liberty,79,73,2
0,Scott,Beat 4/Ludlow,Beat 4/Ludlow,47,74,3
0,Scott,Beat 4/North Morton,Beat 4/North Morton,54,31,2
0,Scott,Beat 5/Langs Mill,Beat 5/Langs Mill,44,63,1
0,Scott,Beat 5/Northeast Forest,Beat 5/Northeast Forest,119,74,0
0,Scott,Beat 5/Salem,Beat 5/Salem,18,47,1
0,Scott,Beat 5/Sebastopol,Beat 5/Sebastopol,36,57,1
0,Scott,Beat 5/Steele,Beat 5/Steele,36,30,0
0,Sharkey,Anguilla Fifth District,Anguilla Fifth District,1,0,0
0,Sharkey,Anguilla Fourth District,Anguilla Fourth District,74,19,0
0,Sharkey,Cary Second District,Cary Second District,57,6,0
0,Sharkey,Delta City Fifth District,Delta City Fifth District,24,17,0
0,Sharkey,Rolling Fork First District,Rolling Fork First District,131,28,0
0,Sharkey,Rolling Fork Fourth District,Rolling Fork Fourth District,0,0,0
0,Sharkey,Rolling Fork Second District,Rolling Fork Second District,0,0,0
0,Sharkey,Rolling Fork Third District,Rolling Fork Third District,11,2,0
0,Sharkey,Spanish Fort First District,Spanish Fort First District,10,13,0
0,Sharkey,Straight Bayou Fourth District,Straight Bayou Fourth District,13,3,0
0,Simpson,Bowie,Bowie,34,43,0
0,Simpson,Braxton,Braxton,156,153,2
0,Simpson,Bridgeport,Bridgeport,19,25,1
0,Simpson,D'Lo,D'Lo,99,48,0
0,Simpson,Dry Creek,Dry Creek,79,116,5
0,Simpson,Fork Church,Fork Church,22,19,1
0,Simpson,Harrisville,Harrisville,125,139,3
0,Simpson,Jupiter,Jupiter,46,18,1
0,Simpson,Magee 1,Magee 1,12,11,1
0,Simpson,Magee 2,Magee 2,136,204,3
0,Simpson,Magee 4 North,Magee 4 North,129,71,3
0,Simpson,Magee 4 South,Magee 4 South,144,131,2
0,Simpson,Mendehall 3,Mendehall 3,211,147,2
0,Simpson,Mendenhall 1,Mendenhall 1,9,14,0
0,Simpson,Merit,Merit,154,93,1
0,Simpson,New Hope,New Hope,20,29,2
0,Simpson,Oak Grove,Oak Grove,59,59,2
0,Simpson,Pearl,Pearl,60,102,3
0,Simpson,Pinola,Pinola,70,33,4
0,Simpson,Saratoga,Saratoga,31,23,0
0,Simpson,Shivers,Shivers,28,23,4
0,Simpson,Sumrall,Sumrall,62,66,0
0,Simpson,Weathersby,Weathersby,33,19,0
0,Smith,Ag-Complex,Ag-Complex,63,136,2
0,Smith,Burns,Burns,35,34,0
0,Smith,Cedar Grove,Cedar Grove,15,28,0
0,Smith,Center Ridge,Center Ridge,40,112,1
0,Smith,Clear Springs-Pineville,Clear Springs-Pineville,37,75,0
0,Smith,Lorena - Spinola,Lorena - Spinola,39,52,2
0,Smith,Mize,Mize,46,144,2
0,Smith,North Raleigh,North Raleigh,63,84,3
0,Smith,Polkville - 77,Polkville - 77,56,85,4
0,Smith,Polkville - 79,Polkville - 79,17,27,0
0,Smith,Shady Grove,Shady Grove,56,124,1
0,Smith,Summerland,Summerland,29,94,1
0,Smith,Sylvarena,Sylvarena,22,66,1
0,Smith,Taylorsville,Taylorsville,102,291,1
0,Smith,Union-New Home,Union-New Home,21,142,0
0,Smith,Warren Hill,Warren Hill,12,8,0
0,Smith,West Raleigh,West Raleigh,38,72,0
0,Smith,White Oak,White Oak,46,68,4
0,Smith,Zion Hill - New Haven,Zion Hill - New Haven,61,151,0
0,Stone,American Legion,American Legion,67,48,4
0,Stone,Big Level,Big Level,132,151,11
0,Stone,Bond,Bond,18,30,4
0,Stone,Courthouse,Courthouse,128,61,2
0,Stone,Elarbee,Elarbee,56,129,7
0,Stone,Flint Creek,Flint Creek,136,162,14
0,Stone,Magnolia,Magnolia,59,106,9
0,Stone,Mchenry Fire Station,Mchenry Fire Station,108,112,11
0,Stone,Mchenry Library,Mchenry Library,45,92,4
0,Stone,New Hope,New Hope,39,40,3
0,Stone,Old Hospital,Old Hospital,142,116,2
0,Stone,Perkinston,Perkinston,51,69,5
0,Stone,Pleasant Hill,Pleasant Hill,40,39,2
0,Stone,Ten Mile,Ten Mile,66,67,2
0,Stone,Tuxechana,Tuxechana,182,203,18
0,Sunflower,11-Inverness,11-Inverness,161,48,2
0,Sunflower,12-Moorhead,12-Moorhead,46,13,1
0,Sunflower,13-Indianola #1 Southeast,13-Indianola #1 Southeast,0,0,0
0,Sunflower,21-Indianola #2 West,21-Indianola #2 West,68,23,0
0,Sunflower,22-Indianola #2 East,22-Indianola #2 East,0,0,0
0,Sunflower,31-Indianola #3 South,31-Indianola #3 South,171,73,1
0,Sunflower,32-Indianola #3 North,32-Indianola #3 North,28,21,0
0,Sunflower,33-Indianola #3 Northeast,33-Indianola #3 Northeast,65,43,0
0,Sunflower,41-Fairview-Hale,41-Fairview-Hale,22,8,0
0,Sunflower,42-Boyer-Linn,42-Boyer-Linn,42,20,0
0,Sunflower,43-Doddsville,43-Doddsville,7,2,0
0,Sunflower,44-Ruleville,44-Ruleville,20,10,0
0,Sunflower,45-Sunflower 4,45-Sunflower 4,25,9,1
0,Sunflower,51-Ruleville North,51-Ruleville North,35,16,1
0,Sunflower,52-Sunflower Plantation,52-Sunflower Plantation,14,19,0
0,Sunflower,53-Rome,53-Rome,4,10,0
0,Sunflower,54-Drew,54-Drew,66,44,0
0,Tallahatchie,Blue Cane,Blue Cane,9,6,0
0,Tallahatchie,Brazil,Brazil,0,0,0
0,Tallahatchie,Cascilla,Cascilla,27,20,0
0,Tallahatchie,Charleston Beat #1,Charleston Beat #1,33,12,2
0,Tallahatchie,Charleston Beat #2,Charleston Beat #2,62,26,1
0,Tallahatchie,Charleston Beat #3,Charleston Beat #3,36,15,0
0,Tallahatchie,Enid,Enid,29,16,0
0,Tallahatchie,Glendora,Glendora,2,3,0
0,Tallahatchie,Leverette,Leverette,6,7,0
0,Tallahatchie,Murphreesbore,Murphreesbore,20,23,1
0,Tallahatchie,Paynes,Paynes,20,13,0
0,Tallahatchie,Phillip,Phillip,11,7,0
0,Tallahatchie,Rosebloom,Rosebloom,20,24,0
0,Tallahatchie,Springhill,Springhill,32,5,3
0,Tallahatchie,Summer Beat #2,Summer Beat #2,50,18,0
0,Tallahatchie,Summer Beat #5,Summer Beat #5,6,11,0
0,Tallahatchie,Teasdale,Teasdale,29,31,0
0,Tallahatchie,Tippo,Tippo,35,7,0
0,Tallahatchie,Tutwiler,Tutwiler,8,3,0
0,Tallahatchie,Webb Beat #4,Webb Beat #4,5,4,0
0,Tallahatchie,Webb Beat #5,Webb Beat #5,14,0,0
0,Tate,Arkabutla,Arkabutla,53,96,3
0,Tate,Coldwater 3,Coldwater 3,53,92,1
0,Tate,Evansville,Evansville,9,35,0
0,Tate,Independence,Independence,86,217,3
0,Tate,Looxahoma,Looxahoma,45,115,0
0,Tate,Palestine,Palestine,29,53,0
0,Tate,Poagville 4,Poagville 4,60,121,1
0,Tate,Poagville 5,Poagville 5,29,37,3
0,Tate,Sarah,Sarah,15,16,0
0,Tate,Senatobia 1,Senatobia 1,237,261,2
0,Tate,Senatobia 2,Senatobia 2,132,167,1
0,Tate,Senatobia 3,Senatobia 3,15,16,0
0,Tate,Senatobia 4,Senatobia 4,121,124,1
0,Tate,Sherrod,Sherrod,25,51,0
0,Tate,Strayhorn 1,Strayhorn 1,23,50,1
0,Tate,Strayhorn 2,Strayhorn 2,33,54,0
0,Tate,Taylorsville,Taylorsville,4,19,0
0,Tate,Thyatira,Thyatira,26,28,0
0,Tate,Tyro,Tyro,13,37,0
0,Tate,Wyatte,Wyatte,17,36,2
0,Tippah,Blue Mountain,Blue Mountain,53,61,2
0,Tippah,Brownfield,Brownfield,18,16,0
0,Tippah,Chalybeate,Chalybeate,32,37,0
0,Tippah,Chapman,Chapman,35,50,3
0,Tippah,Clarysville,Clarysville,22,20,0
0,Tippah,Cotton Plant,Cotton Plant,3,17,0
0,Tippah,Dry Creek,Dry Creek,21,37,1
0,Tippah,Dumas,Dumas,47,67,3
0,Tippah,Falkner,Falkner,54,85,0
0,Tippah,Mitchell,Mitchell,17,33,0
0,Tippah,New Hope,New Hope,50,44,1
0,Tippah,North Falkner,North Falkner,22,24,0
0,Tippah,North Ripley,North Ripley,103,106,4
0,Tippah,Palmer,Palmer,49,58,1
0,Tippah,Peoples,Peoples,23,16,0
0,Tippah,Pine Grove,Pine Grove,14,27,1
0,Tippah,Providence,Providence,19,25,0
0,Tippah,Ripley,Ripley,110,63,1
0,Tippah,Shady Grove,Shady Grove,12,20,0
0,Tippah,Southwest Ripley,Southwest Ripley,164,85,0
0,Tippah,Spout Springs,Spout Springs,34,15,1
0,Tippah,Threeforks,Threeforks,35,60,1
0,Tippah,Tiplersville,Tiplersville,24,16,0
0,Tippah,Walnut,Walnut,70,37,0
0,Tishomingo,Belmont,Belmont,48,61,2
0,Tishomingo,Burnsville,Burnsville,68,74,1
0,Tishomingo,Coles Mill,Coles Mill,35,72,2
0,Tishomingo,Cotton Springs,Cotton Springs,28,26,1
0,Tishomingo,Dennis,Dennis,27,25,2
0,Tishomingo,East Belmont,East Belmont,41,45,0
0,Tishomingo,East Iuka,East Iuka,106,122,2
0,Tishomingo,Golden,Golden,85,48,0
0,Tishomingo,Hubbard Salem,Hubbard Salem,9,24,0
0,Tishomingo,Iuka,Iuka,93,77,2
0,Tishomingo,North Belmont,North Belmont,40,34,1
0,Tishomingo,North Burnsville,North Burnsville,31,50,0
0,Tishomingo,North Iuka,North Iuka,75,85,3
0,Tishomingo,Paden,Paden,29,21,2
0,Tishomingo,Springhill,Springhill,30,38,3
0,Tishomingo,Tishomingo,Tishomingo,86,103,6
0,Tunica,Banks/Hambrick,Banks/Hambrick,1,3,0
0,Tunica,Courthouse,Courthouse,70,24,1
0,Tunica,Evansville-Highway 61,Evansville-Highway 61,16,5,1
0,Tunica,Justice Court Building,Justice Court Building,33,13,0
0,Tunica,Mhoon Landing,Mhoon Landing,8,9,1
0,Tunica,Prichard,Prichard,7,1,0
0,Tunica,Robinsonville,Robinsonville,7,5,0
0,Tunica,Supt. Of Education,Supt. Of Education,40,8,0
0,Tunica,Tunica,Tunica,19,13,0
0,Tunica,Two-Mile Lake,Two-Mile Lake,29,4,0
0,Tunica,Watsonville,Watsonville,0,2,0
0,Tunica,West End Store,West End Store,9,2,0
0,Union,Beacon Hill,Beacon Hill,94,72,1
0,Union,Blue Springs,Blue Springs,57,80,0
0,Union,Blythe,Blythe,29,33,0
0,Union,Center,Center,61,46,4
0,Union,Central Maintenance,Central Maintenance,138,120,0
0,Union,Courthouse,Courthouse,137,67,1
0,Union,East Union,East Union,74,91,2
0,Union,Glenfield,Glenfield,94,77,2
0,Union,Hillcrest Church,Hillcrest Church,99,56,1
0,Union,Ingomar,Ingomar,81,61,0
0,Union,Jericho,Jericho,58,31,0
0,Union,Keownville,Keownville,60,54,1
0,Union,King's Chapel,King's Chapel,39,42,0
0,Union,Macedonia,Macedonia,47,32,3
0,Union,Myrtie,Myrtie,92,73,6
0,Union,NE Community College,NE Community College,187,81,3
0,Union,Pinedale,Pinedale,55,32,0
0,Union,Pleasant Ridge,Pleasant Ridge,38,35,3
0,Union,Sportsplex,Sportsplex,113,94,3
0,Union,West Union,West Union,76,54,0
0,Walthall,3rd District Tylertown,3rd District Tylertown,58,27,1
0,Walthall,4th District West,4th District West,33,43,2
0,Walthall,4th District Tylertown,4th District Tylertown,81,57,2
0,Walthall,Darbun,Darbun,18,37,1
0,Walthall,Dexter,Dexter,75,68,0
0,Walthall,Dinan,Dinan,12,28,0
0,Walthall,East Tylertown,East Tylertown,15,19,0
0,Walthall,Enon,Enon,37,41,0
0,Walthall,Hope,Hope,3,0,0
0,Walthall,Improve,Improve,34,83,1
0,Walthall,Lexie,Lexie,85,78,1
0,Walthall,Mesa,Mesa,9,8,0
0,Walthall,Midway,Midway,22,32,0
0,Walthall,North Kirklin,North Kirklin,39,29,1
0,Walthall,North Knoxo,North Knoxo,10,8,0
0,Walthall,Sartinsville,Sartinsville,21,36,0
0,Walthall,South Kirklin,South Kirklin,32,13,0
0,Walthall,South Knoxo,South Knoxo,14,15,0
0,Walthall,St Paul,St Paul,9,16,0
0,Walthall,Varnel,Varnel,58,60,3
0,Walthall,West Tylertown,West Tylertown,14,16,0
0,Warren,3-61_,3-61_,24,9,1
0,Warren,American Legion Post,American Legion Post,84,36,1
0,Warren,Auditorium,Auditorium,30,13,0
0,Warren,Beechwood,Beechwood,290,193,3
0,Warren,Bovina,Bovina,129,191,2
0,Warren,Brunswick,Brunswick,52,56,0
0,Warren,Cedar Grove,Cedar Grove,47,49,1
0,Warren,Culkin,Culkin,530,507,2
0,Warren,Elks Lodge,Elks Lodge,189,114,1
0,Warren,Goodrum,Goodrum,139,88,3
0,Warren,Jett,Jett,91,60,6
0,Warren,Kings,Kings,31,39,1
0,Warren,Moose Lodge,Moose Lodge,164,184,3
0,Warren,No. 7 Fire Station,No. 7 Fire Station,60,36,0
0,Warren,Oak Ridge,Oak Ridge,19,16,0
0,Warren,Plumbers & Pipefitters,Plumbers & Pipefitters,185,83,0
0,Warren,Redwood,Redwood,26,31,1
0,Warren,St. Aloysius,St. Aloysius,2,2,0
0,Warren,Tingleville,Tingleville,89,101,1
0,Warren,Vicksburg Junior High School,Vicksburg Junior High School,124,58,0
0,Warren,Ymca,Ymca,80,72,0
0,Warren,Yokena,Yokena,67,80,2
0,Washington,Arcola Technology Center,Arcola Technology Center,25,15,0
0,Washington,Buster Brown Community Center,Buster Brown Community Center,131,24,0
0,Washington,Covenant Presbyterian,Covenant Presbyterian,339,110,0
0,Washington,Darlove,Darlove,19,3,0
0,Washington,Elks Lodge,Elks Lodge,7,6,0
0,Washington,Extension Building,Extension Building,10,2,0
0,Washington,Glen Allan Library,Glen Allan Library,74,29,0
0,Washington,Greenville Daycare Center,Greenville Daycare Center,0,0,0
0,Washington,Greenville Industrial College,Greenville Industrial College,0,1,0
0,Washington,Hollandale City Hall,Hollandale City Hall,101,23,0
0,Washington,Lake Vista Masonic Lodge,Lake Vista Masonic Lodge,56,33,0
0,Washington,Leland Health Department,Leland Health Department,127,56,0
0,Washington,Leland Rotary Club,Leland Rotary Club,161,59,0
0,Washington,Metcalfe Municipal Building,Metcalfe Municipal Building,0,0,0
0,Washington,St. James Episcopal Church,St. James Episcopal Church,174,80,0
0,Washington,Swiftwater Baptist Church,Swiftwater Baptist Church,65,55,0
0,Washington,Tampa Drive,Tampa Drive,3,2,0
0,Washington,Ward'S Recreation Center,Ward'S Recreation Center,195,107,0
0,Washington,Washington County Convention Center,Washington County Convention Center,25,15,0
0,Wayne,Beat Four,Beat Four,45,186,6
0,Wayne,Big Rock,Big Rock,9,35,1
0,Wayne,Buckatunna,Buckatunna,26,66,0
0,Wayne,Chapparal/Diamond,Chapparal/Diamond,16,27,0
0,Wayne,Chicora,Chicora,12,74,0
0,Wayne,Clara,Clara,85,349,11
0,Wayne,Corinth,Corinth,21,77,4
0,Wayne,Denham,Denham,28,101,4
0,Wayne,Eucutta,Eucutta,10,57,1
0,Wayne,Hiwannee,Hiwannee,8,29,2
0,Wayne,Matherville/Coyt,Matherville/Coyt,11,45,3
0,Wayne,Mozingo,Mozingo,14,104,2
0,Wayne,Pleasant Grove,Pleasant Grove,27,154,1
0,Wayne,State Line,State Line,19,67,4
0,Wayne,Strengthford,Strengthford,15,63,3
0,Wayne,Waynesboro City 1,Waynesboro City 1,2,2,0
0,Wayne,Waynesboro City 2,Waynesboro City 2,52,160,4
0,Wayne,Waynesboro City 3,Waynesboro City 3,119,246,5
0,Wayne,Waynesboro City 4,Waynesboro City 4,17,48,1
0,Wayne,Waynesboro City 5,Waynesboro City 5,15,39,0
0,Wayne,Winchester,Winchester,17,77,4
0,Wayne,Yellow Creek,Yellow Creek,24,113,4
0,Webster,Bellefontaine,Bellefontaine,32,42,1
0,Webster,Big Black,Big Black,48,67,3
0,Webster,Bluff Springs,Bluff Springs,13,11,0
0,Webster,Cadaretta,Cadaretta,27,21,0
0,Webster,Clarkson,Clarkson,55,45,2
0,Webster,Cumberland,Cumberland,60,37,4
0,Webster,Eupora No. 1,Eupora No. 1,95,83,2
0,Webster,Eupora No. 2,Eupora No. 2,46,42,4
0,Webster,Eupora No. 3,Eupora No. 3,50,29,1
0,Webster,Fame,Fame,37,36,1
0,Webster,Fay,Fay,20,28,1
0,Webster,Grady,Grady,33,29,0
0,Webster,Maben,Maben,60,53,4
0,Webster,Mantee,Mantee,78,61,0
0,Webster,Mathiston,Mathiston,73,74,1
0,Webster,Tomnolen,Tomnolen,36,45,0
0,Webster,Walthall,Walthall,55,57,1
0,Wilkinson,Centreville 1st 1020,Centreville 1st 1020,8,9,0
0,Wilkinson,Centreville 3rd 3010,Centreville 3rd 3010,45,64,1
0,Wilkinson,Cold Springs 4020,Cold Springs 4020,9,21,1
0,Wilkinson,Fort Adams 2020,Fort Adams 2020,10,7,0
0,Wilkinson,Longmire 5020,Longmire 5020,23,36,1
0,Wilkinson,Woodville 5th 5010,Woodville 5th 5010,37,41,0
0,Wilkinson,Woodville 4th 4010,Woodville 4th 4010,7,2,0
0,Wilkinson,Woodville 1010,Woodville 1010,17,21,1
0,Wilkinson,Woodville 2nd 2010,Woodville 2nd 2010,5,8,0
0,Winston,American Legion,American Legion,26,15,0
0,Winston,County Agent,County Agent,19,16,1
0,Winston,East Winston,East Winston,84,61,0
0,Winston,Fairgrounds,Fairgrounds,286,191,2
0,Winston,Lovorn Tractor,Lovorn Tractor,51,38,1
0,Winston,Mars Hill,Mars Hill,36,49,0
0,Winston,Mill Creek,Mill Creek,125,85,0
0,Winston,Nanih Waiya,Nanih Waiya,142,93,2
0,Winston,New National Guard,New National Guard,61,46,3
0,Winston,Noxapater,Noxapater,84,126,3
0,Winston,Shiloh,Shiloh,56,43,1
0,Winston,Zion Ridge,Zion Ridge,15,3,0
0,Yalobusha,Beat One North,Beat One North,151,74,2
0,Yalobusha,Beat One South,Beat One South,28,39,1
0,Yalobusha,Beat Two Watar Valley,Beat Two Watar Valley,42,69,1
0,Yalobusha,Five Coffeeville,Five Coffeeville,75,87,0
0,Yalobusha,Five Scobey,Five Scobey,15,28,0
0,Yalobusha,Five Scuna - Vann'S Mill,Five Scuna - Vann'S Mill,26,22,1
0,Yalobusha,Five Tillatoba,Five Tillatoba,25,21,0
0,Yalobusha,Four Coffeeville,Four Coffeeville,23,17,0
0,Yalobusha,Four Oakland,Four Oakland,63,67,1
0,Yalobusha,Three North West,Three North West,82,76,2
0,Yalobusha,Three Sylva Rena,Three Sylva Rena,55,48,2
0,Yazoo,3-1 West,3-1 West,0,0,0
0,Yazoo,3-2 East,3-2 East,33,11,0
0,Yazoo,3-4 South,3-4 South,45,30,0
0,Yazoo,Benton,Benton,93,94,1
0,Yazoo,Center Ridge,Center Ridge,92,51,2
0,Yazoo,Deasonville,Deasonville,65,36,0
0,Yazoo,Dover,Dover,37,55,0
0,Yazoo,East Bentonia,East Bentonia,54,46,1
0,Yazoo,East Midway,East Midway,24,18,0
0,Yazoo,Eden,Eden,30,35,0
0,Yazoo,Free Run,Free Run,35,34,1
0,Yazoo,Fugates,Fugates,62,58,1
0,Yazoo,Harttown,Harttown,20,5,1
0,Yazoo,Holly Bluff,Holly Bluff,37,24,0
0,Yazoo,Jonestown,Jonestown,0,0,0
0,Yazoo,Lake City,Lake City,45,21,0
0,Yazoo,Mechanicsburg,Mechanicsburg,96,120,1
0,Yazoo,Robinette,Robinette,49,62,1
0,Yazoo,Satartia,Satartia,13,8,0
0,Yazoo,Valley,Valley,29,32,1
0,Yazoo,Ward 2,Ward 2,133,50,0
0,Yazoo,Ward 4,Ward 4,161,55,0
0,Yazoo,Ward 5,Ward 5,4,3,0
0,Yazoo,West Bentonia,West Bentonia,38,54,3
0,Yazoo,West Midway,West Midway,27,34,0
0,Yazoo,Zion,Zion,39,42,0
