IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_AR_20161108_GEN_PRE_REP_TRUMP,USA_AR_20161108_GEN_PRE_DEM_CLINTON,USA_AR_20161108_GEN_PRE_LIB_JOHNSON,USA_AR_20161108_GEN_PRE_BET_MCMULLIN,USA_AR_20161108_GEN_PRE_GRE_STEIN,USA_AR_20161108_GEN_PRE_IND_HEDGES,USA_AR_20161108_GEN_PRE_CON_CASTLE,USA_AR_20161108_GEN_PRE_IND_KAHN,USA_AR_20161108_GEN_USS_REP_BOOZMAN,USA_AR_20161108_GEN_USS_DEM_ELDRIDGE,USA_AR_20161108_GEN_USS_LIB_GILBERT,USA_AR_20161108_GEN_USS_OTH_WRITEIN
0,_Cross,_Hickory Ridge Township,_Hickory Ridge Township,90,14,1,2,0,2,0,1,89,16,1,0
0,_Cross,_Mitchell,_Mitchell,138,35,2,0,0,0,3,1,140,34,3,0
0,_Cross,_Parkin Ward 1,_Parkin Ward 1,47,111,3,0,3,1,0,1,50,100,3,0
0,_Cross,_Parkin Ward 2,_Parkin Ward 2,20,91,0,1,2,1,3,0,23,81,2,0
0,_Cross,_Parkin Ward 3,_Parkin Ward 3,8,94,1,0,0,2,0,0,10,86,0,0
0,_Cross,_Searcy,_Searcy,415,78,12,0,2,4,6,2,394,87,24,1
0,_Cross,_Smith,_Smith,673,92,11,2,4,3,1,0,627,121,20,2
0,_Cross,_Twist,_Twist,2,1,0,0,0,0,0,0,2,0,0,0
0,_Cross,_Tyronza,_Tyronza,38,22,0,0,1,1,0,1,39,22,0,0
0,_Cross,_Wynne Township,_Wynne Township,510,124,2,4,1,6,2,1,499,126,19,0
0,_Cross,_Wynne Ward 1,_Wynne Ward 1,383,161,7,3,3,11,3,4,383,150,26,0
0,_Cross,_Wynne Ward 2,_Wynne Ward 2,503,169,20,3,0,6,5,7,495,178,25,0
0,_Cross,_Wynne Ward 3,_Wynne Ward 3,148,230,4,1,0,4,2,1,139,216,14,0
0,_Cross,_Wynne Ward 4,_Wynne Ward 4,102,367,10,1,1,4,5,4,118,340,11,1
0,_Cross,_Wynne Ward 5,_Wynne Ward 5,695,216,17,8,4,3,5,5,686,222,23,4
0,_Dallas,_District 1 (101),_District 1 (101),28,178,1,2,0,3,0,0,41,158,3,0
0,_Dallas,_District 2 (201),_District 2 (201),82,201,2,3,2,0,0,0,80,186,13,0
0,_Dallas,_District 3 (301),_District 3 (301),41,131,3,4,1,0,0,0,44,122,7,0
0,_Dallas,_District 4 (401),_District 4 (401),192,114,4,4,2,2,0,3,176,120,12,1
0,_Dallas,_District 5 (501/503),_District 5 (501/503),247,103,4,3,0,4,4,2,230,116,14,0
0,_Dallas,_District 6 (601/602/603),_District 6 (601/602/603),96,181,2,4,1,0,2,2,102,166,10,0
0,_Dallas,_District 7 (701/704/703),_District 7 (701/704/703),169,136,2,4,1,2,1,1,162,130,11,0
0,_Dallas,_District 8 (801/802),_District 8 (801/802),304,59,4,2,1,2,1,0,277,85,7,0
0,_Dallas,_District 9 (901/902),_District 9 (901/902),350,62,4,2,4,0,0,2,317,88,11,0
0,_Desha,_Bowie Rural,_Bowie Rural,39,20,1,0,0,0,0,1,37,22,0,0
0,_Desha,_Clayton,_Clayton,47,49,0,1,1,0,1,0,44,53,3,0
0,_Desha,_Dumas Ward 1,_Dumas Ward 1,84,195,6,0,0,2,0,0,75,192,5,0
0,_Desha,_Dumas Ward 2,_Dumas Ward 2,40,295,1,4,0,5,0,0,59,260,11,0
0,_Desha,_Dumas Ward 3,_Dumas Ward 3,195,184,6,4,0,1,1,1,164,206,7,0
0,_Desha,_Dumas Ward 4,_Dumas Ward 4,174,304,4,3,2,0,1,2,160,303,3,0
0,_Desha,_Franklin,_Franklin,80,79,3,2,0,0,0,0,62,88,5,0
0,_Desha,_Halley,_Halley,59,15,0,0,0,0,0,1,51,18,1,0
0,_Desha,_Jefferson,_Jefferson,60,22,3,1,0,0,0,0,53,30,0,0
0,_Desha,_Mcghee Ward 1,_Mcghee Ward 1,384,147,7,3,0,0,0,0,335,173,15,0
0,_Desha,_Mcghee Ward 2,_Mcghee Ward 2,304,231,3,3,1,2,2,4,258,258,13,1
0,_Desha,_Mcghee Ward 3,_Mcghee Ward 3,59,280,3,2,0,1,0,1,77,246,7,0
0,_Desha,_Mississippi,_Mississippi,7,3,0,0,0,0,0,0,5,4,1,0
0,_Desha,_Mitchellville,_Mitchellville,0,129,1,0,0,0,2,1,10,111,0,0
0,_Desha,_Randolph Rural,_Randolph Rural,26,21,0,0,0,0,0,0,25,18,1,0
0,_Desha,_Red Fork,_Red Fork,114,75,4,3,0,1,1,3,91,91,10,0
0,_Desha,_Reed City,_Reed City,3,79,0,0,0,0,0,0,4,70,0,0
0,_Desha,_Richland,_Richland,95,26,2,0,0,0,0,2,89,29,5,0
0,_Desha,_Silver Lake,_Silver Lake,97,53,0,0,0,0,0,0,86,58,4,0
0,_Desha,_Tillar City,_Tillar City,5,2,0,0,0,0,0,0,4,3,0,0
0,_Desha,_Walnut Lake,_Walnut Lake,47,19,0,0,0,0,0,0,38,23,4,0
0,_Drew,_Collins,_Collins,79,30,5,1,0,3,0,0,73,36,8,1
0,_Drew,_Enon,_Enon,135,20,0,2,1,1,0,2,123,32,4,1
0,_Drew,_Jerome,_Jerome,22,7,0,0,0,0,0,0,21,4,1,0
0,_Drew,_Lacey,_Lacey,190,60,5,1,4,1,3,1,167,77,8,0
0,_Drew,_Marion North Box 1,_Marion North Box 1,476,235,11,3,5,6,1,5,435,252,27,0
0,_Drew,_Marion North Box 2,_Marion North Box 2,298,99,9,2,2,0,0,2,264,121,15,1
0,_Drew,_Marion South,_Marion South,476,98,11,2,2,0,0,2,426,125,17,0
0,_Drew,_Monticello Ward 1,_Monticello Ward 1,197,402,4,7,5,3,4,4,200,375,20,2
0,_Drew,_Monticello Ward 2,_Monticello Ward 2,700,302,22,5,2,5,0,3,654,333,21,0
0,_Drew,_Monticello Ward 3,_Monticello Ward 3,257,337,11,7,7,2,4,1,259,294,31,0
0,_Drew,_Monticello Ward 4,_Monticello Ward 4,339,277,19,3,10,2,4,1,341,258,24,0
0,_Drew,_Ozment,_Ozment,112,29,2,1,0,0,0,0,98,32,9,0
0,_Drew,_Plantersville,_Plantersville,178,39,1,1,3,1,0,0,161,53,4,0
0,_Drew,_Selma,_Selma,166,103,5,0,0,1,1,0,151,107,5,0
0,_Drew,_Tillar,_Tillar,51,27,1,0,0,1,0,0,43,31,2,0
0,_Drew,_Wilmar,_Wilmar,282,227,5,2,1,1,1,3,276,215,11,0
0,_Drew,_Winchester,_Winchester,10,73,0,1,1,1,0,0,9,68,1,0
0,_Faulkner,_Benedict,_Benedict,270,71,5,2,2,5,1,2,219,115,17,1
0,_Faulkner,_Benton,_Benton,294,52,13,3,2,0,1,1,247,86,18,0
0,_Faulkner,_Bristol,_Bristol,85,33,2,1,0,2,0,0,71,43,5,0
0,_Faulkner,_California,_California,636,151,19,13,7,4,1,1,551,229,40,4
0,_Faulkner,_Clifton,_Clifton,1125,278,30,23,16,4,6,3,1044,352,70,1
0,_Faulkner,_Conway 1-C-North,_Conway 1-C-North,176,248,31,10,10,1,0,3,186,245,31,2
0,_Faulkner,_Conway 1-C-South,_Conway 1-C-South,590,467,73,28,20,6,6,2,585,501,85,1
0,_Faulkner,_Conway 1E-East,_Conway 1E-East,845,690,62,49,30,6,7,4,816,758,95,5
0,_Faulkner,_Conway 1E-West,_Conway 1E-West,950,508,44,33,18,3,6,4,941,560,47,1
0,_Faulkner,_Conway 2A,_Conway 2A,693,1082,79,31,31,6,6,1,657,1128,98,5
0,_Faulkner,_Conway 2B,_Conway 2B,371,503,57,31,19,5,3,5,381,530,69,9
0,_Faulkner,_Conway 2C,_Conway 2C,415,485,36,33,12,3,4,2,427,488,48,3
0,_Faulkner,_Conway 3A,_Conway 3A,823,558,47,32,11,3,8,3,815,576,65,2
0,_Faulkner,_Conway 3B,_Conway 3B,286,143,25,9,5,2,2,2,294,153,18,2
0,_Faulkner,_Conway 3C-East,_Conway 3C-East,639,541,67,43,20,3,4,4,634,586,71,7
0,_Faulkner,_Conway 3C-West,_Conway 3C-West,653,406,40,46,7,2,6,1,671,433,41,0
0,_Faulkner,_Conway 3D,_Conway 3D,974,487,63,41,11,6,9,6,983,537,57,2
0,_Faulkner,_Conway 3E,_Conway 3E,457,223,16,6,6,1,1,2,462,220,23,2
0,_Faulkner,_Conway 3F,_Conway 3F,576,239,28,15,5,3,1,0,581,260,20,0
0,_Faulkner,_Conway 3G,_Conway 3G,260,178,25,5,4,1,1,1,264,176,23,2
0,_Faulkner,_Conway 4A,_Conway 4A,557,443,56,22,21,2,9,3,571,458,69,2
0,_Faulkner,_Conway 4B,_Conway 4B,291,367,36,30,20,3,6,1,307,399,42,1
0,_Faulkner,_Conway 4C,_Conway 4C,616,614,44,17,19,6,11,4,590,665,57,3
0,_Faulkner,_Conway 4D,_Conway 4D,215,417,35,9,17,1,2,2,225,400,53,1
0,_Faulkner,_Conway 4E,_Conway 4E,766,563,56,27,24,5,4,3,796,570,53,0
0,_Faulkner,_Conway 4F,_Conway 4F,855,400,56,41,9,3,0,7,846,455,53,1
0,_Faulkner,_Cypress,_Cypress,951,165,33,12,7,5,5,7,851,251,64,4
0,_Faulkner,_Danley City,_Danley City,507,239,26,6,7,1,6,1,435,291,42,0
0,_Faulkner,_Danley Rural,_Danley Rural,586,329,26,12,8,8,5,5,527,370,53,0
0,_Faulkner,_Eagle,_Eagle,805,187,25,14,5,3,5,3,745,245,51,0
0,_Faulkner,_East Cadron A,_East Cadron A,1220,405,75,25,17,7,7,10,1144,490,99,4
0,_Faulkner,_East Cadron B,_East Cadron B,805,441,34,19,18,4,17,3,719,533,68,2
0,_Faulkner,_East Cadron C,_East Cadron C,593,359,26,15,9,3,2,2,577,370,31,3
0,_Faulkner,_East Fork,_East Fork,888,222,28,21,9,6,15,4,814,306,45,1
0,_Faulkner,_Enola,_Enola,254,37,11,2,1,4,3,2,210,74,22,0
0,_Faulkner,_Hardin City - East,_Hardin City - East,971,169,46,8,11,5,2,7,867,258,70,3
0,_Faulkner,_Hardin City- West,_Hardin City- West,631,111,25,8,8,3,5,2,557,184,37,0
0,_Faulkner,_Hardin Rural,_Hardin Rural,733,153,31,11,6,10,9,5,663,230,47,0
0,_Faulkner,_Harve,_Harve,256,63,10,9,4,0,1,0,246,82,13,1
0,_Faulkner,_Matthews,_Matthews,330,58,7,1,0,1,0,1,268,97,27,0
0,_Faulkner,_Mountain,_Mountain,109,20,1,0,0,0,0,1,88,29,11,0
0,_Faulkner,_Mt Vernon,_Mt Vernon,157,52,6,4,2,0,0,0,133,80,5,0
0,_Faulkner,_Newton,_Newton,251,57,5,0,3,5,2,2,224,87,9,1
0,_Faulkner,_Palarm,_Palarm,1284,276,54,17,18,3,3,6,1164,397,73,0
0,_Faulkner,_Pine Mountain,_Pine Mountain,639,513,57,12,14,3,4,1,597,565,54,3
0,_Faulkner,_Union,_Union,699,130,17,6,3,3,1,2,612,193,36,2
0,_Faulkner,_Vilonia,_Vilonia,1344,187,54,30,9,7,5,3,1233,308,79,2
0,_Faulkner,_Walker,_Walker,296,114,6,0,1,2,2,1,250,139,16,1
0,_Faulkner,_West Cadron,_West Cadron,109,93,4,0,2,0,0,2,99,96,12,0
0,_Faulkner,_Wilson,_Wilson,510,102,23,6,3,7,6,5,445,172,34,1
0,_Franklin,_1-A,_1-A,211,81,11,4,3,0,0,2,207,78,19,0
0,_Franklin,_1-B,_1-B,256,77,8,1,4,1,0,3,243,89,13,0
0,_Franklin,_1-C,_1-C,5,1,0,0,0,0,0,0,6,0,0,0
0,_Franklin,_2-A,_2-A,272,93,15,5,3,1,0,3,247,118,18,0
0,_Franklin,_2-B,_2-B,80,11,4,1,0,0,0,1,72,24,2,0
0,_Franklin,_2-C,_2-C,24,1,2,0,0,0,0,1,19,5,3,0
0,_Franklin,_2-D,_2-D,39,5,1,1,0,1,0,0,37,10,0,0
0,_Franklin,_2-E,_2-E,109,45,4,3,0,0,0,2,106,42,10,1
0,_Franklin,_3-A,_3-A,178,46,4,0,1,0,0,1,145,76,8,0
0,_Franklin,_3-B,_3-B,59,11,6,1,2,0,0,2,61,13,7,0
0,_Franklin,_3-C,_3-C,98,37,2,1,0,0,0,0,93,36,5,0
0,_Franklin,_3-D,_3-D,176,27,2,5,0,0,2,0,158,42,10,0
0,_Franklin,_3-E,_3-E,7,5,2,0,0,0,0,0,9,5,1,0
0,_Franklin,_3-F,_3-F,81,14,4,0,0,0,1,0,68,21,6,0
0,_Franklin,_4-A,_4-A,150,44,10,4,1,1,0,0,136,63,13,0
0,_Franklin,_4-B,_4-B,144,25,2,4,0,3,1,1,130,39,9,0
0,_Franklin,_4-C,_4-C,40,20,0,0,1,0,0,0,42,16,4,0
0,_Franklin,_4-D,_4-D,300,76,16,5,0,2,5,0,285,92,17,0
0,_Franklin,_5-A,_5-A,303,87,4,4,2,1,0,1,276,110,14,0
0,_Franklin,_5-B,_5-B,29,4,1,0,0,0,0,0,27,6,1,0
0,_Franklin,_5-C,_5-C,326,77,3,1,3,1,3,1,319,87,7,0
0,_Franklin,_6-A,_6-A,175,45,6,3,1,1,1,1,150,66,13,0
0,_Franklin,_6-B,_6-B,155,57,6,0,0,1,2,2,152,63,8,1
0,_Franklin,_6-C,_6-C,47,17,3,0,0,0,0,1,50,15,5,0
0,_Franklin,_6-D,_6-D,23,1,0,0,1,0,0,0,20,4,0,0
0,_Franklin,_7-A,_7-A,102,25,4,1,0,0,0,0,90,33,7,1
0,_Franklin,_7-B,_7-B,120,22,0,0,2,2,0,0,118,25,4,0
0,_Franklin,_7-C,_7-C,255,44,6,0,2,0,2,2,221,73,16,1
0,_Franklin,_7-D,_7-D,174,36,9,5,1,0,1,0,169,48,6,0
0,_Franklin,_8-A,_8-A,65,32,3,1,0,0,1,0,73,25,3,0
0,_Franklin,_8-B,_8-B,216,58,4,2,1,0,0,0,193,76,9,1
0,_Franklin,_8-C,_8-C,116,26,4,1,0,2,2,0,111,37,6,0
0,_Franklin,_8-D,_8-D,143,35,4,4,1,1,2,0,141,42,8,0
0,_Franklin,_8-E,_8-E,17,9,0,0,1,0,0,1,20,8,0,0
0,_Franklin,_8-F,_8-F,14,6,1,0,0,0,0,0,14,7,1,0
0,_Franklin,_8-G,_8-G,3,3,0,0,0,0,0,0,1,5,0,0
0,_Franklin,_9-A,_9-A,288,82,10,6,2,1,5,0,280,97,14,0
0,_Franklin,_9-B,_9-B,155,71,12,3,2,2,1,2,172,73,4,0
0,_Franklin,_9-C,_9-C,84,20,4,1,0,0,0,0,88,21,4,0
0,_Fulton,_Afton,_Afton,128,49,1,2,1,1,0,2,120,51,7,0
0,_Fulton,_Benton / Union,_Benton / Union,767,316,29,7,13,4,3,5,744,313,46,0
0,_Fulton,_Cherokee Village,_Cherokee Village,259,95,8,2,1,2,2,1,267,77,21,0
0,_Fulton,_Cleveland,_Cleveland,139,27,5,1,1,1,1,0,129,28,8,0
0,_Fulton,_Fulton / Mt Calm,_Fulton / Mt Calm,421,79,10,0,6,1,4,4,377,82,30,0
0,_Fulton,_Mammoth Spring,_Mammoth Spring,486,141,16,2,3,2,2,3,446,148,30,0
0,_Fulton,_Myatt,_Myatt,57,20,3,1,0,0,2,1,56,19,5,0
0,_Fulton,_Pleasant Ridge,_Pleasant Ridge,304,98,5,3,2,3,0,2,284,95,22,0
0,_Fulton,_Southfork / Wilson,_Southfork / Wilson,250,85,2,0,3,0,1,3,231,74,17,0
0,_Fulton,_Strawberry,_Strawberry,242,55,15,5,5,1,1,1,208,69,23,0
0,_Fulton,_Vidette / Big Creek,_Vidette / Big Creek,290,58,11,1,5,2,1,0,275,57,18,0
0,_Fulton,_Washington,_Washington,128,44,2,3,1,2,1,0,117,46,5,0
0,_Garland,_101,_101,458,107,6,10,2,2,5,3,402,158,24,2
0,_Garland,_102,_102,422,88,13,1,6,3,2,5,373,134,25,2
0,_Garland,_103,_103,739,317,33,6,17,9,2,3,673,380,59,4
0,_Garland,_104,_104,293,130,10,8,4,5,3,3,252,166,28,1
0,_Garland,_11,_11,346,334,27,5,15,4,2,6,330,354,40,2
0,_Garland,_111,_111,217,57,3,3,3,3,3,2,190,83,11,0
0,_Garland,_112,_112,133,27,1,0,0,0,0,1,115,37,5,1
0,_Garland,_113,_113,1241,444,39,11,8,9,8,5,1171,511,51,3
0,_Garland,_114,_114,1073,432,28,8,8,9,3,13,1024,478,52,2
0,_Garland,_115,_115,245,136,4,5,1,1,3,1,244,136,13,0
0,_Garland,_12,_12,271,378,28,14,27,16,4,8,255,426,54,0
0,_Garland,_121,_121,431,182,23,6,6,6,2,5,382,234,31,0
0,_Garland,_122,_122,762,277,22,8,18,8,4,8,671,360,54,2
0,_Garland,_123,_123,464,94,15,3,6,2,1,1,418,144,20,0
0,_Garland,_124,_124,0,0,0,0,0,0,0,0,0,0,0,0
0,_Garland,_125,_125,99,43,1,7,1,1,1,0,105,43,3,0
0,_Garland,_13,_13,302,208,13,10,2,5,3,3,305,208,18,3
0,_Garland,_131,_131,276,106,16,5,6,3,0,1,246,147,19,1
0,_Garland,_132,_132,1205,455,31,12,8,13,3,8,1230,467,33,1
0,_Garland,_133,_133,1025,261,40,7,14,13,5,4,904,369,76,3
0,_Garland,_134,_134,210,58,13,0,3,3,2,0,180,95,11,1
0,_Garland,_14,_14,519,116,16,5,7,3,1,3,461,178,30,1
0,_Garland,_21,_21,232,467,25,13,13,6,5,5,229,473,42,0
0,_Garland,_22,_22,146,520,17,18,6,8,9,8,158,525,34,2
0,_Garland,_23,_23,115,45,1,0,1,1,0,3,105,56,6,0
0,_Garland,_24,_24,16,7,1,0,1,1,3,0,11,15,3,0
0,_Garland,_31,_31,32,11,0,0,0,0,0,0,31,8,2,0
0,_Garland,_32,_32,320,179,8,9,6,4,5,1,305,206,14,1
0,_Garland,_33,_33,475,484,25,10,21,13,5,5,433,526,65,6
0,_Garland,_34,_34,272,340,15,10,13,5,2,2,248,369,32,1
0,_Garland,_41,_41,442,314,22,12,8,4,3,3,429,335,35,0
0,_Garland,_42,_42,565,426,19,20,9,4,6,3,545,454,43,2
0,_Garland,_43,_43,428,189,13,3,9,2,3,1,369,237,31,2
0,_Garland,_44,_44,530,326,22,8,5,2,0,2,512,348,26,2
0,_Garland,_51,_51,64,111,10,4,4,4,1,1,69,111,10,3
0,_Garland,_52,_52,144,114,5,0,10,1,1,3,133,121,15,1
0,_Garland,_53,_53,626,354,16,8,10,4,8,7,555,430,40,1
0,_Garland,_54,_54,1022,459,44,18,4,12,6,6,951,536,72,4
0,_Garland,_61,_61,148,57,2,3,7,0,0,0,135,74,8,0
0,_Garland,_62,_62,162,105,8,4,3,0,0,0,160,112,7,0
0,_Garland,_63,_63,968,430,56,16,14,16,7,4,910,516,66,6
0,_Garland,_64,_64,892,432,35,13,7,10,7,5,862,491,40,2
0,_Garland,_65,_65,34,20,0,0,0,2,0,0,32,24,0,0
0,_Garland,_71,_71,218,82,9,7,3,3,1,1,197,99,20,0
0,_Garland,_72,_72,604,248,26,8,5,3,2,3,579,273,38,3
0,_Garland,_73,_73,720,282,21,13,3,1,8,1,670,330,40,0
0,_Garland,_74,_74,1143,478,45,19,9,9,4,6,1107,521,57,3
0,_Garland,_81,_81,268,60,6,5,6,0,3,5,234,102,13,0
0,_Garland,_82,_82,1070,310,31,7,8,10,3,5,967,411,58,1
0,_Garland,_83,_83,777,236,23,7,7,9,4,6,713,303,43,0
0,_Garland,_84,_84,490,131,14,4,3,8,4,4,437,186,25,4
0,_Garland,_91,_91,323,96,23,5,6,3,3,2,298,134,27,1
0,_Garland,_92,_92,611,147,16,3,5,2,2,0,542,221,22,0
0,_Garland,_93,_93,938,405,30,14,14,8,5,4,880,487,41,2
0,_Garland,_94,_94,478,160,13,4,2,4,4,2,448,195,18,2
0,_Garland,_95,_95,83,36,6,0,3,2,0,1,77,48,5,0
0,_Grant,_Calvert,_Calvert,523,72,16,7,0,2,1,6,437,152,25,0
0,_Grant,_Darysaw,_Darysaw,195,101,3,1,0,0,1,1,151,125,14,0
0,_Grant,_Davis,_Davis,116,19,1,4,1,3,2,4,112,28,6,0
0,_Grant,_Dekalb 1,_Dekalb 1,99,21,3,1,1,0,0,1,86,29,9,0
0,_Grant,_Dekalb Tull 2,_Dekalb Tull 2,154,49,8,0,1,0,1,0,121,51,36,1
0,_Grant,_Fenter,_Fenter,262,52,11,2,0,2,2,2,227,81,14,0
0,_Grant,_Franklin,_Franklin,105,18,2,1,0,0,1,0,92,34,3,0
0,_Grant,_Madison,_Madison,216,43,5,0,2,2,0,0,178,67,13,0
0,_Grant,_Merry Green 1,_Merry Green 1,483,102,7,1,1,0,2,2,423,147,18,0
0,_Grant,_Merry Green 2,_Merry Green 2,389,84,17,2,2,2,3,2,349,116,20,0
0,_Grant,_River,_River,377,125,8,1,6,2,2,0,314,165,22,0
0,_Grant,_Sheridan Ward 1,_Sheridan Ward 1,512,138,21,4,2,0,1,2,473,164,27,0
0,_Grant,_Sheridan Ward 2,_Sheridan Ward 2,453,138,17,5,3,1,3,2,413,169,27,1
0,_Grant,_Sheridan Ward 3,_Sheridan Ward 3,363,141,18,3,2,4,1,2,332,157,28,0
0,_Grant,_Simpson,_Simpson,421,77,13,4,3,1,8,1,365,121,35,0
0,_Grant,_Simpson 2,_Simpson 2,324,46,11,1,2,0,0,2,294,65,17,0
0,_Grant,_Tennessee,_Tennessee,181,41,6,3,1,0,5,3,164,56,13,0
0,_Grant,_Washington,_Washington,552,106,10,11,3,2,3,2,484,150,34,1
0,_Greene,_Blue Cane,_Blue Cane,9,2,0,0,0,0,0,0,7,2,1,0
0,_Greene,_Breckenridge,_Breckenridge,228,62,6,1,1,1,1,1,189,78,22,0
0,_Greene,_Bryan,_Bryan,39,11,2,0,0,2,0,0,35,16,1,0
0,_Greene,_Cache,_Cache,375,98,9,1,2,6,4,1,322,126,35,1
0,_Greene,_Clark,_Clark,45,17,0,0,2,0,0,0,35,20,6,0
0,_Greene,_Collier,_Collier,81,35,2,0,2,1,0,1,75,32,7,0
0,_Greene,_Crowley,_Crowley,80,17,7,1,0,1,0,0,63,30,9,0
0,_Greene,_Delaplaine - Jones,_Delaplaine - Jones,25,6,1,0,0,1,0,0,22,9,0,0
0,_Greene,_Evening Shade,_Evening Shade,4,1,0,0,0,0,0,0,3,1,0,0
0,_Greene,_Friendship,_Friendship,306,65,9,4,3,2,0,1,268,83,16,0
0,_Greene,_Hays,_Hays,25,4,1,0,0,0,0,0,20,7,0,0
0,_Greene,_Hopewell,_Hopewell,113,21,0,1,0,0,0,0,97,29,1,0
0,_Greene,_Hurricane,_Hurricane,151,64,4,1,0,1,0,0,138,64,11,0
0,_Greene,_Jones,_Jones,61,27,2,0,0,1,0,1,49,33,4,0
0,_Greene,_Lafe/Breckenridge,_Lafe/Breckenridge,61,31,6,1,2,3,0,0,58,31,9,0
0,_Greene,_Lake,_Lake,52,13,0,0,0,1,0,0,39,22,1,0
0,_Greene,_Mainshore,_Mainshore,68,20,1,2,0,1,0,0,64,18,4,0
0,_Greene,_Marmaduke/Hurricane,_Marmaduke/Hurricane,219,81,10,4,3,6,1,0,200,79,18,0
0,_Greene,_Oak Grove/Union,_Oak Grove/Union,278,59,11,2,2,3,0,0,234,81,27,0
0,_Greene,_Poland,_Poland,539,77,13,3,1,2,4,1,487,97,33,0
0,_Greene,_Reynolds,_Reynolds,16,5,0,0,0,0,0,0,14,7,0,0
0,_Greene,_Salem,_Salem,242,59,6,2,1,3,6,1,227,68,16,0
0,_Greene,_Shady Grove,_Shady Grove,42,13,3,1,1,2,0,0,43,13,5,0
0,_Greene,_Spring Grove,_Spring Grove,283,56,14,3,3,1,1,0,253,75,23,0
0,_Greene,_St. Francis,_St. Francis,337,53,7,6,0,3,0,0,314,62,22,0
0,_Greene,_Sugar Creek,_Sugar Creek,242,58,7,0,1,2,1,0,210,80,11,1
0,_Greene,_Union,_Union,487,120,13,3,9,5,1,3,423,150,33,0
0,_Greene,_Walnut Corner,_Walnut Corner,14,5,0,2,0,0,0,0,13,4,1,0
0,_Greene,_Ward 1,_Ward 1,997,313,45,15,4,3,2,2,960,318,61,2
0,_Greene,_Ward 1A,_Ward 1A,903,265,40,12,7,12,5,3,886,260,58,1
0,_Greene,_Ward 2,_Ward 2,1107,459,54,14,15,12,3,5,1031,479,93,0
0,_Greene,_Ward 2A,_Ward 2A,589,145,21,14,9,2,2,3,547,165,45,1
0,_Greene,_Ward 3,_Ward 3,594,278,43,11,15,5,1,8,537,274,89,0
0,_Greene,_Ward 3A,_Ward 3A,10,2,0,2,0,0,0,0,10,3,1,0
0,_Greene,_Ward 4,_Ward 4,1176,306,29,15,8,10,1,3,1110,333,61,0
0,_Greene,_Ward 4A,_Ward 4A,807,197,34,15,5,5,2,2,750,226,60,0
0,_Greene,_Ward 4B,_Ward 4B,14,7,1,0,0,0,0,0,12,6,1,0
0,_Greene,_Ward 4C,_Ward 4C,101,19,3,2,1,1,0,1,97,24,4,0
0,_Hempstead,_Bingen,_Bingen,260,45,3,1,0,1,1,0,247,44,11,0
0,_Hempstead,_Blevins,_Blevins,288,61,3,2,0,0,2,1,256,75,9,0
0,_Hempstead,_Columbus,_Columbus,48,54,2,1,1,1,0,0,45,49,7,0
0,_Hempstead,_Crossroads,_Crossroads,80,31,0,1,0,1,1,1,68,36,4,0
0,_Hempstead,_DeAnn,_DeAnn,179,40,10,3,1,0,0,0,162,46,12,0
0,_Hempstead,_Fulton,_Fulton,87,96,4,3,0,1,1,0,76,88,12,0
0,_Hempstead,_Guernsey,_Guernsey,99,39,2,2,1,1,2,1,92,42,5,2
0,_Hempstead,_Hope 1,_Hope 1,236,348,8,4,1,5,6,2,221,325,11,0
0,_Hempstead,_Hope 2,_Hope 2,69,311,4,2,2,2,2,0,76,271,8,0
0,_Hempstead,_Hope 3,_Hope 3,307,169,9,5,1,3,3,2,312,172,6,0
0,_Hempstead,_Hope 4,_Hope 4,58,258,4,2,1,3,2,1,62,235,10,1
0,_Hempstead,_Hope 5,_Hope 5,283,253,13,5,2,3,4,2,281,248,15,0
0,_Hempstead,_Hope 6,_Hope 6,214,36,1,1,1,2,1,2,195,49,8,0
0,_Hempstead,_Hope 7,_Hope 7,406,105,11,1,3,4,2,1,392,113,11,0
0,_Hempstead,_McCaskill,_McCaskill,208,61,1,2,0,1,1,1,190,66,5,0
0,_Hempstead,_McNab,_McNab,14,24,1,0,0,0,0,0,10,23,1,0
0,_Hempstead,_Ozan,_Ozan,109,129,3,1,1,2,3,4,100,120,7,0
0,_Hempstead,_Patmos,_Patmos,149,34,3,1,0,1,0,0,136,43,3,0
0,_Hempstead,_Perrytown,_Perrytown,146,25,3,1,0,0,2,0,144,24,5,0
0,_Hempstead,_Rocky Mound,_Rocky Mound,142,46,7,3,0,1,0,0,145,45,7,0
0,_Hempstead,_Saratoga,_Saratoga,89,32,1,0,0,1,0,1,86,33,2,1
0,_Hempstead,_Shover Springs,_Shover Springs,206,39,6,4,3,1,1,0,203,45,3,0
0,_Hempstead,_Springhill,_Springhill,659,59,5,2,3,3,1,1,605,88,14,1
0,_Hempstead,_Washington,_Washington,65,82,2,1,1,0,3,0,64,72,10,0
0,_Hot Spring,_Antioch,_Antioch,144,21,1,0,1,2,1,0,126,40,0,0
0,_Hot Spring,_Big Creek,_Big Creek,175,27,2,0,1,1,0,0,163,37,8,0
0,_Hot Spring,_Bismarck,_Bismarck,675,218,23,14,11,4,7,3,582,295,49,0
0,_Hot Spring,_Brown Springs,_Brown Springs,85,13,0,1,1,1,0,1,68,31,1,0
