IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MT_20161108_GEN_PRE_REP_TRUMP,USA_MT_20161108_GEN_PRE_DEM_CLINTON,USA_MT_20161108_GEN_PRE_LIB_JOHNSON,USA_MT_20161108_GEN_PRE_GRE_STEIN,USA_MT_20161108_GEN_PRE_DEL_FUENTE,USA_MT_20161108_GEN_HAL_REP_ZINKE,USA_MT_20161108_GEN_HAL_DEM_JUNEAU,USA_MT_20161108_GEN_HAL_LIB_BRECKENRIDGE,USA_MT_20161108_GEN_GOV_REP_GIANFORTE,USA_MT_20161108_GEN_GOV_DEM_BULLOCK,USA_MT_20161108_GEN_GOV_LIB_DUNLAP,USA_MT_20161108_GEN_ATG_REP_FOX,USA_MT_20161108_GEN_ATG_DEM_JENT,USA_MT_20161108_GEN_SOS_REP_STAPLETON,USA_MT_20161108_GEN_SOS_DEM_LINDEEN,USA_MT_20161108_GEN_SOS_LIB_ROOTS,USA_MT_20161108_GEN_AUD_REP_RESENDALE,USA_MT_20161108_GEN_AUD_DEM_LASLOVICH,USA_MT_20161108_GEN_SPI_REP_ARNTZEN,USA_MT_20161108_GEN_SPI_DEM_ROMANO
0,_Lincoln,_11 LIBBY EAST,_LIBBY EAST,537,97,22,4,1,512,116,29,456,181,21,517,118,473,134,25,493,130,481,147
0,_Lincoln,_10 LIBBY NORTH,_LIBBY NORTH,578,171,40,3,3,572,201,36,474,305,35,605,175,545,199,38,562,200,534,228
0,_Lincoln,_12 LIBBY WEST,_LIBBY WEST,800,173,49,9,2,768,225,60,655,346,54,836,189,731,248,51,768,241,726,281
0,_Lincoln,_13 LIBBY PLUMMER,_LIBBY/PLUMMER,657,245,43,11,2,665,276,36,547,388,37,696,249,626,288,32,619,312,604,325
0,_Lincoln,_6 McCORMICK,_MC CORMICK,184,65,11,10,0,173,81,16,160,105,10,192,71,175,80,15,189,72,180,79
0,_Lincoln,_4 TOWN OF EUREKA,_TOWN OF EUREKA,339,91,21,10,2,325,126,20,292,160,21,363,102,321,124,20,316,141,302,151
0,_Lincoln,_2 TREGO,_TREGO,214,67,16,2,0,194,84,21,179,95,25,213,71,183,82,24,211,76,203,82
0,_Lincoln,_7 CITY OF TROY,_TROY COMBINED,260,122,22,4,0,242,138,30,216,181,19,278,121,238,141,24,254,141,242,156
0,_Lincoln,_14 TROY NORTH,_TROY NORTH,184,61,16,5,0,175,73,18,153,101,15,187,65,163,75,20,170,77,166,84
0,_Lincoln,_8 TROY RURAL,_TROY RURAL,544,202,29,4,1,520,232,33,472,287,34,567,200,503,240,36,526,231,510,250
0,_Lincoln,_5 YAAK,_YAAK,112,35,3,0,0,103,43,8,98,51,12,110,42,98,46,11,111,39,105,45
0,_Madison,"_Alder Precinct 1, Ward 2",_ALDER - WARD 2,145,36,9,0,1,143,46,4,104,82,8,154,28,140,40,5,125,60,130,49
0,_Madison,_Ennis Rural Precinct 20,_ENNIS - RURAL,1111,458,56,21,3,1097,521,53,972,668,49,1186,444,1123,461,55,993,609,1042,569
0,_Madison,_Ennis Town Precinct 21,_ENNIS - TOWN,287,158,27,10,3,289,179,25,213,258,23,317,164,297,171,27,264,220,250,234
0,_Madison,"_Harrison Precinct 15, Ward 2",_HARRISON - WARD 2,250,64,14,5,1,236,100,10,203,125,15,265,70,234,90,16,218,117,226,107
0,_Madison,"_Jefferson Island Precinct 15, Ward 1",_JEFFERSON ISLAND - WARD 1,161,36,12,1,1,169,45,11,146,73,5,186,32,166,48,8,147,67,162,55
0,_Madison,_Sheridan Precinct 5,_SHERIDAN,702,210,41,5,1,702,272,18,563,406,25,782,190,677,274,28,586,378,616,337
0,_Madison,_Twin Bridges Precinct 7,_TWIN BRIDGES,539,152,32,11,3,537,190,25,467,272,17,592,138,549,176,20,471,258,485,245
0,_Madison,"_Virginia City Precinct 1, Ward 1",_VIRGINIA CITY - WARD 1,102,66,4,5,0,97,84,3,77,98,8,103,71,100,72,8,85,91,84,90
0,_McCone,_Precinct 27,_PRECINCT 27,212,49,11,2,0,207,63,6,194,82,3,221,55,180,88,4,193,72,187,78
0,_McCone,_Precinct 4,_PRECINCT 4,367,59,15,3,0,353,76,10,336,96,13,370,57,321,100,14,345,79,313,106
0,_McCone,_Precinct 8,_PRECINCT 8,283,46,11,2,0,278,61,7,268,70,8,301,37,265,70,5,277,56,266,66
0,_Meagher,_Precinct 5,_Precinct 5,729,193,41,10,2,742,226,26,602,364,31,815,151,694,250,34,659,283,676,290
0,_Mineral,_Precinct 22,_ALBERTON,208,115,22,19,3,192,156,22,170,175,25,235,125,192,156,20,183,175,183,172
0,_Mineral,_Precinct 26,_ST. REGIS,230,80,22,4,2,234,100,16,191,142,18,258,82,226,95,20,220,114,213,127
0,_Mineral,_Precinct 24,_SUPERIOR_24,98,57,14,1,1,94,76,5,71,92,13,122,39,98,59,9,91,73,78,86
0,_Mineral,_Precinct 25,_SUPERIOR_25,289,113,20,6,2,291,135,18,239,187,19,339,85,291,120,13,269,142,257,158
0,_Mineral,_Precinct 30,_SUPERIOR_30,385,133,24,5,3,372,168,28,303,236,30,440,107,382,149,26,355,180,346,199
0,_Mineral,_Precinct 27,_WEST END,120,21,6,0,0,105,31,12,91,46,14,120,24,113,26,8,110,33,105,41
0,_Missoula,_Bonner 89,_BONNER 89,65,57,6,2,0,85,54,4,68,72,3,102,38,84,52,4,70,62,63,71
0,_Missoula,_Bonner 92,_BONNER 92,679,527,78,37,7,657,649,64,497,794,78,794,519,652,624,62,611,697,565,749
0,_Missoula,_Chief Charlo 90,_CHIEF CHARLO 90,522,660,57,24,6,569,724,32,462,818,38,739,523,572,687,37,513,761,488,790
0,_Missoula,_Clinton 89,_CLINTON 89,270,145,29,11,6,271,182,23,205,250,24,337,122,266,183,20,254,202,215,246
0,_Missoula,_Clinton 92,_CLINTON 92,373,173,31,10,1,377,204,23,276,305,21,421,164,354,212,25,327,254,321,267
0,_Missoula,_Cold Springs 89,_COLD SPRINGS 89,734,636,80,25,5,818,689,32,701,813,37,994,488,839,637,39,746,722,721,763
0,_Missoula,_Cold Springs 99,_COLD SPRINGS 99,703,666,74,15,2,803,696,31,677,831,31,1029,455,801,670,40,746,736,717,777
0,_Missoula,_C S Porter 98,_CSPORTER 98,613,839,107,51,6,644,963,68,471,1119,95,869,737,641,904,94,595,992,547,1047
0,_Missoula,_E Missoula 92,_EAST MSLA 92,316,421,67,30,5,306,528,39,235,585,54,414,420,301,494,51,293,528,271,570
0,_Missoula,_Evaro 94,_EVARO 94,189,235,22,9,1,187,266,9,164,292,11,244,206,194,249,14,181,269,174,281
0,_Missoula,_Franklin 100 N,_FRANKLIN 100N,271,900,73,66,9,295,1019,38,231,1063,57,442,841,290,939,88,303,970,269,1016
0,_Missoula,_Franklin 100 S,_FRANKLIN 100S,229,482,66,42,1,241,565,32,186,610,42,314,485,241,529,47,239,559,215,587
0,_Missoula,_Frenchtown 14 N,_FRENCHTWN 14N,142,58,10,2,0,138,62,9,110,88,13,152,51,132,64,8,122,74,124,74
0,_Missoula,_Frenchtown 14 S,_FRENCHTWN 14S,129,72,11,3,2,125,90,13,100,116,12,162,60,134,79,11,127,91,116,105
0,_Missoula,_Frenchtown 94,_FRENCHTWN 94,814,350,71,12,7,829,400,53,685,555,48,963,279,801,403,53,757,474,747,480
0,_Missoula,_Frenchtown 96,_FRENCHTWN 96,382,128,37,8,3,396,165,16,306,241,24,437,122,379,168,23,352,200,323,225
0,_Missoula,_Hawthorne 95,_HAWTHORNE 95,405,707,83,52,7,429,804,42,326,902,59,565,658,435,764,52,373,848,381,851
0,_Missoula,_Hawthorne 98 N,_HAWTHORNE 98N,213,296,42,18,0,242,335,14,182,402,10,303,260,242,318,18,210,351,202,364
0,_Missoula,_Hawthorne 98 S,_HAWTHORNE 98S,587,701,87,47,6,628,806,35,513,929,36,822,611,624,763,53,537,886,526,892
0,_Missoula,_Hellgate 94,_HELLGATE 94,624,790,78,27,5,707,821,31,601,933,33,869,649,709,785,40,648,844,636,871
0,_Missoula,_Hellgate 95,_HELLGATE 95,265,356,51,22,1,265,396,41,207,448,51,354,321,257,379,55,259,408,235,435
0,_Missoula,_Hellgate 96 E,_HELLGATE 96E,1765,1725,242,73,10,1890,1894,116,1539,2265,131,2360,1401,1847,1837,142,1723,1988,1691,2053
0,_Missoula,_Hellgate 96 W,_HELLGATE 96W,460,258,42,13,1,495,283,15,398,377,21,566,211,485,280,25,405,367,441,337
0,_Missoula,_Hellgate 97,_HELLGATE 97,519,434,59,23,0,575,461,30,465,565,33,690,335,557,445,32,509,506,499,516
0,_Missoula,_Lewis & Clark 89,_LEWIS CLK 89,88,134,19,4,0,96,146,8,86,158,5,124,117,96,138,14,91,149,93,151
0,_Missoula,_Lewis & Clark 90 E,_LEWIS CLK 90E,421,853,65,36,3,500,889,21,404,975,31,631,716,483,849,53,439,910,432,932
0,_Missoula,_Lewis & Clark 90 W,_LEWIS CLK 90W,594,1361,98,54,5,682,1462,46,546,1599,58,985,1094,676,1398,70,591,1495,585,1533
0,_Missoula,_Library 91,_LIBRARY 91,289,1391,85,126,4,297,1559,63,223,1629,76,451,1379,299,1468,98,341,1473,281,1545
0,_Missoula,_Lolo 89,_LOLO 89,368,207,34,10,2,372,246,23,335,284,17,448,168,378,228,16,342,263,351,254
0,_Missoula,_Lolo 97,_LOLO 97,1637,998,154,42,6,1712,1164,87,1395,1450,117,1998,862,1689,1118,107,1559,1291,1494,1377
0,_Missoula,_Lowell 94,_LOWELL 94,223,899,75,76,3,212,1036,59,167,1086,60,337,914,202,999,75,210,1029,197,1064
0,_Missoula,_Lowell 95,_LOWELL 95,348,1295,135,125,1,368,1495,73,264,1591,85,545,1311,358,1429,99,391,1443,325,1529
0,_Missoula,_Meadow Hill 99,_MEADOW HILL 99,652,900,107,31,4,731,976,29,574,1128,41,972,696,718,930,56,625,1045,601,1069
0,_Missoula,_Paxson 89,_PAXSON 89,231,1107,69,59,4,306,1171,35,264,1222,28,450,997,306,1120,50,299,1123,284,1162
0,_Missoula,_Petty Creek 97,_PETTY CRK 97,230,106,12,6,1,227,125,10,198,157,6,250,100,217,127,13,203,149,204,142
0,_Missoula,_Potomac 92,_POTOMAC 92,439,229,46,16,3,445,284,21,359,363,30,505,219,417,273,37,413,303,398,324
0,_Missoula,_Rattlesnake 91 E,_RATTLSNK 91E,330,984,53,23,2,391,1022,22,319,1101,26,572,819,391,995,33,346,1033,341,1050
0,_Missoula,_Rattlesnake 91 W,_RATTLSNK 91W,351,1414,76,43,1,456,1461,20,344,1580,19,697,1176,461,1416,34,377,1476,377,1505
0,_Missoula,_Russell 90,_RUSSELL 90,149,307,41,34,1,176,330,30,139,374,36,221,295,167,321,38,173,340,154,358
0,_Missoula,_Russell 99 N,_RUSSELL 99N,311,518,75,25,4,329,589,37,247,676,37,450,462,313,573,52,293,598,279,622
0,_Missoula,_Russell 99 S,_RUSSELL 99S,494,710,83,30,4,571,767,39,440,895,43,753,577,568,740,39,484,832,477,838
0,_Missoula,_Seeley 92,_SEELEY LK 92,758,337,70,13,2,762,401,33,574,595,34,833,329,725,415,33,651,488,665,495
0,_Missoula,_Senior Citizens 91,_SENIOR CIT 91,118,893,54,47,3,153,953,29,111,996,28,258,808,144,892,50,159,900,147,924
0,_Missoula,_Senior Citizens 95,_SENIOR CIT 95,121,561,37,53,2,129,634,36,92,669,34,189,556,134,591,41,131,609,115,628
0,_Missoula,_Spring Meadows 94,_SPRING MDW 94,435,165,33,3,1,441,195,24,348,282,31,498,147,422,200,29,392,250,379,260
0,_Missoula,_Spring Meadows 96,_SPRING MDW 96,145,67,21,1,0,153,71,13,112,113,14,176,57,148,74,13,134,96,131,97
0,_Missoula,_St Joseph 100 E,_ST JOSEPH 100E,237,1293,79,54,4,290,1365,44,218,1446,48,477,1149,299,1311,56,290,1340,269,1381
0,_Missoula,_St Joseph 100 W,_ST JOSEPH 100W,333,1511,116,99,6,362,1690,57,259,1797,65,559,1452,363,1597,96,335,1639,297,1723
0,_Missoula,_Swan 92,_SWAN 92,236,88,9,2,0,229,97,13,203,123,12,259,71,230,92,15,220,112,230,103
0,_Missoula,_Target Range 97,_TARGET RNG 97,490,459,55,15,7,562,479,29,467,570,35,658,380,537,475,31,484,539,486,545
0,_Missoula,_Target Range 98,_TARGET RNG 98,799,718,87,27,4,860,787,42,657,987,46,1053,582,852,758,42,709,910,721,902
0,_Missoula,_U C 89,_UC CENTR 89,154,422,66,28,4,157,462,41,128,498,39,204,418,137,429,64,176,430,143,472
0,_Musselshell,_Precinct 1,_PRECINCT 1,328,83,23,3,1,315,115,16,267,164,19,374,61,311,117,15,299,138,279,158
0,_Musselshell,_Precinct 3,_PRECINCT 3,296,50,14,2,0,277,70,19,230,120,16,314,42,271,76,12,269,85,251,106
0,_Musselshell,_Precinct 5,_PRECINCT 5,507,70,24,7,1,505,91,28,436,165,23,543,67,485,104,30,470,133,487,123
0,_Musselshell,_Precinct 6,_PRECINCT 6,643,111,29,5,3,615,146,37,508,235,61,656,114,593,161,39,563,204,568,209
0,_Musselshell,_Precinct 7,_PRECINCT 7,114,10,2,1,0,106,18,3,86,35,5,117,8,102,22,1,99,24,94,31
0,_Musselshell,_Precinct 8,_PRECINCT 8,79,8,2,0,0,74,16,3,72,22,1,81,8,72,16,3,75,15,76,14
0,_Park,_59A,_59A NORTH PC,607,186,39,6,1,619,219,20,512,321,27,620,224,611,211,29,567,269,562,271
0,_Park,_59B,_59B N CENTRAL PC,751,393,53,21,4,754,447,39,646,563,37,812,393,751,432,41,691,492,718,474
0,_Park,_59C,_59C S CENTRAL PC,620,286,27,16,1,590,341,38,530,408,32,632,298,596,311,45,550,359,557,367
0,_Park,_59D,_59D SOUTH PC,392,402,43,29,3,415,435,31,349,514,29,464,402,418,423,36,402,451,383,479
0,_Park,_60A,_60A NW OF LIVINGSTON,443,245,34,9,1,457,277,16,380,357,17,507,215,456,263,21,422,296,428,290
0,_Park,_60B,_60B SW OF LIVINGSTON,464,229,53,13,1,450,269,48,370,360,43,504,231,455,253,52,450,287,426,309
0,_Park,_60CL,_60CL NW COL,525,317,61,17,7,528,386,30,418,503,33,594,317,531,369,27,510,398,491,430
0,_Park,_60DL,_60DL NE COL,345,322,48,21,3,314,406,42,248,471,46,383,356,310,395,41,320,412,297,438
0,_Park,_60EL,_60EL SE COL,230,411,56,27,3,227,487,32,181,545,23,298,415,242,457,35,230,473,214,502
0,_Park,_60FL,_60FL SC COL,251,360,36,25,4,247,405,30,214,447,32,302,367,240,402,41,237,417,221,439
0,_Park,_60GL,_60GL SW COL,352,444,50,16,3,368,495,23,286,577,31,428,433,369,463,34,345,502,328,527
0,_Petroleum,_Precinct 1,_PRECNCT 1,278,30,12,1,1,272,48,6,247,74,10,295,29,280,43,6,270,49,258,62
0,_Phillips,_11 First Creek,_PCT 11 - FIRST CREEK - 32/16,32,8,3,1,0,32,11,1,31,11,1,35,7,31,7,2,33,8,30,12
0,_Phillips,_12N Malta Country North,_PCT 12-N - MALTA NORTH - 33/17,131,16,5,1,0,132,22,2,118,38,1,133,19,127,25,4,117,32,117,35
0,_Phillips,_12S Malta Country South,_PCT 12-S - MALTA SOUTH - 32/16,338,27,13,3,0,347,34,7,340,42,5,346,26,321,51,5,306,58,319,51
0,_Phillips,_16 Whitewater,_PCT 16 - WHITEWATER - 33/17,72,6,4,0,0,77,7,0,73,11,0,79,5,70,11,1,71,11,71,10
0,_Phillips,_2N Dodson North,_PCT 2-N - DODSON NORTH - 33/17,39,20,0,1,0,39,27,1,35,31,1,45,20,38,25,2,35,27,31,33
0,_Phillips,_2S Dodson South,_PCT 2-S - DODSON SOUTH - 32/16,31,19,2,0,0,34,21,1,23,30,3,36,16,30,24,0,27,27,25,30
0,_Phillips,_5 Zortman,_PCT 5 - ZORTMAN - 32/16,50,16,1,0,0,46,20,1,50,18,1,56,11,48,20,0,44,23,47,21
0,_Phillips,_6 Landusky,_PCT 6 - LANDUSKY - 32/16,34,1,0,1,0,34,3,0,33,1,2,35,1,31,5,0,31,3,32,4
0,_Phillips,_7 Loring,_PCT 7 - LORING - 33/17,59,6,3,2,0,60,10,1,51,18,1,63,7,58,12,0,52,12,53,17
0,_Phillips,_8N Saco North,_PCT 8-N - SACO NORTH - 33/17,184,32,6,1,0,186,39,3,189,35,7,199,26,172,53,4,174,43,162,55
0,_Phillips,_8S Saco South,_PCT 8-S - SACO SOUTH - 32/16,10,0,1,0,0,9,0,1,10,0,1,10,1,9,1,1,9,1,7,4
0,_Phillips,_9-1 Malta City Ward 1,_PCT 9-1 - MALTA CITY - 33/17,378,78,32,2,0,383,100,17,368,122,14,419,68,378,104,13,362,111,334,149
0,_Phillips,_9-2 Malta City Ward 2,_PCT 9-2 - MALTA CITY - 33/17,365,89,29,7,2,388,199,9,372,136,8,416,80,372,130,4,326,157,348,150
0,_Pondera,_Precinct 19,_BRADY_19,225,75,20,2,1,207,114,10,172,152,10,245,77,204,115,12,200,117,184,140
0,_Pondera,_Precinct 29,_CONRAD RURAL 29,127,24,7,0,0,124,35,1,100,57,5,142,17,122,39,1,111,46,106,49
0,_Pondera,_Precinct 24,_CONRAD_24,393,135,31,6,2,391,177,12,310,266,10,443,111,373,183,19,374,169,336,234
0,_Pondera,_Precinct 27,_CONRAD_27,409,125,32,6,2,416,162,16,303,274,19,470,106,381,191,14,369,194,350,225
0,_Pondera,_Precinct 23,_DUPUYER_23,91,14,8,2,0,88,25,3,73,40,4,98,14,90,22,2,75,32,79,34
0,_Pondera,_Precinct 20,_HEART BUTTE_20,19,241,5,10,2,14,265,2,13,269,1,35,245,19,258,3,22,255,18,264
0,_Pondera,_Precinct 35,_VALIER (RURAL)_35,329,81,20,4,1,334,107,9,282,157,8,348,84,306,129,5,290,132,255,171
0,_Pondera,_Precinct 34,_VALIER_34,206,43,12,4,2,200,70,8,170,95,11,223,47,198,69,7,182,91,166,107
0,_Powder River,_Precinct 3,_PRECINCT03,35,9,2,1,0,38,10,1,37,12,0,43,4,38,7,2,35,13,36,13
0,_Powder River,_Precinct 4,_PRECINCT04,40,3,1,0,0,42,4,0,35,10,0,41,1,42,3,0,38,5,38,7
0,_Powder River,_Precinct 5,_PRECINCT05,105,20,5,0,0,107,23,3,91,37,3,113,17,102,26,3,98,27,100,29
0,_Powder River,_Precinct 8,_PRECINCT08,21,2,0,0,0,20,2,0,19,4,0,21,2,20,1,2,20,3,19,3
0,_Powder River,_Precinct 9,_PRECINCT09,43,15,2,0,0,45,12,1,39,16,2,44,9,44,12,0,43,13,35,19
0,_Powder River,_Precinct 11,_PRECINCT11,349,51,15,0,0,327,69,18,293,113,14,354,49,327,66,12,310,85,288,109
0,_Powder River,_Precinct 12,_PRECINCT12,291,27,14,0,0,282,42,13,266,65,10,305,23,278,44,4,264,55,252,65
0,_Powell,_Avon Precinct #1,_PRECINCT #1.80,146,11,2,1,0,149,15,2,134,29,3,143,16,143,17,2,137,25,137,25
0,_Powell,_Garrison Precinct #10,_PRECINCT #10.80,70,9,3,0,1,60,15,4,50,29,4,67,9,59,13,5,57,16,60,13
0,_Powell,_Gold Creek Precinct #11,_PRECINCT #11.80,93,7,3,1,0,88,11,4,79,20,4,89,10,90,13,1,81,22,76,25
0,_Powell,_Helmville Precinct #12,_PRECINCT #12.80,116,20,8,2,0,117,30,4,100,51,1,119,26,116,28,5,92,56,111,39
0,_Powell,_Ovando Precinct #14,_PRECINCT #14.80,121,31,7,4,0,123,43,3,98,70,1,134,26,124,42,3,106,60,102,61
0,_Powell,_Racetrack Precinct #16,_PRECINCT #16.78,89,34,13,2,1,91,41,5,77,57,6,86,45,93,36,4,63,69,81,49
0,_Powell,_Precinct 2,_PRECINCT #2.80,73,18,4,1,0,74,22,4,70,27,2,70,25,78,20,0,60,34,69,26
0,_Powell,_Cottonwood Creek Precinct #3,_PRECINCT #3.78,279,68,26,6,2,266,103,14,224,143,15,250,112,253,117,7,184,196,219,153
0,_Powell,_Precinct #4,_PRECINCT #4.78,197,61,12,2,0,183,81,14,151,115,11,172,101,179,88,9,157,115,154,115
0,_Powell,_Precinct #5,_PRECINCT #5.78,215,97,26,8,1,222,116,19,175,165,17,191,149,211,117,22,181,169,194,155
0,_Powell,_Precinct #6,_PRECINCT #6.78,241,73,27,7,1,222,126,13,184,159,20,210,142,218,127,11,161,191,196,153
0,_Powell,_Precinct #7,_PRECINCT #7.78,234,76,22,7,4,207,123,21,171,161,15,201,145,206,124,12,163,182,187,157
0,_Powell,_Elliston Precinct #8,_PRECINCT #8.80,155,46,10,0,0,151,58,3,126,77,6,164,41,138,60,6,127,75,124,78
0,_Prairie,_Precinct 1,_PRECINCT NO. 1,125,41,8,0,1,116,47,15,119,52,8,137,34,111,52,12,125,44,110,59
0,_Prairie,_Precinct 2,_PRECINCT NO. 2,118,26,13,1,0,107,44,10,102,54,6,131,23,97,53,4,108,43,95,59
0,_Prairie,_Precinct 3,_PRECINCT NO. 3,134,19,1,0,0,120,29,6,119,30,7,133,16,111,35,8,118,31,118,34
0,_Prairie,_Precinct 4,_PRECINCT NO. 4,179,14,8,0,1,179,21,6,161,37,6,183,14,168,24,11,176,22,161,36
0,_Ravalli,_PCT 01,_PCT 01,461,122,24,5,3,447,134,35,389,197,35,482,120,445,133,34,441,158,426,165
0,_Ravalli,_PCT 02,_PCT 02,754,211,29,14,1,751,238,36,663,325,39,808,193,737,232,42,685,299,704,276
0,_Ravalli,_PCT 03,_PCT 03,506,129,22,6,5,490,154,31,411,232,30,515,143,468,160,37,447,204,440,207
0,_Ravalli,_PCT 04,_PCT 04,514,187,21,6,3,521,201,25,472,258,16,576,155,526,195,22,515,208,500,224
0,_Ravalli,_PCT 05,_PCT 05,782,369,44,17,1,782,426,31,651,557,39,911,298,773,414,39,730,467,738,456
0,_Ravalli,_PCT 06,_PCT 06,636,254,39,12,4,613,312,30,504,429,27,688,245,635,292,21,577,343,543,385
0,_Ravalli,_PCT 07,_PCT 07,758,369,52,17,4,767,421,38,624,571,36,894,297,750,416,39,710,464,698,479
0,_Ravalli,_PCT 08,_PCT 08,575,492,60,22,3,575,573,46,484,664,45,702,464,585,551,39,562,586,566,598
0,_Ravalli,_PCT 09,_PCT 09,510,370,62,13,5,488,432,57,390,521,68,612,329,506,404,50,513,421,463,484
0,_Ravalli,_PCT 10,_PCT 10,745,284,54,19,1,763,331,39,670,431,35,870,238,757,325,38,730,370,726,374
0,_Ravalli,_PCT 11,_PCT 11,744,248,49,8,3,772,273,32,649,392,36,851,202,748,290,31,729,319,706,347
0,_Ravalli,_PCT 12,_PCT 12,565,232,40,10,2,580,277,19,486,369,27,646,196,556,274,22,511,325,523,313
0,_Ravalli,_PCT 13,_PCT 13,610,166,41,12,2,621,205,41,543,282,46,711,149,620,205,38,589,257,593,259
0,_Ravalli,_PCT 14,_PCT 14,213,3,19,0,2,268,5,13,251,24,11,283,5,262,10,12,267,17,272,16
0,_Ravalli,_PCT 15,_PCT 15,771,299,37,8,1,796,326,18,659,452,29,854,262,777,323,33,715,391,709,395
0,_Ravalli,_PCT 16,_PCT 16,566,172,35,6,3,567,198,35,471,295,39,616,168,559,201,32,516,255,517,257
0,_Ravalli,_PCT 17,_PCT 17,561,260,24,13,1,597,288,14,515,360,25,646,231,587,277,21,545,331,541,331
0,_Ravalli,_PCT 18,_PCT 18,680,262,46,11,0,675,317,40,584,420,29,765,245,703,283,34,662,343,631,366
0,_Ravalli,_PCT 19,_PCT 19,710,294,48,9,1,701,348,23,604,438,34,799,249,725,308,33,641,394,657,379
0,_Ravalli,_PCT 20,_PCT 20,525,283,53,12,5,526,333,43,423,433,49,631,253,525,331,35,489,380,469,405
0,_Ravalli,_PCT 21,_PCT 21,361,137,31,11,0,359,159,31,321,207,23,402,132,363,156,26,330,197,324,206
0,_Ravalli,_PCT 22,_PCT 22,755,364,41,8,2,755,417,36,668,515,35,876,308,737,418,32,704,466,685,478
0,_Ravalli,_PCT 23,_PCT 23,798,324,57,11,4,832,373,36,689,505,42,929,270,824,358,35,781,415,742,456
0,_Ravalli,_PCT 24,_PCT 24,710,392,64,11,4,734,440,43,592,578,43,833,340,727,432,36,663,505,641,526
0,_Richland,_Precinct 1,_PRECINCT 01,165,35,22,3,1,155,46,20,152,57,16,177,36,148,58,15,170,38,152,57
0,_Richland,_Precinct 2,_PRECINCT 02,286,57,15,3,0,270,75,16,245,92,25,287,60,246,81,26,281,70,252,96
0,_Richland,_Precinct 3,_PRECINCT 03,311,73,26,2,1,306,90,13,295,101,10,323,78,294,91,16,302,99,282,114
0,_Richland,_Precinct 4,_PRECINCT 04,247,36,13,1,0,231,54,8,215,63,13,245,43,217,61,10,231,53,221,62
0,_Richland,_Precinct 5,_PRECINCT 05,278,48,14,2,1,275,63,11,258,82,14,279,60,258,76,9,276,64,259,77
0,_Richland,_Precinct 7,_PRECINCT 07,158,40,13,0,1,148,56,9,135,68,12,154,53,136,65,10,148,55,145,61
0,_Richland,_Precinct 8,_PRECINCT 08,466,87,35,3,0,454,124,19,442,134,24,496,85,422,145,22,466,114,437,138
0,_Richland,_Precinct 9,_PRECINCT 09,211,35,8,1,0,192,53,13,186,63,7,209,39,195,49,8,204,43,193,56
0,_Richland,_Precinct 12,_PRECINCT 12,479,73,25,2,0,448,99,29,423,125,28,487,66,421,107,32,470,89,430,124
0,_Richland,_Precinct 17,_PRECINCT 17,111,13,5,1,0,114,17,1,104,24,2,117,10,112,15,1,107,21,107,19
0,_Richland,_Precinct 19,_PRECINCT 19,101,14,2,1,1,104,20,2,100,23,2,113,10,96,26,1,100,20,99,21
0,_Richland,_Precinct 22,_PRECINCT 22,465,62,32,2,0,456,78,19,428,107,21,465,75,426,101,18,453,84,424,113
0,_Richland,_Precinct 23,_PRECINCT 23,630,98,29,2,1,619,121,23,594,146,27,656,93,589,147,22,630,121,605,141
0,_Roosevelt,_BAINVILLE RURAL,_02 BAINVILLE,195,33,15,1,1,189,51,7,180,58,9,193,44,175,56,14,190,48,180,55
0,_Roosevelt,_FROID RURAL,_10 FROID,139,38,10,1,1,137,49,5,112,67,10,135,48,116,62,5,126,47,110,65
0,_Roosevelt,_CULBERTSON RURAL,_12 CULBERTSON,387,91,27,0,1,373,110,24,345,146,21,413,76,361,122,15,371,102,339,146
0,_Roosevelt,_BROCKTON RURAL,_15 BROCKTON,14,138,5,7,0,25,139,3,16,147,3,26,135,17,148,2,20,142,14,148
0,_Roosevelt,_EAST POPLAR RURAL,_16 EAST POPLAR RURAL,52,163,6,9,1,43,196,5,39,194,8,64,177,44,187,12,56,185,47,191
0,_Roosevelt,_NORTH POPLAR RURAL,_17 NORTH POPLAR MINERAL BENCH,80,21,6,1,0,79,27,6,68,38,3,79,26,63,37,7,72,27,75,30
0,_Roosevelt,_POPLAR  RURAL,_18 POPLAR,185,393,23,31,6,164,488,14,141,490,29,206,440,152,476,29,192,451,162,487
0,_Roosevelt,_EAST & NE WOLF POINT RURAL,_22 EAST & NE WOLF POINT RURAL,116,57,13,4,0,99,82,10,95,85,9,119,63,94,77,15,102,76,97,81
0,_Roosevelt,_WOLF POINT SOUTHSIDE,_24 WOLF POINT SOUTHSIDE,135,183,24,15,2,105,258,20,90,259,25,147,217,96,244,31,121,235,106,265
0,_Roosevelt,_WOLF POINT NORTHSIDE,_26 WOLF POINT NORTHSIDE,287,167,42,14,2,288,224,16,255,242,29,329,172,257,234,22,266,216,240,256
0,_Roosevelt,_WEST WOLF POINT RURAL,_27 WEST WOLF POINT RURAL,100,262,7,11,2,78,308,6,78,299,14,118,263,90,271,26,110,269,84,303
0,_Roosevelt,_NORTH WOLF POINT RURAL,_28 NORTH WOLF POINT RURAL (VICTORY),107,14,2,1,0,105,15,3,106,14,3,107,8,97,22,1,96,16,96,20
