IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MT_20161108_GEN_PRE_REP_TRUMP,USA_MT_20161108_GEN_PRE_DEM_CLINTON,USA_MT_20161108_GEN_PRE_LIB_JOHNSON,USA_MT_20161108_GEN_PRE_GRE_STEIN,USA_MT_20161108_GEN_PRE_DEL_FUENTE,USA_MT_20161108_GEN_HAL_REP_ZINKE,USA_MT_20161108_GEN_HAL_DEM_JUNEAU,USA_MT_20161108_GEN_HAL_LIB_BRECKENRIDGE,USA_MT_20161108_GEN_GOV_REP_GIANFORTE,USA_MT_20161108_GEN_GOV_DEM_BULLOCK,USA_MT_20161108_GEN_GOV_LIB_DUNLAP,USA_MT_20161108_GEN_ATG_REP_FOX,USA_MT_20161108_GEN_ATG_DEM_JENT,USA_MT_20161108_GEN_SOS_REP_STAPLETON,USA_MT_20161108_GEN_SOS_DEM_LINDEEN,USA_MT_20161108_GEN_SOS_LIB_ROOTS,USA_MT_20161108_GEN_AUD_REP_RESENDALE,USA_MT_20161108_GEN_AUD_DEM_LASLOVICH,USA_MT_20161108_GEN_SPI_REP_ARNTZEN,USA_MT_20161108_GEN_SPI_DEM_ROMANO
0,_Rosebud,_Precinct 10,_PRECINCT 10,126,11,2,0,0,116,23,3,99,39,2,128,11,106,34,2,102,35,102,34
0,_Rosebud,_Precinct 11,_PRECINCT 11,88,3,1,1,0,87,8,0,85,12,0,92,5,90,7,0,85,10,90,7
0,_Rosebud,_Precinct 15,_PRECINCT 15,61,400,16,22,9,57,478,11,49,471,20,130,403,58,465,11,81,450,51,488
0,_Rosebud,_Precinct 17,_PRECINCT 17,103,150,15,1,1,95,178,11,87,184,11,147,124,99,169,10,103,166,97,182
0,_Rosebud,_Precinct 20,_PRECINCT 20,170,29,9,0,0,171,38,5,151,58,5,188,21,145,65,4,146,61,151,62
0,_Rosebud,_Precinct 21,_PRECINCT 21,116,10,5,0,0,113,18,2,101,28,2,121,10,101,27,2,99,29,95,33
0,_Rosebud,_Precinct 26,_PRECINCT 26,60,4,3,0,0,57,8,1,48,18,1,58,5,58,9,0,49,15,51,13
0,_Rosebud,_Precinct 3,_PRECINCT 3,333,100,28,2,0,327,129,17,282,175,20,369,88,297,162,14,286,168,275,186
0,_Rosebud,_Precinct 30,_PRECINCT 30,274,59,16,1,1,274,74,10,260,88,9,296,50,245,101,6,240,100,230,119
0,_Rosebud,_Precinct 32,_PRECINCT 32,592,138,39,5,1,599,185,12,599,180,17,660,122,488,288,12,524,254,498,291
0,_Rosebud,_Precinct 6,_PRECINCT 6,300,70,16,1,2,297,94,8,229,159,9,308,77,246,138,11,230,155,222,162
0,_Rosebud,_Precinct 7,_PRECINCT 7,30,13,2,0,1,30,17,1,28,18,2,32,13,30,16,2,27,18,28,17
0,_Sanders,_1-HERON - HD13,_1-HERON-HD13,224,61,5,7,0,206,76,16,184,105,13,228,69,213,71,13,214,76,205,85
0,_Sanders,_2-NOXON - HD13,_2-NOXON-HD13,332,88,16,5,1,297,120,26,257,163,29,331,88,293,113,23,274,139,280,139
0,_Sanders,_3-TROUT CREEK - HD13,_3-TROUT CREEK-HD13,653,147,27,12,1,607,197,45,535,287,31,687,138,623,188,30,563,251,583,230
0,_Sanders,_4-TFALLS - HD13,_4-T FALLS-HD13,682,194,55,7,2,666,255,51,561,368,48,768,172,665,243,51,626,302,621,319
0,_Sanders,_5-TFALLS - HD13,_5-T FALLS-HD13,707,196,54,11,5,689,262,26,553,387,46,789,170,684,239,39,654,286,644,307
0,_Sanders,_6-PLAINS - HD14,_6-PLAINS-HD14,740,152,50,4,1,734,192,46,615,325,37,804,135,745,182,32,689,239,657,275
0,_Sanders,_7-PLAINS - HD14,_7-PLAINS-HD14,494,132,44,10,0,481,172,36,414,242,33,550,117,472,176,31,457,202,454,205
0,_Sanders,_8-HOT SPRINGS - HD14,_8-HOT SPRINGS-HD14,378,180,41,31,3,328,270,41,286,300,59,397,217,343,235,50,341,266,323,300
0,_Sanders,_9-DIXON - HD14,_9-DIXON-HD14,76,68,7,7,0,71,79,10,65,90,6,82,73,74,81,5,72,84,69,88
0,_Sheridan,_Precinct 1 - Westby,_1 WESTBY,126,35,5,0,1,123,40,2,102,64,2,121,33,110,49,3,121,34,109,45
0,_Sheridan,_Precinct 2 - Medicine Lake,_2 MEDICINE LAKE,244,107,19,2,0,249,126,13,214,167,8,267,109,222,148,12,234,134,213,155
0,_Sheridan,_Precinct 3 - Plentywood West,_3 PLENTYWOOD WEST,237,103,16,9,1,241,115,21,198,166,14,271,95,214,146,10,232,126,204,159
0,_Sheridan,_Precinct 4 - Plentywood East,_4 PLENTYWOOD EAST,337,131,27,6,0,347,145,21,268,208,32,358,113,291,173,19,322,123,283,182
0,_Sheridan,_Precinct 5 - Plentywood Rural West,_5 PLENTYWOOD RURAL WEST,163,34,10,2,0,158,42,8,131,69,12,171,33,146,56,6,155,43,143,57
0,_Sheridan,_Precinct 6 - Pentywood Rural East,_6 PLENTYWOOD RURAL EAST,134,67,15,1,0,142,68,9,120,99,9,163,47,127,81,6,137,62,123,84
0,_Silver Bow,_Precinct 1,_PREC_1,86,104,14,7,1,80,125,11,47,159,12,101,112,74,133,7,64,148,56,159
0,_Silver Bow,_Precinct 10N,_PREC_10N,37,63,14,5,3,32,86,7,26,97,4,45,77,33,89,2,20,100,22,96
0,_Silver Bow,_Precinct 10S,_PREC_10S,52,106,13,7,1,45,130,6,32,143,6,68,110,51,129,2,38,142,42,134
0,_Silver Bow,_Precinct 11,_PREC_11,64,97,11,4,1,55,120,13,45,136,4,78,101,59,113,9,48,133,47,131
0,_Silver Bow,_Precinct 12E,_PREC_12E,100,113,10,2,0,94,129,11,75,157,4,113,112,86,139,5,58,164,75,143
0,_Silver Bow,_Precinct 12W,_PREC_12W,54,98,17,1,4,51,124,7,36,139,8,59,116,52,120,9,47,130,40,140
0,_Silver Bow,_Precinct 14,_PREC_14,307,639,88,25,2,289,745,55,222,820,55,418,650,284,714,71,263,789,241,816
0,_Silver Bow,_Precinct 16,_PREC_16,363,631,65,30,8,353,719,53,274,835,24,489,588,360,695,46,295,788,295,787
0,_Silver Bow,_Precinct 17,_PREC_17,308,464,65,36,5,286,555,60,211,644,51,386,484,265,561,67,257,613,244,627
0,_Silver Bow,_Precinct 18,_PREC_18,230,312,42,16,4,195,396,29,137,453,29,269,337,185,387,38,179,426,175,428
0,_Silver Bow,_Precinct 19N,_PREC_19N,101,173,20,7,0,97,201,12,76,226,9,141,162,106,192,6,83,218,83,215
0,_Silver Bow,_Precinct 19S,_PREC_19S,83,113,10,3,1,79,135,6,61,156,8,98,117,72,137,5,42,172,58,146
0,_Silver Bow,_Precinct 19W,_PREC_19W,45,46,9,0,0,50,54,0,38,66,0,65,35,50,50,1,28,72,39,59
0,_Silver Bow,_Precinct 21,_PREC_21,157,319,33,9,5,143,372,27,110,423,14,214,317,155,364,24,117,415,115,421
0,_Silver Bow,_Precinct 22,_PREC_22,520,622,80,32,11,469,774,52,327,935,43,635,630,445,783,54,346,913,365,893
0,_Silver Bow,_Precinct 26E,_PREC_26E,71,43,5,1,2,64,56,6,49,72,5,81,42,60,61,4,43,81,51,72
0,_Silver Bow,_Precinct 26W,_PREC_26W,107,57,3,3,1,90,81,4,66,103,6,114,58,92,82,1,73,99,71,99
0,_Silver Bow,_Precinct 27N,_PREC_27N,71,22,5,0,0,65,32,4,54,45,3,71,24,66,23,3,49,46,50,41
0,_Silver Bow,_Precinct 27S,_PREC_27S,177,129,13,1,0,172,157,5,140,188,7,214,99,168,156,2,102,216,133,182
0,_Silver Bow,_Precinct 28,_PREC_28,78,33,5,2,0,77,41,5,61,58,4,85,32,70,47,1,63,53,62,51
0,_Silver Bow,_Precinct 29,_PREC_29,53,16,5,2,0,52,26,2,42,37,1,58,20,52,26,1,39,36,40,38
0,_Silver Bow,_Precinct 2E,_PREC_2E,185,256,28,7,6,149,332,13,121,357,18,227,247,155,314,14,115,361,110,366
0,_Silver Bow,_Precinct 2W,_PREC_2W,207,290,51,5,4,189,350,25,123,422,21,259,292,186,351,22,144,407,145,406
0,_Silver Bow,_Precinct 3,_PREC_3,154,235,20,1,2,146,268,18,82,336,14,202,213,141,271,12,95,324,110,305
0,_Silver Bow,_Precinct 4,_PREC_4,356,570,64,18,7,366,666,32,254,777,36,502,521,349,659,31,224,804,253,765
0,_Silver Bow,_Precinct 6,_PREC_6,562,938,104,13,7,591,1057,33,395,1278,25,766,846,566,1071,23,420,1215,430,1200
0,_Silver Bow,_Precinct 8E,_PREC_8E,635,946,100,15,4,734,981,35,535,1197,28,899,782,654,1028,34,473,1234,537,1135
0,_Silver Bow,_Precinct 8W,_PREC_8W,545,575,75,20,8,493,724,48,335,877,47,624,604,468,745,44,382,851,390,846
0,_Silver Bow,_Precinct 9E,_PREC_9E,281,239,38,8,4,326,251,14,254,324,13,373,189,300,264,17,226,341,246,314
0,_Silver Bow,_Precinct 9N,_PREC_9N,370,332,42,12,1,379,390,13,270,489,22,446,303,360,391,15,250,512,302,440
0,_Silver Bow,_Precinct 9W,_PREC_9W,17,38,8,1,2,24,49,0,14,58,1,34,36,23,49,1,18,54,18,53
0,_Stillwater,_Absarokee,_ABSAROKEE PRECINCT 13,615,187,46,11,0,611,224,32,511,324,27,685,153,616,212,29,575,263,547,292
0,_Stillwater,_Columbus,_COLUMBUS PRECINCT 1,1649,363,99,9,6,1580,495,67,1362,712,76,1797,284,1561,496,70,1472,599,1374,700
0,_Stillwater,_Fishtail,_FISHTAIL PRECINCT 11,133,46,10,0,0,137,56,5,118,75,6,162,35,138,54,6,126,68,126,67
0,_Stillwater,_Molt,_MOLT PRECINCT 7,62,6,2,0,0,63,6,1,59,10,1,67,3,57,11,2,53,15,51,19
0,_Stillwater,_Nye,_NYE PRECINCT 10,86,46,6,2,0,90,51,6,78,67,2,104,40,85,58,4,82,59,73,68
0,_Stillwater,_Park City,_PARK CITY PRECINCT 2,831,212,67,9,4,801,293,55,674,439,41,920,207,779,318,41,734,395,681,457
0,_Stillwater,_Rapelje,_RAPELJE PRECINCT 9,139,17,9,0,0,135,28,5,114,50,5,151,15,133,33,2,129,37,116,49
0,_Stillwater,_Reed Point,_REED POINT PRECINCT 4,146,31,12,4,1,141,47,6,120,71,3,162,30,145,39,11,130,61,128,65
0,_Sweet Grass,_Precinct 1,_PRECINCT 1,343,85,20,9,3,337,114,14,277,175,16,372,81,316,123,21,324,125,295,156
0,_Sweet Grass,_Precinct 2,_PRECINCT 2,281,108,23,4,0,284,128,13,238,175,16,338,87,290,121,16,271,150,253,168
0,_Sweet Grass,_Precinct 3,_PRECINCT 3,370,82,14,5,0,384,86,9,332,140,8,405,58,360,90,20,345,112,339,119
0,_Sweet Grass,_Precinct 4,_PRECINCT 4,364,96,13,4,0,363,126,5,332,151,6,395,85,367,112,8,356,122,335,139
0,_Sweet Grass,_Precinct 5,_PRECINCT 5,237,31,7,1,0,219,51,8,206,65,11,246,30,224,39,12,216,56,215,59
0,_Teton,_Precinct 1,_PRECINCT #1,928,384,91,13,8,930,506,35,755,675,40,1110,308,919,487,30,878,510,817,594
0,_Teton,_Precinct 11,_PRECINCT #11,113,27,9,1,0,108,45,2,90,63,2,128,22,109,45,2,96,57,87,62
0,_Teton,_Precinct 17,_PRECINCT #17,213,100,8,3,1,211,111,8,164,159,7,231,91,187,131,9,198,120,164,162
0,_Teton,_Precinct 6,_PRECINCT #6,210,79,18,1,0,209,105,4,164,154,3,255,52,201,108,4,190,113,152,154
0,_Teton,_Precinct 7,_PRECINCT #7,706,218,36,9,3,714,279,25,604,390,22,820,171,709,277,24,678,301,624,364
0,_Toole,_Devon/Galata,_DEVON-GALATA,101,25,6,0,0,101,31,4,84,50,1,114,16,90,40,3,86,44,87,45
0,_Toole,_Kevin,_KEVIN,101,21,1,2,0,93,30,5,81,42,4,101,21,88,35,2,90,30,91,34
0,_Toole,_Shelby City,_SHELBY CITY,838,258,65,20,4,854,306,49,660,508,35,947,211,785,346,52,751,383,691,460
0,_Toole,_Shelby Rural,_SHELBY RURAL,142,24,8,3,0,144,30,7,127,52,2,154,18,140,35,4,133,39,128,51
0,_Toole,_Sunburst,_SUNBURST,315,74,16,4,2,319,96,10,262,147,14,345,73,303,105,12,290,119,264,154
0,_Treasure,_Precinct 3,_PRECINCT # 3,33,3,0,0,0,34,3,0,28,7,0,31,3,29,5,0,28,6,22,13
0,_Treasure,_Precinct 4,_PRECINCT # 4,276,55,22,5,1,269,87,8,213,142,10,303,57,214,142,3,244,114,209,152
0,_Treasure,_Precinct 6,_PRECINCT # 6,42,1,4,1,0,43,6,1,35,11,2,44,5,38,12,0,37,9,41,8
0,_Valley,_Fort Peck,_1-FORT PECK,393,158,30,5,0,396,188,17,340,241,17,433,149,342,244,7,356,218,346,225
0,_Valley,_Frazer,_2-FRAZER,75,94,8,5,3,68,122,2,65,116,9,88,96,61,119,8,68,112,54,126
0,_Valley,_Hinsdale,_3-HINSDALE,269,33,14,4,0,263,59,3,238,82,6,281,33,237,74,6,231,79,233,80
0,_Valley,_Glasgow,_4-GLASGOW,800,319,86,18,5,820,379,52,698,500,49,890,305,726,430,66,711,462,653,543
0,_Valley,_Glasgow Northeast,_5-GLASGOW NE,742,219,72,8,6,752,267,53,655,372,45,816,215,674,337,40,663,343,625,390
0,_Valley,_Nashua,_6-NASHUA,174,41,15,2,0,167,65,8,126,101,11,176,49,141,83,6,144,76,131,93
0,_Valley,_Lustre,_7-LUSTRE,94,3,0,0,0,94,2,1,92,5,1,94,3,91,4,2,92,4,94,3
0,_Valley,_Opheim,_8-OPHEIM,151,19,9,2,0,141,34,10,129,48,6,142,25,130,39,8,124,44,121,42
0,_Wheatland,_Precinct 1,_PRECINCT 1,61,5,5,0,0,59,12,3,50,23,1,61,12,56,14,2,51,18,49,22
0,_Wheatland,_Precinct 2,_PRECINCT 2,290,92,21,8,2,291,114,13,214,194,7,316,96,289,116,15,266,142,259,148
0,_Wheatland,_Precinct 3,_PRECINCT 3,69,17,1,2,0,68,21,0,65,25,1,76,13,59,24,4,61,28,63,25
0,_Wheatland,_Precinct 4,_PRECINCT 4,102,27,4,1,1,92,39,4,68,65,4,104,28,92,41,3,80,51,80,50
0,_Wheatland,_Precinct 9,_PRECINCT 9,180,38,12,3,3,179,56,8,150,92,7,200,40,172,69,3,165,71,166,73
0,_Wibaux,_Precinct 1,_PRECINCT #1,463,55,18,0,1,408,105,27,381,143,21,448,74,385,122,20,442,89,377,132
0,_Yellowstone,_39.1,_39.1,151,21,4,1,0,146,28,4,128,45,6,162,16,134,44,2,135,38,132,46
0,_Yellowstone,_39.2,_39.2,1242,296,76,12,5,1207,425,54,977,649,65,1365,282,964,675,45,1107,528,1069,591
0,_Yellowstone,_40.1,_40.1,1319,297,94,13,5,1291,424,57,1070,638,72,1436,272,1178,536,46,1172,547,1150,583
0,_Yellowstone,_40.3,_40.3,266,49,17,1,0,261,70,13,210,117,16,291,46,254,79,10,244,89,253,87
0,_Yellowstone,_40.4,_40.4,195,60,13,0,0,204,71,2,165,103,11,219,49,196,71,10,190,80,187,86
0,_Yellowstone,_40.5,_40.5,150,28,12,0,1,148,38,9,141,53,2,164,28,151,39,3,147,43,138,53
0,_Yellowstone,_40-45,_40-45,626,188,40,6,2,649,214,23,545,319,24,710,149,603,252,24,571,286,550,319
0,_Yellowstone,_42.1,_42.1,86,17,4,1,1,89,22,3,84,29,2,98,12,86,24,4,86,25,86,26
0,_Yellowstone,_42.2,_42.2,169,59,8,1,0,164,69,10,141,91,10,185,50,169,70,3,159,72,162,78
0,_Yellowstone,_43.1,_43.1,399,86,25,2,2,415,102,12,346,177,12,452,68,360,161,6,356,148,340,181
0,_Yellowstone,_43.2,_43.2,530,165,35,11,2,516,225,22,419,320,25,602,139,477,250,27,480,250,449,297
0,_Yellowstone,_43.3,_43.3,1941,927,224,46,10,1966,1162,114,1520,1592,132,2306,854,1834,1270,111,1818,1309,1693,1491
0,_Yellowstone,_44.1,_44.1,596,266,57,13,3,605,337,32,457,487,33,705,246,577,363,28,553,395,534,426
0,_Yellowstone,_44.2,_44.2,1145,627,161,37,7,1209,765,68,897,1053,91,1465,506,1157,782,75,1123,824,1072,925
0,_Yellowstone,_44.3,_44.3,882,463,114,18,4,949,556,37,757,744,39,1115,375,913,591,29,845,629,813,709
0,_Yellowstone,_45.2,_45.2,2408,1181,285,51,14,2612,1367,92,2173,1777,130,3059,896,2504,1433,104,2366,1561,2176,1826
0,_Yellowstone,_46.1,_46.1,165,71,14,1,1,183,74,3,157,97,5,196,59,174,78,6,161,94,166,93
0,_Yellowstone,_46.2,_46.2,3017,1971,281,50,11,3401,2072,95,2832,2647,97,4024,1382,3350,2080,105,3036,2287,2901,2575
0,_Yellowstone,_47.1,_47.1,571,724,94,46,7,575,815,69,447,951,72,745,659,562,809,75,553,853,546,892
0,_Yellowstone,_47.2,_47.2,1165,1159,152,19,6,1347,1216,43,1151,1416,50,1654,858,1365,1160,54,1212,1277,1218,1327
0,_Yellowstone,_48.1,_48.1,1105,1159,182,52,10,1180,1313,97,952,1538,99,1488,967,1168,1287,100,1067,1410,1093,1422
0,_Yellowstone,_48.2,_48.2,1107,866,127,25,5,1222,934,44,975,1187,51,1480,645,1202,941,50,1062,1042,1119,1042
0,_Yellowstone,_49.1,_49.1,584,726,132,44,10,609,873,84,464,1016,88,797,690,594,842,98,588,895,572,949
0,_Yellowstone,_49.2,_49.2,869,758,139,34,7,890,905,79,712,1090,77,1147,659,902,876,71,860,928,868,972
0,_Yellowstone,_50.1,_50.1,850,702,165,59,5,833,912,90,630,1109,103,1109,686,822,916,80,799,978,798,1012
0,_Yellowstone,_50.2,_50.2,1101,751,151,26,13,1153,854,92,902,1112,99,1416,610,1128,876,75,1077,935,1050,997
0,_Yellowstone,_51.1,_51.1,652,425,74,19,16,605,541,61,437,697,75,758,410,585,554,60,611,559,601,584
0,_Yellowstone,_51.2,_51.2,491,363,54,13,2,509,401,27,419,494,27,619,277,516,380,29,477,423,458,455
0,_Yellowstone,_51.3,_51.3,984,613,150,29,8,1020,740,77,780,969,93,1257,523,969,771,76,965,809,925,873
0,_Yellowstone,_52.1,_52.1,830,608,140,28,8,837,741,101,598,968,114,1048,567,809,759,87,789,799,845,805
0,_Yellowstone,_52.2,_52.2,1214,780,118,34,8,1226,916,82,937,1216,80,1546,612,1245,911,58,1138,1012,1242,968
0,_Yellowstone,_53.1,_53.1,2978,1232,212,16,13,3370,1230,65,2918,1682,77,3730,804,3327,1226,88,2966,1530,2913,1670
0,_Yellowstone,_53.2,_53.2,1063,258,84,14,5,1114,306,40,934,497,33,1207,210,1050,357,38,988,420,1000,422
0,_Yellowstone,_53.3,_53.3,792,221,62,8,1,802,276,27,680,398,29,897,182,781,298,19,707,364,734,350
0,_Yellowstone,_54.1,_54.1,2806,1516,276,49,14,2990,1709,125,2421,2239,158,3518,1108,2895,1724,136,2678,1902,2710,1993
0,_Yellowstone,_54.2,_54.2,616,200,44,10,1,653,233,28,526,361,26,716,165,631,261,13,565,298,566,321
0,_Yellowstone,_55.1,_55.1,385,118,24,4,0,372,150,20,311,213,22,415,120,359,156,23,356,167,336,201
0,_Yellowstone,_55.2,_55.2,67,13,5,1,0,71,17,2,63,25,3,75,12,69,17,3,62,25,59,28
0,_Yellowstone,_55.3,_55.3,743,234,60,15,3,754,285,46,647,395,41,851,210,746,302,31,667,382,660,403
0,_Yellowstone,_55.4,_55.4,731,344,87,16,4,701,448,64,529,594,92,847,324,675,462,64,685,486,647,543
0,_Yellowstone,_55.5,_55.5,1027,501,115,11,5,1028,628,52,787,865,56,1232,423,986,667,37,932,740,870,811
0,_Yellowstone,_56.1,_56.1,235,64,20,5,0,247,84,8,202,126,9,277,54,207,117,10,209,117,204,126
0,_Yellowstone,_56.2,_56.2,2144,849,150,51,14,2023,1125,130,1578,1545,165,2413,777,1950,1211,93,1890,1282,1799,1416
0,_Yellowstone,_56.3,_56.3,523,215,35,6,6,531,253,16,448,333,20,611,164,527,244,19,493,275,478,305
