IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_NM_20161108_GEN_PRE_DEM_CLINTON,USA_NM_20161108_GEN_PRE_REP_TRUMP,USA_NM_20161108_GEN_PRE_LIB_JOHNSON,USA_NM_20161108_GEN_PRE_GRE_STEIN,USA_NM_20161108_GEN_PRE_BET_MCMULLIN,USA_NM_20161108_GEN_PRE_CON_CASTLE,USA_NM_20161108_GEN_PRE_SOC_RIVA,USA_NM_20161108_GEN_PRE_DEL_FUENTE,USA_NM_20161108_GEN_SOS_DEM_OLIVER,USA_NM_20161108_GEN_SOS_REP_ESPINOZA,USA_NM_20161108_GEN_SSC_DEM_VIGIL,USA_NM_20161108_GEN_SSC_REP_NAKAMURA,USA_NM_20161108_GEN_SAC_DEM_VARGAS,USA_NM_20161108_GEN_SAC_REP_FRENCH
0,_Torrance,_PRECINCT 007,_PRECINCT 007,140,303,58,3,3,1,2,0,207,294,161,343,191,311
0,_Torrance,_PRECINCT 008,_PRECINCT 008,50,78,22,1,1,0,0,0,64,81,64,84,63,83
0,_Torrance,_PRECINCT 009,_PRECINCT 009,127,241,42,2,0,0,0,1,175,230,149,253,152,251
0,_Torrance,_PRECINCT 010,_PRECINCT 010,99,183,18,8,3,2,0,0,126,171,102,202,115,179
0,_Torrance,_PRECINCT 011,_PRECINCT 011,26,43,4,0,0,0,0,0,34,40,23,54,28,47
0,_Torrance,_PRECINCT 012,_PRECINCT 012,4,53,5,2,0,0,0,0,10,48,8,53,7,55
0,_Torrance,_PRECINCT 013,_PRECINCT 013,222,465,102,6,3,3,0,0,309,467,244,533,261,510
0,_Torrance,_PRECINCT 014,_PRECINCT 014,4,53,5,0,0,1,0,0,13,47,15,45,15,45
0,_Torrance,_PRECINCT 015,_PRECINCT 015,63,149,20,3,1,3,0,0,93,134,85,147,82,150
0,_Torrance,_PRECINCT 016,_PRECINCT 016,125,171,30,1,1,2,0,2,158,155,136,180,160,152
0,_Union,_PRECINCT 001,_PRECINCT 001,47,201,15,1,0,1,0,1,71,187,64,191,55,200
0,_Union,_PRECINCT 004,_PRECINCT 004,76,373,36,1,0,4,0,0,120,347,126,340,122,339
0,_Union,_PRECINCT 006,_PRECINCT 006,104,290,45,6,3,0,1,0,163,266,161,268,162,260
0,_Union,_PRECINCT 007,_PRECINCT 007,80,196,31,5,3,1,0,1,116,188,129,169,114,181
0,_Union,_PRECINCT 008,_PRECINCT 008,11,92,4,0,2,1,0,0,29,76,17,86,15,88
0,_Union,_PRECINCT 009,_PRECINCT 009,2,64,3,0,1,0,0,0,22,45,9,55,9,58
0,_Valencia,_PRECINCT 001,_PRECINCT 001,63,79,17,1,1,2,0,0,78,82,63,93,70,84
0,_Valencia,_PRECINCT 002,_PRECINCT 002,381,370,126,8,1,5,3,1,514,354,475,398,511,353
0,_Valencia,_PRECINCT 003,_PRECINCT 003,192,218,55,3,2,1,0,1,260,208,228,238,233,227
0,_Valencia,_PRECINCT 004,_PRECINCT 004,198,395,64,5,5,3,0,1,263,391,207,441,219,424
0,_Valencia,_PRECINCT 005,_PRECINCT 005,360,502,120,6,2,2,2,1,458,509,415,554,442,502
0,_Valencia,_PRECINCT 006,_PRECINCT 006,404,472,117,6,5,1,0,1,508,479,376,609,430,544
0,_Valencia,_PRECINCT 007,_PRECINCT 007,483,591,133,15,9,2,0,0,610,598,537,671,562,635
0,_Valencia,_PRECINCT 008,_PRECINCT 008,507,716,148,15,7,3,0,2,624,745,565,792,597,759
0,_Valencia,_PRECINCT 009,_PRECINCT 009,177,284,66,4,1,0,2,0,233,287,176,345,211,303
0,_Valencia,_PRECINCT 010,_PRECINCT 010,189,211,67,2,2,2,0,0,231,227,207,252,224,232
0,_Valencia,_PRECINCT 011,_PRECINCT 011,154,371,61,8,4,2,2,0,237,350,156,425,176,397
0,_Valencia,_PRECINCT 012,_PRECINCT 012,256,309,89,4,3,1,0,0,324,315,282,353,297,334
0,_Valencia,_PRECINCT 013,_PRECINCT 013,189,63,37,2,0,0,0,0,206,72,174,105,190,84
0,_Valencia,_PRECINCT 014,_PRECINCT 014,264,302,72,4,6,1,1,0,321,307,299,336,319,311
0,_Valencia,_PRECINCT 015,_PRECINCT 015,147,182,46,2,3,0,0,0,195,181,160,214,179,190
0,_Valencia,_PRECINCT 016,_PRECINCT 016,399,223,96,7,1,5,1,2,446,257,428,276,437,261
0,_Valencia,_PRECINCT 017,_PRECINCT 017,604,682,182,9,10,7,0,0,758,703,624,825,703,729
0,_Valencia,_PRECINCT 018,_PRECINCT 018,189,337,63,3,2,1,1,0,234,346,171,411,179,391
0,_Valencia,_PRECINCT 019,_PRECINCT 019,137,262,49,2,6,1,0,0,180,271,161,286,164,283
0,_Valencia,_PRECINCT 020,_PRECINCT 020,75,131,17,1,1,0,0,1,97,125,87,128,95,117
0,_Valencia,_PRECINCT 021,_PRECINCT 021,394,423,106,12,7,0,2,0,504,418,459,458,492,423
0,_Valencia,_PRECINCT 022,_PRECINCT 022,131,191,40,2,5,1,0,0,155,207,152,213,154,204
0,_Valencia,_PRECINCT 023,_PRECINCT 023,364,413,116,14,4,0,1,1,462,424,473,417,476,404
0,_Valencia,_PRECINCT 024,_PRECINCT 024,106,24,12,4,0,1,0,0,84,43,107,26,108,22
0,_Valencia,_PRECINCT 025,_PRECINCT 025,125,110,38,4,3,1,0,1,146,119,148,123,155,107
0,_Valencia,_PRECINCT 026,_PRECINCT 026,178,127,48,2,0,0,1,1,211,135,207,134,205,131
0,_Valencia,_PRECINCT 027,_PRECINCT 027,359,401,105,7,3,1,2,1,435,417,402,449,437,413
0,_Valencia,_PRECINCT 028,_PRECINCT 028,358,311,74,7,3,4,1,2,430,307,385,355,423,323
0,_Valencia,_PRECINCT 029,_PRECINCT 029,392,526,87,3,6,1,1,0,478,506,386,612,415,571
0,_Valencia,_PRECINCT 030,_PRECINCT 030,407,528,80,14,10,2,2,2,495,529,438,582,459,557
0,_Valencia,_PRECINCT 031,_PRECINCT 031,303,428,92,5,3,1,1,1,398,421,398,419,403,416
0,_Valencia,_PRECINCT 032,_PRECINCT 032,324,395,106,2,0,0,0,0,403,404,342,462,392,400
0,_Valencia,_PRECINCT 033,_PRECINCT 033,104,127,15,2,0,0,1,0,127,118,108,131,125,117
0,_Valencia,_PRECINCT 034,_PRECINCT 034,97,136,23,4,2,0,0,0,124,129,98,156,104,147
0,_Valencia,_PRECINCT 035,_PRECINCT 035,136,205,54,1,2,0,0,0,180,215,186,205,196,196
0,_Valencia,_PRECINCT 036,_PRECINCT 036,107,143,55,1,0,3,0,0,159,144,139,162,140,156
0,_Valencia,_PRECINCT 037,_PRECINCT 037,135,187,32,0,3,1,0,0,176,177,145,203,154,188
0,_Valencia,_PRECINCT 038,_PRECINCT 038,221,306,59,4,3,1,1,0,277,302,227,349,253,321
0,_Valencia,_PRECINCT 039,_PRECINCT 039,518,652,106,11,13,3,1,0,613,659,514,751,569,689
0,_Valencia,_PRECINCT 040,_PRECINCT 040,335,387,82,7,6,0,2,0,437,371,354,447,390,403
0,_Valencia,_PRECINCT 041,_PRECINCT 041,379,495,91,6,17,4,0,0,453,519,374,598,409,548
