IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_NM_20161108_GEN_PRE_DEM_CLINTON,USA_NM_20161108_GEN_PRE_REP_TRUMP,USA_NM_20161108_GEN_PRE_LIB_JOHNSON,USA_NM_20161108_GEN_PRE_GRE_STEIN,USA_NM_20161108_GEN_PRE_BET_MCMULLIN,USA_NM_20161108_GEN_PRE_CON_CASTLE,USA_NM_20161108_GEN_PRE_SOC_RIVA,USA_NM_20161108_GEN_PRE_DEL_FUENTE,USA_NM_20161108_GEN_SOS_DEM_OLIVER,USA_NM_20161108_GEN_SOS_REP_ESPINOZA,USA_NM_20161108_GEN_SSC_DEM_VIGIL,USA_NM_20161108_GEN_SSC_REP_NAKAMURA,USA_NM_20161108_GEN_SAC_DEM_VARGAS,USA_NM_20161108_GEN_SAC_REP_FRENCH
0,_Bernalillo,_PRECINCT 001,_PRECINCT 001,346,311,61,9,6,0,0,0,389,299,302,391,336,348
0,_Bernalillo,_PRECINCT 002,_PRECINCT 002,288,270,52,3,11,0,0,0,330,275,215,387,259,329
0,_Bernalillo,_PRECINCT 003,_PRECINCT 003,381,352,86,20,9,0,1,0,451,363,328,492,384,428
0,_Bernalillo,_PRECINCT 004,_PRECINCT 004,290,202,66,7,7,0,0,0,342,219,216,337,250,296
0,_Bernalillo,_PRECINCT 005,_PRECINCT 005,302,183,35,3,3,1,0,0,338,173,222,287,276,224
0,_Bernalillo,_PRECINCT 006,_PRECINCT 006,508,377,101,8,11,2,1,0,589,398,371,601,481,467
0,_Bernalillo,_PRECINCT 007,_PRECINCT 007,574,389,110,8,5,0,0,0,670,371,478,562,565,457
0,_Bernalillo,_PRECINCT 008,_PRECINCT 008,170,110,42,2,1,0,0,0,212,108,141,172,178,131
0,_Bernalillo,_PRECINCT 009,_PRECINCT 009,250,192,66,3,4,0,2,0,299,193,234,260,268,217
0,_Bernalillo,_PRECINCT 010,_PRECINCT 010,287,223,78,9,1,1,1,0,347,232,268,309,297,270
0,_Bernalillo,_PRECINCT 011,_PRECINCT 011,495,201,84,9,1,0,1,0,555,202,394,360,475,265
0,_Bernalillo,_PRECINCT 012,_PRECINCT 012,394,184,51,9,4,0,3,0,450,177,315,310,382,238
0,_Bernalillo,_PRECINCT 013,_PRECINCT 013,348,166,89,2,2,1,0,0,379,199,255,332,299,273
0,_Bernalillo,_PRECINCT 014,_PRECINCT 014,317,186,68,12,3,0,4,0,359,198,280,269,335,215
0,_Bernalillo,_PRECINCT 015,_PRECINCT 015,340,246,75,8,1,1,0,0,411,238,261,383,331,295
0,_Bernalillo,_PRECINCT 016,_PRECINCT 016,246,148,57,9,1,1,0,0,291,150,209,228,275,155
0,_Bernalillo,_PRECINCT 017,_PRECINCT 017,422,246,95,12,1,3,4,0,538,221,368,383,436,297
0,_Bernalillo,_PRECINCT 018,_PRECINCT 018,415,217,53,6,2,0,0,0,451,212,305,354,395,269
0,_Bernalillo,_PRECINCT 019,_PRECINCT 019,565,604,144,12,14,1,3,0,675,609,466,812,536,726
0,_Bernalillo,_PRECINCT 020,_PRECINCT 020,486,381,89,11,14,1,0,1,554,391,386,553,484,451
0,_Bernalillo,_PRECINCT 021,_PRECINCT 021,653,506,134,13,11,6,0,0,772,501,508,754,657,585
0,_Bernalillo,_PRECINCT 022,_PRECINCT 022,317,278,93,10,12,2,0,0,384,293,240,436,306,355
0,_Bernalillo,_PRECINCT 023,_PRECINCT 023,453,353,107,11,1,4,0,0,564,332,360,527,473,399
0,_Bernalillo,_PRECINCT 024,_PRECINCT 024,653,498,158,11,8,5,3,1,775,514,534,743,657,594
0,_Bernalillo,_PRECINCT 025,_PRECINCT 025,574,471,125,7,10,1,0,1,661,487,448,686,552,569
0,_Bernalillo,_PRECINCT 026,_PRECINCT 026,551,327,123,13,7,0,0,0,625,341,474,478,560,378
0,_Bernalillo,_PRECINCT 027,_PRECINCT 027,361,157,73,9,3,0,3,0,400,180,302,266,366,202
0,_Bernalillo,_PRECINCT 028,_PRECINCT 028,258,129,57,7,4,1,0,0,305,133,222,213,275,153
0,_Bernalillo,_PRECINCT 029,_PRECINCT 029,356,207,73,7,2,2,1,0,398,220,298,311,369,237
0,_Bernalillo,_PRECINCT 030,_PRECINCT 030,870,624,148,25,8,0,3,1,989,647,640,977,816,791
0,_Bernalillo,_PRECINCT 031,_PRECINCT 031,346,64,55,13,2,0,3,1,339,93,262,134,309,93
0,_Bernalillo,_PRECINCT 032,_PRECINCT 032,381,145,70,8,2,0,3,0,413,172,339,230,408,159
0,_Bernalillo,_PRECINCT 033,_PRECINCT 033,503,143,73,4,1,1,2,2,547,155,459,226,531,152
0,_Bernalillo,_PRECINCT 034,_PRECINCT 034,219,88,30,5,2,2,1,0,230,99,187,139,218,103
0,_Bernalillo,_PRECINCT 035,_PRECINCT 035,215,104,37,9,0,0,0,0,235,117,186,163,228,122
0,_Bernalillo,_PRECINCT 036,_PRECINCT 036,319,104,40,9,0,0,1,0,350,107,293,162,342,108
0,_Bernalillo,_PRECINCT 037,_PRECINCT 037,447,220,67,3,3,2,1,0,489,220,347,354,446,241
0,_Bernalillo,_PRECINCT 038,_PRECINCT 038,527,220,96,9,2,1,2,4,594,233,455,364,565,246
0,_Bernalillo,_PRECINCT 039,_PRECINCT 039,441,214,86,9,3,0,0,1,527,200,375,337,453,257
0,_Bernalillo,_PRECINCT 040,_PRECINCT 040,324,151,53,5,1,1,1,0,362,146,313,188,357,145
0,_Bernalillo,_PRECINCT 041,_PRECINCT 041,509,231,91,6,1,3,0,1,534,276,458,332,536,256
0,_Bernalillo,_PRECINCT 042,_PRECINCT 042,273,123,63,6,3,1,1,0,328,118,266,175,308,133
0,_Bernalillo,_PRECINCT 043,_PRECINCT 043,389,167,55,2,0,2,0,0,401,187,340,245,397,180
0,_Bernalillo,_PRECINCT 044,_PRECINCT 044,511,233,86,11,3,1,1,1,559,233,457,327,524,240
0,_Bernalillo,_PRECINCT 045,_PRECINCT 045,228,119,44,3,0,0,1,0,252,119,214,150,259,104
0,_Bernalillo,_PRECINCT 046,_PRECINCT 046,411,177,56,14,0,2,1,2,456,173,380,245,458,155
0,_Bernalillo,_PRECINCT 047,_PRECINCT 047,151,70,16,5,0,0,1,0,161,75,148,84,163,68
0,_Bernalillo,_PRECINCT 048,_PRECINCT 048,434,156,80,5,1,1,2,1,476,177,424,226,488,153
0,_Bernalillo,_PRECINCT 049,_PRECINCT 049,603,160,74,13,4,0,2,0,603,205,544,243,617,171
0,_Bernalillo,_PRECINCT 050,_PRECINCT 050,686,289,121,9,1,1,0,2,757,304,615,421,714,313
0,_Bernalillo,_PRECINCT 051,_PRECINCT 051,364,85,37,2,1,1,2,0,361,102,331,131,378,87
0,_Bernalillo,_PRECINCT 052,_PRECINCT 052,732,335,152,14,8,1,1,1,805,382,672,493,765,388
0,_Bernalillo,_PRECINCT 053,_PRECINCT 053,256,105,35,2,4,5,0,0,281,107,222,155,252,123
0,_Bernalillo,_PRECINCT 054,_PRECINCT 054,631,346,135,14,17,3,1,1,709,383,601,469,679,386
0,_Bernalillo,_PRECINCT 055,_PRECINCT 055,347,164,68,8,0,1,2,1,394,164,294,253,359,182
0,_Bernalillo,_PRECINCT 056,_PRECINCT 056,369,224,68,5,3,2,0,1,409,231,352,282,390,238
0,_Bernalillo,_PRECINCT 057,_PRECINCT 057,463,381,83,6,6,0,0,1,522,385,366,538,424,452
0,_Bernalillo,_PRECINCT 058,_PRECINCT 058,93,52,13,2,0,1,2,0,104,54,92,61,99,50
0,_Bernalillo,_PRECINCT 059,_PRECINCT 059,582,228,120,9,1,1,1,2,636,270,533,356,610,275
0,_Bernalillo,_PRECINCT 060,_PRECINCT 060,510,264,95,9,3,1,0,1,551,271,451,365,547,262
0,_Bernalillo,_PRECINCT 061,_PRECINCT 061,295,101,34,5,0,0,0,0,303,110,270,140,300,106
0,_Bernalillo,_PRECINCT 062,_PRECINCT 062,231,70,37,5,1,2,0,0,245,83,200,119,233,87
0,_Bernalillo,_PRECINCT 063,_PRECINCT 063,189,55,20,2,0,0,2,1,207,52,161,91,190,57
0,_Bernalillo,_PRECINCT 064,_PRECINCT 064,131,43,24,2,3,0,0,0,151,46,124,68,141,46
0,_Bernalillo,_PRECINCT 065,_PRECINCT 065,301,142,35,4,0,0,4,0,325,133,256,183,296,152
0,_Bernalillo,_PRECINCT 066,_PRECINCT 066,290,137,52,2,0,1,1,1,328,144,255,216,305,157
0,_Bernalillo,_PRECINCT 067,_PRECINCT 067,381,93,40,9,2,2,3,0,406,111,335,170,387,110
0,_Bernalillo,_PRECINCT 068,_PRECINCT 068,490,457,130,8,21,7,1,1,551,519,402,661,480,568
0,_Bernalillo,_PRECINCT 069,_PRECINCT 069,634,641,150,11,23,1,1,0,745,657,535,861,620,753
0,_Bernalillo,_PRECINCT 070,_PRECINCT 070,639,479,152,7,15,1,0,0,732,503,549,663,641,555
0,_Bernalillo,_PRECINCT 071,_PRECINCT 071,411,139,50,11,4,1,2,1,413,167,370,198,420,153
0,_Bernalillo,_PRECINCT 072,_PRECINCT 072,226,58,23,7,0,0,0,0,228,68,198,86,231,55
0,_Bernalillo,_PRECINCT 073,_PRECINCT 073,409,269,80,7,7,1,0,1,482,269,357,392,439,292
0,_Bernalillo,_PRECINCT 074,_PRECINCT 074,280,159,26,5,1,0,1,0,321,130,243,201,297,149
0,_Bernalillo,_PRECINCT 075,_PRECINCT 075,183,78,25,2,2,1,1,0,196,87,159,118,190,83
0,_Bernalillo,_PRECINCT 076,_PRECINCT 076,248,155,34,11,1,1,0,0,282,151,214,214,258,165
0,_Bernalillo,_PRECINCT 077,_PRECINCT 077,272,157,40,10,1,0,2,0,301,155,269,188,298,155
0,_Bernalillo,_PRECINCT 078,_PRECINCT 078,570,401,101,8,12,2,0,1,635,408,477,567,553,465
0,_Bernalillo,_PRECINCT 079,_PRECINCT 079,582,597,138,8,8,1,1,0,679,597,442,829,545,703
0,_Bernalillo,_PRECINCT 080,_PRECINCT 080,555,509,157,20,11,3,2,4,680,532,493,724,615,585
0,_Bernalillo,_PRECINCT 081,_PRECINCT 081,851,727,225,9,23,2,4,0,1003,765,689,1081,835,895
0,_Bernalillo,_PRECINCT 082,_PRECINCT 082,406,395,129,9,12,2,2,1,492,428,320,606,399,508
0,_Bernalillo,_PRECINCT 083,_PRECINCT 083,729,562,142,21,11,3,0,0,834,588,595,806,674,703
0,_Bernalillo,_PRECINCT 084,_PRECINCT 084,454,432,111,16,8,1,2,1,537,439,380,590,461,500
0,_Bernalillo,_PRECINCT 085,_PRECINCT 085,715,768,162,24,9,3,2,1,860,776,541,1085,679,905
0,_Bernalillo,_PRECINCT 086,_PRECINCT 086,276,209,70,1,5,0,2,0,326,208,239,304,298,236
0,_Bernalillo,_PRECINCT 087,_PRECINCT 087,350,307,93,10,3,4,0,0,405,338,313,425,375,355
0,_Bernalillo,_PRECINCT 088,_PRECINCT 088,257,148,50,3,3,0,1,1,289,159,242,197,278,167
0,_Bernalillo,_PRECINCT 089,_PRECINCT 089,199,185,52,5,4,1,0,0,225,204,184,244,202,230
0,_Bernalillo,_PRECINCT 090,_PRECINCT 090,405,200,72,7,1,1,1,1,449,194,390,248,427,203
0,_Bernalillo,_PRECINCT 091,_PRECINCT 091,371,321,59,3,3,2,1,0,455,277,320,401,401,326
0,_Bernalillo,_PRECINCT 092,_PRECINCT 092,307,229,56,6,2,4,0,1,342,251,265,328,305,272
0,_Bernalillo,_PRECINCT 093,_PRECINCT 093,464,180,106,6,3,0,3,0,524,190,352,339,423,229
0,_Bernalillo,_PRECINCT 094,_PRECINCT 094,133,43,20,4,0,0,2,0,148,49,136,59,153,39
0,_Bernalillo,_PRECINCT 095,_PRECINCT 095,222,31,39,3,0,0,0,3,224,52,214,58,234,38
0,_Bernalillo,_PRECINCT 096,_PRECINCT 096,289,195,55,9,6,0,0,0,334,202,235,301,293,229
0,_Bernalillo,_PRECINCT 097,_PRECINCT 097,400,329,101,7,4,1,3,0,521,283,368,431,435,359
0,_Bernalillo,_PRECINCT 098,_PRECINCT 098,377,154,62,6,1,0,0,0,407,176,360,211,412,155
0,_Bernalillo,_PRECINCT 099,_PRECINCT 099,370,274,58,5,3,0,3,1,415,264,341,334,404,263
0,_Bernalillo,_PRECINCT 101,_PRECINCT 101,341,57,59,28,2,0,6,1,397,80,343,130,368,94
0,_Bernalillo,_PRECINCT 102,_PRECINCT 102,231,35,28,14,1,1,1,0,256,49,213,80,245,45
0,_Bernalillo,_PRECINCT 103,_PRECINCT 103,490,125,48,10,2,0,0,0,489,156,428,217,463,168
0,_Bernalillo,_PRECINCT 104,_PRECINCT 104,115,14,9,3,0,0,0,1,111,23,100,35,115,21
0,_Bernalillo,_PRECINCT 105,_PRECINCT 105,151,30,12,1,0,0,2,0,140,42,133,44,147,26
0,_Bernalillo,_PRECINCT 106,_PRECINCT 106,396,91,51,9,1,1,0,0,402,112,369,149,401,105
0,_Bernalillo,_PRECINCT 107,_PRECINCT 107,336,61,37,9,3,1,5,1,367,66,294,136,325,91
0,_Bernalillo,_PRECINCT 108,_PRECINCT 108,161,131,28,4,0,0,0,0,180,137,122,189,134,171
0,_Bernalillo,_PRECINCT 109,_PRECINCT 109,25,16,5,1,0,0,0,0,31,13,23,22,31,12
0,_Bernalillo,_PRECINCT 110,_PRECINCT 110,337,249,78,8,3,3,1,0,386,263,283,362,324,312
0,_Bernalillo,_PRECINCT 111,_PRECINCT 111,521,377,140,13,10,0,2,1,647,376,451,562,533,462
0,_Bernalillo,_PRECINCT 112,_PRECINCT 112,513,469,158,16,15,1,1,0,615,516,407,714,503,606
0,_Bernalillo,_PRECINCT 113,_PRECINCT 113,309,288,84,7,14,0,2,0,377,301,258,422,319,352
0,_Bernalillo,_PRECINCT 114,_PRECINCT 114,675,750,189,18,26,7,2,1,839,756,546,1047,670,891
0,_Bernalillo,_PRECINCT 115,_PRECINCT 115,885,873,187,19,39,5,3,0,1058,879,752,1173,864,1026
0,_Bernalillo,_PRECINCT 116,_PRECINCT 116,238,278,65,5,6,1,3,0,306,276,208,369,233,338
0,_Bernalillo,_PRECINCT 117,_PRECINCT 117,698,777,182,18,34,7,0,0,840,820,607,1024,708,909
0,_Bernalillo,_PRECINCT 118,_PRECINCT 118,454,528,129,11,29,7,0,2,562,558,408,699,470,622
0,_Bernalillo,_PRECINCT 119,_PRECINCT 119,763,468,149,17,7,3,0,0,861,490,645,666,765,540
0,_Bernalillo,_PRECINCT 120,_PRECINCT 120,586,359,110,10,3,2,1,1,646,378,491,515,566,425
0,_Bernalillo,_PRECINCT 121,_PRECINCT 121,488,141,43,8,1,0,3,0,504,161,380,288,435,215
0,_Bernalillo,_PRECINCT 122,_PRECINCT 122,217,44,24,7,3,1,1,0,241,53,191,97,218,63
0,_Bernalillo,_PRECINCT 123,_PRECINCT 123,383,65,50,25,1,0,1,2,430,78,354,149,389,104
0,_Bernalillo,_PRECINCT 124,_PRECINCT 124,251,37,34,11,0,0,0,0,277,47,225,91,255,56
0,_Bernalillo,_PRECINCT 125,_PRECINCT 125,307,68,35,8,2,1,3,1,349,66,256,149,289,103
0,_Bernalillo,_PRECINCT 127,_PRECINCT 127,598,602,135,12,27,2,0,1,688,633,503,800,596,689
0,_Bernalillo,_PRECINCT 128,_PRECINCT 128,246,277,82,11,6,0,1,1,309,294,212,391,256,336
0,_Bernalillo,_PRECINCT 129,_PRECINCT 129,217,234,56,3,4,0,0,1,249,243,203,285,216,267
0,_Bernalillo,_PRECINCT 131,_PRECINCT 131,179,47,20,9,0,1,1,0,195,54,153,91,159,71
0,_Bernalillo,_PRECINCT 132,_PRECINCT 132,255,54,32,21,2,0,4,1,293,51,232,96,260,68
0,_Bernalillo,_PRECINCT 133,_PRECINCT 133,202,42,22,5,2,1,1,2,225,37,178,81,210,49
0,_Bernalillo,_PRECINCT 134,_PRECINCT 134,870,577,212,19,12,2,3,0,981,634,758,821,894,672
0,_Bernalillo,_PRECINCT 135,_PRECINCT 135,295,56,27,14,0,0,4,0,318,63,264,107,311,66
0,_Bernalillo,_PRECINCT 136,_PRECINCT 136,487,231,100,8,1,1,0,2,528,261,454,326,506,259
0,_Bernalillo,_PRECINCT 137,_PRECINCT 137,293,154,60,5,3,0,0,0,310,173,246,229,300,171
0,_Bernalillo,_PRECINCT 138,_PRECINCT 138,443,168,85,10,2,1,2,1,502,190,426,248,466,201
0,_Bernalillo,_PRECINCT 139,_PRECINCT 139,220,114,25,6,0,0,0,0,238,107,197,142,237,99
0,_Bernalillo,_PRECINCT 140,_PRECINCT 140,305,131,54,2,2,0,0,1,314,149,299,164,327,140
0,_Bernalillo,_PRECINCT 141,_PRECINCT 141,346,159,57,6,6,2,2,0,372,183,323,214,343,189
0,_Bernalillo,_PRECINCT 142,_PRECINCT 142,490,243,88,11,6,2,1,0,513,278,432,344,486,278
0,_Bernalillo,_PRECINCT 143,_PRECINCT 143,226,81,32,4,0,0,0,0,238,93,208,105,233,85
0,_Bernalillo,_PRECINCT 144,_PRECINCT 144,317,202,78,7,1,0,1,0,358,206,302,263,346,206
0,_Bernalillo,_PRECINCT 150,_PRECINCT 150,596,189,97,11,2,0,0,1,641,216,450,413,552,294
0,_Bernalillo,_PRECINCT 151,_PRECINCT 151,409,118,56,11,2,0,2,1,456,119,376,200,441,137
0,_Bernalillo,_PRECINCT 152,_PRECINCT 152,337,105,44,6,2,0,0,0,377,105,276,210,342,129
0,_Bernalillo,_PRECINCT 153,_PRECINCT 153,334,131,47,15,4,0,2,1,385,141,319,206,363,159
0,_Bernalillo,_PRECINCT 154,_PRECINCT 154,681,205,87,15,5,1,4,0,746,216,580,379,695,251
0,_Bernalillo,_PRECINCT 161,_PRECINCT 161,214,69,40,5,0,2,2,0,242,77,203,111,222,85
0,_Bernalillo,_PRECINCT 162,_PRECINCT 162,445,92,52,15,2,1,1,0,476,111,367,210,439,134
0,_Bernalillo,_PRECINCT 163,_PRECINCT 163,212,46,36,12,0,0,0,0,248,50,179,121,229,63
0,_Bernalillo,_PRECINCT 164,_PRECINCT 164,247,69,20,7,2,0,3,1,264,72,212,120,259,72
0,_Bernalillo,_PRECINCT 165,_PRECINCT 165,291,40,24,13,0,1,1,0,304,51,261,85,292,50
0,_Bernalillo,_PRECINCT 166,_PRECINCT 166,234,39,26,19,0,0,1,0,261,46,204,97,238,62
0,_Bernalillo,_PRECINCT 170,_PRECINCT 170,506,429,134,9,4,0,0,0,594,442,454,585,529,487
0,_Bernalillo,_PRECINCT 171,_PRECINCT 171,498,381,112,8,6,2,2,0,580,407,452,513,516,444
0,_Bernalillo,_PRECINCT 180,_PRECINCT 180,190,77,30,5,2,0,1,0,219,77,143,154,170,122
0,_Bernalillo,_PRECINCT 181,_PRECINCT 181,591,164,63,12,2,0,0,0,640,161,475,331,584,208
0,_Bernalillo,_PRECINCT 182,_PRECINCT 182,238,112,46,5,1,1,2,0,276,112,208,175,252,130
0,_Bernalillo,_PRECINCT 183,_PRECINCT 183,479,184,76,11,0,0,0,0,518,205,414,313,476,236
0,_Bernalillo,_PRECINCT 184,_PRECINCT 184,291,95,30,6,4,0,0,0,318,95,220,194,271,139
0,_Bernalillo,_PRECINCT 185,_PRECINCT 185,626,201,56,15,3,2,0,0,680,201,457,415,565,286
0,_Bernalillo,_PRECINCT 186,_PRECINCT 186,485,171,59,5,4,1,1,1,542,153,416,279,479,203
0,_Bernalillo,_PRECINCT 187,_PRECINCT 187,416,118,47,11,4,0,1,0,436,126,338,223,423,137
0,_Bernalillo,_PRECINCT 191,_PRECINCT 191,222,89,33,5,7,0,1,1,254,95,191,152,226,111
0,_Bernalillo,_PRECINCT 192,_PRECINCT 192,288,74,36,7,1,0,2,0,309,85,231,160,301,90
0,_Bernalillo,_PRECINCT 193,_PRECINCT 193,270,102,44,12,0,0,0,0,310,103,237,169,275,120
0,_Bernalillo,_PRECINCT 194,_PRECINCT 194,303,119,40,6,1,1,0,0,326,126,282,171,303,147
0,_Bernalillo,_PRECINCT 195,_PRECINCT 195,209,70,34,4,0,0,0,0,227,74,181,122,210,91
0,_Bernalillo,_PRECINCT 196,_PRECINCT 196,176,68,30,6,0,0,1,0,194,69,158,99,181,75
0,_Bernalillo,_PRECINCT 197,_PRECINCT 197,304,99,34,13,2,2,0,0,325,105,251,171,292,118
0,_Bernalillo,_PRECINCT 211,_PRECINCT 211,173,40,26,7,1,0,2,0,198,48,148,95,182,56
0,_Bernalillo,_PRECINCT 212,_PRECINCT 212,267,46,46,15,0,0,2,0,298,67,248,106,294,61
0,_Bernalillo,_PRECINCT 214,_PRECINCT 214,280,45,24,11,1,1,2,0,300,50,230,112,267,71
0,_Bernalillo,_PRECINCT 215,_PRECINCT 215,218,39,39,19,3,2,1,1,246,61,209,93,225,71
0,_Bernalillo,_PRECINCT 216,_PRECINCT 216,279,76,50,4,2,0,0,1,284,100,228,156,252,125
0,_Bernalillo,_PRECINCT 217,_PRECINCT 217,60,17,5,1,0,0,0,0,64,19,44,35,55,23
0,_Bernalillo,_PRECINCT 221,_PRECINCT 221,427,80,48,10,6,2,4,0,467,90,384,162,426,107
0,_Bernalillo,_PRECINCT 223,_PRECINCT 223,208,19,31,18,0,1,5,1,243,27,215,57,225,39
0,_Bernalillo,_PRECINCT 224,_PRECINCT 224,176,32,12,14,2,0,2,1,197,32,174,52,183,39
0,_Bernalillo,_PRECINCT 225,_PRECINCT 225,91,17,10,6,0,0,0,1,99,20,84,36,98,21
0,_Bernalillo,_PRECINCT 226,_PRECINCT 226,163,22,25,3,1,0,0,0,170,36,143,59,163,38
0,_Bernalillo,_PRECINCT 241,_PRECINCT 241,228,35,29,18,2,0,4,0,258,48,222,77,242,56
0,_Bernalillo,_PRECINCT 242,_PRECINCT 242,282,33,26,9,0,2,7,2,306,37,272,67,288,44
0,_Bernalillo,_PRECINCT 243,_PRECINCT 243,342,47,48,12,0,0,2,0,376,57,324,106,350,72
0,_Bernalillo,_PRECINCT 244,_PRECINCT 244,455,64,40,23,1,0,2,0,490,70,373,181,432,112
0,_Bernalillo,_PRECINCT 245,_PRECINCT 245,331,45,21,20,1,0,1,1,350,49,267,129,325,71
0,_Bernalillo,_PRECINCT 246,_PRECINCT 246,183,33,31,8,2,0,4,0,197,48,167,71,181,56
0,_Bernalillo,_PRECINCT 251,_PRECINCT 251,280,49,15,7,1,0,1,0,289,58,186,158,251,82
0,_Bernalillo,_PRECINCT 252,_PRECINCT 252,321,54,37,3,0,0,0,0,345,58,244,155,287,104
0,_Bernalillo,_PRECINCT 253,_PRECINCT 253,490,115,39,12,1,0,3,0,540,94,406,224,472,154
0,_Bernalillo,_PRECINCT 254,_PRECINCT 254,442,101,47,11,1,0,3,0,487,97,342,229,405,156
0,_Bernalillo,_PRECINCT 255,_PRECINCT 255,443,98,48,18,1,2,2,1,478,110,362,211,422,146
0,_Bernalillo,_PRECINCT 256,_PRECINCT 256,351,62,21,12,2,0,0,0,373,68,264,160,317,98
0,_Bernalillo,_PRECINCT 257,_PRECINCT 257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Bernalillo,_PRECINCT 258,_PRECINCT 258,99,174,44,2,15,2,0,0,118,191,91,213,95,200
0,_Bernalillo,_PRECINCT 271,_PRECINCT 271,336,93,43,14,2,1,2,0,389,92,283,188,333,129
0,_Bernalillo,_PRECINCT 272,_PRECINCT 272,341,54,29,21,1,0,1,0,378,65,252,182,316,109
0,_Bernalillo,_PRECINCT 273,_PRECINCT 273,409,116,54,11,3,0,1,0,438,137,332,235,386,173
0,_Bernalillo,_PRECINCT 274,_PRECINCT 274,298,47,23,11,0,2,1,0,316,54,237,123,287,73
0,_Bernalillo,_PRECINCT 275,_PRECINCT 275,390,171,72,18,1,1,3,1,457,166,374,244,421,196
0,_Bernalillo,_PRECINCT 278,_PRECINCT 278,169,116,35,4,2,3,0,0,200,119,138,177,172,139
0,_Bernalillo,_PRECINCT 281,_PRECINCT 281,212,58,33,7,1,0,1,1,233,61,180,109,213,72
0,_Bernalillo,_PRECINCT 282,_PRECINCT 282,332,140,56,6,1,0,6,0,394,118,269,228,329,167
0,_Bernalillo,_PRECINCT 283,_PRECINCT 283,151,51,20,3,1,0,1,0,170,45,135,80,152,64
0,_Bernalillo,_PRECINCT 284,_PRECINCT 284,230,113,35,7,1,2,0,0,272,101,197,179,242,132
0,_Bernalillo,_PRECINCT 285,_PRECINCT 285,193,87,37,6,0,5,3,0,223,93,165,145,193,116
0,_Bernalillo,_PRECINCT 286,_PRECINCT 286,385,164,87,15,3,3,6,0,423,199,374,229,418,196
0,_Bernalillo,_PRECINCT 287,_PRECINCT 287,198,77,35,5,3,1,3,2,238,68,171,132,188,111
0,_Bernalillo,_PRECINCT 289,_PRECINCT 289,848,899,218,3,29,10,3,4,1002,935,662,1271,774,1124
0,_Bernalillo,_PRECINCT 290,_PRECINCT 290,120,165,40,1,2,0,0,0,139,180,96,227,111,211
0,_Bernalillo,_PRECINCT 291,_PRECINCT 291,211,177,74,6,3,1,0,1,272,188,195,257,219,223
0,_Bernalillo,_PRECINCT 292,_PRECINCT 292,494,392,112,13,11,1,1,2,591,400,420,550,490,482
0,_Bernalillo,_PRECINCT 293,_PRECINCT 293,379,207,103,7,5,1,1,1,443,236,338,337,385,274
0,_Bernalillo,_PRECINCT 294,_PRECINCT 294,218,323,70,2,5,0,0,1,263,333,158,438,196,396
0,_Bernalillo,_PRECINCT 295,_PRECINCT 295,233,259,61,5,8,0,0,1,258,284,164,378,199,333
0,_Bernalillo,_PRECINCT 296,_PRECINCT 296,175,131,37,3,3,3,0,0,211,128,154,182,183,150
0,_Bernalillo,_PRECINCT 297,_PRECINCT 297,343,251,79,11,3,0,2,1,390,263,302,349,344,302
0,_Bernalillo,_PRECINCT 298,_PRECINCT 298,362,252,91,5,1,1,1,0,438,241,314,362,343,322
0,_Bernalillo,_PRECINCT 299,_PRECINCT 299,345,290,94,15,8,0,0,0,434,294,300,418,343,355
0,_Bernalillo,_PRECINCT 300,_PRECINCT 300,164,143,62,6,5,3,1,0,217,146,160,203,186,171
0,_Bernalillo,_PRECINCT 301,_PRECINCT 301,246,226,61,7,9,0,1,0,272,253,178,346,204,306
0,_Bernalillo,_PRECINCT 302,_PRECINCT 302,613,619,158,13,7,4,1,0,701,669,454,896,498,820
0,_Bernalillo,_PRECINCT 303,_PRECINCT 303,184,114,34,7,2,1,1,0,204,124,162,166,183,139
0,_Bernalillo,_PRECINCT 304,_PRECINCT 304,202,175,41,2,2,1,0,0,220,193,133,274,163,228
0,_Bernalillo,_PRECINCT 305,_PRECINCT 305,299,155,63,7,5,1,0,1,348,157,249,257,296,198
0,_Bernalillo,_PRECINCT 306,_PRECINCT 306,151,152,51,3,3,1,0,1,197,157,143,208,171,173
0,_Bernalillo,_PRECINCT 307,_PRECINCT 307,265,219,63,6,1,1,0,0,299,235,187,352,237,284
0,_Bernalillo,_PRECINCT 308,_PRECINCT 308,179,174,54,1,8,0,1,0,231,173,128,272,163,230
0,_Bernalillo,_PRECINCT 311,_PRECINCT 311,269,94,31,9,8,0,3,0,305,98,214,186,252,142
0,_Bernalillo,_PRECINCT 312,_PRECINCT 312,319,85,40,8,3,1,5,1,351,96,278,167,321,117
0,_Bernalillo,_PRECINCT 313,_PRECINCT 313,171,68,25,10,0,0,3,0,203,68,157,109,182,75
0,_Bernalillo,_PRECINCT 314,_PRECINCT 314,244,163,41,9,2,1,0,0,289,161,202,246,230,206
0,_Bernalillo,_PRECINCT 315,_PRECINCT 315,212,140,51,5,4,0,2,0,267,127,164,231,219,161
0,_Bernalillo,_PRECINCT 316,_PRECINCT 316,263,172,50,6,6,1,0,0,329,157,218,258,251,218
