IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_SC_20161108_GEN_PRE_REP_TRUMP,USA_SC_20161108_GEN_PRE_DEM_CLINTON,USA_SC_20161108_GEN_PRE_LIB_JOHNSON,USA_SC_20161108_GEN_PRE_GRE_STEIN,USA_SC_20161108_GEN_PRE_IND_MCMULLIN,USA_SC_20161108_GEN_PRE_CON_CASTLE,USA_SC_20161108_GEN_PRE_AME_SKEWES,USA_SC_20161108_GEN_USS_REP_SCOTT,USA_SC_20161108_GEN_USS_DEM_DIXON,USA_SC_20161108_GEN_USS_LIB_BLEDSOE,USA_SC_20161108_GEN_USS_AME_SCARBOROUGH,USA_SC_20161108_GEN_USS_OTH_WRITEIN
0,_019,_Charleston 11,_211,695,367,59,5,13,3,0,844,239,37,1,3
0,_019,_Charleston 12,_212,668,334,47,4,5,3,0,833,197,14,3,0
0,_019,_LADSON,_232,664,965,36,16,24,6,5,767,861,21,9,4
0,_019,_Mt. Pleasant 1,_301,546,501,59,9,5,0,0,765,307,17,9,1
0,_019,_Mt. Pleasant 2,_302,297,250,49,5,11,1,0,391,187,15,8,1
0,_019,_Mt. Pleasant 3,_303,475,441,60,12,12,0,1,648,327,20,6,1
0,_019,_Mt. Pleasant 4,_304,531,460,61,5,13,0,1,708,313,21,6,0
0,_019,_Mt. Pleasant 5,_305,523,324,59,6,9,1,3,682,213,11,5,0
0,_019,_Mt. Pleasant 6,_306,695,496,60,21,26,0,2,845,378,36,4,2
0,_019,_Mt. Pleasant 7,_307,316,244,37,5,3,0,1,409,165,15,0,0
0,_019,_Mt. Pleasant 8,_308,319,264,31,4,8,0,0,433,174,6,0,0
0,_019,_Mt. Pleasant 9,_309,418,228,32,6,8,1,1,495,157,21,6,0
0,_019,_Mt. Pleasant 10,_310,399,218,34,6,8,0,0,530,127,4,2,0
0,_019,_Mt. Pleasant 11,_311,395,310,41,7,12,0,1,539,199,11,1,1
0,_019,_Mt. Pleasant 12,_312,710,534,50,10,16,9,3,867,393,25,5,0
0,_019,_Mt. Pleasant 13,_313,401,315,50,13,5,0,1,503,225,19,5,0
0,_019,_Mt. Pleasant 14,_314,487,420,55,12,20,6,0,624,330,22,5,0
0,_019,_Mt. Pleasant 15,_315,750,664,60,11,20,3,2,1025,460,16,4,0
0,_019,_Mt. Pleasant 16,_316,286,166,34,4,7,0,1,396,86,10,4,0
0,_019,_Mt. Pleasant 17,_317,999,571,109,12,13,2,2,1268,373,35,3,2
0,_019,_Mt. Pleasant 18,_318,545,279,55,7,19,3,0,690,179,24,3,0
0,_019,_Mt. Pleasant 19,_319,597,513,59,16,24,2,4,761,409,25,6,0
0,_019,_Mt. Pleasant 20,_320,483,457,31,11,16,3,1,637,330,5,8,0
0,_019,_Mt. Pleasant 21,_321,439,331,41,9,13,2,1,593,196,15,3,0
0,_019,_Mt. Pleasant 22,_322,371,344,32,1,15,4,1,465,273,13,1,0
0,_019,_Mt. Pleasant 23,_323,487,557,57,9,15,6,3,622,447,29,9,1
0,_019,_Mt. Pleasant 24,_324,277,215,31,9,4,0,1,367,136,16,1,1
0,_019,_Mt. Pleasant 25,_325,325,170,29,2,9,1,0,427,103,4,0,1
0,_019,_Mt. Pleasant 26,_326,14,324,1,0,3,0,0,27,307,3,0,0
0,_019,_Mt. Pleasant 27,_327,1020,606,92,15,27,6,3,1332,390,20,5,3
0,_019,_Mt. Pleasant 28,_328,500,295,59,11,17,4,0,652,190,15,4,1
0,_019,_Mt. Pleasant 29,_329,124,76,9,0,3,3,0,171,45,4,0,0
0,_019,_Mt. Pleasant 30,_330,1015,612,74,9,26,3,4,1321,381,14,10,2
0,_019,_Mt. Pleasant 31,_331,459,342,20,1,12,0,0,557,248,9,5,0
0,_019,_Mt. Pleasant 32,_332,1060,534,61,7,31,0,2,1303,326,24,3,0
0,_019,_Mt. Pleasant 33,_333,1643,716,91,4,38,4,5,1994,429,20,8,2
0,_019,_Mt. Pleasant 34,_334,560,328,37,9,7,3,0,670,239,10,1,0
0,_019,_Mt. Pleasant 35,_335,1720,930,106,32,39,6,4,2138,597,34,6,0
0,_019,_Mt. Pleasant 36,_336,627,487,59,12,25,4,3,768,392,31,5,0
0,_019,_Mt. Pleasant 37,_337,1071,1077,76,17,28,2,0,1327,825,41,11,2
0,_019,_Mt. Pleasant 38,_338,647,273,40,7,17,2,0,756,185,21,1,0
0,_019,_Mt. Pleasant 39,_339,1026,509,50,6,17,2,0,1197,347,19,6,0
0,_019,_James Island 1A,_400,594,722,77,15,8,7,4,806,548,31,13,2
0,_019,_James Island 1B,_401,79,400,11,4,3,4,0,116,369,5,2,0
0,_019,_James Island 3,_402,74,476,9,10,1,0,0,112,443,5,4,1
0,_019,_James Island 5A,_403,483,367,60,11,19,3,0,648,255,16,5,0
0,_019,_James Island 5B,_404,305,159,25,5,1,0,1,356,123,14,1,0
0,_019,_James Island 6,_405,484,542,46,11,5,3,0,610,437,13,6,1
0,_019,_James Island 7,_406,582,600,70,16,13,0,2,749,457,27,15,2
0,_019,_James Island 8A,_407,278,455,30,5,13,1,0,405,352,11,3,0
0,_019,_James Island 8B,_408,574,660,80,12,11,4,0,744,509,35,8,0
0,_019,_James Island 9,_409,512,521,60,17,13,1,3,663,423,19,8,0
0,_019,_James Island 10,_410,498,496,65,17,11,0,4,642,401,27,8,3
0,_019,_James Island 11,_411,622,496,79,10,19,2,2,790,381,39,5,2
0,_019,_James Island 12,_412,458,327,57,7,9,6,0,613,218,16,6,3
0,_019,_James Island 13,_413,463,429,47,9,7,3,3,622,299,16,5,0
0,_019,_James Island 14,_414,419,299,34,9,8,0,0,509,227,14,1,0
0,_019,_James Island 15,_415,585,563,70,21,11,2,0,702,457,45,13,3
0,_019,_James Island 17,_417,475,617,82,16,16,2,0,661,486,32,5,2
