IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_ND_20161108_GEN_PRE_REP_TRUMP,USA_ND_20161108_GEN_PRE_DEM_CLINTON,USA_ND_20161108_GEN_PRE_LIB_JOHNSON,USA_ND_20161108_GEN_PRE_GRE_STEIN,USA_ND_20161108_GEN_PRE_CON_CASTLE,USA_ND_20161108_GEN_PRE_DEL_FUENTE,USA_ND_20161108_GEN_PRE_OTH_WRITEIN,USA_ND_20161108_GEN_USS_REP_HOEVEN,USA_ND_20161108_GEN_USS_DEM_GLASSHEIM,USA_ND_20161108_GEN_USS_LIB_MARQUETTE,USA_ND_20161108_GEN_USS_IND_GERMANLIC,USA_ND_20161108_GEN_USS_OTH_WRITEIN,USA_ND_20161108_GEN_HAL_REP_CRAMER,USA_ND_20161108_GEN_HAL_DEM_EYES,USA_ND_20161108_GEN_HAL_LIB_SEAMAN,USA_ND_20161108_GEN_HAL_OTH_WRITEIN,USA_ND_20161108_GEN_GOV_REP_BURGUM,USA_ND_20161108_GEN_GOV_DEM_NELSON,USA_ND_20161108_GEN_GOV_LIB_RISKE,USA_ND_20161108_GEN_GOV_OTH_WRITEIN,USA_ND_20161108_GEN_AUD_REP_GALLION,USA_ND_20161108_GEN_AUD_LIB_RIEMERS,USA_ND_20161108_GEN_AUD_OTH_WRITEIN,USA_ND_20161108_GEN_TRE_REP_SCHMIDT,USA_ND_20161108_GEN_TRE_DEM_MATHERN,USA_ND_20161108_GEN_TRE_LIB_OLSON,USA_ND_20161108_GEN_TRE_OTH_WRITEIN,USA_ND_20161108_GEN_INS_REP_GODFREAD,USA_ND_20161108_GEN_INS_DEM_BUFFALO,USA_ND_20161108_GEN_INS_LIB_BATA,USA_ND_20161108_GEN_INS_OTH_WRITEIN,USA_ND_20161108_GEN_PSC_REP_FEDORCHAK,USA_ND_20161108_GEN_PSC_DEM_HUNTE_BEAUBRUN,USA_ND_20161108_GEN_PSC_LIB_SKADELAND,USA_ND_20161108_GEN_PSC_OTH_WRITEIN
0,_095,_Egeland,_Egeland,108,55,25,0,0,0,0,159,31,5,2,0,134,50,10,0,133,57,6,0,130,43,0,105,67,10,0,113,49,20,0,124,40,19,0
0,_095,_Rocklake,_Rocklake,107,91,15,1,1,0,4,158,60,6,2,0,132,68,21,0,107,117,4,0,130,58,0,88,104,17,0,97,86,23,0,114,77,11,0
0,_097,_Precinct 1,_Precinct 1,129,59,7,1,0,1,4,141,54,5,0,0,135,55,9,0,141,55,2,0,139,38,0,114,68,6,0,124,56,5,0,121,53,8,0
0,_097,_Precinct 10,_Precinct 10,217,118,26,3,4,0,5,296,69,10,4,0,260,84,32,1,292,68,18,0,280,71,2,225,112,31,0,233,90,37,0,213,83,64,0
0,_097,_Precinct 11,_Precinct 11,435,255,57,11,5,1,11,600,149,25,10,0,483,228,58,2,575,161,34,3,520,187,3,405,280,57,1,410,260,66,0,454,206,68,1
0,_097,_Precinct 12,_Precinct 12,194,135,36,10,2,0,7,278,90,13,9,1,239,102,36,1,276,91,20,3,274,78,2,205,144,29,0,187,137,47,0,153,95,120,0
0,_097,_Precinct 2,_Precinct 2,230,120,21,1,8,0,7,320,71,2,1,1,277,84,26,1,294,88,8,1,292,63,2,220,124,25,1,222,110,29,1,236,92,33,2
0,_097,_Precinct 3,_Precinct 3,146,62,7,1,1,0,4,179,35,7,3,0,162,51,11,1,179,41,7,0,172,43,0,133,73,13,0,145,58,15,0,145,48,26,0
0,_097,_Precinct 4,_Precinct 4,107,64,12,1,4,0,2,144,38,6,2,0,112,61,18,0,147,37,6,0,133,33,4,113,60,12,0,100,69,10,2,110,51,19,0
0,_097,_Precinct 5,_Precinct 5,73,50,5,2,2,0,1,103,24,3,0,0,81,38,9,1,105,23,2,0,84,30,0,65,49,9,0,61,46,12,0,65,33,18,0
0,_097,_Precinct 6,_Precinct 6,50,38,6,1,1,0,0,68,26,1,1,0,59,32,2,0,76,18,3,0,58,22,2,51,40,3,0,51,36,5,0,51,28,13,0
0,_097,_Precinct 7,_Precinct 7,324,148,49,3,4,0,10,432,82,15,6,0,340,136,50,0,428,92,14,0,387,99,3,322,156,38,0,298,133,78,0,254,93,152,0
0,_097,_Precinct 8,_Precinct 8,140,78,28,1,1,0,4,189,49,6,5,0,165,61,20,0,177,53,16,0,173,55,0,131,76,26,0,124,69,44,0,121,50,67,0
0,_097,_Precinct 9,_Precinct 9,220,114,38,0,4,0,7,312,60,10,3,0,254,86,36,0,304,66,14,1,271,82,2,233,109,30,1,211,117,40,1,157,65,148,1
0,_099,_Precinct 1 - District 19,_Precinct 1 - District 19,2098,777,201,24,15,0,54,2585,498,89,30,5,2394,535,207,4,2460,517,214,5,2319,580,11,1957,846,233,5,1890,675,429,7,2076,629,250,6
0,_099,_Precinct 2 - District 10,_Precinct 2 - District 10,897,390,129,8,8,1,34,1203,251,27,20,0,1075,305,91,1,1153,270,60,3,1031,306,4,821,481,115,0,786,331,281,0,948,315,122,0
0,_101,_Afton Our Savior Lutheran,_Afton Our Savior Lutheran,361,71,30,0,4,0,8,420,39,9,4,0,381,60,28,0,402,55,11,0,358,70,2,320,92,36,1,330,76,34,0,343,57,45,0
0,_101,_Berthold Sr Citizen Center,_Berthold Sr Citizen Center,426,46,39,7,1,0,8,487,30,11,10,0,450,48,32,0,465,56,12,0,411,80,0,399,82,32,0,376,79,40,1,404,50,45,0
0,_101,_Burlington City Hall,_Burlington City Hall,789,146,63,7,7,1,14,876,89,35,16,1,822,126,63,1,855,115,41,0,778,162,2,711,174,84,4,696,172,82,0,743,121,89,1
0,_101,_Des Lacs Community Hall,_Des Lacs Community Hall,228,40,11,0,1,0,4,257,18,10,1,0,237,30,15,1,245,28,8,0,207,44,0,199,52,19,0,196,46,25,1,222,29,19,0
0,_101,_Harrison Courthouse,_Harrison Courthouse,613,146,43,2,1,1,7,716,67,19,2,0,656,106,36,0,694,79,26,1,618,130,1,565,159,55,1,562,148,58,2,610,108,54,0
0,_101,_Kenmare Memorial Hall,_Kenmare Memorial Hall,611,110,41,4,7,0,4,680,63,26,10,0,645,89,37,0,660,93,15,0,592,129,2,554,145,48,2,554,136,45,0,554,111,71,1
0,_101,_Makoti Pioneer Sr Citizen Club,_Makoti Pioneer Sr Citizen Club,140,37,3,0,0,0,2,156,18,2,1,0,151,19,7,0,149,27,5,0,124,35,0,123,35,10,0,116,34,13,0,133,22,10,0
0,_101,_NE Minot Dist 3,_NE Minot Dist 3,632,282,116,24,14,0,23,826,177,59,26,1,736,248,100,2,774,215,93,2,701,300,3,628,258,151,1,611,283,137,2,640,246,137,1
0,_101,_NE Minot Dist 40,_NE Minot Dist 40,288,96,46,2,4,0,15,344,75,22,6,2,307,90,44,2,340,69,30,1,309,107,2,277,95,51,1,279,102,37,1,292,85,38,1
0,_101,_Nedrose All Seasons Arena,_Nedrose All Seasons Arena,815,175,71,9,3,0,21,933,94,45,13,0,862,146,69,2,888,133,48,1,801,207,3,716,225,94,3,731,198,96,1,791,142,96,1
0,_101,_North Central Lynch Immanuel,_North Central Lynch Immanuel,204,69,30,0,0,1,3,226,52,14,8,1,214,65,19,1,212,54,24,3,207,69,2,201,57,25,1,182,70,26,2,191,59,26,2
0,_101,_NW Minot Dist 3,_NW Minot Dist 3,67,35,18,3,3,0,4,91,26,10,3,0,81,38,10,0,88,32,8,0,76,42,0,71,39,15,0,72,34,15,0,74,30,14,0
0,_101,_NW Minot Dist 38,_NW Minot Dist 38,1547,482,167,14,10,3,37,1870,269,75,26,1,1717,373,131,3,1783,350,93,1,1619,428,8,1476,483,193,3,1496,463,161,1,1586,370,166,2
0,_101,_NW Minot Dist 40,_NW Minot Dist 40,2115,931,323,35,24,6,82,2698,566,159,55,2,2396,779,275,4,2533,699,196,4,2389,774,16,2123,895,312,7,2065,895,312,6,2183,733,345,7
0,_101,_NW Minot Dist 5,_NW Minot Dist 5,19,16,4,0,0,0,1,23,14,0,2,0,18,17,2,0,22,17,0,0,18,13,0,17,20,2,0,15,19,4,0,18,15,2,0
0,_101,_Ruthville Lynch Immanuel,_Ruthville Lynch Immanuel,477,131,71,12,5,2,12,530,93,45,24,1,483,126,77,1,493,118,66,3,471,169,2,443,138,81,2,420,148,84,1,462,104,85,3
0,_101,_Ryder City Building,_Ryder City Building,193,50,8,1,1,0,6,222,25,4,1,0,196,46,10,0,200,44,7,1,170,56,1,165,65,13,0,160,61,13,0,183,42,13,0
0,_101,_Sawyer City Hall,_Sawyer City Hall,399,54,26,2,2,0,4,436,35,11,10,1,404,60,25,1,423,53,10,0,382,77,1,362,74,33,0,356,66,35,0,379,52,36,0
0,_101,_SE Minot Dist 3,_SE Minot Dist 3,1875,634,231,40,19,4,71,2301,387,103,48,6,2000,566,231,12,2145,474,187,11,1970,647,13,1766,653,298,8,1783,650,269,11,1867,536,284,9
0,_101,_SE Minot Dist 38,_SE Minot Dist 38,569,198,55,7,1,0,9,694,111,21,9,0,630,156,42,2,639,148,29,5,587,174,3,530,200,74,2,538,183,72,3,567,151,77,3
0,_101,_SE Minot Dist 5,_SE Minot Dist 5,733,353,98,16,10,1,21,950,197,48,29,2,845,279,85,2,868,267,77,1,777,309,9,711,311,129,6,699,340,105,10,738,277,125,10
0,_101,_South Prairie School,_South Prairie School,215,46,20,1,1,0,2,249,29,2,1,0,230,37,11,1,232,42,5,0,195,60,1,177,72,17,0,179,65,17,0,197,46,19,0
0,_101,_Sundre All Seasons Arena,_Sundre All Seasons Arena,589,119,36,4,4,0,12,663,57,26,10,1,594,96,62,1,624,85,44,1,573,141,0,541,128,67,0,544,111,71,1,573,90,64,2
0,_101,_Surrey City Hall,_Surrey City Hall,686,97,54,3,3,0,13,760,42,26,16,1,703,73,63,1,743,67,34,0,646,148,1,606,119,80,1,606,92,103,1,639,82,77,1
0,_101,_SW Minot Dist 3,_SW Minot Dist 3,10,16,5,0,0,1,2,18,11,2,1,0,15,14,2,0,16,13,2,0,12,16,0,10,18,3,0,10,18,3,0,13,15,2,0
0,_101,_SW Minot Dist 38,_SW Minot Dist 38,542,163,73,10,4,0,12,669,85,35,12,0,580,138,72,1,627,111,55,1,578,172,4,534,167,74,0,525,162,75,0,554,134,71,1
0,_101,_SW Minot Dist 5,_SW Minot Dist 5,3493,1263,373,39,23,5,99,4443,640,119,69,7,3914,947,343,9,4103,891,204,6,3725,1014,32,3368,1242,365,14,3344,1198,382,15,3652,921,373,13
0,_103,_Precinct 01 Harvey,_Precinct 01 Harvey,251,34,10,1,4,0,7,268,24,7,5,0,267,23,17,0,269,27,9,2,238,44,0,224,44,27,0,236,33,22,0,244,25,22,0
0,_103,_Precinct 02 Fessenden,_Precinct 02 Fessenden,190,59,11,2,6,1,1,230,37,6,0,0,207,50,11,0,202,63,4,2,193,55,0,181,64,15,0,176,56,20,0,196,47,11,0
0,_103,_Precinct 03 Bowdon,_Precinct 03 Bowdon,232,32,8,0,1,0,2,253,21,4,1,0,233,29,13,0,242,25,8,1,210,43,0,205,41,16,0,205,33,13,0,203,36,16,0
0,_103,_Precinct 04 Sykeston,_Precinct 04 Sykeston,224,59,9,0,4,0,2,260,33,5,5,0,229,53,13,0,249,46,6,0,219,57,0,201,64,18,0,202,51,26,0,213,45,21,0
0,_103,_Precinct 05 Harvey,_Precinct 05 Harvey,690,184,52,9,7,1,12,821,102,22,17,0,779,129,47,0,781,152,18,1,727,154,1,660,205,58,0,640,192,72,1,690,150,57,0
0,_103,_Precinct 06 Fessenden,_Precinct 06 Fessenden,209,51,11,2,1,0,4,248,22,6,0,0,225,33,12,1,227,42,6,1,211,39,2,207,48,13,1,204,34,16,1,205,35,10,2
0,_105,_Precinct 43,_Precinct 43,1122,114,52,13,8,0,13,1134,81,37,16,1,1049,116,78,0,1083,105,54,1,974,140,3,952,110,96,2,920,128,72,7,931,94,100,2
0,_105,_Precinct 45,_Precinct 45,154,17,11,0,0,1,3,168,5,9,1,0,149,21,12,0,160,10,10,0,147,24,0,141,13,21,0,143,18,13,0,148,15,10,0
0,_105,_Precinct 48,_Precinct 48,1204,137,76,12,6,1,28,1204,124,60,26,0,1168,133,105,1,1210,118,72,0,1115,205,5,1085,136,144,1,1066,130,142,2,1066,104,166,1
0,_105,_Precinct 53,_Precinct 53,119,17,4,0,2,0,0,127,7,3,0,0,117,11,9,0,125,13,2,0,113,18,0,104,22,8,0,108,20,5,0,113,12,11,0
0,_105,_Precinct 55,_Precinct 55,239,61,18,3,5,0,14,248,60,16,12,0,196,109,24,0,244,64,18,0,224,72,3,195,75,41,0,183,94,38,0,201,69,42,0
0,_105,_Precinct 59,_Precinct 59,1586,301,118,4,13,2,33,1798,171,44,32,2,1637,236,136,8,1717,220,70,7,1599,258,12,1512,285,136,6,1511,277,118,4,1530,209,167,5
0,_105,_Precinct 60,_Precinct 60,1263,261,103,14,11,0,41,1389,171,86,31,1,1289,209,155,5,1337,208,109,4,1257,277,8,1184,248,169,7,1141,268,167,5,1147,212,207,7
0,_105,_Precinct 62,_Precinct 62,298,30,16,2,1,0,5,311,23,10,4,0,293,32,24,0,293,36,14,2,270,53,0,263,42,30,0,261,47,27,0,261,36,39,0
0,_105,_Precinct 63,_Precinct 63,334,91,27,2,2,1,7,376,63,19,5,0,337,83,36,1,349,84,25,0,322,92,1,295,112,35,0,283,109,39,0,305,80,51,1
0,_105,_Precinct 64,_Precinct 64,925,112,29,3,2,0,14,940,79,31,17,2,904,112,53,0,931,103,34,2,889,119,1,844,137,65,1,838,133,59,1,872,95,67,1
0,_105,_Precinct 65,_Precinct 65,159,34,14,0,1,0,0,178,21,9,3,0,165,27,21,0,159,40,12,0,161,29,0,147,41,17,0,144,42,12,0,155,31,12,0
0,_105,_Precinct 67,_Precinct 67,174,36,9,0,1,0,1,184,26,5,3,0,173,36,9,0,169,43,3,0,169,32,1,156,46,10,0,150,44,18,0,160,37,14,0
0,_105,_Precinct 74,_Precinct 74,1813,388,109,14,15,0,46,2006,249,80,24,1,1876,320,138,1,1958,291,96,5,1865,313,10,1721,373,156,2,1696,367,154,4,1730,276,192,4
0,_105,_Precinct 75,_Precinct 75,216,37,16,0,2,0,4,241,21,5,6,1,227,30,15,2,226,33,9,0,216,38,0,198,39,23,0,194,36,25,0,198,31,29,0
0,_105,_Precinct 76,_Precinct 76,463,99,29,7,5,0,10,446,79,52,10,2,435,92,58,1,458,84,48,2,434,121,3,409,94,71,1,396,100,67,1,401,83,70,1
