IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_ND_20161108_GEN_PRE_REP_TRUMP,USA_ND_20161108_GEN_PRE_DEM_CLINTON,USA_ND_20161108_GEN_PRE_LIB_JOHNSON,USA_ND_20161108_GEN_PRE_GRE_STEIN,USA_ND_20161108_GEN_PRE_CON_CASTLE,USA_ND_20161108_GEN_PRE_DEL_FUENTE,USA_ND_20161108_GEN_PRE_OTH_WRITEIN,USA_ND_20161108_GEN_USS_REP_HOEVEN,USA_ND_20161108_GEN_USS_DEM_GLASSHEIM,USA_ND_20161108_GEN_USS_LIB_MARQUETTE,USA_ND_20161108_GEN_USS_IND_GERMANLIC,USA_ND_20161108_GEN_USS_OTH_WRITEIN,USA_ND_20161108_GEN_HAL_REP_CRAMER,USA_ND_20161108_GEN_HAL_DEM_EYES,USA_ND_20161108_GEN_HAL_LIB_SEAMAN,USA_ND_20161108_GEN_HAL_OTH_WRITEIN,USA_ND_20161108_GEN_GOV_REP_BURGUM,USA_ND_20161108_GEN_GOV_DEM_NELSON,USA_ND_20161108_GEN_GOV_LIB_RISKE,USA_ND_20161108_GEN_GOV_OTH_WRITEIN,USA_ND_20161108_GEN_AUD_REP_GALLION,USA_ND_20161108_GEN_AUD_LIB_RIEMERS,USA_ND_20161108_GEN_AUD_OTH_WRITEIN,USA_ND_20161108_GEN_TRE_REP_SCHMIDT,USA_ND_20161108_GEN_TRE_DEM_MATHERN,USA_ND_20161108_GEN_TRE_LIB_OLSON,USA_ND_20161108_GEN_TRE_OTH_WRITEIN,USA_ND_20161108_GEN_INS_REP_GODFREAD,USA_ND_20161108_GEN_INS_DEM_BUFFALO,USA_ND_20161108_GEN_INS_LIB_BATA,USA_ND_20161108_GEN_INS_OTH_WRITEIN,USA_ND_20161108_GEN_PSC_REP_FEDORCHAK,USA_ND_20161108_GEN_PSC_DEM_HUNTE_BEAUBRUN,USA_ND_20161108_GEN_PSC_LIB_SKADELAND,USA_ND_20161108_GEN_PSC_OTH_WRITEIN
0,_057,_Precinct 0401,_Precinct 0401,4,5,0,0,0,0,0,6,3,0,0,0,3,6,0,0,5,4,0,0,3,6,0,3,6,0,0,3,6,0,0,3,5,1,0
0,_057,_Precinct 3301,_Precinct 3301,233,85,18,1,0,0,6,253,79,12,2,1,222,97,22,2,241,88,13,1,244,69,1,188,122,21,2,199,106,25,1,216,88,25,0
0,_057,_Precinct 3303,_Precinct 3303,299,62,8,0,0,2,9,313,62,6,2,0,292,74,13,0,304,68,4,1,298,45,2,261,87,14,1,275,73,14,0,279,71,14,0
0,_057,_Precinct 3313,_Precinct 3313,308,37,13,2,3,1,2,337,22,6,5,0,320,37,10,0,326,32,7,2,316,32,0,281,56,14,0,291,39,22,0,300,30,22,0
0,_057,_Precinct 3314,_Precinct 3314,199,21,13,2,3,0,1,208,18,8,2,0,190,32,15,0,199,25,8,0,199,33,0,179,39,14,0,182,33,12,0,191,25,10,1
0,_057,_Precinct 3316,_Precinct 3316,165,28,5,1,0,0,4,175,14,10,5,0,166,23,12,0,176,22,6,0,162,32,0,141,43,12,0,155,31,10,0,153,31,13,1
0,_057,_Precinct 3320,_Precinct 3320,210,16,2,0,2,0,0,210,11,1,2,0,203,15,6,0,203,15,4,0,204,17,0,187,25,9,0,190,15,13,0,185,14,21,0
0,_057,_Precinct 3321,_Precinct 3321,420,37,16,2,2,1,9,452,26,7,3,1,436,31,20,1,444,31,13,1,428,45,1,393,57,23,2,404,49,22,1,414,31,26,1
0,_057,_Precinct 3322,_Precinct 3322,342,30,9,0,3,0,4,355,18,6,6,1,342,31,12,1,352,24,9,1,349,27,2,312,44,15,1,320,38,13,1,334,25,12,1
0,_057,_Precinct 3323,_Precinct 3323,364,41,17,5,2,0,7,390,35,5,7,0,361,52,22,0,374,45,13,0,367,53,0,324,78,17,0,337,57,27,0,351,45,21,0
0,_057,_Precinct 3324,_Precinct 3324,247,29,14,1,2,0,3,257,22,8,4,0,249,30,11,0,256,19,11,0,244,29,0,227,32,19,0,228,30,20,0,227,29,23,0
0,_057,_Precinct 3381,_Precinct 3381,277,61,24,2,2,0,8,318,42,6,10,0,296,50,25,0,311,51,6,0,312,40,0,261,87,14,0,270,70,17,0,281,57,21,0
0,_057,_Precinct 3382,_Precinct 3382,400,98,27,1,2,0,8,443,65,17,9,1,416,89,24,1,438,74,13,1,427,69,5,363,123,30,1,386,99,26,1,398,85,28,3
0,_057,_Precinct 3383,_Precinct 3383,291,71,24,4,0,0,5,324,53,7,5,1,310,65,13,0,325,54,4,0,308,56,0,256,98,20,1,282,73,18,0,294,67,14,0
0,_059,_Precinct 01,_Precinct 01,1257,362,99,16,8,1,45,1463,240,48,26,4,1299,348,120,1,1391,282,74,8,1266,346,7,1160,408,118,3,1181,338,135,3,1219,299,123,1
0,_059,_Precinct 02,_Precinct 02,1417,446,131,14,6,0,29,1699,268,45,25,1,1489,408,108,2,1668,299,59,1,1515,338,6,1373,435,117,0,1379,396,121,0,1431,332,137,1
0,_059,_Precinct 03,_Precinct 03,635,272,88,21,8,4,16,731,208,42,28,1,638,273,91,2,699,232,59,3,580,296,8,544,293,102,1,535,276,113,2,564,241,111,3
0,_059,_Precinct 04,_Precinct 04,593,213,52,7,6,0,15,726,135,13,11,0,645,155,67,1,701,150,26,1,639,167,4,575,227,52,1,585,177,62,1,604,165,72,1
0,_059,_Precinct 05,_Precinct 05,369,170,33,7,3,1,13,459,119,11,10,0,398,156,38,1,446,129,17,0,390,144,1,361,164,43,0,351,167,44,0,356,150,49,0
0,_059,_Precinct 06,_Precinct 06,653,278,82,8,5,1,17,803,196,37,10,0,712,247,75,2,762,225,52,1,719,225,6,616,286,99,1,644,253,91,2,660,227,98,2
0,_059,_Precinct 07,_Precinct 07,392,166,56,10,8,1,20,495,125,23,10,1,423,170,54,0,476,128,36,2,416,164,3,377,175,71,0,374,167,68,0,398,151,63,1
0,_059,_Precinct 08,_Precinct 08,468,148,57,13,1,2,16,534,109,31,23,4,474,160,64,3,504,141,44,4,430,192,10,399,174,83,7,397,175,79,5,412,156,76,5
0,_059,_Precinct 17,_Precinct 17,1244,310,99,8,9,2,38,1396,209,61,20,2,1270,270,141,3,1363,245,63,3,1230,307,7,1126,337,137,3,1152,269,157,3,1185,230,155,1
0,_059,_Precinct 18,_Precinct 18,465,124,36,15,4,0,15,519,98,19,16,1,482,129,35,4,506,108,28,2,462,136,6,408,157,56,2,432,137,53,2,431,120,62,2
0,_059,_Precinct 20,_Precinct 20,222,36,10,0,1,0,3,238,25,4,3,1,230,25,15,1,228,36,6,0,206,32,0,196,41,11,0,192,35,18,0,209,28,11,1
0,_059,_Precinct 23,_Precinct 23,220,25,3,3,0,3,3,237,12,4,3,0,220,19,10,0,225,21,5,0,193,28,0,185,40,8,1,189,30,12,1,194,24,7,0
0,_059,_Precinct 24,_Precinct 24,567,104,31,3,1,0,8,618,78,12,11,0,582,96,35,1,613,77,21,2,548,121,0,506,135,50,1,531,93,53,0,555,88,42,1
0,_059,_Precinct 32,_Precinct 32,1179,222,66,7,9,0,19,1284,152,34,22,2,1192,192,102,0,1271,171,45,1,1143,242,6,1039,263,130,1,1089,213,108,3,1105,181,124,2
0,_059,_Precinct 33,_Precinct 33,674,109,38,4,6,0,3,739,70,18,11,1,700,95,36,2,729,83,25,0,648,117,2,636,125,40,0,636,100,47,0,649,92,45,0
0,_059,_Precinct 34,_Precinct 34,137,15,5,0,1,0,0,139,11,5,2,0,131,20,7,0,133,20,5,0,123,20,1,117,26,11,0,119,18,16,0,121,18,11,0
0,_059,_Precinct 36,_Precinct 36,461,41,14,1,4,1,1,490,18,9,4,0,477,25,16,0,478,31,11,0,424,53,0,420,48,29,1,426,37,27,0,442,31,18,0
0,_059,_Precinct 38,_Precinct 38,383,39,14,4,2,0,2,393,31,12,8,0,379,34,28,0,396,33,10,1,361,59,0,358,39,27,0,341,42,37,0,347,40,30,1
0,_061,_Precinct 01,_Precinct 01,789,130,34,5,8,1,9,855,75,27,13,0,810,102,46,0,817,101,43,1,774,129,2,741,145,57,0,773,99,67,2,734,97,84,0
0,_061,_Precinct 02,_Precinct 02,160,551,40,27,3,2,18,310,413,34,28,2,152,631,18,0,253,491,46,2,270,449,11,187,503,84,1,121,653,23,0,179,512,81,4
0,_061,_Precinct 03,_Precinct 03,244,226,27,13,0,1,11,333,163,11,15,0,244,260,20,0,291,203,22,1,282,199,3,243,224,40,0,207,271,29,1,261,201,45,1
0,_061,_Precinct 04,_Precinct 04,183,30,7,1,1,0,1,189,28,2,4,0,181,29,9,1,175,41,6,0,171,37,0,160,46,8,0,167,38,10,0,165,32,13,0
0,_061,_Precinct 05,_Precinct 05,257,20,8,0,5,0,0,277,9,3,5,0,266,21,8,0,262,24,5,0,250,28,0,228,40,17,0,241,23,16,2,241,19,19,0
0,_061,_Precinct 06,_Precinct 06,133,14,7,0,6,0,1,132,13,11,3,0,127,11,21,0,123,22,13,0,116,32,0,118,18,16,0,105,22,19,1,118,11,20,1
0,_061,_Precinct 07,_Precinct 07,341,33,13,1,0,0,3,358,17,13,1,0,337,33,14,0,342,33,12,0,329,38,0,307,47,18,1,321,34,17,0,314,35,25,0
0,_061,_Precinct 08,_Precinct 08,299,171,16,9,1,0,8,324,148,16,15,0,271,211,19,1,305,170,20,0,291,172,2,264,179,39,2,249,215,20,0,274,170,37,0
0,_061,_Precinct 09,_Precinct 09,176,45,14,0,0,0,3,202,26,5,3,0,182,36,12,2,191,40,4,0,172,41,0,164,47,15,0,165,43,14,0,168,37,17,0
0,_063,_Precinct 1 Nelson County,_Precinct 1 Nelson County,1025,536,114,11,9,0,22,1343,323,57,25,2,1161,437,125,2,1185,500,54,5,1245,299,7,1038,504,120,2,990,484,159,3,1123,394,116,2
0,_065,_Precinct 01-SouthEast Oliver,_Precinct 01-SouthEast Oliver,177,21,8,0,0,0,5,193,15,5,3,0,180,24,13,0,194,17,5,1,165,40,1,161,38,11,0,155,26,22,0,171,18,19,0
0,_065,_Precinct 02-Center/West Side,_Precinct 02-Center/West Side,98,15,8,1,0,0,1,115,8,3,0,0,101,21,3,0,109,13,4,0,95,19,0,87,22,9,0,93,15,9,0,99,16,5,0
0,_065,_Precinct 03-Hensler,_Precinct 03-Hensler,75,17,8,0,1,0,0,86,11,4,1,0,79,14,9,0,82,13,6,0,78,18,0,69,25,4,0,75,17,5,0,82,10,8,0
0,_065,_Precinct 04-Fort Clark,_Precinct 04-Fort Clark,56,7,1,0,2,0,0,61,3,1,1,0,62,2,2,0,62,4,0,0,56,7,0,48,11,4,0,52,6,4,0,56,5,3,0
0,_065,_Precinct 05-Far West Oliver,_Precinct 05-Far West Oliver,123,13,4,0,0,1,1,126,11,2,2,0,120,12,9,0,123,14,3,0,123,9,0,110,17,10,0,113,14,8,0,115,14,7,0
0,_065,_Precinct 06-Hannover,_Precinct 06-Hannover,165,16,10,0,0,0,0,178,8,5,1,0,166,20,5,1,169,17,3,0,164,21,0,153,26,8,1,152,21,12,0,160,18,7,0
0,_065,_Precinct 07-Center/ East Side,_Precinct 07-Center/ East Side,136,30,8,2,2,1,4,156,18,5,3,0,144,28,11,0,151,27,4,0,140,32,0,133,36,9,0,129,27,15,0,131,18,22,0
0,_067,_Precinct 10-01,_Precinct 10-01,416,105,22,8,2,1,15,486,74,10,2,1,439,103,26,0,464,89,17,0,426,97,3,363,140,41,1,368,115,59,1,402,94,41,1
0,_067,_Precinct 10-02,_Precinct 10-02,461,121,22,6,2,1,10,546,69,13,3,0,492,97,33,2,521,92,17,0,466,108,1,397,153,52,0,382,117,88,0,437,102,50,0
0,_067,_Precinct 10-03,_Precinct 10-03,491,160,47,6,2,0,11,603,102,13,4,0,551,123,43,0,583,113,19,0,535,130,2,461,173,50,0,433,141,106,1,494,116,61,1
0,_067,_Precinct 10-04,_Precinct 10-04,487,131,32,2,4,0,14,568,94,12,6,3,517,115,40,3,578,88,16,0,543,92,1,455,155,45,0,448,115,76,1,496,101,42,0
0,_067,_Precinct 10-05,_Precinct 10-05,149,63,16,0,1,0,2,185,39,7,0,0,167,42,22,0,184,35,12,0,179,45,1,152,58,15,0,146,55,26,0,171,45,10,0
0,_067,_Precinct 10-06,_Precinct 10-06,204,101,28,6,1,0,3,256,75,7,6,0,224,95,22,0,226,96,21,0,228,88,1,193,114,27,1,176,112,42,1,200,96,32,1
0,_069,_Precinct 01,_Precinct 01,84,12,4,0,3,0,3,98,7,2,2,0,93,13,2,0,90,13,4,0,80,17,0,72,21,5,0,78,13,8,0,80,13,5,0
0,_069,_Precinct 02,_Precinct 02,92,28,6,0,1,0,2,103,23,1,0,1,96,29,1,0,103,25,0,0,91,29,0,82,41,3,0,81,36,6,0,91,27,5,0
0,_069,_Precinct 03,_Precinct 03,241,35,23,1,0,0,9,272,26,6,6,0,257,36,18,0,254,42,9,0,234,50,0,212,63,18,0,214,56,20,0,231,38,21,1
0,_069,_Precinct 04 - 1ST WARD 1ST,_Precinct 04 - 1ST WARD 1ST,142,60,14,2,1,0,5,176,40,2,2,0,161,48,9,0,159,55,4,1,144,62,1,137,64,12,0,133,54,22,1,143,46,21,0
0,_069,_Precinct 05 - 1ST WARD 2ND,_Precinct 05 - 1ST WARD 2ND,46,23,4,0,1,0,4,70,9,1,1,0,55,17,3,0,63,16,1,0,60,11,0,47,25,4,0,52,18,5,0,50,20,6,0
0,_069,_Precinct 06 - 2ND WARD,_Precinct 06 - 2ND WARD,303,89,26,0,1,1,9,379,44,4,5,0,334,68,21,1,333,86,13,0,316,79,2,279,112,30,0,284,82,41,0,297,83,27,1
0,_069,_Precinct 07 - 3RD WARD,_Precinct 07 - 3RD WARD,206,64,24,3,2,0,5,272,28,4,5,0,246,36,20,0,239,62,6,0,225,61,2,187,84,29,0,212,65,21,0,220,55,22,0
0,_069,_Precinct 08 - 4TH WARD,_Precinct 08 - 4TH WARD,323,120,31,3,5,0,10,446,48,6,5,0,407,71,17,0,400,95,5,0,374,68,0,329,120,28,0,338,104,23,0,367,79,19,0
0,_071,_Precinct 01,_Precinct 01,1641,945,271,29,24,1,47,2295,551,92,43,2,1910,787,236,5,2096,708,150,3,1931,774,15,1697,896,271,5,1628,884,312,7,1747,804,260,8
0,_071,_Precinct 02,_Precinct 02,482,178,26,5,5,1,17,612,101,8,2,0,533,136,41,1,582,122,11,2,577,101,0,478,187,36,0,472,157,59,0,506,140,43,1
0,_071,_Precinct 03,_Precinct 03,794,274,83,9,12,2,13,993,163,27,20,1,905,215,68,2,951,207,38,4,905,196,2,775,289,90,2,768,246,119,2,841,202,96,2
0,_071,_Precinct 04,_Precinct 04,300,108,25,1,2,1,9,391,54,6,7,0,348,84,20,0,375,74,7,1,333,68,3,293,116,22,1,274,90,51,1,320,71,30,1
0,_073,_Precinct 1,_Precinct 1,161,166,31,0,1,0,6,237,111,10,3,1,201,138,20,0,226,120,15,0,199,134,2,143,178,25,1,152,166,29,1,163,140,37,2
0,_073,_Precinct 2,_Precinct 2,287,176,68,9,0,0,7,421,101,21,5,0,326,179,43,1,411,117,17,0,349,141,0,263,218,49,0,282,185,54,0,324,155,40,0
0,_073,_Precinct 3,_Precinct 3,443,356,97,9,2,0,23,699,184,31,17,1,532,312,67,3,674,218,36,2,577,251,2,452,387,59,0,457,340,79,0,500,293,72,2
0,_073,_Precinct 4,_Precinct 4,319,140,51,4,1,1,1,436,67,13,9,1,346,140,33,1,411,91,18,2,359,103,3,272,197,28,1,278,161,32,1,319,113,34,1
0,_075,_GLENBURN,_GLENBURN,238,39,18,0,3,0,5,268,16,7,5,1,242,31,17,0,248,30,14,0,232,38,0,208,49,22,0,217,38,21,0,224,34,20,0
0,_075,_MOHALL,_MOHALL,441,101,23,1,1,0,8,511,48,11,8,0,485,66,23,0,486,76,8,0,465,66,1,411,121,25,0,423,96,26,0,438,87,20,0
0,_075,_SHERWOOD,_SHERWOOD,167,30,13,2,1,0,4,188,18,5,3,1,173,23,11,0,185,23,5,0,156,41,0,152,38,11,0,144,34,15,1,158,20,16,0
0,_075,_TOLLEY,_TOLLEY,90,19,10,1,0,0,0,104,13,3,3,0,98,17,8,0,91,21,7,0,84,24,0,70,32,11,0,63,36,12,0,73,25,11,0
0,_075,_WHITE ASH,_WHITE ASH,57,12,7,0,0,0,2,69,9,2,0,0,64,10,5,0,66,11,2,0,64,12,1,55,19,4,0,61,13,4,0,66,9,4,0
0,_077,_ABERCROMBIE,_ABERCROMBIE,214,60,19,3,2,0,2,250,35,11,5,0,207,68,25,0,253,40,11,0,218,59,1,201,68,24,0,199,68,19,1,215,57,15,1
0,_077,_BARRIE-HELENDALE,_BARRIE-HELENDALE,123,19,16,3,1,0,5,148,15,5,3,0,115,27,29,0,141,21,9,0,124,35,0,114,31,15,0,117,34,11,0,126,19,13,1
0,_077,_BRIGHTWOOD-ELMA-BELFORD,_BRIGHTWOOD-ELMA-BELFORD,166,55,15,3,1,0,1,200,32,6,3,0,153,67,17,0,201,37,3,0,151,52,1,141,68,15,1,137,61,19,0,161,38,20,0
0,_077,_CHRISTINE,_CHRISTINE,123,52,16,1,2,0,4,153,24,14,3,0,125,47,25,0,151,30,14,0,141,43,0,119,48,21,0,119,51,19,0,134,33,22,0
0,_077,_COLFAX,_COLFAX,235,103,17,2,4,1,4,290,62,13,5,1,236,94,43,0,292,61,17,0,254,75,2,226,114,21,1,235,91,28,1,250,77,20,1
0,_077,_FAIRMOUNT,_FAIRMOUNT,180,75,14,7,1,1,5,225,45,4,7,0,192,67,18,0,227,44,13,0,188,60,2,163,83,21,0,166,63,24,0,173,55,21,0
0,_077,_HANKINSON,_HANKINSON,342,159,31,6,2,1,9,434,84,24,8,1,353,150,40,0,414,106,24,3,351,146,6,309,170,54,1,298,161,57,2,328,127,54,1
0,_077,_LIDGERWOOD,_LIDGERWOOD,333,113,39,5,6,5,9,418,60,17,4,0,319,133,43,0,380,85,20,1,314,106,0,280,134,40,0,250,134,48,0,299,92,44,1
0,_077,_MOORETON,_MOORETON,149,68,11,1,0,0,3,193,34,5,1,1,156,53,24,0,179,48,6,0,164,50,2,139,74,7,1,134,65,17,1,159,45,12,1
0,_077,_WAHPETON CITY HALL,_WAHPETON CITY HALL,541,200,62,8,4,1,11,666,92,37,14,1,575,161,64,0,637,120,33,2,555,174,1,471,227,53,1,500,163,70,0,516,138,60,0
0,_077,_WAHPETON COMM CENTER,_WAHPETON COMM CENTER,533,272,63,13,4,2,19,677,161,39,17,0,555,242,84,0,649,183,47,1,575,229,0,471,290,78,1,465,271,86,1,495,230,91,1
0,_077,_WAHPETON FAITH CHURCH,_WAHPETON FAITH CHURCH,558,279,53,12,6,0,16,769,129,24,4,0,612,216,72,0,733,152,32,1,659,182,1,573,252,53,0,539,241,72,0,625,168,57,0
0,_077,_WAHPETON RICHLAND LEC,_WAHPETON RICHLAND LEC,690,318,72,4,14,1,21,892,175,32,14,1,741,294,64,3,878,200,30,2,766,259,3,688,311,71,1,673,299,86,3,715,244,78,3
0,_077,_WALCOTT,_WALCOTT,198,74,29,2,1,0,6,245,46,18,4,1,203,70,39,0,240,55,15,2,211,82,2,192,82,30,1,201,65,32,1,214,45,39,1
0,_077,_WYNDMERE,_WYNDMERE,382,217,36,6,6,3,8,514,123,18,6,0,406,190,58,2,492,150,18,0,445,137,0,357,248,35,0,351,227,37,0,412,173,34,0
0,_079,_Dunseith #4,_Dunseith #4,208,483,28,49,1,2,18,337,390,26,20,0,194,577,19,0,247,505,31,1,272,394,5,207,471,74,1,164,558,46,0,204,491,54,0
0,_079,_Rolette #5,_Rolette #5,319,164,47,8,1,1,15,417,117,23,8,1,362,165,33,1,317,223,20,5,329,173,5,272,212,57,1,296,184,53,1,327,164,45,1
0,_079,_Rolla #1,_Rolla #1,366,189,25,7,5,0,10,476,110,11,12,0,382,199,26,0,291,304,14,1,388,167,1,307,226,49,0,318,217,36,1,361,168,42,1
0,_079,_St John #2,_St John #2,181,212,26,13,3,1,6,259,155,13,13,0,184,244,17,0,197,233,10,1,213,183,3,175,220,30,0,157,248,26,0,176,215,31,1
0,_079,_Turtle Mtn Reservation #3,_Turtle Mtn Reservation #3,143,1051,30,98,7,4,34,312,929,64,33,0,73,1302,10,0,188,1118,45,3,264,891,7,138,1052,129,2,85,1236,39,1,143,1093,88,3
0,_081,_Cogswell #3,_Cogswell #3,131,89,16,5,1,0,1,181,55,10,2,0,141,81,19,1,171,67,8,2,166,52,1,114,104,21,1,122,85,22,1,137,74,19,0
0,_081,_Forman-Havana #4,_Forman-Havana #4,281,195,42,5,0,5,4,401,123,14,4,0,293,192,47,1,377,152,13,0,326,125,5,234,251,26,2,242,225,33,2,271,183,41,2
0,_081,_Gwinner #2,_Gwinner #2,294,120,26,5,3,0,3,366,67,14,6,0,300,102,43,0,350,81,17,0,309,107,1,251,142,41,0,258,134,41,0,295,108,29,0
0,_081,_Milnor #1,_Milnor #1,247,184,58,3,2,1,7,386,104,17,7,0,313,162,34,0,379,117,7,2,323,136,0,230,218,45,0,245,190,47,1,270,169,37,1
0,_081,_Rutland-Cayuga #5,_Rutland-Cayuga #5,135,106,25,0,0,1,2,179,74,12,2,0,136,106,26,0,187,76,8,0,145,68,1,112,134,14,0,114,109,23,2,137,99,15,0
0,_083,_Precinct 01,_Precinct 01,650,95,29,1,6,0,6,703,60,17,12,0,679,77,30,0,678,86,20,2,626,112,0,604,113,46,0,611,102,38,0,615,80,51,0
0,_085,_Cannonball,_Cannonball,18,138,6,33,0,1,9,46,114,17,9,3,17,190,4,0,57,126,9,3,42,115,6,38,131,21,3,21,175,6,0,20,169,12,0
0,_085,_FY East,_FY East,23,261,9,35,1,2,13,94,201,16,24,4,15,325,6,0,88,225,26,2,76,228,5,49,240,43,1,23,295,18,0,34,266,34,1
0,_085,_FY West,_FY West,27,235,4,36,0,1,19,60,211,15,21,1,21,297,5,1,66,224,23,0,49,217,6,42,230,32,0,25,290,4,0,25,274,16,1
0,_085,_Porcupine,_Porcupine,16,57,1,10,1,0,7,27,49,6,2,1,19,71,2,0,29,52,6,1,21,48,3,15,53,14,1,14,69,4,0,16,67,5,1
0,_085,_Selfridge,_Selfridge,129,44,4,10,3,0,3,150,34,5,6,0,129,56,7,0,152,33,7,0,135,38,1,119,50,16,1,121,48,10,1,127,39,15,1
0,_085,_Solen,_Solen,47,23,1,4,0,0,1,49,24,1,2,0,42,34,1,0,46,24,2,0,41,21,0,45,27,1,0,37,32,3,0,39,32,2,0
0,_087,_Amidon Courthouse,_Amidon Courthouse,134,18,5,0,0,0,1,139,10,2,2,0,125,20,9,0,136,15,3,0,116,25,0,111,27,8,0,112,23,11,0,123,16,9,0
0,_087,_Marmarth Community Center,_Marmarth Community Center,106,14,8,2,2,0,0,119,6,3,4,0,110,11,11,0,114,11,5,0,106,20,0,108,12,7,0,103,18,6,0,109,12,6,0
0,_087,_Pierce Church,_Pierce Church,122,11,6,1,0,0,0,130,9,2,1,1,127,10,4,1,126,15,2,1,120,12,1,112,22,4,1,118,15,2,1,116,14,6,1
0,_089,_Armory,_Armory,5059,1086,304,32,30,5,103,5618,674,198,67,8,5256,858,373,9,5424,825,199,13,5001,1003,20,4707,1126,389,7,4722,973,434,5,4870,812,421,6
0,_089,_BAC,_BAC,1535,284,97,7,12,0,24,1633,187,59,28,0,1499,253,133,4,1600,201,86,1,1477,287,2,1376,294,143,1,1347,291,145,1,1397,234,143,2
0,_089,_Belfield,_Belfield,534,38,25,5,6,0,4,554,30,17,10,0,518,56,31,0,537,46,25,0,500,78,1,502,52,38,0,496,45,42,0,490,44,48,0
0,_089,_Gladstone,_Gladstone,236,38,8,2,1,0,1,262,18,6,3,0,234,31,14,0,256,22,8,1,222,32,1,213,37,20,1,209,34,21,0,216,31,24,0
0,_089,_Range 95/96,_Range 95/96,1132,119,30,8,4,1,16,1202,69,15,10,1,1135,100,54,2,1181,89,24,1,1065,125,5,1019,138,70,3,1015,109,74,3,1052,83,72,1
0,_089,_Richardton,_Richardton,457,87,24,4,2,0,4,517,52,11,4,0,482,72,25,3,519,51,8,1,468,67,1,437,81,42,0,444,78,28,0,451,68,36,0
0,_089,_South Heart,_South Heart,597,73,26,2,7,1,4,636,53,9,7,1,597,55,41,2,629,51,17,0,578,75,2,539,99,38,0,530,92,42,0,568,62,38,0
0,_089,_Taylor,_Taylor,205,28,12,0,1,0,2,213,18,7,3,0,200,28,13,0,208,22,5,1,188,32,0,186,30,14,0,185,36,7,0,187,26,14,0
0,_091,_Precinct 1,_Precinct 1,103,62,15,1,5,0,1,154,32,4,2,1,129,53,7,1,142,38,5,5,136,38,0,123,46,14,0,124,41,17,0,129,36,16,0
0,_091,_Precinct 2,_Precinct 2,123,81,23,3,1,0,2,174,54,6,4,0,151,65,19,0,175,58,5,0,166,51,1,130,87,8,0,136,72,17,0,130,60,37,0
0,_091,_Precinct 3,_Precinct 3,113,75,14,0,0,0,1,176,31,6,0,0,136,51,22,0,172,35,4,0,150,51,0,125,71,12,0,116,71,19,0,126,47,31,0
0,_091,_Precinct 4,_Precinct 4,95,72,9,1,1,0,7,150,38,6,1,0,117,59,17,0,142,46,8,0,119,55,0,96,79,14,0,98,67,25,0,108,59,21,0
0,_091,_Precinct 5,_Precinct 5,104,71,14,1,0,0,1,137,49,7,0,0,119,54,16,0,135,54,5,0,105,60,1,99,76,10,0,105,54,20,0,106,51,22,0
0,_093,_Precinct J1,_Precinct J1,755,362,79,16,8,2,30,1003,189,32,10,1,819,304,81,1,934,220,53,1,770,259,4,674,352,101,2,682,280,114,1,711,252,102,0
0,_093,_Precinct J2,_Precinct J2,1119,518,104,17,4,4,35,1457,280,31,18,1,1216,415,104,2,1384,310,49,5,1115,382,8,1010,515,116,2,933,455,183,3,1017,394,131,3
0,_093,_Precinct J3,_Precinct J3,790,316,87,21,7,0,14,987,177,29,21,1,810,276,93,2,925,217,35,4,698,320,5,634,352,102,1,610,311,141,2,640,269,132,1
0,_093,_Precinct J4,_Precinct J4,669,223,50,5,7,0,16,829,106,17,12,0,707,171,57,0,789,124,32,1,625,213,3,608,218,60,1,584,192,96,0,604,156,80,0
0,_093,_Precinct J5,_Precinct J5,724,342,85,18,6,3,29,943,205,35,26,0,774,322,86,1,890,249,46,1,712,307,2,638,362,107,1,581,361,134,2,627,286,139,0
0,_093,_Precinct J6,_Precinct J6,598,233,51,16,3,1,17,749,123,15,16,1,609,214,65,2,704,150,37,2,573,221,2,497,267,81,1,502,231,90,2,529,185,93,2
0,_093,_Precinct P1,_Precinct P1,199,47,5,1,0,0,4,229,20,5,2,1,193,42,20,0,222,28,8,0,173,56,0,175,50,15,0,146,44,49,0,181,26,23,1
0,_093,_Precinct P2,_Precinct P2,133,40,8,4,2,0,0,157,17,8,4,0,132,29,21,0,153,21,9,0,125,36,1,97,57,12,1,85,33,53,0,116,36,11,3
0,_093,_Precinct P3,_Precinct P3,275,83,32,1,5,1,7,349,37,12,2,1,288,76,30,1,335,42,19,1,265,84,1,241,108,22,1,231,74,48,1,256,63,33,1
0,_093,_Precinct P4,_Precinct P4,541,128,35,5,5,0,19,627,72,22,13,0,535,139,40,0,584,98,26,1,475,143,1,445,161,50,0,439,132,60,0,462,98,59,0
0,_093,_Precinct P5,_Precinct P5,433,70,14,3,6,0,10,481,37,11,6,1,425,72,26,0,470,43,14,4,403,89,0,389,90,31,0,375,81,43,0,398,52,40,0
0,_093,_Precinct P6,_Precinct P6,482,136,24,2,2,2,7,581,66,5,7,0,493,114,38,0,563,72,9,0,457,118,1,409,152,38,0,379,134,73,0,419,102,48,1
0,_095,_Cando,_Cando,518,159,50,6,2,0,15,635,88,19,12,0,562,131,48,0,601,129,15,2,557,129,3,470,184,56,1,459,159,84,0,513,136,50,0
