IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_IA_20201103_GEN_PRE_REP_TRUMP,USA_IA_20201103_GEN_PRE_DEM_BIDEN,USA_IA_20201103_GEN_PRE_LIB_JORGENSEN,USA_IA_20201103_GEN_PRE_GRE_HAWKINS,USA_IA_20201103_GEN_PRE_CON_BLANKENSHIP,USA_IA_20201103_GEN_PRE_ALL_FUENTE,USA_IA_20201103_GEN_PRE_GEN_KING,USA_IA_20201103_GEN_PRE_IND_WEST,USA_IA_20201103_GEN_PRE_IND_PIERCE,USA_IA_20201103_GEN_PRE_OTH_WRITEIN,USA_IA_20201103_GEN_USS_REP_ERNST,USA_IA_20201103_GEN_USS_DEM_GREENFIELD,USA_IA_20201103_GEN_USS_LIB_STEWART,USA_IA_20201103_GEN_USS_IND_HERZOG,USA_IA_20201103_GEN_USS_OTH_WRITEIN
0,_Plymouth,_Plymouth 03/Sb,_PLYMOUTH3,458,93,4,0,0,0,0,0,0,3,445,100,4,1,1
0,_Plymouth,_Plymouth 04/Bv,_PLYMOUTH4,708,141,5,0,1,0,0,3,0,0,684,149,13,2,1
0,_Plymouth,_Plymouth 05/Rm,_PLYMOUTH5,1058,252,2,0,0,2,1,5,0,1,1022,262,15,7,0
0,_Plymouth,_Plymouth 06/Wf,_PLYMOUTH6,305,105,4,1,1,0,2,0,1,0,305,103,9,1,1
0,_Plymouth,_Plymouth 07/Mr,_PLYMOUTH7,741,231,13,0,0,1,0,2,0,1,693,248,26,10,1
0,_Plymouth,_Plymouth 08/Py,_PLYMOUTH8,770,269,3,1,1,2,0,0,0,0,763,264,6,7,0
0,_Plymouth,_Plymouth 09/Ht,_PLYMOUTH9,984,289,6,4,0,2,2,1,1,6,958,303,11,9,2
0,_Plymouth,_Plymouth 10/Kl,_PLYMOUTH10,802,231,6,1,0,1,0,1,0,2,787,232,20,4,0
0,_Plymouth,_Plymouth 11/Le Mars 1,_PLY11-LM1,1222,549,19,2,0,1,0,4,0,2,1198,547,27,10,0
0,_Plymouth,_Plymouth 12/Le Mars 2,_PLY12-LM2,1423,579,17,2,1,1,1,3,0,4,1402,582,25,7,1
0,_Plymouth,_Plymouth 13/Le Mars 3,_PLY13-LM3,920,452,24,2,2,1,1,3,0,1,843,483,40,11,2
0,_Pocahontas,_Bellville-Lizard-S Lake-S Lincoln,_P7,347,60,5,0,0,0,0,0,0,0,337,67,6,3,0
0,_Pocahontas,_Cedar-Colfax-Dover,_P6,382,157,6,0,5,0,0,1,2,2,358,157,20,4,1
0,_Pocahontas,_DSM-Cummins-Pow-N Garf-N Sherm-N Roose,_P2,527,157,4,0,2,0,0,2,1,1,486,174,22,10,1
0,_Pocahontas,_Grant-S Marshall-S Sherman,_P3,180,37,2,0,0,0,0,0,0,0,169,42,4,1,0
0,_Pocahontas,_Pocahontas #1,_P4,591,241,5,0,0,0,1,0,1,0,532,271,16,6,2
0,_Pocahontas,_Pocahontas #2,_P5,265,104,2,0,0,0,0,1,0,1,272,91,2,4,0
0,_Pocahontas,_Swan Lake-N Marshall,_P1,534,177,13,2,1,0,0,2,0,2,487,201,21,11,2
0,_Polk,_Alleman 01,_ALLEMAN1,419,196,5,1,2,0,1,3,0,2,418,194,9,2,1
0,_Polk,_Allen 01,_ALLEN1,141,85,4,4,0,0,0,0,0,1,130,97,4,3,0
0,_Polk,_Altoona 01,_ALT1,496,484,23,4,0,2,0,2,0,0,475,487,31,11,0
0,_Polk,_Altoona 02,_ALT2,853,918,23,3,4,3,0,4,0,6,808,910,58,19,2
0,_Polk,_Altoona 03,_ALT3,1196,1212,43,4,6,3,1,4,0,11,1156,1238,46,22,2
0,_Polk,_Altoona 04,_ALT4,1194,1071,30,3,4,0,0,5,0,6,1151,1080,53,17,0
0,_Polk,_Altoona 05,_ALT5,1514,1296,37,2,1,0,0,4,2,7,1521,1256,58,17,0
0,_Polk,_Ankeny 01,_ANK1,2481,2461,54,7,3,3,0,6,4,23,2498,2370,87,31,6
0,_Polk,_Ankeny 02,_ANK2,1242,1246,25,5,2,3,2,2,0,7,1320,1158,34,8,0
0,_Polk,_Ankeny 03,_ANK3,848,1033,40,3,2,2,0,5,1,9,872,992,42,14,1
0,_Polk,_Ankeny 04,_ANK4,959,933,22,4,2,2,0,5,0,11,939,931,31,15,1
0,_Polk,_Ankeny 05,_ANK5,943,1065,33,8,2,1,0,5,0,4,942,1049,44,9,1
0,_Polk,_Ankeny 06,_ANK6,991,1021,30,1,2,2,1,4,0,8,1005,986,38,13,1
0,_Polk,_Ankeny 07,_ANK7,902,969,23,8,6,1,1,9,0,9,908,960,34,6,0
0,_Polk,_Ankeny 08,_ANK8,1061,1124,38,5,3,2,0,2,3,4,1063,1094,47,17,1
0,_Polk,_Ankeny 09,_ANK9,1091,1219,41,5,1,1,0,5,1,3,1064,1201,71,18,3
0,_Polk,_Ankeny 10,_ANK10,852,878,29,1,2,0,0,1,0,10,862,836,41,11,1
0,_Polk,_Ankeny 11,_ANK11,989,943,39,2,0,1,2,7,0,8,952,935,50,23,1
0,_Polk,_Ankeny 12,_ANK12,2773,2649,65,5,6,4,1,9,1,18,2782,2567,94,36,3
0,_Polk,_Ankeny 13,_ANK13,1885,1668,57,7,1,1,1,10,1,6,1946,1598,57,10,1
0,_Polk,_Ankeny 14,_ANK14,1304,1330,36,4,2,3,0,4,2,9,1332,1276,48,14,0
0,_Polk,_Ankeny 15,_ANK15,867,961,22,0,3,4,0,5,1,7,870,929,34,17,0
0,_Polk,_Bondurant 01,_BONDURANT1,900,666,39,3,2,1,0,6,0,7,861,688,45,14,1
0,_Polk,_Bondurant 02,_BONDURANT2,1098,791,33,4,5,1,0,4,0,8,1059,812,35,29,4
0,_Polk,_Clay Precinct 01,_CLAY1,521,333,16,1,0,0,0,0,0,2,503,330,25,6,0
0,_Polk,_Clive 01,_CLV1,345,535,15,0,0,2,0,5,0,1,329,533,20,9,0
0,_Polk,_Clive 02,_CLV2,553,878,22,1,2,0,1,3,1,2,560,844,42,13,1
0,_Polk,_Clive 03,_CLV3,949,1223,8,1,2,2,0,1,0,5,1029,1117,17,10,1
0,_Polk,_Clive 04,_CLV4,911,1002,15,0,1,0,0,1,1,7,1017,897,16,3,0
0,_Polk,_Crocker 01,_CROCKER1,897,702,20,3,0,0,1,3,0,7,908,686,22,3,1
0,_Polk,_Crocker 02,_CROCKER2,676,484,14,0,0,1,0,1,1,1,700,442,27,5,0
0,_Polk,_Delaware 01,_DELAWARE1,594,483,24,1,1,1,0,4,1,5,518,497,55,15,6
0,_Polk,_Delaware 02,_DELAWARE2,214,140,3,0,0,0,0,0,0,1,188,153,6,4,2
0,_Polk,_Des Moines 01,_DSM1,412,414,14,3,0,2,0,1,0,0,369,428,26,12,0
0,_Polk,_Des Moines 02,_DSM2,422,633,15,2,1,1,2,2,1,1,398,618,39,9,0
0,_Polk,_Des Moines 03,_DSM3,696,913,18,4,1,2,0,4,0,2,628,911,46,24,2
0,_Polk,_Des Moines 04,_DSM4,287,558,12,1,1,0,0,3,0,0,268,540,26,9,0
0,_Polk,_Des Moines 05,_DSM5,235,370,6,2,0,1,0,1,0,1,213,355,19,16,1
0,_Polk,_Des Moines 06,_DSM6,265,477,15,2,1,0,0,4,0,4,252,470,30,3,0
0,_Polk,_Des Moines 07,_DSM7,481,903,33,4,1,4,2,4,2,4,433,908,56,21,0
0,_Polk,_Des Moines 08,_DSM8,292,609,13,3,0,0,0,2,1,4,280,593,21,13,1
0,_Polk,_Des Moines 09,_DSM9,535,900,23,1,3,1,1,3,0,1,545,866,29,13,0
0,_Polk,_Des Moines 10,_DSM10,522,1049,17,4,1,1,1,4,0,7,521,1029,29,12,1
0,_Polk,_Des Moines 11,_DSM11,465,1039,14,5,0,0,0,6,0,1,464,1005,31,14,4
0,_Polk,_Des Moines 12,_DSM12,266,519,6,3,0,1,0,0,1,1,255,501,19,10,1
0,_Polk,_Des Moines 13,_DSM13,352,673,11,4,2,0,1,3,0,4,345,659,21,9,1
0,_Polk,_Des Moines 14,_DSM14,305,605,13,1,2,2,0,0,0,3,293,598,21,8,1
0,_Polk,_Des Moines 15,_DSM15,627,1652,33,2,1,1,0,4,0,6,662,1595,40,14,0
0,_Polk,_Des Moines 16,_DSM16,548,1428,27,5,4,2,0,6,0,4,573,1378,44,13,1
0,_Polk,_Des Moines 17,_DSM17,331,635,18,4,1,0,0,5,0,1,299,632,30,8,0
0,_Polk,_Des Moines 18,_DSM18,129,491,8,4,1,2,0,0,1,2,118,466,23,14,0
0,_Polk,_Des Moines 19,_DSM19,157,436,5,1,0,0,0,3,0,0,141,426,23,6,0
0,_Polk,_Des Moines 20,_DSM20,394,848,20,0,0,1,2,5,1,4,346,859,40,11,1
0,_Polk,_Des Moines 21,_DSM21,379,840,21,1,1,2,1,6,0,4,342,835,48,12,5
0,_Polk,_Des Moines 22,_DSM22,316,734,22,4,0,0,2,4,0,4,284,735,34,15,0
0,_Polk,_Des Moines 23,_DSM23,176,660,5,4,0,3,0,3,0,0,153,642,15,13,1
0,_Polk,_Des Moines 24,_DSM24,310,414,9,1,2,1,0,2,0,2,279,419,19,8,2
0,_Polk,_Des Moines 25,_DSM25,467,608,8,1,0,1,0,6,0,1,399,603,44,17,3
0,_Polk,_Des Moines 26,_DSM26,594,686,12,6,2,1,1,6,0,3,533,696,40,19,4
0,_Polk,_Des Moines 27,_DSM27,448,462,17,3,1,0,0,2,0,1,409,460,41,19,1
0,_Polk,_Des Moines 28,_DSM28,740,920,18,2,0,1,0,3,0,4,677,912,55,19,3
0,_Polk,_Des Moines 29,_DSM29,756,855,29,2,3,0,0,4,0,2,747,849,26,14,1
0,_Polk,_Des Moines 30,_DSM30,435,520,29,3,1,1,1,2,0,0,398,519,46,13,1
0,_Polk,_Des Moines 31,_DSM31,533,712,16,3,1,1,1,1,0,4,469,726,37,14,4
0,_Polk,_Des Moines 32,_DSM32,330,607,6,3,0,0,0,3,2,1,280,609,37,17,2
0,_Polk,_Des Moines 33,_DSM33,162,540,9,4,0,2,2,2,0,1,130,532,19,11,4
0,_Polk,_Des Moines 34,_DSM34,90,304,7,1,0,1,0,0,1,1,93,293,9,5,0
0,_Polk,_Des Moines 35,_DSM35,87,345,1,1,1,0,1,0,1,3,87,337,6,3,1
0,_Polk,_Des Moines 36,_DSM36,187,747,2,1,1,2,1,4,0,7,159,725,26,7,3
0,_Polk,_Des Moines 37,_DSM37,133,617,9,2,3,1,0,5,0,5,131,586,24,12,0
0,_Polk,_Des Moines 38,_DSM38,116,476,7,2,0,1,1,1,0,4,122,461,10,6,0
0,_Polk,_Des Moines 39,_DSM39,353,1408,19,5,1,3,0,5,0,6,372,1380,28,7,0
0,_Polk,_Des Moines 40,_DSM40,159,534,4,6,0,0,1,1,0,3,155,524,14,8,2
0,_Polk,_Des Moines 41,_DSM41,465,1647,26,8,3,0,1,4,1,5,487,1604,40,11,3
0,_Polk,_Des Moines 42,_DSM42,620,1304,37,9,1,1,0,4,1,9,614,1284,52,18,1
0,_Polk,_Des Moines 43,_DSM43,299,1040,11,0,0,2,0,2,2,2,317,1006,16,5,1
0,_Polk,_Des Moines 44,_DSM44,300,1141,24,6,1,1,0,4,0,4,318,1121,22,9,1
0,_Polk,_Des Moines 45,_DSM45,85,537,3,4,0,1,0,2,0,1,87,529,11,4,1
0,_Polk,_Des Moines 46,_DSM46,124,600,7,3,0,1,0,2,0,4,116,586,14,8,0
0,_Polk,_Des Moines 47,_DSM47,267,1152,22,3,0,3,2,3,0,7,269,1124,34,14,1
0,_Polk,_Des Moines 48,_DSM48,56,204,5,0,0,0,0,3,0,1,45,201,11,6,0
0,_Polk,_Des Moines 49,_DSM49,189,324,6,1,0,0,0,0,0,2,164,328,11,8,1
0,_Polk,_Des Moines 50,_DSM50,418,803,17,5,3,0,0,4,0,1,400,792,27,10,0
0,_Polk,_Des Moines 51,_DSM51,249,559,10,3,1,0,0,1,0,1,226,548,23,12,1
0,_Polk,_Des Moines 52,_DSM52,205,507,9,2,0,2,0,4,0,0,184,483,25,12,3
0,_Polk,_Des Moines 53,_DSM53,229,399,4,0,0,1,0,1,0,1,206,391,19,11,0
0,_Polk,_Des Moines 54,_DSM54,208,481,12,2,0,1,0,5,0,0,189,480,19,9,1
0,_Polk,_Des Moines 55,_DSM55,506,1682,29,11,0,1,1,7,0,12,552,1624,43,13,2
0,_Polk,_Des Moines 56,_DSM56,341,1503,30,7,0,0,1,5,2,12,362,1462,35,15,1
0,_Polk,_Des Moines 57,_DSM57,122,752,11,3,0,0,0,4,0,2,131,736,16,5,0
0,_Polk,_Des Moines 58,_DSM58,209,1040,14,6,1,0,0,3,1,0,216,1014,29,10,0
0,_Polk,_Des Moines 59,_DSM59,257,1048,25,2,1,0,1,2,1,5,266,1035,29,7,0
0,_Polk,_Des Moines 60,_DSM60,243,1003,12,4,1,1,0,0,0,3,257,972,23,7,1
0,_Polk,_Des Moines 61,_DSM61,280,960,10,0,0,0,0,2,1,3,337,899,10,8,0
0,_Polk,_Des Moines 62,_DSM62,501,1812,13,6,0,1,1,3,1,16,579,1740,22,4,1
0,_Polk,_Des Moines 63,_DSM63,346,1039,9,4,1,1,0,3,0,2,351,1015,19,10,2
0,_Polk,_Des Moines 64,_DSM64,388,855,16,4,0,4,0,6,0,4,377,859,15,12,0
0,_Polk,_Des Moines 65,_DSM65,642,1117,17,3,2,1,0,4,0,3,649,1091,26,10,1
0,_Polk,_Des Moines 66,_DSM66,634,1224,19,7,0,1,0,3,0,2,605,1197,46,14,1
0,_Polk,_Des Moines 67,_DSM67,83,170,11,1,0,0,0,0,0,2,83,169,8,6,1
0,_Polk,_Des Moines 68,_DSM68,313,524,11,2,0,1,0,0,2,3,276,521,36,10,0
0,_Polk,_Des Moines 69,_DSM69,457,800,15,1,0,3,0,6,1,1,408,804,43,13,1
0,_Polk,_Des Moines 70,_DSM70,292,549,8,0,0,2,0,4,0,2,277,549,15,9,0
0,_Polk,_Des Moines 71,_DSM71,702,1016,18,2,1,2,1,3,0,5,685,1000,21,17,1
0,_Polk,_Des Moines 72,_DSM72,50,34,4,0,0,1,0,0,0,0,47,39,0,3,0
0,_Polk,_Des Moines 73,_DSM73,706,1112,18,4,1,2,3,4,0,3,692,1082,37,13,1
0,_Polk,_Des Moines 74,_DSM74,292,352,8,0,0,1,0,1,1,0,275,355,12,5,0
0,_Polk,_Des Moines 75,_DSM75,492,760,12,0,1,4,0,6,3,5,442,762,42,15,2
0,_Polk,_Des Moines 76,_DSM76,446,700,18,4,0,2,0,6,0,4,410,702,34,13,3
0,_Polk,_Des Moines 77,_DSM77,399,656,9,2,1,4,0,0,0,0,384,633,34,13,1
0,_Polk,_Des Moines 78,_DSM78,477,707,14,2,0,2,1,3,0,5,417,739,28,21,1
0,_Polk,_Des Moines 79,_DSM79,519,747,22,0,2,1,0,6,2,2,479,745,42,15,3
0,_Polk,_Des Moines 80,_DSM80,621,1020,17,3,2,1,1,3,1,11,593,1020,39,11,0
0,_Polk,_Des Moines 81,_DSM81,469,609,19,2,3,1,1,4,0,3,434,622,29,13,0
0,_Polk,_Des Moines 82,_DSM82,453,576,10,3,0,2,0,4,0,1,436,568,20,6,1
0,_Polk,_Des Moines 83,_DSM83,629,817,23,2,1,2,0,4,2,2,564,834,38,22,3
0,_Polk,_Des Moines 84,_DSM84,253,508,9,1,1,2,0,4,0,2,220,505,26,9,1
0,_Polk,_Douglas 01,_DOUGLAS1,633,378,8,1,0,0,1,2,1,0,631,361,14,9,0
0,_Polk,_Elkhart 01,_ELKHART1,704,412,16,2,0,0,1,4,0,2,691,410,28,4,1
0,_Polk,_Four Mile 01,_FOURMILE1,898,535,19,1,2,1,0,1,0,0,856,548,30,7,0
0,_Polk,_Franklin 01,_FRANKLIN1,656,360,6,3,1,1,0,1,0,3,654,355,13,5,1
0,_Polk,_Granger 01,_GRANGER1,158,90,6,0,0,0,0,0,0,1,157,96,2,0,0
0,_Polk,_Grimes 01,_GRIMES1,2091,1827,64,5,2,1,1,9,2,10,2128,1755,79,23,4
0,_Polk,_Grimes 02,_GRIMES2,1449,1437,49,6,6,2,1,3,1,10,1436,1412,61,17,0
0,_Polk,_Grimes 03,_GRIMES3,669,829,23,3,1,1,0,5,0,4,674,806,32,10,1
0,_Polk,_Jefferson 01,_JEFFERSON1,927,626,13,2,0,2,1,2,1,5,982,581,17,2,0
0,_Polk,_Johnston 01,_JOHNSTON1,1048,1200,36,2,4,1,0,2,0,7,1054,1154,47,22,0
0,_Polk,_Johnston 02,_JOHNSTON2,832,1352,34,2,3,2,1,5,0,6,860,1298,46,12,1
0,_Polk,_Johnston 03,_JOHNSTON3,877,899,28,1,2,2,0,2,1,8,958,827,18,9,0
0,_Polk,_Johnston 04,_JOHNSTON4,1056,1201,27,3,0,1,0,3,0,8,1120,1139,18,10,1
0,_Polk,_Johnston 05,_JOHNSTON5,1618,1962,48,4,2,2,1,5,1,7,1688,1839,57,21,3
0,_Polk,_Johnston 06,_JOHNSTON6,660,662,11,0,0,0,0,2,0,3,691,622,14,5,1
0,_Polk,_Madison 01,_MADISON1,46,38,0,0,0,0,0,0,0,0,48,36,0,0,0
0,_Polk,_Mitchellville 01,_MITCHELLVIL1,897,619,22,4,1,1,2,2,0,1,854,622,42,14,3
0,_Polk,_Pleasant Hill 01,_PH1,875,842,31,4,0,0,0,5,0,2,852,833,41,18,1
0,_Polk,_Pleasant Hill 02,_PH2,877,929,18,2,2,2,0,2,0,7,889,877,32,10,1
0,_Polk,_Pleasant Hill 03,_PH3,1168,980,28,3,0,2,3,2,2,9,1127,967,49,23,0
0,_Polk,_Polk City 01,_POLKCITY,1880,1339,48,3,3,5,1,7,0,16,1919,1270,55,22,2
0,_Polk,_Runnells 01,_RUNNELLS1,951,461,25,1,3,0,0,3,0,1,913,482,36,10,0
0,_Polk,_Saylor 01,_SAYLOR1,922,733,14,1,3,0,0,5,1,6,870,746,37,9,3
0,_Polk,_Saylor 02,_SAYLOR2,836,592,15,3,0,3,1,2,0,8,786,606,34,14,0
0,_Polk,_Sheldahl 01,_UNIONSHELDL,216,82,1,0,0,0,0,0,0,2,210,88,3,0,0
0,_Polk,_Urbandale 01,_URB1,758,924,22,5,1,2,0,2,2,9,741,918,27,14,3
0,_Polk,_Urbandale 02,_URB2,822,1077,28,5,0,2,0,3,0,2,819,1061,28,10,0
0,_Polk,_Urbandale 03,_URB3,708,1042,28,4,1,0,1,0,1,7,710,1012,43,14,1
0,_Polk,_Urbandale 04,_URB4,828,939,13,0,0,2,0,3,0,6,864,893,17,7,0
0,_Polk,_Urbandale 05,_URB5,698,944,28,5,1,2,1,4,1,4,715,907,42,11,1
0,_Polk,_Urbandale 06,_URB6,645,1041,21,2,0,2,0,5,1,3,652,1001,33,9,0
0,_Polk,_Urbandale 07,_URB7,974,1117,29,3,0,3,3,7,0,3,1034,1050,32,12,0
0,_Polk,_Urbandale 08,_URB8,741,1030,18,6,3,2,1,6,0,5,754,987,36,16,1
0,_Polk,_Urbandale 09,_URB9,802,1080,24,5,1,1,0,3,0,3,818,1051,27,14,2
0,_Polk,_Urbandale 10,_URB10,899,1041,14,2,3,2,0,0,1,7,956,966,24,13,0
0,_Polk,_Urbandale 11,_URB11,896,953,10,2,1,1,0,2,0,8,955,881,20,5,0
0,_Polk,_Washington 01,_WASHINGTON,227,73,4,1,0,0,0,0,1,0,220,76,8,2,1
0,_Polk,_WDM Precinct 111,_WDM111,502,833,19,7,2,0,1,8,1,9,494,810,47,19,2
0,_Polk,_WDM Precinct 112,_WDM112,370,538,7,2,0,1,0,2,0,0,377,527,11,6,1
0,_Polk,_WDM Precinct 113,_WDM113,443,884,28,1,1,0,0,5,1,1,428,867,33,14,3
0,_Polk,_WDM Precinct 114,_WDM114,737,1194,20,3,1,0,1,3,0,3,762,1155,24,10,0
0,_Polk,_WDM Precinct 115,_WDM115,518,714,16,1,1,3,0,0,1,4,557,662,30,8,0
0,_Polk,_WDM Precinct 116,_WDM116,635,924,24,4,0,4,0,3,3,8,668,889,31,9,1
0,_Polk,_WDM Precinct 117,_WDM117,643,855,10,1,0,1,0,6,1,10,652,829,20,9,0
0,_Polk,_WDM Precinct 118,_WDM118,428,892,19,1,2,1,0,1,0,3,428,850,34,9,4
0,_Polk,_WDM Precinct 211,_WDM211,468,761,15,1,1,2,2,2,0,6,489,721,21,13,0
0,_Polk,_WDM Precinct 212,_WDM212,555,1060,22,8,1,0,2,4,1,4,573,1027,40,11,1
0,_Polk,_WDM Precinct 213,_WDM213,542,608,10,3,2,0,0,1,0,5,598,551,12,2,1
0,_Polk,_WDM Precinct 311,_WDM311,774,1093,20,6,1,0,1,3,0,6,854,1005,24,9,2
0,_Polk,_WDM Precinct 312,_WDM312,631,1007,19,3,1,1,0,5,0,5,658,963,20,11,1
0,_Polk,_WDM Precinct 313,_WDM313,327,451,9,1,2,2,0,0,0,0,360,423,9,1,0
0,_Polk,_WDM Precinct 314,_WDM314,268,566,10,0,1,0,0,0,0,0,265,552,19,6,0
0,_Polk,_WDM Precinct 315,_WDM315,579,887,11,1,1,1,1,3,0,4,604,830,22,11,3
0,_Polk,_WDM Precinct 316,_WDM316,847,1200,21,1,2,0,1,3,0,10,932,1106,21,10,0
0,_Polk,_WDM Precinct 317,_WDM317,891,1031,15,3,0,0,0,6,0,12,960,950,21,8,1
0,_Polk,_WDM Precinct 318,_WDM318,425,293,8,0,0,0,0,2,0,2,457,267,4,1,0
0,_Polk,_Webster 01,_WEBSTER1,172,172,8,0,0,1,0,0,0,3,167,168,12,3,0
0,_Polk,_Windsor Heights 01,_WH1,331,668,9,0,0,0,1,3,0,0,332,642,21,4,0
0,_Polk,_Windsor Heights 02,_WH2,368,647,11,1,2,1,0,1,0,5,388,619,19,8,1
0,_Polk,_Windsor Heights 03,_WH3,417,796,19,1,1,3,2,4,0,7,420,789,23,12,1
0,_Pottawattamie,_Avoca,_AVOCA,750,386,10,4,2,0,0,3,0,1,713,380,35,13,1
0,_Pottawattamie,_Carson,_CARSON,384,165,2,0,1,0,0,1,0,3,368,166,14,5,1
0,_Pottawattamie,_Carter Lake 1,_CARTERLAKE1,468,347,12,2,2,0,0,1,0,0,412,351,32,11,2
0,_Pottawattamie,_Carter Lake 2,_CARTERLAKE2,464,328,16,3,2,0,0,2,0,0,397,345,29,15,1
0,_Pottawattamie,_Council Bluffs 01,_CB1,380,381,14,0,1,0,0,0,1,2,330,396,19,13,2
0,_Pottawattamie,_Council Bluffs 02,_CB2,627,508,19,0,0,0,1,1,0,0,578,486,43,19,0
0,_Pottawattamie,_Council Bluffs 03,_CB3,444,394,10,6,1,0,0,2,0,0,397,401,39,9,0
0,_Pottawattamie,_Council Bluffs 04,_CB4,502,460,11,3,2,0,0,0,0,0,441,469,26,20,1
0,_Pottawattamie,_Council Bluffs 05,_CB5,500,443,17,4,1,0,1,4,0,1,451,440,55,8,1
0,_Pottawattamie,_Council Bluffs 06,_CB6,736,749,17,4,3,0,0,1,0,5,692,743,40,13,2
0,_Pottawattamie,_Council Bluffs 07,_CB7,741,689,27,3,1,2,0,3,0,6,695,696,42,20,1
0,_Pottawattamie,_Council Bluffs 08,_CB8,898,821,26,4,3,0,0,2,1,10,873,812,35,14,3
0,_Pottawattamie,_Council Bluffs 09,_CB9,697,605,16,2,3,1,1,5,0,2,670,607,27,15,0
0,_Pottawattamie,_Council Bluffs 10A,_CB10A,1046,890,17,1,3,0,1,3,1,5,1000,872,46,24,1
0,_Pottawattamie,_Council Bluffs 10B,_CB10B,1177,800,17,3,1,0,2,1,0,4,1169,767,27,16,1
0,_Pottawattamie,_Council Bluffs 11,_CB11,692,741,19,9,2,1,0,4,0,6,648,725,61,22,0
0,_Pottawattamie,_Council Bluffs 12,_CB12,812,676,26,4,2,0,0,3,3,6,782,665,42,6,2
0,_Pottawattamie,_Council Bluffs 13,_CB13,335,443,20,1,3,0,1,2,0,9,327,411,48,13,1
0,_Pottawattamie,_Council Bluffs 14,_CB14,433,408,10,1,2,0,0,0,0,1,380,422,28,10,0
0,_Pottawattamie,_Council Bluffs 15,_CB15,437,501,11,4,1,0,0,4,1,1,374,509,40,16,0
0,_Pottawattamie,_Council Bluffs 16,_CB16,524,498,16,5,1,1,2,4,0,4,460,500,62,26,0
0,_Pottawattamie,_Council Bluffs 17,_CB17,672,643,15,2,1,0,2,4,0,8,601,647,46,23,3
0,_Pottawattamie,_Council Bluffs 18,_CB18,673,601,14,3,2,0,0,3,0,1,598,608,43,28,0
0,_Pottawattamie,_Council Bluffs 19,_CB19,474,445,9,1,0,0,0,2,0,3,449,437,24,11,0
0,_Pottawattamie,_Council Bluffs 20,_CB20,628,459,11,0,0,0,0,2,0,2,586,456,21,13,1
0,_Pottawattamie,_Council Bluffs 21,_CB21,532,408,11,2,1,1,0,2,0,2,479,415,34,12,0
0,_Pottawattamie,_Crescent,_CRESCENT,1062,615,25,4,1,0,1,1,0,3,1014,613,57,14,1
0,_Pottawattamie,_Garner,_GARNER,1378,676,17,2,1,0,0,2,3,4,1345,670,26,13,0
0,_Pottawattamie,_GLWCW,_GLWCW,394,119,7,1,1,0,0,0,0,2,386,120,9,5,1
0,_Pottawattamie,_Hancock,_HANCOCK,163,73,2,0,0,0,0,0,0,0,158,65,5,5,0
0,_Pottawattamie,_Lewis 1,_LEWIS1,863,537,8,3,0,1,0,3,0,3,851,525,24,7,0
0,_Pottawattamie,_Lewis 2,_LEWIS2,1096,560,7,3,2,0,1,0,1,3,1071,540,28,10,1
0,_Pottawattamie,_Macedonia,_MACEDONIA,153,68,3,0,0,0,0,0,0,0,136,78,8,2,0
0,_Pottawattamie,_McClelland,_MCCLELLAND,524,172,1,3,4,0,0,2,0,0,515,158,12,7,0
0,_Pottawattamie,_Minden,_MINDEN,567,187,11,1,0,0,0,0,0,2,550,199,9,3,0
0,_Pottawattamie,_Neola,_NEOLA,833,368,16,0,1,1,0,2,0,0,796,373,26,13,0
0,_Pottawattamie,_Oakland,_OAKLAND,839,345,18,0,1,1,0,2,0,2,800,349,21,18,2
0,_Pottawattamie,_Treynor,_TREYNOR,849,313,14,1,1,0,0,6,0,1,818,324,25,7,1
0,_Pottawattamie,_Underwood,_UNDERWOOD,1183,582,21,2,0,1,1,3,0,0,1110,602,46,21,0
0,_Pottawattamie,_Walnut,_WALNUT,317,171,9,2,3,0,0,1,0,3,300,178,15,4,2
0,_Poweshiek,_1st Ward,_GRINNELL1,258,753,8,3,0,0,0,0,0,0,248,748,4,4,2
0,_Poweshiek,_2nd Ward,_GRINNELL2,608,820,9,2,5,1,0,4,0,2,604,809,22,12,1
0,_Poweshiek,_3rd Ward,_GRINNELL3,455,563,16,5,4,0,0,3,0,2,414,571,39,16,1
0,_Poweshiek,_4th Ward,_GRINNELL4,476,757,20,3,2,1,1,0,0,2,477,741,25,10,2
0,_Poweshiek,_BMWJ,_BMWJ,1180,507,13,5,3,1,0,3,0,3,1097,539,36,18,2
0,_Poweshiek,_CGWS,_CGWS,698,291,10,3,2,0,0,1,2,4,665,306,19,10,0
0,_Poweshiek,_DRL,_DRL,348,71,1,1,0,0,0,0,0,0,323,76,11,3,0
0,_Poweshiek,_JUPS,_JUPS,824,215,5,4,0,1,1,2,0,1,778,243,16,7,0
0,_Poweshiek,_MONTEZUMA,_MONTEZUMA,528,177,7,0,2,0,1,1,2,0,486,192,21,9,0
0,_Poweshiek,_MS,_MS,282,152,1,0,1,1,0,0,0,2,269,156,9,2,0
0,_Ringgold,_Athens,_ATHENS,240,59,2,0,0,0,1,0,0,2,216,74,8,1,2
0,_Ringgold,_Clinton,_CLINTON,140,50,3,0,0,0,0,0,0,0,125,63,5,0,0
