IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_MN_20201103_GEN_PRE_DEM_BIDEN,USA_MN_20201103_GEN_PRE_REP_TRUMP,USA_MN_20201103_GEN_PRE_LIB_JORGENSEN,USA_MN_20201103_GEN_PRE_GRE_HAWKINS,USA_MN_20201103_GEN_PRE_ALL_FUENTE,USA_MN_20201103_GEN_PRE_SOL_LARIVA,USA_MN_20201103_GEN_PRE_SOW_KENNEDY,USA_MN_20201103_GEN_PRE_IND_WEST,USA_MN_20201103_GEN_PRE_IND_PIERCE,USA_MN_20201103_GEN_PRE_OTH_WRITEIN,USA_MN_20201103_GEN_USS_DEM_SMITH,USA_MN_20201103_GEN_USS_REP_LEWIS,USA_MN_20201103_GEN_USS_MAR_OCONNOR,USA_MN_20201103_GEN_USS_GRA_STEINBERG,USA_MN_20201103_GEN_USS_OTH_WRITEIN
0,_Aitkin,_Aitkin,_270010005,446,626,9,2,3,0,0,4,1,0,421,545,79,22,0
0,_Aitkin,_Aitkin Twp,_270010010,187,379,3,2,1,0,2,1,0,1,171,363,27,5,0
0,_Aitkin,_Ball Bluff Twp,_270010015,75,107,3,0,0,0,0,0,0,0,79,95,6,1,0
0,_Aitkin,_Balsam Twp,_270010020,11,12,0,0,0,1,0,0,0,0,11,13,0,0,0
0,_Aitkin,_Beaver Twp,_270010025,20,17,0,0,0,0,0,0,0,1,20,16,0,0,0
0,_Aitkin,_Clark Twp,_270010030,40,41,0,0,0,0,0,0,1,0,35,38,5,1,0
0,_Aitkin,_Cornish Twp,_270010035,15,12,1,0,0,0,0,0,1,0,15,14,0,0,0
0,_Aitkin,_Farm Island Twp,_270010040,285,482,2,0,0,0,0,1,1,1,277,463,15,4,0
0,_Aitkin,_Fleming Twp,_270010045,77,153,2,0,1,0,0,1,0,0,75,149,4,1,0
0,_Aitkin,_Glen Twp,_270010050,137,197,0,0,0,0,0,1,0,1,132,183,8,5,2
0,_Aitkin,_Haugen Twp,_270010055,46,56,1,1,0,0,0,1,0,0,44,54,5,2,0
0,_Aitkin,_Hazelton Twp,_270010060,220,382,1,1,0,0,0,0,0,1,200,344,39,11,0
0,_Aitkin,_Hill City,_270010065,105,175,2,1,0,0,0,0,1,0,107,146,22,4,0
0,_Aitkin,_Hill Lake Twp,_270010070,89,167,2,1,1,0,0,1,1,1,91,156,8,1,1
0,_Aitkin,_Idun Twp,_270010075,35,90,0,0,0,0,0,0,1,1,40,82,4,0,0
0,_Aitkin,_Jevne Twp,_270010080,64,152,2,0,0,0,0,0,0,0,66,134,3,5,0
0,_Aitkin,_Kimberly Twp,_270010085,42,78,0,1,0,0,0,1,0,0,43,73,3,2,0
0,_Aitkin,_Lakeside Twp,_270010090,124,217,0,1,0,0,0,0,0,0,111,201,20,4,0
0,_Aitkin,_Lee Twp,_270010095,2,34,0,0,0,0,0,0,0,0,3,28,4,0,0
0,_Aitkin,_Libby Twp P-East,_270010100,5,12,0,0,0,0,0,0,0,0,5,12,0,0,0
0,_Aitkin,_Libby Twp P-West,_270010105,12,9,0,0,0,0,0,0,0,0,10,10,0,0,0
0,_Aitkin,_Logan Twp,_270010110,45,80,0,2,0,0,0,0,1,0,45,74,5,3,0
0,_Aitkin,_Macville Twp,_270010130,32,61,2,0,0,0,1,1,0,0,31,53,6,5,0
0,_Aitkin,_Malmo Twp,_270010135,83,166,4,0,2,0,0,1,0,0,72,152,15,6,0
0,_Aitkin,_McGrath,_270010115,4,23,0,0,0,0,0,0,0,0,5,21,2,0,0
0,_Aitkin,_McGregor,_270010120,53,80,3,2,0,0,0,1,2,0,59,65,8,5,0
0,_Aitkin,_McGregor Twp,_270010125,14,43,0,0,0,0,0,0,0,0,13,38,3,1,0
0,_Aitkin,_Millward Twp,_270010132,17,17,1,0,0,0,0,1,0,0,16,17,3,0,0
0,_Aitkin,_Morrison Twp,_270010140,31,63,0,0,1,0,0,0,0,0,31,53,7,0,0
0,_Aitkin,_Nordland Twp,_270010145,255,460,0,1,1,0,0,0,2,1,255,428,28,8,0
0,_Aitkin,_Northeast Aitkin Unorg,_270010240,2,20,0,0,0,0,0,0,1,0,1,22,0,0,0
0,_Aitkin,_Northwest Aitkin Unorg P-1,_270010290,11,34,3,0,0,0,0,0,0,0,12,23,8,2,0
0,_Aitkin,_Northwest Aitkin Unorg P-2,_270010260,34,53,0,0,0,0,0,0,0,0,32,53,2,0,0
0,_Aitkin,_Palisade,_270010150,31,55,1,0,0,0,0,0,1,0,25,51,8,2,0
0,_Aitkin,_Pliny Twp,_270010155,9,41,0,0,0,0,0,0,2,0,10,42,1,0,0
0,_Aitkin,_Rice River Twp,_270010160,25,51,0,0,1,0,0,0,1,0,24,47,4,3,0
0,_Aitkin,_Salo Twp,_270010165,22,35,0,0,0,0,0,0,0,0,24,27,4,1,0
0,_Aitkin,_Seavey Twp,_270010170,12,34,0,0,0,0,0,0,0,1,12,32,1,2,0
0,_Aitkin,_Shamrock Twp,_270010175,339,494,2,4,0,0,0,2,1,1,313,461,43,9,2
0,_Aitkin,_Spalding Twp,_270010180,64,43,0,0,0,1,0,1,2,0,50,41,14,4,0
0,_Aitkin,_Spencer Twp,_270010185,93,239,3,3,1,0,0,1,0,3,108,215,8,6,0
0,_Aitkin,_Tamarack,_270010190,7,18,0,0,0,0,0,2,0,0,8,18,2,0,0
0,_Aitkin,_Turner Twp,_270010195,42,68,1,0,0,0,0,1,0,0,43,68,2,1,0
0,_Aitkin,_Unorg 45-24 (Jewett Unorg),_270010082,9,18,0,0,0,0,0,0,0,0,9,13,2,0,0
0,_Aitkin,_Unorg 47-24 (Davidson Unorg),_270010038,13,15,0,1,0,0,0,0,2,0,12,18,1,0,0
0,_Aitkin,_Unorg 48-27 (Blind Lake Unorg),_270010255,10,18,0,0,0,0,0,0,0,0,11,16,1,0,0
0,_Aitkin,_Unorg 51-27 (Lemay Unorg),_270010285,16,26,0,0,0,0,0,0,0,0,17,24,0,0,0
0,_Aitkin,_Verdon Twp,_270010200,9,19,0,0,0,0,0,0,0,0,6,19,0,0,0
0,_Aitkin,_Wagner Twp,_270010205,74,135,2,1,0,0,0,0,1,0,66,132,11,4,0
0,_Aitkin,_Waukenabo Twp,_270010210,67,134,0,0,2,0,0,0,0,1,62,127,5,4,0
0,_Aitkin,_Wealthwood Twp,_270010215,78,130,3,0,0,0,0,0,1,0,75,121,8,4,0
0,_Aitkin,_White Pine Twp,_270010220,7,23,0,0,0,0,0,0,0,0,7,19,2,1,0
0,_Aitkin,_Williams Twp,_270010225,25,59,0,0,0,0,0,0,0,0,26,55,1,2,0
0,_Aitkin,_Workman Twp,_270010230,37,105,2,0,1,0,0,0,0,1,38,97,5,2,0
0,_Anoka,_Andover P-1,_270030005,773,1409,22,0,5,1,0,5,6,4,703,1337,115,34,1
0,_Anoka,_Andover P-10,_270030050,1047,1236,23,4,2,0,1,1,5,6,935,1159,142,30,4
0,_Anoka,_Andover P-2,_270030010,811,1098,19,7,5,1,1,4,2,5,727,1022,142,30,1
0,_Anoka,_Andover P-3,_270030015,922,1262,38,8,3,1,1,9,2,8,823,1199,171,30,0
0,_Anoka,_Andover P-4,_270030020,814,986,15,8,4,2,0,6,3,6,727,909,134,27,0
0,_Anoka,_Andover P-5,_270030025,1053,1374,28,7,8,1,0,7,6,5,933,1361,117,32,2
0,_Anoka,_Andover P-6,_270030030,663,1210,27,5,1,0,0,7,4,7,590,1172,118,22,1
0,_Anoka,_Andover P-7,_270030035,743,1004,24,4,10,0,0,4,4,7,672,954,109,21,2
0,_Anoka,_Andover P-8,_270030040,756,1115,22,6,5,0,0,4,2,5,691,1047,116,23,1
0,_Anoka,_Andover P-9,_270030045,906,1147,20,5,3,0,0,2,10,6,817,1111,118,25,0
0,_Anoka,_Anoka P-1,_270030105,505,411,22,5,5,0,0,2,0,4,412,380,108,32,0
0,_Anoka,_Anoka P-2,_270030110,642,547,22,4,3,0,0,4,1,1,561,500,104,31,0
0,_Anoka,_Anoka P-3,_270030115,627,642,15,3,1,2,0,2,1,2,540,582,111,26,0
0,_Anoka,_Anoka P-4,_270030120,635,529,15,4,7,0,0,3,2,6,552,494,104,33,1
0,_Anoka,_Anoka P-5,_270030125,511,519,27,8,3,3,0,8,3,1,442,477,112,34,0
0,_Anoka,_Anoka P-6,_270030130,709,694,27,7,6,0,0,2,0,3,629,624,116,38,1
0,_Anoka,_Anoka P-7,_270030135,601,600,19,6,3,0,0,1,2,7,486,535,141,41,0
0,_Anoka,_Anoka P-8,_270030140,538,554,20,3,3,0,0,4,6,0,474,491,117,26,1
0,_Anoka,_Bethel P-1,_270030205,74,209,1,1,1,0,0,0,0,0,68,174,31,3,0
0,_Anoka,_Blaine W-1 P-1,_270030305,780,593,17,7,4,0,1,4,2,3,682,558,109,34,1
0,_Anoka,_Blaine W-1 P-2,_270030310,934,708,17,11,4,1,1,6,5,3,822,640,151,40,1
0,_Anoka,_Blaine W-1 P-3,_270030315,633,568,26,10,4,0,1,3,3,5,559,514,113,42,1
0,_Anoka,_Blaine W-1 P-4,_270030320,451,462,14,1,1,1,0,6,2,4,387,431,86,19,0
0,_Anoka,_Blaine W-1 P-5,_270030325,1075,1004,27,9,2,0,0,9,4,11,946,935,163,35,0
0,_Anoka,_Blaine W-1 P-6,_270030330,685,662,12,4,2,2,0,3,5,5,608,647,67,24,0
0,_Anoka,_Blaine W-1 P-7,_270030335,572,557,14,2,5,0,0,0,1,3,514,487,110,26,1
0,_Anoka,_Blaine W-1 P-8,_270030340,597,585,20,3,6,0,0,4,4,3,508,579,93,20,1
0,_Anoka,_Blaine W-2 P-1,_270030405,702,578,17,8,4,0,0,3,3,5,603,528,131,37,2
0,_Anoka,_Blaine W-2 P-2A,_270030410,663,559,13,4,5,1,1,3,2,0,592,506,101,25,1
0,_Anoka,_Blaine W-2 P-2B,_270030415,783,655,16,5,5,0,0,4,6,2,685,611,120,23,0
0,_Anoka,_Blaine W-2 P-3,_270030420,824,615,15,8,5,0,0,5,1,3,710,565,136,28,0
0,_Anoka,_Blaine W-2 P-4A,_270030425,931,740,17,4,3,0,0,4,2,3,819,724,103,22,2
0,_Anoka,_Blaine W-2 P-4B,_270030430,752,715,15,3,5,0,0,3,1,8,668,725,62,22,1
0,_Anoka,_Blaine W-2 P-5,_270030435,596,628,21,3,2,0,0,2,2,3,522,621,61,16,2
0,_Anoka,_Blaine W-2 P-6,_270030440,1353,1393,30,6,4,2,0,3,2,7,1233,1392,100,32,0
0,_Anoka,_Blaine W-3 P-1,_270030505,804,757,14,9,5,0,0,8,4,7,703,662,164,42,1
0,_Anoka,_Blaine W-3 P-2,_270030510,764,767,17,10,4,0,0,3,2,6,677,710,120,30,2
0,_Anoka,_Blaine W-3 P-3,_270030515,820,692,15,5,1,1,0,5,4,4,740,610,117,35,2
0,_Anoka,_Blaine W-3 P-4,_270030520,878,861,14,7,4,0,0,2,6,7,765,794,135,41,0
0,_Anoka,_Blaine W-3 P-5,_270030525,790,779,12,6,2,1,0,8,2,4,701,733,104,28,0
0,_Anoka,_Blaine W-3 P-6,_270030530,1794,1609,38,8,7,0,1,10,8,10,1628,1592,162,29,2
0,_Anoka,_Blaine W-3 P-7,_270030535,1522,1233,32,12,5,0,0,6,5,9,1374,1189,171,33,1
0,_Anoka,_Blaine W-3 P-8,_270030540,728,700,22,5,1,0,0,3,2,2,679,697,58,12,1
0,_Anoka,_Centerville P-1,_270030605,1070,1353,27,10,5,0,1,5,7,8,979,1282,140,27,0
0,_Anoka,_Circle Pines P-1,_270030705,592,601,17,5,4,0,0,1,0,6,516,538,118,32,0
0,_Anoka,_Circle Pines P-2,_270030710,1123,782,27,9,2,0,0,6,5,10,1026,763,116,26,0
0,_Anoka,_Columbia Heights P-1,_270030805,1490,371,14,8,2,0,0,3,4,4,1279,346,170,40,0
0,_Anoka,_Columbia Heights P-2,_270030810,1048,328,11,8,1,6,0,3,2,8,913,309,117,41,0
0,_Anoka,_Columbia Heights P-3,_270030815,986,316,9,1,7,1,2,4,4,8,903,304,76,20,0
0,_Anoka,_Columbia Heights P-4,_270030820,1173,353,9,7,3,0,0,6,1,5,969,338,136,38,0
0,_Anoka,_Columbia Heights P-5,_270030825,1021,356,11,1,3,1,0,7,1,8,958,343,73,18,2
0,_Anoka,_Columbia Heights P-6,_270030830,783,353,8,4,2,0,0,4,0,5,701,356,63,12,1
0,_Anoka,_Columbia Heights P-7,_270030835,870,376,13,6,1,1,0,4,5,5,738,343,122,36,1
0,_Anoka,_Columbia Heights P-8,_270030840,855,364,11,6,2,2,1,1,3,5,728,319,123,28,1
0,_Anoka,_Columbus P-1,_270030905,977,1718,33,5,6,0,0,5,7,7,915,1634,142,35,0
0,_Anoka,_Coon Rapids W-1 P-1,_270031005,1275,1211,31,8,5,0,0,2,4,8,1162,1143,157,37,0
0,_Anoka,_Coon Rapids W-1 P-2,_270031010,1080,1001,23,9,6,0,0,8,6,3,965,940,158,32,0
0,_Anoka,_Coon Rapids W-1 P-3,_270031015,937,930,33,7,0,0,0,9,7,5,783,895,154,33,4
0,_Anoka,_Coon Rapids W-1 P-4,_270031020,634,550,20,2,4,0,2,6,0,5,547,483,121,33,1
0,_Anoka,_Coon Rapids W-2 P-1,_270031105,979,794,14,5,4,0,0,2,5,5,884,764,110,25,0
0,_Anoka,_Coon Rapids W-2 P-2,_270031110,629,596,17,6,4,0,1,5,2,7,558,559,104,20,0
0,_Anoka,_Coon Rapids W-2 P-3,_270031115,1037,816,17,6,3,1,1,4,6,4,904,773,141,37,0
0,_Anoka,_Coon Rapids W-2 P-4,_270031120,599,582,13,6,4,0,0,5,1,4,516,520,126,24,2
0,_Anoka,_Coon Rapids W-2 P-5,_270031125,784,631,26,2,3,0,0,3,6,1,666,570,140,42,0
0,_Anoka,_Coon Rapids W-3 P-1,_270031205,785,702,26,11,3,0,0,7,3,4,683,634,140,42,0
0,_Anoka,_Coon Rapids W-3 P-2,_270031210,840,722,24,7,6,0,0,6,2,3,713,655,150,44,3
0,_Anoka,_Coon Rapids W-3 P-3,_270031215,872,633,21,4,2,3,0,9,4,6,749,569,144,50,1
0,_Anoka,_Coon Rapids W-3 P-4,_270031220,893,652,25,8,4,0,1,8,2,2,761,591,152,51,2
0,_Anoka,_Coon Rapids W-4 P-1,_270031305,896,799,16,5,3,1,0,4,2,3,780,757,117,49,0
0,_Anoka,_Coon Rapids W-4 P-2,_270031310,906,790,21,7,3,0,0,6,7,10,804,727,139,40,1
0,_Anoka,_Coon Rapids W-4 P-3,_270031315,879,709,11,2,2,1,0,7,1,8,786,649,116,39,2
0,_Anoka,_Coon Rapids W-4 P-4,_270031320,1070,1014,33,7,6,0,0,6,2,13,930,935,185,50,4
0,_Anoka,_Coon Rapids W-5 P-1,_270031405,792,786,27,8,1,1,1,0,2,3,686,681,183,38,1
0,_Anoka,_Coon Rapids W-5 P-2,_270031410,905,859,21,4,4,1,0,4,5,5,785,779,168,41,1
0,_Anoka,_Coon Rapids W-5 P-3,_270031415,619,458,16,5,2,0,1,7,0,1,527,408,129,32,1
0,_Anoka,_Coon Rapids W-5 P-4,_270031420,506,326,9,5,4,1,0,0,2,3,400,298,117,17,2
0,_Anoka,_Coon Rapids W-5 P-5,_270031425,790,593,16,9,8,1,0,4,3,2,709,566,99,27,2
0,_Anoka,_East Bethel P-1,_270031505,740,1728,31,7,4,2,1,4,3,1,672,1535,205,52,1
0,_Anoka,_East Bethel P-2,_270031510,775,1636,34,9,5,1,1,6,6,7,736,1479,183,33,0
0,_Anoka,_East Bethel P-3,_270031515,726,1492,24,2,6,2,0,4,4,7,655,1364,178,35,1
0,_Anoka,_Fridley W-1 P-1,_270031605,820,451,9,5,1,1,0,6,3,5,723,419,109,25,1
0,_Anoka,_Fridley W-1 P-2,_270031610,758,464,10,1,6,0,0,2,2,9,649,467,81,24,2
0,_Anoka,_Fridley W-1 P-3,_270031615,1088,443,18,9,4,1,0,5,1,10,952,399,138,39,4
0,_Anoka,_Fridley W-1 P-4,_270031620,743,360,7,11,4,0,0,2,2,7,635,358,96,20,1
0,_Anoka,_Fridley W-2 P-1,_270031705,683,370,20,5,3,0,1,0,1,2,588,321,108,23,4
0,_Anoka,_Fridley W-2 P-2,_270031710,655,305,5,2,1,1,2,3,3,5,585,273,76,25,0
0,_Anoka,_Fridley W-2 P-3,_270031715,974,473,21,4,0,0,0,5,2,9,862,466,111,27,3
0,_Anoka,_Fridley W-2 P-4,_270031720,936,486,15,6,3,1,0,7,3,8,834,503,80,26,0
0,_Anoka,_Fridley W-3 P-1,_270031805,798,432,6,3,3,1,0,5,2,5,677,384,131,30,1
0,_Anoka,_Fridley W-3 P-2,_270031810,950,575,23,4,3,1,0,4,2,6,834,546,132,22,2
0,_Anoka,_Fridley W-3 P-3,_270031815,613,221,12,9,4,1,1,6,4,3,504,194,117,26,1
0,_Anoka,_Fridley W-3 P-4,_270031820,655,372,17,11,6,0,0,8,5,3,564,333,130,25,0
0,_Anoka,_Ham Lake P-1,_270031905,531,887,15,5,6,0,0,1,1,4,470,801,121,25,3
0,_Anoka,_Ham Lake P-2,_270031910,737,1203,21,8,6,0,1,2,4,5,669,1143,112,34,2
0,_Anoka,_Ham Lake P-3A,_270031915,623,1373,29,7,3,1,0,0,5,5,561,1289,138,28,0
0,_Anoka,_Ham Lake P-4A,_270031920,621,1298,21,6,5,1,1,5,7,11,558,1244,115,28,0
0,_Anoka,_Ham Lake P-5,_270031925,507,903,14,1,2,0,0,3,0,12,471,885,47,10,1
0,_Anoka,_Ham Lake P-6A,_270031930,623,1136,20,2,0,0,0,0,5,3,550,1078,109,23,0
0,_Anoka,_Hilltop P-1,_270032005,152,67,3,3,1,0,0,1,1,1,130,47,29,4,1
0,_Anoka,_Lexington P-1,_270032105,587,596,14,14,5,1,0,0,2,1,502,513,129,34,1
0,_Anoka,_Lino Lakes P-1,_270032205,578,740,10,3,4,0,1,4,3,3,532,677,83,28,0
0,_Anoka,_Lino Lakes P-2,_270032210,946,1063,24,8,7,3,0,1,6,5,878,981,137,31,1
0,_Anoka,_Lino Lakes P-3,_270032215,733,785,23,2,2,0,0,6,2,2,669,747,96,17,1
0,_Anoka,_Lino Lakes P-4,_270032220,1279,1160,31,12,1,0,0,2,3,9,1135,1203,101,29,1
0,_Anoka,_Lino Lakes P-5,_270032225,617,579,11,2,1,0,0,2,3,5,559,586,50,16,0
0,_Anoka,_Lino Lakes P-6,_270032230,1111,1303,29,1,4,0,0,5,8,11,996,1300,109,22,0
0,_Anoka,_Lino Lakes P-7,_270032235,1108,1125,27,12,3,0,0,2,7,10,1020,1107,108,29,0
0,_Anoka,_Linwood Twp P-1,_270032305,694,1490,22,5,5,0,1,3,8,6,627,1367,147,36,3
0,_Anoka,_Linwood Twp P-2,_270032310,441,797,22,4,1,0,2,4,5,0,402,736,85,29,1
0,_Anoka,_Nowthen P-1A,_270032405,472,1418,18,7,3,0,1,2,1,5,442,1301,118,28,0
0,_Anoka,_Nowthen P-2A,_270032410,282,765,12,1,0,0,0,1,0,1,264,722,37,14,0
0,_Anoka,_Oak Grove P-1,_270032505,560,1175,15,3,2,0,0,1,4,3,514,1071,110,25,1
0,_Anoka,_Oak Grove P-2,_270032510,449,1095,13,6,4,0,0,1,1,4,397,1041,86,25,0
0,_Anoka,_Oak Grove P-3,_270032515,447,1085,26,6,4,1,2,2,2,3,412,1034,78,25,3
0,_Anoka,_Oak Grove P-4,_270032520,321,696,7,2,3,0,0,1,1,3,297,648,54,19,0
0,_Anoka,_Ramsey W-1 P-1,_270032605,1210,1695,40,11,7,3,1,7,4,10,1102,1557,212,71,1
0,_Anoka,_Ramsey W-1 P-2,_270032610,317,572,6,2,0,0,0,1,0,3,302,526,50,14,0
0,_Anoka,_Ramsey W-2 P-1,_270032705,498,993,9,5,3,1,0,2,2,2,455,918,84,18,0
0,_Anoka,_Ramsey W-2 P-2,_270032710,1073,1771,35,3,7,1,0,6,2,6,984,1632,198,36,0
0,_Anoka,_Ramsey W-3 P-1,_270032805,1361,1661,35,13,7,1,0,7,3,3,1176,1487,276,83,0
0,_Anoka,_Ramsey W-3 P-2,_270032810,467,656,20,5,4,0,0,3,1,2,407,595,95,24,1
0,_Anoka,_Ramsey W-4 P-1,_270032905,899,979,27,3,3,0,0,10,4,4,801,914,154,29,0
0,_Anoka,_Ramsey W-4 P-2,_270032910,802,1081,18,9,9,0,1,3,6,15,722,1003,145,35,1
0,_Anoka,_Saint Francis P-1,_270033005,705,1574,31,7,5,0,0,4,4,3,610,1401,229,43,1
0,_Anoka,_Saint Francis P-2,_270033010,601,1421,24,4,1,0,0,1,4,2,559,1235,177,39,1
0,_Anoka,_Spring Lake Park P-1A,_270033105,536,408,10,2,2,0,0,0,2,2,468,401,56,16,1
0,_Anoka,_Spring Lake Park P-2,_270033110,602,433,12,6,3,0,0,3,1,2,536,400,96,19,0
0,_Anoka,_Spring Lake Park P-3,_270033115,1033,720,18,5,4,0,0,7,5,4,939,663,130,35,3
0,_Becker,_Atlanta Twp,_270050005,15,46,0,1,0,0,0,0,0,2,16,40,5,1,0
0,_Becker,_Audubon,_270050010,49,215,2,1,1,0,0,2,0,0,45,188,23,9,0
0,_Becker,_Audubon Twp,_270050015,124,302,4,0,0,0,0,1,0,2,122,276,22,3,1
0,_Becker,_Burlington Twp,_270050020,281,671,9,2,2,0,0,2,1,3,283,607,48,14,1
0,_Becker,_Callaway,_270050025,30,44,0,0,0,0,0,0,0,0,29,36,8,2,0
0,_Becker,_Callaway Twp,_270050030,55,97,0,0,0,0,0,0,1,0,58,84,11,0,2
0,_Becker,_Carsonville Twp,_270050035,51,82,0,1,0,0,1,0,0,1,49,77,5,3,0
0,_Becker,_Cormorant Twp,_270050040,267,493,4,1,0,1,0,0,1,3,258,456,36,9,0
0,_Becker,_Cuba Twp,_270050045,49,112,5,0,0,0,0,0,0,0,48,102,11,2,0
0,_Becker,_Detroit Lakes W-1 P-1,_270050055,632,960,28,2,2,1,1,4,2,2,571,861,134,34,0
0,_Becker,_Detroit Lakes W-2 P-1,_270050065,691,821,16,2,3,1,0,7,1,9,633,743,107,16,0
0,_Becker,_Detroit Lakes W-3 P-1,_270050075,798,1204,24,3,6,2,0,8,2,5,764,1125,103,24,0
0,_Becker,_Detroit Twp P-1,_270050050,264,485,6,1,1,0,0,1,0,0,249,454,38,7,0
0,_Becker,_Detroit Twp P-2,_270050051,107,323,4,0,1,0,1,0,1,2,107,285,34,7,0
0,_Becker,_Detroit Twp P-3,_270050052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Becker,_Eagle View Twp,_270050082,40,48,1,0,0,1,0,0,0,0,38,43,7,1,0
0,_Becker,_Erie Twp,_270050085,354,746,7,1,5,0,0,5,2,1,352,685,47,13,0
0,_Becker,_Evergreen Twp,_270050090,37,118,0,0,0,1,0,0,0,1,44,104,4,3,1
0,_Becker,_Forest Twp,_270050095,36,42,0,0,2,0,0,0,0,0,34,40,5,0,0
0,_Becker,_Frazee,_270050100,131,453,2,3,4,1,0,5,1,0,137,382,57,13,1
0,_Becker,_Green Valley Twp,_270050105,71,145,3,0,0,0,0,2,0,0,71,139,10,1,0
0,_Becker,_Hamden Twp,_270050110,45,77,0,0,0,0,0,0,0,0,42,69,5,4,0
0,_Becker,_Height of Land Twp,_270050115,122,328,1,0,0,0,0,0,0,0,126,293,16,2,0
0,_Becker,_Holmesville Twp,_270050120,113,215,1,1,0,0,0,0,1,0,118,198,6,4,0
0,_Becker,_Lake Eunice Twp,_270050125,377,685,5,1,1,0,0,1,5,3,372,604,58,16,0
0,_Becker,_Lake Park,_270050130,141,222,5,2,1,0,0,2,0,1,142,190,27,8,0
0,_Becker,_Lake Park Twp,_270050135,109,208,5,1,0,0,0,0,0,1,111,194,9,8,0
0,_Becker,_Lake View Twp,_270050140,409,726,7,0,0,0,0,2,3,4,391,652,56,26,1
0,_Becker,_Maple Grove Twp,_270050145,120,101,0,1,0,0,0,1,0,0,100,91,21,7,0
0,_Becker,_Ogema,_270050150,30,30,0,0,0,0,0,0,0,0,28,23,7,1,0
0,_Becker,_Osage Twp,_270050155,125,398,6,2,1,0,0,2,0,0,135,366,16,5,0
0,_Becker,_Pine Point Twp,_270050160,55,41,1,0,0,0,0,2,0,0,48,35,11,2,0
0,_Becker,_Riceville Twp,_270050165,12,41,0,0,0,0,0,0,1,0,11,38,1,1,1
0,_Becker,_Richwood Twp,_270050170,115,258,2,0,1,0,0,2,1,0,119,232,15,4,1
0,_Becker,_Round Lake Twp,_270050175,58,44,4,0,0,0,1,1,0,0,53,40,8,4,0
0,_Becker,_Runeberg Twp,_270050180,53,248,3,1,1,0,0,0,2,0,57,235,6,4,0
0,_Becker,_Savannah Twp,_270050185,39,66,2,0,0,0,0,0,0,1,37,64,2,0,0
0,_Becker,_Shell Lake Twp,_270050190,55,130,1,2,1,0,0,1,0,0,56,114,11,4,0
0,_Becker,_Silver Leaf Twp,_270050195,53,214,3,1,2,0,0,0,0,0,63,187,14,3,0
0,_Becker,_Spring Creek Twp,_270050200,11,40,0,0,0,0,0,0,0,0,15,33,1,1,0
0,_Becker,_Spruce Grove Twp,_270050205,32,177,0,0,0,0,0,0,0,0,36,165,6,2,0
0,_Becker,_Sugar Bush Twp,_270050210,144,181,3,2,1,0,0,0,1,0,124,160,25,12,0
0,_Becker,_Toad Lake Twp,_270050215,65,204,1,2,0,0,0,1,0,0,67,189,11,4,0
0,_Becker,_Two Inlets Twp,_270050220,50,102,0,1,1,0,0,0,1,1,52,100,2,1,0
0,_Becker,_Walworth Twp,_270050225,23,25,0,0,0,0,0,0,0,0,24,24,0,0,0
0,_Becker,_White Earth Twp,_270050230,120,111,1,0,0,0,0,0,0,0,106,92,18,11,0
0,_Becker,_Wolf Lake,_270050235,7,25,0,0,0,0,0,0,0,0,7,25,0,0,0
0,_Becker,_Wolf Lake Twp,_270050240,24,134,2,0,0,0,0,0,0,1,22,134,2,1,0
0,_Beltrami,_Alaska Twp,_270070005,70,48,1,0,0,0,0,0,0,0,66,48,4,1,0
0,_Beltrami,_Battle Twp,_270070010,5,10,0,0,0,0,0,0,1,0,6,10,0,0,0
0,_Beltrami,_Bemidji Twp,_270070015,686,983,23,11,3,0,0,6,3,8,611,947,104,34,0
0,_Beltrami,_Bemidji W-1,_270070020,577,353,28,12,1,2,0,7,2,2,469,296,147,46,1
0,_Beltrami,_Bemidji W-2,_270070025,673,502,15,3,2,1,1,3,1,3,594,449,100,32,1
0,_Beltrami,_Bemidji W-3 P-1,_270070030,582,527,20,3,1,0,2,3,1,3,511,492,88,26,2
0,_Beltrami,_Bemidji W-3 P-2,_270070032,295,305,11,4,0,1,1,6,0,6,269,285,48,13,0
0,_Beltrami,_Bemidji W-4,_270070035,829,608,29,5,3,2,1,8,5,4,714,570,137,48,1
0,_Beltrami,_Bemidji W-5,_270070040,833,773,17,10,1,0,0,6,6,5,754,706,121,37,1
0,_Beltrami,_Benville Twp,_270070045,16,47,0,0,0,0,0,0,0,0,19,39,1,2,0
0,_Beltrami,_Birch Twp,_270070050,24,42,0,0,1,0,0,0,1,0,27,40,1,0,0
0,_Beltrami,_Blackduck,_270070055,106,211,2,1,0,0,0,1,0,0,105,171,28,7,0
0,_Beltrami,_Buzzle Twp,_270070060,54,123,2,0,0,0,0,0,0,0,57,117,5,0,0
0,_Beltrami,_Cormant Twp,_270070065,24,80,0,0,0,0,0,0,0,0,23,78,2,1,0
0,_Beltrami,_Durand Twp,_270070070,36,90,1,0,0,0,0,0,0,0,32,85,7,3,0
0,_Beltrami,_Eckles Twp,_270070075,341,668,7,2,2,0,0,2,1,3,295,622,76,18,0
0,_Beltrami,_Frohn Twp,_270070080,399,574,4,2,1,1,1,1,2,4,375,555,42,9,0
