IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_OH_20201103_GEN_PRE_REP_TRUMP,USA_OH_20201103_GEN_PRE_DEM_BIDEN,USA_OH_20201103_GEN_PRE_LIB_JORGENSEN,USA_OH_20201103_GEN_PRE_GRE_HAWKINS
0,_005,_LOUDONVILLE #2,_003ABN,626,229,14,7
0,_005,_LOUDONVILLE #1,_003ABO,703,303,21,0
0,_005,_JACKSON #1,_003ABS,535,242,9,2
0,_005,_JACKSON #2,_003ABT,768,206,10,6
0,_005,_LAKE TWP,_003ABV,268,73,4,4
0,_005,_MILTON TWP #1,_003ABZ,687,177,10,3
0,_005,_MILTON TWP #3,_003ACA,331,76,3,0
0,_005,_JEROMESVILLE,_003ACB,167,65,2,2
0,_005,_MOHICAN TWP,_003ACC,689,165,12,5
0,_005,_MONTGOMERY TWP #1,_003ACE,389,112,3,2
0,_005,_MONTGOMERY TWP #2,_003ACF,525,135,10,2
0,_005,_MONTGOMERY TWP #3,_003ACH,389,94,1,3
0,_005,_ORANGE TWP #1,_003ACI,647,164,12,7
0,_005,_ORANGE TWP #2,_003ACJ,390,106,8,1
0,_005,_PERRY TWP #1,_003ACM,837,153,13,1
0,_005,_RUGGLES TWP,_003ACN,417,89,9,2
0,_005,_SULLIVAN TWP #1,_003ACO,546,136,5,3
0,_005,_SULLIVAN TWP #2,_003ACP,458,127,4,2
0,_005,_TROY TWP,_003ACQ,506,98,6,4
0,_005,_VERMILLION TWP #1,_003ACS,520,140,7,0
0,_005,_VERMILLION TWP #2,_003ACT,693,180,6,3
0,_005,_MIFFLIN TWP,_003ACV,583,149,12,0
0,_007,_ASHTABULA 1-A,_004AAA,283,328,4,1
0,_007,_ASHTABULA 1-B,_004AAB,209,260,8,2
0,_007,_ASHTABULA 1-C,_004AAC,204,246,7,2
0,_007,_ASHTABULA 1-D,_004AAE,130,200,4,0
0,_007,_ASHTABULA 2-A,_004AAH,208,293,11,2
0,_007,_ASHTABULA 2-B,_004AAI,209,257,8,2
0,_007,_ASHTABULA 2-C,_004AAJ,110,144,1,0
0,_007,_ASHTABULA 2-D,_004AAM,100,107,5,4
0,_007,_ASHTABULA 3-A,_004AAN,51,55,2,0
0,_007,_ASHTABULA 3-B,_004AAO,84,101,1,0
0,_007,_ASHTABULA 3-C,_004AAP,99,108,3,2
0,_007,_ASHTABULA 3-D,_004AAQ,56,141,4,2
0,_007,_ASHTABULA 4-A,_004AAR,85,102,2,2
0,_007,_ASHTABULA 4-B,_004AAS,86,112,9,3
0,_007,_ASHTABULA 4-C,_004AAT,118,128,6,4
0,_007,_ASHTABULA 4-D,_004AAU,271,230,9,3
0,_007,_ASHTABULA 5-A,_004AAW,77,84,1,1
0,_007,_ASHTABULA 5-B,_004AAX,74,95,4,2
0,_007,_ASHTABULA 5-C,_004AAY,216,219,9,0
0,_007,_ASHTABULA 5-D,_004ABA,113,127,4,2
0,_007,_CONNEAUT 1-A,_004ABB,143,117,1,2
0,_007,_CONNEAUT 1-B,_004ABC,193,71,3,1
0,_007,_CONNEAUT 1-C,_004ABD,239,196,6,2
0,_007,_CONNEAUT 2-A,_004ABF,231,194,5,7
0,_007,_CONNEAUT 2-B,_004ABG,307,286,11,6
0,_007,_CONNEAUT 2-C,_004ABI,310,173,5,1
0,_007,_CONNEAUT 3-A,_004ABJ,138,125,4,3
0,_007,_CONNEAUT 3-B,_004ABK,212,179,1,0
0,_007,_CONNEAUT 3-C,_004ABL,153,173,3,1
0,_007,_CONNEAUT 3-D,_004ABM,177,154,8,0
0,_007,_CONNEAUT 4-A,_004ABN,138,99,1,0
0,_007,_CONNEAUT 4-B,_004ABO,197,240,5,2
0,_007,_CONNEAUT 4-C,_004ABQ,113,71,4,6
0,_007,_GENEVA 1,_004ABR,179,184,5,1
0,_007,_GENEVA 2,_004ABS,355,260,11,4
0,_007,_GENEVA 3,_004ABT,182,143,5,2
0,_007,_GENEVA 4,_004ABV,196,92,5,1
0,_007,_GENEVA 5,_004ABW,138,109,6,3
0,_007,_GENEVA 6,_004ABX,226,153,9,1
0,_007,_GENEVA 7,_004ABY,207,195,3,3
0,_007,_ANDOVER TWP. 1,_004ABZ,334,158,4,3
0,_007,_ANDOVER TWP. 2,_004ACA,260,97,4,1
0,_007,_ANDOVER VILLAGE,_004ACB,270,123,3,2
0,_007,_ASHTABULA TWP. 1,_004ACD,214,164,5,1
0,_007,_ASHTABULA TWP. 2,_004ACG,351,246,12,2
0,_007,_ASHTABULA TWP. 3,_004ACH,147,92,1,3
0,_007,_ASHTABULA TWP. 4,_004ACI,279,275,6,1
0,_007,_ASHTABULA TWP. 5,_004ACJ,208,166,6,1
0,_007,_ASHTABULA TWP. 6,_004ACM,223,133,4,2
0,_007,_AUSTINBURG TWP. 1,_004ACO,501,219,5,2
0,_007,_AUSTINBURG TWP. 2,_004ACP,381,231,5,2
0,_007,_CHERRY VALLEY,_004ACQ,305,80,3,0
0,_007,_COLEBROOK TWP.,_004ACR,307,102,2,2
0,_007,_DENMARK TWP.,_004ACS,277,101,5,0
0,_007,_DORSET TWP.,_004ACT,268,96,9,4
0,_007,_GENEVA TWP. 1,_004ACU,485,260,16,0
0,_007,_GENEVA TWP. 2,_004ACW,285,118,3,0
0,_007,_GENEVA TWP. 3,_004ACX,195,91,5,0
0,_007,_GEN ON LAKE VILL,_004ACY,282,183,6,0
0,_007,_HARPERSFLD TWP 1,_004ADA,322,148,4,1
0,_007,_HARPERSFLD TWP 2,_004ADB,421,206,5,4
0,_007,_HARPERSFLD TWP 3,_004ADC,298,175,7,2
0,_007,_HARTSGROVE TWP,_004ADD,540,171,7,0
0,_007,_JEFFERSON TWP. 1,_004ADF,274,112,2,1
0,_007,_JEFFERSON TWP. 2,_004ADG,261,81,3,0
0,_007,_JEFFERSON TWP 3,_004ADH,282,122,5,3
0,_007,_JEFF VILL 1,_004ADI,245,104,8,1
0,_007,_JEFF VILL 2,_004ADJ,435,237,16,1
0,_007,_JEFF VILL 3,_004ADL,293,167,5,0
0,_007,_KINGSVILLE TWP. 1,_004ADM,306,161,6,4
0,_007,_KINGSVILLE TWP. 2,_004ADN,307,172,8,1
0,_007,_LENOX TWP. 1,_004ADO,295,96,5,0
0,_007,_LENOX TWP. 2,_004ADP,273,100,5,0
0,_007,_MONROE TWP. 1,_004ADQ,382,140,6,7
0,_007,_MONROE TWP. 2,_004ADR,366,118,4,2
0,_007,_ROCK CREEK VILLAGE,_004ADS,183,93,7,0
0,_007,_MORGAN TWP.,_004ADT,347,124,6,2
0,_007,_NEW LYME TWP.,_004ADU,366,145,6,2
0,_007,_N KINGS VILL 1,_004ADV,330,243,7,2
0,_007,_N KINGS VILL 2,_004ADW,441,273,8,5
0,_007,_N KINGS VILL 3,_004ADX,149,99,2,1
0,_007,_ORWELL TWP.,_004ADZ,429,131,4,3
0,_007,_ORWELL VILLAGE,_004AEA,386,203,7,2
0,_007,_PIERPONT TWP.,_004AEB,385,133,7,0
0,_007,_PLYMOUTH TWP. 1,_004AEC,257,146,8,4
0,_007,_PLYMOUTH TWP. 2,_004AED,480,247,12,2
0,_007,_RICHMOND TWP.,_004AEF,306,99,9,4
0,_007,_ROME TWP.,_004AEG,329,114,2,3
0,_007,_SAYBROOK TWP. 1,_004AEH,226,108,4,1
0,_007,_SAYBROOK TWP. 2,_004AEI,212,167,7,1
0,_007,_SAYBROOK TWP. 3,_004AEJ,216,213,5,2
0,_007,_SAYBROOK TWP. 4,_004AEK,255,195,2,3
0,_007,_SAYBROOK TWP. 5,_004AEL,281,250,4,2
0,_007,_SAYBROOK TWP. 6,_004AEM,282,318,8,4
0,_007,_SAYBROOK TWP. 7,_004AEO,229,113,3,1
0,_007,_SAYBROOK TWP. 8,_004AEP,179,132,2,2
0,_007,_SHEFFIELD TWP. 1,_004AEQ,216,113,4,0
0,_007,_SHEFFIELD TWP. 2,_004AER,345,127,5,4
0,_007,_TRUMBULL TWP.,_004AES,584,216,5,3
0,_007,_WAYNE TWP.,_004AEU,207,68,3,3
0,_007,_WMSFLD TWP 1,_004AEV,219,73,3,2
0,_007,_WMSFLD TWP 2,_004AEW,289,98,5,0
0,_007,_WINDSOR TWP.,_004AEX,439,181,3,1
0,_007,_ROAMING SHORES VILLAGE,_004AEZ,634,279,8,4
0,_007,_VOTING DISTRICTS NOT DEFINED,_ZZZZZZ,0,0,0,0
0,_009,_ATHENS 1-1,_005AAA,110,576,12,4
0,_009,_ATHENS 1-2,_005AAB,31,348,4,2
0,_009,_ATHENS 1-3,_005AAD,83,367,7,1
0,_009,_ATHENS 1-4,_005AAE,13,36,0,1
0,_009,_ATHENS 1-5,_005AAF,17,59,1,1
0,_009,_ATHENS 2-1,_005AAG,17,67,2,0
0,_009,_ATHENS 2-2,_005AAH,37,172,4,2
0,_009,_ATHENS 2-3,_005AAI,128,389,7,2
0,_009,_ATHENS 2-4,_005AAJ,130,510,9,1
0,_009,_ATHENS 3-1,_005AAK,32,130,3,0
0,_009,_ATHENS 3-2,_005AAL,70,213,3,0
0,_009,_ATHENS 3-3,_005AAM,50,160,1,0
0,_009,_ATHENS 3-4,_005AAN,76,401,6,6
0,_009,_ATHENS 3-5,_005AAP,45,534,5,1
0,_009,_ATHENS 3-6,_005AAQ,53,374,2,3
0,_009,_ATHENS 4-1,_005AAS,120,430,4,2
0,_009,_ATHENS 4-2,_005AAU,58,391,3,2
0,_009,_ATHENS 4-3,_005AAV,39,295,2,1
0,_009,_ATHENS 4-4,_005AAW,66,260,6,3
0,_009,_NELSONVILLE 1,_005AAX,199,156,12,0
0,_009,_NELSONVILLE 2,_005AAZ,134,123,10,0
0,_009,_NELSONVILLE 3,_005ABB,192,199,5,5
0,_009,_NELSONVILLE 4,_005ABD,176,206,6,8
0,_009,_ALEXANDER EAST,_005ABF,589,404,14,4
0,_009,_ALEXANDER WEST,_005ABG,272,291,4,5
0,_009,_AMES TOWNSHIP,_005ABH,239,342,10,3
0,_009,_AMESVILLE VLG,_005ABI,42,52,0,0
0,_009,_ATHENS BAKER,_005ABJ,353,638,10,3
0,_009,_ATHENS EAST,_005ABK,78,260,5,1
0,_009,_ATHENS SOUTH,_005ABL,191,465,4,2
0,_009,_PLAINS 1,_005ABM,249,382,3,1
0,_009,_PLAINS 2,_005ABN,348,515,12,5
0,_009,_BERN TOWNSHIP,_005ABO,113,145,4,3
0,_009,_CANAAN TOWNSHIP,_005ABP,268,558,16,4
0,_009,_CARTHAGE TOWNSHIP,_005ABR,557,180,8,1
0,_009,_CHAUNCEY VLG,_005ABS,181,143,6,1
0,_009,_CIRCLE HILL,_005ABT,189,291,8,0
0,_009,_MILLFIELD,_005ABU,240,207,3,8
0,_009,_SUGAR CREEK,_005ABV,90,171,1,2
0,_009,_ALBANY VILLAGE,_005ABW,265,201,2,1
0,_009,_LEE TOWNSHIP,_005ABX,670,437,14,3
0,_009,_LODI TOWNSHIP,_005ABY,431,360,9,1
0,_009,_ROME TOWNSHIP,_005ABZ,351,268,8,4
0,_009,_JACKSONVILLE,_005ACB,100,96,1,0
0,_009,_TRIMBLE TOWNSHIP,_005ACC,480,310,6,3
0,_009,_TRIMBLE VILLAGE,_005ACD,73,49,0,0
0,_009,_GLOUSTER VILLAGE,_005ACE,326,270,4,6
0,_009,_COOLVILLE VILLAGE,_005ACI,179,56,1,1
0,_009,_TROY EAST,_005ACJ,450,146,6,1
0,_009,_TROY WEST,_005ACK,349,75,6,1
0,_009,_NEW MARSHFIELD,_005ACL,285,273,6,1
0,_009,_WATERLOO,_005ACM,356,253,5,2
0,_009,_BUCHTEL VLG,_005ACO,129,119,3,0
0,_009,_YORK TOWNSHIP,_005ACP,523,336,4,2
0,_009,_ATHENS 2-5,_005ACR,6,7,0,0
0,_009,_ATHENS 4-5,_005ACS,14,76,2,1
0,_011,_ST. MARYS 1A,_006AAA,570,133,13,0
0,_011,_ST. MARYS 1B,_006AAB,318,89,5,3
0,_011,_ST. MARYS 2A,_006AAC,391,130,5,1
0,_011,_ST. MARYS 2B,_006AAD,672,199,3,0
0,_011,_ST. MARYS 3A,_006AAE,650,166,15,4
0,_011,_ST. MARYS 4A,_006AAF,476,145,11,3
0,_011,_WAPAKONETA 1A,_006AAG,701,207,12,3
0,_011,_WAPAKONETA 1B,_006AAH,618,184,8,1
0,_011,_WAPAKONETA 2A,_006AAI,325,135,7,2
0,_011,_WAPAKONETA 2B,_006AAJ,468,138,2,1
0,_011,_WAPAKONETA 3A,_006AAK,312,92,2,2
0,_011,_WAPAKONETA 3B,_006AAL,361,88,7,1
0,_011,_WAPAKONETA 4A,_006AAM,268,99,10,2
0,_011,_WAPAKONETA 4B,_006AAN,623,179,4,1
0,_011,_CLAY,_006AAO,395,58,2,1
0,_011,_DUCHOUQUET E,_006AAP,836,147,9,3
0,_011,_DUCHOUQUET W,_006AAR,594,153,13,3
0,_011,_CRIDERSVILLE E,_006AAS,277,63,5,0
0,_011,_GERMAN,_006AAU,446,65,7,1
0,_011,_NEW BREMEN E,_006AAV,960,217,8,3
0,_011,_NEW BREMEN W,_006AAW,553,131,10,0
0,_011,_GOSHEN,_006AAX,250,32,2,2
0,_011,_JACKSON,_006AAY,503,53,4,0
0,_011,_MINSTER N,_006AAZ,838,176,8,1
0,_011,_MINSTER S,_006ABA,697,147,10,1
0,_011,_BUCKLAND,_006ABB,94,22,1,0
0,_011,_LOGAN,_006ABC,502,69,5,2
0,_011,_MOULTON,_006ABD,915,147,11,2
0,_011,_NOBLE,_006ABF,649,106,1,3
0,_011,_PUSHETA,_006ABG,690,100,5,2
0,_011,_ST. MARYS E,_006ABH,760,159,10,5
0,_011,_ST. MARYS W,_006ABJ,740,248,10,1
0,_011,_SALEM,_006ABK,241,31,0,1
0,_011,_UNION,_006ABL,928,162,10,2
0,_011,_NEW KNOXVILLE,_006ABN,450,73,8,0
0,_011,_WASHINGTON,_006ABO,595,50,7,0
0,_011,_WAYNE,_006ABP,431,44,3,1
0,_011,_WAYNESFIELD,_006ABQ,288,75,2,2
0,_011,_CRIDERSVILLE W,_006ABR,413,139,5,4
0,_013,_BELLAIRE VILLAGE 1,_007AAA,403,191,5,1
0,_013,_BELLAIRE VILLAGE 2,_007AAB,268,157,2,0
0,_013,_BELLAIRE VILLAGE 3,_007AAE,233,161,3,1
0,_013,_MARTINS FERRY 1-A,_007AAF,451,268,12,0
0,_013,_MARTINS FERRY 2-A,_007AAH,409,301,6,1
0,_013,_MARTINS FERRY 3-A,_007AAJ,108,68,4,2
0,_013,_MARTINS FERRY 3-B,_007AAK,248,125,5,0
0,_013,_MARTINS FERRY 4-A,_007AAL,333,227,4,1
0,_013,_ST CLAIRSVILLE 1-A,_007AAN,363,131,3,3
0,_013,_ST CLAIRSVILLE 2-A,_007AAO,231,128,4,1
0,_013,_ST CLAIRSVILLE 2-B,_007AAP,389,185,5,0
0,_013,_ST CLAIRSVILLE 3-A,_007AAQ,231,124,2,2
0,_013,_ST CLAIRSVILLE 3-B,_007AAR,253,143,0,1
0,_013,_ST CLAIRSVILLE 4-A,_007AAS,209,125,2,1
0,_013,_ST CLAIRSVILLE 4-B,_007AAT,225,131,5,4
0,_013,_COLERAIN TWP 2,_007AAU,216,50,4,0
0,_013,_COLERAIN TWP 1,_007AAV,192,44,2,1
0,_013,_COLERAIN TWP 3,_007AAW,510,184,3,2
0,_013,_COLERAIN TWP 4,_007AAX,290,116,2,2
0,_013,_COLERAIN TWP 5,_007AAY,342,105,2,1
0,_013,_COLERAIN TWP 6,_007AAZ,230,97,6,0
0,_013,_FLUSHING VILLAGE,_007ABA,301,118,4,0
0,_013,_HOLLOWAY VILLAGE,_007ABB,99,32,0,0
0,_013,_FLUSHING TWP 1,_007ABC,220,71,1,0
0,_013,_BELMONT VILLAGE,_007ABD,169,62,2,1
0,_013,_BETHESDA VILLAGE,_007ABE,448,122,10,0
0,_013,_GOSHEN TWP,_007ABF,663,133,8,3
0,_013,_KIRKWOOD TWP,_007ABG,160,34,0,0
0,_013,_SHADYSIDE VILLAGE 1,_007ABH,402,212,5,1
0,_013,_SHADYSIDE VILLAGE 2,_007ABI,470,261,2,4
0,_013,_SHADYSIDE VILLAGE 3,_007ABL,348,193,4,2
0,_013,_MEAD TWP 1,_007ABN,576,171,4,3
0,_013,_MEAD TWP 2,_007ABP,303,103,5,1
0,_013,_BRIDGEPORT VILLAGE 1,_007ABQ,237,121,3,0
0,_013,_BRIDGEPORT VILLAGE 2,_007ABS,231,112,3,4
0,_013,_BROOKSIDE VILLAGE,_007ABU,201,108,2,2
0,_013,_PEASE TWP 1,_007ABV,420,233,9,4
0,_013,_PEASE TWP 2,_007ABW,369,141,12,1
0,_013,_PEASE TWP 3,_007ABX,155,63,0,0
0,_013,_YORKVILLE VILLAGE,_007ABY,129,69,4,0
0,_013,_PEASE TWP 4,_007ABZ,334,106,3,0
0,_013,_PULTNEY TWP 1,_007ACD,157,56,0,1
0,_013,_PULTNEY TWP 2,_007ACE,566,196,6,4
0,_013,_PULTNEY TWP 3,_007ACF,453,191,4,2
0,_013,_PULTNEY TWP 4,_007ACH,453,184,7,2
0,_013,_RICHLAND TWP 1,_007ACJ,411,136,2,0
0,_013,_RICHLAND TWP 2,_007ACK,470,159,3,2
0,_013,_RICHLAND TWP 3,_007ACL,321,151,8,1
0,_013,_RICHLAND TWP 4,_007ACM,508,140,7,1
0,_013,_RICHLAND TWP 5,_007ACN,489,151,3,2
0,_013,_RICHLAND TWP 6,_007ACO,573,205,3,2
0,_013,_RICHLAND TWP 7,_007ACP,305,84,4,2
0,_013,_SMITH TWP,_007ACQ,672,129,10,1
0,_013,_SOMERSET TWP 1,_007ACS,316,66,1,0
0,_013,_SOMERSET TWP 2,_007ACT,156,33,1,0
0,_013,_MORRISTOWN VILLAGE,_007ACU,100,34,0,1
0,_013,_UNION TWP 1,_007ACV,258,67,3,0
0,_013,_UNION TWP 2,_007ACW,673,184,6,2
0,_013,_BARNESVILLE VILLAGE 1,_007ACX,623,226,8,4
0,_013,_BARNESVILLE VILLAGE 2,_007ACZ,350,139,6,2
0,_013,_WARREN TWP,_007ADB,818,238,3,3
0,_013,_WASHINGTON TWP,_007ADD,200,59,1,1
0,_013,_WAYNE TWP,_007ADE,293,80,5,1
0,_013,_WHEELING TWP 1,_007ADF,347,110,5,1
0,_013,_WHEELING TWP 2,_007ADH,373,91,12,1
0,_013,_POWHATAN POINT VILLAGE,_007ADI,469,202,4,6
0,_013,_YORK TWP,_007ADK,368,103,2,1
0,_013,_FLUSHING TWP 2,_007ADL,52,20,0,1
0,_013,_PEASE TWP 5,_007ADW,94,72,2,1
0,_013,_BARNESVILLE VILLAGE 3,_007ADX,323,106,7,3
0,_015,_BYRD TWP,_008AAA,292,79,1,0
0,_015,_FRANKLIN TWP,_008AAF,725,178,6,3
0,_015,_GREEN TWP NORTH,_008AAG,298,74,0,1
0,_015,_GREEN TWP SOUTH,_008AAH,398,76,2,2
0,_015,_MT ORAB SOUTH,_008AAJ,935,243,6,1
0,_015,_ABERDEEN VILLAGE,_008AAK,501,131,6,3
0,_015,_HUNTINGTON TWP,_008AAM,369,75,8,0
0,_015,_PERRY/LAKE LORELEI,_008AAV,490,163,4,1
0,_015,_PERRY TWP SOUTH,_008AAW,485,111,5,1
0,_015,_PERRY TWP WEST,_008AAY,562,110,5,1
0,_015,_GEORGETOWN SW,_008ABI,364,149,8,2
0,_015,_SARDINIA VILLAGE,_008ABP,349,86,7,3
0,_015,_CLARK HAMERSVILLE,_008ACD,519,110,6,1
0,_015,_CLARK TWP WEST,_008ACE,561,125,2,2
0,_015,_EAGLE TWP,_008ACF,535,98,8,2
0,_015,_MT ORAB NORTH,_008ACG,552,146,6,4
