IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_OH_20201103_GEN_PRE_REP_TRUMP,USA_OH_20201103_GEN_PRE_DEM_BIDEN,USA_OH_20201103_GEN_PRE_LIB_JORGENSEN,USA_OH_20201103_GEN_PRE_GRE_HAWKINS
0,_035,_CLEVELAND-11-H,_018BGD,188,344,0,1
0,_035,_CLEVELAND-11-J,_018BGE,149,328,2,5
0,_035,_CLEVELAND-11-G,_018BGG,205,370,4,1
0,_035,_CLEVELAND-11-E,_018BGH,156,310,3,1
0,_035,_CLEVELAND-11-F,_018BGI,178,396,2,7
0,_035,_CLEVELAND-11-C,_018BGK,143,355,4,3
0,_035,_CLEVELAND-11-L,_018BGL,147,274,1,3
0,_035,_CLEVELAND-11-N,_018BGM,57,184,0,1
0,_035,_CLEVELAND-11-M,_018BGN,73,335,4,1
0,_035,_CLEVELAND-11-K,_018BGO,108,312,4,1
0,_035,_CLEVELAND-16-J,_018BGP,178,337,11,4
0,_035,_CLEVELAND-16-I,_018BGQ,199,330,2,1
0,_035,_CLEVELAND-16-Q,_018BGY,135,330,2,0
0,_035,_CLEVELAND-16-O,_018BHA,185,362,5,2
0,_035,_CLEVELAND-17-N,_018BHC,281,543,4,1
0,_035,_CLEVELAND-16-L,_018BHE,194,337,6,1
0,_035,_CLEVELAND-16-M,_018BHG,179,328,5,5
0,_035,_CLEVELAND-16-K,_018BHK,215,416,10,3
0,_035,_CLEVELAND-16-H,_018BHM,160,366,4,4
0,_035,_CLEVELAND-16-G,_018BHO,136,315,8,4
0,_035,_CLEVELAND-16-F,_018BHP,184,325,2,4
0,_035,_CLEVELAND-16-E,_018BHQ,220,326,3,4
0,_035,_CLEVELAND-16-D,_018BHS,200,359,6,4
0,_035,_CLEVELAND-16-P,_018BHT,199,319,1,2
0,_035,_CLEVELAND-16-C,_018BHU,255,321,3,3
0,_035,_CLEVELAND-16-B,_018BHV,213,370,3,3
0,_035,_CLEVELAND-17-S,_018BHY,39,157,1,2
0,_035,_CLEVELAND-17-L,_018BHZ,136,243,1,2
0,_035,_CLEVELAND-17-P,_018BIG,317,518,5,1
0,_035,_CLEVELAND-17-Q,_018BII,293,471,3,0
0,_035,_CLEVELAND-17-M,_018BIM,175,434,3,0
0,_035,_CLEVELAND-17-O,_018BIO,221,435,8,0
0,_035,_CLEVELAND-16-N,_018BIU,182,280,4,4
0,_035,_CLEVELAND-17-I,_018BIW,253,429,8,3
0,_035,_CLEVELAND-17-K,_018BIY,262,502,3,2
0,_035,_CLEVELAND-17-R,_018BJA,284,449,5,5
0,_035,_CLEVELAND-17-J,_018BJC,306,498,12,5
0,_035,_CLEVELAND-17-E,_018BJF,313,472,10,2
0,_035,_CLEVELAND-17-F,_018BJG,308,535,12,3
0,_035,_CLEVELAND-17-H,_018BJI,214,433,5,0
0,_035,_CLEVELAND-17-G,_018BJJ,186,319,4,2
0,_035,_CLEVELAND-17-B,_018BJK,178,294,10,1
0,_035,_CLEVELAND-17-C,_018BJM,286,427,5,4
0,_035,_CLEVELAND-17-A,_018BJN,252,361,7,3
0,_035,_CLEVELAND-17-D,_018BJO,209,402,5,3
0,_035,_CLEVELAND HEIGHTS-01-A,_018BJS,50,502,0,1
0,_035,_CLEVELAND HEIGHTS-01-B,_018BJT,69,587,4,2
0,_035,_CLEVELAND HEIGHTS-01-C,_018BJV,68,591,1,1
0,_035,_CLEVELAND HEIGHTS-01-D,_018BJW,37,489,4,2
0,_035,_CLEVELAND HEIGHTS-01-E,_018BJX,126,798,8,1
0,_035,_CLEVELAND HEIGHTS-01-F,_018BJY,140,765,7,3
0,_035,_CLEVELAND HEIGHTS-02-A,_018BKG,69,730,4,3
0,_035,_CLEVELAND HEIGHTS-02-C,_018BKH,134,851,8,1
0,_035,_CLEVELAND HEIGHTS-02-B,_018BKI,140,798,4,0
0,_035,_CLEVELAND HEIGHTS-02-D,_018BKM,104,799,8,2
0,_035,_CLEVELAND HEIGHTS-02-F,_018BKO,79,749,7,5
0,_035,_CLEVELAND HEIGHTS-02-E,_018BKQ,141,750,6,4
0,_035,_CLEVELAND HEIGHTS-03-B,_018BKW,39,566,3,5
0,_035,_CLEVELAND HEIGHTS-03-D,_018BKX,51,676,7,3
0,_035,_CLEVELAND HEIGHTS-03-A,_018BKY,31,395,5,3
0,_035,_CLEVELAND HEIGHTS-03-C,_018BKZ,64,540,4,3
0,_035,_CLEVELAND HEIGHTS-03-E,_018BLB,93,555,4,1
0,_035,_CLEVELAND HEIGHTS-03-F,_018BLC,48,515,6,4
0,_035,_CLEVELAND HEIGHTS-04-A,_018BLG,140,656,7,6
0,_035,_CLEVELAND HEIGHTS-04-B,_018BLH,416,353,0,2
0,_035,_CLEVELAND HEIGHTS-04-D,_018BLK,179,442,4,4
0,_035,_CLEVELAND HEIGHTS-04-E,_018BLM,61,688,5,5
0,_035,_CLEVELAND HEIGHTS-04-F,_018BLO,167,592,4,1
0,_035,_CLEVELAND HEIGHTS-04-G,_018BLQ,304,530,2,3
0,_035,_CLEVELAND HEIGHTS-04-H,_018BLR,121,863,4,3
0,_035,_CLEVELAND HEIGHTS-04-I,_018BLS,73,651,1,2
0,_035,_CLEVELAND HEIGHTS-04-C,_018BLT,64,635,3,3
0,_035,_CLEVELAND HEIGHTS-05-B,_018BLZ,74,834,8,7
0,_035,_CLEVELAND HEIGHTS-05-A,_018BMA,65,760,3,8
0,_035,_CLEVELAND HEIGHTS-05-D,_018BMD,28,732,7,4
0,_035,_CLEVELAND HEIGHTS-05-E,_018BMF,64,786,7,1
0,_035,_CLEVELAND HEIGHTS-05-C,_018BMH,55,728,1,2
0,_035,_CLEVELAND HEIGHTS-05-F,_018BMI,51,817,2,1
0,_035,_EAST CLEVELAND-02-A,_018BMQ,9,421,2,1
0,_035,_EAST CLEVELAND-02-B,_018BMR,5,354,2,2
0,_035,_EAST CLEVELAND-02-C,_018BMS,19,296,0,1
0,_035,_EAST CLEVELAND-02-D,_018BMW,7,282,1,3
0,_035,_EAST CLEVELAND-03-A,_018BNF,14,366,3,0
0,_035,_EAST CLEVELAND-03-B,_018BNG,4,325,0,2
0,_035,_EAST CLEVELAND-03-E,_018BNJ,12,316,4,1
0,_035,_EAST CLEVELAND-03-C,_018BNM,20,338,2,2
0,_035,_EAST CLEVELAND-03-D,_018BNN,11,334,1,2
0,_035,_EAST CLEVELAND-04-A,_018BNV,9,250,0,2
0,_035,_EAST CLEVELAND-04-B,_018BNW,8,381,0,2
0,_035,_EAST CLEVELAND-04-D,_018BNY,55,475,0,0
0,_035,_EAST CLEVELAND-04-E,_018BNZ,14,331,1,1
0,_035,_EAST CLEVELAND-04-F,_018BOA,10,337,1,1
0,_035,_EAST CLEVELAND-04-C,_018BOB,9,288,1,4
0,_035,_EUCLID-04-A,_018BOK,167,334,4,3
0,_035,_EUCLID-04-C,_018BOM,116,436,4,1
0,_035,_EUCLID-04-D,_018BON,104,492,4,2
0,_035,_EUCLID-04-E,_018BOO,134,554,4,1
0,_035,_EUCLID-04-B,_018BOP,88,499,6,6
0,_035,_EUCLID-07-D,_018BOR,94,360,1,2
0,_035,_EUCLID-05-E,_018BOS,223,494,7,2
0,_035,_EUCLID-05-D,_018BOT,210,608,3,3
0,_035,_EUCLID-05-C,_018BOU,111,567,8,1
0,_035,_EUCLID-08-E,_018BOW,94,458,1,5
0,_035,_EUCLID-05-A,_018BPD,126,469,2,3
0,_035,_EUCLID-05-B,_018BPE,80,401,3,0
0,_035,_EUCLID-07-C,_018BPF,41,533,2,0
0,_035,_EUCLID-08-D,_018BPH,101,415,5,1
0,_035,_EUCLID-07-B,_018BPJ,79,362,1,2
0,_035,_EUCLID-07-E,_018BPK,27,274,3,1
0,_035,_EUCLID-06-A,_018BPL,228,363,10,2
0,_035,_EUCLID-06-B,_018BPM,182,399,1,2
0,_035,_EUCLID-06-C,_018BPN,172,405,0,2
0,_035,_EUCLID-03-B,_018BPZ,44,224,0,0
0,_035,_EUCLID-02-B,_018BQA,159,573,5,0
0,_035,_EUCLID-03-E,_018BQC,65,444,5,3
0,_035,_EUCLID-08-A,_018BQD,106,425,0,3
0,_035,_EUCLID-03-D,_018BQE,15,356,3,2
0,_035,_EUCLID-08-C,_018BQF,95,458,2,1
0,_035,_EUCLID-08-B,_018BQH,115,433,4,3
0,_035,_EUCLID-07-A,_018BQI,157,583,8,2
0,_035,_EUCLID-06-E,_018BQJ,162,513,1,2
0,_035,_EUCLID-06-D,_018BQK,199,508,5,4
0,_035,_EUCLID-01-A,_018BQT,52,556,2,3
0,_035,_EUCLID-01-B,_018BQU,81,537,1,5
0,_035,_EUCLID-01-C,_018BQV,42,537,1,4
0,_035,_EUCLID-01-D,_018BQW,34,883,0,3
0,_035,_EUCLID-01-E,_018BQX,28,399,1,0
0,_035,_EUCLID-02-D,_018BQY,152,563,1,5
0,_035,_EUCLID-02-C,_018BQZ,106,547,2,2
0,_035,_EUCLID-03-A,_018BRC,98,648,5,3
0,_035,_EUCLID-02-A,_018BRD,164,716,10,0
0,_035,_EUCLID-03-C,_018BRE,24,448,1,3
0,_035,_FAIRVIEW PARK-01-A,_018BRM,365,482,4,3
0,_035,_FAIRVIEW PARK-01-B,_018BRN,273,420,3,4
0,_035,_FAIRVIEW PARK-01-C,_018BRP,214,402,10,4
0,_035,_FAIRVIEW PARK-02-A,_018BRS,84,99,1,1
0,_035,_FAIRVIEW PARK-02-B,_018BRU,306,483,8,3
0,_035,_FAIRVIEW PARK-02-C,_018BRV,336,538,11,3
0,_035,_FAIRVIEW PARK-03-A,_018BRX,322,453,6,1
0,_035,_FAIRVIEW PARK-03-B,_018BRZ,360,516,5,2
0,_035,_FAIRVIEW PARK-03-C,_018BSA,292,482,7,4
0,_035,_FAIRVIEW PARK-04-A,_018BSE,379,590,14,4
0,_035,_FAIRVIEW PARK-04-B,_018BSG,352,593,12,1
0,_035,_FAIRVIEW PARK-05-B,_018BSJ,469,515,5,4
0,_035,_FAIRVIEW PARK-05-A,_018BSM,444,537,8,2
0,_035,_GARFIELD HEIGHTS-01-A,_018BSP,51,636,0,5
0,_035,_GARFIELD HEIGHTS-01-B,_018BSQ,17,543,7,0
0,_035,_GARFIELD HEIGHTS-01-C,_018BSR,17,426,0,2
0,_035,_GARFIELD HEIGHTS-02-A,_018BSX,104,369,6,3
0,_035,_GARFIELD HEIGHTS-02-B,_018BSY,171,387,2,0
0,_035,_GARFIELD HEIGHTS-02-C,_018BTA,127,379,3,1
0,_035,_GARFIELD HEIGHTS-03-A,_018BTG,190,542,1,2
0,_035,_GARFIELD HEIGHTS-03-B,_018BTI,171,587,4,5
0,_035,_GARFIELD HEIGHTS-04-A,_018BTM,135,335,1,2
0,_035,_GARFIELD HEIGHTS-04-B,_018BTN,197,445,6,1
0,_035,_GARFIELD HEIGHTS-04-C,_018BTO,192,487,7,1
0,_035,_GARFIELD HEIGHTS-05-A,_018BTT,243,535,5,1
0,_035,_GARFIELD HEIGHTS-05-B,_018BTU,249,599,6,5
0,_035,_GARFIELD HEIGHTS-06-A,_018BUA,206,466,6,1
0,_035,_GARFIELD HEIGHTS-06-B,_018BUB,165,419,4,3
0,_035,_GARFIELD HEIGHTS-06-C,_018BUD,173,436,9,3
0,_035,_GARFIELD HEIGHTS-07-C,_018BUJ,252,532,1,5
0,_035,_GARFIELD HEIGHTS-07-A,_018BUK,157,437,7,5
0,_035,_GARFIELD HEIGHTS-07-B,_018BUL,180,447,2,2
0,_035,_HIGHLAND HEIGHTS-01-A,_018BUP,403,390,4,0
0,_035,_HIGHLAND HEIGHTS-01-B,_018BUQ,376,310,7,2
0,_035,_HIGHLAND HEIGHTS-02-A,_018BUS,428,418,5,0
0,_035,_HIGHLAND HEIGHTS-02-B,_018BUT,366,373,2,2
0,_035,_HIGHLAND HEIGHTS-03-A,_018BUW,333,346,1,0
0,_035,_HIGHLAND HEIGHTS-03-B,_018BUX,375,340,5,0
0,_035,_HIGHLAND HEIGHTS-04-A,_018BUZ,342,289,7,4
0,_035,_HIGHLAND HEIGHTS-04-B,_018BVA,371,329,6,2
0,_035,_INDEPENDENCE-00-E,_018BVD,664,458,10,2
0,_035,_INDEPENDENCE-00-D,_018BVF,517,324,9,1
0,_035,_INDEPENDENCE-00-B,_018BVH,661,373,3,2
0,_035,_INDEPENDENCE-00-C,_018BVI,635,415,7,0
0,_035,_INDEPENDENCE-00-A,_018BVJ,577,367,10,3
0,_035,_LAKEWOOD-01-H,_018BVM,368,688,12,2
0,_035,_LAKEWOOD-01-B,_018BVO,203,542,4,3
0,_035,_LAKEWOOD-01-D,_018BVP,174,596,8,4
0,_035,_LAKEWOOD-01-C,_018BVQ,236,584,10,1
0,_035,_LAKEWOOD-01-A,_018BVR,221,548,8,1
0,_035,_LAKEWOOD-01-F,_018BVU,178,494,13,3
0,_035,_LAKEWOOD-01-I,_018BVW,206,635,22,2
0,_035,_LAKEWOOD-01-G,_018BVX,183,562,9,3
0,_035,_LAKEWOOD-01-E,_018BWA,189,773,12,5
0,_035,_LAKEWOOD-02-A,_018BWG,174,668,13,1
0,_035,_LAKEWOOD-02-H,_018BWH,180,544,12,3
0,_035,_LAKEWOOD-02-C,_018BWI,197,632,12,2
0,_035,_LAKEWOOD-02-B,_018BWK,179,732,11,1
0,_035,_LAKEWOOD-02-D,_018BWL,201,584,11,3
0,_035,_LAKEWOOD-02-G,_018BWP,164,537,8,1
0,_035,_LAKEWOOD-02-F,_018BWQ,229,655,13,5
0,_035,_LAKEWOOD-02-E,_018BWR,225,712,8,5
0,_035,_LAKEWOOD-02-I,_018BWU,191,533,9,3
0,_035,_LAKEWOOD-03-A,_018BXC,293,577,5,3
0,_035,_LAKEWOOD-03-G,_018BXF,139,456,6,0
0,_035,_LAKEWOOD-03-B,_018BXI,192,552,13,2
0,_035,_LAKEWOOD-03-F,_018BXK,171,592,8,3
0,_035,_LAKEWOOD-03-E,_018BXL,118,428,3,2
0,_035,_LAKEWOOD-03-D,_018BXM,254,658,14,1
0,_035,_LAKEWOOD-03-C,_018BXN,226,708,13,1
0,_035,_LAKEWOOD-03-H,_018BXO,196,565,5,0
0,_035,_LAKEWOOD-03-I,_018BXP,197,656,8,5
0,_035,_LAKEWOOD-04-A,_018BXV,231,481,0,1
0,_035,_LAKEWOOD-04-B,_018BXW,222,681,5,3
0,_035,_LAKEWOOD-04-F,_018BXX,137,548,9,1
0,_035,_LAKEWOOD-04-E,_018BXZ,119,458,8,4
0,_035,_LAKEWOOD-04-D,_018BYC,185,710,3,4
0,_035,_LAKEWOOD-04-I,_018BYD,172,564,3,5
0,_035,_LAKEWOOD-04-J,_018BYF,132,389,9,3
0,_035,_LAKEWOOD-04-H,_018BYG,181,520,3,4
0,_035,_LAKEWOOD-04-C,_018BYH,98,445,9,2
0,_035,_LAKEWOOD-04-G,_018BYK,135,395,4,3
0,_035,_LYNDHURST-01-B,_018BYQ,241,511,8,3
0,_035,_LYNDHURST-01-C,_018BYR,327,522,8,1
0,_035,_LYNDHURST-01-A,_018BYS,190,416,2,1
0,_035,_LYNDHURST-02-A,_018BYW,357,625,15,3
0,_035,_LYNDHURST-02-B,_018BYX,388,575,15,2
0,_035,_LYNDHURST-03-A,_018BZB,241,628,3,2
0,_035,_LYNDHURST-03-B,_018BZC,238,510,5,1
0,_035,_LYNDHURST-03-C,_018BZD,213,465,6,4
0,_035,_LYNDHURST-04-A,_018BZJ,211,472,9,4
0,_035,_LYNDHURST-04-C,_018BZL,270,536,2,4
0,_035,_LYNDHURST-04-B,_018BZM,247,544,7,3
0,_035,_MAPLE HEIGHTS-01-B,_018BZR,211,634,4,1
0,_035,_MAPLE HEIGHTS-01-A,_018BZS,128,664,2,3
0,_035,_MAPLE HEIGHTS-02-A,_018BZW,124,667,3,0
0,_035,_MAPLE HEIGHTS-02-B,_018BZX,128,640,3,3
0,_035,_MAPLE HEIGHTS-03-A,_018CAC,160,567,3,1
0,_035,_MAPLE HEIGHTS-03-B,_018CAE,123,520,1,3
0,_035,_MAPLE HEIGHTS-04-A,_018CAG,57,470,0,0
0,_035,_MAPLE HEIGHTS-04-B,_018CAH,42,499,2,0
0,_035,_MAPLE HEIGHTS-04-C,_018CAJ,46,425,1,3
0,_035,_MAPLE HEIGHTS-05-A,_018CAL,74,602,3,4
0,_035,_MAPLE HEIGHTS-05-B,_018CAM,50,504,2,4
0,_035,_MAPLE HEIGHTS-06-B,_018CAR,60,672,0,4
0,_035,_MAPLE HEIGHTS-06-A,_018CAS,63,687,1,4
0,_035,_MAPLE HEIGHTS-07-B,_018CAW,36,473,5,2
0,_035,_MAPLE HEIGHTS-07-A,_018CAX,43,586,3,2
0,_035,_MAPLE HEIGHTS-07-C,_018CAY,33,551,0,0
0,_035,_MAYFIELD HEIGHTS-00-I,_018CBA,313,411,7,2
0,_035,_MAYFIELD HEIGHTS-00-J,_018CBE,81,449,4,1
0,_035,_MAYFIELD HEIGHTS-00-D,_018CBI,380,449,4,2
0,_035,_MAYFIELD HEIGHTS-00-F,_018CBK,295,384,6,3
0,_035,_MAYFIELD HEIGHTS-00-M,_018CBM,213,349,4,1
0,_035,_MAYFIELD HEIGHTS-00-B,_018CBP,349,480,8,1
0,_035,_MAYFIELD HEIGHTS-00-A,_018CBR,295,401,5,2
0,_035,_MAYFIELD HEIGHTS-00-C,_018CBT,401,540,6,4
0,_035,_MAYFIELD HEIGHTS-00-L,_018CBV,471,512,11,3
0,_035,_MAYFIELD HEIGHTS-00-K,_018CBX,469,492,10,2
0,_035,_MAYFIELD HEIGHTS-00-G,_018CBY,164,586,1,1
0,_035,_MAYFIELD HEIGHTS-00-E,_018CCA,260,550,6,2
0,_035,_MAYFIELD HEIGHTS-00-H,_018CCB,201,348,4,1
0,_035,_MIDDLEBURG HEIGHTS-01-A,_018CCH,487,546,11,4
0,_035,_MIDDLEBURG HEIGHTS-01-B,_018CCI,197,210,9,1
0,_035,_MIDDLEBURG HEIGHTS-01-C,_018CCJ,443,461,12,2
0,_035,_MIDDLEBURG HEIGHTS-02-A,_018CCN,410,403,9,6
0,_035,_MIDDLEBURG HEIGHTS-02-B,_018CCO,367,318,17,1
0,_035,_MIDDLEBURG HEIGHTS-02-C,_018CCQ,306,278,3,0
0,_035,_MIDDLEBURG HEIGHTS-03-A,_018CCT,410,351,3,1
0,_035,_MIDDLEBURG HEIGHTS-03-C,_018CCV,472,358,8,2
0,_035,_MIDDLEBURG HEIGHTS-03-B,_018CCX,404,356,6,3
0,_035,_MIDDLEBURG HEIGHTS-04-A,_018CDB,593,432,5,2
0,_035,_MIDDLEBURG HEIGHTS-04-B,_018CDD,507,425,6,3
0,_035,_NORTH OLMSTED-01-A,_018CDI,491,547,10,1
0,_035,_NORTH OLMSTED-01-C,_018CDJ,482,517,7,3
0,_035,_NORTH OLMSTED-01-E,_018CDL,460,553,15,3
0,_035,_NORTH OLMSTED-01-D,_018CDN,363,458,7,1
0,_035,_NORTH OLMSTED-02-A,_018CDT,448,570,10,3
0,_035,_NORTH OLMSTED-02-B,_018CDU,358,445,11,2
0,_035,_NORTH OLMSTED-02-C,_018CDV,339,416,9,0
0,_035,_NORTH OLMSTED-02-E,_018CDZ,326,426,7,0
0,_035,_NORTH OLMSTED-02-D,_018CEB,424,501,8,0
0,_035,_NORTH OLMSTED-03-A,_018CEE,312,405,3,3
0,_035,_NORTH OLMSTED-03-B,_018CEF,82,96,0,0
0,_035,_NORTH OLMSTED-03-C,_018CEG,472,528,9,0
0,_035,_NORTH OLMSTED-03-D,_018CEH,410,430,12,2
0,_035,_NORTH OLMSTED-03-F,_018CEJ,423,473,3,7
0,_035,_NORTH OLMSTED-03-E,_018CEL,527,486,8,5
0,_035,_NORTH OLMSTED-04-A,_018CET,358,434,7,3
0,_035,_NORTH OLMSTED-04-C,_018CEW,346,515,6,3
0,_035,_NORTH OLMSTED-04-D,_018CEX,379,412,6,0
0,_035,_NORTH OLMSTED-04-E,_018CEY,326,484,11,3
0,_035,_NORTH OLMSTED-04-B,_018CEZ,281,379,6,2
0,_035,_NORTH ROYALTON-01-A,_018CFD,500,329,5,6
0,_035,_NORTH ROYALTON-01-B,_018CFE,498,306,7,3
0,_035,_NORTH ROYALTON-01-C,_018CFG,502,339,6,1
0,_035,_NORTH ROYALTON-02-A,_018CFI,529,342,3,0
0,_035,_NORTH ROYALTON-02-B,_018CFJ,587,315,4,1
0,_035,_NORTH ROYALTON-02-C,_018CFK,478,308,3,0
0,_035,_NORTH ROYALTON-02-D,_018CFL,133,80,0,1
0,_035,_NORTH ROYALTON-03-A,_018CFQ,479,285,7,1
0,_035,_NORTH ROYALTON-03-B,_018CFR,562,438,3,4
0,_035,_NORTH ROYALTON-03-C,_018CFS,436,373,4,2
0,_035,_NORTH ROYALTON-03-D,_018CFT,250,217,4,1
0,_035,_NORTH ROYALTON-04-A,_018CFW,543,339,10,1
0,_035,_NORTH ROYALTON-04-C,_018CFZ,478,317,5,2
0,_035,_NORTH ROYALTON-04-B,_018CGB,456,523,13,7
0,_035,_NORTH ROYALTON-05-A,_018CGC,302,315,6,1
0,_035,_NORTH ROYALTON-05-B,_018CGE,445,311,8,0
0,_035,_NORTH ROYALTON-05-D,_018CGF,501,414,10,1
0,_035,_NORTH ROYALTON-05-C,_018CGG,384,358,4,2
0,_035,_NORTH ROYALTON-06-A,_018CGH,365,295,11,2
0,_035,_NORTH ROYALTON-06-B,_018CGI,615,346,7,2
0,_035,_NORTH ROYALTON-06-D,_018CGK,663,371,5,2
0,_035,_NORTH ROYALTON-06-C,_018CGL,460,286,5,2
0,_035,_OLMSTED FALLS-01-A,_018CGN,221,247,4,2
0,_035,_OLMSTED FALLS-01-B,_018CGO,249,287,13,2
0,_035,_OLMSTED FALLS-02-A,_018CGP,276,291,3,1
0,_035,_OLMSTED FALLS-02-B,_018CGQ,359,408,6,0
0,_035,_OLMSTED FALLS-03-A,_018CGS,506,525,8,1
0,_035,_OLMSTED FALLS-03-B,_018CGT,196,242,4,1
0,_035,_OLMSTED FALLS-04-A,_018CGV,265,308,1,0
0,_035,_OLMSTED FALLS-04-B,_018CGW,309,355,5,4
0,_035,_PARMA-01-A,_018CGX,220,260,7,2
0,_035,_PARMA-01-B,_018CGY,317,308,2,4
0,_035,_PARMA-01-D,_018CHA,407,395,13,3
0,_035,_PARMA-01-F,_018CHC,242,360,12,2
0,_035,_PARMA-01-E,_018CHE,347,357,9,4
0,_035,_PARMA-01-C,_018CHG,323,444,3,3
0,_035,_PARMA-02-A,_018CHL,355,379,8,3
0,_035,_PARMA-02-B,_018CHM,436,420,12,3
0,_035,_PARMA-02-C,_018CHS,398,434,11,4
0,_035,_PARMA-02-E,_018CHU,446,429,14,2
0,_035,_PARMA-02-D,_018CHV,388,382,11,3
0,_035,_PARMA-03-A,_018CIC,383,325,9,2
0,_035,_PARMA-03-D,_018CID,384,355,7,8
0,_035,_PARMA-03-E,_018CIE,349,316,7,2
0,_035,_PARMA-03-B,_018CIF,316,310,11,4
0,_035,_PARMA-03-C,_018CII,322,265,3,4
0,_035,_PARMA-03-F,_018CIJ,309,308,7,0
0,_035,_PARMA-04-A,_018CIP,328,433,8,5
0,_035,_PARMA-04-C,_018CIR,373,427,5,2
0,_035,_PARMA-04-D,_018CIS,390,396,8,3
0,_035,_PARMA-04-B,_018CIT,411,335,9,6
0,_035,_PARMA-04-E,_018CIV,398,424,7,3
0,_035,_PARMA-05-A,_018CJB,550,402,5,5
0,_035,_PARMA-05-F,_018CJE,384,307,5,2
0,_035,_PARMA-05-E,_018CJF,471,332,3,0
0,_035,_PARMA-06-D,_018CJG,401,281,5,3
0,_035,_PARMA-05-C,_018CJI,528,364,4,2
0,_035,_PARMA-05-D,_018CJJ,459,298,3,1
0,_035,_PARMA-06-A,_018CJP,458,362,10,3
0,_035,_PARMA-06-E,_018CJQ,436,346,6,6
0,_035,_PARMA-06-B,_018CJU,444,337,2,2
0,_035,_PARMA-09-E,_018CJV,483,344,7,1
0,_035,_PARMA-06-C,_018CJX,444,316,8,3
0,_035,_PARMA-06-F,_018CJY,464,311,8,4
0,_035,_PARMA-07-C,_018CKE,361,262,3,2
0,_035,_PARMA-07-B,_018CKF,407,349,7,2
0,_035,_PARMA-07-E,_018CKH,499,350,7,4
0,_035,_PARMA-07-F,_018CKI,243,284,5,2
0,_035,_PARMA-07-D,_018CKL,458,378,11,2
0,_035,_PARMA-07-A,_018CKM,532,358,10,2
0,_035,_PARMA-08-A,_018CKT,428,421,18,1
0,_035,_PARMA-08-D,_018CKV,418,433,8,5
0,_035,_PARMA-08-E,_018CKW,344,402,7,6
0,_035,_PARMA-08-C,_018CKY,434,468,10,4
0,_035,_PARMA-08-B,_018CLB,365,348,12,4
0,_035,_PARMA-09-A,_018CLH,129,151,2,3
0,_035,_PARMA-09-C,_018CLI,414,337,5,1
0,_035,_PARMA-09-D,_018CLK,452,352,7,4
0,_035,_PARMA-09-F,_018CLO,500,385,9,6
0,_035,_PARMA-05-B,_018CLP,473,449,5,2
0,_035,_PARMA-09-B,_018CLQ,432,394,8,3
0,_035,_PARMA HEIGHTS-01-B,_018CLZ,361,394,9,1
0,_035,_PARMA HEIGHTS-03-A,_018CMB,438,406,10,1
0,_035,_PARMA HEIGHTS-03-B,_018CMD,456,401,9,4
0,_035,_PARMA HEIGHTS-04-B,_018CME,293,373,6,0
0,_035,_PARMA HEIGHTS-04-C,_018CMG,420,432,11,1
0,_035,_PARMA HEIGHTS-02-A,_018CMJ,434,395,11,2
0,_035,_PARMA HEIGHTS-04-A,_018CMK,342,381,6,1
0,_035,_PARMA HEIGHTS-02-C,_018CMM,206,407,2,1
0,_035,_PARMA HEIGHTS-02-B,_018CMO,445,352,6,1
0,_035,_PARMA HEIGHTS-01-A,_018CMP,271,475,3,2
0,_035,_PARMA HEIGHTS-03-C,_018CMR,311,347,6,2
0,_035,_PARMA HEIGHTS-01-C,_018CMT,387,466,5,1
0,_035,_PEPPER PIKE-00-A,_018CMY,256,647,4,0
0,_035,_PEPPER PIKE-00-B,_018CMZ,301,570,3,0
0,_035,_PEPPER PIKE-00-C,_018CNA,289,732,3,0
0,_035,_PEPPER PIKE-00-D,_018CNB,323,641,10,0
0,_035,_PEPPER PIKE-00-E,_018CNE,265,576,3,0
0,_035,_RICHMOND HEIGHTS-01-A,_018CNI,205,597,7,1
0,_035,_RICHMOND HEIGHTS-01-B,_018CNJ,22,283,0,1
0,_035,_RICHMOND HEIGHTS-02-A,_018CNM,142,560,4,4
0,_035,_RICHMOND HEIGHTS-02-B,_018CNO,126,582,3,2
0,_035,_RICHMOND HEIGHTS-03-A,_018CNQ,147,471,2,1
0,_035,_RICHMOND HEIGHTS-03-B,_018CNR,127,500,4,2
0,_035,_RICHMOND HEIGHTS-03-C,_018CNS,114,328,1,4
0,_035,_RICHMOND HEIGHTS-04-A,_018CNV,204,812,6,1
0,_035,_RICHMOND HEIGHTS-04-B,_018CNX,167,527,5,1
0,_035,_ROCKY RIVER-01-A,_018COA,403,553,2,0
0,_035,_ROCKY RIVER-01-C,_018COC,302,353,2,1
0,_035,_ROCKY RIVER-01-D,_018COD,384,542,6,0
0,_035,_ROCKY RIVER-01-B,_018COF,392,493,8,2
0,_035,_ROCKY RIVER-02-B,_018COK,352,518,1,0
0,_035,_ROCKY RIVER-02-C,_018COM,360,503,4,0
0,_035,_ROCKY RIVER-02-A,_018COO,330,447,1,1
0,_035,_ROCKY RIVER-02-D,_018COP,360,505,5,3
0,_035,_ROCKY RIVER-03-A,_018COU,409,604,9,2
0,_035,_ROCKY RIVER-03-B,_018COV,289,497,7,2
0,_035,_ROCKY RIVER-03-C,_018COW,311,539,8,1
0,_035,_ROCKY RIVER-03-D,_018COX,231,524,9,1
