IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_OR_20201103_GEN_PRE_DEM_BIDEN,USA_OR_20201103_GEN_PRE_REP_TRUMP,USA_OR_20201103_GEN_PRE_LIB_JORGENSEN,USA_OR_20201103_GEN_PRE_GRE_HAWKINS,USA_OR_20201103_GEN_PRE_PRO_HUNTER,USA_OR_20201103_GEN_PRE_OTH_WRITEIN,USA_OR_20201103_GEN_USS_DEM_MERKLEY,USA_OR_20201103_GEN_USS_REP_PERKINS,USA_OR_20201103_GEN_USS_LIB_DYE,USA_OR_20201103_GEN_USS_GRE_TAHER,USA_OR_20201103_GEN_USS_OTH_WRITEIN,USA_OR_20201103_GEN_ATG_DEM_ROSENBLUM,USA_OR_20201103_GEN_ATG_REP_CROSS,USA_OR_20201103_GEN_ATG_LIB_HEDBOR,USA_OR_20201103_GEN_ATG_OTH_WRITEIN,USA_OR_20201103_GEN_SOS_DEM_FAGAN,USA_OR_20201103_GEN_SOS_REP_THATCHER,USA_OR_20201103_GEN_SOS_LIB_MARKLEY,USA_OR_20201103_GEN_SOS_GRE_PARAVICINI,USA_OR_20201103_GEN_SOS_OTH_WRITEIN,USA_OR_20201103_GEN_TRE_DEM_READ,USA_OR_20201103_GEN_TRE_REB_GUDMAN,USA_OR_20201103_GEN_TRE_IND_HENRY,USA_OR_20201103_GEN_TRE_CON_MARSH,USA_OR_20201103_GEN_TRE_OTH_WRITEIN
0,_Washington,_313,_313,3,1,0,0,0,0,3,1,0,0,0,3,1,0,0,3,1,0,0,0,3,1,0,0,0
0,_Washington,_314,_314,102,189,6,2,0,0,104,183,2,2,0,93,179,6,4,78,196,10,5,0,87,186,9,3,0
0,_Washington,_315,_315,493,437,6,4,4,5,461,446,22,6,0,450,446,13,2,400,478,16,21,0,409,462,26,10,0
0,_Washington,_316,_316,350,451,22,5,0,7,364,434,18,8,1,321,452,18,6,296,465,17,22,1,301,457,22,14,1
0,_Washington,_317,_317,373,597,14,3,1,11,382,567,18,8,0,349,563,25,12,298,603,22,29,0,313,563,43,30,0
0,_Washington,_318,_318,1692,1073,64,14,2,24,1674,1029,51,44,3,1588,1055,68,16,1440,1102,97,100,3,1447,1065,130,60,3
0,_Washington,_319,_319,4641,2090,154,32,18,62,4451,2022,157,152,10,4335,2075,201,25,3890,2180,264,315,7,3989,2112,336,156,5
0,_Washington,_320,_320,1818,901,62,16,8,28,1776,846,48,65,8,1718,892,75,10,1527,936,89,143,12,1600,892,134,48,8
0,_Washington,_321,_321,134,199,10,0,4,1,122,192,13,9,1,116,196,11,4,105,189,22,15,1,112,186,19,9,1
0,_Washington,_322,_322,130,155,3,1,0,0,140,138,2,4,0,123,149,6,1,121,145,8,6,0,117,144,10,9,0
0,_Washington,_323,_323,22,3,1,0,0,1,21,4,0,0,0,21,5,0,0,21,5,0,0,0,19,3,2,2,0
0,_Washington,_324,_324,219,280,14,4,1,1,221,257,24,6,0,213,260,22,2,194,266,23,17,0,201,245,18,29,0
0,_Washington,_325,_325,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0
0,_Washington,_326,_326,703,1173,39,6,6,9,680,1141,37,21,3,661,1149,41,10,591,1180,49,45,2,607,1121,56,62,3
0,_Washington,_327,_327,2815,1581,89,15,11,41,2734,1507,75,89,5,2617,1600,109,19,2378,1669,128,174,10,2428,1615,201,84,5
0,_Washington,_328,_328,915,992,49,10,2,16,913,965,45,19,3,844,1010,50,6,754,1030,66,60,5,792,985,76,52,1
0,_Washington,_329,_329,5476,2364,169,40,19,77,5239,2352,158,171,8,5072,2434,180,31,4562,2564,269,352,7,4616,2556,366,131,7
0,_Washington,_330,_330,1006,855,36,8,5,20,986,809,52,28,4,942,840,45,8,809,897,69,71,6,838,846,94,44,1
0,_Washington,_331,_331,1973,634,55,11,4,25,1884,623,45,64,5,1813,671,63,12,1638,691,101,115,9,1662,710,128,33,3
0,_Washington,_332,_332,2092,616,78,23,13,35,2009,580,67,101,2,1970,625,87,5,1761,644,109,189,2,1785,647,189,60,2
0,_Washington,_333,_333,3248,941,110,30,10,26,3124,875,105,127,3,3061,957,121,7,2746,966,145,285,6,2807,971,244,91,2
0,_Washington,_334,_334,60,82,4,1,0,2,61,81,3,2,0,59,80,5,1,52,83,4,5,1,53,81,5,4,1
0,_Washington,_335,_335,2712,1673,125,23,5,61,2561,1712,125,66,4,2476,1739,114,16,2186,1874,164,173,4,2232,1821,170,112,4
0,_Washington,_336,_336,1716,1049,75,7,6,22,1672,1003,74,45,6,1591,1056,85,8,1456,1092,99,99,1,1485,1037,115,89,2
0,_Washington,_337,_337,2484,1364,118,24,6,34,2440,1300,92,81,7,2365,1336,114,20,2147,1341,160,194,7,2186,1328,204,93,8
0,_Washington,_338,_338,2982,1909,105,30,8,25,2927,1755,113,106,3,2835,1799,135,15,2578,1827,173,213,3,2630,1758,226,143,3
0,_Washington,_339,_339,3030,2042,137,31,13,40,3007,1886,125,125,4,2916,1916,153,22,2586,1980,221,230,3,2669,1872,287,146,5
0,_Washington,_340,_340,3774,2954,186,26,19,55,3667,2889,155,119,10,3520,2959,188,20,3137,3091,235,265,8,3201,2938,329,191,7
0,_Washington,_341,_341,151,188,12,6,1,1,147,188,7,8,0,139,190,7,1,126,196,8,7,0,126,188,16,7,0
0,_Washington,_342,_342,31,36,2,1,0,0,28,37,2,1,0,30,35,3,0,24,38,3,3,0,25,34,8,1,0
0,_Washington,_343,_343,2692,1650,119,19,13,37,2657,1591,87,78,7,2507,1651,120,28,2277,1695,159,185,6,2307,1731,173,91,4
0,_Washington,_344,_344,2790,1345,94,36,11,41,2728,1260,101,94,6,2676,1288,113,23,2405,1328,157,221,12,2426,1295,245,105,10
0,_Washington,_345,_345,20,9,1,0,0,0,18,10,0,1,0,19,10,1,0,17,11,1,0,0,16,13,1,0,0
0,_Washington,_346,_346,135,150,2,1,0,0,134,142,6,0,0,123,148,2,1,115,149,4,7,0,113,146,9,4,0
0,_Washington,_347,_347,33,37,0,0,0,0,31,35,1,2,0,34,33,1,0,32,32,1,2,0,29,33,2,2,0
0,_Washington,_348,_348,26,10,0,0,0,0,22,11,0,3,0,22,13,0,0,18,12,1,3,0,17,13,4,0,0
0,_Washington,_349,_349,1840,706,65,17,7,20,1759,678,69,78,5,1726,724,73,7,1562,745,82,141,3,1572,708,166,58,2
0,_Washington,_350,_350,2361,854,54,13,10,20,2274,774,60,86,4,2241,798,86,5,2029,845,97,156,4,2069,769,190,70,3
0,_Washington,_351,_351,1907,816,62,13,8,19,1835,762,56,78,4,1813,767,74,11,1604,811,89,162,6,1647,772,148,65,4
0,_Washington,_352,_352,802,193,23,10,4,4,759,175,18,42,4,760,189,23,3,705,194,22,62,3,692,199,74,11,2
0,_Washington,_353,_353,1620,428,48,11,10,20,1572,423,54,48,1,1547,455,45,14,1398,496,62,106,4,1395,503,119,35,4
0,_Washington,_354,_354,2706,1099,62,15,8,27,2619,1084,72,57,8,2540,1150,74,12,2295,1236,112,136,5,2353,1215,127,55,2
0,_Washington,_355,_355,2288,868,69,20,8,22,2216,837,80,74,3,2154,862,100,9,1919,933,121,166,4,1980,886,159,82,3
0,_Washington,_356,_356,1237,582,34,11,2,25,1213,564,25,62,2,1190,591,39,4,1081,590,49,96,1,1096,571,94,43,1
0,_Washington,_357,_357,956,517,30,2,2,12,947,481,33,26,0,903,486,50,4,831,513,51,60,1,859,495,58,32,1
0,_Washington,_358,_358,2092,735,58,13,5,21,1992,743,49,84,1,1944,775,62,7,1732,838,103,144,5,1745,860,132,46,5
0,_Washington,_359,_359,1974,649,47,11,5,26,1885,620,41,75,3,1815,657,61,5,1650,689,83,139,3,1680,693,118,29,2
0,_Washington,_360,_360,2333,765,43,16,3,34,2238,722,58,98,4,2195,770,89,11,2001,780,94,192,3,2016,789,186,61,1
0,_Washington,_361,_361,1765,391,36,18,11,18,1676,378,45,73,1,1660,403,71,6,1485,430,79,148,1,1526,430,140,30,0
0,_Washington,_362,_362,2732,863,67,26,10,43,2671,852,61,62,6,2599,905,67,11,2296,998,92,188,4,2330,1009,174,44,3
0,_Washington,_363,_363,2532,857,68,26,4,26,2456,850,66,71,2,2366,904,97,4,2113,983,113,169,0,2164,963,176,53,2
0,_Washington,_364,_364,3677,1061,68,11,6,50,3427,1198,50,72,8,3274,1248,79,18,2945,1409,107,163,4,2971,1477,125,36,0
0,_Washington,_365,_365,2360,646,49,11,3,18,2254,708,34,40,1,2143,766,49,4,1948,851,76,92,2,1955,889,66,22,2
0,_Washington,_366,_366,1784,395,54,12,4,15,1696,403,51,66,5,1676,424,61,6,1471,461,81,150,4,1502,498,118,23,2
0,_Washington,_367,_367,3322,1110,61,13,0,35,3216,1137,60,39,7,3014,1231,58,10,2768,1361,96,116,2,2762,1397,99,49,1
0,_Washington,_368,_368,2813,1053,82,20,7,35,2697,1078,52,68,8,2578,1130,67,15,2345,1215,106,148,2,2367,1204,151,70,4
0,_Washington,_369,_369,1213,570,45,10,3,21,1146,576,43,51,3,1129,599,39,7,995,629,55,95,4,1034,608,90,32,0
0,_Washington,_370,_370,1492,689,42,11,6,20,1442,691,44,42,3,1361,724,56,10,1226,767,69,98,1,1247,750,104,51,1
0,_Washington,_371,_371,1682,569,49,10,5,23,1593,609,53,45,3,1535,637,58,7,1381,705,65,107,2,1391,693,105,50,2
0,_Washington,_372,_372,1392,380,30,8,3,9,1323,397,29,23,4,1290,416,22,11,1162,470,41,69,3,1181,470,69,15,2
0,_Washington,_373,_373,178,138,5,0,0,5,167,145,5,3,1,150,144,11,3,124,159,12,14,1,123,163,15,5,1
0,_Washington,_374,_374,5,8,1,0,0,0,3,10,0,0,0,3,9,0,0,2,9,1,0,0,1,9,1,1,0
0,_Washington,_375,_375,223,59,1,1,0,3,210,59,4,5,1,193,73,9,0,187,79,5,9,0,175,91,8,2,0
0,_Washington,_376,_376,1332,570,34,3,2,21,1261,581,28,32,3,1193,594,40,15,1065,672,45,61,3,1114,643,61,31,2
0,_Washington,_377,_377,1715,693,35,3,2,31,1669,698,30,28,3,1570,743,35,4,1435,829,45,72,0,1445,815,60,29,1
0,_Washington,_378,_378,1531,331,24,11,3,17,1477,338,25,39,4,1435,350,36,4,1285,396,43,104,6,1282,419,94,24,1
0,_Washington,_379,_379,5092,1623,132,39,13,51,4888,1563,136,212,6,4810,1665,166,14,4296,1751,235,395,13,4467,1659,378,127,4
0,_Washington,_380,_380,4616,1776,122,31,12,67,4438,1762,125,130,7,4282,1863,129,25,3886,1995,190,230,6,3988,1928,256,100,5
0,_Washington,_381,_381,184,52,2,0,0,1,168,55,5,3,0,158,58,3,0,143,65,6,9,1,154,58,4,3,0
0,_Washington,_382,_382,1577,665,44,15,11,19,1529,598,51,74,6,1488,639,68,16,1322,664,84,138,7,1352,651,131,52,6
0,_Washington,_383,_383,838,222,6,5,5,17,808,238,8,25,0,796,246,15,0,709,275,18,47,1,736,260,46,6,1
0,_Washington,_384,_384,2560,573,49,15,4,23,2466,580,53,62,0,2394,647,45,3,2179,699,58,133,4,2266,674,114,27,2
0,_Washington,_385,_385,1890,551,35,12,4,27,1778,587,37,59,1,1714,633,46,7,1487,730,65,119,2,1553,718,113,18,2
0,_Washington,_386,_386,2232,575,33,8,7,35,2125,622,30,32,4,2042,670,34,6,1814,755,74,100,6,1911,719,92,30,3
0,_Washington,_387,_387,1015,258,16,3,4,7,973,250,17,25,2,945,271,23,2,855,272,39,68,0,852,307,56,14,0
0,_Washington,_388,_388,702,215,12,2,3,7,662,212,15,28,3,651,224,16,3,585,244,24,45,3,591,231,46,14,1
0,_Washington,_389,_389,4041,1584,127,16,10,44,3885,1597,93,95,5,3712,1681,110,10,3362,1799,161,205,10,3497,1726,204,68,3
0,_Washington,_390,_390,1534,687,26,2,2,12,1486,678,26,27,5,1387,729,29,7,1278,787,41,61,3,1289,772,66,20,1
0,_Washington,_391,_391,293,49,8,2,0,4,271,49,6,17,0,279,56,4,0,237,56,10,32,0,245,65,24,4,0
0,_Washington,_392,_392,203,29,3,2,0,2,195,28,4,8,0,197,31,5,0,172,31,6,16,0,173,32,20,3,0
0,_Washington,_393,_393,508,105,13,2,2,4,502,107,13,6,0,472,129,12,0,446,132,12,18,2,433,154,22,4,2
0,_Washington,_394,_394,166,86,9,1,0,6,162,80,7,3,3,144,81,13,0,130,88,15,7,0,129,88,15,5,0
0,_Washington,_395,_395,5102,1746,126,32,12,74,4856,1773,134,151,6,4671,1917,130,26,4180,2069,187,322,12,4282,2038,301,96,7
0,_Washington,_396,_396,642,272,20,3,1,9,606,282,20,19,1,582,267,24,29,503,328,34,36,2,513,341,39,8,1
0,_Washington,_397,_397,1558,944,45,2,0,28,1487,956,40,37,4,1415,1012,44,11,1282,1054,70,72,10,1319,1028,81,48,2
0,_Washington,_398,_398,1043,694,42,2,1,18,980,713,36,24,4,938,753,28,4,838,800,48,42,2,877,768,48,19,0
0,_Washington,_399,_399,1708,651,45,10,7,16,1672,619,44,47,5,1600,650,58,7,1437,693,75,97,4,1476,673,99,45,3
0,_Washington,_400,_400,2666,1107,68,26,7,34,2540,1073,90,112,6,2513,1118,100,15,2226,1183,132,200,2,2260,1172,206,78,4
0,_Washington,_401,_401,1480,344,29,10,5,14,1440,366,33,24,1,1393,384,37,9,1299,444,40,53,3,1308,437,60,25,1
0,_Washington,_402,_402,4849,2646,146,20,12,74,4588,2695,150,122,13,4376,2817,150,40,3935,3006,220,243,12,3990,2994,227,127,10
0,_Washington,_403,_403,983,420,21,7,2,13,933,430,20,24,4,880,443,29,3,808,477,47,36,0,814,479,43,14,1
0,_Washington,_404,_404,4107,1696,131,24,20,60,3938,1629,155,152,10,3831,1703,160,48,3378,1848,212,323,7,3462,1820,320,109,10
0,_Washington,_405,_405,5347,2450,153,34,19,77,5085,2490,152,149,8,4890,2591,165,34,4391,2812,211,281,7,4436,2758,321,129,11
0,_Washington,_406,_406,366,72,4,10,0,4,332,68,7,25,2,326,81,18,2,293,81,15,40,0,303,71,38,12,1
0,_Washington,_407,_407,1519,431,21,7,1,31,1454,448,32,26,4,1391,500,37,5,1283,539,45,64,2,1293,535,61,24,0
0,_Washington,_408,_408,77,28,2,1,0,1,80,21,1,1,0,70,25,2,0,63,23,6,5,0,67,25,5,2,0
0,_Washington,_409,_409,3352,1403,87,26,8,50,3189,1397,88,98,13,3068,1470,102,32,2786,1570,133,190,8,2822,1535,208,61,8
0,_Washington,_410,_410,2064,1036,53,8,11,40,1990,1048,54,49,0,1887,1103,58,15,1713,1179,72,116,3,1723,1175,111,37,3
0,_Washington,_411,_411,797,339,16,6,2,9,749,345,17,17,2,718,361,20,2,652,393,24,34,1,648,388,33,17,0
0,_Washington,_412,_412,1261,579,44,8,3,9,1205,611,31,33,0,1141,652,38,4,1024,698,51,75,0,1056,683,78,16,0
0,_Washington,_413,_413,994,514,25,7,4,9,962,508,30,19,1,913,534,32,1,808,568,50,58,5,845,549,53,26,1
0,_Washington,_414,_414,297,196,7,0,0,8,282,205,6,1,1,269,207,7,2,232,226,10,13,0,236,214,12,11,0
0,_Washington,_415,_415,42,34,0,1,0,2,35,38,3,0,0,34,40,1,1,31,42,1,1,0,31,41,3,1,0
0,_Washington,_416,_416,78,50,1,1,0,1,78,49,0,0,0,69,50,0,1,65,55,1,3,0,70,46,3,4,0
0,_Washington,_417,_417,896,404,21,6,2,11,875,374,23,33,2,838,410,36,4,733,434,51,65,0,769,411,64,28,1
0,_Washington,_418,_418,1477,613,41,8,2,23,1403,624,38,39,2,1330,648,51,11,1221,714,50,65,2,1247,689,77,31,0
0,_Washington,_419,_419,1127,613,6,6,2,12,1102,619,8,16,2,1048,641,15,3,963,660,44,41,5,980,653,58,16,2
0,_Washington,_420,_420,2174,1173,102,12,12,37,2104,1205,92,58,2,2012,1211,92,66,1806,1365,119,114,6,1888,1316,129,59,2
0,_Washington,_421,_421,194,102,6,0,0,3,179,108,2,6,0,169,116,5,0,162,114,8,6,0,167,115,8,2,0
0,_Washington,_422,_422,6,13,0,0,0,0,5,14,0,0,0,5,14,0,0,5,13,1,0,0,5,12,0,2,0
0,_Washington,_423,_423,2113,984,67,17,9,36,2049,960,74,68,2,1979,966,84,51,1729,1077,100,173,6,1769,1058,164,67,1
0,_Washington,_424,_424,2669,1925,115,18,4,51,2554,1975,90,65,6,2398,2028,113,25,2148,2160,139,151,3,2196,2084,175,82,3
0,_Washington,_425,_425,452,550,15,4,1,9,441,541,16,10,1,419,539,21,7,371,565,29,25,1,379,556,31,14,0
0,_Washington,_426,_426,198,224,12,0,0,0,188,233,3,4,0,166,236,12,4,140,251,12,12,3,158,228,21,9,3
0,_Washington,_427,_427,18,17,0,2,0,0,17,17,0,2,0,17,16,2,0,15,17,1,1,0,16,15,2,1,0
0,_Washington,_428,_428,1146,542,32,7,3,14,1091,515,42,42,4,1062,539,46,9,945,586,57,75,1,964,570,75,38,2
0,_Washington,_429,_429,1922,991,60,11,5,26,1831,964,74,58,4,1777,1013,80,8,1618,1053,90,121,2,1652,1012,131,61,1
0,_Washington,_430,_430,624,724,26,5,3,15,594,730,27,12,4,565,724,39,11,497,780,28,41,4,519,743,39,34,3
0,_Washington,_431,_431,635,716,38,2,1,12,596,743,32,15,1,545,771,38,6,501,803,38,29,2,501,793,39,28,0
0,_Washington,_432,_432,215,84,9,1,1,3,204,87,5,11,0,197,91,8,4,175,96,9,17,1,174,95,25,5,0
0,_Washington,_433,_433,1419,813,49,12,3,34,1390,806,42,40,1,1311,856,42,21,1176,932,56,73,2,1190,899,86,37,3
0,_Washington,_434,_434,2451,1164,78,22,6,34,2366,1151,74,73,6,2276,1205,82,18,2055,1282,122,136,6,2110,1230,164,74,5
0,_Washington,_435,_435,2335,1608,82,18,8,49,2268,1596,88,55,2,2128,1695,87,23,1861,1850,100,135,6,1905,1735,159,99,2
0,_Washington,_436,_436,1334,888,53,6,2,31,1240,966,30,18,2,1138,992,36,45,1022,1130,38,56,1,1030,1124,51,26,0
0,_Washington,_437,_437,28,28,1,0,0,0,29,28,0,0,0,23,30,2,0,22,30,1,2,0,24,28,2,1,0
0,_Washington,_438,_438,109,169,3,2,0,2,110,160,5,3,0,101,163,5,6,83,177,4,14,1,91,160,7,12,0
0,_Washington,_439,_439,1352,437,38,1,2,8,1278,439,31,38,0,1255,453,39,4,1156,482,55,67,1,1151,480,72,32,1
0,_Washington,_440,_440,1030,476,47,7,3,14,982,474,34,34,1,984,480,34,6,869,513,54,67,4,905,505,56,28,1
0,_Washington,_441,_441,63,11,0,0,0,1,62,12,0,0,1,64,10,0,1,61,13,0,0,1,55,17,1,0,1
0,_Washington,_442,_442,1603,1095,60,8,2,20,1523,1111,53,28,6,1423,1161,68,3,1286,1229,83,84,1,1304,1186,103,61,3
0,_Washington,_443,_443,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,9,1,0,0
0,_Washington,_444,_444,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,_Washington,_445,_445,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0
0,_Wheeler,_Fossil,_01,111,298,12,2,4,3,139,261,5,6,0,122,275,10,0,109,282,18,5,1,107,264,14,19,0
0,_Wheeler,_Mitchell,_03,58,175,5,0,0,1,68,161,3,0,0,62,157,8,4,53,168,10,1,0,63,155,8,6,0
0,_Wheeler,_Spray,_04,48,238,8,0,1,1,55,224,8,2,0,47,228,8,0,48,229,7,2,0,47,216,7,13,0
0,_Yamhill,"_Newberg Rural N,S,E",_01,1112,1321,42,6,2,16,1042,1335,40,29,1,984,1354,39,12,865,1441,51,64,1,894,1373,71,58,1
0,_Yamhill,_Newberg City Districts 3&6,_02,2358,1993,148,28,8,42,2315,1924,131,94,9,2170,1983,150,20,1864,2134,187,183,7,1975,1999,199,144,6
0,_Yamhill,_Newberg City Districts 4&5,_03,2336,2352,150,10,8,58,2258,2324,126,66,10,2126,2334,140,21,1856,2544,147,155,3,1931,2349,193,152,4
0,_Yamhill,_Newberg City Districts 1&2,_04,1797,1695,93,17,11,42,1767,1630,72,61,3,1686,1642,86,11,1420,1805,102,157,4,1517,1634,150,110,3
0,_Yamhill,_Dundee City & Rural,_07,982,938,53,9,2,15,954,890,42,43,0,906,914,63,8,796,980,63,77,2,849,895,85,70,1
0,_Yamhill,_Newberg Rural W,_09,1555,1721,62,8,5,17,1530,1679,72,44,1,1425,1715,73,17,1253,1842,75,87,2,1328,1725,98,64,3
0,_Yamhill,_Dayton City & Rural,_10,1112,1556,60,14,5,12,1137,1479,55,38,0,1090,1456,81,14,960,1562,64,80,1,1021,1408,116,89,1
0,_Yamhill,_Gaston Area,_11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,_Yamhill,_Amity City & Rural,_12,1111,1946,74,12,3,10,1134,1821,73,36,2,1048,1830,86,12,900,1909,91,106,3,963,1803,114,98,4
0,_Yamhill,_Yamhill City & Rural,_13,1091,2040,58,17,5,18,1104,1960,58,32,4,1033,1985,64,18,912,2035,97,77,0,987,1911,109,78,0
0,_Yamhill,_McMinnville Ward 1,_14,1292,1263,75,7,4,12,1279,1197,56,43,0,1204,1206,73,7,1077,1258,84,96,0,1131,1149,110,90,0
0,_Yamhill,_McMinnville Ward 1,_15,1275,1049,51,17,6,13,1273,961,49,34,1,1213,971,63,7,1084,1037,68,91,1,1122,950,102,84,3
0,_Yamhill,_McMinnville Ward 3,_16,1157,1013,57,11,2,11,1128,970,41,36,2,1106,956,63,5,997,992,74,82,0,1036,918,91,75,2
0,_Yamhill,_McMinnville City Ward 2,_17,1300,1117,47,17,7,10,1303,1023,53,30,0,1251,1010,58,13,1114,1108,82,55,1,1148,1016,95,65,3
0,_Yamhill,_McMinnville City Ward 2,_18,2509,1809,105,16,11,21,2477,1745,95,62,4,2364,1790,91,13,2076,1944,119,132,4,2204,1776,152,97,2
0,_Yamhill,_McMinnville Ward 3,_19,1860,1258,78,14,10,19,1832,1137,75,84,7,1752,1195,79,9,1573,1243,101,146,6,1624,1144,174,84,6
0,_Yamhill,_McMinnville & Sheridan Rural,_20,897,1159,40,10,3,10,874,1136,38,24,1,835,1138,46,6,751,1177,50,56,1,774,1143,67,40,1
0,_Yamhill,_Carlton City & Rural,_21,984,1325,68,10,7,16,972,1273,68,29,1,930,1262,80,11,810,1327,89,73,1,859,1252,98,69,1
0,_Yamhill,_Lafayette City & Rural,_22,1093,1465,73,15,7,13,1097,1366,74,47,2,1063,1369,89,8,916,1423,90,114,3,966,1323,142,84,3
0,_Yamhill,_Sheridan City & Rural,_26,790,1323,63,10,7,9,836,1191,64,36,5,778,1213,84,9,708,1240,84,62,0,701,1153,126,93,1
0,_Yamhill,_Willaminia City & Rural,_27,239,437,24,4,4,10,262,398,20,21,1,263,399,23,2,208,410,37,33,1,222,380,47,31,1
0,_Yamhill,_Grand Ronde Area,_28,324,770,27,2,2,3,319,737,33,11,1,305,709,41,17,263,753,39,28,1,282,726,25,36,0
