IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_OR_20201103_GEN_PRE_DEM_BIDEN,USA_OR_20201103_GEN_PRE_REP_TRUMP,USA_OR_20201103_GEN_PRE_LIB_JORGENSEN,USA_OR_20201103_GEN_PRE_GRE_HAWKINS,USA_OR_20201103_GEN_PRE_PRO_HUNTER,USA_OR_20201103_GEN_PRE_OTH_WRITEIN,USA_OR_20201103_GEN_USS_DEM_MERKLEY,USA_OR_20201103_GEN_USS_REP_PERKINS,USA_OR_20201103_GEN_USS_LIB_DYE,USA_OR_20201103_GEN_USS_GRE_TAHER,USA_OR_20201103_GEN_USS_OTH_WRITEIN,USA_OR_20201103_GEN_ATG_DEM_ROSENBLUM,USA_OR_20201103_GEN_ATG_REP_CROSS,USA_OR_20201103_GEN_ATG_LIB_HEDBOR,USA_OR_20201103_GEN_ATG_OTH_WRITEIN,USA_OR_20201103_GEN_SOS_DEM_FAGAN,USA_OR_20201103_GEN_SOS_REP_THATCHER,USA_OR_20201103_GEN_SOS_LIB_MARKLEY,USA_OR_20201103_GEN_SOS_GRE_PARAVICINI,USA_OR_20201103_GEN_SOS_OTH_WRITEIN,USA_OR_20201103_GEN_TRE_DEM_READ,USA_OR_20201103_GEN_TRE_REB_GUDMAN,USA_OR_20201103_GEN_TRE_IND_HENRY,USA_OR_20201103_GEN_TRE_CON_MARSH,USA_OR_20201103_GEN_TRE_OTH_WRITEIN
0,_Multnomah,_4805,_4805,571,275,16,13,0,5,549,242,23,27,3,523,264,19,0,511,250,31,37,1,497,261,39,13,0
0,_Multnomah,_4806,_4806,958,573,27,19,4,19,961,524,37,44,1,914,551,34,15,836,592,33,71,3,832,566,87,28,4
0,_Multnomah,_4807,_4807,1969,974,46,18,12,29,1936,870,62,81,2,1863,899,77,19,1732,927,92,146,3,1696,909,187,56,0
0,_Multnomah,_4901,_4901,22,29,1,0,0,0,20,28,1,0,0,16,34,0,0,14,35,0,2,0,20,27,0,0,0
0,_Multnomah,_4902,_4902,12,11,1,0,0,0,13,11,0,0,0,10,12,0,0,12,12,0,0,0,9,13,0,0,0
0,_Multnomah,_4903,_4903,2887,1814,99,21,9,34,2755,1681,108,128,8,2661,1746,113,23,2408,1814,161,205,5,2495,1750,235,93,5
0,_Multnomah,_4904,_4904,4387,3873,183,28,22,64,4276,3681,233,121,10,3992,3825,204,33,3717,3858,300,266,6,3696,3747,371,256,10
0,_Multnomah,_4905,_4905,127,179,5,1,0,6,123,179,3,3,0,101,187,1,0,100,189,6,6,0,96,180,16,2,0
0,_Multnomah,_4906,_4906,828,569,31,13,5,7,803,524,31,37,1,784,527,33,4,685,550,46,74,0,700,532,68,45,0
0,_Multnomah,_4907,_4907,164,102,8,0,0,0,158,106,3,1,0,141,109,8,0,136,111,7,8,0,141,101,9,5,1
0,_Multnomah,_4908,_4908,1308,962,38,12,8,21,1296,886,51,39,3,1225,897,54,19,1103,962,75,91,4,1135,892,110,65,7
0,_Multnomah,_4909,_4909,2631,1621,113,33,10,34,2610,1498,102,104,6,2488,1562,116,16,2289,1593,163,185,6,2301,1532,222,124,4
0,_Multnomah,_4910,_4910,2299,1146,50,27,11,34,2242,1046,56,98,1,2167,1091,68,13,1977,1120,108,165,1,1979,1083,212,64,1
0,_Multnomah,_4911,_4911,2519,1715,59,19,14,23,2478,1565,84,82,5,2359,1623,86,24,2183,1647,126,174,6,2207,1573,214,96,5
0,_Multnomah,_5001,_5001,2484,1515,73,21,10,36,2439,1377,99,97,1,2327,1430,95,19,2147,1426,147,199,7,2165,1372,236,110,10
0,_Multnomah,_5002,_5002,4010,3077,169,37,14,57,3941,2905,160,127,8,3784,2957,173,34,3437,3087,256,234,3,3520,2886,312,209,3
0,_Multnomah,_5003,_5003,684,419,21,6,8,6,658,407,23,22,0,629,409,25,7,569,441,24,43,1,607,408,37,26,0
0,_Multnomah,_5004,_5004,3672,2567,110,33,12,59,3562,2457,120,124,7,3386,2555,118,31,3132,2654,158,219,6,3135,2569,274,131,7
0,_Multnomah,_5006,_5006,1906,1743,59,10,11,20,1870,1617,82,60,2,1755,1656,87,19,1626,1699,124,112,5,1681,1605,140,101,5
0,_Multnomah,_5007,_5007,2090,1466,73,19,12,39,2032,1390,80,83,7,1954,1435,83,15,1806,1477,99,128,2,1813,1424,171,79,4
0,_Multnomah,_5008,_5008,1875,1586,47,8,5,17,1796,1526,56,62,3,1719,1532,56,17,1596,1607,75,94,4,1593,1558,109,75,1
0,_Multnomah,_5009,_5009,580,492,15,2,2,3,583,427,26,17,2,545,453,20,7,501,456,39,38,3,495,440,67,21,4
0,_Multnomah,_5101,_5101,502,264,13,6,5,4,506,229,10,16,1,483,238,12,3,452,239,27,27,0,445,229,36,25,2
0,_Multnomah,_5102,_5102,2857,1709,88,35,12,26,2852,1526,102,112,3,2721,1573,126,23,2552,1638,141,180,4,2522,1552,250,126,5
0,_Multnomah,_5103,_5103,1626,1013,52,15,2,15,1591,957,47,55,2,1520,1001,56,7,1431,999,66,92,0,1408,987,109,58,2
0,_Multnomah,_5104,_5104,2293,1472,46,26,11,47,2231,1394,62,77,5,2090,1431,83,17,1952,1484,99,137,6,1911,1432,180,83,2
0,_Multnomah,_5105,_5105,164,224,1,3,1,1,165,209,5,2,0,144,215,6,0,142,216,7,9,0,140,212,7,10,0
0,_Multnomah,_5106,_5106,963,663,23,13,6,18,965,578,40,37,5,917,605,53,6,840,627,59,73,4,824,613,83,48,5
0,_Multnomah,_5107,_5107,623,607,32,0,2,12,594,615,20,17,0,559,633,13,4,515,654,27,22,0,523,641,26,20,0
0,_Multnomah,_5202,_5202,1327,1241,38,14,6,21,1306,1191,39,44,0,1224,1253,39,5,1149,1261,51,79,0,1159,1207,97,66,0
0,_Multnomah,_5203,_5203,808,1194,34,4,4,18,815,1138,36,12,0,734,1169,41,12,664,1188,58,48,2,677,1162,59,41,3
0,_Multnomah,_5204,_5204,1699,1650,86,17,7,28,1653,1601,76,54,4,1559,1633,71,17,1457,1683,105,86,4,1458,1610,117,86,4
0,_Polk,_Polk 102,_102,309,517,16,3,1,6,315,502,21,7,1,301,504,21,2,261,534,18,22,0,277,485,34,25,2
0,_Polk,_Polk 106,_106,507,1066,27,1,0,7,521,1014,40,11,0,490,1005,60,12,442,1049,53,27,1,448,1015,58,41,1
0,_Polk,_Polk 110,_110,290,441,11,4,2,6,303,412,14,9,3,303,406,15,1,282,413,20,15,3,277,394,33,21,2
0,_Polk,_Polk 118,_118,1283,1577,40,7,6,11,1261,1558,38,34,1,1174,1584,53,4,1048,1659,73,69,2,1114,1579,81,57,0
0,_Polk,_Polk 122,_122,690,743,23,3,4,19,668,761,23,13,1,629,767,20,9,570,815,31,30,3,604,758,43,29,1
0,_Polk,_Polk 134,_134,3211,2682,114,28,6,54,3179,2631,113,83,9,3005,2711,129,24,2720,2858,177,149,8,2829,2666,220,151,8
0,_Polk,_Polk 136,_136,2096,1640,59,11,3,47,2081,1621,51,53,7,1971,1677,66,14,1762,1836,85,81,7,1845,1702,118,61,3
0,_Polk,_Polk 140,_140,1169,809,53,10,4,14,1160,729,62,44,2,1134,746,73,9,1001,801,79,88,3,1056,723,106,66,2
0,_Polk,_Polk 146,_146,2678,1866,100,18,11,39,2639,1831,85,77,3,2534,1857,120,24,2257,2051,135,126,3,2343,1914,196,80,2
0,_Polk,_Polk 152,_152,1442,2799,63,12,6,20,1441,2752,50,49,2,1385,2754,70,15,1221,2855,100,87,1,1307,2697,127,105,3
0,_Polk,_Polk 154,_154,1698,2522,98,27,9,19,1767,2390,88,56,2,1661,2441,108,5,1493,2538,123,98,1,1563,2403,151,97,1
0,_Polk,_Polk 156,_156,1106,1436,54,21,7,16,1151,1319,68,44,4,1109,1336,88,13,983,1423,98,71,1,1032,1304,120,94,3
0,_Polk,_Polk 162,_162,1054,1601,53,13,3,27,1060,1560,43,20,3,1004,1562,58,11,896,1642,55,53,3,957,1558,72,54,3
0,_Polk,_Polk 166,_166,264,485,23,11,4,5,287,442,27,14,3,286,444,24,3,239,470,28,24,2,251,431,38,30,3
0,_Polk,_Polk 178,_178,2644,1795,143,18,14,40,2624,1726,132,95,6,2527,1761,169,16,2226,1879,187,215,6,2311,1757,267,132,3
0,_Polk,_Polk 182,_182,2476,1753,104,25,10,29,2436,1683,73,116,7,2388,1711,109,17,2120,1818,130,177,2,2220,1654,231,121,3
0,_Sherman,_Rufus,_01,57,134,5,0,0,0,60,119,9,0,0,60,119,7,0,55,121,8,0,0,56,119,7,4,0
0,_Sherman,_Wasco,_02,91,317,8,1,1,0,105,298,5,2,0,86,307,7,0,76,317,8,4,0,81,306,7,8,1
0,_Sherman,_Moro,_03,77,258,8,0,0,1,89,234,9,3,0,73,250,7,1,74,247,9,3,0,74,242,9,4,1
0,_Sherman,_Grass Valley,_04,31,151,3,0,0,0,43,135,3,1,0,34,139,6,0,32,143,3,2,0,32,134,4,9,0
0,_Sherman,_Kent,_05,4,61,0,0,0,0,5,59,0,0,0,2,57,0,1,1,58,2,2,0,2,54,1,2,0
0,_Tillamook,_BAY,_001,481,524,16,2,0,5,492,488,15,13,1,459,496,24,1,407,518,40,21,0,421,501,37,26,1
0,_Tillamook,_BEAVER,_003,224,503,10,2,2,3,242,467,9,9,0,218,476,14,1,193,489,18,14,0,208,457,19,27,1
0,_Tillamook,_CARNAHAN,_005,112,275,8,2,0,2,123,252,8,1,1,114,248,7,7,104,262,6,6,1,113,245,9,9,1
0,_Tillamook,_CLOVERDALE,_006,136,199,5,1,1,0,143,185,6,2,0,131,197,4,0,121,200,2,7,0,118,186,12,13,0
0,_Tillamook,_EASTSIDE,_007,62,89,2,2,0,0,68,80,4,2,0,61,85,3,0,53,87,5,7,0,55,83,8,2,0
0,_Tillamook,_FAIRVIEW,_008,439,758,21,6,0,8,469,721,20,8,1,437,715,19,5,386,755,30,20,3,413,698,36,32,1
0,_Tillamook,_FOLEY,_010,247,204,8,3,2,2,241,197,5,11,0,229,208,8,0,205,207,18,16,0,224,193,16,10,0
0,_Tillamook,_GARIBALDI,_012,381,368,13,6,1,1,395,340,17,12,0,377,341,23,2,340,362,32,20,2,351,340,37,17,2
0,_Tillamook,_HEBO,_013,159,228,3,2,0,3,169,202,5,8,0,156,213,5,2,145,214,10,11,0,142,208,17,9,0
0,_Tillamook,_KILCHIS,_014,183,333,8,0,2,2,209,297,9,1,0,200,291,10,0,166,312,18,5,1,174,292,17,17,1
0,_Tillamook,_MAPLELEAF,_015,119,317,12,1,2,2,129,300,9,4,1,119,304,6,1,102,316,10,9,0,107,300,12,14,0
0,_Tillamook,_NEHALEM,_016,298,169,4,0,2,3,300,157,7,7,0,290,157,10,0,279,161,8,13,0,267,164,14,12,0
0,_Tillamook,_NESKOWIN,_017,393,237,11,3,0,6,388,240,7,12,0,373,248,12,0,348,251,13,26,1,359,247,26,3,0
0,_Tillamook,_NETARTS,_018,438,365,11,4,0,3,438,347,9,16,1,413,358,21,0,400,359,18,18,0,401,342,32,13,0
0,_Tillamook,_OCEANSIDE,_020,215,82,7,2,0,2,217,82,5,4,0,209,88,5,0,191,93,7,14,0,199,84,15,6,0
0,_Tillamook,_PINE GROVE,_021,1145,414,11,8,2,6,1126,408,17,10,0,1101,407,22,0,1023,447,19,54,0,1048,407,47,26,0
0,_Tillamook,_ROCKAWAY,_024,729,551,23,9,3,4,734,523,16,18,3,714,533,27,4,647,555,32,48,2,657,530,56,33,2
0,_Tillamook,_SOUTH PRAIRIE WEST,_026,114,320,6,5,0,1,128,296,3,8,0,125,289,6,1,105,305,9,9,0,108,286,18,8,0
0,_Tillamook,_SOUTH PRAIRIE EAST,_027,103,317,7,1,2,1,120,291,8,2,0,112,288,5,0,99,307,3,2,0,103,283,10,11,0
0,_Tillamook,_TRASK,_028,71,139,6,0,3,0,81,124,7,1,0,75,124,11,0,68,136,4,5,0,65,121,16,6,0
0,_Tillamook,_UNION,_030,598,493,11,6,2,7,596,474,19,18,2,575,475,20,7,527,509,20,30,4,546,469,38,23,1
0,_Tillamook,_WESTSIDE,_032,143,131,3,1,1,2,151,115,7,1,0,145,121,4,0,140,120,6,5,0,134,116,10,10,0
0,_Tillamook,_WHEELER,_033,278,138,2,3,2,4,276,131,6,7,0,262,136,9,0,245,138,6,18,0,246,123,21,19,0
0,_Tillamook,_TILLAMOOK #1,_035,174,199,5,0,1,3,189,178,5,9,0,172,178,14,0,159,192,12,9,0,164,179,16,9,0
0,_Tillamook,_TILLAMOOK #2,_036,157,173,5,2,0,4,166,152,9,6,0,163,151,9,1,134,160,16,17,0,143,148,22,12,0
0,_Tillamook,_TILLAMOOK #3,_037,173,188,11,6,2,4,185,170,7,8,0,172,176,16,0,147,191,14,14,1,153,165,29,17,0
0,_Tillamook,_TILLAMOOK #4,_038,129,229,7,4,1,2,147,200,12,3,0,135,200,14,0,109,218,11,11,0,120,183,12,30,0
0,_Tillamook,_TILLAMOOK #5,_039,189,168,12,3,0,4,203,145,8,4,1,188,150,9,0,171,160,13,10,0,176,153,13,7,0
0,_Tillamook,_TILLAMOOK #6,_040,176,243,13,5,1,2,201,206,11,8,1,172,217,18,1,154,233,19,8,1,166,219,16,17,0
0,_Umatilla,_N/A,_000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Umatilla,_Umatilla Outside,_101,96,417,13,2,0,3,103,398,14,2,1,98,387,20,1,82,408,11,9,1,92,379,13,25,0
0,_Umatilla,_Umatilla City,_102,589,903,52,4,3,10,606,839,36,20,3,588,838,49,4,528,862,50,49,4,550,803,61,71,3
0,_Umatilla,_Hermiston Outside,_103,280,984,22,1,1,5,303,930,26,8,0,272,941,27,5,230,990,25,9,1,256,906,32,52,1
0,_Umatilla,_Hermiston Outside,_104,350,1188,23,4,2,4,355,1144,29,9,3,344,1120,26,5,292,1187,33,13,1,303,1105,38,59,1
0,_Umatilla,_Hermiston Outside,_105,360,925,18,13,2,9,363,875,30,14,2,349,865,38,3,326,902,27,22,1,333,840,33,59,2
0,_Umatilla,_Stanfield City,_106C,251,557,29,4,2,2,272,507,27,12,1,248,519,31,2,233,530,38,11,1,224,504,24,50,4
0,_Umatilla,_Stanfield Outside,_106R,51,297,2,1,0,2,59,284,5,2,0,51,289,6,0,42,297,3,5,0,49,283,5,6,0
0,_Umatilla,_Echo City,_107C,80,235,7,0,1,0,89,211,7,3,0,76,224,10,0,69,224,11,5,0,69,224,9,4,0
0,_Umatilla,_Echo Outside,_107R,30,190,1,0,0,1,27,185,3,0,0,28,180,8,0,25,188,3,2,0,24,186,2,2,0
0,_Umatilla,_Helix City,_108C,23,81,1,0,0,1,28,76,1,0,0,25,69,4,3,20,76,3,2,0,26,70,4,1,0
0,_Umatilla,_Helix Outside,_108R,36,124,2,2,0,1,41,120,2,2,0,28,124,5,1,28,129,2,2,0,33,120,3,5,0
0,_Umatilla,_Adams City,_109C,39,143,3,0,0,2,50,130,3,2,0,44,132,3,4,39,139,3,2,0,45,129,1,8,0
0,_Umatilla,_Adams Outside,_109R,10,48,0,0,0,0,15,41,0,0,0,12,40,0,0,8,45,1,1,0,8,44,0,1,0
0,_Umatilla,_Pendleton Outside,_110,235,718,14,0,1,5,268,676,19,2,0,240,669,24,3,203,734,16,3,0,218,688,10,21,0
0,_Umatilla,_Pendleton Outside,_111,720,805,35,0,5,13,755,736,38,21,3,695,758,49,13,635,808,57,34,4,657,756,57,44,3
0,_Umatilla,_Meacham,_112,27,86,3,0,0,0,25,82,3,1,0,28,76,3,2,20,84,3,3,0,24,74,5,8,0
0,_Umatilla,_Pilot Rock City,_113,134,583,14,0,1,1,164,533,14,3,1,135,536,16,8,109,566,23,9,0,109,525,24,44,0
0,_Umatilla,_Pilot Rock Outside,_114,67,305,2,1,3,0,75,296,4,2,0,72,288,2,1,58,305,5,3,0,62,295,4,6,0
0,_Umatilla,_Pendleton Outside,_115,49,201,1,0,0,3,58,191,1,1,1,52,188,1,1,45,196,4,1,0,47,183,5,8,1
0,_Umatilla,_Athena Outside,_116,56,85,4,0,1,0,58,77,4,3,0,53,77,8,0,46,84,8,3,0,44,78,8,11,0
0,_Umatilla,_Ukiah City,_117C,24,69,2,0,0,1,24,63,4,0,0,21,67,2,0,18,67,5,1,0,21,56,2,8,0
0,_Umatilla,_Ukiah Outside,_117R,8,30,0,0,0,0,12,26,0,0,0,11,27,0,0,9,27,0,2,0,7,25,3,2,0
0,_Umatilla,_Umapine,_119,38,107,1,0,0,0,38,102,2,1,0,35,96,5,0,30,103,4,0,0,34,98,2,4,0
0,_Umatilla,_Milton-Freewater Outside,_120,232,853,13,1,1,7,242,817,19,3,1,224,806,18,4,197,833,25,14,3,204,791,24,46,2
0,_Umatilla,_Milton-Freewater Outside,_121,111,336,8,2,1,4,111,333,10,2,0,96,330,25,2,81,358,14,3,0,92,331,16,15,0
0,_Umatilla,_Milton-Freewater Outside,_123,172,464,8,2,0,1,173,436,11,9,2,168,433,22,3,143,452,16,16,1,140,430,28,25,3
0,_Umatilla,_Athena City,_124C,181,511,16,1,0,1,199,493,8,5,0,180,492,16,2,154,516,19,9,0,166,489,20,19,1
0,_Umatilla,_Athena Outside,_124R,19,142,3,0,0,0,26,135,1,0,0,16,134,1,1,16,143,4,0,0,18,138,0,4,0
0,_Umatilla,_Weston City,_125C,93,227,6,1,1,0,102,210,3,2,0,87,212,8,1,76,223,7,6,0,86,203,10,11,0
0,_Umatilla,_Weston Outside,_125R,69,239,5,1,1,1,68,232,8,6,1,64,225,13,4,51,238,11,10,1,57,230,10,9,1
0,_Umatilla,_Hermiston City,_126,564,687,33,2,2,6,573,625,25,22,2,546,643,31,3,484,672,43,31,3,489,625,63,37,2
0,_Umatilla,_Hermiston City,_127,224,380,10,1,4,6,242,348,15,5,1,208,371,11,2,194,368,22,11,0,193,361,19,19,0
0,_Umatilla,_Hermiston City,_128,652,997,55,4,5,11,684,919,46,19,1,644,926,53,3,582,976,50,37,1,598,904,76,53,1
0,_Umatilla,_Hermiston City,_129,455,654,25,0,2,12,433,624,31,10,1,428,599,41,1,378,627,44,25,2,400,584,45,37,2
0,_Umatilla,_Hermiston City,_130,583,996,52,4,4,13,603,939,40,24,0,547,956,49,1,492,988,59,31,0,506,957,57,41,0
0,_Umatilla,_Milton-Freewater City,_131,220,288,13,1,1,4,216,273,12,6,0,199,281,16,0,187,294,14,9,0,189,268,19,23,1
0,_Umatilla,_Milton-Freewater City,_132,335,549,26,1,1,0,343,522,19,6,0,320,525,23,0,291,535,30,19,0,300,503,29,30,0
0,_Umatilla,_Milton-Freewater City,_133,300,387,14,1,0,4,297,363,16,7,0,287,359,21,0,265,375,20,14,0,264,345,31,26,1
0,_Umatilla,_Pendleton City,_136,314,618,32,5,2,5,335,552,30,22,0,312,555,35,9,271,576,50,29,0,288,548,50,33,0
0,_Umatilla,_Pendleton City,_137,532,708,34,13,2,8,584,636,16,27,0,560,645,33,4,477,683,48,43,0,512,623,60,52,2
0,_Umatilla,_Pendleton City,_138,483,564,26,6,3,4,484,511,31,16,2,437,526,41,9,381,568,42,37,2,413,516,53,36,1
0,_Umatilla,_Pendleton City,_139,503,515,20,4,0,6,527,485,14,8,0,477,497,23,5,421,552,26,16,1,434,504,44,20,0
0,_Umatilla,_Pendleton City,_141,487,872,33,3,1,13,516,815,21,15,3,473,825,32,5,413,861,39,28,2,441,819,33,41,2
0,_Umatilla,_Pendleton City,_142,211,496,17,3,0,3,258,441,14,3,0,206,468,18,0,180,485,24,9,0,197,472,11,18,0
0,_Umatilla,_Pendleton City,_143,414,706,42,2,1,5,449,645,34,14,1,408,651,43,3,343,688,49,29,2,365,660,42,40,0
0,_Union,_La Grande City 1,_01,1129,1130,47,10,4,21,1119,1066,50,34,6,1084,1083,39,4,964,1133,49,74,1,968,1061,103,65,0
0,_Union,_La Grande City 2,_02,730,1264,46,12,4,13,784,1157,38,30,2,711,1194,47,7,659,1220,56,49,2,669,1160,70,62,2
0,_Union,_La Grande City 3,_03,602,1414,35,8,9,8,702,1259,36,24,0,636,1260,54,11,537,1323,66,48,0,574,1225,70,86,1
0,_Union,_La Grande Rural 4,_04,113,271,7,1,0,2,108,268,7,5,1,96,279,7,0,94,277,9,8,0,94,260,14,14,0
0,_Union,_La Grande Rural 5,_05,292,937,20,2,2,3,307,914,15,8,0,300,899,20,3,268,927,26,12,0,290,880,18,35,0
0,_Union,_Cove City,_06,95,314,4,0,1,4,101,303,9,2,0,91,300,11,5,84,305,10,6,0,88,300,10,9,0
0,_Union,_Cove Rural,_07,176,457,17,1,0,1,179,457,8,1,0,164,457,9,1,155,471,9,4,1,160,450,4,17,1
0,_Union,_Elgin City,_08,138,752,9,3,4,4,169,701,9,11,0,148,699,19,1,137,706,22,14,0,143,651,30,46,0
0,_Union,_Elgin Rural,_09,81,605,2,0,3,0,96,584,9,1,0,80,584,11,2,78,596,8,1,0,83,563,9,25,0
0,_Union,_Imbler City,_10,42,153,2,0,0,2,45,149,3,0,1,36,149,5,0,36,153,3,2,0,35,144,6,7,0
0,_Union,_Imbler/Summerville Rural,_11,141,593,6,3,0,3,147,569,5,5,0,123,574,7,4,109,594,10,9,0,114,556,15,27,0
0,_Union,_Summerville City,_12,10,65,3,0,1,1,12,62,0,3,1,13,60,3,1,11,62,1,3,1,12,60,3,2,1
0,_Union,_North Powder Rural,_13,15,84,1,0,0,0,15,84,1,0,0,13,84,2,1,10,88,2,0,0,12,87,0,1,0
0,_Union,_North Powder City,_14,53,217,7,0,0,0,65,199,5,3,0,57,200,11,0,58,202,9,1,1,60,189,8,12,0
0,_Union,_Union Rural,_15,63,241,2,0,0,0,67,232,2,0,0,62,229,3,3,54,240,3,1,0,56,230,2,10,0
0,_Union,_Union City,_16,314,996,17,4,0,5,347,923,18,7,0,303,942,28,6,276,963,32,20,0,289,915,36,35,0
0,_Union,_Antelope/Big Creek,_17,6,46,0,0,0,2,7,46,0,0,0,8,43,1,0,7,46,0,0,0,5,45,0,3,0
0,_Union,_Island City,_18,189,517,12,2,3,5,209,470,10,10,0,184,490,10,4,169,503,13,7,0,178,471,18,15,0
0,_Union,_Island City Rural,_19,65,242,4,0,0,0,66,231,5,1,0,64,225,8,0,59,235,5,2,2,53,222,9,11,1
0,_Wallowa,_Enterprise #1,_01,255,450,11,0,3,1,269,433,11,5,0,242,403,49,0,214,458,23,9,0,213,438,23,19,1
0,_Wallowa,_Enterprise #2,_02,180,335,8,0,2,2,179,335,4,4,0,164,310,32,3,144,352,8,7,0,149,330,16,13,0
0,_Wallowa,_Enterprise #3,_03,90,254,5,2,2,4,110,238,5,0,0,92,233,17,0,80,257,7,4,0,85,230,16,14,0
0,_Wallowa,_Enterprise #4,_04,104,267,7,1,4,3,115,254,4,6,0,107,231,25,1,94,259,19,4,0,97,242,11,15,0
0,_Wallowa,_Joseph #5,_05,299,441,14,2,1,4,301,414,15,7,0,280,406,45,4,263,452,14,13,0,256,436,26,9,0
0,_Wallowa,_Joseph #6,_06,287,580,11,1,1,2,298,559,6,6,0,276,519,37,11,247,591,7,18,0,250,557,20,21,3
0,_Wallowa,_Wallowa #7,_07,96,303,5,1,1,2,105,282,10,5,0,90,279,12,6,78,309,8,6,0,78,288,18,10,0
0,_Wallowa,_Wallowa #8,_08,105,320,10,2,1,0,116,309,6,1,0,104,300,19,0,93,325,10,3,0,104,295,5,21,0
0,_Wallowa,_Lostine #9,_09,139,299,3,1,0,0,136,294,3,2,0,129,275,12,4,107,299,8,13,1,113,282,12,14,1
0,_Wallowa,_Imnaha #10,_10,40,99,2,0,1,0,41,97,1,1,0,36,99,4,0,34,100,2,2,0,33,97,2,6,0
0,_Wallowa,_Flora #11,_11,22,38,0,0,0,0,24,34,0,0,0,21,36,0,0,20,36,2,0,0,20,37,0,0,0
0,_Wallowa,_Troy #12,_12,8,18,0,0,0,0,8,18,0,0,0,7,18,1,0,7,19,0,0,0,6,18,0,1,0
0,_Wasco,_N/A,_00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Wasco,_West The Dalles,_01,973,991,28,11,7,8,994,891,47,26,3,929,939,52,5,864,933,72,66,3,901,903,72,55,3
0,_Wasco,_Colonel Wright,_02,1225,1024,63,16,8,22,1223,973,59,43,3,1169,1003,65,8,1117,995,83,73,3,1114,974,74,71,4
0,_Wasco,_Mid The Dalles,_03,991,817,64,9,5,16,1002,788,42,37,4,970,795,60,5,900,813,71,64,2,896,799,82,53,3
0,_Wasco,_East The Dalles,_04,744,833,34,10,3,13,765,773,33,26,0,696,814,42,6,656,815,47,47,2,664,793,63,45,2
0,_Wasco,_Rowena-Mosier,_05,964,642,34,13,3,10,971,587,43,24,2,943,599,46,3,868,616,52,68,2,880,587,78,45,2
0,_Wasco,_Chenowith Area,_06,176,227,11,0,0,3,181,216,7,8,0,175,225,7,1,161,231,10,10,0,168,209,19,9,2
0,_Wasco,_Cherry Hts/Mill Creek/Dry Hollow,_07,344,577,13,4,0,4,355,544,17,9,1,318,552,25,4,316,562,31,13,1,323,534,18,28,1
0,_Wasco,_Petersburg-Dufur,_08,91,246,0,0,0,1,93,234,1,2,0,78,242,6,0,93,233,5,2,0,84,224,2,17,0
0,_Wasco,_Tygh Valley-Wamic,_09,230,403,7,0,0,3,236,377,8,5,0,213,384,16,3,204,391,16,8,0,199,380,17,21,1
0,_Wasco,_Maupin City/W Maupin/Warm Springs,_10,374,350,10,3,0,4,387,322,9,3,0,355,332,12,3,326,349,23,15,0,329,335,26,13,0
0,_Wasco,_Rural TD,_11,155,188,6,2,0,4,166,171,6,2,0,146,183,7,0,145,187,7,3,0,135,181,10,7,0
0,_Wasco,_Dufur & Petersburg,_12,237,495,18,2,0,3,232,480,9,13,0,219,479,11,3,224,472,16,12,0,206,458,18,24,2
0,_Wasco,_Tygh Valley,_13,54,105,2,0,1,1,63,87,5,3,0,58,93,2,0,53,92,9,2,0,52,92,6,2,0
0,_Wasco,_Antelope/Shaniko/E Maupin,_14,46,137,6,5,0,1,48,129,4,7,0,47,131,4,1,31,143,2,5,0,33,131,13,6,0
0,_Washington,_301,_301,714,988,32,7,4,17,712,977,32,16,1,676,980,29,7,600,1034,32,36,1,628,982,35,37,1
0,_Washington,_302,_302,1316,776,32,7,5,29,1319,709,38,42,7,1251,764,46,6,1159,762,61,89,4,1190,744,85,40,6
0,_Washington,_303,_303,435,410,25,2,3,8,427,396,22,13,0,408,414,19,0,366,412,36,29,3,379,410,38,16,2
0,_Washington,_304,_304,1747,1049,79,10,7,28,1701,1015,74,56,8,1664,1026,103,14,1492,1064,112,150,5,1526,1033,134,101,5
0,_Washington,_305,_305,411,529,35,3,1,9,403,512,16,16,2,374,517,31,9,336,526,33,34,2,346,497,28,47,3
0,_Washington,_306,_306,500,161,10,4,1,2,474,168,9,15,1,455,170,18,1,403,187,16,43,1,414,177,42,13,1
0,_Washington,_307,_307,975,696,49,6,1,14,969,670,32,25,4,929,684,45,0,838,718,61,42,1,868,692,54,34,0
0,_Washington,_308,_308,74,82,3,0,0,0,67,79,5,4,0,66,79,5,0,61,79,6,5,0,61,79,2,8,0
0,_Washington,_309,_309,2340,1019,75,19,12,32,2254,1008,70,84,3,2199,1075,67,9,1984,1100,113,152,3,2011,1111,164,51,3
0,_Washington,_310,_310,707,864,23,14,2,8,703,825,26,36,2,658,845,37,13,585,884,40,56,1,617,851,58,30,0
0,_Washington,_311,_311,315,353,24,4,3,8,329,341,15,7,0,308,356,21,5,271,375,28,18,0,278,350,34,20,0
0,_Washington,_312,_312,322,445,20,0,0,2,330,425,15,6,0,317,426,20,2,274,443,22,22,0,294,424,26,16,0
