IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_LA_20201103_GEN_PRE_REP_TRUMP,USA_LA_20201103_GEN_PRE_DEM_BIDEN,USA_LA_20201103_GEN_PRE_LIB_JORGENSEN,USA_LA_20201103_GEN_PRE_BIR_WEST,USA_LA_20201103_GEN_PRE_OTH_OTHER,USA_LA_20201103_GEN_USS_REP_CASSIDY,USA_LA_20201103_GEN_USS_REP_MURPHY,USA_LA_20201103_GEN_USS_DEM_PERKINS,USA_LA_20201103_GEN_USS_DEM_EDWARDS,USA_LA_20201103_GEN_USS_DEM_PIERCE,USA_LA_20201103_GEN_USS_DEM_KNIGHT,USA_LA_20201103_GEN_USS_DEM_WENSTRUP,USA_LA_20201103_GEN_USS_LIB_SIGLER,USA_LA_20201103_GEN_USS_IND_MENDOZA,USA_LA_20201103_GEN_USS_OTH_PRICE,USA_LA_20201103_GEN_USS_GOL_JOHN,USA_LA_20201103_GEN_USS_NON_BILLIOT,USA_LA_20201103_GEN_USS_NON_BOURGEOIS,USA_LA_20201103_GEN_USS_NON_MONTGOMERY,USA_LA_20201103_GEN_USS_NON_DARET_III
0,_001,_1-1,_0001-1,1050,81,7,3,4,992,29,28,25,4,5,0,0,3,2,4,10,18,3,3
0,_001,_1-6,_0001-6,31,382,6,3,4,34,0,172,100,19,15,0,0,4,2,0,19,8,4,5
0,_001,_1-7,_0001-7,77,307,3,2,6,79,2,133,77,21,16,4,3,2,3,0,6,11,3,4
0,_001,_1-8,_0001-8,535,146,5,2,2,493,15,54,37,17,6,6,7,0,3,7,3,6,0,5
0,_001,_1-9,_0001-9,527,42,5,2,6,511,18,8,13,4,0,2,3,3,4,4,1,6,2,0
0,_001,_2-1,_0002-1,990,62,7,1,2,932,24,25,13,2,15,0,7,3,2,3,8,4,1,1
0,_001,_2-2,_0002-2,735,28,10,0,3,708,11,7,15,0,2,0,4,1,0,3,1,3,0,0
0,_001,_2-3,_0002-3,420,90,3,0,3,399,14,39,32,2,2,2,0,1,0,3,1,1,0,0
0,_001,_2-4,_0002-4,517,33,3,1,2,502,8,2,8,8,2,2,0,1,3,2,1,3,1,1
0,_001,_2-5,_0002-5,446,43,5,1,2,453,5,13,10,0,5,0,1,0,1,0,3,1,0,1
0,_001,_3-1,_0003-1,644,213,11,0,3,590,18,80,64,11,13,2,5,1,4,0,14,20,1,0
0,_001,_3-2,_0003-2,761,43,4,1,0,744,20,16,13,0,0,0,3,0,0,1,9,0,0,0
0,_001,_3-4,_0003-4,62,447,3,0,0,81,12,243,67,8,20,6,0,0,1,0,9,5,1,4
0,_001,_3-5,_0003-5,284,38,5,1,0,266,9,23,8,2,0,0,3,0,0,0,1,4,1,2
0,_001,_3-6,_0003-6,320,60,3,0,0,306,14,28,18,0,5,2,1,0,0,0,3,0,0,0
0,_001,_3-7,_0003-7,751,111,7,4,2,729,18,44,30,6,10,0,3,1,3,0,3,4,0,2
0,_001,_4-1,_0004-1,591,45,3,0,0,551,9,25,15,6,3,0,1,1,1,3,4,5,0,1
0,_001,_4-2,_0004-2,596,81,3,0,4,586,8,36,32,6,2,2,1,1,0,1,3,4,0,0
0,_001,_4-4,_0004-4,1037,68,10,1,1,986,30,21,22,4,8,2,5,1,0,0,5,4,1,1
0,_001,_4-5,_0004-5,758,33,3,0,3,719,29,13,10,2,3,0,5,0,0,0,5,6,0,0
0,_001,_4-6,_0004-6,558,43,4,1,0,545,17,20,7,4,0,2,1,1,0,0,4,6,0,1
0,_001,_5-3,_0005-3,591,27,4,0,1,571,11,7,15,0,2,2,1,0,0,1,3,4,0,0
0,_001,_5-4,_0005-4,396,33,7,0,3,379,6,18,7,0,2,2,4,0,1,1,4,3,0,0
0,_001,_5-5,_0005-5,188,22,3,0,1,179,5,11,8,0,0,0,0,3,1,0,0,0,0,0
0,_001,_6-1,_0006-1,160,364,3,1,0,149,6,144,89,15,12,6,3,1,6,3,8,15,5,1
0,_001,_6-2,_0006-2,247,60,1,0,1,233,3,18,24,8,3,2,3,0,0,1,1,1,0,2
0,_001,_6-4,_0006-4,311,199,8,1,0,300,3,67,65,10,5,2,0,0,1,10,9,11,3,1
0,_001,_6-6,_0006-6,6,199,0,0,0,4,1,95,50,11,12,2,0,0,1,0,1,1,0,2
0,_001,_6-7,_0006-7,252,55,5,0,1,250,9,16,22,2,2,0,3,1,1,0,0,1,0,1
0,_001,_6-8,_0006-8,358,75,1,1,1,332,5,23,22,4,5,2,3,1,0,1,3,5,1,1
0,_001,_6-9,_0006-9,209,25,3,0,3,190,3,7,13,2,3,0,0,0,1,0,2,3,1,1
0,_001,_7-2,_0007-2,563,83,3,1,0,541,12,18,27,8,8,4,1,0,1,0,4,5,0,2
0,_001,_7-3,_0007-3,943,43,7,1,1,908,36,16,12,8,0,4,4,3,1,0,5,2,0,0
0,_001,_7-4,_0007-4,717,33,7,1,6,674,27,21,5,0,0,0,3,1,1,6,8,4,1,2
0,_001,_1-2A,_001-2A,206,126,5,1,6,208,3,39,25,4,12,2,1,3,3,3,5,6,3,5
0,_001,_1-2B,_001-2B,308,47,4,0,3,293,9,10,20,2,5,0,1,0,2,4,3,5,1,1
0,_001,_1-3A,_001-3A,409,60,8,3,0,399,8,16,22,12,0,2,3,1,0,4,0,3,0,1
0,_001,_1-3B,_001-3B,300,116,3,1,2,276,12,44,40,12,0,0,0,3,4,4,1,3,5,0
0,_001,_1-4A,_001-4A,320,40,1,0,4,314,3,8,19,0,2,0,1,0,3,2,8,4,0,0
0,_001,_1-4B,_001-4B,345,96,7,1,3,332,11,21,45,8,5,0,4,1,2,2,3,4,1,0
0,_001,_1-5A,_001-5A,222,71,3,1,0,200,12,28,18,2,3,0,3,0,2,0,3,5,0,4
0,_001,_1-5B,_001-5B,127,176,4,0,4,117,2,93,37,8,3,2,0,0,6,0,5,5,1,2
0,_001,_3-3A,_003-3A,736,150,3,0,3,692,9,48,55,10,3,0,4,0,3,3,9,1,1,1
0,_001,_3-3B,_003-3B,289,150,7,1,2,275,11,64,44,6,8,4,5,1,1,1,6,1,1,0
0,_001,_5-1A,_005-1A,281,40,3,0,1,260,9,15,18,2,3,0,3,0,0,1,1,3,0,0
0,_001,_5-2A,_005-2A,345,53,4,0,1,333,1,25,20,0,2,2,0,1,3,3,1,3,0,0
0,_001,_6-10,_006-10,233,28,1,0,0,212,6,18,7,2,2,0,0,3,0,1,1,0,0,0
0,_001,_6-11,_006-11,3,367,1,3,3,15,1,190,75,11,12,11,0,0,4,0,5,6,3,1
0,_001,_6-12,_006-12,333,66,5,1,1,333,3,20,18,6,5,2,1,0,3,4,4,4,1,0
0,_001,_6-13,_006-13,184,12,3,1,0,185,5,2,5,0,2,0,0,0,0,0,0,0,0,0
0,_001,_6-14,_006-14,545,27,5,0,0,524,9,8,7,0,2,6,1,0,1,1,2,4,1,1
0,_001,_6-15,_006-15,184,10,3,0,1,175,6,5,7,0,0,0,3,0,0,0,1,1,0,0
0,_001,_6-16,_006-16,253,23,5,0,0,242,8,23,0,2,0,0,1,0,0,0,0,1,3,0
0,_001,_6-3A,_006-3A,177,163,4,3,0,178,6,67,42,4,5,0,3,0,0,4,5,6,1,1
0,_001,_6-3B,_006-3B,165,8,0,0,1,161,1,8,0,0,0,0,0,0,1,3,0,0,0,1
0,_003,_1-1,_0001-1,129,72,0,2,2,113,8,17,33,9,2,2,0,0,0,0,4,4,0,0
0,_003,_1-2,_0001-2,121,42,2,0,0,122,0,10,10,7,6,2,0,0,0,2,1,1,0,0
0,_003,_1-3,_0001-3,145,56,2,0,2,129,5,17,24,2,5,3,2,4,0,2,3,0,2,1
0,_003,_1-4,_0001-4,14,178,4,2,4,23,2,22,81,9,14,2,0,0,1,0,3,6,0,1
0,_003,_1-5,_0001-5,40,41,4,0,0,42,3,15,11,2,2,0,2,0,0,0,1,1,2,0
0,_003,_1-6,_0001-6,175,52,3,1,1,154,13,19,14,4,5,0,2,0,0,2,3,1,0,1
0,_003,_2-1,_0002-1,220,98,4,0,4,223,7,27,37,7,2,2,0,0,0,2,5,4,0,0
0,_003,_2-2,_0002-2,439,47,5,1,3,431,15,10,16,2,5,0,0,2,0,1,4,0,0,0
0,_003,_2-3,_0002-3,376,16,1,0,3,350,18,7,5,2,4,0,1,0,1,0,3,1,2,0
0,_003,_2-5,_0002-5,8,140,1,1,4,14,0,30,73,7,9,0,0,0,1,0,1,1,3,3
0,_003,_2-6,_0002-6,292,18,1,0,0,267,13,0,14,2,2,2,0,0,2,1,1,3,0,0
0,_003,_3-1,_0003-1,321,16,3,0,0,306,10,0,10,2,2,0,0,0,0,0,0,1,0,0
0,_003,_3-2,_0003-2,706,69,9,0,1,646,21,14,30,7,9,0,3,0,1,1,8,8,0,2
0,_003,_4-2,_0004-2,399,13,1,0,0,352,15,5,6,0,0,0,0,2,0,1,2,3,0,0
0,_003,_4-3,_0004-3,371,29,3,1,0,332,16,8,16,2,0,2,1,2,1,1,1,5,1,1
0,_003,_5-2,_0005-2,599,31,1,0,1,506,44,2,19,6,7,0,1,3,4,1,1,9,0,0
0,_003,_5-3,_0005-3,334,28,0,0,1,296,16,7,16,2,9,2,0,2,0,1,1,4,0,0
0,_003,_5-5,_0005-5,243,3,1,0,0,228,13,0,3,0,0,0,0,0,0,0,1,0,0,1
0,_003,_5-7,_0005-7,60,407,5,0,7,65,7,93,180,13,23,5,0,2,6,0,7,11,4,4
0,_003,_5-9,_0005-9,423,192,3,1,6,399,15,58,86,2,13,5,3,0,2,0,8,9,3,0
0,_003,_5-10,_005-10,515,31,1,0,0,496,10,5,14,2,5,0,0,2,0,0,5,1,1,0
0,_003,_5-12,_005-12,31,65,1,1,0,30,2,17,25,5,7,0,1,0,0,0,1,2,0,0
0,_003,_5-13,_005-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_003,_5-8A,_005-8A,28,16,0,0,0,32,2,0,8,4,0,0,0,0,0,0,0,0,0,0
0,_003,_2-2-A,_02-2-A,173,65,5,1,0,155,10,17,33,9,5,2,3,0,0,0,1,5,2,0
0,_003,_2-4-C,_02-4-C,322,93,4,0,0,292,16,19,37,11,4,0,1,0,5,1,8,3,1,2
0,_003,_2-4-O,_02-4-O,326,161,4,0,1,329,7,22,68,13,13,5,0,0,0,3,0,6,1,0
0,_003,_5-4-C,_05-4-C,456,111,1,4,0,442,12,30,54,7,5,0,0,2,4,0,1,4,0,0
0,_003,_5-4-O,_05-4-O,308,18,4,0,0,303,3,12,3,5,0,2,1,0,1,0,1,1,0,0
0,_005,_1,_000001,734,210,29,8,4,766,16,92,69,6,14,7,11,0,2,1,7,2,0,0
0,_005,_2,_000002,1238,286,22,1,7,1240,39,134,76,15,10,10,16,0,0,2,2,0,0,2
0,_005,_3,_000003,852,236,29,0,4,819,35,98,71,15,12,13,18,0,2,0,7,15,0,0
0,_005,_4,_000004,807,261,21,0,4,800,25,115,80,15,12,4,11,0,0,0,5,8,2,0
0,_005,_5,_000005,864,284,21,3,9,843,35,98,87,38,15,4,11,7,4,0,4,5,5,3
0,_005,_6,_000006,2103,795,37,10,9,2141,58,326,225,33,31,23,15,9,3,2,14,20,2,0
0,_005,_7,_000007,1001,464,16,3,4,992,14,215,126,33,17,0,11,7,5,3,7,17,4,0
0,_005,_8,_000008,820,284,22,0,4,823,23,128,76,18,12,0,6,7,2,0,0,10,2,0
0,_005,_9,_000009,911,418,19,2,4,908,27,177,124,21,24,17,18,2,5,3,9,7,4,2
0,_005,_10,_000010,1208,289,23,5,6,1146,66,112,94,18,12,3,7,5,5,4,7,13,2,6
0,_005,_11,_000011,1157,484,26,1,13,1117,56,224,140,30,20,7,10,7,4,1,4,13,7,2
0,_005,_12,_000012,1098,279,31,2,2,1056,47,109,85,21,27,3,14,2,5,0,4,5,2,5
0,_005,_13,_000013,1191,340,41,3,0,1154,58,112,112,44,19,7,34,7,2,2,9,12,0,0
0,_005,_14,_000014,950,111,10,0,7,923,31,50,28,6,5,7,2,0,4,0,5,8,0,2
0,_005,_15,_000015,1125,172,10,0,6,1104,16,70,41,15,17,3,9,0,4,0,9,5,0,3
0,_005,_16,_000016,765,322,10,0,6,752,39,149,103,9,15,0,2,4,2,2,5,12,0,0
0,_005,_17,_000017,759,666,13,8,2,770,21,308,179,65,22,7,9,5,7,3,9,10,0,0
0,_005,_18,_000018,1145,291,18,2,7,1112,43,109,87,23,27,10,18,2,4,3,4,7,0,0
0,_005,_20,_000020,742,274,32,3,2,754,33,132,60,12,7,7,11,4,0,0,14,7,2,0
0,_005,_21,_000021,509,122,5,2,0,463,16,42,41,29,2,3,2,2,4,0,4,13,0,0
0,_005,_22,_000022,627,122,16,2,0,621,29,59,34,6,7,3,5,4,0,2,2,0,0,0
0,_005,_23,_000023,421,190,0,0,6,405,6,84,69,12,5,0,0,5,0,0,7,3,0,0
0,_005,_24,_000024,309,91,6,0,0,295,10,39,32,3,0,3,2,0,0,0,4,0,2,2
0,_005,_25,_000025,862,149,13,2,2,847,43,28,39,9,10,0,7,5,5,1,4,10,0,2
0,_005,_26,_000026,1849,233,22,1,7,1733,86,117,57,12,17,3,7,3,2,0,8,25,4,1
0,_005,_27,_000027,1231,187,22,5,4,1189,54,78,62,6,10,7,12,0,0,0,4,18,2,2
0,_005,_28,_000028,271,405,6,0,6,250,16,188,140,21,7,7,2,7,4,0,5,10,4,2
0,_005,_30,_000030,105,347,3,0,2,101,12,151,119,18,12,7,0,4,2,0,0,3,2,0
0,_005,_31,_000031,397,385,8,0,6,386,17,143,110,38,12,7,9,4,4,0,4,8,0,0
0,_005,_32,_000032,444,362,2,3,2,418,17,171,94,6,22,10,2,11,7,1,5,7,0,5
0,_005,_33,_000033,1106,167,27,0,2,1050,35,70,55,12,10,3,12,2,2,0,7,13,2,2
0,_005,_34,_000034,854,299,6,0,6,823,29,165,44,15,17,0,3,2,2,0,10,22,2,0
0,_005,_35,_000035,1022,132,11,3,0,957,49,64,30,9,5,3,5,0,2,6,5,8,0,2
0,_005,_36,_000036,349,752,11,11,7,358,14,345,220,35,34,3,12,5,7,1,5,5,0,2
0,_005,_37,_000037,368,1521,19,3,9,397,14,625,514,79,54,3,8,22,8,4,16,18,0,1
0,_005,_39,_000039,196,258,6,0,6,183,8,154,71,6,5,3,0,0,0,0,4,10,2,3
0,_005,_40,_000040,1825,826,16,7,4,1850,37,401,238,50,26,10,8,7,4,0,7,7,2,3
0,_005,_41,_000041,778,139,11,2,2,759,21,48,39,15,5,10,11,4,2,3,4,7,0,2
0,_005,_42,_000042,162,271,6,0,7,170,12,109,89,32,15,3,2,0,2,0,3,3,0,0
0,_005,_43,_000043,818,96,14,2,2,804,23,76,18,3,5,0,9,0,0,0,3,0,2,2
0,_005,_44,_000044,179,755,5,2,6,188,6,421,183,38,24,0,7,2,3,3,9,15,0,0
0,_005,_45,_000045,36,281,3,0,4,56,0,115,85,18,10,0,0,0,3,0,3,3,0,5
0,_005,_47,_000047,63,1106,8,3,15,136,8,339,340,106,44,23,0,0,9,3,17,8,4,3
0,_005,_48,_000048,210,170,5,0,0,222,4,50,62,18,5,3,0,2,0,0,7,2,0,0
0,_005,_50,_000050,198,101,2,2,4,200,0,36,30,6,7,13,0,0,3,0,3,5,0,0
0,_005,_51,_000051,50,626,6,8,15,108,10,185,174,38,39,3,2,5,9,17,16,10,2,2
0,_005,_52,_000052,170,147,6,2,4,181,0,48,64,9,5,0,0,0,2,0,2,3,2,0
0,_005,_53,_000053,286,241,0,0,2,280,6,76,73,15,5,10,2,4,2,0,10,10,0,0
0,_005,_54,_000054,145,352,2,2,2,151,2,126,137,18,7,10,0,0,3,0,3,3,0,0
0,_005,_55,_000055,63,443,3,3,5,88,2,171,135,23,15,3,0,0,2,0,9,5,0,2
0,_005,_56,_000056,11,106,2,0,4,9,0,48,27,6,7,0,0,0,2,0,3,0,3,0
0,_005,_57,_000057,27,360,2,0,9,37,0,115,110,32,12,10,2,0,3,0,7,7,0,5
0,_005,_58,_000058,517,322,6,3,4,494,17,126,99,23,15,7,3,7,0,1,3,13,3,2
0,_005,_60,_000060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_005,_70,_000070,80,13,2,0,0,71,6,6,0,3,2,0,0,2,0,0,0,0,0,1
0,_005,_71,_000071,1161,588,32,6,9,1177,38,263,158,44,17,0,24,11,6,1,9,7,2,1
0,_005,_72,_000072,591,269,16,1,5,586,23,87,94,18,7,7,11,7,2,0,3,11,2,1
0,_005,_73,_000073,307,33,2,0,0,293,8,14,9,0,0,0,0,0,2,0,2,0,0,0
0,_005,_74,_000074,4,215,2,0,2,6,2,73,82,15,15,0,0,0,0,0,2,0,0,0
0,_005,_75,_000075,82,84,2,0,4,82,2,45,21,3,2,3,2,2,0,1,0,2,0,1
0,_005,_76,_000076,1155,279,26,6,9,1115,47,101,89,35,15,0,25,4,2,0,10,8,2,10
0,_005,_77,_000077,633,233,10,1,4,660,14,101,66,6,10,3,14,2,0,0,5,2,0,0
0,_005,_78,_000078,746,155,14,1,2,722,23,78,41,0,10,10,9,4,0,3,3,5,2,3
0,_007,_1-1,_0001-1,46,431,0,0,4,47,0,158,151,13,16,7,0,0,0,1,9,7,2,2
0,_007,_1-2,_0001-2,331,471,13,3,3,336,3,145,204,29,16,10,3,1,0,1,11,9,4,0
0,_007,_2-1,_0002-1,335,57,0,2,2,336,3,21,17,2,3,0,0,0,0,0,1,3,0,2
0,_007,_2-2,_0002-2,60,10,0,0,0,47,0,4,8,0,0,0,0,0,2,0,1,1,0,0
0,_007,_2-3,_0002-3,406,159,5,2,4,392,9,85,47,8,3,0,4,0,2,0,11,3,3,3
0,_007,_2-4,_0002-4,190,38,0,0,0,186,0,19,8,2,2,2,0,0,0,0,3,1,2,1
0,_007,_2-5,_0002-5,83,26,5,0,2,84,2,17,5,2,0,2,0,0,0,0,3,1,1,0
0,_007,_3-1,_0003-1,215,43,2,0,0,200,4,23,9,2,2,2,0,3,2,0,6,2,0,0
0,_007,_3-2,_0003-2,801,61,6,0,2,714,31,25,20,2,3,0,2,4,4,1,18,13,3,0
0,_007,_4-1,_0004-1,103,147,0,0,0,93,0,41,50,8,10,0,0,0,1,0,5,5,0,0
0,_007,_4-2,_0004-2,145,433,5,3,3,144,0,205,148,12,14,3,1,0,1,1,18,9,1,3
0,_007,_4-3,_0004-3,152,123,1,0,2,151,3,46,36,6,2,0,0,0,1,0,5,3,0,1
0,_007,_5-1,_0005-1,53,256,1,0,10,54,7,104,71,6,7,9,0,0,4,0,8,8,0,1
0,_007,_5-2,_0005-2,333,150,2,0,2,315,13,44,45,6,3,7,1,0,0,0,5,1,1,1
0,_007,_5-3,_0005-3,227,26,2,1,0,216,3,8,9,2,3,0,1,1,0,0,1,0,0,1
0,_007,_5-5,_0005-5,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_007,_6-1,_0006-1,240,299,6,1,2,239,13,80,138,14,16,2,1,1,1,1,2,5,0,4
0,_007,_6-2,_0006-2,41,372,1,1,4,57,1,137,135,13,19,0,1,0,7,0,10,2,0,1
0,_007,_6-3,_0006-3,22,187,4,0,0,24,0,62,68,10,9,0,0,0,0,0,6,4,0,0
0,_007,_7-1,_0007-1,447,267,1,1,3,426,13,114,95,14,9,0,0,1,1,0,9,5,2,0
0,_007,_7-2,_0007-2,265,31,4,0,0,255,4,10,11,0,2,2,0,0,1,0,5,3,0,0
0,_007,_7-3,_0007-3,197,14,4,0,0,181,6,6,5,2,3,0,0,0,0,0,1,1,0,0
0,_007,_8-1,_0008-1,1365,111,4,1,2,1258,27,46,37,10,2,3,4,3,2,0,14,12,1,2
0,_007,_9-1,_0009-1,1198,121,2,1,2,1112,13,52,23,4,9,11,4,0,2,0,12,11,1,3
0,_009,_1-1,_0001-1,687,40,3,0,0,640,14,10,23,2,0,3,3,2,3,0,3,4,0,0
0,_009,_1-2,_0001-2,635,38,1,0,3,596,18,15,13,0,2,0,3,0,0,0,1,4,0,3
0,_009,_1-3,_0001-3,301,14,3,0,0,281,4,3,8,0,0,2,1,2,0,1,3,2,0,0
0,_009,_2-1,_0002-1,374,193,5,1,3,342,12,45,67,4,5,5,3,6,3,0,8,10,3,1
0,_009,_2-2,_0002-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_009,_2-4,_0002-4,242,254,8,3,4,217,12,84,91,19,13,5,0,3,2,3,12,7,1,2
0,_009,_2-5,_0002-5,205,41,3,0,0,192,11,3,11,4,3,0,3,0,3,0,1,4,0,0
0,_009,_2-7,_0002-7,35,190,4,0,3,26,1,71,72,2,10,2,0,2,2,0,8,2,0,0
0,_009,_2-8,_0002-8,62,221,4,1,7,58,6,68,73,8,13,8,1,0,2,0,6,5,4,2
0,_009,_3-1,_0003-1,196,444,5,4,7,215,9,116,157,33,27,5,1,0,6,0,9,9,3,5
0,_009,_3-3,_0003-3,84,101,4,1,0,80,4,44,33,4,8,2,0,3,1,0,1,1,0,0
0,_009,_4-1,_0004-1,253,66,3,0,1,220,24,18,18,10,6,5,4,1,1,0,6,1,0,0
0,_009,_4-2,_0004-2,778,85,11,0,3,710,29,19,47,2,5,3,4,1,6,0,8,11,0,2
0,_009,_5-1,_0005-1,532,43,9,0,1,495,20,13,13,6,5,0,8,3,1,1,6,2,0,0
0,_009,_6-2,_0006-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_009,_7-1,_0007-1,363,411,14,1,12,341,20,115,134,23,24,8,1,0,3,1,18,7,1,7
0,_009,_7-3,_0007-3,338,60,0,3,0,315,6,19,18,0,2,3,0,0,1,1,6,6,1,1
0,_009,_8-1,_0008-1,137,10,1,4,0,130,3,3,6,2,0,0,0,0,0,0,1,2,0,0
0,_009,_8-3,_0008-3,259,16,0,0,0,238,3,6,6,0,3,0,0,0,0,0,1,1,0,0
0,_009,_9-2,_0009-2,82,40,0,0,0,77,1,16,11,6,2,0,0,0,0,0,1,1,0,0
0,_009,_9-3,_0009-3,193,36,4,0,1,180,8,6,18,4,2,0,0,0,0,0,4,4,0,1
0,_009,_9-4,_0009-4,455,81,9,0,1,435,15,26,24,4,1,1,3,1,1,3,5,6,1,1
0,_009,_10-2,_0010-2,245,419,13,1,7,258,9,100,161,27,36,14,1,6,0,2,11,7,0,2
0,_009,_10-4,_0010-4,83,482,4,2,3,88,3,170,157,12,26,6,2,0,7,4,15,6,3,6
0,_009,_11-1,_0011-1,269,227,1,0,6,258,12,68,111,4,13,5,0,1,0,1,3,4,1,2
0,_009,_2-2A,_002-2A,217,30,1,0,2,197,6,16,11,0,0,0,1,0,0,0,1,5,0,0
0,_009,_2-2B,_002-2B,127,134,4,0,1,114,4,37,47,8,3,3,1,0,3,0,5,4,0,2
0,_009,_2-2C,_002-2C,260,46,1,1,0,251,6,21,21,0,2,2,0,0,1,0,1,0,0,0
0,_009,_2-2D,_002-2D,11,14,1,0,0,11,0,3,10,2,0,0,0,0,0,0,0,1,0,0
0,_009,_2-2F,_002-2F,142,63,3,0,0,133,8,24,20,0,2,3,0,0,1,0,6,2,1,0
0,_009,_2-3A,_002-3A,242,30,4,0,0,218,6,16,8,0,3,0,0,2,0,0,1,1,1,0
0,_009,_2-4A,_002-4A,298,134,8,3,3,277,12,44,42,0,8,0,1,2,1,1,6,5,0,4
0,_009,_2-5E,_002-5E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_009,_3-1B,_003-1B,251,55,0,0,1,217,15,16,24,4,6,3,1,0,0,0,1,4,0,0
0,_009,_4-2A,_004-2A,281,16,5,3,0,264,8,3,8,0,0,2,8,3,3,0,0,4,0,0
0,_009,_5-1A,_005-1A,48,11,0,0,0,47,1,5,7,0,0,0,0,0,0,0,0,0,0,0
0,_009,_6-1A,_006-1A,446,66,1,1,0,431,8,15,20,2,2,1,1,0,0,3,9,1,0,0
0,_009,_6-2A,_006-2A,232,13,2,1,0,208,12,2,7,4,2,1,0,0,0,1,3,1,1,0
0,_009,_7-3B,_007-3B,15,3,0,0,0,10,1,2,0,2,0,0,0,0,0,0,0,0,0,0
0,_009,_8-2A,_008-2A,177,46,0,0,0,170,4,23,10,2,2,1,0,0,1,3,1,2,1,0
0,_009,_8-2B,_008-2B,259,6,0,1,0,247,12,0,3,0,0,0,0,0,0,0,3,1,0,1
0,_009,_8-3A,_008-3A,706,33,1,0,0,667,24,6,18,0,2,1,3,1,0,0,4,8,1,1
0,_009,_9-1A,_009-1A,128,122,5,3,0,118,1,36,54,4,5,0,1,0,6,1,5,4,0,0
0,_009,_9-2A,_009-2A,170,92,2,0,0,164,8,45,15,4,3,0,0,0,0,1,4,1,0,1
0,_009,_9-4B,_009-4B,245,36,1,1,1,229,8,10,15,4,5,0,2,0,0,0,4,1,0,0
0,_009,_9-5B,_009-5B,80,387,8,4,8,107,4,137,116,8,24,0,4,1,8,3,12,5,3,4
0,_009,_10-2A,_010-2A,393,44,2,0,0,386,1,11,15,8,6,0,1,0,1,1,1,0,1,1
0,_009,_10-3A,_010-3A,303,58,2,1,4,287,8,31,13,0,3,3,0,0,1,0,5,4,0,0
0,_009,_11-2A,_011-2A,189,28,1,1,1,185,0,10,10,4,3,0,1,0,0,0,0,1,0,1
0,_011,_1,_000001,390,14,2,0,0,354,23,3,5,0,0,0,3,2,2,0,2,2,0,0
0,_011,_2,_000002,53,34,0,0,0,51,3,12,8,0,6,0,0,0,0,0,0,0,0,0
0,_011,_3,_000003,262,39,0,0,0,243,5,28,8,4,0,0,0,0,2,0,2,6,0,0
0,_011,_4,_000004,408,143,3,3,2,356,21,31,62,4,22,7,5,6,2,5,2,9,0,0
0,_011,_5,_000005,578,53,4,0,0,498,28,16,16,9,8,3,3,2,2,0,6,4,0,2
0,_011,_6,_000006,282,31,3,0,0,255,11,12,8,9,3,3,0,2,0,0,3,0,0,2
0,_011,_7,_000007,460,59,4,0,0,412,15,12,24,4,14,0,2,2,2,0,2,7,0,3
0,_011,_9,_000009,515,48,6,2,5,461,36,3,30,4,11,3,3,0,0,0,2,6,0,2
0,_011,_10,_000010,515,50,3,0,0,481,18,3,30,4,3,0,5,2,0,0,6,0,0,0
0,_011,_11,_000011,717,53,6,2,0,655,44,25,30,0,3,0,13,0,0,3,2,4,0,2
0,_011,_12,_000012,1164,112,13,0,4,1114,50,28,35,4,6,7,3,13,2,0,6,4,0,0
0,_011,_13,_000013,356,17,3,0,0,324,23,0,0,4,3,0,2,3,0,0,2,2,0,0
0,_011,_14,_000014,426,42,1,0,4,400,18,12,8,8,6,0,5,3,0,0,1,3,0,0
0,_011,_15,_000015,283,20,3,0,0,273,10,3,16,0,0,0,2,0,3,0,0,0,0,0
0,_011,_16,_000016,455,75,4,2,4,422,21,28,21,4,5,3,2,3,2,0,6,2,0,2
0,_011,_17,_000017,351,20,3,1,2,327,20,0,21,0,0,7,2,0,0,0,0,2,0,0
0,_011,_18,_000018,141,17,0,0,0,122,8,6,3,4,0,0,0,0,0,0,1,0,0,0
0,_011,_19,_000019,215,17,1,0,0,193,13,0,8,0,0,0,2,0,0,0,0,1,0,1
0,_011,_20,_000020,779,59,10,1,0,728,29,9,13,4,14,10,10,2,2,0,5,4,0,1
0,_011,_21,_000021,342,39,10,0,0,288,21,0,21,8,8,0,3,3,0,0,1,7,2,1
0,_011,_22,_000022,583,39,4,0,4,547,26,3,16,0,11,0,0,2,2,0,3,4,0,4
0,_011,_25,_000025,354,190,16,0,4,324,20,31,67,13,14,7,15,0,2,3,5,7,4,3
0,_011,_26,_000026,104,313,6,0,7,94,3,58,126,42,17,13,8,2,3,3,5,10,2,3
0,_011,_27,_000027,188,50,3,0,2,170,10,6,21,13,3,3,5,0,0,0,0,1,0,0
