IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_VA_20161108_GEN_PRE_DEM_CLINTON,USA_VA_20161108_GEN_PRE_REP_TRUMP,USA_VA_20161108_GEN_PRE_LIB_JOHNSON,USA_VA_20161108_GEN_PRE_IND_MCMULLIN,USA_VA_20161108_GEN_PRE_GRE_STEIN,USA_VA_20161108_GEN_PRE_OTH_WRITEIN
0,_Roanoke County,_SOUTH VINTON,_000404,642,1195,48,8,15,10
0,_Roanoke County,_LINDENWOOD,_000405,845,1988,79,22,4,13
0,_Roanoke County,_MOUNT PLEASANT,_000406,535,1434,62,27,17,9
0,_Roanoke County,_COTTON HILL,_000501,492,790,39,25,10,15
0,_Roanoke County,_PENN FOREST,_000502,443,703,39,19,8,6
0,_Roanoke County,_CAVE SPRING,_000503,553,914,45,30,6,13
0,_Roanoke County,_OGDEN,_000504,647,674,76,24,16,14
0,_Roanoke County,_CLEARBROOK,_000505,311,788,29,7,5,3
0,_Roanoke County,_MOUNT VERNON,_000506,474,690,52,15,11,7
0,_Roanoke County,_HUNTING HILLS,_000507,817,1258,69,30,18,17
0,_Rockbridge County,_Airport,_000101,389,493,36,16,1,11
0,_Rockbridge County,_Ben Salem,_000102,232,435,12,17,6,8
0,_Rockbridge County,_Plank Road,_000103,102,251,12,5,2,0
0,_Rockbridge County,_Effinger,_000104,113,278,9,7,8,5
0,_Rockbridge County,_Collierstown,_000201,253,383,16,12,3,12
0,_Rockbridge County,_Highland Belle,_000202,457,707,29,28,3,10
0,_Rockbridge County,_Vo-Tech,_000203,188,149,14,6,1,1
0,_Rockbridge County,_Maury River,_000301,225,401,9,8,2,2
0,_Rockbridge County,_Natural Bridge,_000302,190,477,28,6,5,5
0,_Rockbridge County,_Falling Spring,_000303,82,232,10,6,0,4
0,_Rockbridge County,_Fairfield,_000401,204,478,13,4,9,4
0,_Rockbridge County,_Mountain View,_000402,246,723,23,12,6,10
0,_Rockbridge County,_Vesuvius,_000403,86,262,3,8,3,4
0,_Rockbridge County,_Goshen,_000501,68,292,3,7,3,2
0,_Rockbridge County,_Meadowview,_000502,275,340,23,14,4,11
0,_Rockbridge County,_Rockbridge Baths,_000503,158,279,8,1,3,5
0,_Rockbridge County,_Rockbridge,_000504,240,500,23,14,7,5
0,_Rockingham County,_Broadway,_000101,472,1289,73,25,10,11
0,_Rockingham County,_Timberville,_000102,256,700,39,13,10,4
0,_Rockingham County,_Fulks Run,_000103,132,867,20,12,4,3
0,_Rockingham County,_Bergton,_000104,47,299,9,1,1,3
0,_Rockingham County,_Lacey Spring,_000105,125,676,24,15,2,2
0,_Rockingham County,_Tenth Legion,_000106,149,558,24,15,3,5
0,_Rockingham County,_Plains,_000107,165,654,27,15,1,6
0,_Rockingham County,_Little North Mountain,_000108,115,454,11,19,0,5
0,_Rockingham County,_Singers Glen,_000201,240,878,36,16,7,10
0,_Rockingham County,_Edom,_000202,547,1194,63,25,16,12
0,_Rockingham County,_Dayton,_000203,258,517,35,18,7,2
0,_Rockingham County,_Mt Clinton,_000204,288,956,32,20,5,12
0,_Rockingham County,_Silver Lake,_000205,535,1024,52,50,11,7
0,_Rockingham County,_Keezletown,_000301,221,622,38,11,4,11
0,_Rockingham County,_Port Republic,_000302,317,1050,35,16,3,7
0,_Rockingham County,_Melrose,_000303,149,559,19,14,5,1
0,_Rockingham County,_Grottoes,_000304,289,972,30,17,3,5
0,_Rockingham County,_Massanetta Springs,_000305,654,900,61,33,12,10
0,_Rockingham County,_Cross Keys,_000306,106,330,11,8,5,11
0,_Rockingham County,_Crossroads,_000307,763,1125,68,36,11,17
0,_Rockingham County,_Bridgewater,_000401,901,1494,73,60,24,17
0,_Rockingham County,_Montezuma,_000402,300,949,30,26,4,10
0,_Rockingham County,_Mt Crawford,_000403,62,137,9,7,3,0
0,_Rockingham County,_North River,_000404,357,939,34,30,9,5
0,_Rockingham County,_Ottobine,_000405,212,1305,30,13,8,11
0,_Rockingham County,_Elkton,_000501,335,1011,39,16,4,10
0,_Rockingham County,_Swift Run,_000502,280,1632,29,15,12,6
0,_Rockingham County,_McGaheysville,_000503,409,1232,69,28,8,7
0,_Rockingham County,_South Fork,_000504,149,723,21,8,0,7
0,_Rockingham County,_Stony Run,_000505,533,944,47,28,16,8
0,_Russell County,_Moccasin,_000101,129,713,9,9,2,7
0,_Russell County,_Copper Creek,_000102,123,571,11,4,4,1
0,_Russell County,_South Castlewood,_000103,100,401,12,2,4,0
0,_Russell County,_North Castlewood,_000201,307,1131,25,12,4,8
0,_Russell County,_Dante,_000202,68,237,1,5,1,2
0,_Russell County,_Cooks Mill,_000301,59,207,1,0,3,0
0,_Russell County,_Daugherty,_000302,70,305,7,5,3,0
0,_Russell County,_New Garden,_000303,164,676,14,5,8,2
0,_Russell County,_Cleveland,_000304,132,367,9,10,5,5
0,_Russell County,_Drill,_000401,29,99,5,0,1,1
0,_Russell County,_Swords Creek,_000402,156,1159,14,6,4,2
0,_Russell County,_Honaker,_000403,130,424,8,4,1,3
0,_Russell County,_West Lebanon,_000501,446,1397,37,23,11,10
0,_Russell County,_East Lebanon,_000601,195,800,23,8,4,1
0,_Russell County,_Elk Garden,_000602,222,1034,14,11,3,1
0,_Salem City,_North Salem No 2,_000001,689,790,69,21,15,11
0,_Salem City,_Conehurst,_000002,297,470,32,6,6,9
0,_Salem City,_Beverly Heights,_000003,213,550,22,19,5,9
0,_Salem City,_West Salem,_000004,354,755,54,17,8,14
0,_Salem City,_North Salem No 1,_000005,651,900,65,12,12,12
0,_Salem City,_South Salem No 1,_000006,322,502,27,10,6,3
0,_Salem City,_South Salem No 2,_000007,383,768,52,13,13,17
0,_Salem City,_East Salem,_000008,183,324,17,10,8,2
0,_Salem City,_South Side Hills,_000009,478,1090,55,19,11,11
0,_Salem City,_Hidden Valley,_000010,632,1077,49,31,8,17
0,_Scott County,_Weber City,_000101,129,590,16,6,5,6
0,_Scott County,_Yuma,_000102,160,747,9,9,1,5
0,_Scott County,_Weber City East,_000202,87,471,7,6,4,4
0,_Scott County,_Hiltons,_000203,132,772,15,8,1,6
0,_Scott County,_Clark's,_000204,26,201,1,1,0,2
0,_Scott County,_Nickelsville,_000301,86,550,7,0,1,0
0,_Scott County,_Snowflake,_000302,71,444,2,0,4,1
0,_Scott County,_Twin Springs,_000303,91,388,6,2,1,1
0,_Scott County,_Copper Creek,_000304,33,116,2,0,1,0
0,_Scott County,_Gate City,_000401,292,1379,39,6,10,9
0,_Scott County,_Dungannon,_000501,87,277,2,3,0,2
0,_Scott County,_Fort Blackmore,_000502,67,358,1,1,0,0
0,_Scott County,_Manville,_000503,30,219,6,2,1,0
0,_Scott County,_Rye Cove,_000504,64,501,2,1,0,1
0,_Scott County,_Clinchport,_000601,42,357,6,4,2,0
0,_Scott County,_Duffield-Pattonsville,_000602,138,721,18,3,7,1
0,_Scott County,_Fairview,_000603,46,156,3,1,1,0
0,_Shenandoah County,_Orkney Springs,_000101,271,634,19,9,5,9
0,_Shenandoah County,_New Market,_000103,567,1683,76,36,26,22
0,_Shenandoah County,_Conicville,_000201,349,1298,34,20,9,8
0,_Shenandoah County,_Mt Jackson,_000202,380,1027,42,10,14,11
0,_Shenandoah County,_Edinburg,_000302,352,1098,51,28,11,16
0,_Shenandoah County,_St Luke,_000303,301,1179,25,10,6,8
0,_Shenandoah County,_Fort Valley,_000304,174,597,30,13,8,6
0,_Shenandoah County,_Woodstock,_000401,1007,1880,106,63,23,28
0,_Shenandoah County,_Cedar Creek,_000501,49,79,2,0,0,0
0,_Shenandoah County,_Toms Brook,_000503,522,1519,54,34,8,19
0,_Shenandoah County,_Lebanon Church,_000504,328,1076,35,17,6,8
0,_Shenandoah County,_Strasburg,_000601,973,2024,82,46,33,15
0,_Smyth County,_Saltville,_000101,340,1292,20,8,3,6
0,_Smyth County,_Seven Mile Ford,_000201,214,992,28,6,6,2
0,_Smyth County,_Rich Valley,_000202,128,359,7,4,2,1
0,_Smyth County,_Chilhowie,_000301,275,1232,30,13,5,8
0,_Smyth County,_St Clair,_000302,49,365,3,3,4,2
0,_Smyth County,_East Park,_000401,291,803,34,12,4,7
0,_Smyth County,_West Park,_000402,186,376,23,7,1,2
0,_Smyth County,_Atkins,_000501,192,923,22,19,6,2
0,_Smyth County,_Wassona,_000502,284,494,21,13,2,4
0,_Smyth County,_Royal Oak East,_000601,250,836,17,12,9,7
0,_Smyth County,_Royal Oak West,_000602,124,449,9,4,3,1
0,_Smyth County,_Adwolfe,_000701,154,1023,21,6,6,7
0,_Smyth County,_Sugar Grove,_000702,160,521,19,6,2,2
0,_Smyth County,_Konnarock,_000703,18,85,4,0,0,0
0,_Southampton County,_Berlin,_000101,103,536,21,8,0,0
0,_Southampton County,_Ivor,_000102,358,522,16,8,4,0
0,_Southampton County,_Boykins,_000201,520,358,9,2,3,0
0,_Southampton County,_Branchville,_000202,124,164,5,4,0,0
0,_Southampton County,_Capron,_000301,335,351,15,5,1,0
0,_Southampton County,_Sebrell,_000302,267,385,12,2,4,0
0,_Southampton County,_Drewryville,_000401,276,243,6,5,0,0
0,_Southampton County,_Hunterdale,_000501,327,742,25,10,6,0
0,_Southampton County,_Forks-Of-The-River,_000502,219,253,6,1,1,0
0,_Southampton County,_Courtland,_000601,406,547,15,10,2,0
0,_Southampton County,_Sedley,_000602,76,309,8,1,1,0
0,_Southampton County,_Blackwater River,_000701,333,174,6,2,0,0
0,_Southampton County,_Newsoms,_000702,251,451,12,4,2,0
0,_Spotsylvania County,_Partlow,_000101,431,1302,45,11,9,15
0,_Spotsylvania County,_Blaydes Corner,_000102,553,1347,38,16,8,12
0,_Spotsylvania County,_Travelers Rest (CD 7),_000103,857,1437,73,27,17,19
0,_Spotsylvania County,_Travelers Rest (CD 1),_000103,19,27,0,1,0,0
0,_Spotsylvania County,_Massaponax,_000104,868,1364,81,40,30,21
0,_Spotsylvania County,_Wilderness School,_000201,871,1228,75,29,14,17
0,_Spotsylvania County,_Wilderness Fire,_000202,665,1318,91,32,14,15
0,_Spotsylvania County,_Ni River / Elys Ford,_000203,540,1326,49,18,9,21
0,_Spotsylvania County,_Chancellor,_000204,1255,1434,103,51,24,24
0,_Spotsylvania County,_Plank Road,_000301,1059,1409,94,32,28,17
0,_Spotsylvania County,_Hazel Run,_000302,1273,1449,80,38,31,24
0,_Spotsylvania County,_Riverbend,_000303,1107,1813,64,55,18,22
0,_Spotsylvania County,_Summit,_000401,1239,1376,89,37,15,27
0,_Spotsylvania County,_Parkside (CD 7),_000402,244,242,8,8,1,6
0,_Spotsylvania County,_Parkside (CD 1),_000402,1057,972,64,51,13,15
0,_Spotsylvania County,_Lee Hill,_000403,1533,1610,109,60,24,28
0,_Spotsylvania County,_Belmont,_000501,422,1139,49,20,11,4
0,_Spotsylvania County,_Brokenburg,_000502,370,1053,34,15,3,6
0,_Spotsylvania County,_Post Oak,_000503,393,1223,28,17,7,9
0,_Spotsylvania County,_Courthouse,_000504,817,1388,66,28,18,18
0,_Spotsylvania County,_Brock,_000505,674,1544,67,30,15,24
0,_Spotsylvania County,_Salem,_000601,1216,1387,117,45,32,27
0,_Spotsylvania County,_Smith Station,_000602,1697,1727,117,49,25,19
0,_Spotsylvania County,_Piedmont,_000603,752,985,74,25,14,9
0,_Spotsylvania County,_Battlefield,_000701,1039,1050,66,33,19,14
0,_Spotsylvania County,_Brents Mill (CD 1),_000702,644,663,60,31,21,6
0,_Spotsylvania County,_Brents Mill (CD 7),_000702,469,609,51,26,14,6
0,_Spotsylvania County,_Fairview (CD 7),_000703,543,455,39,18,7,9
0,_Spotsylvania County,_Fairview (CD 1),_000703,168,185,18,8,3,3
0,_Spotsylvania County,_Gayle (CD 1),_000704,433,518,10,7,3,5
0,_Spotsylvania County,_Gayle (CD 7),_000704,999,1043,51,42,3,17
0,_Stafford County,_HARTWOOD,_000101,1158,2496,117,74,28,31
0,_Stafford County,_ROCKY RUN,_000102,827,944,50,28,9,2
0,_Stafford County,_SIMPSON,_000103,888,1366,76,27,16,19
0,_Stafford County,_COLLEGE,_000104,1210,1682,94,55,20,18
0,_Stafford County,_ROCK HILL,_000201,900,1195,76,30,17,17
0,_Stafford County,_ROSEVILLE,_000202,1244,1416,124,47,25,24
0,_Stafford County,_RUBY,_000203,544,1442,97,20,19,9
0,_Stafford County,_STEFANIGA,_000204,1074,1605,65,36,11,21
0,_Stafford County,_GRIFFIS,_000301,1215,635,51,16,15,9
0,_Stafford County,_WIDEWATER,_000302,1562,1248,103,33,18,20
0,_Stafford County,_HARBOUR,_000303,623,898,70,26,13,15
0,_Stafford County,_BARRETT,_000304,603,532,36,19,9,5
0,_Stafford County,_AQUIA,_000401,555,303,24,14,6,6
0,_Stafford County,_COURTHOUSE,_000402,1840,1188,101,42,26,22
0,_Stafford County,_BROOKE,_000403,996,1699,94,32,22,20
0,_Stafford County,_GOVERNMENT ISLAND,_000404,750,1105,74,42,20,34
0,_Stafford County,_GRAFTON,_000501,1172,1941,94,43,19,33
0,_Stafford County,_FALMOUTH,_000502,920,1121,59,53,10,32
0,_Stafford County,_DREW,_000503,900,1214,91,27,28,18
0,_Stafford County,_GAYLE,_000504,1125,820,43,35,18,11
0,_Stafford County,_FERRY FARM,_000601,808,1321,70,29,16,26
0,_Stafford County,_CHATHAM,_000602,1118,1324,115,37,27,31
0,_Stafford County,_WHITE OAK,_000603,838,1794,78,29,17,17
0,_Stafford County,_ENGLAND RUN,_000604,882,482,49,26,26,6
0,_Stafford County,_WOODLANDS,_000701,1277,1494,87,57,17,30
0,_Stafford County,_WHITSON,_000702,1403,948,92,48,23,16
0,_Stafford County,_HAMPTON,_000703,1476,1655,110,81,13,32
0,_Staunton City,_Ward No 1,_000101,1001,1079,78,37,16,11
0,_Staunton City,_Ward No 2,_000201,1094,1408,90,24,44,15
0,_Staunton City,_Ward No 3,_000301,974,1099,102,29,20,22
0,_Staunton City,_Ward No 4,_000401,896,844,70,37,11,28
0,_Staunton City,_Ward No 5,_000501,1368,703,79,32,18,26
0,_Suffolk City,_BELLEHARBOUR,_000101,902,384,49,15,12,7
0,_Suffolk City,_DRIVER,_000102,1042,1937,94,54,15,21
0,_Suffolk City,_BENNETTS CREEK,_000104,960,939,73,35,25,17
0,_Suffolk City,_EBENEZER,_000201,470,1024,37,23,8,5
0,_Suffolk City,_CHUCKATUCK,_000202,596,916,44,11,9,7
0,_Suffolk City,_KINGS FORK,_000203,1327,776,60,17,12,8
0,_Suffolk City,_HILLPOINT,_000204,1050,627,44,23,7,5
0,_Suffolk City,_WHITE MARSH,_000301,401,190,5,5,1,0
0,_Suffolk City,_JOHN F KENNEDY (CD 4),_000302,1068,24,7,3,4,2
0,_Suffolk City,_JOHN F KENNEDY (CD 3),_000302,720,221,19,2,3,4
0,_Suffolk City,_NANSEMOND RIVER,_000304,1193,692,56,33,19,6
0,_Suffolk City,_SHOULDERS HILL,_000305,527,331,22,8,5,1
0,_Suffolk City,_AIRPORT,_000401,425,668,28,10,3,3
0,_Suffolk City,_WHALEYVILLE,_000402,319,897,49,8,3,7
0,_Suffolk City,_SOUTHSIDE,_000403,870,47,2,4,2,2
0,_Suffolk City,_BOOKER T WASHINGTON (CD 4),_000404,1161,66,9,10,2,1
0,_Suffolk City,_BOOKER T WASHINGTON (CD 3),_000404,322,8,0,0,3,2
0,_Suffolk City,_PITTMANTOWN,_000405,239,273,10,3,2,4
0,_Suffolk City,_KILBYS MILL,_000501,882,1435,61,18,8,10
0,_Suffolk City,_HOLLAND,_000502,754,1286,57,15,9,4
0,_Suffolk City,_LAKE COHOON (CD 4),_000504,447,936,35,21,7,9
0,_Suffolk City,_LAKE COHOON (CD 3),_000504,185,505,19,2,1,4
0,_Suffolk City,_LAKESIDE,_000601,1178,688,63,24,6,4
0,_Suffolk City,_OLDE TOWNE (CD 4),_000602,10,0,0,0,0,0
0,_Suffolk City,_OLDE TOWNE (CD 3),_000602,353,192,14,5,4,2
0,_Suffolk City,_ELEPHANTS FORK/WESTHAVEN,_000603,270,300,17,5,2,2
0,_Suffolk City,_WILROY,_000604,574,664,55,16,8,11
0,_Suffolk City,_HOLLYWOOD,_000605,851,27,10,2,2,6
0,_Suffolk City,_HARBOURVIEW,_000702,1066,990,63,27,8,17
0,_Suffolk City,_BURBAGE GRANT,_000704,1369,661,67,23,11,8
0,_Suffolk City,_HUNTERSVILLE,_000706,1749,302,29,14,22,18
0,_Surry County,_Surry,_000101,359,522,27,10,3,1
0,_Surry County,_Bacons Castle,_000201,568,312,8,4,5,4
0,_Surry County,_Dendron,_000301,251,198,9,4,1,2
0,_Surry County,_Walls Bridge,_000302,255,164,8,4,2,0
0,_Surry County,_Carsley,_000401,502,360,15,3,4,3
0,_Surry County,_Claremont,_000501,284,258,14,3,2,0
0,_Surry County,_Spring Grove,_000502,53,5,0,1,0,0
0,_Sussex County,_Waverly,_000101,663,161,3,3,4,1
0,_Sussex County,_Stony Creek,_000201,447,180,9,3,2,0
0,_Sussex County,_Little Mill,_000202,102,67,1,0,0,0
0,_Sussex County,_Courthouse,_000301,224,404,6,7,2,1
0,_Sussex County,_Wakefield,_000302,25,163,7,0,1,0
0,_Sussex County,_Mars Hill,_000401,456,265,13,5,3,0
0,_Sussex County,_West Wakefield,_000402,85,16,1,0,1,0
0,_Sussex County,_Henry,_000501,370,200,9,2,1,0
0,_Sussex County,_Yale,_000502,178,89,3,0,1,0
0,_Sussex County,_Blackwater,_000601,205,338,6,1,6,0
0,_Sussex County,_Newville,_000602,124,172,5,1,1,1
0,_Tazewell County,_Abbs Valley,_000101,60,305,11,3,0,1
0,_Tazewell County,_Tip Top,_000102,79,390,7,1,0,1
0,_Tazewell County,_Boissevain,_000103,55,224,5,3,0,0
0,_Tazewell County,_Falls Mills,_000104,54,442,9,2,1,4
0,_Tazewell County,_Pocahontas,_000106,71,166,7,4,0,1
0,_Tazewell County,_Amonate,_000107,14,85,1,1,0,0
0,_Tazewell County,_Bishop,_000109,24,164,3,0,0,0
0,_Tazewell County,_Adria,_000110,52,416,7,1,1,0
0,_Tazewell County,_Gap Store,_000111,61,380,9,1,1,0
0,_Tazewell County,_Bandy,_000112,25,183,4,0,0,0
0,_Tazewell County,_Burkes Garden,_000203,19,110,0,0,0,0
0,_Tazewell County,_Clear Fork,_000204,60,445,10,3,0,3
0,_Tazewell County,_Freestone,_000207,30,141,3,2,0,1
0,_Tazewell County,_Jeffersonville,_000209,517,1966,39,20,9,5
0,_Tazewell County,_Thompson Valley,_000214,76,460,8,6,1,1
0,_Tazewell County,_Cedar Bluff,_000301,256,1788,27,8,7,7
0,_Tazewell County,_Baptist Valley,_000302,63,341,1,2,0,0
0,_Tazewell County,_Wardell,_000303,125,753,9,8,5,1
0,_Tazewell County,_Pounding Mill,_000305,96,558,2,9,1,0
0,_Tazewell County,_Richlands,_000401,409,1899,40,18,8,13
0,_Tazewell County,_Jewell Ridge,_000402,32,222,0,2,2,0
0,_Tazewell County,_Raven,_000404,110,681,4,8,4,3
0,_Tazewell County,_Springville,_000501,148,1158,17,10,3,9
0,_Tazewell County,_Graham,_000502,459,1891,37,15,10,13
0,_Virginia Beach City,_North Beach,_000001,941,1625,80,18,10,19
0,_Virginia Beach City,_South Beach,_000002,1019,1156,131,29,30,22
0,_Virginia Beach City,_Ocean Lakes,_000003,667,971,75,15,12,11
0,_Virginia Beach City,_Linkhorn,_000004,821,1170,80,17,14,14
0,_Virginia Beach City,_Seatack,_000005,1230,916,102,26,35,16
0,_Virginia Beach City,_Alanton,_000006,841,1334,86,31,12,21
0,_Virginia Beach City,_Kingston,_000007,517,901,80,20,7,13
0,_Virginia Beach City,_London Bridge,_000008,1061,1258,129,28,35,15
0,_Virginia Beach City,_Trantwood,_000009,738,1275,78,27,10,12
0,_Virginia Beach City,_Great Neck,_000010,690,1533,85,16,10,15
0,_Virginia Beach City,_Cape Henry,_000011,1054,1274,91,19,13,23
0,_Virginia Beach City,_Plaza,_000012,1138,1008,113,33,35,19
0,_Virginia Beach City,_Mt Trashmore,_000013,1134,1362,142,25,23,16
0,_Virginia Beach City,_Malibu,_000014,973,1264,106,25,18,22
0,_Virginia Beach City,_Old Donation,_000015,712,835,107,18,16,9
0,_Virginia Beach City,_Aragona,_000016,1270,1406,150,20,29,16
0,_Virginia Beach City,_Ocean Park,_000017,699,913,88,26,17,11
0,_Virginia Beach City,_Thoroughgood,_000018,1030,1294,91,28,18,43
0,_Virginia Beach City,_Lake Smith,_000019,462,764,52,8,9,9
0,_Virginia Beach City,_Bayside,_000020,787,1028,52,20,16,5
0,_Virginia Beach City,_Davis Corner,_000021,1560,471,57,15,22,23
0,_Virginia Beach City,_Point O View,_000022,721,1027,60,27,21,15
0,_Virginia Beach City,_Arrowhead,_000023,842,1258,89,27,36,13
0,_Virginia Beach City,_Larkspur,_000024,744,760,72,17,13,7
0,_Virginia Beach City,_Avalon,_000025,1385,1499,125,37,31,23
0,_Virginia Beach City,_Fairfield,_000026,823,1006,86,32,17,21
0,_Virginia Beach City,_Edwin,_000027,850,1230,92,27,9,22
0,_Virginia Beach City,_Thalia,_000028,644,917,77,26,16,21
0,_Virginia Beach City,_Holland,_000029,1231,792,100,37,35,16
0,_Virginia Beach City,_Red Wing,_000030,651,1140,77,12,17,14
0,_Virginia Beach City,_Sigma,_000031,978,2106,107,42,9,22
0,_Virginia Beach City,_Creeds,_000032,225,916,36,9,8,9
0,_Virginia Beach City,_Capps Shop,_000033,255,976,26,7,3,2
0,_Virginia Beach City,_Blackwater,_000034,173,587,25,3,1,1
0,_Virginia Beach City,_Courthouse,_000035,654,1341,66,20,13,19
0,_Virginia Beach City,_Windsor Oaks,_000036,1455,1038,121,27,14,17
0,_Virginia Beach City,_Chesapeake Beach,_000037,780,845,107,22,18,9
0,_Virginia Beach City,_Witchduck,_000038,970,1616,81,28,12,20
0,_Virginia Beach City,_Pembroke,_000039,1261,1297,128,27,21,19
0,_Virginia Beach City,_Bonney,_000040,829,832,72,27,17,16
0,_Virginia Beach City,_College Park,_000041,1897,635,80,17,23,17
0,_Virginia Beach City,_Brandon,_000042,1124,1050,85,31,21,19
0,_Virginia Beach City,_Bellamy,_000043,1111,711,98,42,23,13
0,_Virginia Beach City,_Centerville,_000044,1044,1351,113,31,31,26
0,_Virginia Beach City,_Timberlake,_000045,1407,627,86,24,11,14
0,_Virginia Beach City,_Green Run,_000046,1234,650,49,19,13,11
0,_Virginia Beach City,_Kings Grant,_000047,938,1613,96,42,27,32
0,_Virginia Beach City,_Wolfsnare,_000048,997,1383,100,24,11,24
0,_Virginia Beach City,_Lynnhaven,_000049,706,1259,72,23,11,16
0,_Virginia Beach City,_Oceana,_000050,945,480,77,20,17,12
0,_Virginia Beach City,_Stratford Chase,_000051,791,1073,81,18,25,36
0,_Virginia Beach City,_Homestead,_000052,1188,1328,112,25,23,16
0,_Virginia Beach City,_Shannon,_000053,797,969,55,20,13,7
0,_Virginia Beach City,_Cromwell,_000054,798,753,85,16,12,8
0,_Virginia Beach City,_Magic Hollow,_000055,1358,753,116,23,33,21
0,_Virginia Beach City,_Edinburgh,_000056,424,687,57,7,14,7
0,_Virginia Beach City,_Sherry Park,_000057,578,821,55,15,18,8
0,_Virginia Beach City,_Glenwood,_000058,1088,1026,87,22,18,14
0,_Virginia Beach City,_Shelton Park,_000059,759,741,55,22,11,15
0,_Virginia Beach City,_Foxfire,_000060,805,1590,91,20,14,21
0,_Virginia Beach City,_Baker,_000061,1807,259,49,22,23,14
0,_Virginia Beach City,_Landstown,_000062,1035,1245,80,32,20,15
0,_Virginia Beach City,_Culver,_000063,1038,1485,128,31,24,16
0,_Virginia Beach City,_Rosemont Forest,_000064,1458,1380,106,31,16,11
0,_Virginia Beach City,_Colonial,_000065,944,985,89,43,17,19
0,_Virginia Beach City,_Hunt,_000066,687,1208,91,18,22,22
0,_Virginia Beach City,_Eastern Shore,_000067,543,469,74,8,13,13
0,_Virginia Beach City,_Manor,_000068,832,1090,92,18,13,14
0,_Virginia Beach City,_Shell,_000069,1193,478,55,18,11,12
0,_Virginia Beach City,_Corporate Landing,_000070,1080,1250,142,20,28,26
0,_Virginia Beach City,_Round Hill,_000071,586,487,49,11,1,5
0,_Virginia Beach City,_Rudee,_000072,765,1297,89,20,24,15
0,_Virginia Beach City,_Dahlia,_000073,1111,615,84,19,21,11
0,_Virginia Beach City,_Buckner,_000074,1150,656,62,17,19,10
0,_Virginia Beach City,_Colony,_000075,870,1398,103,24,12,15
0,_Virginia Beach City,_Village,_000076,1173,604,109,17,18,8
0,_Virginia Beach City,_Brookwood,_000077,946,961,102,28,28,27
0,_Virginia Beach City,_Indian Lakes,_000078,909,811,79,26,17,0
0,_Virginia Beach City,_Pleasant Hall,_000079,1158,584,84,23,23,14
0,_Virginia Beach City,_Chimney Hill,_000080,1070,600,72,29,36,16
0,_Virginia Beach City,_Rock Lake,_000081,1291,919,94,25,17,10
0,_Virginia Beach City,_Shelburne,_000082,675,961,70,23,17,23
0,_Virginia Beach City,_Strawbridge,_000083,792,1399,127,43,20,20
0,_Virginia Beach City,_Tallwood,_000084,1164,862,93,39,23,20
0,_Virginia Beach City,_Upton,_000085,979,1610,111,31,24,19
0,_Virginia Beach City,_Haygood,_000086,975,1149,54,22,8,30
0,_Virginia Beach City,_Hillcrest,_000087,818,1039,68,20,13,22
0,_Virginia Beach City,_North Landing,_000088,725,998,61,21,15,10
0,_Virginia Beach City,_Lake Christopher,_000089,863,1050,87,31,10,14
0,_Virginia Beach City,_Lake Joyce,_000090,523,850,66,15,10,13
0,_Virginia Beach City,_Lexington,_000091,1164,762,76,25,22,13
0,_Virginia Beach City,_Little Neck,_000092,600,935,61,21,17,14
0,_Virginia Beach City,_Newtown,_000093,1679,289,49,20,13,16
0,_Virginia Beach City,_Pinewood,_000094,466,647,51,15,15,7
0,_Virginia Beach City,_Dam Neck,_000095,546,767,58,7,8,9
0,_Virginia Beach City,_Hilltop,_000096,807,620,72,12,23,17
0,_Virginia Beach City,_Indian River,_000097,1151,662,88,18,13,9
0,_Virginia Beach City,_Independence,_000098,655,402,58,15,12,8
0,_Warren County,_Fork Town,_000101,414,693,32,14,14,6
0,_Warren County,_Otterburn,_000102,551,1654,54,29,12,8
0,_Warren County,_Happy Creek,_000201,621,1269,54,30,10,22
0,_Warren County,_Linden,_000202,536,1123,87,23,24,24
0,_Warren County,_North River,_000301,557,966,53,16,13,10
0,_Warren County,_Riverton,_000302,436,1171,24,12,4,12
0,_Warren County,_East Shenandoah,_000401,587,1883,64,44,29,30
0,_Warren County,_Town-West Shenandoah,_000402,368,791,27,16,16,14
0,_Warren County,_South River,_000501,735,1269,65,27,17,11
0,_Warren County,_Bentonville,_000502,192,538,25,4,8,3
0,_Warren County,_Browntown,_000504,172,416,10,7,2,3
0,_Washington County,_EAST ABINGDON,_000101,686,1562,63,19,12,19
0,_Washington County,_WEST ABINGDON,_000102,405,823,25,15,5,2
0,_Washington County,_CLINCHBURG,_000201,119,646,15,6,2,2
0,_Washington County,_GREENDALE,_000202,213,1035,13,14,5,2
0,_Washington County,_HAYTERS GAP,_000203,74,393,4,8,1,1
0,_Washington County,_WOODLAND HILLS,_000204,286,853,16,12,6,2
0,_Washington County,_WATAUGA,_000301,468,1497,51,22,2,9
0,_Washington County,_SOUTH ABINGDON,_000302,600,1219,46,21,16,15
0,_Washington County,_GLADE SPRING,_000401,339,1158,32,9,2,4
0,_Washington County,_MEADOWVIEW,_000402,441,1340,40,13,6,12
0,_Washington County,_RHEA VALLEY,_000501,381,1808,34,12,9,8
0,_Washington County,_DAMASCUS,_000502,306,755,30,10,6,2
0,_Washington County,_GREEN COVE,_000504,35,146,4,0,2,1
0,_Washington County,_BURSON PLACE,_000601,233,1548,45,14,7,2
