IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_VA_20161108_GEN_PRE_DEM_CLINTON,USA_VA_20161108_GEN_PRE_REP_TRUMP,USA_VA_20161108_GEN_PRE_LIB_JOHNSON,USA_VA_20161108_GEN_PRE_IND_MCMULLIN,USA_VA_20161108_GEN_PRE_GRE_STEIN,USA_VA_20161108_GEN_PRE_OTH_WRITEIN
0,_Washington County,_MENDOTA,_000602,54,300,10,6,2,12
0,_Washington County,_VALLEY INSTITUTE,_000603,236,1106,22,10,2,8
0,_Washington County,_HIGH POINT,_000701,224,1212,27,11,0,4
0,_Washington County,_WALLACE,_000702,130,598,15,9,1,1
0,_Washington County,_JOHN BATTLE,_000703,323,1321,45,18,7,8
0,_Waynesboro City,_Ward A,_000001,695,755,48,13,16,14
0,_Waynesboro City,_Ward B,_000002,1064,1320,113,36,24,26
0,_Waynesboro City,_Ward C,_000003,811,1036,70,37,20,13
0,_Waynesboro City,_Ward D,_000004,1194,1690,105,59,14,31
0,_Westmoreland County,_Precinct 1-1,_000101,750,305,19,3,2,2
0,_Westmoreland County,_Precinct 1-2,_000102,375,262,8,4,1,0
0,_Westmoreland County,_Precinct 2-1,_000201,612,524,19,4,5,7
0,_Westmoreland County,_Precinct 2-2,_000202,234,396,9,4,4,1
0,_Westmoreland County,_Precinct 3-1,_000301,425,483,16,7,1,0
0,_Westmoreland County,_Precinct 3-2,_000302,320,358,8,6,2,6
0,_Westmoreland County,_Precinct 4-1,_000401,483,1172,39,11,13,10
0,_Westmoreland County,_Precinct 5-1,_000501,637,948,39,11,12,17
0,_Williamsburg City,_Stryker,_000001,2479,1057,112,47,45,39
0,_Williamsburg City,_Matoaka,_000002,2727,868,119,53,39,41
0,_Winchester City,_Merrimans,_000101,1039,986,82,17,12,22
0,_Winchester City,_Old Town,_000102,744,792,70,25,23,16
0,_Winchester City,_Virginia Avenue,_000201,1143,710,78,26,30,9
0,_Winchester City,_War Memorial,_000301,972,862,96,16,20,15
0,_Winchester City,_Frederick Douglass,_000401,439,479,29,12,6,8
0,_Winchester City,_Rolling Hills,_000402,827,961,45,32,8,14
0,_Wise County,_Appalachia,_000101,213,740,13,6,8,3
0,_Wise County,_Dorchester,_000102,116,529,6,2,1,4
0,_Wise County,_Guest River,_000103,104,516,2,2,1,1
0,_Wise County,_West Pound,_000104,284,1393,18,7,11,4
0,_Wise County,_North Coeburn,_000201,135,690,7,4,4,2
0,_Wise County,_Wise,_000202,483,1782,43,6,15,4
0,_Wise County,_East Pound,_000203,57,380,3,1,6,5
0,_Wise County,_Big Stone Gap,_000301,411,1395,28,6,9,9
0,_Wise County,_East Stone Gap,_000302,297,1555,22,16,9,10
0,_Wise County,_Clinch Valley,_000401,213,1228,22,7,7,7
0,_Wise County,_South Coeburn,_000402,232,1454,13,5,3,1
0,_Wise County,_St Paul,_000403,156,424,5,3,3,2
0,_Wythe County,_ROYAL OAK,_000101,61,474,6,8,1,2
0,_Wythe County,_RURAL RETREAT,_000102,312,1392,37,18,4,6
0,_Wythe County,_WEST WYTHEVILLE,_000203,649,1377,59,22,9,14
0,_Wythe County,_EAST WYTHEVILLE,_000303,686,1431,58,13,9,13
0,_Wythe County,_FORT CHISWELL,_000401,201,970,21,11,2,6
0,_Wythe County,_MAX MEADOWS,_000402,189,939,25,5,4,7
0,_Wythe County,_JACKSON MEMORIAL,_000501,153,663,14,9,2,3
0,_Wythe County,_SHEFFEY,_000502,166,1025,22,8,5,10
0,_Wythe County,_HUDDLE,_000601,73,496,2,4,3,0
0,_Wythe County,_ZION,_000602,164,733,23,5,2,3
0,_Wythe County,_EVERGREEN,_000603,116,546,18,4,8,7
0,_York County,_QUEENS LAKE,_000101,826,894,57,29,17,14
0,_York County,_WALLER MILL,_000102,972,1241,87,47,25,14
0,_York County,_MAGRUDER,_000103,1739,1019,125,39,21,23
0,_York County,_COVENTRY,_000201,1386,1807,116,62,35,30
0,_York County,_KILN CREEK,_000202,727,900,51,22,10,16
0,_York County,_SEAFORD,_000301,708,2223,97,52,24,32
0,_York County,_YORKTOWN,_000302,800,1311,85,36,13,20
0,_York County,_EDGEHILL,_000303,1153,1174,96,33,19,17
0,_York County,_HARWOODS MILL,_000401,819,1842,101,49,19,24
0,_York County,_DARE,_000402,881,1972,105,47,22,19
0,_York County,_GRAFTON,_000403,534,930,40,19,8,15
0,_York County,_TABB,_000501,1096,1877,104,55,17,28
0,_York County,_BETHEL,_000502,1358,1647,122,59,22,38
