IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_AR_20201103_GEN_PRE_REP_TRUMP,USA_AR_20201103_GEN_PRE_DEM_BIDEN,USA_AR_20201103_GEN_PRE_LIB_JORGENSEN,USA_AR_20201103_GEN_PRE_GRE_HAWKINS,USA_AR_20201103_GEN_PRE_CON_BLANKENSHIP,USA_AR_20201103_GEN_PRE_ASP_CARROLL,USA_AR_20201103_GEN_PRE_LLP_MYERS,USA_AR_20201103_GEN_PRE_SLP_RIVA,USA_AR_20201103_GEN_PRE_IND_WEST,USA_AR_20201103_GEN_PRE_IND_COLLINS,USA_AR_20201103_GEN_PRE_IND_PIERCE,USA_AR_20201103_GEN_PRE_IND_GAMMON,USA_AR_20201103_GEN_PRE_IND_FUENTE,USA_AR_20201103_GEN_USS_REP_COTTON,USA_AR_20201103_GEN_USS_LIB_HARRINGTON
0,_Arkansas,_11 - McFall,_11 - McFall,38,7,0,0,0,0,0,0,1,0,0,0,1,40,7
0,_Arkansas,_12 - Crockett,_12 - Crockett,32,9,0,0,0,0,0,0,0,0,0,0,0,36,4
0,_Arkansas,_13 - Keaton,_13 - Keaton,241,83,2,0,1,0,0,0,0,1,0,1,0,244,76
0,_Arkansas,_14 - Mill Bayou,_14 - Mill Bayou,88,14,1,0,0,0,0,0,1,1,0,0,0,88,16
0,_Arkansas,_15 - Almyra,_15 - Almyra,96,10,2,0,0,0,0,1,0,0,0,0,0,96,12
0,_Arkansas,_21 - Prairie,_21 - Prairie,147,23,0,0,1,0,0,0,1,1,0,0,0,155,19
0,_Arkansas,_22 - Lagrue,_22 - Lagrue,410,51,4,0,0,1,0,0,0,1,0,0,0,416,45
0,_Arkansas,_23 - St. Charles,_23 - St. Charles,74,8,0,0,0,0,0,0,0,1,0,0,0,76,6
0,_Arkansas,_31 - Chester,_31 - Chester,77,16,1,0,0,0,0,0,0,0,0,0,0,81,11
0,_Arkansas,_32 - Arkansas,_32 - Arkansas,34,11,0,0,0,0,0,0,0,0,0,0,0,34,8
0,_Arkansas,_33 - Stanley,_33 - Stanley,7,4,0,0,0,0,0,0,0,0,0,0,0,7,4
0,_Arkansas,_34 - Gillett Ward 1,_34 - Gillett Ward 1,50,17,0,0,1,0,0,0,0,1,0,0,0,53,15
0,_Arkansas,_35 - Gillett Ward 2,_35 - Gillett Ward 2,90,20,1,0,0,0,0,0,0,0,0,0,0,92,18
0,_Arkansas,_36 - Gillett Ward 3,_36 - Gillett Ward 3,41,23,1,0,0,0,0,0,1,0,0,0,0,44,21
0,_Arkansas,_37 - PT Deluce,_37 - PT Deluce,87,6,0,1,0,0,0,0,0,0,0,0,0,87,7
0,_Arkansas,_38 - Bayou Meto,_38 - Bayou Meto,67,9,1,1,0,0,0,0,0,0,0,0,0,69,8
0,_Arkansas,_41 - Morris,_41 - Morris,86,10,0,0,0,0,0,0,0,0,0,0,0,85,10
0,_Arkansas,_42 - Gum Pond,_42 - Gum Pond,130,26,1,0,0,0,1,1,0,0,0,0,1,137,21
0,_Arkansas,_43 - Barton,_43 - Barton,72,5,1,0,0,0,0,0,0,0,0,0,0,71,7
0,_Arkansas,_44 - Henton,_44 - Henton,80,11,1,0,0,0,0,1,0,0,0,0,0,79,12
0,_Arkansas,_45 - Brewer,_45 - Brewer,24,1,1,0,0,0,0,0,0,0,0,0,0,22,3
0,_Arkansas,_46 - Garland,_46 - Garland,63,7,0,0,0,0,0,0,0,0,0,0,0,63,7
0,_Arkansas,_47 - Humphrey Ward 1,_47 - Humphrey Ward 1,18,36,1,0,0,0,0,2,1,0,0,0,0,26,30
0,_Arkansas,_48 - Humphrey Ward 3,_48 - Humphrey Ward 3,15,10,0,0,0,0,0,0,0,0,0,1,0,15,10
0,_Arkansas,_51 - DeWitt 1,_51 - DeWitt 1,62,123,2,0,0,0,0,3,2,3,0,0,1,86,90
0,_Arkansas,_53 - Dewitt 2,_53 - Dewitt 2,226,71,2,1,1,0,0,1,0,2,0,1,0,242,48
0,_Arkansas,_55 - Dewitt 3,_55 - Dewitt 3,300,67,1,1,0,0,0,0,2,2,1,1,0,304,57
0,_Arkansas,_71 - Stuttgart 1,_71 - Stuttgart 1,193,498,3,4,2,1,2,7,4,7,0,5,2,262,400
0,_Arkansas,_81 - Stuttgart 2,_81 - Stuttgart 2,689,343,7,4,3,1,1,5,6,1,2,2,2,746,281
0,_Arkansas,_91 - Stuttgart 3,_91 - Stuttgart 3,767,299,13,4,0,4,0,2,0,1,1,2,0,811,248
0,_Ashley,_01 - Crossett Ward 1,_01 - Crossett Ward 1,182,297,1,2,4,0,5,2,9,7,1,5,0,221,266
0,_Ashley,_02 - Crossett Ward 2,_02 - Crossett Ward 2,298,323,2,2,4,0,4,5,7,4,0,0,2,344,289
0,_Ashley,_03 - Crossett Ward 3,_03 - Crossett Ward 3,685,175,6,0,3,1,0,1,1,1,0,4,1,701,175
0,_Ashley,_04 - North Crossett East,_04 - North Crossett East,379,77,0,0,1,0,0,0,4,2,0,0,0,377,78
0,_Ashley,_05 - North Crossett West,_05 - North Crossett West,212,50,0,0,0,0,0,0,2,0,1,0,1,212,50
0,_Ashley,_06 - West Crossett Rural,_06 - West Crossett Rural,406,178,0,0,2,0,0,1,2,2,0,3,0,429,148
0,_Ashley,_07 - VO - Tech,_07 - VO - Tech,212,62,2,0,2,0,0,1,2,1,0,0,0,212,68
0,_Ashley,_08 - Cooter,_08 - Cooter,177,34,3,0,0,0,0,0,0,0,0,0,0,181,30
0,_Ashley,_09 - Hickory Grove,_09 - Hickory Grove,418,45,2,0,1,0,0,0,0,1,0,0,0,414,42
0,_Ashley,_10 - Crossroads,_10 - Crossroads,355,42,2,0,1,1,0,1,2,1,0,2,1,352,50
0,_Ashley,_11 - Hamburg Ward 3,_11 - Hamburg Ward 3,309,76,1,2,2,0,1,0,1,1,0,0,1,319,72
0,_Ashley,_12 - Hamburg Ward 2,_12 - Hamburg Ward 2,189,55,1,1,0,0,0,2,1,3,1,1,2,207,44
0,_Ashley,_13 - Hamburg Ward 1,_13 - Hamburg Ward 1,45,160,0,0,2,2,0,2,2,4,0,4,0,67,145
0,_Ashley,_14 - Hamburg Rural,_14 - Hamburg Rural,547,74,1,0,1,1,0,1,0,1,1,2,0,556,68
0,_Ashley,_15 - Mt. Zion,_15 - Mt. Zion,142,11,0,0,0,0,0,0,0,1,0,1,0,144,10
0,_Ashley,_16 - Milo,_16 - Milo,345,47,2,0,2,0,0,0,0,0,1,0,0,344,49
0,_Ashley,_17 - Beech Creek,_17 - Beech Creek,22,3,0,0,0,0,0,0,0,1,0,0,0,23,2
0,_Ashley,_18 - Mist,_18 - Mist,83,5,0,0,0,0,0,0,0,0,0,0,0,80,6
0,_Ashley,_19 - Fountain Hill City,_19 - Fountain Hill City,34,23,0,0,0,0,0,1,0,1,0,1,0,40,20
0,_Ashley,_20 - Fountain Hill Rural,_20 - Fountain Hill Rural,211,39,0,1,0,0,1,0,0,0,0,1,0,216,31
0,_Ashley,_21 - Portland City,_21 - Portland City,84,84,0,0,0,1,0,0,0,3,0,1,0,100,66
0,_Ashley,_22 - Portland Rural,_22 - Portland Rural,24,8,0,0,0,0,0,0,1,0,0,0,0,27,6
0,_Ashley,_23 - Boydell,_23 - Boydell,7,4,0,0,0,0,0,0,0,0,0,0,0,8,3
0,_Ashley,_24 - Snyder / Trafalgar,_24 - Snyder / Trafalgar,41,5,0,0,1,0,1,0,0,1,0,0,0,40,8
0,_Ashley,_25 - Montrose City,_25 - Montrose City,19,69,1,0,0,1,0,3,0,3,0,0,0,30,49
0,_Ashley,_26 - Montrose Rural,_26 - Montrose Rural,5,3,0,0,0,0,0,0,0,0,0,0,0,5,3
0,_Ashley,_27 - Parkdale City,_27 - Parkdale City,29,55,0,0,0,3,1,1,2,0,0,2,0,37,51
0,_Ashley,_28 - Parkdale Rural,_28 - Parkdale Rural,7,6,0,0,0,0,0,0,2,0,0,0,0,8,7
0,_Ashley,_29 - Wilmot City,_29 - Wilmot City,40,100,1,1,3,0,3,6,5,6,0,7,1,58,103
0,_Ashley,_30 - Wilmot Rural,_30 - Wilmot Rural,41,15,0,0,1,0,1,0,0,0,0,0,0,49,10
0,_Baxter,_01-1,_01-1,639,115,1,1,2,0,1,0,6,2,0,0,1,634,114
0,_Baxter,_01-2,_01-2,638,156,6,1,4,2,0,0,2,0,3,0,0,642,147
0,_Baxter,_01-3,_01-3,332,116,5,0,2,1,1,0,1,0,2,1,0,338,108
0,_Baxter,_02-1,_02-1,601,112,2,1,2,2,0,1,2,1,1,0,2,605,99
0,_Baxter,_02-2,_02-2,616,138,9,0,3,1,0,2,5,1,1,0,1,614,137
0,_Baxter,_02-3,_02-3,369,94,3,0,2,0,1,0,1,0,1,0,0,378,80
0,_Baxter,_03-1,_03-1,391,86,4,0,1,1,0,0,0,0,1,0,1,398,77
0,_Baxter,_03-2,_03-2,248,55,2,1,1,0,0,1,2,1,0,0,0,246,56
0,_Baxter,_03-3,_03-3,741,224,11,1,5,2,0,1,4,0,4,0,1,764,208
0,_Baxter,_03-4,_03-4,197,33,4,0,1,0,0,0,2,1,0,0,0,199,36
0,_Baxter,_04-1,_04-1,1053,388,21,3,7,3,2,1,7,2,5,4,2,1082,360
0,_Baxter,_04-2,_04-2,391,126,1,0,0,0,0,0,1,1,2,0,0,391,115
0,_Baxter,_05-1,_05-1,412,186,8,1,1,0,0,0,5,1,1,2,3,439,159
0,_Baxter,_05-2,_05-2,339,154,9,3,2,0,0,1,1,2,2,0,1,355,139
0,_Baxter,_05-3,_05-3,47,11,1,0,2,0,0,0,0,0,0,0,0,45,12
0,_Baxter,_05-4,_05-4,216,84,10,3,1,0,0,0,2,0,1,0,0,213,89
0,_Baxter,_06-1,_06-1,741,265,8,1,1,1,0,0,1,6,1,0,1,764,227
0,_Baxter,_06-2,_06-2,476,122,7,1,0,2,0,0,1,1,1,1,1,488,113
0,_Baxter,_06-3,_06-3,209,50,2,0,1,2,0,0,2,2,0,0,0,204,57
0,_Baxter,_07-1,_07-1,753,279,8,3,6,1,0,0,4,2,2,1,1,782,244
0,_Baxter,_07-2,_07-2,398,122,3,1,4,0,1,1,2,0,0,0,1,404,109
0,_Baxter,_07-3,_07-3,251,102,2,0,3,1,0,0,1,0,0,2,0,259,91
0,_Baxter,_08-1,_08-1,975,252,5,4,1,3,0,0,1,3,4,0,2,997,219
0,_Baxter,_08-2,_08-2,130,24,2,1,3,0,0,0,0,0,0,0,0,129,28
0,_Baxter,_08-3,_08-3,112,42,0,1,0,1,0,0,0,0,0,0,1,114,41
0,_Baxter,_08-4,_08-4,216,66,0,1,1,0,0,1,1,0,0,0,0,224,52
0,_Baxter,_08-5,_08-5,50,21,1,1,0,0,0,0,1,0,0,0,1,47,25
0,_Baxter,_09-1,_09-1,697,212,5,3,7,0,2,0,1,1,0,0,1,725,181
0,_Baxter,_09-2,_09-2,631,178,5,3,2,1,0,1,2,0,0,2,1,635,168
0,_Baxter,_09-3,_09-3,85,17,1,0,1,0,0,0,0,0,0,0,0,86,14
0,_Baxter,_09-4,_09-4,186,42,3,0,2,0,0,0,2,0,0,0,0,184,48
0,_Baxter,_10-1,_10-1,292,107,4,2,1,0,0,0,1,0,0,1,0,295,103
0,_Baxter,_10-2,_10-2,616,148,12,0,2,1,0,0,3,0,0,1,0,606,151
0,_Baxter,_10-3,_10-3,285,61,4,0,0,0,0,0,2,0,0,0,0,281,68
0,_Baxter,_11-1,_11-1,146,69,4,0,0,0,0,0,2,0,2,1,0,144,66
0,_Baxter,_11-2,_11-2,491,143,5,2,1,1,2,0,0,1,2,0,1,485,138
0,_Baxter,_11-3,_11-3,314,87,3,1,1,0,0,0,2,1,1,0,0,321,81
0,_Baxter,_11-4,_11-4,188,49,0,0,1,0,0,0,2,0,1,0,0,192,46
0,_Baxter,_11-5,_11-5,46,14,1,2,1,0,0,0,0,1,0,0,1,44,20
0,_Baxter,_11-6,_11-6,32,5,0,0,0,0,0,0,0,0,1,0,0,31,6
0,_Baxter,_11-7,_11-7,30,3,0,0,0,1,0,0,0,0,1,0,0,34,1
0,_Baxter,_11-8,_11-8,65,22,0,0,0,0,0,0,0,1,0,0,0,67,18
0,_Baxter,_11-9,_11-9,191,55,1,1,3,0,1,0,0,0,1,0,0,209,41
0,_Benton,_Precinct 01,_Precinct 01,1210,229,14,1,0,0,1,0,5,3,2,0,0,1169,281
0,_Benton,_Precinct 02,_Precinct 02,311,69,6,2,1,0,0,0,1,0,0,0,0,310,81
0,_Benton,_Precinct 03,_Precinct 03,466,553,22,8,1,1,0,4,2,4,5,2,5,510,539
0,_Benton,_Precinct 04,_Precinct 04,812,267,11,4,2,0,1,2,5,2,4,1,0,830,273
0,_Benton,_Precinct 05,_Precinct 05,860,484,12,2,0,1,0,1,6,1,2,2,1,877,466
0,_Benton,_Precinct 06,_Precinct 06,616,159,11,0,3,0,0,1,2,0,1,0,3,619,171
0,_Benton,_Precinct 07,_Precinct 07,519,208,11,0,1,4,4,1,1,2,1,0,2,518,220
0,_Benton,_Precinct 08,_Precinct 08,749,320,39,0,2,13,1,1,7,0,1,0,1,778,339
0,_Benton,_Precinct 09,_Precinct 09,572,246,17,3,0,5,1,1,9,2,2,1,2,587,265
0,_Benton,_Precinct 10,_Precinct 10,607,240,10,3,3,0,2,0,3,0,5,2,2,617,241
0,_Benton,_Precinct 100,_Precinct 100,629,392,27,4,0,2,1,1,2,3,6,1,5,660,408
0,_Benton,_Precinct 101,_Precinct 101,351,133,7,2,0,1,0,0,1,0,0,1,0,365,107
0,_Benton,_Precinct 102,_Precinct 102,669,398,20,2,0,1,0,0,6,0,1,0,3,684,398
0,_Benton,_Precinct 103,_Precinct 103,505,250,14,3,2,0,2,1,1,0,2,4,0,517,249
0,_Benton,_Precinct 104,_Precinct 104,349,280,15,0,0,2,0,0,4,0,1,0,0,359,275
0,_Benton,_Precinct 105,_Precinct 105,767,608,26,4,0,1,0,0,9,1,3,1,0,803,572
0,_Benton,_Precinct 106,_Precinct 106,651,382,18,0,1,4,2,0,5,2,4,1,0,704,346
0,_Benton,_Precinct 107,_Precinct 107,904,447,13,2,0,1,2,0,6,0,3,1,1,950,412
0,_Benton,_Precinct 108,_Precinct 108,427,364,8,2,1,6,0,3,2,2,3,1,4,430,369
0,_Benton,_Precinct 109,_Precinct 109,826,242,11,1,1,1,0,0,3,2,2,0,1,824,249
0,_Benton,_Precinct 11,_Precinct 11,862,325,25,4,0,5,2,2,4,0,1,2,1,876,346
0,_Benton,_Precinct 110,_Precinct 110,552,329,5,0,0,1,0,0,5,1,0,0,0,574,303
0,_Benton,_Precinct 111,_Precinct 111,423,253,14,0,3,4,2,0,1,0,3,1,0,456,238
0,_Benton,_Precinct 112,_Precinct 112,1050,388,14,1,3,5,1,0,6,1,4,1,1,1053,406
0,_Benton,_Precinct 113,_Precinct 113,351,389,9,3,4,3,1,1,1,1,0,0,0,359,387
0,_Benton,_Precinct 114,_Precinct 114,541,218,5,0,1,0,0,0,0,2,2,2,1,562,188
0,_Benton,_Precinct 115,_Precinct 115,620,558,20,5,1,0,1,0,7,1,0,1,1,657,533
0,_Benton,_Precinct 116,_Precinct 116,496,459,20,2,1,2,1,1,2,0,5,1,1,502,461
0,_Benton,_Precinct 117,_Precinct 117,637,360,14,3,1,2,1,2,1,0,1,1,1,648,360
0,_Benton,_Precinct 12,_Precinct 12,851,343,26,1,2,0,1,4,3,1,6,2,1,874,340
0,_Benton,_Precinct 13,_Precinct 13,608,239,11,5,0,1,1,2,0,0,2,1,0,608,246
0,_Benton,_Precinct 14,_Precinct 14,813,228,18,2,1,1,1,1,5,2,0,0,0,814,250
0,_Benton,_Precinct 15,_Precinct 15,442,82,1,0,0,0,0,0,1,0,2,1,0,439,85
0,_Benton,_Precinct 16,_Precinct 16,459,89,5,2,0,1,2,0,1,0,4,0,1,477,84
0,_Benton,_Precinct 17,_Precinct 17,447,85,8,1,1,0,0,0,1,0,0,0,1,442,94
0,_Benton,_Precinct 18,_Precinct 18,862,483,18,1,0,4,1,2,1,0,2,2,0,892,439
0,_Benton,_Precinct 19,_Precinct 19,488,125,6,4,0,0,0,1,2,1,0,0,0,478,134
0,_Benton,_Precinct 20,_Precinct 20,684,320,21,1,1,1,0,1,1,1,3,0,0,675,340
0,_Benton,_Precinct 21,_Precinct 21,959,482,17,2,3,1,1,1,2,2,4,1,3,1002,430
0,_Benton,_Precinct 22,_Precinct 22,747,469,21,3,0,0,0,0,4,1,4,1,1,771,456
0,_Benton,_Precinct 23,_Precinct 23,583,138,11,2,0,0,0,1,0,0,1,0,0,574,154
0,_Benton,_Precinct 24,_Precinct 24,1057,446,9,1,1,5,0,0,3,1,7,3,0,1085,404
0,_Benton,_Precinct 25,_Precinct 25,988,406,8,1,1,2,0,1,2,1,4,0,2,1024,354
0,_Benton,_Precinct 26,_Precinct 26,447,296,14,3,0,1,0,1,0,0,3,0,1,446,296
0,_Benton,_Precinct 27,_Precinct 27,597,377,16,5,4,0,0,0,4,2,3,0,0,630,353
0,_Benton,_Precinct 28,_Precinct 28,868,482,23,4,0,2,0,1,0,1,0,1,2,873,490
0,_Benton,_Precinct 29,_Precinct 29,852,512,16,0,0,3,1,1,1,1,2,1,0,874,481
0,_Benton,_Precinct 30,_Precinct 30,806,506,19,2,1,4,1,0,4,0,2,1,1,828,493
0,_Benton,_Precinct 31,_Precinct 31,793,395,22,2,0,1,1,2,4,0,7,0,0,828,375
0,_Benton,_Precinct 32,_Precinct 32,520,526,27,4,0,0,1,0,5,2,2,1,0,560,507
0,_Benton,_Precinct 33,_Precinct 33,1297,374,34,0,2,0,1,2,3,2,3,1,2,1293,409
0,_Benton,_Precinct 34,_Precinct 34,888,609,31,3,4,2,0,0,3,2,3,3,1,914,607
0,_Benton,_Precinct 35,_Precinct 35,586,295,18,2,1,2,0,0,2,2,4,1,1,588,312
0,_Benton,_Precinct 36,_Precinct 36,367,322,8,1,0,0,0,0,1,1,3,0,0,372,318
0,_Benton,_Precinct 37,_Precinct 37,427,622,21,7,0,0,0,0,3,1,3,1,3,474,583
0,_Benton,_Precinct 38,_Precinct 38,583,492,28,4,2,0,4,2,5,0,2,1,3,610,485
0,_Benton,_Precinct 39,_Precinct 39,506,406,9,4,0,0,1,0,1,0,5,1,0,506,394
0,_Benton,_Precinct 40,_Precinct 40,491,368,30,1,1,0,2,3,3,3,2,0,0,511,369
0,_Benton,_Precinct 41,_Precinct 41,802,435,25,4,0,3,0,1,2,2,0,0,2,824,417
0,_Benton,_Precinct 42,_Precinct 42,822,506,34,3,2,2,2,0,4,1,3,0,5,837,516
0,_Benton,_Precinct 43,_Precinct 43,647,280,10,1,0,0,1,1,5,0,0,0,0,691,238
0,_Benton,_Precinct 44,_Precinct 44,239,246,12,0,1,0,1,2,3,0,0,0,2,228,264
0,_Benton,_Precinct 45,_Precinct 45,509,235,10,2,0,1,0,0,1,2,4,0,0,515,235
0,_Benton,_Precinct 46,_Precinct 46,336,360,10,5,2,1,2,1,2,1,4,3,3,336,347
0,_Benton,_Precinct 47,_Precinct 47,668,709,17,7,2,5,3,2,2,1,2,2,5,715,677
0,_Benton,_Precinct 48,_Precinct 48,346,226,12,2,0,0,1,1,1,0,1,2,1,350,230
0,_Benton,_Precinct 49,_Precinct 49,699,553,34,0,2,2,1,1,6,4,4,0,4,722,571
0,_Benton,_Precinct 50,_Precinct 50,324,279,2,3,0,2,0,1,0,1,2,1,2,353,253
0,_Benton,_Precinct 51,_Precinct 51,444,229,11,1,0,0,1,0,2,0,1,1,0,450,213
0,_Benton,_Precinct 52,_Precinct 52,377,348,20,2,1,5,0,1,2,1,0,1,2,398,346
0,_Benton,_Precinct 53,_Precinct 53,849,527,26,4,4,0,1,1,3,2,4,1,2,868,518
0,_Benton,_Precinct 54,_Precinct 54,547,541,17,7,2,0,1,3,3,1,0,1,1,568,517
0,_Benton,_Precinct 55,_Precinct 55,675,576,18,4,1,4,0,3,6,0,4,2,2,727,542
0,_Benton,_Precinct 56,_Precinct 56,609,528,18,5,2,1,2,2,2,1,3,0,2,626,530
0,_Benton,_Precinct 57,_Precinct 57,502,189,8,0,0,2,0,0,0,1,0,1,1,501,182
0,_Benton,_Precinct 58,_Precinct 58,775,193,20,2,0,0,3,1,2,2,1,0,1,773,220
0,_Benton,_Precinct 59,_Precinct 59,557,503,24,6,3,3,0,0,4,2,2,1,2,579,505
0,_Benton,_Precinct 60,_Precinct 60,595,319,25,3,1,1,0,1,1,1,4,3,1,590,351
0,_Benton,_Precinct 61,_Precinct 61,1001,565,22,0,1,0,1,0,4,2,2,0,0,1053,495
0,_Benton,_Precinct 62,_Precinct 62,678,449,19,2,0,0,0,0,2,0,0,0,2,715,416
0,_Benton,_Precinct 63,_Precinct 63,1164,664,18,2,1,4,1,0,3,0,5,1,2,1187,641
0,_Benton,_Precinct 64,_Precinct 64,653,407,14,0,0,0,0,0,6,1,3,0,1,689,372
0,_Benton,_Precinct 65,_Precinct 65,618,310,15,2,3,0,1,0,1,3,5,3,0,643,294
0,_Benton,_Precinct 66,_Precinct 66,762,372,22,6,1,2,0,2,2,0,2,0,0,772,373
0,_Benton,_Precinct 67,_Precinct 67,543,512,23,2,2,2,1,1,3,1,8,1,5,561,514
0,_Benton,_Precinct 68,_Precinct 68,765,663,27,3,3,1,1,0,7,0,1,1,0,837,611
0,_Benton,_Precinct 69,_Precinct 69,427,441,16,4,2,1,0,2,1,2,2,0,2,460,431
0,_Benton,_Precinct 70,_Precinct 70,977,452,34,0,0,4,0,0,3,3,2,1,3,1001,464
0,_Benton,_Precinct 71,_Precinct 71,736,462,26,3,0,1,1,1,4,2,2,0,4,780,447
0,_Benton,_Precinct 72,_Precinct 72,693,311,17,0,1,2,0,0,4,0,3,3,0,709,309
0,_Benton,_Precinct 73,_Precinct 73,304,79,3,1,0,0,0,0,0,1,4,0,0,295,84
0,_Benton,_Precinct 74,_Precinct 74,870,536,19,2,1,1,0,3,7,0,1,0,3,904,526
0,_Benton,_Precinct 75,_Precinct 75,276,399,13,4,0,0,1,0,1,1,1,0,2,287,395
0,_Benton,_Precinct 76,_Precinct 76,625,286,7,1,1,0,2,1,1,0,0,0,0,630,272
0,_Benton,_Precinct 77,_Precinct 77,975,468,32,1,1,2,2,1,8,0,1,1,1,998,486
0,_Benton,_Precinct 78,_Precinct 78,576,307,14,1,2,0,2,0,2,3,4,2,2,593,307
0,_Benton,_Precinct 79,_Precinct 79,464,372,19,2,0,0,0,0,4,1,3,1,1,500,342
0,_Benton,_Precinct 80,_Precinct 80,293,207,9,2,1,0,1,1,3,0,1,2,0,304,207
0,_Benton,_Precinct 81,_Precinct 81,936,482,35,6,3,5,0,1,3,1,3,0,3,940,517
0,_Benton,_Precinct 82,_Precinct 82,477,286,16,0,0,0,1,0,1,1,0,1,1,494,267
0,_Benton,_Precinct 83,_Precinct 83,490,424,11,3,1,3,0,1,3,1,1,3,1,520,406
0,_Benton,_Precinct 84,_Precinct 84,660,407,20,2,0,3,0,0,4,2,1,0,1,686,402
0,_Benton,_Precinct 85,_Precinct 85,632,166,13,0,3,0,0,1,3,0,0,1,1,641,166
0,_Benton,_Precinct 86,_Precinct 86,802,213,25,3,0,0,1,0,1,0,0,0,0,797,227
0,_Benton,_Precinct 87,_Precinct 87,489,204,9,1,0,1,1,0,1,1,2,1,0,489,206
0,_Benton,_Precinct 88,_Precinct 88,535,338,9,2,0,0,0,1,0,0,3,0,1,541,322
0,_Benton,_Precinct 89,_Precinct 89,400,336,12,2,0,0,1,1,1,0,2,1,1,419,322
0,_Benton,_Precinct 90,_Precinct 90,389,358,11,4,1,3,1,1,3,3,5,0,5,418,340
0,_Benton,_Precinct 91,_Precinct 91,472,196,17,1,0,0,1,2,1,2,0,0,1,480,205
0,_Benton,_Precinct 92,_Precinct 92,455,671,22,3,0,2,2,8,2,2,6,2,7,516,631
0,_Benton,_Precinct 93,_Precinct 93,387,252,13,1,1,0,2,2,1,1,3,2,2,404,233
0,_Benton,_Precinct 94,_Precinct 94,456,371,13,5,0,0,0,0,1,0,1,0,0,484,345
0,_Benton,_Precinct 95,_Precinct 95,689,181,13,8,1,1,0,0,3,0,7,1,2,697,201
0,_Benton,_Precinct 96,_Precinct 96,833,232,13,0,1,2,0,2,2,2,0,3,0,840,234
0,_Benton,_Precinct 97,_Precinct 97,514,222,15,2,3,1,0,0,2,0,0,1,2,534,209
0,_Benton,_Precinct 98,_Precinct 98,298,175,2,0,0,0,0,0,0,0,2,0,0,316,149
0,_Benton,_Precinct 99,_Precinct 99,981,624,47,6,1,1,2,3,2,0,3,1,0,1023,612
0,_Boone,_District 1.1,_District 1.1,938,304,19,4,2,3,2,0,6,1,3,3,0,940,313
0,_Boone,_District 1.2,_District 1.2,34,10,0,0,0,0,0,0,0,0,0,0,0,33,11
0,_Boone,_District 10.1/10.2/10.7,_District 10.1/10.2/10.7,876,157,11,3,2,4,0,1,0,0,3,3,0,888,149
0,_Boone,_District 10.3/10.4/10.6,_District 10.3/10.4/10.6,528,71,4,0,2,1,0,0,1,0,1,0,1,524,78
0,_Boone,_District 10.5,_District 10.5,25,9,2,0,1,0,0,0,0,0,0,0,0,30,5
0,_Boone,_District 11.1-11.4,_District 11.1-11.4,976,162,6,3,0,1,2,1,1,1,0,0,0,992,144
0,_Boone,_District 12.1/12.2/12.3,_District 12.1/12.2/12.3,296,75,3,2,0,1,0,0,0,0,1,0,0,305,68
0,_Boone,_District 12.4,_District 12.4,9,8,0,0,0,0,0,0,0,0,0,0,0,7,8
0,_Boone,_District 2.1,_District 2.1,1279,460,19,7,2,6,1,0,5,4,0,1,2,1338,429
0,_Boone,_District 2.2,_District 2.2,43,10,0,0,0,0,0,0,0,0,0,0,0,39,10
0,_Boone,_District 3.1/3.3,_District 3.1/3.3,686,238,12,4,1,1,0,2,4,1,0,4,1,690,248
0,_Boone,_District 3.2,_District 3.2,28,11,0,1,0,1,0,0,0,0,1,0,0,29,12
0,_Boone,_District 4.1,_District 4.1,1089,290,17,3,0,5,1,1,6,4,4,1,2,1091,296
0,_Boone,_District 4.2,_District 4.2,33,9,0,1,1,0,0,0,0,0,0,0,0,35,9
0,_Boone,_District 5.1/5.2/5.3/5.9,_District 5.1/5.2/5.3/5.9,680,104,4,4,0,0,2,0,1,2,1,0,1,692,97
0,_Boone,_District 5.4,_District 5.4,12,1,0,0,0,0,0,0,0,0,0,0,0,11,1
0,_Boone,_District 5.5/5.7/5.8,_District 5.5/5.7/5.8,514,119,3,2,1,0,0,0,3,2,0,1,0,526,108
0,_Boone,_District 5.6,_District 5.6,135,28,1,1,0,0,0,1,1,0,0,0,0,132,29
0,_Boone,_District 6.1,_District 6.1,190,24,1,2,0,0,0,0,1,2,0,0,0,186,30
0,_Boone,_District 6.2/6.5/6.8,_District 6.2/6.5/6.8,392,46,2,0,0,1,0,0,2,1,0,0,0,389,49
0,_Boone,_District 6.3/6.4,_District 6.3/6.4,152,12,2,1,0,0,0,0,0,1,0,1,0,150,17
0,_Boone,_District 6.6/6.7,_District 6.6/6.7,695,90,7,2,0,0,2,0,2,1,0,1,0,689,102
0,_Boone,_District 7.1,_District 7.1,70,8,1,0,1,0,0,0,0,0,0,0,0,68,9
0,_Boone,_District 7.2/7.3/7.8,_District 7.2/7.3/7.8,798,149,7,3,0,2,1,0,1,1,0,2,2,799,141
0,_Boone,_District 7.4-7.7,_District 7.4-7.7,407,64,8,2,0,2,0,1,1,0,0,0,0,405,75
0,_Boone,_District 8.1/8.5,_District 8.1/8.5,939,202,9,3,1,3,1,0,0,1,1,1,1,943,201
0,_Boone,_District 8.2/8.3/8.4,_District 8.2/8.3/8.4,537,143,9,3,0,1,0,1,3,0,0,0,1,535,146
