IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_NE_20201103_GEN_PRE_REP_TRUMP,USA_NE_20201103_GEN_PRE_DEM_BIDEN,USA_NE_20201103_GEN_PRE_LIB_JORGENSEN,USA_NE_20201103_GEN_USS_REP_SASSE,USA_NE_20201103_GEN_USS_DEM_JANICEK,USA_NE_20201103_GEN_USS_LIB_SIADEK
0,_109,_01D06,_01D06,390,530,29,452,357,57
0,_109,_01D07,_01D07,329,293,7,364,181,23
0,_109,_01D08,_01D08,449,442,16,479,280,50
0,_109,_01D09,_01D09,481,432,11,552,260,21
0,_109,_01D10,_01D10,684,670,45,747,432,76
0,_109,_01E02,_01E02,412,532,32,425,421,67
0,_109,_01E03,_01E03,362,441,21,394,331,47
0,_109,_01E04,_01E04,434,340,14,486,196,36
0,_109,_01E05,_01E05,307,414,37,357,288,53
0,_109,_01E06,_01E06,448,397,8,498,235,40
0,_109,_01E07,_01E07,382,445,20,395,337,58
0,_109,_01E08,_01E08,410,342,19,450,212,45
0,_109,_01E09,_01E09,544,588,33,633,310,72
0,_109,_01F01,_01F01,374,505,31,391,378,71
0,_109,_01F02,_01F02,372,439,25,396,319,61
0,_109,_01F03,_01F03,759,724,50,810,497,79
0,_109,_02A00,_02A00,202,631,22,219,418,79
0,_109,_02C01,_02C01,363,541,23,399,382,52
0,_109,_02C02,_02C02,237,288,25,265,205,41
0,_109,_02C03,_02C03,385,407,25,446,271,40
0,_109,_02D01,_02D01,486,528,27,541,363,56
0,_109,_02D02,_02D02,461,463,23,517,296,66
0,_109,_02D03,_02D03,228,222,20,244,137,45
0,_109,_02D05,_02D05,0,1,0,0,1,0
0,_109,_03A00,_03A00,279,593,31,315,409,67
0,_109,_03D00,_03D00,59,138,7,74,87,11
0,_109,_04A00,_04A00,171,555,21,204,349,44
0,_109,_05B01,_05B01,173,636,23,209,396,57
0,_109,_05C01,_05C01,168,370,16,201,230,38
0,_109,_05C03,_05C03,163,476,12,181,305,30
0,_109,_05E03,_05E03,420,454,22,465,306,45
0,_109,_05E04,_05E04,348,408,21,411,199,53
0,_109,_05E05,_05E05,262,358,9,323,165,25
0,_109,_05E06,_05E06,425,484,20,493,288,47
0,_109,_05E07,_05E07,352,345,16,424,169,31
0,_109,_05E08,_05E08,434,444,16,519,251,27
0,_109,_05E09,_05E09,455,359,9,539,149,27
0,_109,_06A01,_06A01,167,723,24,191,445,75
0,_109,_06D02,_06D02,210,695,29,259,438,58
0,_109,_06E01,_06E01,173,535,13,205,302,35
0,_109,_06E02,_06E02,211,555,22,259,283,38
0,_109,_06F01,_06F01,283,525,32,314,333,59
0,_109,_07A00,_07A00,261,539,30,277,401,58
0,_109,_07D02,_07D02,208,597,26,254,390,39
0,_109,_08A00,_08A00,107,333,8,121,226,27
0,_109,_08C02,_08C02,232,587,38,278,391,60
0,_109,_09A01,_09A01,118,513,14,154,309,25
0,_109,_09B01,_09B01,168,433,19,182,268,53
0,_109,_09C01,_09C01,173,599,16,205,332,59
0,_109,_09D01,_09D01,121,428,17,157,214,41
0,_109,_09E01,_09E01,207,550,17,247,296,36
0,_109,_09E02,_09E02,209,612,9,266,294,27
0,_109,_09E04,_09E04,218,519,8,281,229,35
0,_109,_09E05,_09E05,174,591,11,259,250,25
0,_109,_09F01,_09F01,274,519,17,336,263,49
0,_109,_09F02,_09F02,342,545,23,395,308,63
0,_109,_09F03,_09F03,342,427,11,405,234,34
0,_109,_09F04,_09F04,272,390,20,322,237,33
0,_109,_09F05,_09F05,303,465,23,350,296,49
0,_109,_09F09,_09F09,229,285,14,261,182,24
0,_109,_09F10,_09F10,241,336,17,264,221,44
0,_109,_09F11,_09F11,285,299,12,313,179,29
0,_109,_09G01,_09G01,427,414,15,538,196,24
0,_109,_09G02,_09G02,263,407,18,324,235,38
0,_109,_09G03,_09G03,241,393,14,296,196,32
0,_109,_09G04,_09G04,283,517,31,321,367,52
0,_109,_09G05,_09G05,305,348,15,365,197,21
0,_109,_09G06,_09G06,301,350,10,343,196,41
0,_109,_09G07,_09G07,266,310,13,318,149,27
0,_109,_09G08,_09G08,387,420,10,452,228,21
0,_109,_09G09,_09G09,314,324,11,377,166,29
0,_109,_09H01,_09H01,423,381,5,488,201,32
0,_109,_09H02,_09H02,346,416,10,396,239,36
0,_109,_09H03,_09H03,335,454,16,428,226,41
0,_109,_09H04,_09H04,379,366,13,447,176,28
0,_109,_09H05,_09H05,267,363,17,322,201,44
0,_109,_09H06,_09H06,393,356,11,440,182,31
0,_109,_09H07,_09H07,314,401,10,398,222,34
0,_109,_09H08,_09H08,607,613,30,691,358,61
0,_109,_10A00,_10A00,308,605,30,360,370,72
0,_109,_10B01,_10B01,159,444,17,176,252,38
0,_109,_10B02,_10B02,386,644,25,451,367,57
0,_109,_10B04,_10B04,312,453,24,362,228,48
0,_109,_10B05,_10B05,262,489,24,300,331,42
0,_109,_10C04,_10C04,217,336,11,255,162,32
0,_109,_10C05,_10C05,250,355,15,276,206,29
0,_109,_10C06,_10C06,159,283,12,186,180,22
0,_109,_10C07,_10C07,227,359,16,237,202,42
0,_109,_10C08,_10C08,197,196,12,242,95,16
0,_109,_10C12,_10C12,323,344,9,394,161,33
0,_109,_10D01,_10D01,187,369,13,227,203,30
0,_109,_10D02,_10D02,238,415,9,271,230,33
0,_109,_10D03,_10D03,149,225,15,156,147,30
0,_109,_10D04,_10D04,274,498,30,329,313,50
0,_109,_10D08,_10D08,381,486,19,435,289,47
0,_109,_10E01,_10E01,341,431,19,400,244,38
0,_109,_10E04,_10E04,341,529,21,389,288,53
0,_109,_10E05,_10E05,312,520,21,356,316,34
0,_109,_10E07,_10E07,359,449,28,414,289,53
0,_109,_10E08,_10E08,326,444,20,370,276,45
0,_109,_10E10,_10E10,239,317,16,275,194,30
0,_109,_10E11,_10E11,214,263,19,256,143,29
0,_109,_10E12,_10E12,360,469,35,419,315,42
0,_109,_10E14,_10E14,317,328,14,367,178,18
0,_109,_10E15,_10E15,442,419,13,528,200,42
0,_109,_10E16,_10E16,570,593,23,701,278,56
0,_109,_10E17,_10E17,398,346,20,479,183,31
0,_109,_10F01,_10F01,194,366,9,230,218,28
0,_109,_10F02,_10F02,188,238,6,193,162,33
0,_109,_10F03,_10F03,215,325,6,264,138,36
0,_109,_10F04,_10F04,274,407,16,313,238,35
0,_109,_10F05,_10F05,314,437,10,364,220,38
0,_109,_10F06,_10F06,269,294,14,309,155,24
0,_109,_10F07,_10F07,354,443,15,413,232,47
0,_109,_10F10,_10F10,325,337,16,409,162,23
0,_109,_10F11,_10F11,340,544,19,424,305,40
0,_109,_10F12,_10F12,296,391,18,348,224,40
0,_109,_10F14,_10F14,454,496,15,545,228,39
0,_109,_10F15,_10F15,297,377,13,362,160,42
0,_109,_10F16,_10F16,517,356,10,599,157,29
0,_109,_10G01,_10G01,314,424,11,389,207,46
0,_109,_10G02,_10G02,352,329,19,420,171,28
0,_109,_10G03,_10G03,317,436,13,403,236,34
0,_109,_10G04,_10G04,422,484,26,504,255,45
0,_109,_10G05,_10G05,294,257,15,346,119,28
0,_109,_10G06,_10G06,447,476,20,534,251,38
0,_109,_10G07,_10G07,296,298,13,354,146,24
0,_109,_10H01,_10H01,459,476,11,558,208,37
0,_109,_10H02,_10H02,917,555,15,1032,239,56
0,_109,_10H03,_10H03,810,729,23,928,389,59
0,_109,_10H04,_10H04,580,557,15,679,289,48
0,_109,_10H05,_10H05,849,662,31,958,358,66
0,_109,_10H06,_10H06,453,501,9,540,247,33
0,_109,_10H07,_10H07,486,360,17,549,196,25
0,_109,_10H08,_10H08,684,563,25,728,351,57
0,_109,_11A01,_11A01,207,350,17,230,248,44
0,_109,_11A02,_11A02,273,392,30,285,293,55
0,_109,_11B01,_11B01,337,426,13,357,310,46
0,_109,_11D02,_11D02,200,344,20,218,242,47
0,_109,_11E01,_11E01,318,397,22,348,248,48
0,_109,_11E03,_11E03,346,649,38,395,441,67
0,_109,_11E05,_11E05,201,272,15,238,160,27
0,_109,_11E06,_11E06,266,516,25,338,340,41
0,_109,_11E07,_11E07,238,309,15,276,197,33
0,_109,_11E10,_11E10,207,260,19,253,167,24
0,_109,_12A04,_12A04,438,564,50,486,354,76
0,_109,_12A05,_12A05,362,384,26,394,248,61
0,_109,_12A07,_12A07,487,543,16,572,307,51
0,_109,_12A08,_12A08,351,332,9,413,174,21
0,_109,_12A09,_12A09,310,339,16,375,183,30
0,_109,_12A10,_12A10,1033,1077,42,1181,648,116
0,_109,_12B01,_12B01,366,444,20,407,289,56
0,_109,_12B02,_12B02,263,340,22,302,223,39
0,_109,_12B04,_12B04,382,366,19,434,225,43
0,_109,_12B06,_12B06,317,361,17,362,214,34
0,_109,_12B07,_12B07,361,344,16,408,210,27
0,_109,_12B08,_12B08,831,760,32,949,418,75
0,_109,_12C02,_12C02,458,550,25,513,375,61
0,_109,_12C06,_12C06,367,377,32,386,270,49
0,_109,_12C07,_12C07,532,693,45,620,408,97
0,_109,_12D00,_12D00,293,400,27,336,272,53
0,_109,_12F00,_12F00,364,363,23,396,262,46
0,_109,_12G01,_12G01,291,508,30,307,363,64
0,_109,_12G02,_12G02,283,373,12,335,225,29
0,_109,_Buda,_Buda,427,145,8,418,106,38
0,_109,_Centerville,_Centerville,650,304,17,675,176,48
0,_109,_Denton,_Denton,932,478,19,963,273,66
0,_109,_Elk,_Elk,508,240,23,516,156,42
0,_109,_Garfield 1,_Garfield 1,12,9,0,11,5,2
0,_109,_Grant 1,_Grant 1,554,335,10,602,168,46
0,_109,_Grant 2,_Grant 2,177,110,7,187,66,16
0,_109,_Grant 3,_Grant 3,477,283,7,513,146,29
0,_109,_Grant 4,_Grant 4,0,0,0,0,0,0
0,_109,_Hickman,_Hickman,884,450,24,888,301,83
0,_109,_Middle Creek,_Middle Creek,457,253,12,481,151,35
0,_109,_Murdock South,_Murdock South,91,34,4,92,17,9
0,_109,_Nemaha,_Nemaha,634,361,33,647,239,68
0,_109,_North Bluff,_North Bluff,7,3,3,8,1,3
0,_109,_Oak,_Oak,470,263,14,509,164,36
0,_109,_Panama,_Panama,357,136,9,370,79,18
0,_109,_Rock Creek,_Rock Creek,332,188,17,361,102,25
0,_109,_Saltillo 1,_Saltillo 1,491,235,13,526,135,33
0,_109,_Saltillo 2,_Saltillo 2,631,276,27,666,173,45
0,_109,_South Pass,_South Pass,482,204,19,524,119,36
0,_109,_Stevens Creek,_Stevens Creek,298,161,7,307,82,22
0,_109,_Stockton,_Stockton,383,162,7,397,103,23
0,_109,_Waverly 2,_Waverly 2,442,231,14,476,128,29
0,_109,_Waverly North,_Waverly North,701,343,28,711,227,58
0,_109,_Waverly South,_Waverly South,691,390,27,712,247,74
0,_109,_West Salt,_West Salt,590,287,12,606,149,57
0,_109,_Yankee Hill East,_Yankee Hill East,140,153,5,148,91,18
0,_109,_Yankee Hill West,_Yankee Hill West,671,439,22,758,233,40
0,_111,_Brady Precinct,_Brady Precinct,471,86,10,455,61,37
0,_111,_Hall Precinct,_Hall Precinct,864,142,15,807,106,66
0,_111,_Hershey Precinct,_Hershey Precinct,825,125,14,777,95,55
0,_111,_Hinman Precinct,_Hinman Precinct,324,50,9,297,42,27
0,_111,_Maxwell Precinct,_Maxwell Precinct,354,61,7,330,53,29
0,_111,_Medicine Precinct,_Medicine Precinct,165,12,0,158,8,6
0,_111,_Osgood Precinct,_Osgood Precinct,1058,194,18,1028,145,66
0,_111,_Sellers Precinct,_Sellers Precinct,529,119,4,514,68,37
0,_111,_Sutherland Precinct,_Sutherland Precinct,742,160,15,708,121,53
0,_111,_Voting District W1/P-1,_Voting District W1/P-1,571,206,14,547,155,62
0,_111,_Voting District W-1/P-2,_Voting District W-1/P-2,372,170,10,386,125,26
0,_111,_Voting District W-1/P-3,_Voting District W-1/P-3,349,159,15,348,119,38
0,_111,_Voting District W-1/P-4,_Voting District W-1/P-4,344,73,10,334,58,19
0,_111,_Voting District W-2/P-5,_Voting District W-2/P-5,267,79,5,258,49,31
0,_111,_Voting District W-2/P-6,_Voting District W-2/P-6,978,341,34,989,218,90
0,_111,_Voting District W-2/P-7,_Voting District W-2/P-7,693,246,17,690,157,50
0,_111,_Voting District W-2/P-8,_Voting District W-2/P-8,647,224,22,691,119,45
0,_111,_Voting District W-3/P-10,_Voting District W-3/P-10,776,331,27,744,243,87
0,_111,_Voting District W-3/P-12,_Voting District W-3/P-12,409,192,21,384,136,69
0,_111,_Voting District W-3/P-9,_Voting District W-3/P-9,596,207,14,593,152,50
0,_111,_Voting District W-4/P-13,_Voting District W-4/P-13,759,265,27,731,200,77
0,_111,_Voting District W4/P-15,_Voting District W4/P-15,333,108,20,314,89,36
0,_111,_Voting District W-4/P-16,_Voting District W-4/P-16,353,115,14,338,83,43
0,_111,_Wallace Precinct,_Wallace Precinct,292,27,2,258,24,14
0,_113,_Logan Precinct,_Logan Precinct,407,38,5,369,36,22
0,_115,_Sawyer Precinct,_Sawyer Precinct,370,75,9,370,28,21
0,_117,_Tryon Precinct,_Tryon Precinct,275,17,10,260,12,19
0,_119,_BC-Battle Creek Precinct,_BC-Battle Creek Precinct,771,121,21,723,91,57
0,_119,_Fairview-Kalamazoo-Green Garden Precinct,_Fairview-Kalamazoo-Green Garden Precinct,253,18,3,243,15,7
0,_119,_Madison 1st Ward,_Madison 1st Ward,427,221,8,430,165,32
0,_119,_Meadow Grove-Jefferson-Grove-Highland Precinct,_Meadow Grove-Jefferson-Grove-Highland Precinct,507,91,9,474,59,31
0,_119,_Norfolk 1-1 Precinct,_Norfolk 1-1 Precinct,845,231,26,804,173,55
0,_119,_Norfolk 1-2 Precinct,_Norfolk 1-2 Precinct,531,193,25,511,150,59
0,_119,_Norfolk 1-3 Precinct,_Norfolk 1-3 Precinct,496,208,16,477,152,53
0,_119,_Norfolk 2-1 Precinct,_Norfolk 2-1 Precinct,1044,294,19,1041,184,64
0,_119,_Norfolk 2-2 Precinct,_Norfolk 2-2 Precinct,859,237,20,871,119,52
0,_119,_Norfolk 2-3 Precinct,_Norfolk 2-3 Precinct,851,264,21,859,138,65
0,_119,_Norfolk 3-1 Precinct,_Norfolk 3-1 Precinct,460,213,30,461,148,59
0,_119,_Norfolk 3-2 Precinct,_Norfolk 3-2 Precinct,420,157,22,411,104,59
0,_119,_Norfolk 3-3 Precinct,_Norfolk 3-3 Precinct,660,221,16,641,155,55
0,_119,_Norfolk 4-1 Precinct,_Norfolk 4-1 Precinct,368,178,25,355,145,44
0,_119,_Norfolk 4-2 Precinct,_Norfolk 4-2 Precinct,630,220,22,622,158,47
0,_119,_Norfolk 4-3 Precinct,_Norfolk 4-3 Precinct,435,179,18,412,148,42
0,_119,_Norfolk Precinct,_Norfolk Precinct,650,132,17,627,79,46
0,_119,_Schoolcraft-Emerick-SCrk-NG Precinct,_Schoolcraft-Emerick-SCrk-NG Precinct,458,88,9,418,62,34
0,_119,_Tilden 2nd Ward Precinct,_Tilden 2nd Ward Precinct,258,47,6,243,40,14
0,_119,_Union-Madison Precinct,_Union-Madison Precinct,218,27,2,196,23,16
0,_119,_Valley Precinct,_Valley Precinct,581,104,7,536,64,36
0,_119,_Warnerville Precinct,_Warnerville Precinct,218,34,5,197,27,16
0,_121,_Central City Ward 1,_Central City Ward 1,597,162,18,584,110,47
0,_121,_Central City Ward 2,_Central City Ward 2,648,152,23,639,92,37
0,_121,_Central Precinct,_Central Precinct,36,6,1,37,2,3
0,_121,_Chapman Precinct,_Chapman Precinct,224,40,11,201,37,25
0,_121,_Clarksville East Precinct,_Clarksville East Precinct,166,36,3,152,29,16
0,_121,_Clarksville West Precinct,_Clarksville West Precinct,118,33,2,112,24,10
0,_121,_Lone Tree North Precinct,_Lone Tree North Precinct,175,30,4,167,21,11
0,_121,_Lone Tree South Precinct,_Lone Tree South Precinct,114,15,2,105,9,10
0,_121,_Loup Precinct,_Loup Precinct,301,57,7,272,41,29
0,_121,_Mead Precinct,_Mead Precinct,83,10,1,89,4,2
0,_121,_Midland Precinct,_Midland Precinct,99,21,3,96,13,9
0,_121,_Prairie Creek Precinct,_Prairie Creek Precinct,186,15,6,177,9,9
0,_121,_Prairie Island Precinct,_Prairie Island Precinct,101,16,3,96,9,6
0,_121,_Silver Creek Precinct,_Silver Creek Precinct,248,43,3,227,34,14
0,_121,_Vieregg Precinct,_Vieregg Precinct,323,107,8,288,77,39
0,_123,_Broadwater Precinct,_Broadwater Precinct,141,21,6,118,24,17
0,_123,_East Bayard Precinct,_East Bayard Precinct,464,81,12,416,77,54
0,_123,_East Camp Clarke Precinct,_East Camp Clarke Precinct,425,89,15,375,67,45
0,_123,_Gilchrist Precinct,_Gilchrist Precinct,41,0,0,32,2,3
0,_123,_Haynes Precinct,_Haynes Precinct,54,2,0,45,2,5
0,_123,_North Campe Clarke Precinct,_North Campe Clarke Precinct,270,37,2,236,28,20
0,_123,_Redington Precinct,_Redington Precinct,49,4,0,38,4,7
0,_123,_West Bayard Precinct,_West Bayard Precinct,344,81,10,318,64,36
0,_123,_West Camp Clarke Precinct,_West Camp Clarke Precinct,325,71,13,292,57,34
0,_125,_BGCP Precinct,_BGCP Precinct,288,48,8,268,30,11
0,_125,_CLFWE Precinct,_CLFWE Precinct,207,51,3,182,38,11
0,_125,_CTS Precinct,_CTS Precinct,158,46,8,151,28,11
0,_125,_Fullerton Ward,_Fullerton Ward,446,137,6,431,96,27
0,_125,_Genoa Ward 1,_Genoa Ward 1,162,44,4,162,28,14
0,_125,_Genoa Ward 2,_Genoa Ward 2,176,33,3,159,22,16
0,_127,_1st Douglas Precinct,_1st Douglas Precinct,357,129,9,372,68,32
0,_127,_2nd Douglas Precinct,_2nd Douglas Precinct,317,180,16,334,114,24
0,_127,_3rd Douglas Precinct,_3rd Douglas Precinct,362,133,8,373,79,39
0,_127,_4th Douglas Precinct,_4th Douglas Precinct,407,136,7,424,67,20
0,_127,_Brownville Precinct,_Brownville Precinct,172,64,2,174,38,13
0,_127,_Lafayette Precinct,_Lafayette Precinct,117,33,4,122,16,8
0,_127,_Nemaha Precinct,_Nemaha Precinct,113,31,2,121,20,3
0,_127,_Peru Precinct,_Peru Precinct,186,81,12,183,61,21
0,_127,_Washington Precinct,_Washington Precinct,397,134,14,408,61,46
0,_129,_Beaver 1 Precinct,_Beaver 1 Precinct,329,76,7,333,49,23
0,_129,_Beaver 2 Precinct,_Beaver 2 Precinct,251,58,3,266,38,5
0,_129,_Beaver 3 Precinct,_Beaver 3 Precinct,246,70,6,264,37,11
0,_129,_Elk Precinct,_Elk Precinct,130,28,4,127,21,8
0,_129,_Hardy Precinct,_Hardy Precinct,114,23,0,109,17,6
0,_129,_Nelson Precinct,_Nelson Precinct,423,89,8,406,51,35
0,_129,_Spring Creek Precinct,_Spring Creek Precinct,88,17,0,81,11,4
0,_129,_Victor Precinct,_Victor Precinct,276,48,9,270,31,15
0,_131,_Berlin Precinct,_Berlin Precinct,367,124,9,377,89,18
0,_131,_Delaware Precinct,_Delaware Precinct,390,107,10,396,63,26
0,_131,_McWilliams Precinct,_McWilliams Precinct,366,84,4,372,45,21
0,_131,_NC11,_NC11,341,165,13,351,111,36
0,_131,_NC12,_NC12,302,128,11,305,87,31
0,_131,_NC13,_NC13,509,188,13,534,95,40
0,_131,_NC14,_NC14,282,143,8,295,94,22
0,_131,_NC15,_NC15,436,188,19,445,126,39
0,_131,_NC16,_NC16,503,237,17,556,131,30
0,_131,_Palmyra Precinct,_Palmyra Precinct,700,372,27,720,227,79
0,_131,_Russell Precinct,_Russell Precinct,283,157,7,302,99,24
0,_131,_So. Branch Precinct,_So. Branch Precinct,314,173,7,345,98,29
0,_131,_Syracuse Precinct,_Syracuse Precinct,856,424,31,963,236,60
0,_133,_Burchard Precinct,_Burchard Precinct,176,25,3,169,16,7
0,_133,_Pawnee Precinct 1,_Pawnee Precinct 1,281,118,9,284,85,23
0,_133,_Pawnee Precinct 2,_Pawnee Precinct 2,249,91,12,271,49,14
0,_133,_Steinauer Precinct,_Steinauer Precinct,188,58,7,175,44,12
0,_133,_Table Rock Precinct,_Table Rock Precinct,177,30,5,173,23,9
0,_135,_Precinct 1,_Precinct 1,409,60,2,385,45,18
0,_135,_Precinct 2,_Precinct 2,449,72,15,419,54,35
0,_135,_Precinct 3,_Precinct 3,463,67,7,466,39,16
0,_137,_Anderson-Cottonwood Precinct,_Anderson-Cottonwood Precinct,123,17,5,103,14,13
0,_137,_Bertrand Precinct,_Bertrand Precinct,312,51,8,297,39,24
0,_137,_Divide and Lake Precinct,_Divide and Lake Precinct,257,30,3,220,25,16
0,_137,_Garfield-Union Precinct,_Garfield-Union Precinct,119,16,3,104,11,13
0,_137,_Holdrege Ward 1 Precinct,_Holdrege Ward 1 Precinct,517,115,20,502,78,37
0,_137,_Holdrege Ward 2 Precinct,_Holdrege Ward 2 Precinct,516,147,10,509,87,39
0,_137,_Holdrege Ward 3 Precinct,_Holdrege Ward 3 Precinct,591,140,9,560,89,46
0,_137,_Holdrege Ward 4 Precinct,_Holdrege Ward 4 Precinct,711,141,23,678,91,52
0,_137,_Laird Precinct,_Laird Precinct,281,21,5,253,12,30
0,_137,_Prarie and Sheridan Precinct,_Prarie and Sheridan Precinct,300,33,4,288,15,15
0,_137,_Rockfalls-Industry Precinct,_Rockfalls-Industry Precinct,108,7,4,94,6,13
0,_137,_Westmark-Center Precinct,_Westmark-Center Precinct,182,16,3,156,15,13
0,_137,_Westside - Willaimsburg Precinct,_Westside - Willaimsburg Precinct,140,18,3,132,6,13
0,_139,_Hadar Area/South Branch Precinct,_Hadar Area/South Branch Precinct,389,42,6,376,27,20
0,_139,_Osmond Area Precinct,_Osmond Area Precinct,815,97,15,730,86,53
0,_139,_Pierce City Precinct,_Pierce City Precinct,786,122,12,731,92,62
0,_139,_Pierce Rural Area Precinct,_Pierce Rural Area Precinct,844,91,15,810,58,36
0,_139,_Plainview Area Voting District,_Plainview Area Voting District,628,128,16,614,90,33
0,_141,_Bismark Precinct,_Bismark Precinct,254,44,2,243,25,11
0,_141,_Butler/Loup Precinct,_Butler/Loup Precinct,322,63,5,295,56,25
0,_141,_Columbus Twp A Precinct,_Columbus Twp A Precinct,450,97,5,431,67,31
0,_141,_Columbus Twp B Precinct,_Columbus Twp B Precinct,715,149,11,727,75,35
0,_141,_Columbus Ward 1A,_Columbus Ward 1A,593,220,9,593,153,31
0,_141,_Columbus Ward 1B,_Columbus Ward 1B,354,115,11,350,91,26
0,_141,_Columbus Ward 1C,_Columbus Ward 1C,387,119,10,376,89,30
0,_141,_Columbus Ward 1D,_Columbus Ward 1D,410,143,12,416,113,20
0,_141,_Columbus Ward 2A,_Columbus Ward 2A,237,112,9,233,89,17
0,_141,_Columbus Ward 2B,_Columbus Ward 2B,552,170,9,538,101,48
0,_141,_Columbus Ward 2C,_Columbus Ward 2C,410,139,7,392,113,37
0,_141,_Columbus Ward 2D,_Columbus Ward 2D,386,137,8,382,99,19
0,_141,_Columbus Ward 3A,_Columbus Ward 3A,664,206,8,669,127,32
0,_141,_Columbus Ward 3B,_Columbus Ward 3B,381,151,9,403,96,25
0,_141,_Columbus Ward 3C,_Columbus Ward 3C,710,218,16,738,126,38
0,_141,_Columbus Ward 3D,_Columbus Ward 3D,698,198,14,712,121,47
0,_141,_Columbus Ward 4A,_Columbus Ward 4A,326,154,15,336,101,32
0,_141,_Columbus Ward 4B,_Columbus Ward 4B,417,146,13,427,88,34
0,_141,_Columbus Ward 4C,_Columbus Ward 4C,648,200,4,675,103,27
0,_141,_Columbus Ward 4D,_Columbus Ward 4D,323,120,14,311,92,24
0,_141,_Creston Precinct,_Creston Precinct,203,13,0,199,8,7
0,_141,_Granville Precinct,_Granville Precinct,485,55,6,471,37,20
0,_141,_Humphrey Precinct,_Humphrey Precinct,222,26,5,214,24,7
0,_141,_Joliet Precinct,_Joliet Precinct,77,4,0,65,4,1
0,_141,_Lost Creek/Burrows Precinct,_Lost Creek/Burrows Precinct,359,47,3,332,29,27
0,_141,_Oconee/Monroe Precinct,_Oconee/Monroe Precinct,318,46,10,303,39,14
0,_141,_Shell Creek Precinct,_Shell Creek Precinct,459,77,4,434,63,26
0,_141,_Sherman/Grand Prairie Precinct,_Sherman/Grand Prairie Precinct,336,44,5,314,23,18
0,_141,_St. Bernard Precinct,_St. Bernard Precinct,288,25,0,277,17,10
0,_141,_Walker/Woodville Precinct,_Walker/Woodville Precinct,202,22,3,199,14,6
0,_143,_East Stromberg Precinct,_East Stromberg Precinct,351,71,9,356,45,16
0,_143,_North Osceola Precinct,_North Osceola Precinct,426,98,9,404,72,25
0,_143,_South Canada Precinct,_South Canada Precinct,442,87,8,421,61,35
0,_143,_South Osceola Precinct,_South Osceola Precinct,440,126,11,457,73,23
0,_143,_West Pleasant Home Precinct,_West Pleasant Home Precinct,280,66,10,273,57,17
0,_143,_West Stromberg Precinct,_West Stromberg Precinct,352,82,11,365,47,15
0,_145,_Bartley Precinct,_Bartley Precinct,207,22,3,192,20,13
0,_145,_Beaver Precinct,_Beaver Precinct,166,16,2,167,8,6
0,_145,_Indianola Precinct,_Indianola Precinct,510,56,11,462,42,42
0,_145,_Northwest Precinct,_Northwest Precinct,458,48,10,438,22,34
0,_145,_Southwest Precinct,_Southwest Precinct,246,39,7,228,28,16
0,_145,_W-1 P-1 Precinct,_W-1 P-1 Precinct,270,70,11,254,53,23
0,_145,_W-1 P-2 Precinct,_W-1 P-2 Precinct,393,96,10,377,60,28
0,_145,_W-1 P-3 Precinct,_W-1 P-3 Precinct,343,56,6,336,39,23
0,_145,_W-2 P-1 Precinct,_W-2 P-1 Precinct,453,78,13,422,53,36
0,_145,_W-2 P-2 Precinct,_W-2 P-2 Precinct,375,86,11,349,61,36
0,_145,_W-3 P-1 Precinct,_W-3 P-1 Precinct,339,91,12,317,75,28
0,_145,_W-3 P-3 Precinct,_W-3 P-3 Precinct,322,74,8,317,55,20
0,_145,_W-4 P-1 Precinct,_W-4 P-1 Precinct,443,79,12,431,58,35
0,_147,_Arago/Barada Precinct,_Arago/Barada Precinct,154,51,4,158,29,9
0,_147,_East Muddy Precinct,_East Muddy Precinct,102,38,1,91,24,9
0,_147,_Falls City Rural/Ohio Precinct,_Falls City Rural/Ohio Precinct,243,42,2,230,35,10
0,_147,_Falls City Ward 1,_Falls City Ward 1,422,186,5,447,123,27
0,_147,_Falls City Ward 2,_Falls City Ward 2,367,119,7,360,80,22
0,_147,_Falls City Ward 3,_Falls City Ward 3,345,128,2,337,89,17
0,_147,_Falls City Ward 4,_Falls City Ward 4,223,118,7,216,87,16
0,_147,_Franklin/Humboldt Rural/Speiser Precinct,_Franklin/Humboldt Rural/Speiser Precinct,171,36,4,170,22,9
0,_147,_Grant/Nemaha Precinct,_Grant/Nemaha Precinct,159,43,6,143,23,18
0,_147,_Humboldt Ward 1,_Humboldt Ward 1,137,44,2,141,30,6
0,_147,_Humboldt Ward 2,_Humboldt Ward 2,148,52,3,156,31,10
0,_147,_Jefferson/Rulo Precinct,_Jefferson/Rulo Precinct,211,49,3,196,42,15
0,_147,_Liberty Precinct,_Liberty Precinct,130,27,3,121,23,8
0,_147,_Salem Precinct,_Salem Precinct,103,14,3,94,13,7
0,_147,_West Muddy/Porter Precinct,_West Muddy/Porter Precinct,158,49,5,163,29,13
0,_149,_Rock Precinct,_Rock Precinct,744,84,13,699,43,48
0,_151,_C and B Precinct,_C and B Precinct,308,156,6,298,103,41
0,_151,_Crete 1 Precinct,_Crete 1 Precinct,355,348,30,390,223,50
0,_151,_Crete 2 Precinct,_Crete 2 Precinct,258,274,15,261,219,44
0,_151,_Crete 3 Precinct,_Crete 3 Precinct,319,328,18,349,239,36
0,_151,_Dewitt Precinct,_Dewitt Precinct,305,139,15,329,94,21
