IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_NE_20201103_GEN_PRE_REP_TRUMP,USA_NE_20201103_GEN_PRE_DEM_BIDEN,USA_NE_20201103_GEN_PRE_LIB_JORGENSEN,USA_NE_20201103_GEN_USS_REP_SASSE,USA_NE_20201103_GEN_USS_DEM_JANICEK,USA_NE_20201103_GEN_USS_LIB_SIADEK
0,_151,_Dorchester Precinct,_Dorchester Precinct,409,156,15,390,114,43
0,_151,_Friend Ward 1,_Friend Ward 1,295,87,10,284,62,30
0,_151,_Friend Ward 2,_Friend Ward 2,276,85,3,282,54,18
0,_151,_Olive Precinct,_Olive Precinct,129,55,4,137,48,5
0,_151,_South Fork Precinct,_South Fork Precinct,174,69,8,174,48,23
0,_151,_Wilbur 1 Precinct,_Wilbur 1 Precinct,450,201,16,447,133,47
0,_151,_Wilbur 2 Precinct,_Wilbur 2 Precinct,353,88,13,334,73,22
0,_153,_LD02-46,_LD02-46,997,387,21,1014,207,84
0,_153,_LD02-47,_LD02-47,577,253,33,566,170,74
0,_153,_LD02-48,_LD02-48,1504,995,44,1718,504,126
0,_153,_LD02-49,_LD02-49,1149,926,56,1322,509,114
0,_153,_LD03-16,_LD03-16,782,759,48,838,496,108
0,_153,_LD03-17,_LD03-17,831,709,38,879,483,99
0,_153,_LD03-18,_LD03-18,571,573,33,598,406,67
0,_153,_LD03-19,_LD03-19,1462,1122,72,1613,666,160
0,_153,_LD03-20,_LD03-20,876,945,44,972,588,120
0,_153,_LD03-21,_LD03-21,1340,979,53,1514,497,114
0,_153,_LD03-22,_LD03-22,782,784,68,894,510,103
0,_153,_LD03-23,_LD03-23,1465,1056,56,1683,527,158
0,_153,_LD03-24,_LD03-24,779,527,36,859,299,78
0,_153,_LD03-25,_LD03-25,687,655,50,752,433,104
0,_153,_LD03-26,_LD03-26,738,649,55,825,401,97
0,_153,_LD14-31,_LD14-31,1585,1384,57,1871,702,155
0,_153,_LD14-32,_LD14-32,692,571,35,741,348,88
0,_153,_LD14-33,_LD14-33,751,825,32,857,482,108
0,_153,_LD14-34,_LD14-34,872,864,53,947,556,131
0,_153,_LD14-35,_LD14-35,850,741,45,973,412,109
0,_153,_LD14-36,_LD14-36,922,591,24,1034,279,75
0,_153,_LD14-37,_LD14-37,1542,1190,69,1723,638,161
0,_153,_LD14-38,_LD14-38,787,698,46,894,362,105
0,_153,_LD14-39,_LD14-39,1064,843,43,1196,436,112
0,_153,_LD14-40,_LD14-40,886,695,45,965,390,118
0,_153,_LD14-41,_LD14-41,1217,930,46,1377,471,130
0,_153,_LD14-42,_LD14-42,879,750,60,988,414,113
0,_153,_LD45-01,_LD45-01,540,632,20,586,447,64
0,_153,_LD45-02,_LD45-02,555,449,30,590,262,78
0,_153,_LD45-03,_LD45-03,830,873,62,931,529,131
0,_153,_LD45-04,_LD45-04,700,645,34,756,364,119
0,_153,_LD45-05,_LD45-05,592,582,29,690,345,70
0,_153,_LD45-06,_LD45-06,664,712,52,739,445,110
0,_153,_LD45-07,_LD45-07,672,552,43,712,340,104
0,_153,_LD45-08,_LD45-08,703,548,31,777,334,73
0,_153,_LD45-09,_LD45-09,568,518,48,617,350,96
0,_153,_LD45-10,_LD45-10,515,388,45,563,238,71
0,_153,_LD45-11,_LD45-11,1124,904,78,1270,508,141
0,_153,_LD45-12,_LD45-12,1127,806,66,1244,525,97
0,_153,_LD45-13,_LD45-13,889,791,49,994,413,109
0,_153,_LD49-51,_LD49-51,2266,1464,75,2517,768,191
0,_153,_LD49-52,_LD49-52,1639,1234,60,1828,705,149
0,_153,_LD49-53,_LD49-53,1177,1028,49,1321,620,127
0,_153,_LD49-54,_LD49-54,1076,967,40,1195,513,151
0,_153,_LD49-55,_LD49-55,1404,1127,74,1596,609,166
0,_153,_LD49-56,_LD49-56,877,680,48,960,381,91
0,_153,_LD49-57,_LD49-57,823,832,60,926,529,114
0,_153,_LD49-58,_LD49-58,948,410,27,1025,196,67
0,_153,_LD49-59,_LD49-59,859,451,33,924,243,72
0,_153,_LD49-60,_LD49-60,775,482,30,821,264,81
0,_153,_LD49-61,_LD49-61,2704,1505,79,3013,717,204
0,_153,_LD49-62,_LD49-62,1365,1225,64,1555,669,139
0,_155,_Ashland Rural Precinct,_Ashland Rural Precinct,623,226,24,638,132,44
0,_155,_Ashland W1 Voting District,_Ashland W1 Voting District,413,209,27,439,116,59
0,_155,_Ashland W2 Voting District,_Ashland W2 Voting District,522,265,31,553,153,67
0,_155,_Cedar Bluffs Precinct,_Cedar Bluffs Precinct,622,199,19,607,125,59
0,_155,_Center Precinct,_Center Precinct,329,94,7,331,63,12
0,_155,_Ceresco Precinct,_Ceresco Precinct,685,273,33,710,147,66
0,_155,_District 4 Precinct,_District 4 Precinct,919,280,21,900,189,61
0,_155,_Malmo Precinct,_Malmo Precinct,259,92,6,259,54,20
0,_155,_Marietta Precinct,_Marietta Precinct,347,112,10,352,61,29
0,_155,_Prague Precinct,_Prague Precinct,399,101,12,381,92,25
0,_155,_Valparaiso Precinct,_Valparaiso Precinct,552,220,11,576,122,43
0,_155,_Wahoo Rural Precinct,_Wahoo Rural Precinct,437,100,7,423,62,31
0,_155,_Wahoo W1 Voting District,_Wahoo W1 Voting District,639,291,19,640,175,66
0,_155,_Wahoo W2 Voting District,_Wahoo W2 Voting District,557,221,14,575,132,40
0,_155,_Wahoo W3 Voting District,_Wahoo W3 Voting District,458,207,17,476,129,26
0,_155,_Weston Precinct,_Weston Precinct,359,96,12,351,60,38
0,_155,_Yutan Precinct,_Yutan Precinct,988,345,26,999,185,82
0,_157,_Castle Rock A Precinct,_Castle Rock A Precinct,175,32,1,161,30,14
0,_157,_Castle Rock B Precinct,_Castle Rock B Precinct,105,18,3,103,14,9
0,_157,_Dewey-Tabor Precinct,_Dewey-Tabor Precinct,446,78,7,414,62,37
0,_157,_East Winter Creek Precinct,_East Winter Creek Precinct,287,81,5,294,54,20
0,_157,_Fanning Precinct,_Fanning Precinct,555,77,12,539,55,29
0,_157,_Ford A & B Precinct,_Ford A & B Precinct,248,50,3,237,40,15
0,_157,_Funston Precinct,_Funston Precinct,283,59,2,270,41,16
0,_157,_Gering 1 Precinct,_Gering 1 Precinct,914,363,17,923,233,73
0,_157,_Gering 2 Precinct,_Gering 2 Precinct,647,294,24,631,230,62
0,_157,_Gering 3 Precinct,_Gering 3 Precinct,405,188,21,404,144,43
0,_157,_Gering 4 Precinct,_Gering 4 Precinct,718,262,19,697,196,66
0,_157,_Gering Precinct,_Gering Precinct,372,61,13,348,50,32
0,_157,_Highland Precinct,_Highland Precinct,192,38,1,172,31,16
0,_157,_Kiowa-Lyman Precinct,_Kiowa-Lyman Precinct,294,49,5,278,32,20
0,_157,_Minitare 1 & 2 Precinct,_Minitare 1 & 2 Precinct,168,72,6,172,58,17
0,_157,_Mitchell 1 Precinct,_Mitchell 1 Precinct,213,83,9,207,69,21
0,_157,_Mitchell 2 Precinct,_Mitchell 2 Precinct,235,83,6,235,64,19
0,_157,_Mitchell Precinct,_Mitchell Precinct,216,43,4,212,30,10
0,_157,_Roubadeau Precinct,_Roubadeau Precinct,58,9,1,57,6,6
0,_157,_Scottsbluff 1 Precinct,_Scottsbluff 1 Precinct,687,274,20,707,164,56
0,_157,_Scottsbluff 2 Precinct,_Scottsbluff 2 Precinct,579,351,22,606,234,53
0,_157,_Scottsbluff 3 Precinct,_Scottsbluff 3 Precinct,201,238,13,215,177,35
0,_157,_Scottsbluff 4 Precinct,_Scottsbluff 4 Precinct,105,137,7,100,114,19
0,_157,_Scottsbluff 5 Precinct,_Scottsbluff 5 Precinct,428,201,14,432,141,32
0,_157,_Scottsbluff 6 Precinct,_Scottsbluff 6 Precinct,369,204,15,362,156,41
0,_157,_Scottsbluff 7 Precinct,_Scottsbluff 7 Precinct,439,230,28,434,171,50
0,_157,_Scottsbluff 8 Precinct,_Scottsbluff 8 Precinct,509,240,8,521,165,45
0,_157,_Terrytown Precinct,_Terrytown Precinct,268,104,16,258,89,28
0,_157,_Village of Morrill Precinct,_Village of Morrill Precinct,311,93,11,312,66,28
0,_157,_West Winter Creek Precinct,_West Winter Creek Precinct,525,184,8,519,126,41
0,_159,_B Precinct,_B Precinct,189,52,7,179,44,12
0,_159,_C Precinct,_C Precinct,242,86,8,237,62,15
0,_159,_City of Seward Ward 1,_City of Seward Ward 1,745,335,23,838,180,38
0,_159,_City of Seward Ward 2,_City of Seward Ward 2,745,418,24,804,233,63
0,_159,_City of Seward Ward 3,_City of Seward Ward 3,564,269,30,549,190,72
0,_159,_City of Seward Ward 4,_City of Seward Ward 4,339,179,11,392,89,24
0,_159,_E Precinct,_E Precinct,452,105,15,448,73,26
0,_159,_G Precinct,_G Precinct,210,88,5,236,29,10
0,_159,_H Precinct,_H Precinct,534,209,9,543,126,35
0,_159,_I Precinct,_I Precinct,545,154,21,542,101,41
0,_159,_J Precinct,_J Precinct,172,39,3,168,36,7
0,_159,_K Precinct,_K Precinct,304,92,12,294,59,18
0,_159,_M-BX Precinct,_M-BX Precinct,291,68,13,300,37,15
0,_159,_M-CO Precinct,_M-CO Precinct,238,55,5,229,39,15
0,_159,_O-1 Precinct,_O-1 Precinct,399,139,15,425,73,35
0,_159,_O-2 Precinct,_O-2 Precinct,521,150,13,534,93,29
0,_161,_East Gordon Precinct,_East Gordon Precinct,331,56,9,303,49,27
0,_161,_Hay Springs Precinct,_Hay Springs Precinct,415,74,10,387,57,30
0,_161,_Mirage Precinct,_Mirage Precinct,157,17,2,145,13,14
0,_161,_North Rushville Precinct,_North Rushville Precinct,353,46,1,303,46,38
0,_161,_South Rushville Precinct,_South Rushville Precinct,241,49,2,209,46,22
0,_161,_South Sheridan Precinct,_South Sheridan Precinct,281,21,6,240,14,31
0,_161,_West Gordon Precinct,_West Gordon Precinct,351,65,9,317,56,36
0,_161,_Wounded Knee Precinct,_Wounded Knee Precinct,163,12,1,138,9,11
0,_163,_Ashton Precinct,_Ashton Precinct,204,48,2,176,42,20
0,_163,_Central Loup City Precinct,_Central Loup City Precinct,145,45,4,141,31,14
0,_163,_Harrison Precinct,_Harrison Precinct,307,44,7,290,29,25
0,_163,_North Loup City Precinct,_North Loup City Precinct,226,113,11,220,76,30
0,_163,_Rockville Precinct,_Rockville Precinct,215,40,3,196,26,21
0,_163,_South Loup City Precinct,_South Loup City Precinct,225,53,6,210,43,18
0,_165,_Bowen Precinct,_Bowen Precinct,375,48,12,348,34,31
0,_165,_Sheep Creek Precinct,_Sheep Creek Precinct,267,24,3,249,18,16
0,_167,_Butterfly Precinct,_Butterfly Precinct,71,13,1,64,12,4
0,_167,_Dewey Precinct,_Dewey Precinct,98,15,3,88,10,9
0,_167,_Dimick Precinct,_Dimick Precinct,66,9,0,61,7,5
0,_167,_Elkhorn Precinct,_Elkhorn Precinct,134,21,1,121,12,7
0,_167,_Haymow Precinct,_Haymow Precinct,57,12,0,44,11,10
0,_167,_Kingsburg Precinct,_Kingsburg Precinct,49,12,1,42,6,8
0,_167,_Maple Creek Precinct,_Maple Creek Precinct,74,17,0,67,11,7
0,_167,_Pilger Precinct,_Pilger Precinct,210,40,4,192,23,15
0,_167,_Ramshorn Precinct,_Ramshorn Precinct,93,7,2,82,10,9
0,_167,_Spring Branch Precinct,_Spring Branch Precinct,702,179,20,649,128,68
0,_167,_Spring Branch Precinct 2,_Spring Branch Precinct 2,202,47,13,175,35,27
0,_167,_Stanton A Precinct,_Stanton A Precinct,329,60,15,287,37,40
0,_167,_Stanton B Precinct,_Stanton B Precinct,384,83,5,342,63,27
0,_167,_Stanton C Precinct,_Stanton C Precinct,42,8,1,42,4,3
0,_167,_Union Creek Precinct,_Union Creek Precinct,50,9,2,48,5,3
0,_169,_Alexandria Precinct,_Alexandria Precinct,163,46,2,167,24,12
0,_169,_Bruning Precinct,_Bruning Precinct,268,58,10,269,40,19
0,_169,_Chester Precinct,_Chester Precinct,366,69,3,368,43,13
0,_169,_Davenport Precinct,_Davenport Precinct,328,71,6,314,51,20
0,_169,_Deshler Precinct,_Deshler Precinct,379,127,6,401,69,18
0,_169,_Hebron North Precinct,_Hebron North Precinct,405,138,10,427,77,23
0,_169,_Hebron South Precinct,_Hebron South Precinct,399,115,11,410,68,18
0,_171,_Thomas Precinct,_Thomas Precinct,377,45,5,329,40,21
0,_173,_Anderson-Blackbird Precinct,_Anderson-Blackbird Precinct,32,239,1,40,191,9
0,_173,_Bryan Precinct,_Bryan Precinct,44,6,0,41,3,0
0,_173,_Dawes Precinct,_Dawes Precinct,102,39,1,95,33,8
0,_173,_Flournoy/Merry Precinct,_Flournoy/Merry Precinct,143,25,2,136,20,4
0,_173,_Omaha Precinct,_Omaha Precinct,140,186,6,149,150,14
0,_173,_Pender Precinct,_Pender Precinct,508,142,6,531,82,10
0,_173,_Perry Precinct,_Perry Precinct,89,33,2,91,23,6
0,_173,_Thayer Precinct,_Thayer Precinct,59,8,1,58,9,0
0,_173,_Winnebago Precinct,_Winnebago Precinct,63,444,4,77,374,23
0,_175,_Precinct 1,_Precinct 1,300,46,4,278,39,15
0,_175,_Precinct 2 - Ord,_Precinct 2 - Ord,238,71,4,246,39,11
0,_175,_Precinct 3 - Ord,_Precinct 3 - Ord,280,74,5,280,44,22
0,_175,_Precinct 4,_Precinct 4,302,73,4,290,49,20
0,_175,_Precinct 5,_Precinct 5,263,53,3,242,41,18
0,_175,_Precinct 6 - Ord,_Precinct 6 - Ord,236,47,4,217,42,15
0,_175,_Precinct 7,_Precinct 7,282,48,3,268,26,21
0,_177,_Arbor Precinct,_Arbor Precinct,494,226,16,516,121,54
0,_177,_Arlington Precinct,_Arlington Precinct,772,259,26,802,133,50
0,_177,_Central Precinct,_Central Precinct,540,270,30,558,165,64
0,_177,_Cuming City Precinct,_Cuming City Precinct,374,124,5,353,76,35
0,_177,_Dana Precinct,_Dana Precinct,565,288,27,603,162,55
0,_177,_Desoto Precinct,_Desoto Precinct,446,186,13,450,94,47
0,_177,_Fontanelle Precinct,_Fontanelle Precinct,531,119,15,532,62,38
0,_177,_Fort Calhoun East Precinct,_Fort Calhoun East Precinct,552,300,23,565,176,57
0,_177,_Fort Calhoun West Precinct,_Fort Calhoun West Precinct,773,351,10,802,173,59
0,_177,_Herman Precinct,_Herman Precinct,332,96,11,336,55,19
0,_177,_Kennard Precinct,_Kennard Precinct,652,184,13,643,111,59
0,_177,_Lakeland Precinct,_Lakeland Precinct,1049,457,31,1090,257,84
0,_177,_Northview Precinct,_Northview Precinct,619,295,25,633,185,60
0,_177,_Skyline Precinct,_Skyline Precinct,509,280,22,545,141,59
0,_177,_Washington Precinct,_Washington Precinct,375,119,9,380,70,21
0,_179,_Brenna/Plum Creek/Hunter Precinct,_Brenna/Plum Creek/Hunter Precinct,307,71,10,287,41,33
0,_179,_Chapin/Hancock/Winside Precinct,_Chapin/Hancock/Winside Precinct,390,56,6,352,38,26
0,_179,_Deer Creek/Sherman Precinct,_Deer Creek/Sherman Precinct,234,30,12,229,25,15
0,_179,_Hoskins/Garfield Precinct,_Hoskins/Garfield Precinct,408,37,5,357,29,41
0,_179,_Logan/Leslie Precinct,_Logan/Leslie Precinct,211,64,6,205,46,22
0,_179,_Strahan/Wilber Precinct,_Strahan/Wilber Precinct,260,35,9,247,16,15
0,_179,_Wayne Ward 1,_Wayne Ward 1,298,171,22,311,108,36
0,_179,_Wayne Ward 2,_Wayne Ward 2,273,132,10,308,75,12
0,_179,_Wayne Ward 3,_Wayne Ward 3,263,196,12,282,116,28
0,_179,_Wayne Ward 4,_Wayne Ward 4,411,230,31,422,144,48
0,_181,_Bladen Precinct,_Bladen Precinct,199,39,4,200,24,11
0,_181,_Blue Hill Precinct,_Blue Hill Precinct,449,116,13,419,78,31
0,_181,_Guide Rock Precinct,_Guide Rock Precinct,232,28,2,211,22,9
0,_181,_Red Cloud 1st Precinct,_Red Cloud 1st Precinct,256,65,3,250,44,19
0,_181,_Red Cloud 2nd Precinct,_Red Cloud 2nd Precinct,375,87,8,363,62,19
0,_183,_Bartlett Precinct,_Bartlett Precinct,305,38,3,259,37,26
0,_183,_Ericson Precinct,_Ericson Precinct,133,21,2,128,12,10
0,_185,_Arborville-Morton-Bradshaw-Lockridge Precinct,_Arborville-Morton-Bradshaw-Lockridge Precinct,541,128,9,525,90,25
0,_185,_Brown-Henderson Precinct,_Brown-Henderson Precinct,754,165,5,742,98,45
0,_185,_Hays-McFadden Precinct,_Hays-McFadden Precinct,381,83,6,347,60,30
0,_185,_Leroy-Baker Precinct,_Leroy-Baker Precinct,260,49,11,256,41,16
0,_185,_New York-Waco-Beaver-West Blue Precinct,_New York-Waco-Beaver-West Blue Precinct,488,105,11,487,68,25
0,_185,_Thayer-Stewart Precinct,_Thayer-Stewart Precinct,285,76,5,274,53,21
0,_185,_York Ward 1A,_York Ward 1A,445,143,21,481,71,28
0,_185,_York Ward 2,_York Ward 2,413,162,18,425,115,35
0,_185,_York Ward 2B,_York Ward 2B,407,155,25,421,100,38
0,_185,_York Ward 3,_York Ward 3,317,154,13,355,81,29
0,_185,_York Ward 4A,_York Ward 4A,567,215,27,606,123,45
0,_185,_York Ward 4B,_York Ward 4B,479,195,25,487,117,42
