IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_VA_20201103_GEN_PRE_DEM_BIDEN,USA_VA_20201103_GEN_PRE_REP_TRUMP,USA_VA_20201103_GEN_PRE_LIB_JORGENSEN,USA_VA_20201103_GEN_PRE_OTH_WRITEIN,USA_VA_20201103_GEN_USS_DEM_WARNER,USA_VA_20201103_GEN_USS_REP_GADE,USA_VA_20201103_GEN_USS_OTH_WRITEIN
0,_Henrico County,_Tuckahoe,_000417,1019,1254,41,18,993,1312,0
0,_Henrico County,_Welborne,_000418,1245,703,43,11,1244,731,2
0,_Henrico County,_West End,_000419,1203,1137,43,15,1201,1149,2
0,_Henrico County,_Antioch,_000501,551,1404,15,6,622,1358,0
0,_Henrico County,_Cedar Fork,_000502,1041,143,13,2,1039,136,0
0,_Henrico County,_Chickahominy,_000503,877,938,22,2,959,901,0
0,_Henrico County,_Donahoe,_000504,1141,506,24,4,1157,486,2
0,_Henrico County,_Dorey,_000505,1122,871,31,2,1156,841,0
0,_Henrico County,_Eanes,_000506,1693,453,20,8,1689,442,0
0,_Henrico County,_Elko,_000507,192,587,7,0,201,586,0
0,_Henrico County,_Highland Springs,_000508,1659,240,22,6,1644,230,5
0,_Henrico County,_Laburnum,_000509,1340,337,12,4,1352,314,3
0,_Henrico County,_Mehfoud,_000510,1256,463,15,8,1249,457,3
0,_Henrico County,_Montrose,_000511,2315,268,24,6,2224,279,0
0,_Henrico County,_Nine Mile,_000512,926,363,22,2,981,326,2
0,_Henrico County,_Pleasants,_000513,2589,228,12,4,2571,204,3
0,_Henrico County,_Rolfe,_000514,2155,215,15,9,2139,200,2
0,_Henrico County,_Sandston,_000515,942,1277,37,8,1096,1192,2
0,_Henrico County,_Sullivans,_000516,1822,532,27,9,1787,529,2
0,_Henrico County,_Town Hall,_000517,428,504,5,4,453,483,2
0,_Henrico County,_Whitlocks,_000518,724,1156,37,0,816,1108,2
0,_Henry County,_Bassett #2,_000101,339,304,2,0,350,263,0
0,_Henry County,_Gunville,_000102,264,1017,10,0,442,853,2
0,_Henry County,_Scott's Tanyard,_000103,469,1631,18,2,637,1463,5
0,_Henry County,_Fieldale,_000201,238,441,15,2,294,391,2
0,_Henry County,_Horsepasture #1,_000202,394,927,7,0,509,808,0
0,_Henry County,_Horsepasture #2,_000203,660,311,10,6,645,268,2
0,_Henry County,_Spencer,_000204,453,1147,7,7,528,1054,5
0,_Henry County,_Axton,_000302,450,508,9,0,501,463,0
0,_Henry County,_Irisburg,_000303,642,907,16,0,740,820,2
0,_Henry County,_Mount Olivet (CD 5),_000304,565,565,7,0,588,523,0
0,_Henry County,_Mount Olivet (CD 9),_000304,3,0,0,0,3,0,0
0,_Henry County,_Mountain Valley,_000305,394,540,12,0,421,510,0
0,_Henry County,_Collinsville #1,_000401,205,515,8,0,290,435,0
0,_Henry County,_Daniels Creek,_000402,323,520,5,0,372,456,0
0,_Henry County,_Collinsville #2,_000404,488,739,21,4,520,688,2
0,_Henry County,_Mountain View,_000405,378,474,3,0,410,424,1
0,_Henry County,_Bassett #1,_000501,312,429,13,0,361,375,0
0,_Henry County,_Figsboro,_000502,225,720,3,0,293,650,0
0,_Henry County,_Stanleytown,_000503,332,1173,7,2,437,1062,4
0,_Henry County,_Oak Level,_000504,228,456,5,0,268,411,0
0,_Henry County,_Dyers Store (CD 9),_000505,130,388,8,2,142,375,0
0,_Henry County,_Dyers Store (CD 5),_000505,38,58,0,0,43,53,0
0,_Henry County,_Fontaine,_000601,453,708,10,0,478,652,2
0,_Henry County,_Hillcrest,_000602,241,321,3,0,263,278,0
0,_Henry County,_Ridgeway #1,_000603,584,1077,19,3,668,1008,0
0,_Henry County,_Ridgeway #2,_000604,319,849,5,2,413,768,0
0,_Highland County,_Monterey,_000001,136,286,4,0,170,254,1
0,_Highland County,_Wilsons Mill,_000003,20,93,5,0,27,92,0
0,_Highland County,_Blue Grass,_000005,106,193,3,0,117,182,0
0,_Highland County,_Mill Gap,_000007,66,124,3,2,68,121,0
0,_Highland County,_McDowell,_000008,75,296,7,0,98,278,0
0,_Highland County,_Headwaters,_000010,14,100,0,0,24,93,0
0,_Hopewell City,_Ward One,_000101,558,579,13,3,614,536,2
0,_Hopewell City,_Ward Two,_000201,1015,201,12,2,1009,198,0
0,_Hopewell City,_Ward Three,_000301,585,1009,32,12,657,981,0
0,_Hopewell City,_Ward Four,_000401,907,772,28,8,943,764,0
0,_Hopewell City,_Ward Five,_000501,569,747,16,0,617,706,3
0,_Hopewell City,_Ward Six,_000601,1136,249,15,2,1149,228,2
0,_Hopewell City,_Ward Seven,_000701,660,463,15,0,706,434,0
0,_Isle of Wight County,_Smithfield,_000101,892,1561,52,3,961,1563,5
0,_Isle of Wight County,_Cypress Creek,_000102,742,1278,22,13,798,1253,2
0,_Isle of Wight County,_Bartlett,_000201,911,1647,58,3,921,1672,8
0,_Isle of Wight County,_Carrollton,_000202,1099,1382,43,0,1137,1376,3
0,_Isle of Wight County,_Rushmere,_000301,1183,991,22,0,1205,962,0
0,_Isle of Wight County,_Pons,_000302,1202,644,25,0,1194,631,2
0,_Isle of Wight County,_Courthouse,_000401,248,575,14,0,270,572,0
0,_Isle of Wight County,_Windsor,_000402,544,1160,29,0,586,1144,1
0,_Isle of Wight County,_Longview,_000403,762,890,16,0,769,878,0
0,_Isle of Wight County,_Walters,_000501,364,1007,18,3,435,983,0
0,_Isle of Wight County,_Camps Mill,_000502,398,289,9,0,392,290,0
0,_Isle of Wight County,_Carrsville,_000503,475,630,4,0,467,625,0
0,_Isle of Wight County,_Zuni,_000504,445,1068,13,0,496,1046,1
0,_Isle of Wight County,_Raynor,_000505,134,585,3,0,190,551,1
0,_James City County,_Berkeley A,_000101,1337,1421,39,20,1199,1491,8
0,_James City County,_Berkeley B,_000102,1383,1254,53,19,1337,1306,0
0,_James City County,_Berkeley C,_000103,1174,1629,31,11,1228,1663,0
0,_James City County,_Berkeley D,_000104,436,469,17,5,458,480,0
0,_James City County,_Jamestown A,_000201,596,422,28,14,616,437,5
0,_James City County,_Jamestown B (CD 1),_000202,1865,885,39,11,1926,881,0
0,_James City County,_Jamestown B (CD 2),_000202,6,5,0,0,5,5,0
0,_James City County,_Jamestown C,_000203,1134,978,53,11,1148,1027,0
0,_James City County,_Jamestown D,_000204,863,967,36,4,886,995,0
0,_James City County,_Powhatan A,_000301,1220,1195,21,19,1213,1209,4
0,_James City County,_Powhatan B,_000302,1065,490,21,7,1054,501,4
0,_James City County,_Powhatan C,_000303,925,1271,15,7,938,1275,3
0,_James City County,_Powhatan D,_000304,2339,1263,63,15,2253,1332,0
0,_James City County,_Stonehouse A,_000401,2627,2845,71,18,2733,2846,3
0,_James City County,_Stonehouse B,_000402,2239,2239,76,7,2319,2256,3
0,_James City County,_Stonehouse C,_000403,1616,2179,39,15,1607,2236,7
0,_James City County,_Roberts A,_000501,2034,700,17,0,2039,655,0
0,_James City County,_Roberts B,_000502,596,1388,28,5,605,1427,2
0,_James City County,_Roberts C,_000503,866,230,9,0,834,235,0
0,_James City County,_Roberts D (CD 2),_000504,1232,1317,54,18,1287,1337,2
0,_James City County,_Roberts D (CD 1),_000504,0,6,0,0,0,6,0
0,_King and Queen County,_Owenton,_000101,614,414,10,5,608,403,3
0,_King and Queen County,_Clarks,_000201,307,605,16,0,339,585,2
0,_King and Queen County,_Shacklefords,_000301,323,495,13,2,342,478,0
0,_King and Queen County,_Courthouse,_000401,228,406,10,0,252,394,2
0,_King and Queen County,_Oldmill,_000501,118,530,15,4,164,512,1
0,_King George County,_Courthouse,_000101,960,1717,62,15,1042,1721,0
0,_King George County,_Passapatanzy,_000102,783,1216,41,8,801,1220,5
0,_King George County,_Monroe,_000201,911,1777,92,12,988,1805,3
0,_King George County,_Dahlgren,_000301,1461,1777,62,10,1492,1744,6
0,_King George County,_Shiloh,_000401,1289,1959,57,15,1435,1894,1
0,_King William County,_West Point,_000101,886,1411,45,8,913,1380,3
0,_King William County,_Sweet Hall,_000201,241,598,10,2,258,578,0
0,_King William County,_Courthouse,_000202,347,647,11,0,370,615,2
0,_King William County,_Aylett,_000301,500,1643,34,2,594,1568,2
0,_King William County,_Manquin,_000401,614,1563,23,0,660,1511,0
0,_King William County,_Mangohick,_000501,672,1458,19,2,652,1427,2
0,_Lancaster County,_Precinct 1-1,_000101,619,826,15,0,663,800,0
0,_Lancaster County,_Precinct 2-1,_000201,718,423,12,3,714,422,0
0,_Lancaster County,_Precinct 3-1,_000301,360,739,7,0,377,726,0
0,_Lancaster County,_Precinct 3-2,_000302,156,340,5,5,177,330,0
0,_Lancaster County,_Precinct 4-1,_000401,912,427,17,0,914,421,0
0,_Lancaster County,_Precinct 5-1,_000501,603,942,15,8,612,949,3
0,_Lee County,_Elydale,_000101,96,472,3,1,112,441,2
0,_Lee County,_Ewing,_000102,70,454,11,3,84,438,0
0,_Lee County,_Rose Hill,_000103,177,827,16,0,221,766,3
0,_Lee County,_Blackwater,_000201,45,201,1,4,62,186,0
0,_Lee County,_Flatwoods,_000202,105,642,3,0,160,589,0
0,_Lee County,_Jonesville,_000203,134,810,5,1,216,735,0
0,_Lee County,_Ben Hur,_000301,124,936,9,0,230,844,2
0,_Lee County,_Woodway,_000302,115,728,3,1,228,625,2
0,_Lee County,_Stickleyville,_000401,113,423,4,0,140,387,0
0,_Lee County,_Jasper,_000402,43,327,4,1,71,305,0
0,_Lee County,_Seminary,_000403,62,454,3,0,98,419,0
0,_Lee County,_Dryden,_000404,103,752,6,2,176,675,1
0,_Lee County,_Saint Charles,_000501,100,299,3,0,143,253,0
0,_Lee County,_Pennington,_000502,128,733,5,0,192,660,0
0,_Lee County,_Robbins Chapel,_000503,25,122,2,1,35,116,0
0,_Lee County,_Keokee,_000504,49,185,0,0,72,161,0
0,_Lexington City,_Lexington,_000001,1791,906,48,17,1853,895,3
0,_Loudoun County,_Little River,_000107,1277,916,31,14,1282,946,5
0,_Loudoun County,_Mercer,_000108,1501,829,21,12,1483,860,0
0,_Loudoun County,_Freedom,_000112,854,481,17,10,931,462,2
0,_Loudoun County,_Dulles South,_000114,909,527,31,5,917,543,0
0,_Loudoun County,_Carter,_000117,1107,363,14,7,1085,364,5
0,_Loudoun County,_Moorefield,_000118,1631,782,14,10,1585,804,0
0,_Loudoun County,_Arcola,_000119,1452,590,24,5,1450,595,0
0,_Loudoun County,_Lunsford,_000120,1617,827,28,10,1694,804,0
0,_Loudoun County,_Town Hall,_000121,1190,625,43,12,1249,633,5
0,_Loudoun County,_Hutchison Farm,_000122,1462,899,21,5,1488,889,2
0,_Loudoun County,_Cardinal Ridge,_000123,894,499,19,14,936,498,2
0,_Loudoun County,_Liberty,_000124,1054,472,10,10,1057,473,0
0,_Loudoun County,_Rock Ridge,_000125,1773,713,14,12,1914,645,0
0,_Loudoun County,_Goshen Post,_000126,1602,811,52,7,1689,792,5
0,_Loudoun County,_River Bend,_000207,971,628,28,12,899,685,5
0,_Loudoun County,_Algonkian,_000208,1297,671,33,14,1240,728,0
0,_Loudoun County,_Potomac Falls,_000209,1287,756,45,19,1216,824,2
0,_Loudoun County,_Cascades,_000210,2132,914,63,19,2152,930,0
0,_Loudoun County,_Countryside,_000213,733,343,21,5,809,314,0
0,_Loudoun County,_Sugarland North,_000214,1549,921,45,17,1534,984,2
0,_Loudoun County,_Sugarland South,_000215,2365,1060,33,12,2377,1060,0
0,_Loudoun County,_Lowes Island,_000216,1598,908,43,14,1572,966,2
0,_Loudoun County,_South Bank,_000217,1340,808,33,19,1319,860,5
0,_Loudoun County,_University Center,_000218,1753,684,47,7,1778,694,0
0,_Loudoun County,_Galilee Church,_000219,1593,774,84,7,1599,822,0
0,_Loudoun County,_Purcellville,_000301,952,1212,50,19,945,1289,4
0,_Loudoun County,_Round Hill,_000302,1686,1679,45,7,1614,1756,2
0,_Loudoun County,_Hillsboro,_000303,1092,1443,43,12,1151,1468,2
0,_Loudoun County,_Philomont,_000305,840,844,19,10,786,893,2
0,_Loudoun County,_Middleburg,_000307,1369,713,17,7,1356,732,0
0,_Loudoun County,_St Louis,_000308,1092,739,24,5,1113,754,0
0,_Loudoun County,_Aldie,_000309,830,569,7,9,800,595,2
0,_Loudoun County,_Mountain View,_000310,1467,1605,60,24,1390,1711,2
0,_Loudoun County,_Round Hill Elementary,_000311,1602,1771,40,28,1581,1855,2
0,_Loudoun County,_Briar Woods,_000312,1748,814,7,12,1722,817,4
0,_Loudoun County,_Pinebrook,_000313,1710,903,33,14,1750,917,0
0,_Loudoun County,_Legacy,_000314,1661,844,26,12,1740,824,2
0,_Loudoun County,_Firehouse,_000315,524,630,12,5,538,647,2
0,_Loudoun County,_Creighton's Corner,_000316,2093,973,31,26,2072,1013,2
0,_Loudoun County,_Madison's Trust,_000318,1185,1288,45,14,1156,1379,0
0,_Loudoun County,_John Champe,_000319,1777,1128,26,5,1824,1141,0
0,_Loudoun County,_Stone Hill,_000320,2434,827,33,17,2498,799,0
0,_Loudoun County,_Brambleton Middle,_000321,1210,510,26,7,1179,534,0
0,_Loudoun County,_Buffalo Trail,_000322,1340,649,26,7,1385,620,4
0,_Loudoun County,_West Lovettsville,_000401,2054,2381,79,24,2016,2502,14
0,_Loudoun County,_Waterford,_000402,1452,1633,72,32,1516,1720,4
0,_Loudoun County,_Lucketts,_000403,1715,1427,26,24,1624,1504,7
0,_Loudoun County,_Harper Park,_000407,869,553,12,9,828,589,0
0,_Loudoun County,_Evergreen,_000408,1452,1177,28,7,1436,1190,4
0,_Loudoun County,_Clarkes Gap,_000409,981,1214,31,14,954,1285,0
0,_Loudoun County,_East Lovettsville,_000411,1097,1535,40,14,1113,1592,0
0,_Loudoun County,_Tuscarora,_000413,136,61,2,2,116,72,0
0,_Loudoun County,_Red Rock,_000414,1321,630,21,5,1352,631,0
0,_Loudoun County,_Hamilton,_000416,1549,1781,52,28,1516,1884,4
0,_Loudoun County,_River Creek,_000420,845,853,10,14,823,900,0
0,_Loudoun County,_Between The Hills,_000421,253,289,19,2,257,308,0
0,_Loudoun County,_Sycolin Creek,_000422,879,908,28,12,786,1002,2
0,_Loudoun County,_West Leesburg,_000501,1176,745,28,37,1160,815,0
0,_Loudoun County,_East Leesburg,_000502,2035,752,60,17,2058,779,0
0,_Loudoun County,_Dry Mill,_000503,671,540,9,7,627,580,0
0,_Loudoun County,_Smarts Mill,_000504,1379,857,47,19,1324,928,2
0,_Loudoun County,_Cool Spring,_000505,1409,912,33,7,1338,982,2
0,_Loudoun County,_Brandon Park,_000506,1180,488,40,14,1193,516,2
0,_Loudoun County,_Greenway,_000507,592,457,12,28,651,465,0
0,_Loudoun County,_Balls Bluff,_000508,1987,1106,65,12,1979,1176,0
0,_Loudoun County,_Tolbert,_000509,2463,988,50,19,2512,995,2
0,_Loudoun County,_Heritage,_000510,642,540,5,14,617,569,2
0,_Loudoun County,_Hillside,_000615,1860,914,43,31,1768,1004,4
0,_Loudoun County,_Eagle Ridge,_000616,1588,925,50,12,1548,991,4
0,_Loudoun County,_Oak Grove,_000617,1477,356,14,5,1497,330,0
0,_Loudoun County,_Ridgetop,_000619,806,326,9,0,823,314,0
0,_Loudoun County,_Russell Branch,_000620,1953,990,50,12,1857,1058,0
0,_Loudoun County,_Dominion Trail,_000621,2196,1136,26,17,2095,1183,9
0,_Loudoun County,_Farmwell Station,_000622,2083,908,24,12,2120,886,4
0,_Loudoun County,_Weller,_000623,1753,921,38,7,1745,939,0
0,_Loudoun County,_Mill Run,_000625,675,450,14,5,651,485,0
0,_Loudoun County,_Ashby Ponds,_000626,918,617,7,7,941,618,0
0,_Loudoun County,_Ashbrook,_000627,821,278,12,5,790,290,0
0,_Loudoun County,_Moorefield Station,_000628,2429,1056,63,9,2428,1089,0
0,_Loudoun County,_Discovery,_000629,592,260,5,0,547,279,0
0,_Loudoun County,_Sully,_000701,1724,780,43,9,1778,761,2
0,_Loudoun County,_Park View,_000702,1855,754,26,7,1872,743,4
0,_Loudoun County,_Rolling Ridge,_000703,2608,691,47,17,2582,698,4
0,_Loudoun County,_Forest Grove,_000705,2443,971,58,17,2442,970,0
0,_Loudoun County,_Claude Moore Park,_000707,1428,474,26,9,1404,494,4
0,_Loudoun County,_Seneca,_000708,1126,713,36,17,1137,736,4
0,_Loudoun County,_Mirror Ridge,_000709,1919,699,38,24,1946,687,4
0,_Loudoun County,_Sterling,_000710,1617,662,26,14,1638,642,0
0,_Loudoun County,_Stone Bridge,_000808,1903,1041,60,26,1886,1109,4
0,_Loudoun County,_Cedar Lane,_000810,1792,905,43,14,1731,966,4
0,_Loudoun County,_Seldens Landing,_000813,1695,686,33,19,1642,734,2
0,_Loudoun County,_Newton-Lee,_000814,1185,1181,26,21,1174,1226,2
0,_Loudoun County,_Belmont Ridge,_000815,1088,632,19,19,1090,663,2
0,_Loudoun County,_Sanders Corner,_000817,1943,1117,58,17,1904,1201,2
0,_Loudoun County,_Broad Run,_000818,1340,739,14,0,1328,745,0
0,_Loudoun County,_Heritage Church,_000819,1345,795,24,9,1291,853,2
0,_Loudoun County,_Belmont Station,_000820,1369,721,26,14,1371,745,0
0,_Loudoun County,_Riverside,_000822,1151,621,28,9,1137,649,0
0,_Louisa County,_Zion,_000101,922,1309,25,4,974,1277,2
0,_Louisa County,_Mechanicsville,_000102,577,788,29,0,597,772,2
0,_Louisa County,_Louisa #1,_000201,500,668,10,2,562,630,2
0,_Louisa County,_Louisa #2,_000202,504,838,18,2,512,819,2
0,_Louisa County,_Patrick Henry #1,_000301,1247,1008,39,9,1250,996,3
0,_Louisa County,_Patrick Henry #2,_000302,387,390,17,0,405,380,1
0,_Louisa County,_Mineral,_000401,573,1323,20,2,625,1296,3
0,_Louisa County,_Yanceyville,_000402,333,376,15,9,348,375,0
0,_Louisa County,_Fredericks Hall,_000501,487,355,10,4,498,340,0
0,_Louisa County,_Cuckoo,_000502,380,751,17,2,409,725,3
0,_Louisa County,_Elk Creek,_000503,294,714,9,4,306,706,1
0,_Louisa County,_Bumpass,_000601,399,1156,27,6,462,1147,0
0,_Louisa County,_Locust Creek,_000602,585,1401,23,2,615,1396,0
0,_Louisa County,_Sheltons Mill,_000701,620,1376,18,9,672,1343,1
0,_Louisa County,_South Anna,_000702,461,841,18,2,465,837,0
0,_Lunenburg County,_Plymouth,_000101,165,437,5,3,202,411,0
0,_Lunenburg County,_Browns Store,_000201,215,407,2,0,235,389,0
0,_Lunenburg County,_Rosebud,_000301,124,387,5,0,144,371,0
0,_Lunenburg County,_Flat Rock,_000302,215,437,4,0,243,406,0
0,_Lunenburg County,_Arrowhead Gun Club,_000401,66,293,0,0,81,275,0
0,_Lunenburg County,_Pleasant Grove,_000402,175,431,7,2,202,413,0
0,_Lunenburg County,_Reedy Creek,_000501,175,180,7,0,172,168,4
0,_Lunenburg County,_Peoples Community Center,_000502,327,148,2,0,308,146,0
0,_Lunenburg County,_Hounds Creek,_000601,529,318,4,0,521,303,0
0,_Lunenburg County,_Meherrin Fire Department,_000701,241,240,2,0,238,227,0
0,_Lunenburg County,_Victoria Public Library,_000702,186,259,2,0,185,253,0
0,_Lynchburg City,_First Ward First Precinct,_000101,1599,1506,90,37,1682,1510,10
0,_Lynchburg City,_First Ward Second Precinct,_000102,1047,1637,70,15,1090,1644,0
0,_Lynchburg City,_First Ward Third Precinct,_000103,711,937,31,5,721,939,2
0,_Lynchburg City,_First Ward Fourth Precinct,_000104,522,331,18,12,560,322,7
0,_Lynchburg City,_First Ward Fifth Precinct,_000105,741,539,28,20,791,546,0
0,_Lynchburg City,_Second Ward First Precinct,_000201,2288,612,63,25,2267,641,3
0,_Lynchburg City,_Second Ward Second Precinct,_000202,1903,452,36,17,1878,443,6
0,_Lynchburg City,_Second Ward Third Precinct,_000203,840,175,10,0,835,174,0
0,_Lynchburg City,_Second Ward Fourth Precinct,_000204,634,399,12,2,711,364,0
0,_Lynchburg City,_Third Ward First Precinct,_000301,741,470,40,5,765,478,0
0,_Lynchburg City,_Third Ward Second Precinct,_000302,355,1816,61,32,290,1848,8
0,_Lynchburg City,_Third Ward Third Precinct,_000303,697,720,45,12,756,721,0
0,_Lynchburg City,_Third Ward Fourth Precinct,_000304,652,753,37,7,700,748,2
0,_Lynchburg City,_Third Ward Fifth Precinct,_000305,911,1599,57,25,978,1589,0
0,_Lynchburg City,_Fourth Ward First Precinct,_000401,1247,2107,85,39,1298,2128,2
0,_Lynchburg City,_Fourth Ward Second Precinct,_000402,607,695,25,15,613,701,3
0,_Lynchburg City,_Fourth Ward Third Precinct,_000403,1375,1293,107,48,1436,1347,5
0,_Lynchburg City,_Fourth Ward Fourth Precinct,_000404,1178,1056,42,45,1216,1065,5
0,_Madison County,_Oak Park,_000001,443,557,21,2,434,558,0
0,_Madison County,_Radiant,_000002,485,792,11,1,518,761,2
0,_Madison County,_Rochelle,_000003,291,542,15,1,309,534,0
0,_Madison County,_Graves Mill,_000004,45,66,0,0,40,67,0
0,_Madison County,_Madison,_000005,395,805,15,6,425,788,1
0,_Madison County,_Wolftown,_000006,360,573,11,0,404,537,0
0,_Madison County,_Brightwood,_000007,343,1128,28,9,440,1086,4
0,_Madison County,_Criglersville,_000008,215,497,2,3,212,492,0
0,_Madison County,_Etlan,_000009,121,340,3,3,143,333,0
0,_Manassas City,_Dean,_000001,2029,867,41,8,2066,823,2
0,_Manassas City,_Weems,_000002,2220,1280,64,5,2368,1196,2
0,_Manassas City,_Metz,_000003,1685,1201,43,13,1730,1193,4
0,_Manassas City,_Haydon,_000004,1676,1095,47,10,1683,1115,2
0,_Manassas City,_Baldwin,_000005,1636,885,60,30,1553,985,4
0,_Manassas City,_Round,_000006,1110,928,25,10,1147,915,0
0,_Manassas Park City,_Precinct One,_000001,1345,642,29,6,1322,660,3
0,_Manassas Park City,_Precinct Two,_000002,1579,727,45,5,1646,690,0
0,_Manassas Park City,_Precinct Three,_000003,1068,610,26,5,1116,579,2
0,_Martinsville City,_Precinct #1,_000001,589,32,8,0,552,33,0
0,_Martinsville City,_Precinct #2,_000002,686,529,19,2,776,454,0
0,_Martinsville City,_Precinct #3,_000003,562,282,11,0,622,218,5
0,_Martinsville City,_Precinct #4,_000004,894,371,7,0,908,313,0
0,_Martinsville City,_Precinct #5,_000005,653,941,26,7,744,863,0
0,_Martinsville City,_Precinct #6,_000006,382,10,2,0,355,0,0
0,_Mathews County,_Chesapeake,_000001,452,971,26,3,447,976,3
0,_Mathews County,_Westville,_000002,634,1341,28,8,682,1330,0
0,_Mathews County,_Piankatank,_000003,739,1589,33,2,814,1550,2
0,_Mecklenburg County,_Wrights Store,_000101,361,336,5,2,356,340,0
0,_Mecklenburg County,_Pearsons Store,_000102,97,198,2,0,96,193,0
0,_Mecklenburg County,_South Clarksville,_000103,518,475,8,2,522,463,0
0,_Mecklenburg County,_Boydton,_000201,200,228,5,2,189,222,0
0,_Mecklenburg County,_Bluestone Senior High School,_000202,187,76,0,0,189,67,0
0,_Mecklenburg County,_Chase City VFW Post,_000203,502,77,2,0,487,65,0
0,_Mecklenburg County,_Bracey,_000301,333,1062,9,3,361,1019,0
0,_Mecklenburg County,_Lacrosse,_000302,374,547,3,0,398,517,0
0,_Mecklenburg County,_American Legion Hall,_000401,977,435,11,0,940,419,0
0,_Mecklenburg County,_Park View Middle School,_000402,169,106,0,0,167,103,3
0,_Mecklenburg County,_South Hill,_000501,842,775,9,3,848,750,3
0,_Mecklenburg County,_Baskerville,_000601,164,401,0,3,182,385,3
0,_Mecklenburg County,_Union Level,_000602,90,386,3,0,114,373,0
0,_Mecklenburg County,_Smith Crossroads,_000603,123,248,2,0,126,235,0
0,_Mecklenburg County,_Lake Gaston,_000604,115,379,3,2,131,362,0
0,_Mecklenburg County,_Chase City,_000701,403,493,5,0,416,457,0
0,_Mecklenburg County,_Sunshine,_000702,231,471,2,0,234,454,2
0,_Mecklenburg County,_Finchley,_000801,93,142,1,0,95,137,0
0,_Mecklenburg County,_Bluestone,_000802,213,543,11,0,247,522,0
0,_Mecklenburg County,_Chase City Elementary School,_000803,278,404,3,0,274,387,0
0,_Mecklenburg County,_Averett,_000901,26,284,1,0,45,264,0
0,_Mecklenburg County,_Buffalo Springs,_000902,148,350,8,2,164,340,2
0,_Mecklenburg County,_Clarksville,_000903,359,850,20,3,423,797,0
0,_Middlesex County,_Saluda,_000101,147,212,2,2,149,208,0
0,_Middlesex County,_Urbanna,_000102,386,464,5,2,386,454,0
0,_Middlesex County,_New Market,_000201,458,1212,22,4,555,1171,0
0,_Middlesex County,_Church View,_000302,584,724,20,9,621,696,0
0,_Middlesex County,_Harmony Village,_000401,465,626,14,4,488,604,2
0,_Middlesex County,_Wilton,_000501,451,958,14,0,459,947,0
0,_Montgomery County,_Precinct A-1,_000101,1078,927,32,7,1074,914,3
0,_Montgomery County,_Precinct A-2,_000102,1422,359,34,17,1341,369,0
0,_Montgomery County,_Precinct A-3,_000103,1432,594,60,19,1444,607,7
0,_Montgomery County,_Precinct B-1,_000201,185,209,2,0,193,195,0
0,_Montgomery County,_Precinct B-2,_000202,1162,1232,58,22,1345,1167,5
0,_Montgomery County,_Precinct B-3,_000203,708,808,28,10,803,764,12
0,_Montgomery County,_Precinct B-4,_000204,1137,1173,72,24,1242,1163,0
0,_Montgomery County,_Precinct C-1,_000301,758,1796,32,2,980,1700,3
0,_Montgomery County,_Precinct C-2,_000302,753,1224,38,2,890,1159,5
0,_Montgomery County,_Precinct C-3,_000303,484,786,24,10,632,736,0
0,_Montgomery County,_Precinct C-4,_000304,933,1157,53,21,1146,1085,5
0,_Montgomery County,_Precinct D-1,_000401,484,663,30,10,533,656,0
0,_Montgomery County,_Precinct D-2,_000402,629,1636,28,0,754,1579,0
0,_Montgomery County,_Precinct D-3,_000403,538,1523,30,10,700,1461,5
0,_Montgomery County,_Precinct D-4,_000404,399,956,24,2,569,889,0
0,_Montgomery County,_Precinct D-5,_000405,808,1071,53,5,912,1040,3
0,_Montgomery County,_Precinct E-1,_000501,1273,1047,48,7,1350,1012,2
0,_Montgomery County,_Precinct E-2,_000502,963,1103,34,7,1083,1046,0
0,_Montgomery County,_Precinct E-3,_000503,963,180,22,5,899,175,0
0,_Montgomery County,_Precinct F-1,_000601,1417,525,38,14,1327,533,0
0,_Montgomery County,_Precinct F-2,_000602,1821,498,50,10,1661,531,0
0,_Montgomery County,_Precinct F-3,_000603,384,154,22,2,375,156,2
0,_Montgomery County,_Precinct G-1,_000701,1806,640,72,30,1733,673,0
0,_Montgomery County,_Precinct G-2,_000702,1681,368,58,12,1603,382,0
0,_Nelson County,_Rockfish,_000101,1166,1009,38,10,1186,961,2
0,_Nelson County,_Lovingston,_000201,458,547,14,3,504,505,0
0,_Nelson County,_Schuyler,_000202,352,397,18,5,419,368,2
0,_Nelson County,_Shipman,_000301,550,717,18,7,622,661,4
0,_Nelson County,_Gladstone,_000302,186,202,3,0,196,190,0
0,_Nelson County,_Roseland,_000401,461,928,28,0,605,857,0
0,_Nelson County,_Montebello,_000402,120,120,0,0,135,107,0
0,_Nelson County,_Faber,_000501,317,306,10,0,324,295,0
0,_Nelson County,_Nellysford,_000502,717,586,21,2,682,582,0
0,_New Kent County,_Tunstall,_000102,248,632,5,0,255,623,0
0,_New Kent County,_Southern Branch,_000103,513,1567,15,5,526,1548,0
0,_New Kent County,_Quinton,_000201,653,1092,25,7,657,1076,2
0,_New Kent County,_Kentwood,_000202,395,951,12,2,404,923,5
0,_New Kent County,_Watkins,_000301,659,730,20,2,625,723,0
0,_New Kent County,_Cumberland,_000302,434,988,19,3,482,960,0
0,_New Kent County,_Providence Forge,_000401,516,1073,24,8,544,1061,0
0,_New Kent County,_Mountcastle,_000403,306,580,22,7,327,576,0
