IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_VA_20201103_GEN_PRE_DEM_BIDEN,USA_VA_20201103_GEN_PRE_REP_TRUMP,USA_VA_20201103_GEN_PRE_LIB_JORGENSEN,USA_VA_20201103_GEN_PRE_OTH_WRITEIN,USA_VA_20201103_GEN_USS_DEM_WARNER,USA_VA_20201103_GEN_USS_REP_GADE,USA_VA_20201103_GEN_USS_OTH_WRITEIN
0,_New Kent County,_Eltham,_000501,468,770,12,2,506,724,0
0,_New Kent County,_Chickahominy River,_000502,429,1248,18,3,438,1235,2
0,_Newport News City,_Denbigh,_000101,2197,755,54,7,2210,695,0
0,_Newport News City,_Epes,_000102,2751,518,41,14,2658,503,4
0,_Newport News City,_Jenkins,_000103,2308,991,65,17,2368,912,9
0,_Newport News City,_McIntosh,_000104,1598,509,37,17,1617,466,2
0,_Newport News City,_Oyster Point,_000105,413,206,9,2,391,206,0
0,_Newport News City,_Reservoir,_000106,2496,861,67,10,2518,814,4
0,_Newport News City,_Richneck,_000107,1595,1032,51,9,1580,1018,4
0,_Newport News City,_Lee Hall,_000108,1882,596,37,4,1842,535,4
0,_Newport News City,_Windsor,_000109,1083,655,41,7,1115,612,9
0,_Newport News City,_Greenwood,_000110,1898,631,61,7,1876,612,2
0,_Newport News City,_Bland,_000201,459,135,11,2,440,127,2
0,_Newport News City,_Boulevard,_000202,1175,1018,50,7,1201,1000,4
0,_Newport News City,_Charles,_000203,1385,1592,53,7,1537,1506,0
0,_Newport News City,_Wellesley,_000204,834,493,25,3,828,482,0
0,_Newport News City,_Deep Creek,_000205,920,1447,56,17,1009,1404,4
0,_Newport News City,_Hidenwood,_000208,595,897,9,9,647,876,0
0,_Newport News City,_Hilton,_000209,924,907,61,14,950,937,7
0,_Newport News City,_Nelson,_000210,1650,1598,69,14,1781,1530,4
0,_Newport News City,_Palmer (CD 3),_000211,1426,687,41,10,1442,646,2
0,_Newport News City,_Palmer (CD 2),_000211,181,70,2,0,174,70,0
0,_Newport News City,_Riverside,_000212,679,758,50,2,688,781,2
0,_Newport News City,_Sanford,_000213,427,683,25,3,465,668,0
0,_Newport News City,_Warwick,_000215,818,480,25,5,831,453,0
0,_Newport News City,_Yates,_000216,538,669,30,2,522,681,0
0,_Newport News City,_Riverview,_000217,754,963,21,5,822,930,0
0,_Newport News City,_Kiln Creek (CD 3),_000218,1261,1044,54,14,1268,1042,4
0,_Newport News City,_Kiln Creek (CD 2),_000218,54,41,1,0,57,40,0
0,_Newport News City,_Deer Park,_000219,1955,538,41,20,1922,521,2
0,_Newport News City,_Briarfield,_000302,1404,361,27,3,1406,341,2
0,_Newport News City,_Carver,_000303,962,301,12,5,950,271,0
0,_Newport News City,_Chestnut,_000304,980,39,4,2,959,27,2
0,_Newport News City,_Downtown,_000305,413,105,12,2,400,95,4
0,_Newport News City,_Dunbar,_000306,433,20,5,0,409,24,0
0,_Newport News City,_Huntington,_000307,914,20,2,3,819,26,2
0,_Newport News City,_Jefferson,_000308,875,30,2,0,831,29,0
0,_Newport News City,_Magruder,_000309,863,32,7,2,825,42,0
0,_Newport News City,_Marshall,_000310,1111,46,12,9,1060,42,2
0,_Newport News City,_Newmarket,_000311,1503,484,23,5,1495,453,4
0,_Newport News City,_Newsome Park,_000312,570,13,5,0,522,11,0
0,_Newport News City,_Reed,_000313,1392,57,11,2,1369,42,2
0,_Newport News City,_River,_000314,685,400,37,3,721,381,0
0,_Newport News City,_Sedgefield,_000315,1035,785,36,5,1066,752,0
0,_Newport News City,_South Morrison,_000316,1241,475,32,3,1207,464,4
0,_Newport News City,_Washington,_000317,500,13,5,2,477,5,0
0,_Newport News City,_Wilson,_000318,905,66,12,0,880,64,2
0,_Newport News City,_Saunders,_000319,1442,932,37,3,1433,900,0
0,_Newport News City,_Watkins,_000320,1615,1424,70,12,1677,1392,2
0,_Norfolk City,_Granby,_000101,1816,607,56,12,1895,612,5
0,_Norfolk City,_Ocean View School,_000102,596,544,30,11,652,535,3
0,_Norfolk City,_Northside,_000103,940,763,48,11,1007,748,3
0,_Norfolk City,_Titustown (CD 2),_000104,1112,172,17,6,1091,155,2
0,_Norfolk City,_Titustown (CD 3),_000104,86,4,0,0,84,2,0
0,_Norfolk City,_Second Presbyterian,_000106,1439,598,36,13,1472,564,3
0,_Norfolk City,_Larchmont School,_000201,1314,564,34,8,1280,610,2
0,_Norfolk City,_Ghent Square,_000203,573,266,29,8,551,308,2
0,_Norfolk City,_Lambert's Point,_000207,1934,260,32,19,1943,270,6
0,_Norfolk City,_Larchmont Library,_000208,452,406,32,4,493,424,0
0,_Norfolk City,_Maury,_000210,1118,387,43,6,1145,409,3
0,_Norfolk City,_Chrysler Museum,_000211,1307,551,50,8,1340,578,2
0,_Norfolk City,_Park Place,_000212,1785,152,23,14,1790,154,0
0,_Norfolk City,_Taylor Elementary,_000213,1631,426,70,22,1637,497,6
0,_Norfolk City,_Stuart,_000214,1207,489,29,6,1239,497,3
0,_Norfolk City,_Suburban Park,_000215,933,664,30,2,935,664,0
0,_Norfolk City,_Wesley,_000217,1436,521,50,6,1448,515,5
0,_Norfolk City,_Willard,_000218,1079,840,47,10,1173,835,5
0,_Norfolk City,_Ballentine,_000301,1535,270,17,8,1596,227,5
0,_Norfolk City,_Tanners Creek,_000302,1144,258,25,0,1193,236,5
0,_Norfolk City,_Broad Creek,_000303,1820,102,9,12,1814,99,2
0,_Norfolk City,_Coleman Place School,_000304,1125,206,19,2,1145,205,2
0,_Norfolk City,_Lafayette-Winona,_000305,1125,334,25,0,1173,315,0
0,_Norfolk City,_Lindenwood,_000306,1346,108,19,10,1333,116,8
0,_Norfolk City,_Norview,_000309,2514,635,64,17,2599,619,8
0,_Norfolk City,_Rosemont,_000310,2647,215,19,10,2651,195,0
0,_Norfolk City,_Sherwood,_000311,2386,1044,89,12,2550,1009,8
0,_Norfolk City,_Union Chapel,_000313,1286,54,11,0,1284,47,0
0,_Norfolk City,_Berkley,_000402,1296,62,4,2,1291,53,2
0,_Norfolk City,_Campostella,_000404,1902,88,19,2,1870,84,5
0,_Norfolk City,_Chesterfield,_000405,1859,106,8,6,1811,101,0
0,_Norfolk City,_Barron Black,_000406,799,510,19,2,884,464,0
0,_Norfolk City,_Easton,_000408,1151,817,27,6,1256,776,3
0,_Norfolk City,_Fairlawn,_000409,901,620,25,17,923,639,0
0,_Norfolk City,_Ruffner Academy,_000411,1339,46,17,8,1360,36,0
0,_Norfolk City,_Ingleside,_000412,1542,233,23,6,1519,251,3
0,_Norfolk City,_Poplar Halls,_000413,1696,324,30,12,1731,313,2
0,_Norfolk City,_Young Park,_000414,2013,90,13,2,1957,99,2
0,_Norfolk City,_Lake Taylor High School,_000415,1111,582,37,2,1186,570,1
0,_Norfolk City,_Bayview,_000501,1095,987,63,6,1213,937,8
0,_Norfolk City,_East Ocean View,_000503,1209,940,35,4,1255,909,2
0,_Norfolk City,_Larrymore,_000504,1099,612,24,11,1139,592,2
0,_Norfolk City,_Little Creek,_000505,889,776,45,8,948,755,3
0,_Norfolk City,_Ocean View Center,_000506,1485,761,48,15,1488,767,7
0,_Norfolk City,_Pretlow,_000507,1033,690,51,18,1100,676,8
0,_Norfolk City,_Tarrallton,_000509,919,1168,41,6,1094,1096,3
0,_Norfolk City,_Third Presbyterian,_000510,1226,1190,76,8,1319,1189,0
0,_Norfolk City,_Crossroads,_000511,1481,866,43,10,1504,865,5
0,_Norfolk City,_Azalea Gardens,_000512,709,535,7,2,791,467,0
0,_Northampton County,_Precinct 1-1,_000101,689,859,22,4,809,788,2
0,_Northampton County,_Precinct 2-1,_000201,916,388,33,3,940,376,1
0,_Northampton County,_Precinct 3-1,_000301,843,410,14,0,821,398,0
0,_Northampton County,_Precinct 4-1,_000401,463,568,13,0,534,525,0
0,_Northampton County,_Precinct 5-1,_000501,756,730,18,3,785,708,0
0,_Northumberland County,_1A,_000101,543,794,10,3,598,746,0
0,_Northumberland County,_2A,_000201,568,872,9,6,594,844,0
0,_Northumberland County,_3A,_000301,883,311,8,0,882,284,0
0,_Northumberland County,_4A,_000401,622,1202,11,8,642,1172,0
0,_Northumberland County,_5A,_000501,636,1306,18,5,670,1260,4
0,_Norton City,_East Ward,_000001,464,1109,21,7,591,988,4
0,_Nottoway County,_Precinct 1-1,_135101,252,557,5,0,285,529,0
0,_Nottoway County,_Precinct 1-2,_135102,243,424,10,0,268,408,0
0,_Nottoway County,_Precinct 2-1,_135201,550,675,9,2,568,639,0
0,_Nottoway County,_Precinct 2-2,_135202,101,348,9,0,120,338,4
0,_Nottoway County,_Precinct 3-1,_135301,368,280,10,0,392,266,0
0,_Nottoway County,_Precinct 3-2,_135302,127,358,7,0,140,348,0
0,_Nottoway County,_Precinct 4-1,_135401,608,158,2,0,596,147,0
0,_Nottoway County,_Precinct 4-2,_135402,235,689,5,0,255,672,0
0,_Nottoway County,_Precinct 5-1,_135501,487,538,15,6,512,522,4
0,_Orange County,_One West,_000101,740,1259,17,9,771,1241,3
0,_Orange County,_One East,_000102,907,1108,29,4,989,1061,0
0,_Orange County,_Two West,_000201,538,1354,13,0,558,1324,1
0,_Orange County,_Two East,_000202,567,1450,38,6,659,1412,3
0,_Orange County,_Three West,_000301,971,978,28,2,965,961,3
0,_Orange County,_Three East,_000302,215,552,3,2,237,542,0
0,_Orange County,_Four West,_000401,544,1584,32,2,616,1546,3
0,_Orange County,_Four East,_000402,1183,1290,56,7,1223,1279,0
0,_Orange County,_Five South,_000501,1137,1405,24,9,1166,1374,0
0,_Orange County,_Five North,_000502,1193,1446,27,13,1208,1430,4
0,_Page County,_West Luray,_000101,621,1463,31,5,646,1415,5
0,_Page County,_East Luray,_000201,672,1630,22,9,726,1556,4
0,_Page County,_Marksville,_000301,560,2205,24,6,636,2140,2
0,_Page County,_Newport,_000401,491,1668,22,3,569,1608,2
0,_Page County,_Shenandoah,_000501,663,2379,35,5,843,2249,2
0,_Patrick County,_Ararat,_000101,198,566,6,2,205,531,0
0,_Patrick County,_Claudville,_000102,122,496,3,0,153,446,2
0,_Patrick County,_Willis Gap,_000103,163,660,6,0,183,611,1
0,_Patrick County,_Dry Pond,_000201,75,298,5,2,74,284,1
0,_Patrick County,_Patrick Springs,_000202,185,663,5,2,203,607,3
0,_Patrick County,_Russell Creek,_000203,160,517,8,0,180,483,0
0,_Patrick County,_Critz/Stella,_000301,288,843,16,0,325,775,1
0,_Patrick County,_Liberty,_000302,93,612,5,2,136,565,0
0,_Patrick County,_Meadows of Dan,_000401,193,647,2,0,216,597,0
0,_Patrick County,_Stuart Fairgrounds,_000402,98,555,6,2,132,504,3
0,_Patrick County,_Stuart Community,_000501,91,295,3,4,113,272,1
0,_Patrick County,_Elamsville,_000502,148,599,8,0,214,530,0
0,_Patrick County,_Woolwine,_000503,140,734,8,0,176,670,1
0,_Petersburg City,_First Ward First Precinct,_000101,1605,201,13,6,1585,201,0
0,_Petersburg City,_Second Ward First Precinct,_000201,2299,220,29,13,2326,204,5
0,_Petersburg City,_Third Ward First Precinct,_000301,1748,430,22,9,1798,395,5
0,_Petersburg City,_Fourth Ward First Precinct,_000401,1502,313,20,5,1506,310,0
0,_Petersburg City,_Fifth Ward First Precinct,_000501,1701,154,15,2,1678,160,5
0,_Petersburg City,_Sixth Ward First Precinct,_000601,1767,68,9,0,1735,75,0
0,_Petersburg City,_Seventh Ward First Precinct,_000701,1767,198,0,2,1785,160,0
0,_Pittsylvania County,_Twin Springs,_000103,364,1420,21,5,429,1358,2
0,_Pittsylvania County,_Chatham,_000105,172,473,8,2,197,444,0
0,_Pittsylvania County,_Tunstall,_000106,222,948,8,4,313,855,2
0,_Pittsylvania County,_West Blairs,_000108,164,420,2,2,176,387,0
0,_Pittsylvania County,_Callands,_000201,256,926,11,0,344,836,2
0,_Pittsylvania County,_Bearskin,_000202,89,196,0,0,103,179,0
0,_Pittsylvania County,_Sandy Level,_000204,200,683,6,2,243,633,0
0,_Pittsylvania County,_Climax,_000206,142,479,6,0,163,452,2
0,_Pittsylvania County,_Gretna,_000207,445,1138,13,2,529,1043,1
0,_Pittsylvania County,_Central,_000301,391,212,0,4,395,182,1
0,_Pittsylvania County,_Riceville,_000305,536,324,0,2,523,297,1
0,_Pittsylvania County,_East Blairs,_000307,867,246,11,0,832,226,1
0,_Pittsylvania County,_Mt Airy,_000308,353,240,4,0,342,231,0
0,_Pittsylvania County,_East Gretna,_000309,248,299,2,0,269,270,0
0,_Pittsylvania County,_Keeling,_000402,205,989,4,2,243,934,1
0,_Pittsylvania County,_Kentuck,_000404,520,1482,9,7,634,1362,0
0,_Pittsylvania County,_Ringgold,_000405,664,1646,15,5,784,1505,1
0,_Pittsylvania County,_Hurt,_000501,606,1401,30,12,781,1246,1
0,_Pittsylvania County,_Motley Sycamore,_000502,412,1346,37,0,510,1266,1
0,_Pittsylvania County,_Renan,_000503,289,910,11,0,360,832,0
0,_Pittsylvania County,_Stony Mill,_000603,322,1273,11,2,360,1217,4
0,_Pittsylvania County,_Swansonville,_000604,397,861,8,2,429,798,1
0,_Pittsylvania County,_Whitmell,_000605,320,903,8,4,368,834,0
0,_Pittsylvania County,_Brosville,_000606,695,767,9,7,703,726,0
0,_Pittsylvania County,_Dry Fork,_000607,103,408,2,0,106,393,0
0,_Pittsylvania County,_Bachelors Hall,_000702,222,1340,26,5,326,1250,1
0,_Pittsylvania County,_Ferry Road,_000703,183,310,4,0,218,272,1
0,_Pittsylvania County,_Mt Hermon,_000704,500,1183,13,5,571,1098,1
0,_Pittsylvania County,_Mt Cross,_000705,228,928,6,2,258,867,0
0,_Poquoson City,_Central,_000001,622,1590,30,18,681,1575,0
0,_Poquoson City,_Eastern,_000002,726,2264,70,5,801,2254,2
0,_Poquoson City,_Western,_000003,706,1751,60,15,730,1765,5
0,_Portsmouth City,_Emanuel A. M. E. Church,_000001,1044,345,35,9,1032,357,0
0,_Portsmouth City,_Hampton Roads Community Health Center,_000005,1047,33,11,0,1026,34,0
0,_Portsmouth City,_Park View Elementary School,_000007,807,211,15,5,813,204,3
0,_Portsmouth City,_Third Baptist Church,_000009,1132,173,23,3,1133,173,1
0,_Portsmouth City,_Port Norfolk Recreation Center,_000010,641,310,26,4,638,320,0
0,_Portsmouth City,_Joseph E. Parker Recreation Center,_000011,1439,27,11,0,1395,23,0
0,_Portsmouth City,_St. Mark Missionary Baptist Church,_000013,810,29,9,2,800,28,0
0,_Portsmouth City,_Brighton Elementary School,_000014,1217,41,5,4,1170,37,0
0,_Portsmouth City,_Cradock Middle School,_000016,1178,358,36,4,1176,351,0
0,_Portsmouth City,_Victory Life Fellowship,_000017,1157,426,25,5,1215,384,5
0,_Portsmouth City,_Victory Elementary School,_000019,561,361,20,7,584,346,3
0,_Portsmouth City,_Noble Street Baptist Church,_000020,1118,280,19,5,1138,254,0
0,_Portsmouth City,_John F. Kennedy Community Center,_000021,863,39,3,5,859,28,0
0,_Portsmouth City,_St. Mark Deliverance Center,_000022,926,584,25,7,952,561,3
0,_Portsmouth City,_Westhaven Baptist Church,_000023,590,873,43,7,720,819,2
0,_Portsmouth City,_The Senior Station,_000024,664,302,17,4,688,288,3
0,_Portsmouth City,_John Tyler Elementary School,_000025,835,562,17,2,832,547,0
0,_Portsmouth City,_William E. Waters Middle School,_000026,1360,35,6,2,1297,35,3
0,_Portsmouth City,_Cavalier Manor Recreation Center,_000027,1290,47,8,4,1225,46,0
0,_Portsmouth City,_Lakeview Elementary School,_000028,1508,44,6,7,1438,43,2
0,_Portsmouth City,_Woodrow Wilson High School,_000029,347,621,25,4,436,582,0
0,_Portsmouth City,_The Rescue Church,_000030,576,961,33,2,702,881,3
0,_Portsmouth City,_West Park Church Of Christ,_000031,1563,804,40,2,1651,747,0
0,_Portsmouth City,_Hodges Manor Elementary School,_000032,398,623,20,4,426,621,0
0,_Portsmouth City,_Pinecrest Baptist Church,_000033,393,791,29,4,478,762,0
0,_Portsmouth City,_Churchland Branch Library,_000034,466,635,32,4,546,605,4
0,_Portsmouth City,_Churchland Elementary School,_000035,777,786,35,14,862,756,0
0,_Portsmouth City,_Churchland High School,_000036,1296,1088,38,11,1362,1044,2
0,_Portsmouth City,_Churchland Middle School,_000037,1482,615,47,9,1501,618,0
0,_Portsmouth City,_Grove Baptist Church,_000038,2230,269,35,14,2178,271,1
0,_Portsmouth City,_Churchland Primary And Intermediate School,_000039,1233,482,29,2,1247,476,0
0,_Powhatan County,_Subletts,_000101,494,1353,35,10,526,1367,0
0,_Powhatan County,_Manakin,_000102,477,1015,18,6,491,1003,1
0,_Powhatan County,_Flat Rock,_000103,296,885,22,0,311,883,0
0,_Powhatan County,_Powhatan Station,_000201,418,1353,35,3,449,1340,2
0,_Powhatan County,_Graceland,_000202,557,1790,43,2,660,1757,1
0,_Powhatan County,_Bethesda,_000301,474,1250,39,1,510,1240,1
0,_Powhatan County,_Lee's Landing,_000302,484,1141,20,3,491,1140,1
0,_Powhatan County,_Powhatan Courthouse,_000401,397,1726,29,4,459,1711,0
0,_Powhatan County,_Mt Zion,_000402,328,915,17,2,366,901,1
0,_Powhatan County,_Smith Cross Roads,_000501,640,1085,23,1,647,1071,1
0,_Powhatan County,_Pineville,_000502,477,732,18,0,471,733,0
0,_Powhatan County,_Tobaccoville,_000503,278,810,22,2,279,826,0
0,_Prince Edward County,_Farmville,_000101,454,392,20,0,476,378,2
0,_Prince Edward County,_Lockett,_000201,760,726,18,2,803,705,0
0,_Prince Edward County,_Leigh,_000301,527,487,10,2,534,478,0
0,_Prince Edward County,_Mt Pleasant,_000302,422,262,6,15,432,259,8
0,_Prince Edward County,_Hampden,_000401,537,549,20,2,570,531,0
0,_Prince Edward County,_Darlington Hts,_000501,351,573,8,1,371,549,2
0,_Prince Edward County,_Buffalo Hts,_000502,176,215,2,1,192,204,0
0,_Prince Edward County,_Prospect,_000601,855,728,29,0,897,700,2
0,_Prince Edward County,_West End,_000701,336,380,18,3,355,373,0
0,_Prince Edward County,_Center,_000801,555,122,5,5,565,114,0
0,_Prince George County,_Richard Bland,_000101,500,810,10,6,538,775,0
0,_Prince George County,_Templeton,_000102,781,2434,35,7,846,2392,3
0,_Prince George County,_Union Branch,_000103,873,1167,22,7,877,1133,5
0,_Prince George County,_Rives,_000104,713,599,14,0,680,587,0
0,_Prince George County,_Harrison,_000105,231,638,14,0,240,632,0
0,_Prince George County,_Bland,_000201,642,1167,25,2,701,1125,2
0,_Prince George County,_Black Water,_000202,777,1263,30,7,802,1235,0
0,_Prince George County,_Brandon,_000203,316,690,10,0,315,666,0
0,_Prince George County,_Courts Bldg,_000204,947,794,13,2,917,768,0
0,_Prince George County,_Jefferson Park,_000205,1323,541,22,0,1283,529,0
0,_Prince William County,_Brentsville,_000101,1244,2221,51,0,1358,2128,0
0,_Prince William County,_Cedar Point,_000102,1636,1374,63,0,1738,1340,0
0,_Prince William County,_Glenkirk,_000103,1141,964,29,0,1185,946,0
0,_Prince William County,_Nokesville,_000104,1112,1683,54,0,1235,1614,0
0,_Prince William County,_Limestone,_000105,1653,1225,46,0,1767,1162,0
0,_Prince William County,_Westgate,_000106,2396,725,19,0,2465,632,0
0,_Prince William County,_Marsteller,_000107,1653,1233,44,0,1733,1172,0
0,_Prince William County,_Victory,_000108,2459,1418,51,0,2554,1332,0
0,_Prince William County,_Chris Yung,_000109,1976,1078,51,0,1996,1061,0
0,_Prince William County,_Buckland Mills (CD 1),_000110,357,269,7,59,408,211,0
0,_Prince William County,_Buckland Mills (CD 10),_000110,1593,592,33,68,1413,644,10
0,_Prince William County,_Bristow Run,_000111,737,494,19,0,682,505,0
0,_Prince William County,_Burke-Nickens (CD 10),_000112,2160,1199,46,67,2089,1180,26
0,_Prince William County,_Burke-Nickens (CD 1),_000112,51,35,5,29,44,39,72
0,_Prince William County,_Piney Branch,_000114,754,597,17,59,783,572,0
0,_Prince William County,_Saunders,_000201,1331,802,48,0,1338,840,0
0,_Prince William County,_Marshall,_000202,956,1024,37,0,1045,975,0
0,_Prince William County,_Bennett,_000203,1544,1206,61,0,1593,1193,0
0,_Prince William County,_Ellis,_000204,2091,958,58,0,2252,877,0
0,_Prince William County,_Buckhall,_000205,2013,1484,79,0,2179,1396,0
0,_Prince William County,_Coles,_000206,841,1021,56,0,861,1032,0
0,_Prince William County,_Spriggs,_000207,1999,1062,29,0,2125,964,0
0,_Prince William County,_Hylton,_000208,685,883,10,0,693,861,0
0,_Prince William County,_Independent Hill,_000209,617,1008,44,0,682,985,0
0,_Prince William County,_Penn (CD 1),_000210,634,869,14,118,671,816,0
0,_Prince William County,_Penn (CD 11),_000210,76,71,8,0,63,122,0
0,_Prince William County,_Signal Hill,_000211,2137,1456,3,0,2179,1341,0
0,_Prince William County,_Yorkshire,_000212,4889,1560,82,0,5131,1366,0
0,_Prince William County,_Saratoga,_000213,1676,486,31,0,1666,474,0
0,_Prince William County,_Lucasville,_000214,887,1168,56,0,984,1119,0
0,_Prince William County,_Rosa Parks,_000215,1137,838,25,0,1109,908,0
0,_Prince William County,_Dumfries,_000301,1158,561,22,0,1137,555,0
0,_Prince William County,_Potomac,_000302,1221,325,14,0,1204,324,0
0,_Prince William County,_Graham Park,_000303,1174,469,33,0,1150,519,0
0,_Prince William County,_Quantico,_000304,558,348,14,0,604,313,0
0,_Prince William County,_Pattie,_000305,1434,972,37,0,1443,964,0
0,_Prince William County,_Washington-Reid,_000306,1065,594,21,0,1096,580,0
0,_Prince William County,_Henderson,_000307,1124,812,39,0,1152,814,0
0,_Prince William County,_Montclair,_000308,1088,712,17,0,1062,708,0
0,_Prince William County,_Ashland,_000309,921,747,21,0,984,730,0
0,_Prince William County,_Forest Park,_000310,1648,639,19,0,1755,566,0
0,_Prince William County,_Swans Creek,_000311,2383,1069,25,0,2322,1100,0
0,_Prince William County,_Triangle (CD 1),_000312,427,81,10,29,330,132,0
0,_Prince William County,_Triangle (CD 11),_000312,1128,671,33,61,1137,705,0
0,_Prince William County,_Cardinal,_000313,1584,522,19,0,1565,518,0
0,_Prince William County,_Cabin Branch,_000314,1141,616,19,0,1163,585,0
0,_Prince William County,_Williams,_000315,913,241,14,0,889,238,0
0,_Prince William County,_Evergreen,_000401,1221,1438,56,0,1242,1407,0
0,_Prince William County,_Battlefield,_000402,1049,1173,49,0,1123,1126,0
0,_Prince William County,_Bull Run,_000403,1329,787,29,0,1346,736,0
0,_Prince William County,_Ben Lomond,_000404,1797,655,51,0,1867,614,0
0,_Prince William County,_Unity Braxton,_000405,3127,1051,34,0,3270,900,0
0,_Prince William County,_Alvey,_000406,233,288,0,0,268,268,0
0,_Prince William County,_Heritage Hunt,_000407,638,885,20,0,729,827,0
0,_Prince William County,_Sudley,_000408,1855,958,29,0,1850,898,0
0,_Prince William County,_Tyler,_000409,2370,1134,63,0,2491,1041,0
0,_Prince William County,_Mountain View,_000410,1337,891,45,0,1421,854,0
0,_Prince William County,_Mullen,_000411,2960,766,24,0,3046,687,0
0,_Prince William County,_Catharpin,_000412,831,1074,29,0,796,1044,0
0,_Prince William County,_Reagan,_000413,1461,1303,59,0,1436,1293,0
0,_Prince William County,_Lake Ridge,_000501,1734,779,34,0,1716,782,0
0,_Prince William County,_Occoquan,_000502,1230,752,19,0,1181,816,0
0,_Prince William County,_Old Bridge,_000503,1301,661,22,0,1228,719,0
0,_Prince William County,_Rockledge,_000504,1112,710,36,0,1125,765,0
0,_Prince William County,_Mohican,_000505,1665,937,42,0,1694,941,0
0,_Prince William County,_Bethel,_000506,1731,1098,45,0,1712,1146,0
0,_Prince William County,_Chinn,_000507,1246,815,40,0,1142,954,0
0,_Prince William County,_Springwoods,_000508,1388,476,26,0,1325,487,0
0,_Prince William County,_McCoart,_000509,714,815,21,0,743,793,0
0,_Prince William County,_Yates Ford,_000510,1375,1236,52,0,1458,1190,0
0,_Prince William County,_Westridge,_000511,1809,787,29,0,1705,840,0
0,_Prince William County,_York,_000512,1987,626,36,0,1897,669,0
0,_Prince William County,_Lynnwood,_000513,1276,1072,51,0,1260,1210,0
0,_Prince William County,_Antietam,_000514,1726,1101,65,0,1673,1253,0
0,_Prince William County,_Dale,_000601,1915,678,25,0,1913,623,0
0,_Prince William County,_Beville,_000602,1983,841,31,0,2000,804,0
0,_Prince William County,_Hampton,_000603,1528,505,8,0,1472,484,0
0,_Prince William County,_Gideon,_000604,1528,697,31,59,1539,655,0
0,_Prince William County,_Minnieville,_000605,1466,792,45,80,1472,811,32
0,_Prince William County,_Bel Air,_000606,1654,925,28,80,1684,890,22
0,_Prince William County,_Kerrydale,_000607,1511,808,56,0,1617,772,0
0,_Prince William County,_Enterprise,_000608,1511,808,56,0,1617,772,0
0,_Prince William County,_King (CD 1),_000609,69,16,5,0,84,13,0
0,_Prince William County,_King (CD 11),_000609,1819,763,39,20,1605,965,21
0,_Prince William County,_Fitzgerald,_000610,2000,766,22,0,1956,786,0
0,_Prince William County,_Neabsco,_000611,1406,645,17,0,1429,616,0
0,_Prince William County,_Belmont,_000701,1629,1206,33,0,1578,1285,0
0,_Prince William County,_Library,_000702,1588,609,43,0,1555,641,0
0,_Prince William County,_Lynn,_000703,1427,394,30,0,1386,385,0
0,_Prince William County,_Porter,_000704,1928,626,30,0,1928,580,0
0,_Prince William County,_Potomac View,_000705,1557,752,22,0,1543,708,0
0,_Prince William County,_Rippon,_000706,1886,961,22,0,1834,964,0
0,_Prince William County,_Kilby,_000707,2012,841,33,0,1967,855,0
0,_Prince William County,_River Oaks,_000708,1739,482,25,0,1649,512,0
0,_Prince William County,_Freedom,_000709,1671,469,22,0,1578,491,0
0,_Prince William County,_Powells Creek,_000710,1726,427,19,0,1645,442,0
0,_Prince William County,_Grayson,_000711,2396,867,36,0,2366,840,0
0,_Prince William County,_Leesylvania,_000712,1010,694,25,0,987,758,0
0,_Pulaski County,_Belspring,_000101,317,707,34,0,388,657,2
0,_Pulaski County,_New River,_000102,840,1400,19,10,941,1272,0
0,_Pulaski County,_West Cloyd,_000103,317,915,13,4,414,827,0
0,_Pulaski County,_Draper,_000201,310,1073,29,0,370,1028,3
0,_Pulaski County,_South Pulaski,_000202,73,185,6,0,102,160,2
0,_Pulaski County,_Newbern,_000203,620,1387,37,13,762,1262,0
0,_Pulaski County,_Dublin,_000301,486,1289,27,2,536,1235,2
0,_Pulaski County,_Hiwassee,_000302,187,497,5,0,243,447,0
0,_Pulaski County,_Snowville,_000304,317,1073,10,4,348,1019,2
0,_Pulaski County,_Massie,_000401,598,1393,34,8,730,1272,2
0,_Pulaski County,_Walker,_000402,187,717,8,6,256,661,0
0,_Pulaski County,_Robinson,_000501,673,1491,53,2,851,1363,1
0,_Radford City,_East Precinct,_000001,904,600,35,7,917,588,2
0,_Radford City,_Central Precinct,_000002,646,747,33,7,711,716,4
0,_Radford City,_West Precinct,_000003,821,1024,55,7,914,986,3
0,_Radford City,_New River Precinct,_000004,987,415,22,10,1009,400,0
0,_Rappahannock County,_Washington,_000101,403,485,3,2,423,470,0
0,_Rappahannock County,_Amissville,_000201,423,690,21,1,461,668,4
0,_Rappahannock County,_Sperryville,_000301,451,428,2,5,451,418,0
0,_Rappahannock County,_Scrabble,_000401,334,513,11,1,354,502,0
0,_Rappahannock County,_Chester Gap,_000501,183,404,14,0,237,383,0
0,_Rappahannock County,_Flint Hill,_000502,302,292,5,5,293,293,0
0,_Richmond City,_One Hundred One,_000101,915,249,16,14,877,285,0
0,_Richmond City,_One Hundred Two,_000102,620,447,26,14,586,496,2
0,_Richmond City,_One Hundred Four,_000104,994,745,16,17,901,825,2
0,_Richmond City,_One Hundred Five,_000105,984,483,36,12,959,548,0
0,_Richmond City,_One Hundred Six,_000106,593,897,36,17,583,981,2
0,_Richmond City,_One Hundred Eleven,_000111,871,537,16,4,835,572,0
