IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_WY_20161108_GEN_PRE_REP_TRUMP,USA_WY_20161108_GEN_PRE_DEM_CLINTON,USA_WY_20161108_GEN_PRE_LIB_JOHNSON,USA_WY_20161108_GEN_PRE_CON_CASTLE,USA_WY_20161108_GEN_PRE_IND_FUENTE,USA_WY_20161108_GEN_PRE_GRE_STEIN,USA_WY_20161108_GEN_PRE_OTH_WRITEIN,USA_WY_20161108_GEN_HAL_REP_CHENEY,USA_WY_20161108_GEN_HAL_DEM_GREENE,USA_WY_20161108_GEN_HAL_LIB_STRUEMPF,USA_WY_20161108_GEN_HAL_CON_CUMMINGS,USA_WY_20161108_GEN_HAL_OTH_WRITEIN
0,_037,_BAIROIL,_002501,56,2,0,2,0,0,0,48,3,4,5,0
0,_039,_1-1,_0001-1,443,610,71,3,3,11,42,507,605,44,15,2
0,_039,_1-2,_0001-2,220,646,73,1,4,18,34,260,657,48,15,0
0,_039,_1-3,_0001-3,195,287,23,3,1,7,20,244,268,10,13,0
0,_039,_1-4,_0001-4,71,105,14,2,0,2,10,74,113,6,6,1
0,_039,_1-5,_0001-5,246,680,64,4,2,19,46,263,705,43,17,3
0,_039,_1-6,_0001-6,242,509,43,3,1,12,22,257,510,34,13,1
0,_039,_1-7,_0001-7,179,482,33,1,1,4,36,207,494,18,3,4
0,_039,_1-8,_0001-8,234,597,50,2,3,14,33,268,597,31,14,1
0,_039,_1-9,_0001-9,211,598,56,5,2,8,17,207,614,38,17,4
0,_039,_2-1,_0002-1,406,470,50,1,0,13,29,456,474,24,7,3
0,_039,_3-1,_0003-1,126,165,22,4,0,8,14,133,178,20,4,1
0,_039,_4-1,_0004-1,186,426,27,1,1,13,25,213,435,18,6,0
0,_039,_4-2,_0004-2,339,627,49,2,3,12,31,420,594,22,7,0
0,_039,_4-3,_0004-3,109,437,28,0,1,10,27,141,444,12,5,2
0,_039,_4-4,_0004-4,105,167,25,4,1,3,15,138,174,9,2,1
0,_039,_5-1,_0005-1,152,119,18,1,0,6,17,142,132,12,5,11
0,_039,_1-10,_001-10,418,293,45,6,2,11,28,406,326,34,21,0
0,_039,_1-11,_001-11,39,96,10,0,2,1,3,53,97,2,0,0
0,_041,_WEST EVANSTON,_000101,1060,306,119,29,7,27,91,1035,405,64,86,4
0,_041,_SOUTH EVANSTON,_000102,1247,277,97,12,3,13,75,1184,385,57,70,2
0,_041,_NORTH EVANSTON,_000103,494,122,50,12,3,6,37,467,162,47,45,1
0,_041,_CENTRAL EVANSTON,_000104,225,91,26,4,1,3,9,206,106,17,17,2
0,_041,_ALMY HILLIARD,_000201,664,86,39,16,4,4,45,669,127,22,36,3
0,_041,_Bear River Town,_000202,207,35,12,2,0,5,10,187,51,15,14,0
0,_041,_LYMAN TOWN,_000301,679,100,22,9,4,6,54,564,184,28,70,4
0,_041,_LYMAN RURAL,_000302,438,33,28,12,2,1,28,384,97,21,33,2
0,_041,_FT. BRIDGER,_000401,695,105,40,8,2,7,37,599,200,30,43,1
0,_041,_MT. VIEW TOWN,_000402,445,47,39,12,4,7,31,391,109,24,47,0
0,_043,_TEN SLEEP,_000301,387,51,32,4,0,6,10,372,77,23,14,0
0,_043,_WORLAND NORTH,_000501,621,124,36,8,0,6,30,582,185,26,19,5
0,_043,_WORLAND SOUTH,_000502,614,137,52,10,7,8,31,595,211,14,32,2
0,_043,_WORLAND WEST,_000503,405,79,31,1,1,12,8,367,123,21,24,0
0,_043,_WORLAND RURAL,_000505,884,141,43,8,2,5,20,817,203,38,40,0
0,_045,_NEWCASTLE RURAL OUTSIDE,_000101,574,47,14,3,2,1,6,447,119,26,46,0
0,_045,_Northwest,_000102,411,52,8,0,0,1,4,335,91,15,25,2
0,_045,_OSAGE,_000201,160,6,5,7,0,2,5,136,13,9,26,1
0,_045,_UPTON OUTSIDE,_000301,255,11,5,0,0,0,2,216,27,3,18,0
0,_045,_UPTON INSIDE,_000401,451,36,7,4,1,1,4,367,80,20,27,1
0,_045,_NEWCASTLE EAST,_000501,386,46,20,8,2,2,4,293,118,14,31,0
0,_045,_NEWCASTLE NORTH,_000502,384,38,21,4,1,1,12,320,78,23,39,0
0,_045,_NEWCASTLE SOUTH,_000503,412,63,28,3,0,2,4,346,95,23,40,2
