IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_SC_20201103_GEN_PRE_REP_TRUMP,USA_SC_20201103_GEN_PRE_DEM_BIDEN,USA_SC_20201103_GEN_PRE_LIB_JORGENSEN,USA_SC_20201103_GEN_PRE_GRE_HAWKINS,USA_SC_20201103_GEN_PRE_ALL_FUENTE,USA_SC_20201103_GEN_USS_REP_GRAHAM,USA_SC_20201103_GEN_USS_DEM_HARRISON,USA_SC_20201103_GEN_USS_CON_BLEDSOE,USA_SC_20201103_GEN_USS_OTH_WRITEIN
0,_029,_Walterboro No. 1,_029,424,496,12,5,0,403,522,11,1
0,_029,_Walterboro No. 2,_030,265,459,7,4,0,242,481,10,3
0,_029,_Walterboro No. 3,_031,176,813,1,2,1,156,836,11,0
0,_029,_Walterboro No. 4,_032,656,428,17,5,0,653,439,17,1
0,_029,_Williams,_033,133,92,2,1,0,127,92,7,2
0,_029,_Wolf Creek,_034,244,54,4,0,0,235,58,9,0
0,_029,_Edisto Beach,_035,698,248,7,1,0,714,241,3,0
0,_029,_Walterboro No. 5,_036,837,349,8,1,0,812,359,23,1
0,_029,_Walterboro No. 6,_037,342,436,9,2,0,320,450,21,2
0,_029,_Ashton-Lodge,_038,267,90,8,1,0,261,97,11,0
0,_029,_Berea-Smoaks,_039,272,376,7,3,1,263,386,6,0
0,_031,_Antioch,_001,765,492,6,3,0,733,514,18,2
0,_031,_Auburn,_002,93,383,2,0,0,90,382,4,1
0,_031,_Bethel,_003,285,224,4,0,0,273,232,8,1
0,_031,_Black Creek-Clyde,_004,654,214,7,1,2,632,226,18,1
0,_031,_Burnt Branch,_005,371,175,7,1,1,361,184,12,0
0,_031,_Darlington No. 1,_007,103,124,1,1,0,99,127,3,1
0,_031,_Darlington No. 2,_008,326,696,9,3,1,321,704,8,0
0,_031,_Darlington No. 4,_010,376,665,4,2,1,369,676,3,0
0,_031,_Darlington No. 5,_011,142,1047,4,7,1,129,1068,6,0
0,_031,_Dovesville,_012,424,700,4,2,1,413,708,8,0
0,_031,_Hartsville No. 1,_013,637,321,18,0,0,645,320,11,1
0,_031,_Hartsville No. 4,_016,173,403,4,3,1,166,414,5,0
0,_031,_Hartsville No. 5,_017,968,730,29,6,2,969,745,26,0
0,_031,_Hartsville No. 6,_018,31,988,2,4,4,22,1001,1,2
0,_031,_Hartsville No. 7,_019,354,319,5,2,0,341,330,12,0
0,_031,_Hartsville No. 8,_020,1568,461,24,2,3,1547,478,34,6
0,_031,_High Hill,_021,917,916,16,7,2,895,944,15,3
0,_031,_Indian Branch,_022,324,137,4,2,2,306,148,15,0
0,_031,_Kelleytown,_023,1127,321,22,3,0,1127,324,19,1
0,_031,_Lake Swamp,_024,554,433,5,1,0,533,444,16,0
0,_031,_Lamar No. 1,_025,206,411,0,0,0,203,408,2,0
0,_031,_Lamar No. 2,_026,681,445,9,3,1,677,453,10,0
0,_031,_Lydia,_027,173,317,4,0,1,166,326,5,0
0,_031,_Mechanicsville,_028,580,668,11,0,1,573,680,8,1
0,_031,_New Market,_031,643,122,10,0,0,627,133,12,3
0,_031,_Oates,_032,482,265,2,3,1,475,271,10,1
0,_031,_Palmetto,_033,648,770,6,2,1,634,781,16,0
0,_031,_Society Hill,_036,192,354,2,1,0,185,357,7,1
0,_031,_Swift Creek,_037,430,236,4,0,1,421,236,14,0
0,_031,_Darlington No. 3,_038,1266,849,13,8,0,1231,884,23,5
0,_031,_Darlington No. 6,_040,651,519,11,5,1,622,537,25,1
0,_031,_Hartsville No. 9,_041,688,515,11,5,0,671,528,21,1
0,_033,_East Dillon,_001,1239,371,2,3,0,1223,375,14,2
0,_033,_West Dillon,_002,310,993,4,6,2,270,1035,11,0
0,_033,_South Dillon,_003,217,882,3,3,1,197,894,13,2
0,_033,_Latta,_004,921,929,9,0,1,876,970,16,0
0,_033,_New Holly,_005,186,89,0,0,0,177,94,3,0
0,_033,_Lake View,_006,535,356,1,2,0,515,367,8,1
0,_033,_Kemper,_007,209,173,2,0,2,200,181,6,0
0,_033,_Pleasant Hill,_008,202,94,1,0,0,196,96,5,0
0,_033,_Mt. Calvary,_009,496,849,4,12,0,456,886,17,1
0,_033,_Bermuda,_010,129,71,0,0,1,126,73,1,0
0,_033,_Hamer,_012,376,253,1,0,0,370,255,6,0
0,_033,_Oakland,_013,259,403,2,4,1,249,417,1,0
0,_033,_Carolina,_014,79,110,1,0,0,75,114,1,0
0,_033,_Little Rock,_015,183,312,0,0,1,159,328,8,0
0,_033,_Minturn,_016,61,80,1,1,0,61,82,1,0
0,_033,_Oak Grove,_017,454,201,3,3,0,434,217,11,0
0,_033,_Manning,_018,147,114,1,1,0,148,115,1,0
0,_033,_Floydale,_019,365,86,2,1,0,353,96,3,0
0,_033,_Fork,_020,214,70,1,0,0,212,68,4,0
0,_035,_Rosinville,_025,526,471,4,0,1,501,482,14,2
0,_035,_St. George No. 2,_026,295,230,5,0,1,294,234,4,0
0,_035,_St. George No. 1,_027,428,427,5,1,2,398,446,19,2
0,_035,_Grover,_028,343,295,2,2,0,320,304,16,1
0,_035,_Reevesville,_029,410,337,6,4,0,393,353,10,1
0,_035,_Harleyville,_030,304,168,2,0,0,287,175,12,0
0,_035,_Four Hole,_031,457,348,8,2,0,445,354,13,2
0,_035,_Rosses,_033,485,277,7,1,0,457,290,20,0
0,_035,_Ridgeville,_034,357,251,10,0,0,346,253,15,2
0,_035,_Givhans,_035,518,250,10,3,1,503,258,18,2
0,_035,_Delemars,_036,208,378,7,2,2,210,385,4,0
0,_035,_Saul Dam,_037,297,112,4,1,0,302,106,8,0
0,_035,_Coastal,_038,304,506,19,5,1,285,533,15,2
0,_035,_Trolley,_039,325,410,15,4,1,317,427,11,1
0,_035,_Tranquil,_040,301,208,12,0,1,289,218,15,0
0,_035,_Beech Hill,_041,723,362,15,5,2,738,358,9,1
0,_035,_Flowertown,_042,1257,674,20,6,3,1270,669,20,3
0,_035,_Knightsville,_043,619,330,17,2,1,606,338,22,0
0,_035,_Clemson,_044,1027,413,27,5,2,1033,417,17,4
0,_035,_Germantown,_045,609,411,11,1,1,615,402,16,0
0,_035,_Greenwave,_046,421,362,13,2,0,398,379,20,0
0,_035,_Newington,_047,589,312,18,0,0,599,310,15,0
0,_035,_Carolina,_048,571,749,16,3,1,563,758,21,2
0,_035,_Dorchester,_049,449,355,14,3,2,455,363,7,1
0,_035,_Archdale,_050,384,414,20,4,1,379,428,16,2
0,_035,_Stallsville,_052,508,269,13,3,0,493,282,13,4
0,_035,_Indian Field,_054,144,306,3,1,0,143,303,7,0
0,_035,_Spann,_055,687,337,19,3,5,686,344,20,1
0,_035,_North Summerville,_056,201,141,4,3,0,200,142,7,1
0,_035,_Tupperway,_057,415,200,12,2,2,403,211,13,1
0,_035,_Irongate,_058,350,161,15,4,0,349,163,16,1
0,_035,_Greenhurst,_060,439,415,11,4,3,419,432,22,0
0,_035,_Ashborough East,_061,327,363,11,3,3,314,376,15,1
0,_035,_Ashborough West,_062,239,141,5,3,2,240,141,9,0
0,_035,_Ashley River,_063,822,848,36,15,1,820,871,29,0
0,_035,_Windsor,_064,308,409,14,0,0,304,410,15,0
0,_035,_Bacons Bridge,_066,1108,769,29,2,3,1094,790,25,3
0,_035,_Brandymill,_067,299,213,15,2,1,305,217,7,0
0,_035,_Briarwood,_068,443,385,9,3,0,429,388,16,0
0,_035,_Butternut,_069,1023,632,35,3,1,1025,649,25,1
0,_035,_Central,_070,696,389,9,1,0,681,396,23,0
0,_035,_Coosaw,_071,1127,1043,47,7,1,1123,1066,27,1
0,_035,_Cypress,_072,1214,880,40,4,2,1163,914,56,0
0,_035,_King's Grant,_073,660,604,11,2,1,656,610,13,0
0,_035,_Lincoln,_074,304,650,5,4,2,306,649,6,1
0,_035,_Miles/Jamison,_075,862,640,21,4,1,837,660,22,4
0,_035,_Oakbrook,_076,1074,1320,56,8,0,1042,1371,36,3
0,_035,_Patriot,_077,246,770,13,2,2,232,776,18,2
0,_035,_Sawmill Branch,_078,723,390,22,1,1,718,402,12,1
0,_035,_Coastal 2,_079,641,504,19,1,2,627,517,19,2
0,_035,_Coastal 3,_080,264,239,7,2,3,262,247,7,2
0,_035,_Archdale 2,_081,545,557,13,2,0,532,573,15,0
0,_035,_Ashborough East 2,_082,522,201,8,0,1,533,187,13,2
0,_035,_Ashborough West 2,_083,602,275,20,5,2,587,283,33,0
0,_035,_Beech Hill 2,_084,862,463,20,4,1,857,465,24,5
0,_035,_Brandymill 2,_085,473,430,12,4,1,474,436,10,3
0,_035,_Briarwood 2,_086,390,288,22,1,1,380,298,21,0
0,_035,_Briarwood 3,_087,342,179,9,1,0,328,188,13,1
0,_035,_Central 2,_088,627,449,21,6,1,612,462,30,5
0,_035,_Clemson 2,_089,1092,694,27,6,1,1069,701,34,2
0,_035,_Clemson 3,_090,602,434,14,1,1,559,449,38,1
0,_035,_Coosaw 2,_091,750,883,30,14,1,741,912,27,3
0,_035,_Dorchester 2,_092,563,293,17,2,0,585,292,4,1
0,_035,_Flowertown 2,_093,562,415,17,4,0,546,426,24,1
0,_035,_Givhans 2,_094,539,357,7,2,1,524,368,15,2
0,_035,_Indian Field 2,_095,284,364,6,3,0,276,373,11,2
0,_035,_Irongate 2,_096,158,126,7,2,1,144,141,8,0
0,_035,_Irongate 3,_097,307,151,10,2,0,311,153,5,0
0,_035,_King's Grant 2,_098,774,673,22,2,0,786,675,10,1
0,_035,_Newington 2,_099,376,176,11,1,1,367,180,14,1
0,_035,_North Summerville 2,_100,317,676,7,4,1,313,671,14,1
0,_035,_Ridgeville 2,_101,212,263,4,1,0,213,267,3,0
0,_035,_Tranquil 2,_102,428,506,27,5,3,402,537,26,2
0,_035,_Tupperway 2,_103,375,304,15,5,0,355,333,16,0
0,_035,_Tranquil 3,_104,318,440,13,3,0,309,451,14,1
0,_035,_Bacons Bridge 2,_105,322,267,9,1,0,318,268,8,2
0,_035,_Coosaw 3,_106,591,455,14,2,1,586,459,16,3
0,_035,_Cypress 2,_107,430,205,15,2,3,406,221,26,0
0,_035,_Flowertown 3,_108,568,441,25,5,0,555,468,11,1
0,_035,_Oakbrook 2,_109,475,432,22,2,0,464,442,19,1
0,_035,_Windsor 2,_110,176,359,7,4,3,172,370,8,1
0,_037,_Edgefield No.1,_001,448,271,6,2,0,448,276,8,0
0,_037,_Edgefield No.2,_002,648,647,13,5,2,630,671,18,0
0,_037,_Johnston No.1,_004,379,553,9,3,1,364,569,16,0
0,_037,_Johnston No.2,_005,410,485,8,3,1,402,492,11,4
0,_037,_Trenton No.1,_006,459,404,3,4,0,438,417,14,0
0,_037,_Merriweather No.1,_007,1718,426,28,4,0,1682,449,41,1
0,_037,_Westside,_008,727,58,7,0,0,712,60,16,0
0,_037,_Harmony,_009,510,171,12,1,0,500,180,14,1
0,_037,_North Side,_010,155,201,2,2,1,157,198,4,0
0,_037,_Brunson,_011,177,266,0,2,0,169,275,4,1
0,_037,_Merriweather No.2,_012,1969,561,19,4,2,1922,583,46,1
0,_037,_Trenton No.2,_013,584,910,13,9,1,564,934,25,0
0,_039,_Blackstock,_001,12,48,0,0,0,12,47,0,0
0,_039,_Blairs,_002,59,260,0,0,0,54,264,0,0
0,_039,_Centerville,_003,141,73,4,3,0,144,70,5,0
0,_039,_Feasterville,_004,64,167,2,0,0,62,170,0,0
0,_039,_Greenbrier,_005,519,933,8,2,0,508,933,20,0
0,_039,_Gladden Grove,_006,27,23,0,0,0,27,22,1,0
0,_039,_Jenkinsville,_007,88,341,4,1,0,88,345,2,0
0,_039,_Horeb-Glenn,_008,48,221,0,2,0,45,227,1,0
0,_039,_Hickory Ridge,_009,239,451,3,1,0,232,452,4,2
0,_039,_Lebanon,_010,278,302,1,0,0,271,305,7,0
0,_039,_Mitford,_011,297,269,2,2,1,291,275,6,1
0,_039,_Monticello,_012,118,317,1,1,0,115,314,4,1
0,_039,_New Hope,_013,35,19,1,0,0,33,20,1,0
0,_039,_Ridgeway,_014,570,1121,8,6,0,559,1136,13,0
0,_039,_Simpson,_015,328,383,9,3,0,329,392,6,0
0,_039,_South Winnsboro,_016,84,430,1,3,1,79,438,5,0
0,_039,_Winnsboro Mills,_017,210,259,9,7,3,221,265,4,0
0,_039,_Winnsboro No. 1,_018,244,775,5,2,0,231,788,10,0
0,_039,_Winnsboro No. 2,_019,372,456,7,2,0,364,462,6,1
0,_039,_White Oak,_020,47,140,0,4,2,46,146,3,0
0,_039,_Woodard,_021,22,77,0,0,0,22,75,0,0
0,_039,_Dutchmans Creek,_022,823,317,13,2,3,823,317,17,0
0,_041,_Back Swamp,_001,236,128,6,1,1,217,139,16,3
0,_041,_Brookgreen,_002,102,357,6,2,0,99,361,6,1
0,_041,_Cartersville,_003,309,258,4,3,0,299,271,6,1
0,_041,_Claussen,_004,1034,559,6,3,1,1018,576,14,0
0,_041,_Coles Crossroads,_005,1079,965,26,7,3,1055,1001,23,3
0,_041,_Cowards No. 1,_006,424,180,2,3,0,414,187,9,0
0,_041,_Cowards No. 2,_007,498,152,2,3,0,487,157,8,0
0,_041,_Delmae No. 1,_008,678,849,21,1,0,663,878,12,1
0,_041,_Delmae No. 2,_009,1066,435,10,5,1,1065,441,16,1
0,_041,_Ebenezer No. 1,_010,1833,977,31,4,2,1816,983,47,1
0,_041,_Ebenezer No. 2,_011,1165,977,21,5,1,1157,995,19,0
0,_041,_Ebenezer No. 3,_012,746,344,5,3,1,742,346,11,0
0,_041,_Effingham,_013,471,137,1,0,2,453,147,6,1
0,_041,_Elim-Glenwood,_014,901,346,6,3,0,874,361,22,0
0,_041,_Evergreen,_015,558,228,4,1,1,548,232,12,0
0,_041,_Florence Ward 1,_016,27,776,4,4,0,23,788,1,0
0,_041,_Florence Ward 2,_017,50,649,2,4,1,42,668,2,1
0,_041,_Florence Ward 3,_018,18,753,5,3,0,9,780,2,0
0,_041,_Florence Ward 4,_019,200,252,11,2,1,205,259,3,1
0,_041,_Florence Ward 5,_020,187,450,8,4,1,184,464,4,2
0,_041,_Florence Ward 6,_022,352,200,13,2,0,361,201,8,0
0,_041,_Florence Ward 7,_023,843,549,12,2,0,863,539,5,1
0,_041,_Florence Ward 8,_024,1028,450,18,5,1,1070,429,12,0
0,_041,_Florence Ward 9,_025,25,1002,8,1,2,22,1019,5,0
0,_041,_Florence Ward 10,_026,14,393,0,1,0,11,394,2,0
0,_041,_Florence Ward 11,_027,323,289,13,2,1,319,302,10,0
0,_041,_Florence Ward 12,_028,1216,650,17,4,1,1203,661,21,2
0,_041,_Florence Ward 14,_029,994,638,14,5,1,1007,632,17,0
0,_041,_Florence Ward 15,_030,56,223,1,0,0,50,232,3,0
0,_041,_Friendfield,_031,327,61,1,0,0,320,63,6,0
0,_041,_Gilbert,_032,174,1031,4,4,1,162,1039,13,0
0,_041,_Greenwood,_033,767,834,19,7,0,753,860,19,1
0,_041,_Hannah,_034,418,62,2,1,0,419,59,6,0
0,_041,_High Hill,_035,279,89,2,0,0,269,94,6,0
0,_041,_Johnsonville,_036,1018,406,9,4,1,1000,423,20,0
0,_041,_Kingsburg-Stone,_037,346,385,2,1,0,343,387,3,1
0,_041,_Lake City No. 1,_038,196,777,12,6,1,195,790,7,0
0,_041,_Lake City No. 2,_039,549,343,4,2,0,540,352,11,0
0,_041,_Lake City No. 3,_040,401,663,4,6,2,394,679,7,0
0,_041,_Lake City No. 4,_041,68,1108,7,5,0,66,1120,4,1
0,_041,_Leo,_042,155,95,1,0,0,150,98,2,1
0,_041,_Mars Bluff No. 1,_043,784,747,10,1,2,770,761,14,0
0,_041,_Mars Bluff No. 2,_044,687,405,2,3,0,686,401,9,0
0,_041,_Mcallister Mill,_045,349,151,3,4,0,339,155,12,0
0,_041,_Mill Branch,_046,166,277,3,3,0,163,286,2,0
0,_041,_Oak Grove-Sardis,_047,631,131,3,1,0,605,145,17,0
0,_041,_Olanta,_048,562,393,2,2,1,543,401,14,0
0,_041,_Pamplico No. 1,_049,589,210,1,2,0,574,215,11,0
0,_041,_Pamplico No. 2,_050,142,306,1,1,1,136,315,4,0
0,_041,_Prospect,_051,234,10,0,0,0,230,10,4,0
0,_041,_Quinby,_052,174,545,4,2,0,171,551,3,0
0,_041,_Salem,_053,340,33,2,1,0,336,36,5,0
0,_041,_Savannah Grove,_054,1369,1627,21,18,2,1355,1662,28,1
0,_041,_Scranton,_055,316,237,7,0,0,314,240,5,1
0,_041,_South Florence 1,_056,1053,986,32,8,1,1062,995,21,3
0,_041,_South Florence 2,_057,256,1058,9,10,1,244,1086,7,1
0,_041,_Spaulding,_058,27,821,6,3,1,27,838,2,1
0,_041,_Tans Bay,_059,694,613,9,1,0,678,622,21,0
0,_041,_Timmonsville 1,_060,207,778,3,4,3,197,792,6,2
0,_041,_Timmonsville 2,_061,446,401,1,2,1,434,411,7,1
0,_041,_Vox,_062,347,86,3,0,0,346,89,2,0
0,_041,_West Florence 1,_063,1333,908,23,8,3,1323,931,22,1
0,_041,_West Florence 2,_064,778,410,14,1,2,797,399,8,2
0,_043,_Andrews,_101,336,707,11,10,5,320,739,11,1
0,_043,_Andrews Outside,_102,325,385,4,2,0,322,389,6,0
0,_043,_Bethel,_103,638,91,5,0,0,629,90,15,1
0,_043,_Black River,_104,850,302,8,5,0,841,319,10,0
0,_043,_Brown's Ferry,_105,260,1048,2,5,1,254,1059,3,0
0,_043,_Carver's Bay,_106,120,45,0,0,0,119,45,2,0
0,_043,_Lambert Town,_107,322,66,1,0,0,320,66,3,0
0,_043,_Choppee,_108,234,495,2,2,0,229,499,7,0
0,_043,_Dream Keepers,_109,18,602,5,2,1,14,614,2,0
0,_043,_Folly Grove,_110,456,174,1,1,0,450,177,4,1
0,_043,_Georgetown No. 1,_111,359,348,7,2,0,363,350,2,0
0,_043,_Georgetown No. 3,_112,102,753,2,1,4,84,768,4,0
0,_043,_Georgetown No. 4,_113,236,138,2,0,1,244,135,0,0
0,_043,_Georgetown No. 5,_114,717,451,10,5,2,685,471,26,3
0,_043,_Pee Dee,_115,115,333,4,0,0,109,338,4,1
0,_043,_Kensington,_116,636,227,3,2,1,631,226,12,2
0,_043,_Murrell's Inlet No. 1,_117,1877,814,20,10,1,1896,807,19,1
0,_043,_Murrell's Inlet No. 2,_118,1162,584,9,8,1,1169,576,19,1
0,_043,_Murrell's Inlet No. 3,_119,467,199,5,2,1,463,199,10,0
0,_043,_Murrell's Inlet No. 4,_120,986,252,8,1,0,965,263,18,2
0,_043,_Myersville,_121,32,277,1,2,0,29,285,2,0
0,_043,_Pawley's Island No. 1,_122,1725,910,16,6,3,1762,879,23,1
0,_043,_Pawley's Island No. 2,_123,1453,1282,27,5,2,1448,1280,35,2
0,_043,_Pawley's Island No. 3,_124,1317,744,16,5,3,1360,723,14,1
0,_043,_Pawley's Island No. 4,_125,1596,665,16,2,0,1613,646,26,0
0,_043,_Pawley's Island No. 5,_126,1670,826,26,6,1,1727,793,16,1
0,_043,_Penny Royal,_127,223,173,2,0,1,223,171,2,0
0,_043,_Plantersville,_128,147,351,2,1,0,148,352,1,0
0,_043,_Pleasant Hill,_129,446,239,3,1,0,437,239,12,1
0,_043,_Potato Bed Ferry,_130,318,191,3,0,0,320,194,1,0
0,_043,_Sampit,_131,140,566,2,0,1,138,573,2,0
0,_043,_Santee,_132,146,683,7,2,0,144,687,4,1
0,_043,_Spring Gully,_133,568,682,5,4,0,550,699,19,2
0,_043,_Winyah Bay,_134,490,219,2,1,0,489,216,6,0
0,_045,_Greenville 1,_201,818,618,41,3,0,842,628,15,2
0,_045,_Greenville 3,_203,905,1124,48,6,2,973,1104,12,1
0,_045,_Greenville 4,_204,475,1144,38,4,0,478,1169,18,2
0,_045,_Greenville 5,_205,693,1341,47,11,4,698,1375,23,2
0,_045,_Greenville 6,_206,49,247,4,1,1,48,253,1,1
0,_045,_Greenville 7,_207,390,1139,30,3,1,391,1159,16,0
0,_045,_Greenville 8,_208,645,1599,44,4,1,664,1623,13,2
0,_045,_Greenville 10,_210,740,1199,43,5,1,767,1195,19,6
0,_045,_Greenville 14,_214,108,1027,14,1,0,102,1045,5,0
0,_045,_Greenville 16,_216,850,751,36,4,1,922,717,6,6
0,_045,_Greenville 17,_217,782,595,25,2,2,844,568,4,0
0,_045,_Greenville 18,_218,760,515,19,2,1,810,484,7,3
0,_045,_Greenville 19,_219,278,1196,22,6,3,273,1224,7,3
0,_045,_Greenville 20,_220,585,480,13,3,1,640,444,3,0
0,_045,_Greenville 21,_221,529,584,29,4,1,573,571,5,0
0,_045,_Greenville 22,_222,1122,695,46,7,2,1170,683,20,2
0,_045,_Greenville 23,_223,1163,551,22,0,0,1219,519,8,1
0,_045,_Greenville 24,_224,1438,1622,47,9,3,1452,1636,29,0
0,_045,_Greenville 25,_225,498,581,26,5,3,482,616,15,2
0,_045,_Greenville 26,_226,409,904,30,5,4,412,920,24,1
0,_045,_Greenville 27,_227,579,228,26,3,1,597,237,9,2
0,_045,_Greenville 28,_228,272,394,16,5,0,265,408,12,2
0,_045,_Greenville 29,_229,286,1019,20,5,1,262,1051,18,2
0,_045,_Aiken,_230,287,426,5,6,2,263,448,13,1
0,_045,_Altamont Forest,_231,769,320,16,2,0,777,325,9,3
0,_045,_Asheton Lakes,_232,1752,878,36,4,3,1808,849,14,6
0,_045,_Avon,_233,854,406,29,3,0,856,421,18,2
0,_045,_Belle Meade,_234,81,1042,8,4,0,70,1059,4,1
0,_045,_Bells Crossing,_235,1527,799,26,2,2,1512,808,33,3
0,_045,_Belmont,_236,212,412,6,4,1,207,418,11,0
0,_045,_Berea,_237,469,465,9,3,1,456,480,11,0
0,_045,_Boiling Springs,_238,1047,615,33,7,1,1083,613,14,0
0,_045,_Botany Woods,_239,767,488,20,7,1,772,495,15,1
0,_045,_Brookglenn,_240,546,320,9,3,1,527,335,17,0
0,_045,_Canebrake,_241,1419,844,43,5,3,1464,833,23,0
0,_045,_Carolina,_242,210,717,9,4,0,183,742,10,3
0,_045,_Chestnut Hills,_243,532,635,13,7,1,523,642,14,2
0,_045,_Circle Creek,_244,1568,887,52,3,0,1594,879,31,1
0,_045,_Clear Creek,_245,1082,297,32,3,0,1072,311,36,2
0,_045,_Conestee,_246,858,846,23,13,3,842,875,18,2
0,_045,_Darby Ridge,_247,1671,467,43,3,0,1666,487,32,5
0,_045,_Del Norte,_248,954,732,28,4,3,950,749,23,1
0,_045,_Devenger,_249,1015,510,30,3,4,1056,502,14,1
0,_045,_Donaldson,_250,221,643,6,4,1,204,656,11,0
0,_045,_Dove Tree,_251,881,586,38,4,4,914,571,19,6
0,_045,_Dunklin,_252,1526,269,18,4,2,1501,276,45,0
0,_045,_Eastside,_253,1174,680,33,1,2,1165,705,20,0
0,_045,_Ebenezer,_254,1379,364,22,1,2,1368,377,25,1
0,_045,_Edwards Forest,_255,1150,584,26,4,3,1137,596,29,4
0,_045,_Enoree,_256,1386,1018,41,6,1,1355,1046,50,2
0,_045,_Feaster,_257,465,431,7,6,1,469,433,11,2
0,_045,_Fork Shoals,_258,1264,290,26,2,1,1236,305,39,3
0,_045,_Fountain Inn 1,_259,1373,1198,36,8,0,1362,1226,25,5
0,_045,_Fountain Inn 2,_260,690,369,16,4,0,690,377,10,2
0,_045,_Furman,_262,1358,824,32,3,3,1380,825,17,0
0,_045,_Gowensville,_264,1309,323,26,2,1,1307,333,20,2
0,_045,_Grove,_266,485,671,10,5,0,479,685,10,2
0,_045,_Jennings Mill,_269,1018,431,15,6,1,1033,412,21,4
0,_045,_Lakeview,_270,794,882,33,17,1,774,926,19,5
0,_045,_Laurel Ridge,_271,1300,579,24,10,0,1276,614,23,3
0,_045,_Leawood,_272,878,697,32,7,4,876,728,14,4
0,_045,_Maple Creek,_274,998,541,21,8,2,959,581,29,4
0,_045,_Maridell,_275,1180,301,20,5,0,1160,326,22,1
0,_045,_Mauldin 1,_276,731,750,30,5,3,721,780,20,2
0,_045,_Mauldin 2,_277,1528,1341,50,7,1,1548,1349,37,2
0,_045,_Mauldin 3,_278,717,1049,22,6,0,691,1084,16,1
0,_045,_Mauldin 4,_279,1358,999,27,6,2,1334,1022,34,4
0,_045,_Mauldin 5,_280,1008,1049,43,5,2,1023,1064,17,4
0,_045,_Mauldin 6,_281,846,805,23,2,1,833,823,20,2
0,_045,_Mauldin 7,_282,854,623,33,6,4,868,640,9,0
0,_045,_Mission,_283,1221,781,25,2,2,1247,767,17,3
0,_045,_Monaview,_284,595,613,38,4,4,578,648,22,2
0,_045,_Mountain Creek,_285,1310,478,34,4,3,1348,473,10,3
0,_045,_Mountain View,_286,1527,271,27,3,4,1513,274,33,4
0,_045,_Neely Farms,_287,1655,1092,54,7,3,1659,1109,39,4
0,_045,_Northwood,_288,1005,544,37,1,3,1013,560,17,4
0,_045,_Oakview,_289,1571,867,27,8,1,1613,839,28,3
0,_045,_Palmetto,_291,764,636,31,9,3,771,655,19,3
0,_045,_Paris Mountain,_292,763,359,24,1,0,781,361,5,2
0,_045,_Pebble Creek,_293,1176,504,28,5,3,1181,513,18,3
0,_045,_Pelham Falls,_294,604,305,15,1,4,620,302,10,1
0,_045,_Piedmont,_295,1217,765,40,3,1,1188,799,41,3
0,_045,_Pineview,_296,758,200,12,3,0,748,210,15,0
0,_045,_Poinsett,_297,1314,845,44,5,1,1286,892,32,3
0,_045,_Raintree,_298,1448,1037,46,6,2,1403,1084,49,2
0,_045,_Reedy Fork,_299,949,870,21,12,0,929,890,26,5
0,_045,_Riverwalk,_300,1368,686,36,4,1,1407,669,21,2
0,_045,_Rock Hill,_302,996,739,27,5,2,994,754,23,0
0,_045,_Rocky Creek,_303,790,692,17,1,0,793,705,10,1
0,_045,_Rolling Green,_304,1006,497,18,0,0,1024,486,8,0
0,_045,_Royal Oaks,_305,152,846,6,2,0,136,857,8,2
0,_045,_Saluda,_306,663,480,19,2,1,652,493,21,2
0,_045,_Sandy Flat,_307,2208,591,47,6,1,2194,612,41,6
0,_045,_Sevier,_308,1335,633,37,5,1,1337,647,27,4
0,_045,_Silverleaf,_309,1167,646,30,5,1,1199,641,15,1
0,_045,_Simpsonville 1,_310,1178,760,27,10,1,1161,785,25,4
0,_045,_Simpsonville 2,_311,876,603,38,1,1,843,630,38,2
0,_045,_Simpsonville 3,_312,1242,609,31,12,0,1237,632,25,0
0,_045,_Simpsonville 4,_313,734,632,16,4,4,717,655,11,5
0,_045,_Simpsonville 5,_314,898,971,34,6,0,866,1009,32,2
0,_045,_Simpsonville 6,_315,1090,815,29,1,1,1070,845,23,1
0,_045,_Skyland,_316,1825,225,22,1,3,1799,245,31,0
0,_045,_Slater Marietta,_317,1778,368,46,3,1,1736,401,55,1
0,_045,_Southside,_318,755,967,18,1,1,797,941,6,2
0,_045,_Spring Forest,_319,726,704,32,7,2,734,723,18,1
0,_045,_Stone Valley,_321,975,612,49,3,2,967,643,27,1
0,_045,_Stonehaven,_322,1037,611,23,0,0,1060,602,12,2
0,_045,_Suber Mill,_323,1509,935,49,9,2,1523,968,18,0
0,_045,_Sugar Creek,_324,1258,597,34,5,1,1309,573,15,4
0,_045,_Sulphur Springs,_325,1136,547,31,9,0,1122,569,21,3
0,_045,_Sycamore,_326,1688,772,32,1,3,1683,786,20,4
0,_045,_Tanglewood,_327,689,850,16,8,2,652,891,27,0
0,_045,_Taylors,_328,771,645,41,2,1,773,673,23,0
0,_045,_Thornblade,_329,1439,903,29,4,6,1459,893,21,1
0,_045,_Tigerville,_330,1791,463,34,6,0,1798,465,37,4
0,_045,_Timberlake,_331,1116,769,52,7,3,1161,762,22,3
0,_045,_Trade,_332,860,685,37,5,2,834,716,35,4
0,_045,_Tubbs Mountain,_334,1535,434,25,1,1,1536,444,17,2
0,_045,_Wade Hampton,_336,985,567,24,8,1,976,587,21,4
