IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_KS_20201103_GEN_PRE_DEM_BIDEN,USA_KS_20201103_GEN_PRE_REP_TRUMP,USA_KS_20201103_GEN_PRE_LIB_JORGENSEN,USA_KS_20201103_GEN_USS_DEM_BOLLIER,USA_KS_20201103_GEN_USS_REP_MARSHALL,USA_KS_20201103_GEN_USS_LIB_BUCKLEY
0,_001,_Carlyle Township Voting District,_Carlyle Township Voting District,32,134,4,35,133,2
0,_001,_Cottage Grove Township Voting District,_Cottage Grove Township Voting District,18,101,2,25,89,6
0,_001,_Deer Creek Township Voting District,_Deer Creek Township Voting District,11,60,1,11,56,2
0,_001,_East Elm Voting District,_East Elm Voting District,45,237,2,50,204,26
0,_001,_Geneva Township Voting District,_Geneva Township Voting District,12,65,0,13,61,1
0,_001,_Humboldt Township Rural Enclave Voting District,_Humboldt Township Rural Enclave Voting District,0,0,0,0,0,0
0,_001,_Humboldt Township Split Voting District,_Humboldt Township Split Voting District,0,0,0,0,0,0
0,_001,_Humboldt Township Voting District,_Humboldt Township Voting District,25,137,4,27,129,8
0,_001,_Humboldt Ward 1,_Humboldt Ward 1,141,281,9,154,252,23
0,_001,_Humboldt Ward 2,_Humboldt Ward 2,133,279,11,138,258,29
0,_001,_Iola Ward 1,_Iola Ward 1,173,316,7,176,283,30
0,_001,_Iola Ward 2,_Iola Ward 2,176,447,8,184,419,29
0,_001,_Iola Ward 3,_Iola Ward 3,171,325,14,185,290,34
0,_001,_Iola Ward 3 Enclave,_Iola Ward 3 Enclave,0,0,0,0,0,0
0,_001,_Iola Ward 3 Exclave,_Iola Ward 3 Exclave,0,0,0,0,0,0
0,_001,_Iola Ward 4,_Iola Ward 4,165,363,13,194,312,31
0,_001,_Logan Township Voting District,_Logan Township Voting District,25,91,1,30,83,3
0,_001,_Marmaton Township Voting District,_Marmaton Township Voting District,88,284,6,100,259,19
0,_001,_North Elmsmore Voting District,_North Elmsmore Voting District,16,76,1,17,73,4
0,_001,_North Iola Part A Voting District,_North Iola Part A Voting District,32,108,3,31,102,9
0,_001,_North Iola Part B Voting District,_North Iola Part B Voting District,0,0,0,0,0,0
0,_001,_Osage Township Voting District,_Osage Township Voting District,35,107,0,40,98,4
0,_001,_Salem Township Voting District,_Salem Township Voting District,43,110,1,47,96,11
0,_001,_South Elmsmore Voting District,_South Elmsmore Voting District,19,68,1,20,68,1
0,_001,_South Iola Voting District,_South Iola Voting District,69,241,7,69,234,12
0,_001,_West Elm Voting District,_West Elm Voting District,141,388,9,155,357,30
0,_003,_Garnett Precinct 1,_Garnett Precinct 1,136,398,10,147,351,40
0,_003,_Garnett Precinct 1 Exclave,_Garnett Precinct 1 Exclave,0,0,0,0,0,0
0,_003,_Garnett Precinct 2,_Garnett Precinct 2,107,375,23,122,337,41
0,_003,_Garnett Precinct 3,_Garnett Precinct 3,88,268,6,92,237,32
0,_003,_Garnett Precinct 4,_Garnett Precinct 4,17,70,6,20,63,7
0,_003,_Indian Creek Township Voting District,_Indian Creek Township Voting District,12,57,0,10,50,6
0,_003,_Jackson Township Voting District,_Jackson Township Voting District,36,187,4,36,177,12
0,_003,_Lincoln Township Voting District,_Lincoln Township Voting District,18,92,1,20,83,10
0,_003,_Lone Elm Township Voting District,_Lone Elm Township Voting District,21,105,2,22,96,10
0,_003,_Monroe Township Voting District,_Monroe Township Voting District,34,155,3,45,135,11
0,_003,_Ozark Township Voting District,_Ozark Township Voting District,50,234,3,56,203,22
0,_003,_Putnam Township Voting District,_Putnam Township Voting District,49,126,6,49,116,13
0,_003,_Reeder Township Voting District,_Reeder Township Voting District,19,114,5,21,105,8
0,_003,_Rich Township Voting District,_Rich Township Voting District,30,144,0,33,140,3
0,_003,_Walker Township Voting District,_Walker Township Voting District,75,253,6,77,225,25
0,_003,_Washington Township Voting District,_Washington Township Voting District,26,118,0,29,111,4
0,_003,_Welda Township Voting District,_Welda Township Voting District,36,110,2,40,94,14
0,_003,_Westphalia Township Voting District,_Westphalia Township Voting District,28,123,4,23,115,10
0,_005,_Atchison Precinct 1,_Atchison Precinct 1,95,194,3,94,179,15
0,_005,_Atchison Precinct 2 East,_Atchison Precinct 2 East,115,190,5,118,186,15
0,_005,_Atchison Precinct 2 West,_Atchison Precinct 2 West,143,188,14,142,174,32
0,_005,_Atchison Precinct 3 East,_Atchison Precinct 3 East,222,342,15,223,315,35
0,_005,_Atchison Precinct 3 West,_Atchison Precinct 3 West,378,578,31,377,529,77
0,_005,_Atchison Precinct 4,_Atchison Precinct 4,231,281,3,229,245,37
0,_005,_Atchison Precinct 4 Exclave A,_Atchison Precinct 4 Exclave A,0,0,0,0,0,0
0,_005,_Atchison Precinct 4 Exclave B,_Atchison Precinct 4 Exclave B,0,0,0,0,0,0
0,_005,_Atchison Precinct 5 North,_Atchison Precinct 5 North,268,387,30,273,362,55
0,_005,_Atchison Precinct 5 North Exclave A,_Atchison Precinct 5 North Exclave A,0,0,0,0,0,0
0,_005,_Atchison Precinct 5 North Exclave B,_Atchison Precinct 5 North Exclave B,0,0,0,0,0,0
0,_005,_Atchison Precinct 5 South,_Atchison Precinct 5 South,148,249,12,143,220,42
0,_005,_Atchison Precinct 5 South Exclave A,_Atchison Precinct 5 South Exclave A,0,0,0,0,0,0
0,_005,_Atchison Precinct 5 South Exclave B Voting District,_Atchison Precinct 5 South Exclave B Voting District,0,0,0,0,0,0
0,_005,_Atchison Precinct 5 South Exclave C,_Atchison Precinct 5 South Exclave C,0,0,0,0,0,0
0,_005,_Atchison Precinct 5 South Exclave D,_Atchison Precinct 5 South Exclave D,0,0,0,0,0,0
0,_005,_Benton Township H63,_Benton Township H63,34,95,1,40,84,7
0,_005,_Benton Township Voting District,_Benton Township Voting District,82,268,5,90,236,29
0,_005,_Center Township Voting District,_Center Township Voting District,71,282,4,83,247,26
0,_005,_Grasshopper Township Voting District,_Grasshopper Township Voting District,34,284,10,45,262,20
0,_005,_Huron Township Voting District,_Huron Township Voting District,23,85,4,27,75,10
0,_005,_Kapioma Township Voting District,_Kapioma Township Voting District,35,115,0,35,107,6
0,_005,_Lancaster Township Voting District,_Lancaster Township Voting District,72,281,7,86,243,27
0,_005,_Mount Pleasant Voting District Township,_Mount Pleasant Voting District Township,118,393,9,122,373,27
0,_005,_Shannon Township Voting District,_Shannon Township Voting District,204,520,18,221,460,54
0,_005,_Walnut Township Enclave Voting District,_Walnut Township Enclave Voting District,0,0,0,0,0,0
0,_005,_Walnut Township Voting District,_Walnut Township Voting District,86,174,4,86,157,17
0,_007,_Aetna Township Voting District,_Aetna Township Voting District,0,3,0,0,3,0
0,_007,_Deerhead Township Voting District,_Deerhead Township Voting District,0,7,1,0,7,1
0,_007,_Eagle Township Voting District,_Eagle Township Voting District,0,23,0,0,22,0
0,_007,_Elm Mills Township Voting District,_Elm Mills Township Voting District,16,70,1,15,64,8
0,_007,_Elwood Township Voting District,_Elwood Township Voting District,16,77,3,23,65,6
0,_007,_Hazelton Township Voting District,_Hazelton Township Voting District,9,56,2,12,53,2
0,_007,_Kiowa East Township Voting District,_Kiowa East Township Voting District,40,289,6,47,272,16
0,_007,_Kiowa West Township Voting District,_Kiowa West Township Voting District,36,164,3,43,153,8
0,_007,_Lake City Township Voting District,_Lake City Township Voting District,7,45,1,8,41,3
0,_007,_McAdoo Township Voting District,_McAdoo Township Voting District,1,13,0,1,12,0
0,_007,_Medicine Lodge Precinct 1,_Medicine Lodge Precinct 1,53,297,3,56,278,19
0,_007,_Medicine Lodge Precinct 2,_Medicine Lodge Precinct 2,45,238,5,45,220,19
0,_007,_Medicine Lodge Precinct 2 Exclave,_Medicine Lodge Precinct 2 Exclave,0,0,0,0,0,0
0,_007,_Medicine Lodge Precinct 3,_Medicine Lodge Precinct 3,23,193,3,20,184,8
0,_007,_Medicine Lodge Precinct 4,_Medicine Lodge Precinct 4,11,137,0,12,126,7
0,_007,_Medicine Lodge Precinct 5,_Medicine Lodge Precinct 5,2,31,0,3,29,1
0,_007,_Mingona Township Voting District,_Mingona Township Voting District,4,49,3,7,46,2
0,_007,_Moore Township Voting District,_Moore Township Voting District,5,21,0,7,17,1
0,_007,_Nippawalla Township Voting District,_Nippawalla Township Voting District,0,20,0,0,19,1
0,_007,_Sharon/Ridge Township Voting District,_Sharon/Ridge Township Voting District,14,166,4,18,158,10
0,_007,_Sun City Township Voting District,_Sun City Township Voting District,0,31,2,0,29,3
0,_007,_Turkey Creek Township Voting District,_Turkey Creek Township Voting District,5,8,0,5,8,0
0,_007,_Valley Township Voting District,_Valley Township Voting District,4,76,0,6,73,0
0,_009,_Albion Township Voting District,_Albion Township Voting District,3,23,1,4,23,1
0,_009,_Beaver Township Voting District,_Beaver Township Voting District,6,41,0,7,39,1
0,_009,_Buffalo Township Voting District,_Buffalo Township Voting District,27,207,2,31,200,5
0,_009,_Cheyenne Township Voting District,_Cheyenne Township Voting District,18,92,1,16,88,6
0,_009,_Clarence Township Voting District,_Clarence Township Voting District,10,62,2,9,61,3
0,_009,_Cleveland Township Voting District,_Cleveland Township Voting District,2,24,0,2,23,1
0,_009,_Comanche Township Voting District,_Comanche Township Voting District,24,204,3,27,197,3
0,_009,_Eureka Township Voting District,_Eureka Township Voting District,1,52,0,5,45,3
0,_009,_Fairview Township Voting District,_Fairview Township Voting District,14,31,1,14,29,3
0,_009,_Grant Township Voting District,_Grant Township Voting District,5,24,1,5,24,1
0,_009,_Great Bend City Ward 1 Precinct 1,_Great Bend City Ward 1 Precinct 1,127,212,13,128,205,22
0,_009,_Great Bend City Ward 1 Precinct 1 Courthouse,_Great Bend City Ward 1 Precinct 1 Courthouse,0,0,0,0,0,0
0,_009,_Great Bend City Ward 1 Precinct 2,_Great Bend City Ward 1 Precinct 2,130,383,9,145,351,24
0,_009,_Great Bend City Ward 1 Precinct 3,_Great Bend City Ward 1 Precinct 3,104,302,9,105,291,19
0,_009,_Great Bend City Ward 2 Precinct 1,_Great Bend City Ward 2 Precinct 1,154,483,12,173,457,19
0,_009,_Great Bend City Ward 2 Precinct 2,_Great Bend City Ward 2 Precinct 2,166,463,5,165,448,14
0,_009,_Great Bend City Ward 2 Precinct 3,_Great Bend City Ward 2 Precinct 3,138,628,0,136,622,12
0,_009,_Great Bend City Ward 3 Precinct 1,_Great Bend City Ward 3 Precinct 1,123,361,13,124,337,27
0,_009,_Great Bend City Ward 3 Precinct 2,_Great Bend City Ward 3 Precinct 2,149,369,10,157,346,19
0,_009,_Great Bend City Ward 3 Precinct 3,_Great Bend City Ward 3 Precinct 3,138,443,9,164,397,24
0,_009,_Great Bend City Ward 3 Precinct 3 Exclave,_Great Bend City Ward 3 Precinct 3 Exclave,0,0,0,0,0,0
0,_009,_Great Bend City Ward 4 Precinct 1,_Great Bend City Ward 4 Precinct 1,98,208,6,94,197,22
0,_009,_Great Bend City Ward 4 Precinct 2,_Great Bend City Ward 4 Precinct 2,96,131,9,96,122,17
0,_009,_Great Bend City Ward 4 Precinct 3,_Great Bend City Ward 4 Precinct 3,41,60,2,40,49,11
0,_009,_Great Bend City Ward 4 Precinct 3 Exclave A,_Great Bend City Ward 4 Precinct 3 Exclave A,0,0,0,0,0,0
0,_009,_Great Bend City Ward 4 Precinct 3 Exclave B,_Great Bend City Ward 4 Precinct 3 Exclave B,0,0,0,0,0,0
0,_009,_Great Bend City Ward 4 Precinct 3 Exclave C,_Great Bend City Ward 4 Precinct 3 Exclave C,0,0,0,0,0,0
0,_009,_Great Bend City Ward 4 Precinct 3 Exclave D1,_Great Bend City Ward 4 Precinct 3 Exclave D1,0,0,0,0,0,0
0,_009,_Great Bend City Ward 4 Precinct 3 Exclave D2,_Great Bend City Ward 4 Precinct 3 Exclave D2,0,0,0,0,0,0
0,_009,_Great Bend Township Part A Voting District,_Great Bend Township Part A Voting District,90,514,11,98,504,12
0,_009,_Great Bend Township Part B Voting District,_Great Bend Township Part B Voting District,10,94,1,14,87,3
0,_009,_Great Bend Township Voting District,_Great Bend Township Voting District,0,0,0,0,0,0
0,_009,_Hoisington Landfill Voting District,_Hoisington Landfill Voting District,0,0,0,0,0,0
0,_009,_Hoisington Ward 1,_Hoisington Ward 1,63,222,3,61,206,21
0,_009,_Hoisington Ward 2,_Hoisington Ward 2,62,266,6,71,253,8
0,_009,_Hoisington Ward 3,_Hoisington Ward 3,56,221,1,56,204,15
0,_009,_Hoisington Ward 4,_Hoisington Ward 4,48,211,3,52,191,21
0,_009,_Hoisington Ward 4 Exclave,_Hoisington Ward 4 Exclave,0,0,0,0,0,0
0,_009,_Independent Township Voting District,_Independent Township Voting District,55,335,9,52,325,18
0,_009,_Lakin Township Voting District,_Lakin Township Voting District,197,893,11,221,822,49
0,_009,_Liberty Township Voting District,_Liberty Township Voting District,15,108,3,17,106,2
0,_009,_Logan Township Voting District,_Logan Township Voting District,12,89,2,14,84,4
0,_009,_North Homestead Township Voting District,_North Homestead Township Voting District,11,68,3,13,69,0
0,_009,_Pawnee Rock Township Voting District,_Pawnee Rock Township Voting District,33,125,6,37,118,11
0,_009,_South Bend Township Voting District,_South Bend Township Voting District,55,245,6,58,236,12
0,_009,_South Homestead Township Voting District,_South Homestead Township Voting District,21,172,4,21,167,7
0,_009,_Union Township Voting District,_Union Township Voting District,10,47,1,11,46,1
0,_009,_Walnut Township Albert Voting District,_Walnut Township Albert Voting District,14,93,1,18,85,5
0,_009,_Walnut Township Olmitz Voting District,_Walnut Township Olmitz Voting District,12,72,2,12,69,4
0,_009,_Wheatland Township Voting District,_Wheatland Township Voting District,2,30,1,4,28,1
0,_011,_Drywood Township Voting District,_Drywood Township Voting District,34,205,1,40,192,5
0,_011,_Fort Scott Ward 1,_Fort Scott Ward 1,127,292,11,134,257,34
0,_011,_Fort Scott Ward 1 Exclave Colonial,_Fort Scott Ward 1 Exclave Colonial,0,0,0,0,0,0
0,_011,_Fort Scott Ward 1 Exclave Halls,_Fort Scott Ward 1 Exclave Halls,0,0,0,0,0,0
0,_011,_Fort Scott Ward 1 Exclave Red Barn,_Fort Scott Ward 1 Exclave Red Barn,0,0,0,0,0,0
0,_011,_Fort Scott Ward 1 Exclave Red Ram A,_Fort Scott Ward 1 Exclave Red Ram A,0,0,0,0,0,0
0,_011,_Fort Scott Ward 1 Exclave Red Ram B,_Fort Scott Ward 1 Exclave Red Ram B,0,0,0,0,0,0
0,_011,_Fort Scott Ward 2,_Fort Scott Ward 2,116,284,9,127,241,34
0,_011,_Fort Scott Ward 3,_Fort Scott Ward 3,58,136,5,66,112,20
0,_011,_Fort Scott Ward 4,_Fort Scott Ward 4,131,286,8,152,260,17
0,_011,_Fort Scott Ward 4 Exclave A,_Fort Scott Ward 4 Exclave A,0,0,0,0,0,0
0,_011,_Fort Scott Ward 4 Exclave B,_Fort Scott Ward 4 Exclave B,0,0,0,0,0,0
0,_011,_Fort Scott Ward 4 Exclave C,_Fort Scott Ward 4 Exclave C,0,0,0,0,0,0
0,_011,_Fort Scott Ward 4 Exclave D,_Fort Scott Ward 4 Exclave D,0,0,0,0,0,0
0,_011,_Fort Scott Ward 5,_Fort Scott Ward 5,137,334,16,133,327,26
0,_011,_Fort Scott Ward 6,_Fort Scott Ward 6,180,412,9,196,383,15
0,_011,_Fort Scott Ward 6 Exclave A,_Fort Scott Ward 6 Exclave A,0,0,0,0,0,0
0,_011,_Fort Scott Ward 7,_Fort Scott Ward 7,160,386,13,171,360,25
0,_011,_Franklin Township Voting District,_Franklin Township Voting District,25,133,2,27,124,7
0,_011,_Freedom Township Voting District,_Freedom Township Voting District,38,192,6,44,176,16
0,_011,_Marion Township Voting District,_Marion Township Voting District,88,446,2,99,404,21
0,_011,_Marmaton Township Voting District,_Marmaton Township Voting District,71,303,3,83,270,22
0,_011,_Mill Creek Township Voting District,_Mill Creek Township Voting District,49,207,1,58,194,6
0,_011,_North Scott Township Voting District,_North Scott Township Voting District,73,326,4,83,299,22
0,_011,_Osage Township Voting District,_Osage Township Voting District,32,161,3,42,147,10
0,_011,_Pawnee Township Voting District,_Pawnee Township Voting District,31,135,0,35,125,6
0,_011,_South Scott Township Voting District,_South Scott Township Voting District,167,627,19,172,605,29
0,_011,_Timberhill Township Voting District,_Timberhill Township Voting District,22,97,0,27,87,2
0,_011,_Walnut Township Voting District,_Walnut Township Voting District,2,61,0,5,56,2
0,_013,_Hamlin Township Voting District,_Hamlin Township Voting District,16,66,2,12,70,2
0,_013,_Hiawatha City Ward 1,_Hiawatha City Ward 1,62,127,9,71,110,17
0,_013,_Hiawatha City Ward 2,_Hiawatha City Ward 2,217,413,19,230,370,46
0,_013,_Hiawatha City Ward 3,_Hiawatha City Ward 3,152,361,6,173,301,35
0,_013,_Hiawatha City Ward 3 Exclave,_Hiawatha City Ward 3 Exclave,0,0,0,0,0,0
0,_013,_Hiawatha City Ward 4,_Hiawatha City Ward 4,12,59,2,14,57,4
0,_013,_Hiawatha City Ward 4 Exclave Club,_Hiawatha City Ward 4 Exclave Club,0,0,0,0,0,0
0,_013,_Hiawatha Township Voting District,_Hiawatha Township Voting District,60,282,6,69,257,15
0,_013,_Horton Ward 1,_Horton Ward 1,73,201,10,73,190,19
0,_013,_Horton Ward 2,_Horton Ward 2,37,152,9,46,137,16
0,_013,_Horton Ward 3,_Horton Ward 3,40,103,4,39,90,14
0,_013,_Horton Ward 3 Exclave A,_Horton Ward 3 Exclave A,0,0,0,0,0,0
0,_013,_Horton Ward 3 Exclave B,_Horton Ward 3 Exclave B,0,0,0,0,0,0
0,_013,_Irving Township Voting District,_Irving Township Voting District,36,115,1,36,109,6
0,_013,_Mission Township Voting District,_Mission Township Voting District,48,280,4,59,267,9
0,_013,_Morrill Township Voting District,_Morrill Township Voting District,27,211,1,30,202,8
0,_013,_Padonia Township Voting District,_Padonia Township Voting District,24,74,8,25,72,5
0,_013,_Powhattan Township Voting District,_Powhattan Township Voting District,130,159,9,122,147,26
0,_013,_Reserve Township Voting District,_Reserve Township Voting District,17,47,1,19,43,3
0,_013,_Robinson Township Voting District,_Robinson Township Voting District,49,142,3,58,117,15
0,_013,_Sabetha Ward 1 Part 1 Exclave,_Sabetha Ward 1 Part 1 Exclave,0,0,0,0,0,0
0,_013,_Sabetha Ward 1 Part A,_Sabetha Ward 1 Part A,0,0,0,0,0,0
0,_013,_Sabetha Ward 1 Part B,_Sabetha Ward 1 Part B,0,0,0,0,0,0
0,_013,_Sabetha Ward 4 Part A,_Sabetha Ward 4 Part A,0,0,0,0,0,0
0,_013,_Sabetha Ward 4 Part B,_Sabetha Ward 4 Part B,0,0,0,0,0,0
0,_013,_Sabetha Ward 5,_Sabetha Ward 5,0,0,0,0,0,0
0,_013,_Walnut Township Voting District,_Walnut Township Voting District,60,256,6,68,240,12
0,_013,_Washington Township Voting District,_Washington Township Voting District,44,214,5,49,196,15
0,_015,_Andover City W2 385-3 99 CM 1 Exclave 1,_Andover City W2 385-3 99 CM 1 Exclave 1,0,0,0,0,0,0
0,_015,_Andover City W2 385-3 99 CM 1 Exclave 2,_Andover City W2 385-3 99 CM 1 Exclave 2,0,0,0,0,0,0
0,_015,_Andover City Ward 1 Exclave A Voting District,_Andover City Ward 1 Exclave A Voting District,0,0,0,0,0,0
0,_015,_Andover City Ward 1 Voting District,_Andover City Ward 1 Voting District,1303,2138,102,1295,2134,133
0,_015,_Andover City Ward 2 Voting District,_Andover City Ward 2 Voting District,812,1334,43,811,1276,100
0,_015,_Andover City Ward 3 Exclave C Voting District,_Andover City Ward 3 Exclave C Voting District,0,0,0,0,0,0
0,_015,_Andover City Ward 3 Exclave D Sewage Plant Voting District,_Andover City Ward 3 Exclave D Sewage Plant Voting District,0,0,0,0,0,0
0,_015,_Andover City Ward 3 Exclave E Voting District,_Andover City Ward 3 Exclave E Voting District,0,0,0,0,0,0
0,_015,_Andover City Ward 3 Voting District,_Andover City Ward 3 Voting District,425,774,41,443,731,61
0,_015,_Andover City Ward 4 Voting District,_Andover City Ward 4 Voting District,39,124,2,37,132,0
0,_015,_Augusta City Ward 1,_Augusta City Ward 1,281,618,34,293,567,68
0,_015,_Augusta City Ward 1 Exclave A,_Augusta City Ward 1 Exclave A,0,0,0,0,0,0
0,_015,_Augusta City Ward 1 Exclave B,_Augusta City Ward 1 Exclave B,0,0,0,0,0,0
0,_015,_Augusta City Ward 1 Exclave C,_Augusta City Ward 1 Exclave C,0,0,0,0,0,0
0,_015,_Augusta City Ward 1 Exclave D,_Augusta City Ward 1 Exclave D,0,0,0,0,0,0
0,_015,_Augusta City Ward 2,_Augusta City Ward 2,231,447,22,235,407,49
0,_015,_Augusta City Ward 3,_Augusta City Ward 3,429,835,18,450,761,55
0,_015,_Augusta City Ward 3 Exclave,_Augusta City Ward 3 Exclave,0,0,0,0,0,0
0,_015,_Augusta City Ward 4,_Augusta City Ward 4,333,841,26,345,787,62
0,_015,_Augusta Township Voting District,_Augusta Township Voting District,156,571,13,178,530,27
0,_015,_Benton Township/City Voting District,_Benton Township/City Voting District,318,1067,32,347,1018,52
0,_015,_Bloomington Township Voting District,_Bloomington Township Voting District,57,241,4,65,219,18
0,_015,_Bruno Township 385 77 Voting District,_Bruno Township 385 77 Voting District,172,469,10,175,456,23
0,_015,_Bruno Township 385 99 Voting District,_Bruno Township 385 99 Voting District,72,175,4,68,172,12
0,_015,_Bruno Township 402 77 Voting District,_Bruno Township 402 77 Voting District,36,142,2,37,140,4
0,_015,_Bruno Township 402 99 Voting District,_Bruno Township 402 99 Voting District,31,132,5,31,129,8
0,_015,_Bruno Township Enclave B Voting District,_Bruno Township Enclave B Voting District,0,0,0,0,0,0
0,_015,_Bruno Township Enclave C Voting District,_Bruno Township Enclave C Voting District,0,0,0,0,0,0
0,_015,_Bruno Township Enclave D Part A Voting District,_Bruno Township Enclave D Part A Voting District,0,0,0,0,0,0
0,_015,_Bruno Township Enclave D Part B Voting District,_Bruno Township Enclave D Part B Voting District,0,0,0,0,0,0
0,_015,_Bruno Township Enclave D Part C Voting District,_Bruno Township Enclave D Part C Voting District,0,0,0,0,0,0
0,_015,_Bruno Township Enclave D Part D Voting District,_Bruno Township Enclave D Part D Voting District,0,0,0,0,0,0
0,_015,_Chelsea Township Voting District,_Chelsea Township Voting District,29,98,4,27,96,7
0,_015,_Clay Township Voting District,_Clay Township Voting District,6,36,0,6,35,1
0,_015,_Clifford Township Voting District,_Clifford Township Voting District,16,94,1,18,89,6
0,_015,_Douglass Township/City Voting District,_Douglass Township/City Voting District,221,727,14,245,662,55
0,_015,_El Dorado City W1 490 Exclave J,_El Dorado City W1 490 Exclave J,0,0,0,0,0,0
0,_015,_El Dorado City Ward 1,_El Dorado City Ward 1,545,1164,26,577,1097,64
0,_015,_El Dorado City Ward 1 Exclave A,_El Dorado City Ward 1 Exclave A,0,0,0,0,0,0
0,_015,_El Dorado City Ward 1 Exclave B,_El Dorado City Ward 1 Exclave B,0,0,0,0,0,0
0,_015,_El Dorado City Ward 1 Exclave C,_El Dorado City Ward 1 Exclave C,0,0,0,0,0,0
0,_015,_El Dorado City Ward 2,_El Dorado City Ward 2,559,934,43,592,844,91
0,_015,_El Dorado City Ward 3,_El Dorado City Ward 3,380,750,31,399,685,64
0,_015,_El Dorado City Ward 3 Exclave A,_El Dorado City Ward 3 Exclave A,0,0,0,0,0,0
0,_015,_El Dorado City Ward 4,_El Dorado City Ward 4,325,571,25,325,513,76
0,_015,_El Dorado Township East Voting District,_El Dorado Township East Voting District,33,72,3,33,68,7
0,_015,_El Dorado Township West Voting District,_El Dorado Township West Voting District,56,213,4,60,201,7
0,_015,_Fairmount Township/Elbing Voting District,_Fairmount Township/Elbing Voting District,58,251,2,54,250,8
0,_015,_Fairview Township Voting District,_Fairview Township Voting District,53,242,6,59,229,13
0,_015,_Glencoe Township Voting District,_Glencoe Township Voting District,27,75,1,31,70,3
0,_015,_Hickory Township Voting District,_Hickory Township Voting District,8,48,0,8,46,2
0,_015,_Lincoln Township Voting District,_Lincoln Township Voting District,20,137,2,25,130,5
0,_015,_Little Walnut Township/Leon Voting District,_Little Walnut Township/Leon Voting District,109,336,5,116,304,28
0,_015,_Logan Township Voting District,_Logan Township Voting District,19,51,3,18,49,7
0,_015,_Milton Township Voting District,_Milton Township Voting District,24,181,1,30,176,3
0,_015,_Murdock Township Voting District,_Murdock Township Voting District,39,215,0,40,208,7
0,_015,_Pleasant Township Voting District,_Pleasant Township Voting District,321,1044,20,337,983,62
0,_015,_Plum Grove Township/Potwin Voting District,_Plum Grove Township/Potwin Voting District,76,208,7,86,193,12
0,_015,_Prospect Township Voting District,_Prospect Township Voting District,139,450,9,147,418,33
0,_015,_Richland Township H77 Exclave B Voting District,_Richland Township H77 Exclave B Voting District,0,0,0,0,0,0
0,_015,_Richland Township H78 Voting District,_Richland Township H78 Voting District,106,507,8,120,469,29
0,_015,_Rock Creek Township Voting District,_Rock Creek Township Voting District,31,148,2,32,139,7
0,_015,_Rosalia Township Voting District,_Rosalia Township Voting District,63,256,5,65,243,16
0,_015,_Rose Hill City Exclave A Voting District,_Rose Hill City Exclave A Voting District,0,0,0,0,0,0
0,_015,_Rose Hill City Exclave B Voting District,_Rose Hill City Exclave B Voting District,0,0,0,0,0,0
0,_015,_Rose Hill City Exclave C Voting District,_Rose Hill City Exclave C Voting District,0,0,0,0,0,0
0,_015,_Rose Hill City Exclave D Voting District,_Rose Hill City Exclave D Voting District,0,0,0,0,0,0
0,_015,_Rose Hill City Exclave E Voting District,_Rose Hill City Exclave E Voting District,0,0,0,0,0,0
0,_015,_Rose Hill City Exclave F Voting District,_Rose Hill City Exclave F Voting District,0,0,0,0,0,0
0,_015,_Rose Hill City Voting District,_Rose Hill City Voting District,592,1381,67,616,1287,126
0,_015,_Spring Township Voting District,_Spring Township Voting District,166,675,12,191,628,33
0,_015,_Sycamore/Cassoday Voting District,_Sycamore/Cassoday Voting District,28,146,2,32,135,10
0,_015,_Towanda Township/City Voting District,_Towanda Township/City Voting District,282,1033,27,278,977,83
0,_015,_Union Township/Latham Voting District,_Union Township/Latham Voting District,11,57,7,16,50,8
0,_015,_Walnut Township Voting District,_Walnut Township Voting District,74,324,3,79,306,16
0,_015,_Whitewater City Voting District,_Whitewater City Voting District,70,302,7,82,273,23
0,_017,_Bazaar Township Voting District,_Bazaar Township Voting District,6,62,0,7,61,0
0,_017,_Cedar Township Voting District,_Cedar Township Voting District,9,43,1,8,44,1
0,_017,_Cottonwood Township Voting District,_Cottonwood Township Voting District,18,64,2,19,59,5
0,_017,_Diamond Township Voting District,_Diamond Township Voting District,19,107,5,24,103,2
0,_017,_East Falls Township Voting District,_East Falls Township Voting District,47,192,3,55,168,20
0,_017,_East Strong Township Voting District,_East Strong Township Voting District,66,202,6,80,176,18
0,_017,_Homestead Township Voting District,_Homestead Township Voting District,7,22,1,8,21,1
0,_017,_Matfield Township Voting District,_Matfield Township Voting District,27,51,0,27,51,1
0,_017,_Toledo Township Voting District,_Toledo Township Voting District,49,149,0,57,136,5
0,_017,_West Falls Township Voting District,_West Falls Township Voting District,92,195,5,96,175,19
0,_017,_West Strong Township Voting District,_West Strong Township Voting District,5,36,0,9,31,1
0,_019,_Caneyville Township Voting District,_Caneyville Township Voting District,2,47,1,2,47,3
0,_019,_Center Township Voting District,_Center Township Voting District,3,39,0,3,38,0
0,_019,_Chautauqua Voting District,_Chautauqua Voting District,15,99,0,16,97,1
0,_019,_Harrison Township Voting District,_Harrison Township Voting District,6,30,0,5,29,1
0,_019,_Hendricks Township Voting District,_Hendricks Township Voting District,7,43,1,6,40,4
0,_019,_Jefferson Township Voting District,_Jefferson Township Voting District,37,201,2,41,191,8
0,_019,_Lafayette Township Voting District,_Lafayette Township Voting District,0,26,1,1,25,1
