IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_KS_20201103_GEN_PRE_DEM_BIDEN,USA_KS_20201103_GEN_PRE_REP_TRUMP,USA_KS_20201103_GEN_PRE_LIB_JORGENSEN,USA_KS_20201103_GEN_USS_DEM_BOLLIER,USA_KS_20201103_GEN_USS_REP_MARSHALL,USA_KS_20201103_GEN_USS_LIB_BUCKLEY
0,_039,_Cook Township Voting District,_Cook Township Voting District,0,16,0,0,14,2
0,_039,_Custer Township Voting District,_Custer Township Voting District,1,16,0,0,15,0
0,_039,_Dresden Township Voting District,_Dresden Township Voting District,8,48,0,11,43,1
0,_039,_Finley Township Voting District,_Finley Township Voting District,2,19,0,2,19,0
0,_039,_Garfield Township Voting District,_Garfield Township Voting District,8,17,1,10,16,0
0,_039,_Grant Township Voting District,_Grant Township Voting District,0,5,0,0,4,1
0,_039,_Harlan Township Voting District,_Harlan Township Voting District,0,11,0,1,10,0
0,_039,_Jennings Township Voting District,_Jennings Township Voting District,17,50,2,18,47,5
0,_039,_Liberty Township Voting District,_Liberty Township Voting District,4,30,2,5,28,3
0,_039,_Lincoln Township Voting District,_Lincoln Township Voting District,9,78,2,8,75,5
0,_039,_Logan Township Voting District,_Logan Township Voting District,0,22,0,0,21,1
0,_039,_Lyon Township Voting District,_Lyon Township Voting District,3,4,0,3,4,0
0,_039,_Oberlin City Precinct 1,_Oberlin City Precinct 1,68,293,4,69,275,20
0,_039,_Oberlin City Precinct 2,_Oberlin City Precinct 2,65,380,7,69,355,28
0,_039,_Oberlin City Precinct 2 Exclave,_Oberlin City Precinct 2 Exclave,0,0,0,0,0,0
0,_039,_Oberlin Township Voting District,_Oberlin Township Voting District,8,40,0,6,40,2
0,_039,_Olive Township Voting District,_Olive Township Voting District,6,29,0,8,26,0
0,_039,_Pleasant Valley Township Voting District,_Pleasant Valley Township Voting District,6,12,0,6,12,0
0,_039,_Prairie Dog Township Voting District,_Prairie Dog Township Voting District,0,24,0,0,23,1
0,_039,_Roosevelt Township Voting District,_Roosevelt Township Voting District,2,8,1,2,9,0
0,_039,_Sappa Township Voting District,_Sappa Township Voting District,0,20,0,0,16,4
0,_039,_Sherman Township Voting District,_Sherman Township Voting District,0,12,0,1,10,1
0,_039,_Summit Township Voting District,_Summit Township Voting District,2,16,0,2,15,1
0,_041,_Abilene Ward 1,_Abilene Ward 1,128,318,4,135,284,28
0,_041,_Abilene Ward 1 Exclave A,_Abilene Ward 1 Exclave A,0,0,0,0,0,0
0,_041,_Abilene Ward 2,_Abilene Ward 2,182,563,18,196,517,41
0,_041,_Abilene Ward 2 Exclave A,_Abilene Ward 2 Exclave A,0,0,0,0,0,0
0,_041,_Abilene Ward 2 Exclave B,_Abilene Ward 2 Exclave B,0,0,0,0,0,0
0,_041,_Abilene Ward 3,_Abilene Ward 3,99,333,10,110,311,21
0,_041,_Abilene Ward 4 Precinct 1,_Abilene Ward 4 Precinct 1,213,426,13,212,398,41
0,_041,_Abilene Ward 4 Precinct 2,_Abilene Ward 4 Precinct 2,200,573,10,216,523,35
0,_041,_Banner Township Voting District,_Banner Township Voting District,8,51,3,8,52,2
0,_041,_Buckeye Township Voting District,_Buckeye Township Voting District,36,223,3,42,207,11
0,_041,_Center Township Voting District,_Center Township Voting District,86,423,7,93,380,32
0,_041,_Cheever Township Voting District,_Cheever Township Voting District,6,76,1,7,72,4
0,_041,_Flora Township Voting District,_Flora Township Voting District,22,70,2,23,65,6
0,_041,_Fragrant Hill Township Voting District,_Fragrant Hill Township Voting District,26,125,2,27,119,5
0,_041,_Garfield Township Voting District,_Garfield Township Voting District,23,96,2,30,85,4
0,_041,_Grant Township Enclave Voting District,_Grant Township Enclave Voting District,0,0,0,0,0,0
0,_041,_Grant Township Voting District,_Grant Township Voting District,104,427,3,108,393,30
0,_041,_Hayes Township Voting District,_Hayes Township Voting District,13,134,3,16,129,5
0,_041,_Herington Ward 1,_Herington Ward 1,97,230,4,104,203,23
0,_041,_Herington Ward 2,_Herington Ward 2,94,231,5,103,199,23
0,_041,_Herington Ward 4,_Herington Ward 4,54,172,5,62,145,23
0,_041,_Holland Township Voting District,_Holland Township Voting District,7,55,0,9,50,3
0,_041,_Hope Township Voting District,_Hope Township Voting District,44,187,0,50,166,14
0,_041,_Jefferson Township Voting District,_Jefferson Township Voting District,17,113,1,18,108,5
0,_041,_Liberty Township Voting District,_Liberty Township Voting District,45,122,5,49,108,12
0,_041,_Lincoln Township Voting District,_Lincoln Township Voting District,171,623,18,195,581,31
0,_041,_Logan Township Voting District,_Logan Township Voting District,20,85,1,24,80,4
0,_041,_Lyon Township H68 A Voting District,_Lyon Township H68 A Voting District,2,4,0,2,4,0
0,_041,_Lyon Township H68 Voting District,_Lyon Township H68 Voting District,15,28,0,17,27,0
0,_041,_Lyon Township H70 Voting District,_Lyon Township H70 Voting District,17,73,3,24,68,2
0,_041,_Newbern Township Voting District,_Newbern Township Voting District,44,195,3,47,186,9
0,_041,_Noble Township Voting District,_Noble Township Voting District,190,613,24,210,553,53
0,_041,_Ridge Township Voting District,_Ridge Township Voting District,11,66,4,11,66,3
0,_041,_Rinehart Township Voting District,_Rinehart Township Voting District,24,113,2,24,108,7
0,_041,_Sherman Township Voting District,_Sherman Township Voting District,14,81,2,14,78,5
0,_041,_Union Township Voting District,_Union Township Voting District,19,75,1,16,77,2
0,_041,_Wheatland Township Voting District,_Wheatland Township Voting District,5,72,2,6,71,3
0,_041,_Willowdale Township Voting District,_Willowdale Township Voting District,24,150,2,27,140,5
0,_043,_Bendena Township Voting District,_Bendena Township Voting District,26,134,5,30,123,9
0,_043,_Blair Township Voting District,_Blair Township Voting District,20,96,0,18,95,2
0,_043,_Burr Oak Township Voting District,_Burr Oak Township Voting District,7,78,0,7,72,6
0,_043,_Denton Township Voting District,_Denton Township Voting District,23,149,2,19,146,9
0,_043,_Elwood Township Voting District,_Elwood Township Voting District,140,275,9,128,235,43
0,_043,_Highland Township Voting District,_Highland Township Voting District,106,412,3,105,383,20
0,_043,_Leona Township Voting District,_Leona Township Voting District,0,42,0,2,37,2
0,_043,_Marion Township Voting District,_Marion Township Voting District,30,115,1,32,107,5
0,_043,_Severance Township Voting District,_Severance Township Voting District,9,113,2,10,108,6
0,_043,_Troy Township Voting District,_Troy Township Voting District,156,747,10,158,689,53
0,_043,_Wathena Township Voting District,_Wathena Township Voting District,130,636,10,122,601,41
0,_043,_Wayne Township Voting District,_Wayne Township Voting District,18,88,5,21,80,8
0,_043,_White Cloud Township Voting District,_White Cloud Township Voting District,21,91,0,20,85,5
0,_045,_Big Springs Township Precinct 58,_Big Springs Township Precinct 58,119,120,2,114,121,6
0,_045,_Central Eudora Precinct 54,_Central Eudora Precinct 54,393,420,35,393,395,64
0,_045,_Clinton Township Precinct 51,_Clinton Township Precinct 51,231,235,6,227,222,20
0,_045,_CLTWP 000515,_CLTWP 000515,0,0,0,0,0,0
0,_045,_East Wakarusa Precinct 65 H10,_East Wakarusa Precinct 65 H10,259,259,17,260,240,34
0,_045,_East Wakarusa Precinct 65 Part 4 H46,_East Wakarusa Precinct 65 Part 4 H46,21,11,1,22,9,2
0,_045,_East Wakarusa Precinct 65 S2 H46,_East Wakarusa Precinct 65 S2 H46,0,0,0,0,0,0
0,_045,_EWAK 000657,_EWAK 000657,0,0,0,0,0,0
0,_045,_EWAK 000658,_EWAK 000658,0,0,0,0,0,0
0,_045,_EWAK 000659,_EWAK 000659,0,0,0,0,0,0
0,_045,_Grant Township Precinct 55 S2 H45,_Grant Township Precinct 55 S2 H45,18,7,1,15,8,1
0,_045,_Grant Township Precinct 55 S3 H45,_Grant Township Precinct 55 S3 H45,79,70,6,78,64,14
0,_045,_Grant Township Precinct 55 S3 H46,_Grant Township Precinct 55 S3 H46,38,16,1,40,14,1
0,_045,_Kanwaka Township Precinct 56 S19,_Kanwaka Township Precinct 56 S19,470,364,17,458,355,33
0,_045,_Kanwaka Township Precinct 56 S2,_Kanwaka Township Precinct 56 S2,81,62,3,80,63,3
0,_045,_LAW 000414,_LAW 000414,0,0,0,0,0,0
0,_045,_LAW 000415,_LAW 000415,0,0,0,0,0,0
0,_045,_LAW 000416,_LAW 000416,0,0,0,0,0,0
0,_045,_LAW 000462,_LAW 000462,0,0,0,0,0,0
0,_045,_LAW 000463,_LAW 000463,0,0,0,0,0,0
0,_045,_LAW 000681,_LAW 000681,0,0,0,0,0,0
0,_045,_LAW 000691,_LAW 000691,0,0,0,0,0,0
0,_045,_LAW 000720,_LAW 000720,0,0,0,0,0,0
0,_045,_LAW 000730,_LAW 000730,0,0,0,0,0,0
0,_045,_LAW 000781,_LAW 000781,0,0,0,0,0,0
0,_045,_Lawrence Precinct 01,_Lawrence Precinct 01,492,89,7,490,83,16
0,_045,_Lawrence Precinct 02,_Lawrence Precinct 02,565,60,7,557,64,12
0,_045,_Lawrence Precinct 03,_Lawrence Precinct 03,631,82,13,629,78,22
0,_045,_Lawrence Precinct 04,_Lawrence Precinct 04,540,105,18,542,100,26
0,_045,_Lawrence Precinct 05,_Lawrence Precinct 05,449,170,18,445,164,29
0,_045,_Lawrence Precinct 06,_Lawrence Precinct 06,585,219,22,582,218,29
0,_045,_Lawrence Precinct 07,_Lawrence Precinct 07,278,30,3,277,28,7
0,_045,_Lawrence Precinct 08,_Lawrence Precinct 08,407,63,17,386,60,33
0,_045,_Lawrence Precinct 09,_Lawrence Precinct 09,352,40,7,356,39,11
0,_045,_Lawrence Precinct 10,_Lawrence Precinct 10,167,49,6,154,44,15
0,_045,_Lawrence Precinct 11,_Lawrence Precinct 11,502,117,17,504,102,33
0,_045,_Lawrence Precinct 12,_Lawrence Precinct 12,831,236,40,829,222,57
0,_045,_Lawrence Precinct 13,_Lawrence Precinct 13,703,153,14,690,162,22
0,_045,_Lawrence Precinct 14,_Lawrence Precinct 14,1078,370,37,1066,352,71
0,_045,_Lawrence Precinct 15,_Lawrence Precinct 15,847,171,19,840,164,38
0,_045,_Lawrence Precinct 16,_Lawrence Precinct 16,655,163,18,640,155,40
0,_045,_Lawrence Precinct 17,_Lawrence Precinct 17,862,306,24,852,305,41
0,_045,_Lawrence Precinct 18,_Lawrence Precinct 18,1017,366,39,1009,368,46
0,_045,_Lawrence Precinct 19,_Lawrence Precinct 19,755,310,17,726,329,23
0,_045,_Lawrence Precinct 20,_Lawrence Precinct 20,995,344,39,986,335,53
0,_045,_Lawrence Precinct 21,_Lawrence Precinct 21,359,71,6,352,81,9
0,_045,_Lawrence Precinct 22,_Lawrence Precinct 22,700,267,21,684,257,48
0,_045,_Lawrence Precinct 23,_Lawrence Precinct 23,472,95,6,470,92,16
0,_045,_Lawrence Precinct 24,_Lawrence Precinct 24,428,157,12,422,152,26
0,_045,_Lawrence Precinct 25,_Lawrence Precinct 25,362,49,9,348,47,27
0,_045,_Lawrence Precinct 26,_Lawrence Precinct 26,535,74,10,522,78,18
0,_045,_Lawrence Precinct 27,_Lawrence Precinct 27,555,97,10,545,98,24
0,_045,_Lawrence Precinct 28,_Lawrence Precinct 28,360,56,8,360,51,14
0,_045,_Lawrence Precinct 29,_Lawrence Precinct 29,489,120,12,484,109,25
0,_045,_Lawrence Precinct 30 S2,_Lawrence Precinct 30 S2,180,41,8,175,47,5
0,_045,_Lawrence Precinct 30 S3,_Lawrence Precinct 30 S3,343,55,13,326,54,33
0,_045,_Lawrence Precinct 31,_Lawrence Precinct 31,675,202,15,668,196,31
0,_045,_Lawrence Precinct 32,_Lawrence Precinct 32,419,163,25,403,161,38
0,_045,_Lawrence Precinct 33,_Lawrence Precinct 33,635,107,13,630,101,26
0,_045,_Lawrence Precinct 34 S2,_Lawrence Precinct 34 S2,398,68,9,397,61,16
0,_045,_Lawrence Precinct 34 S3,_Lawrence Precinct 34 S3,69,10,2,67,10,4
0,_045,_Lawrence Precinct 35 S2,_Lawrence Precinct 35 S2,612,131,25,598,114,55
0,_045,_Lawrence Precinct 35 S3,_Lawrence Precinct 35 S3,44,14,1,45,13,1
0,_045,_Lawrence Precinct 36,_Lawrence Precinct 36,467,140,28,462,135,39
0,_045,_Lawrence Precinct 37,_Lawrence Precinct 37,671,262,16,653,232,51
0,_045,_Lawrence Precinct 38,_Lawrence Precinct 38,1004,345,30,1011,325,47
0,_045,_Lawrence Precinct 39,_Lawrence Precinct 39,687,67,17,693,60,27
0,_045,_Lawrence Precinct 40,_Lawrence Precinct 40,652,48,15,645,40,26
0,_045,_Lawrence Precinct 41 S2 H46,_Lawrence Precinct 41 S2 H46,9,3,3,9,2,3
0,_045,_Lawrence Precinct 41 S3 H45,_Lawrence Precinct 41 S3 H45,1,0,0,1,0,0
0,_045,_Lawrence Precinct 41 S3 H46,_Lawrence Precinct 41 S3 H46,998,259,30,985,228,73
0,_045,_Lawrence Precinct 42 H45,_Lawrence Precinct 42 H45,257,116,8,264,103,17
0,_045,_Lawrence Precinct 42 H46,_Lawrence Precinct 42 H46,211,72,10,217,64,13
0,_045,_Lawrence Precinct 43 Part 1,_Lawrence Precinct 43 Part 1,429,164,9,437,149,17
0,_045,_Lawrence Precinct 43 Part 2,_Lawrence Precinct 43 Part 2,747,310,26,743,317,29
0,_045,_Lawrence Precinct 43 Part 3,_Lawrence Precinct 43 Part 3,0,0,0,0,0,0
0,_045,_Lawrence Precinct 44 H44,_Lawrence Precinct 44 H44,294,72,10,287,67,21
0,_045,_Lawrence Precinct 44 H45,_Lawrence Precinct 44 H45,410,173,14,406,164,25
0,_045,_Lawrence Precinct 45,_Lawrence Precinct 45,945,440,18,908,475,22
0,_045,_Lawrence Precinct 46 S3,_Lawrence Precinct 46 S3,1304,402,51,1280,381,91
0,_045,_Lawrence Precinct 47,_Lawrence Precinct 47,360,174,16,357,180,11
0,_045,_Lawrence Precinct 48,_Lawrence Precinct 48,818,300,18,801,315,21
0,_045,_Lawrence Precinct 49,_Lawrence Precinct 49,1079,523,27,1051,542,34
0,_045,_Lawrence Precinct 70,_Lawrence Precinct 70,13,3,0,12,4,0
0,_045,_Lawrence Precinct 71,_Lawrence Precinct 71,981,408,28,980,402,36
0,_045,_Lawrence Precinct 74,_Lawrence Precinct 74,1380,504,42,1345,513,62
0,_045,_Lawrence Precinct 75,_Lawrence Precinct 75,0,0,0,0,0,0
0,_045,_Lawrence Precinct 76,_Lawrence Precinct 76,62,21,4,58,21,7
0,_045,_Lawrence Precinct 77,_Lawrence Precinct 77,414,200,12,396,175,45
0,_045,_Lecompton Township Precinct 57 S19,_Lecompton Township Precinct 57 S19,65,91,3,64,84,10
0,_045,_Lecompton Township Precinct 57 S2,_Lecompton Township Precinct 57 S2,254,305,17,260,275,36
0,_045,_Marion Township Precinct 59 H45,_Marion Township Precinct 59 H45,157,164,12,161,159,12
0,_045,_Marion Township Precinct 59 H54,_Marion Township Precinct 59 H54,72,141,10,80,121,17
0,_045,_North Eudora Precinct 52 City,_North Eudora Precinct 52 City,220,247,11,214,221,42
0,_045,_North Eudora Precinct 52 Twp,_North Eudora Precinct 52 Twp,20,49,6,22,46,6
0,_045,_North Wakarusa Precinct 64 H45,_North Wakarusa Precinct 64 H45,153,74,3,152,73,6
0,_045,_North Wakarusa Precinct 64 H46,_North Wakarusa Precinct 64 H46,2,0,0,2,0,0
0,_045,_North Wakarusa Precinct 64 Part 5 H45,_North Wakarusa Precinct 64 Part 5 H45,0,0,0,0,0,0
0,_045,_North Wakarusa Precinct 64 Part 6 H45,_North Wakarusa Precinct 64 Part 6 H45,0,0,0,0,0,0
0,_045,_Northeast Baldwin Precinct 61,_Northeast Baldwin Precinct 61,535,659,42,521,609,100
0,_045,_Northwest Baldwin Precinct 60,_Northwest Baldwin Precinct 60,449,510,31,439,486,65
0,_045,_South Baldwin Precinct 62,_South Baldwin Precinct 62,425,608,37,431,556,80
0,_045,_South Eudora Precinct 53 H10 Twp,_South Eudora Precinct 53 H10 Twp,205,364,12,219,328,35
0,_045,_South Eudora Precinct 53 H42 City,_South Eudora Precinct 53 H42 City,253,238,16,237,223,41
0,_045,_South Eudora Precinct 53 H42 Twp,_South Eudora Precinct 53 H42 Twp,98,97,5,98,90,9
0,_045,_Vinland Precinct 63,_Vinland Precinct 63,349,403,16,341,396,38
0,_045,_WAK 000668,_WAK 000668,0,0,0,0,0,0
0,_045,_WAK 000669,_WAK 000669,0,0,0,0,0,0
0,_045,_West Eudora Precinct 50 City,_West Eudora Precinct 50 City,469,687,55,465,617,125
0,_045,_West Eudora Precinct 50 Twp Part 1,_West Eudora Precinct 50 Twp Part 1,23,21,4,22,21,5
0,_045,_West Eudora Precinct 50 Twp Part 3,_West Eudora Precinct 50 Twp Part 3,0,0,0,0,0,0
0,_045,_West Wakarusa Precinct 66 Part 1 S19 H45,_West Wakarusa Precinct 66 Part 1 S19 H45,135,96,2,130,97,6
0,_045,_West Wakarusa Precinct 66 Part 2 S19 H45,_West Wakarusa Precinct 66 Part 2 S19 H45,0,0,0,0,0,0
0,_045,_West Wakarusa Precinct 66 S19 H10,_West Wakarusa Precinct 66 S19 H10,155,144,5,155,136,6
0,_045,_West Wakarusa Precinct 66 S3 H10,_West Wakarusa Precinct 66 S3 H10,82,79,4,82,79,5
0,_045,_West Wakarusa Precinct 66 S3 H44,_West Wakarusa Precinct 66 S3 H44,0,0,0,0,0,0
0,_045,_West Wakarusa Precinct 66 S3 H45,_West Wakarusa Precinct 66 S3 H45,3,0,0,3,0,0
0,_045,_Willow Springs Township Precinct 67 S19 H45,_Willow Springs Township Precinct 67 S19 H45,212,176,10,208,178,16
0,_045,_Willow Springs Township Precinct 67 S19 H54,_Willow Springs Township Precinct 67 S19 H54,126,244,8,130,230,18
0,_045,_Willow Springs Township Precinct 67 S3 H45,_Willow Springs Township Precinct 67 S3 H45,36,51,1,39,47,2
0,_045,_Willow Springs Township Precinct 67 S3 H54,_Willow Springs Township Precinct 67 S3 H54,39,48,6,43,43,8
0,_047,_Belpre Township Voting District,_Belpre Township Voting District,17,60,0,21,52,4
0,_047,_Franklin Township Voting District,_Franklin Township Voting District,2,50,0,2,49,1
0,_047,_Jackson Township Voting District,_Jackson Township Voting District,7,28,1,5,31,1
0,_047,_Kinsley Township Voting District,_Kinsley Township Voting District,8,65,0,8,65,0
0,_047,_Kinsley Ward 1,_Kinsley Ward 1,75,280,4,80,255,17
0,_047,_Kinsley Ward 2,_Kinsley Ward 2,94,222,4,90,213,17
0,_047,_Kinsley Ward 2 Exclave,_Kinsley Ward 2 Exclave,0,0,0,0,0,0
0,_047,_Lincoln Township Voting District,_Lincoln Township Voting District,2,64,1,3,61,3
0,_047,_Logan Township Voting District,_Logan Township Voting District,5,13,0,5,12,1
0,_047,_North Brown Township Voting District,_North Brown Township Voting District,3,26,0,3,26,0
0,_047,_South Brown Township Voting District,_South Brown Township Voting District,3,41,0,2,44,0
0,_047,_Trenton Township Voting District,_Trenton Township Voting District,11,141,6,11,136,11
0,_047,_Wayne Township Voting District,_Wayne Township Voting District,44,151,3,37,150,8
0,_049,_Elk Falls Township Voting District,_Elk Falls Township Voting District,21,82,2,26,74,5
0,_049,_Greenfield Township Voting District,_Greenfield Township Voting District,15,133,2,24,119,6
0,_049,_Howard Township Voting District,_Howard Township Voting District,58,357,9,69,324,26
0,_049,_Liberty Township Voting District,_Liberty Township Voting District,7,46,1,9,44,1
0,_049,_Longton Township Voting District,_Longton Township Voting District,30,143,1,29,131,11
0,_049,_Oak Valley Township Voting District,_Oak Valley Township Voting District,4,49,4,5,49,4
0,_049,_Painterhood Township Voting District,_Painterhood Township Voting District,3,18,0,4,15,1
0,_049,_Paw Paw Township Voting District,_Paw Paw Township Voting District,5,56,1,6,50,4
0,_049,_Union Center Township Voting District,_Union Center Township Voting District,9,44,1,9,45,0
0,_049,_Wildcat Township Voting District,_Wildcat Township Voting District,43,212,5,49,190,17
0,_051,_Buckeye Township Voting District,_Buckeye Township Voting District,31,204,2,36,189,9
0,_051,_Catherine Township Voting District,_Catherine Township Voting District,20,144,9,24,134,14
0,_051,_East Big Creek Township Voting District,_East Big Creek Township Voting District,95,419,9,101,396,22
0,_051,_Ellis City,_Ellis City,230,745,22,243,714,39
0,_051,_Ellis Township Voting District,_Ellis Township Voting District,44,206,6,49,193,11
0,_051,_Freedom Township Voting District,_Freedom Township Voting District,10,56,0,10,53,2
0,_051,_Hays Ward 1 Precinct 1,_Hays Ward 1 Precinct 1,174,135,11,166,132,23
0,_051,_Hays Ward 1 Precinct 2,_Hays Ward 1 Precinct 2,143,184,10,141,176,18
0,_051,_Hays Ward 1 Precinct 2 Exclave 1,_Hays Ward 1 Precinct 2 Exclave 1,0,0,0,0,0,0
0,_051,_Hays Ward 1 Precinct 2 Exclave 2,_Hays Ward 1 Precinct 2 Exclave 2,0,0,0,0,0,0
0,_051,_Hays Ward 2 Precinct 1,_Hays Ward 2 Precinct 1,205,315,16,203,303,28
0,_051,_Hays Ward 2 Precinct 2,_Hays Ward 2 Precinct 2,175,226,19,184,218,17
0,_051,_Hays Ward 2 Precinct 3,_Hays Ward 2 Precinct 3,132,184,8,140,168,16
0,_051,_Hays Ward 2 Precinct 4,_Hays Ward 2 Precinct 4,153,252,6,161,229,18
0,_051,_Hays Ward 2 Precinct 5,_Hays Ward 2 Precinct 5,97,203,4,99,187,16
0,_051,_Hays Ward 3 Precinct 1,_Hays Ward 3 Precinct 1,116,261,20,126,254,17
0,_051,_Hays Ward 3 Precinct 2,_Hays Ward 3 Precinct 2,215,460,20,226,446,19
0,_051,_Hays Ward 3 Precinct 3,_Hays Ward 3 Precinct 3,188,509,20,195,500,20
0,_051,_Hays Ward 3 Precinct 4,_Hays Ward 3 Precinct 4,407,1108,16,426,1075,40
0,_051,_Hays Ward 3 Precinct 4 Exclave 1,_Hays Ward 3 Precinct 4 Exclave 1,0,0,0,0,0,0
0,_051,_Hays Ward 3 Precinct 4 Exclave 2,_Hays Ward 3 Precinct 4 Exclave 2,0,0,0,0,0,0
0,_051,_Hays Ward 4 Precinct 1,_Hays Ward 4 Precinct 1,140,376,14,154,358,17
0,_051,_Hays Ward 4 Precinct 2,_Hays Ward 4 Precinct 2,197,408,22,201,382,41
0,_051,_Hays Ward 4 Precinct 3,_Hays Ward 4 Precinct 3,143,375,9,145,358,26
0,_051,_Hays Ward 4 Precinct 4,_Hays Ward 4 Precinct 4,304,747,12,315,709,36
0,_051,_Hays Ward 4 Precinct 5,_Hays Ward 4 Precinct 5,187,578,17,198,560,27
0,_051,_Herzog Township H111 Voting District,_Herzog Township H111 Voting District,52,240,5,62,224,11
0,_051,_Herzog Township Voting H110 District,_Herzog Township Voting H110 District,18,133,3,20,129,6
0,_051,_North Big Creek Township Enclave 1 Voting District,_North Big Creek Township Enclave 1 Voting District,0,0,0,0,0,0
0,_051,_North Big Creek Township Enclave 2 Voting District,_North Big Creek Township Enclave 2 Voting District,0,0,0,0,0,0
0,_051,_North Big Creek Township Enclave 3 Voting District,_North Big Creek Township Enclave 3 Voting District,0,0,0,0,0,0
0,_051,_North Big Creek Township Enclave 4 Voting District,_North Big Creek Township Enclave 4 Voting District,0,0,0,0,0,0
0,_051,_North Big Creek Township Enclave 5 Voting District,_North Big Creek Township Enclave 5 Voting District,0,0,0,0,0,0
0,_051,_North Big Creek Township H110 Voting District,_North Big Creek Township H110 Voting District,20,77,3,19,75,5
0,_051,_North Big Creek Township H111 Voting District,_North Big Creek Township H111 Voting District,61,261,4,59,251,14
0,_051,_North Lookout Township H110 Voting District,_North Lookout Township H110 Voting District,17,74,1,16,74,2
0,_051,_North Lookout Township H111 Voting District,_North Lookout Township H111 Voting District,22,75,4,21,73,6
0,_051,_South Lookout Township Voting District,_South Lookout Township Voting District,24,132,3,24,120,11
0,_051,_Victoria Township Voting District,_Victoria Township Voting District,64,411,6,75,385,21
0,_051,_West Big Creek Township H110 Voting District,_West Big Creek Township H110 Voting District,12,41,1,12,41,1
0,_051,_West Big Creek Township H111 Voting District,_West Big Creek Township H111 Voting District,3,35,0,4,31,3
0,_051,_Wheatland Township Voting District,_Wheatland Township Voting District,38,184,3,49,161,13
0,_053,_Ash Creek Township Voting District,_Ash Creek Township Voting District,3,29,0,1,31,0
0,_053,_Black Wolf Township Voting District,_Black Wolf Township Voting District,15,34,0,13,35,0
0,_053,_Buckeye Township Voting District,_Buckeye Township Voting District,3,34,0,5,33,0
0,_053,_Canren Township Voting District,_Canren Township Voting District,12,22,0,12,20,1
0,_053,_Carneiro Township Voting District,_Carneiro Township Voting District,5,33,1,7,32,0
0,_053,_Clear Creek Township Voting District,_Clear Creek Township Voting District,7,51,3,7,54,3
0,_053,_Columbia Township Voting District,_Columbia Township Voting District,2,33,1,1,31,4
0,_053,_Ellsworth City East Ward 1,_Ellsworth City East Ward 1,82,252,8,91,229,20
0,_053,_Ellsworth City East Ward 2,_Ellsworth City East Ward 2,98,233,8,111,216,14
0,_053,_Ellsworth City West Voting District,_Ellsworth City West Voting District,101,263,8,108,249,17
0,_053,_Ellsworth Township Voting District,_Ellsworth Township Voting District,24,80,0,30,72,2
0,_053,_Garfield Township Voting District,_Garfield Township Voting District,4,28,0,5,27,0
0,_053,_Green Garden Township Voting District,_Green Garden Township Voting District,21,70,2,20,68,5
0,_053,_Kanopolis Township Voting District,_Kanopolis Township Voting District,63,175,7,72,153,16
0,_053,_Langley Township Voting District,_Langley Township Voting District,3,43,3,4,40,5
0,_053,_Lincoln Township Voting District,_Lincoln Township Voting District,6,24,1,8,24,0
0,_053,_Mulberry Township Voting District,_Mulberry Township Voting District,5,18,0,5,17,0
0,_053,_Noble Township Voting District,_Noble Township Voting District,9,43,0,10,42,0
0,_053,_Palacky Township Voting District,_Palacky Township Voting District,7,28,0,8,26,1
0,_053,_Sherman Township Voting District,_Sherman Township Voting District,2,41,1,5,32,7
0,_053,_Thomas Township Voting District,_Thomas Township Voting District,2,44,0,3,41,1
0,_053,_Trivoli Township Voting District,_Trivoli Township Voting District,2,22,1,3,22,0
0,_053,_Valley Township Voting District,_Valley Township Voting District,47,197,5,54,185,12
0,_053,_Venango Township Voting District,_Venango Township Voting District,16,33,1,16,33,1
0,_053,_Wilson Township Voting District,_Wilson Township Voting District,109,318,7,116,280,33
0,_055,_Friend Township Voting District,_Friend Township Voting District,6,51,2,6,51,3
0,_055,_Garden City Ward 1 122.1,_Garden City Ward 1 122.1,1,1,0,1,1,0
0,_055,_Garden City Ward 1 122.2,_Garden City Ward 1 122.2,0,0,0,0,0,0
0,_055,_Garden City Ward 1 123.1,_Garden City Ward 1 123.1,181,97,8,170,96,20
0,_055,_Garden City Ward 10,_Garden City Ward 10,175,190,13,158,184,33
0,_055,_Garden City Ward 11,_Garden City Ward 11,167,357,15,167,337,31
0,_055,_Garden City Ward 12,_Garden City Ward 12,162,420,8,175,389,24
0,_055,_Garden City Ward 13,_Garden City Ward 13,133,358,9,135,354,12
0,_055,_Garden City Ward 14 122.1,_Garden City Ward 14 122.1,58,130,2,68,111,6
0,_055,_Garden City Ward 14 123.1,_Garden City Ward 14 123.1,168,190,5,162,174,18
0,_055,_Garden City Ward 15 122.1,_Garden City Ward 15 122.1,119,224,5,115,220,15
0,_055,_Garden City Ward 15 123.1,_Garden City Ward 15 123.1,141,227,12,139,219,21
0,_055,_Garden City Ward 16,_Garden City Ward 16,217,402,11,208,381,35
0,_055,_Garden City Ward 2,_Garden City Ward 2,293,218,16,279,197,40
0,_055,_Garden City Ward 3,_Garden City Ward 3,219,315,12,220,275,47
0,_055,_Garden City Ward 4,_Garden City Ward 4,119,222,10,121,218,11
0,_055,_Garden City Ward 5,_Garden City Ward 5,180,227,6,167,210,24
0,_055,_Garden City Ward 6 122.1,_Garden City Ward 6 122.1,25,50,0,24,47,3
